"year","bula_h","regtyp","mean","median","n","lower_confidence","upper_confidence"
"2014","Hessen","Laendlicher Raum","","","","",""
"2014","Hessen","Staedtischer Raum","","","","",""
"2014","Mecklenburg-Vorpommern","Laendlicher Raum","","","","",""
"2014","Mecklenburg-Vorpommern","Staedtischer Raum","","","","",""
"2014","Niedersachsen","Laendlicher Raum","","","","",""
"2014","Niedersachsen","Staedtischer Raum","","","","",""
"2014","Nordrhein-Westfalen","Laendlicher Raum","","","","",""
"2014","Nordrhein-Westfalen","Staedtischer Raum","","","","",""
"2014","Rheinland-Pfalz","Laendlicher Raum","","","","",""
"2014","Rheinland-Pfalz","Staedtischer Raum","","","","",""
"2014","Saarland","Laendlicher Raum","","","","",""
"2014","Saarland","Staedtischer Raum","","","","",""
"2014","Sachsen","Laendlicher Raum","","","","",""
"2014","Sachsen","Staedtischer Raum","","","","",""
"2014","Sachsen-Anhalt","Laendlicher Raum","","","","",""
"2014","Sachsen-Anhalt","Staedtischer Raum","","","","",""
"2014","Schleswig-Holstein","Laendlicher Raum","","","","",""
"2014","Schleswig-Holstein","Staedtischer Raum","","","","",""
"2014","Thüringen","Laendlicher Raum","","","","",""
"2014","Thüringen","Staedtischer Raum","","","","",""
"2015","Baden-Württemberg","Laendlicher Raum","","","","",""
"2015","Baden-Württemberg","Staedtischer Raum","","","","",""
"2015","Bayern","Laendlicher Raum","","","","",""
"2015","Bayern","Staedtischer Raum","","","","",""
"2015","Berlin","Laendlicher Raum","","","","",""
"2015","Berlin","Staedtischer Raum","","","","",""
"2015","Brandenburg","Laendlicher Raum","","","","",""
"2015","Brandenburg","Staedtischer Raum","","","","",""
"2015","Bremen","Laendlicher Raum","","","","",""
"2015","Bremen","Staedtischer Raum","","","","",""
"2015","Hamburg","Laendlicher Raum","","","","",""
"2015","Hamburg","Staedtischer Raum","","","","",""
"2015","Hessen","Laendlicher Raum","","","","",""
"2015","Hessen","Staedtischer Raum","","","","",""
"2015","Mecklenburg-Vorpommern","Laendlicher Raum","","","","",""
"2015","Mecklenburg-Vorpommern","Staedtischer Raum","","","","",""
"2015","Niedersachsen","Laendlicher Raum","","","","",""
"2015","Niedersachsen","Staedtischer Raum","","","","",""
"2015","Nordrhein-Westfalen","Laendlicher Raum","","","","",""
"2015","Nordrhein-Westfalen","Staedtischer Raum","","","","",""
"2015","Rheinland-Pfalz","Laendlicher Raum","","","","",""
"2015","Rheinland-Pfalz","Staedtischer Raum","","","","",""
"2015","Saarland","Laendlicher Raum","","","","",""
"2015","Saarland","Staedtischer Raum","","","","",""
"2015","Sachsen","Laendlicher Raum","","","","",""
"2015","Sachsen","Staedtischer Raum","","","","",""
"2015","Sachsen-Anhalt","Laendlicher Raum","","","","",""
"2015","Sachsen-Anhalt","Staedtischer Raum","","","","",""
"2015","Schleswig-Holstein","Laendlicher Raum","","","","",""
"2015","Schleswig-Holstein","Staedtischer Raum","","","","",""
"2015","Thüringen","Laendlicher Raum","","","","",""
"2015","Thüringen","Staedtischer Raum","","","","",""
"2016","Baden-Württemberg","Laendlicher Raum","","","","",""
"2016","Baden-Württemberg","Staedtischer Raum","","","","",""
"2016","Bayern","Laendlicher Raum","","","","",""
"2016","Bayern","Staedtischer Raum","","","","",""
"2016","Berlin","Laendlicher Raum","","","","",""
"2016","Berlin","Staedtischer Raum","","","","",""
"2016","Brandenburg","Laendlicher Raum","","","","",""
"2016","Brandenburg","Staedtischer Raum","","","","",""
"2016","Bremen","Laendlicher Raum","","","","",""
"2016","Bremen","Staedtischer Raum","","","","",""
"2016","Hamburg","Laendlicher Raum","","","","",""
"2016","Hamburg","Staedtischer Raum","","","","",""
"2016","Hessen","Laendlicher Raum","","","","",""
"2016","Hessen","Staedtischer Raum","","","","",""
"2016","Mecklenburg-Vorpommern","Laendlicher Raum","","","","",""
"2016","Mecklenburg-Vorpommern","Staedtischer Raum","","","","",""
"2016","Niedersachsen","Laendlicher Raum","","","","",""
"2016","Niedersachsen","Staedtischer Raum","","","","",""
"2016","Nordrhein-Westfalen","Laendlicher Raum","","","","",""
"2016","Nordrhein-Westfalen","Staedtischer Raum","","","","",""
"2016","Rheinland-Pfalz","Laendlicher Raum","","","","",""
"2016","Rheinland-Pfalz","Staedtischer Raum","","","","",""
"2016","Saarland","Laendlicher Raum","","","","",""
"2016","Saarland","Staedtischer Raum","","","","",""
"2016","Sachsen","Laendlicher Raum","","","","",""
"2016","Sachsen","Staedtischer Raum","","","","",""
"2016","Sachsen-Anhalt","Laendlicher Raum","","","","",""
"2016","Sachsen-Anhalt","Staedtischer Raum","","","","",""
"2016","Schleswig-Holstein","Laendlicher Raum","","","","",""
"2016","Schleswig-Holstein","Staedtischer Raum","","","","",""
"2016","Thüringen","Laendlicher Raum","","","","",""
"2016","Thüringen","Staedtischer Raum","","","","",""
"2017","Baden-Württemberg","Laendlicher Raum","","","","",""
"2017","Baden-Württemberg","Staedtischer Raum","","","","",""
"2017","Bayern","Laendlicher Raum","","","","",""
"2017","Bayern","Staedtischer Raum","","","","",""
"2017","Berlin","Laendlicher Raum","","","","",""
"2017","Berlin","Staedtischer Raum","","","","",""
"2017","Brandenburg","Laendlicher Raum","","","","",""
"2017","Brandenburg","Staedtischer Raum","","","","",""
"2017","Bremen","Laendlicher Raum","","","","",""
"2017","Bremen","Staedtischer Raum","","","","",""
"2017","Hamburg","Laendlicher Raum","","","","",""
"2017","Hamburg","Staedtischer Raum","","","","",""
"2017","Hessen","Laendlicher Raum","","","","",""
"2017","Hessen","Staedtischer Raum","","","","",""
"2017","Mecklenburg-Vorpommern","Laendlicher Raum","","","","",""
"2017","Mecklenburg-Vorpommern","Staedtischer Raum","","","","",""
"2017","Niedersachsen","Laendlicher Raum","","","","",""
"2017","Niedersachsen","Staedtischer Raum","","","","",""
"2017","Nordrhein-Westfalen","Laendlicher Raum","","","","",""
"2017","Nordrhein-Westfalen","Staedtischer Raum","","","","",""
"2017","Rheinland-Pfalz","Laendlicher Raum","","","","",""
"2017","Rheinland-Pfalz","Staedtischer Raum","","","","",""
"2017","Saarland","Laendlicher Raum","","","","",""
"2017","Saarland","Staedtischer Raum","","","","",""
"2017","Sachsen","Laendlicher Raum","","","","",""
"2017","Sachsen","Staedtischer Raum","","","","",""
"2017","Sachsen-Anhalt","Laendlicher Raum","","","","",""
"2017","Sachsen-Anhalt","Staedtischer Raum","","","","",""
"2017","Schleswig-Holstein","Laendlicher Raum","","","","",""
"2017","Schleswig-Holstein","Staedtischer Raum","","","","",""
"2017","Thüringen","Laendlicher Raum","","","","",""
"2017","Thüringen","Staedtischer Raum","","","","",""
"2018","Baden-Württemberg","Laendlicher Raum","7.12","7.5","315","6.92","7.32"
"2018","Baden-Württemberg","Staedtischer Raum","7.66","7.5","2445","7.6","7.72"
"2018","Bayern","Laendlicher Raum","7.62","7.5","2153","7.56","7.68"
"2018","Bayern","Staedtischer Raum","7.69","7.5","1757","7.61","7.77"
"2018","Berlin","Laendlicher Raum","","","","",""
"2018","Berlin","Staedtischer Raum","7.59","7.5","988","7.49","7.69"
"2018","Brandenburg","Laendlicher Raum","7.18","7.5","926","7.07","7.29"
"2018","Brandenburg","Staedtischer Raum","7.81","7.5","93","7.54","8.08"
"2018","Bremen","Laendlicher Raum","","","","",""
"2018","Bremen","Staedtischer Raum","7.49","7.5","225","7.25","7.73"
"2018","Hamburg","Laendlicher Raum","","","","",""
"2018","Hamburg","Staedtischer Raum","7.91","7.5","478","7.78","8.04"
"2018","Hessen","Laendlicher Raum","7.58","7.5","342","7.42","7.74"
"2018","Hessen","Staedtischer Raum","7.63","7.5","1347","7.54","7.72"
"2018","Mecklenburg-Vorpommern","Laendlicher Raum","7.23","7.5","500","7.08","7.38"
"2018","Mecklenburg-Vorpommern","Staedtischer Raum","7.91","7.5","94","7.55","8.27"
"2018","Niedersachsen","Laendlicher Raum","7.69","7.5","1464","7.61","7.77"
"2018","Niedersachsen","Staedtischer Raum","7.63","7.5","1048","7.53","7.73"
"2018","Nordrhein-Westfalen","Laendlicher Raum","7.57","7.5","100","7.24","7.9"
"2018","Nordrhein-Westfalen","Staedtischer Raum","7.59","7.5","5220","7.55","7.63"
"2018","Rheinland-Pfalz","Laendlicher Raum","7.4","7.5","389","7.24","7.56"
"2018","Rheinland-Pfalz","Staedtischer Raum","7.76","7.5","874","7.66","7.86"
"2018","Saarland","Laendlicher Raum","","","","",""
"2018","Saarland","Staedtischer Raum","7.49","7.5","204","7.25","7.73"
"2018","Sachsen","Laendlicher Raum","7.4","7.5","753","7.29","7.51"
"2018","Sachsen","Staedtischer Raum","7.35","7.5","856","7.24","7.46"
"2018","Sachsen-Anhalt","Laendlicher Raum","7.11","7.5","715","6.99","7.23"
"2018","Sachsen-Anhalt","Staedtischer Raum","7.47","7.5","188","7.23","7.71"
"2018","Schleswig-Holstein","Laendlicher Raum","7.88","7.5","602","7.75","8.01"
"2018","Schleswig-Holstein","Staedtischer Raum","7.78","7.5","317","7.61","7.95"
"2018","Thüringen","Laendlicher Raum","7.12","6.5","640","6.99","7.25"
"2018","Thüringen","Staedtischer Raum","7.67","7.5","293","7.51","7.83"
