"year","bula_h","sampreg","mean","median","n","lower_confidence","upper_confidence"
"1985","Bremen","West","7.06","7.5","116","6.6","7.52"
"1985","Hamburg","Ost","","","","",""
"1985","Hamburg","West","7.56","7.5","278","7.33","7.79"
"1985","Hessen","Ost","","","","",""
"1985","Hessen","West","7.42","7.5","1116","7.3","7.54"
"1985","Mecklenburg-Vorpommern","Ost","","","","",""
"1985","Mecklenburg-Vorpommern","West","","","","",""
"1985","Niedersachsen","Ost","","","","",""
"1985","Niedersachsen","West","7.25","7.5","1092","7.13","7.37"
"1985","Nordrhein-Westfalen","Ost","","","","",""
"1985","Nordrhein-Westfalen","West","7.38","7.5","2925","7.31","7.45"
"1985","Rheinland-Pfalz","Ost","","","","",""
"1985","Rheinland-Pfalz","West","7.46","7.5","761","7.33","7.59"
"1985","Saarland","Ost","","","","",""
"1985","Saarland","West","","","","",""
"1985","Sachsen","Ost","","","","",""
"1985","Sachsen","West","","","","",""
"1985","Sachsen-Anhalt","Ost","","","","",""
"1985","Sachsen-Anhalt","West","","","","",""
"1985","Schleswig-Holstein","Ost","","","","",""
"1985","Schleswig-Holstein","West","7.48","7.5","351","7.26","7.7"
"1985","Thüringen","Ost","","","","",""
"1985","Thüringen","West","","","","",""
"1986","Baden-Württemberg","Ost","","","","",""
"1986","Baden-Württemberg","West","7.55","7.5","1975","7.47","7.63"
"1986","Bayern","Ost","","","","",""
"1986","Bayern","West","7.4","7.5","1749","7.32","7.48"
"1986","Berlin","Ost","","","","",""
"1986","Berlin","West","7.37","7.5","343","7.15","7.59"
"1986","Brandenburg","Ost","","","","",""
"1986","Brandenburg","West","","","","",""
"1986","Bremen","Ost","","","","",""
"1986","Bremen","West","7.35","7.5","108","6.88","7.82"
"1986","Hamburg","Ost","","","","",""
"1986","Hamburg","West","7.47","7.5","252","7.23","7.71"
"1986","Hessen","Ost","","","","",""
"1986","Hessen","West","7.6","7.5","1020","7.48","7.72"
"1986","Mecklenburg-Vorpommern","Ost","","","","",""
"1986","Mecklenburg-Vorpommern","West","","","","",""
"1986","Niedersachsen","Ost","","","","",""
"1986","Niedersachsen","West","7.48","7.5","1097","7.37","7.59"
"1986","Nordrhein-Westfalen","Ost","","","","",""
"1986","Nordrhein-Westfalen","West","7.56","7.5","2831","7.49","7.63"
"1986","Rheinland-Pfalz","Ost","","","","",""
"1986","Rheinland-Pfalz","West","7.57","7.5","763","7.44","7.7"
"1986","Saarland","Ost","","","","",""
"1986","Saarland","West","","","","",""
"1986","Sachsen","Ost","","","","",""
"1986","Sachsen","West","","","","",""
"1986","Sachsen-Anhalt","Ost","","","","",""
"1986","Sachsen-Anhalt","West","","","","",""
"1986","Schleswig-Holstein","Ost","","","","",""
"1986","Schleswig-Holstein","West","7.68","7.5","320","7.46","7.9"
"1986","Thüringen","Ost","","","","",""
"1986","Thüringen","West","","","","",""
"1987","Baden-Württemberg","Ost","","","","",""
"1987","Baden-Württemberg","West","7.37","7.5","1934","7.29","7.45"
"1987","Bayern","Ost","","","","",""
"1987","Bayern","West","7.23","7.5","1705","7.14","7.32"
"1987","Berlin","Ost","","","","",""
"1987","Berlin","West","7.18","6.5","356","6.98","7.38"
"1987","Brandenburg","Ost","","","","",""
"1987","Brandenburg","West","","","","",""
"1987","Bremen","Ost","","","","",""
"1987","Bremen","West","7.79","7.5","98","7.4","8.18"
"1987","Hamburg","Ost","","","","",""
"1987","Hamburg","West","7.29","7.5","224","7.04","7.54"
"1987","Hessen","Ost","","","","",""
"1987","Hessen","West","7.4","7.5","1036","7.28","7.52"
"1987","Mecklenburg-Vorpommern","Ost","","","","",""
"1987","Mecklenburg-Vorpommern","West","","","","",""
"1987","Niedersachsen","Ost","","","","",""
"1987","Niedersachsen","West","7.13","7.5","1095","7.01","7.25"
"1987","Nordrhein-Westfalen","Ost","","","","",""
"1987","Nordrhein-Westfalen","West","7.31","7.5","2802","7.24","7.38"
"1987","Rheinland-Pfalz","Ost","","","","",""
"1987","Rheinland-Pfalz","West","7.35","7.5","762","7.22","7.48"
"1987","Saarland","Ost","","","","",""
"1987","Saarland","West","","","","",""
"1987","Sachsen","Ost","","","","",""
"1987","Sachsen","West","","","","",""
"1987","Sachsen-Anhalt","Ost","","","","",""
"1987","Sachsen-Anhalt","West","","","","",""
"1987","Schleswig-Holstein","Ost","","","","",""
"1987","Schleswig-Holstein","West","7.09","7.5","313","6.84","7.34"
"1987","Thüringen","Ost","","","","",""
"1987","Thüringen","West","","","","",""
"1988","Baden-Württemberg","Ost","","","","",""
"1988","Baden-Württemberg","West","","","","",""
"1988","Bayern","Ost","","","","",""
"1988","Bayern","West","","","","",""
"1988","Berlin","Ost","","","","",""
"1988","Berlin","West","","","","",""
"1988","Brandenburg","Ost","","","","",""
"1988","Brandenburg","West","","","","",""
"1988","Bremen","Ost","","","","",""
"1988","Bremen","West","","","","",""
"1988","Hamburg","Ost","","","","",""
"1988","Hamburg","West","","","","",""
"1988","Hessen","Ost","","","","",""
"1988","Hessen","West","","","","",""
"1988","Mecklenburg-Vorpommern","Ost","","","","",""
"1988","Mecklenburg-Vorpommern","West","","","","",""
"1988","Niedersachsen","Ost","","","","",""
"1988","Niedersachsen","West","","","","",""
"1988","Nordrhein-Westfalen","Ost","","","","",""
"1988","Nordrhein-Westfalen","West","","","","",""
"1988","Rheinland-Pfalz","Ost","","","","",""
"1988","Rheinland-Pfalz","West","","","","",""
"1988","Saarland","Ost","","","","",""
"1988","Saarland","West","","","","",""
"1988","Sachsen","Ost","","","","",""
"1988","Sachsen","West","","","","",""
"1988","Sachsen-Anhalt","Ost","","","","",""
"1988","Sachsen-Anhalt","West","","","","",""
"1988","Schleswig-Holstein","Ost","","","","",""
"1988","Schleswig-Holstein","West","","","","",""
"1988","Thüringen","Ost","","","","",""
"1988","Thüringen","West","","","","",""
"1989","Baden-Württemberg","Ost","","","","",""
"1989","Baden-Württemberg","West","","","","",""
"1989","Bayern","Ost","","","","",""
"1989","Bayern","West","","","","",""
"1989","Berlin","Ost","","","","",""
"1989","Berlin","West","","","","",""
"1989","Brandenburg","Ost","","","","",""
"1989","Brandenburg","West","","","","",""
"1989","Bremen","Ost","","","","",""
"1989","Bremen","West","","","","",""
"1989","Hamburg","Ost","","","","",""
"1989","Hamburg","West","","","","",""
"1989","Hessen","Ost","","","","",""
"1989","Hessen","West","","","","",""
"1989","Mecklenburg-Vorpommern","Ost","","","","",""
"1989","Mecklenburg-Vorpommern","West","","","","",""
"1989","Niedersachsen","Ost","","","","",""
"1989","Niedersachsen","West","","","","",""
"1989","Nordrhein-Westfalen","Ost","","","","",""
"1989","Nordrhein-Westfalen","West","","","","",""
"1989","Rheinland-Pfalz","Ost","","","","",""
"1989","Rheinland-Pfalz","West","","","","",""
"1989","Saarland","Ost","","","","",""
"1989","Saarland","West","","","","",""
"1989","Sachsen","Ost","","","","",""
"1989","Sachsen","West","","","","",""
"1989","Sachsen-Anhalt","Ost","","","","",""
"1989","Sachsen-Anhalt","West","","","","",""
"1989","Schleswig-Holstein","Ost","","","","",""
"1989","Schleswig-Holstein","West","","","","",""
"1989","Thüringen","Ost","","","","",""
"1989","Thüringen","West","","","","",""
"1990","Baden-Württemberg","Ost","","","","",""
"1990","Baden-Württemberg","West","","","","",""
"1990","Bayern","Ost","","","","",""
"1990","Bayern","West","","","","",""
"1990","Berlin","Ost","","","","",""
"1990","Berlin","West","","","","",""
"1990","Brandenburg","Ost","","","","",""
"1990","Brandenburg","West","","","","",""
"1990","Bremen","Ost","","","","",""
"1990","Bremen","West","","","","",""
"1990","Hamburg","Ost","","","","",""
"1990","Hamburg","West","","","","",""
"1990","Hessen","Ost","","","","",""
"1990","Hessen","West","","","","",""
"1990","Mecklenburg-Vorpommern","Ost","","","","",""
"1990","Mecklenburg-Vorpommern","West","","","","",""
"1990","Niedersachsen","Ost","","","","",""
"1990","Niedersachsen","West","","","","",""
"1990","Nordrhein-Westfalen","Ost","","","","",""
"1990","Nordrhein-Westfalen","West","","","","",""
"1990","Rheinland-Pfalz","Ost","","","","",""
"1990","Rheinland-Pfalz","West","","","","",""
"1990","Saarland","Ost","","","","",""
"1990","Saarland","West","","","","",""
"1990","Sachsen","Ost","","","","",""
"1990","Sachsen","West","","","","",""
"1990","Sachsen-Anhalt","Ost","","","","",""
"1990","Sachsen-Anhalt","West","","","","",""
"1990","Schleswig-Holstein","Ost","","","","",""
"1990","Schleswig-Holstein","West","","","","",""
"1990","Thüringen","Ost","","","","",""
"1990","Thüringen","West","","","","",""
"1991","Baden-Württemberg","Ost","","","","",""
"1991","Baden-Württemberg","West","","","","",""
"1991","Bayern","Ost","","","","",""
"1991","Bayern","West","","","","",""
"1991","Berlin","Ost","","","","",""
"1991","Berlin","West","","","","",""
"1991","Brandenburg","Ost","","","","",""
"1991","Brandenburg","West","","","","",""
"1991","Bremen","Ost","","","","",""
"1991","Bremen","West","","","","",""
"1991","Hamburg","Ost","","","","",""
"1991","Hamburg","West","","","","",""
"1991","Hessen","Ost","","","","",""
"1991","Hessen","West","","","","",""
"1991","Mecklenburg-Vorpommern","Ost","","","","",""
"1991","Mecklenburg-Vorpommern","West","","","","",""
"1991","Niedersachsen","Ost","","","","",""
"1991","Niedersachsen","West","","","","",""
"1991","Nordrhein-Westfalen","Ost","","","","",""
"1991","Nordrhein-Westfalen","West","","","","",""
"1991","Rheinland-Pfalz","Ost","","","","",""
"1991","Rheinland-Pfalz","West","","","","",""
"1991","Saarland","Ost","","","","",""
"1991","Saarland","West","","","","",""
"1991","Sachsen","Ost","","","","",""
"1991","Sachsen","West","","","","",""
"1991","Sachsen-Anhalt","Ost","","","","",""
"1991","Sachsen-Anhalt","West","","","","",""
"1991","Schleswig-Holstein","Ost","","","","",""
"1991","Schleswig-Holstein","West","","","","",""
"1991","Thüringen","Ost","","","","",""
"1991","Thüringen","West","","","","",""
"1992","Baden-Württemberg","Ost","","","","",""
"1992","Baden-Württemberg","West","","","","",""
"1992","Bayern","Ost","","","","",""
"1992","Bayern","West","","","","",""
"1992","Berlin","Ost","","","","",""
"1992","Berlin","West","","","","",""
"1992","Brandenburg","Ost","","","","",""
"1992","Brandenburg","West","","","","",""
"1992","Bremen","Ost","","","","",""
"1992","Bremen","West","","","","",""
"1992","Hamburg","Ost","","","","",""
"1992","Hamburg","West","","","","",""
"1992","Hessen","Ost","","","","",""
"1992","Hessen","West","","","","",""
"1992","Mecklenburg-Vorpommern","Ost","","","","",""
"1992","Mecklenburg-Vorpommern","West","","","","",""
"1992","Niedersachsen","Ost","","","","",""
"1992","Niedersachsen","West","","","","",""
"1992","Nordrhein-Westfalen","Ost","","","","",""
"1992","Nordrhein-Westfalen","West","","","","",""
"1992","Rheinland-Pfalz","Ost","","","","",""
"1992","Rheinland-Pfalz","West","","","","",""
"1992","Saarland","Ost","","","","",""
"1992","Saarland","West","","","","",""
"1992","Sachsen","Ost","","","","",""
"1992","Sachsen","West","","","","",""
"1992","Sachsen-Anhalt","Ost","","","","",""
"1992","Sachsen-Anhalt","West","","","","",""
"1992","Schleswig-Holstein","Ost","","","","",""
"1992","Schleswig-Holstein","West","","","","",""
"1992","Thüringen","Ost","","","","",""
"1992","Thüringen","West","","","","",""
"1993","Baden-Württemberg","Ost","","","","",""
"1993","Baden-Württemberg","West","","","","",""
"1993","Bayern","Ost","","","","",""
"1993","Bayern","West","","","","",""
"1993","Berlin","Ost","","","","",""
"1993","Berlin","West","","","","",""
"1993","Brandenburg","Ost","","","","",""
"1993","Brandenburg","West","","","","",""
"1993","Bremen","Ost","","","","",""
"1993","Bremen","West","","","","",""
"1993","Hamburg","Ost","","","","",""
"1993","Hamburg","West","","","","",""
"1993","Hessen","Ost","","","","",""
"1993","Hessen","West","","","","",""
"1993","Mecklenburg-Vorpommern","Ost","","","","",""
"1993","Mecklenburg-Vorpommern","West","","","","",""
"1993","Niedersachsen","Ost","","","","",""
"1993","Niedersachsen","West","","","","",""
"1993","Nordrhein-Westfalen","Ost","","","","",""
"1993","Nordrhein-Westfalen","West","","","","",""
"1993","Rheinland-Pfalz","Ost","","","","",""
"1993","Rheinland-Pfalz","West","","","","",""
"1993","Saarland","Ost","","","","",""
"1993","Saarland","West","","","","",""
"1993","Sachsen","Ost","","","","",""
"1993","Sachsen","West","","","","",""
"1993","Sachsen-Anhalt","Ost","","","","",""
"1993","Sachsen-Anhalt","West","","","","",""
"1993","Schleswig-Holstein","Ost","","","","",""
"1993","Schleswig-Holstein","West","","","","",""
"1993","Thüringen","Ost","","","","",""
"1993","Thüringen","West","","","","",""
"1994","Baden-Württemberg","Ost","","","","",""
"1994","Baden-Württemberg","West","","","","",""
"1994","Bayern","Ost","","","","",""
"1994","Bayern","West","","","","",""
"1994","Berlin","Ost","","","","",""
"1994","Berlin","West","","","","",""
"1994","Brandenburg","Ost","","","","",""
"1994","Brandenburg","West","","","","",""
"1994","Bremen","Ost","","","","",""
"1994","Bremen","West","","","","",""
"1994","Hamburg","Ost","","","","",""
"1994","Hamburg","West","","","","",""
"1994","Hessen","Ost","","","","",""
"1994","Hessen","West","","","","",""
"1994","Mecklenburg-Vorpommern","Ost","","","","",""
"1994","Mecklenburg-Vorpommern","West","","","","",""
"1994","Niedersachsen","Ost","","","","",""
"1994","Niedersachsen","West","","","","",""
"1994","Nordrhein-Westfalen","Ost","","","","",""
"1994","Nordrhein-Westfalen","West","","","","",""
"1994","Rheinland-Pfalz","Ost","","","","",""
"1994","Rheinland-Pfalz","West","","","","",""
"1994","Saarland","Ost","","","","",""
"1994","Saarland","West","","","","",""
"1994","Sachsen","Ost","","","","",""
"1994","Sachsen","West","","","","",""
"1994","Sachsen-Anhalt","Ost","","","","",""
"1994","Sachsen-Anhalt","West","","","","",""
"1994","Schleswig-Holstein","Ost","","","","",""
"1994","Schleswig-Holstein","West","","","","",""
"1994","Thüringen","Ost","","","","",""
"1994","Thüringen","West","","","","",""
"1995","Baden-Württemberg","Ost","","","","",""
"1995","Baden-Württemberg","West","","","","",""
"1995","Bayern","Ost","","","","",""
"1995","Bayern","West","","","","",""
"1995","Berlin","Ost","","","","",""
"1995","Berlin","West","","","","",""
"1995","Brandenburg","Ost","","","","",""
"1995","Brandenburg","West","","","","",""
"1995","Bremen","Ost","","","","",""
"1995","Bremen","West","","","","",""
"1995","Hamburg","Ost","","","","",""
"1995","Hamburg","West","","","","",""
"1995","Hessen","Ost","","","","",""
"1995","Hessen","West","","","","",""
"1995","Mecklenburg-Vorpommern","Ost","","","","",""
"1995","Mecklenburg-Vorpommern","West","","","","",""
"1995","Niedersachsen","Ost","","","","",""
"1995","Niedersachsen","West","","","","",""
"1995","Nordrhein-Westfalen","Ost","","","","",""
"1995","Nordrhein-Westfalen","West","","","","",""
"1995","Rheinland-Pfalz","Ost","","","","",""
"1995","Rheinland-Pfalz","West","","","","",""
"1995","Saarland","Ost","","","","",""
"1995","Saarland","West","","","","",""
"1995","Sachsen","Ost","","","","",""
"1995","Sachsen","West","","","","",""
"1995","Sachsen-Anhalt","Ost","","","","",""
"1995","Sachsen-Anhalt","West","","","","",""
"1995","Schleswig-Holstein","Ost","","","","",""
"1995","Schleswig-Holstein","West","","","","",""
"1995","Thüringen","Ost","","","","",""
"1995","Thüringen","West","","","","",""
"1996","Baden-Württemberg","Ost","","","","",""
"1996","Baden-Württemberg","West","","","","",""
"1996","Bayern","Ost","","","","",""
"1996","Bayern","West","","","","",""
"1996","Berlin","Ost","","","","",""
"1996","Berlin","West","","","","",""
"1996","Brandenburg","Ost","","","","",""
"1996","Brandenburg","West","","","","",""
"1996","Bremen","Ost","","","","",""
"1996","Bremen","West","","","","",""
"1996","Hamburg","Ost","","","","",""
"1996","Hamburg","West","","","","",""
"1996","Hessen","Ost","","","","",""
"1996","Hessen","West","","","","",""
"1996","Mecklenburg-Vorpommern","Ost","","","","",""
"1996","Mecklenburg-Vorpommern","West","","","","",""
"1996","Niedersachsen","Ost","","","","",""
"1996","Niedersachsen","West","","","","",""
"1996","Nordrhein-Westfalen","Ost","","","","",""
"1996","Nordrhein-Westfalen","West","","","","",""
"1996","Rheinland-Pfalz","Ost","","","","",""
"1996","Rheinland-Pfalz","West","","","","",""
"1996","Saarland","Ost","","","","",""
"1996","Saarland","West","","","","",""
"1996","Sachsen","Ost","","","","",""
"1996","Sachsen","West","","","","",""
"1996","Sachsen-Anhalt","Ost","","","","",""
"1996","Sachsen-Anhalt","West","","","","",""
"1996","Schleswig-Holstein","Ost","","","","",""
"1996","Schleswig-Holstein","West","","","","",""
"1996","Thüringen","Ost","","","","",""
"1996","Thüringen","West","","","","",""
"1997","Baden-Württemberg","Ost","","","","",""
"1997","Baden-Württemberg","West","","","","",""
"1997","Bayern","Ost","","","","",""
"1997","Bayern","West","","","","",""
"1997","Berlin","Ost","","","","",""
"1997","Berlin","West","","","","",""
"1997","Brandenburg","Ost","","","","",""
"1997","Brandenburg","West","","","","",""
"1997","Bremen","Ost","","","","",""
"1997","Bremen","West","","","","",""
"1997","Hamburg","Ost","","","","",""
"1997","Hamburg","West","","","","",""
"1997","Hessen","Ost","","","","",""
"1997","Hessen","West","","","","",""
"1997","Mecklenburg-Vorpommern","Ost","","","","",""
"1997","Mecklenburg-Vorpommern","West","","","","",""
"1997","Niedersachsen","Ost","","","","",""
"1997","Niedersachsen","West","","","","",""
"1997","Nordrhein-Westfalen","Ost","","","","",""
"1997","Nordrhein-Westfalen","West","","","","",""
"1997","Rheinland-Pfalz","Ost","","","","",""
"1997","Rheinland-Pfalz","West","","","","",""
"1997","Saarland","Ost","","","","",""
"1997","Saarland","West","","","","",""
"1997","Sachsen","Ost","","","","",""
"1997","Sachsen","West","","","","",""
"1997","Sachsen-Anhalt","Ost","","","","",""
"1997","Sachsen-Anhalt","West","","","","",""
"1997","Schleswig-Holstein","Ost","","","","",""
"1997","Schleswig-Holstein","West","","","","",""
"1997","Thüringen","Ost","","","","",""
"1997","Thüringen","West","","","","",""
"1998","Baden-Württemberg","Ost","","","","",""
"1998","Baden-Württemberg","West","","","","",""
"1998","Bayern","Ost","","","","",""
"1998","Bayern","West","","","","",""
"1998","Berlin","Ost","","","","",""
"1998","Berlin","West","","","","",""
"1998","Brandenburg","Ost","","","","",""
"1998","Brandenburg","West","","","","",""
"1998","Bremen","Ost","","","","",""
"1998","Bremen","West","","","","",""
"1998","Hamburg","Ost","","","","",""
"1998","Hamburg","West","","","","",""
"1998","Hessen","Ost","","","","",""
"1998","Hessen","West","","","","",""
"1998","Mecklenburg-Vorpommern","Ost","","","","",""
"1998","Mecklenburg-Vorpommern","West","","","","",""
"1998","Niedersachsen","Ost","","","","",""
"1998","Niedersachsen","West","","","","",""
"1998","Nordrhein-Westfalen","Ost","","","","",""
"1998","Nordrhein-Westfalen","West","","","","",""
"1998","Rheinland-Pfalz","Ost","","","","",""
"1998","Rheinland-Pfalz","West","","","","",""
"1998","Saarland","Ost","","","","",""
"1998","Saarland","West","","","","",""
"1998","Sachsen","Ost","","","","",""
"1998","Sachsen","West","","","","",""
"1998","Sachsen-Anhalt","Ost","","","","",""
"1998","Sachsen-Anhalt","West","","","","",""
"1998","Schleswig-Holstein","Ost","","","","",""
"1998","Schleswig-Holstein","West","","","","",""
"1998","Thüringen","Ost","","","","",""
"1998","Thüringen","West","","","","",""
"1999","Baden-Württemberg","Ost","","","","",""
"1999","Baden-Württemberg","West","","","","",""
"1999","Bayern","Ost","","","","",""
"1999","Bayern","West","","","","",""
"1999","Berlin","Ost","","","","",""
"1999","Berlin","West","","","","",""
"1999","Brandenburg","Ost","","","","",""
"1999","Brandenburg","West","","","","",""
"1999","Bremen","Ost","","","","",""
"1999","Bremen","West","","","","",""
"1999","Hamburg","Ost","","","","",""
"1999","Hamburg","West","","","","",""
"1999","Hessen","Ost","","","","",""
"1999","Hessen","West","","","","",""
"1999","Mecklenburg-Vorpommern","Ost","","","","",""
"1999","Mecklenburg-Vorpommern","West","","","","",""
"1999","Niedersachsen","Ost","","","","",""
"1999","Niedersachsen","West","","","","",""
"1999","Nordrhein-Westfalen","Ost","","","","",""
"1999","Nordrhein-Westfalen","West","","","","",""
"1999","Rheinland-Pfalz","Ost","","","","",""
"1999","Rheinland-Pfalz","West","","","","",""
"1999","Saarland","Ost","","","","",""
"1999","Saarland","West","","","","",""
"1999","Sachsen","Ost","","","","",""
"1999","Sachsen","West","","","","",""
"1999","Sachsen-Anhalt","Ost","","","","",""
"1999","Sachsen-Anhalt","West","","","","",""
"1999","Schleswig-Holstein","Ost","","","","",""
"1999","Schleswig-Holstein","West","","","","",""
"1999","Thüringen","Ost","","","","",""
"1999","Thüringen","West","","","","",""
"2000","Baden-Württemberg","Ost","","","","",""
"2000","Baden-Württemberg","West","","","","",""
"2000","Bayern","Ost","","","","",""
"2000","Bayern","West","","","","",""
"2000","Berlin","Ost","","","","",""
"2000","Berlin","West","","","","",""
"2000","Brandenburg","Ost","","","","",""
"2000","Brandenburg","West","","","","",""
"2000","Bremen","Ost","","","","",""
"2000","Bremen","West","","","","",""
"2000","Hamburg","Ost","","","","",""
"2000","Hamburg","West","","","","",""
"2000","Hessen","Ost","","","","",""
"2000","Hessen","West","","","","",""
"2000","Mecklenburg-Vorpommern","Ost","","","","",""
"2000","Mecklenburg-Vorpommern","West","","","","",""
"2000","Niedersachsen","Ost","","","","",""
"2000","Niedersachsen","West","","","","",""
"2000","Nordrhein-Westfalen","Ost","","","","",""
"2000","Nordrhein-Westfalen","West","","","","",""
"2000","Rheinland-Pfalz","Ost","","","","",""
"2000","Rheinland-Pfalz","West","","","","",""
"2000","Saarland","Ost","","","","",""
"2000","Saarland","West","","","","",""
"2000","Sachsen","Ost","","","","",""
"2000","Sachsen","West","","","","",""
"2000","Sachsen-Anhalt","Ost","","","","",""
"2000","Sachsen-Anhalt","West","","","","",""
"2000","Schleswig-Holstein","Ost","","","","",""
"2000","Schleswig-Holstein","West","","","","",""
"2000","Thüringen","Ost","","","","",""
"2000","Thüringen","West","","","","",""
"2001","Baden-Württemberg","Ost","","","","",""
"2001","Baden-Württemberg","West","","","","",""
"2001","Bayern","Ost","","","","",""
"2001","Bayern","West","","","","",""
"2001","Berlin","Ost","","","","",""
"2001","Berlin","West","","","","",""
"2001","Brandenburg","Ost","","","","",""
"2001","Brandenburg","West","","","","",""
"2001","Bremen","Ost","","","","",""
"2001","Bremen","West","","","","",""
"2001","Hamburg","Ost","","","","",""
"2001","Hamburg","West","","","","",""
"2001","Hessen","Ost","","","","",""
"2001","Hessen","West","","","","",""
"2001","Mecklenburg-Vorpommern","Ost","","","","",""
"2001","Mecklenburg-Vorpommern","West","","","","",""
"2001","Niedersachsen","Ost","","","","",""
"2001","Niedersachsen","West","","","","",""
"2001","Nordrhein-Westfalen","Ost","","","","",""
"2001","Nordrhein-Westfalen","West","","","","",""
"2001","Rheinland-Pfalz","Ost","","","","",""
"2001","Rheinland-Pfalz","West","","","","",""
"2001","Saarland","Ost","","","","",""
"2001","Saarland","West","","","","",""
"2001","Sachsen","Ost","","","","",""
"2001","Sachsen","West","","","","",""
"2001","Sachsen-Anhalt","Ost","","","","",""
"2001","Sachsen-Anhalt","West","","","","",""
"2001","Schleswig-Holstein","Ost","","","","",""
"2001","Schleswig-Holstein","West","","","","",""
"2001","Thüringen","Ost","","","","",""
"2001","Thüringen","West","","","","",""
"2002","Baden-Württemberg","Ost","","","","",""
"2002","Baden-Württemberg","West","","","","",""
"2002","Bayern","Ost","","","","",""
"2002","Bayern","West","","","","",""
"2002","Berlin","Ost","","","","",""
"2002","Berlin","West","","","","",""
"2002","Brandenburg","Ost","","","","",""
"2002","Brandenburg","West","","","","",""
"2002","Bremen","Ost","","","","",""
"2002","Bremen","West","","","","",""
"2002","Hamburg","Ost","","","","",""
"2002","Hamburg","West","","","","",""
"2002","Hessen","Ost","","","","",""
"2002","Hessen","West","","","","",""
"2002","Mecklenburg-Vorpommern","Ost","","","","",""
"2002","Mecklenburg-Vorpommern","West","","","","",""
"2002","Niedersachsen","Ost","","","","",""
"2002","Niedersachsen","West","","","","",""
"2002","Nordrhein-Westfalen","Ost","","","","",""
"2002","Nordrhein-Westfalen","West","","","","",""
"2002","Rheinland-Pfalz","Ost","","","","",""
"2002","Rheinland-Pfalz","West","","","","",""
"2002","Saarland","Ost","","","","",""
"2002","Saarland","West","","","","",""
"2002","Sachsen","Ost","","","","",""
"2002","Sachsen","West","","","","",""
"2002","Sachsen-Anhalt","Ost","","","","",""
"2002","Sachsen-Anhalt","West","","","","",""
"2002","Schleswig-Holstein","Ost","","","","",""
"2002","Schleswig-Holstein","West","","","","",""
"2002","Thüringen","Ost","","","","",""
"2002","Thüringen","West","","","","",""
"2003","Baden-Württemberg","Ost","","","","",""
"2003","Baden-Württemberg","West","","","","",""
"2003","Bayern","Ost","","","","",""
"2003","Bayern","West","","","","",""
"2003","Berlin","Ost","","","","",""
"2003","Berlin","West","","","","",""
"2003","Brandenburg","Ost","","","","",""
"2003","Brandenburg","West","","","","",""
"2003","Bremen","Ost","","","","",""
"2003","Bremen","West","","","","",""
"2003","Hamburg","Ost","","","","",""
"2003","Hamburg","West","","","","",""
"2003","Hessen","Ost","","","","",""
"2003","Hessen","West","","","","",""
"2003","Mecklenburg-Vorpommern","Ost","","","","",""
"2003","Mecklenburg-Vorpommern","West","","","","",""
"2003","Niedersachsen","Ost","","","","",""
"2003","Niedersachsen","West","","","","",""
"2003","Nordrhein-Westfalen","Ost","","","","",""
"2003","Nordrhein-Westfalen","West","","","","",""
"2003","Rheinland-Pfalz","Ost","","","","",""
"2003","Rheinland-Pfalz","West","","","","",""
"2003","Saarland","Ost","","","","",""
"2003","Saarland","West","","","","",""
