"year","bildungsniveau","bula_h","mean","median","n","lower_confidence","upper_confidence"
"1985","AkademikerInnen","Rheinland-Pfalz","8.3","7.5","36","7.93","8.67"
"1985","AkademikerInnen","Saarland","","","","",""
"1985","AkademikerInnen","Sachsen","","","","",""
"1985","AkademikerInnen","Sachsen-Anhalt","","","","",""
"1985","AkademikerInnen","Schleswig-Holstein","","","","",""
"1985","AkademikerInnen","Thüringen","","","","",""
"1985","Hauptschulabschluss","Baden-Württemberg","7.34","7.5","1188","7.22","7.46"
"1985","Hauptschulabschluss","Bayern","6.99","6.5","1141","6.87","7.11"
"1985","Hauptschulabschluss","Berlin","7.17","7.5","173","6.79","7.55"
"1985","Hauptschulabschluss","Brandenburg","","","","",""
"1985","Hauptschulabschluss","Bremen","6.91","7.5","82","6.33","7.49"
"1985","Hauptschulabschluss","Hamburg","7.4","7.5","145","7.05","7.75"
"1985","Hauptschulabschluss","Hessen","7.32","7.5","628","7.16","7.48"
"1985","Hauptschulabschluss","Mecklenburg-Vorpommern","","","","",""
"1985","Hauptschulabschluss","Niedersachsen","7.04","7.5","646","6.87","7.21"
"1985","Hauptschulabschluss","Nordrhein-Westfalen","7.24","7.5","1633","7.14","7.34"
"1985","Hauptschulabschluss","Rheinland-Pfalz","7.27","7.5","522","7.1","7.44"
"1985","Hauptschulabschluss","Saarland","","","","",""
"1985","Hauptschulabschluss","Sachsen","","","","",""
"1985","Hauptschulabschluss","Sachsen-Anhalt","","","","",""
"1985","Hauptschulabschluss","Schleswig-Holstein","7.36","7.5","214","7.07","7.65"
"1985","Hauptschulabschluss","Thüringen","","","","",""
"1985","Realschulabschluss","Baden-Württemberg","7.82","7.5","270","7.61","8.03"
"1985","Realschulabschluss","Bayern","7.54","7.5","352","7.36","7.72"
"1985","Realschulabschluss","Berlin","7.45","6.5","73","7.06","7.84"
"1985","Realschulabschluss","Brandenburg","","","","",""
"1985","Realschulabschluss","Bremen","","","","",""
"1985","Realschulabschluss","Hamburg","7.9","7.5","56","7.47","8.33"
"1985","Realschulabschluss","Hessen","7.67","7.5","176","7.4","7.94"
"1985","Realschulabschluss","Mecklenburg-Vorpommern","","","","",""
"1985","Realschulabschluss","Niedersachsen","7.57","7.5","218","7.34","7.8"
"1985","Realschulabschluss","Nordrhein-Westfalen","7.53","7.5","445","7.36","7.7"
"1985","Realschulabschluss","Rheinland-Pfalz","7.96","7.5","103","7.66","8.26"
"1985","Realschulabschluss","Saarland","","","","",""
"1985","Realschulabschluss","Sachsen","","","","",""
"1985","Realschulabschluss","Sachsen-Anhalt","","","","",""
"1985","Realschulabschluss","Schleswig-Holstein","7.75","7.5","80","7.28","8.22"
"1985","Realschulabschluss","Thüringen","","","","",""
"1986","(Fach-)Abitur","Baden-Württemberg","7.54","7.5","121","7.21","7.87"
"1986","(Fach-)Abitur","Bayern","7.41","7.5","125","7.07","7.75"
"1986","(Fach-)Abitur","Berlin","7.18","6.5","30","6.21","8.15"
"1986","(Fach-)Abitur","Brandenburg","","","","",""
"1986","(Fach-)Abitur","Bremen","","","","",""
"1986","(Fach-)Abitur","Hamburg","7.62","7.5","35","7.06","8.18"
"1986","(Fach-)Abitur","Hessen","7.67","7.5","91","7.25","8.09"
"1986","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","",""
"1986","(Fach-)Abitur","Niedersachsen","7.69","7.5","75","7.31","8.07"
"1986","(Fach-)Abitur","Nordrhein-Westfalen","7.72","7.5","254","7.5","7.94"
"1986","(Fach-)Abitur","Rheinland-Pfalz","8","7.5","34","7.53","8.47"
"1986","(Fach-)Abitur","Saarland","","","","",""
"1986","(Fach-)Abitur","Sachsen","","","","",""
"1986","(Fach-)Abitur","Sachsen-Anhalt","","","","",""
"1986","(Fach-)Abitur","Schleswig-Holstein","","","","",""
"1986","(Fach-)Abitur","Thüringen","","","","",""
"1986","(noch) kein Abschluss","Baden-Württemberg","7.35","7.5","262","7.12","7.58"
"1986","(noch) kein Abschluss","Bayern","7.23","6.5","101","6.84","7.62"
"1986","(noch) kein Abschluss","Berlin","7.6","7.5","42","6.81","8.39"
"1986","(noch) kein Abschluss","Brandenburg","","","","",""
"1986","(noch) kein Abschluss","Bremen","","","","",""
"1986","(noch) kein Abschluss","Hamburg","","","","",""
"1986","(noch) kein Abschluss","Hessen","7.73","7.5","105","7.35","8.11"
"1986","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","",""
"1986","(noch) kein Abschluss","Niedersachsen","6.96","6.5","74","6.48","7.44"
"1986","(noch) kein Abschluss","Nordrhein-Westfalen","7.42","7.5","339","7.21","7.63"
"1986","(noch) kein Abschluss","Rheinland-Pfalz","7.46","7.5","56","6.8","8.12"
"1986","(noch) kein Abschluss","Saarland","","","","",""
"1986","(noch) kein Abschluss","Sachsen","","","","",""
"1986","(noch) kein Abschluss","Sachsen-Anhalt","","","","",""
"1986","(noch) kein Abschluss","Schleswig-Holstein","","","","",""
"1986","(noch) kein Abschluss","Thüringen","","","","",""
"1986","AkademikerInnen","Baden-Württemberg","7.98","7.5","113","7.69","8.27"
"1986","AkademikerInnen","Bayern","8.14","7.5","142","7.94","8.34"
"1986","AkademikerInnen","Berlin","7.6","7.5","34","7.04","8.16"
"1986","AkademikerInnen","Brandenburg","","","","",""
"1986","AkademikerInnen","Bremen","","","","",""
"1986","AkademikerInnen","Hamburg","","","","",""
"1986","AkademikerInnen","Hessen","7.69","7.5","91","7.32","8.06"
"1986","AkademikerInnen","Mecklenburg-Vorpommern","","","","",""
"1986","AkademikerInnen","Niedersachsen","7.83","7.5","79","7.49","8.17"
"1986","AkademikerInnen","Nordrhein-Westfalen","7.88","7.5","218","7.67","8.09"
"1986","AkademikerInnen","Rheinland-Pfalz","8.13","7.5","35","7.75","8.51"
"1986","AkademikerInnen","Saarland","","","","",""
"1986","AkademikerInnen","Sachsen","","","","",""
"1986","AkademikerInnen","Sachsen-Anhalt","","","","",""
"1986","AkademikerInnen","Schleswig-Holstein","","","","",""
"1986","AkademikerInnen","Thüringen","","","","",""
"1986","Hauptschulabschluss","Baden-Württemberg","7.49","7.5","1168","7.39","7.59"
"1986","Hauptschulabschluss","Bayern","7.25","7.5","1051","7.14","7.36"
"1986","Hauptschulabschluss","Berlin","7.36","7.5","168","7.06","7.66"
"1986","Hauptschulabschluss","Brandenburg","","","","",""
"1986","Hauptschulabschluss","Bremen","7.26","7.5","71","6.63","7.89"
"1986","Hauptschulabschluss","Hamburg","7.26","7.5","130","6.88","7.64"
"1986","Hauptschulabschluss","Hessen","7.51","7.5","548","7.34","7.68"
"1986","Hauptschulabschluss","Mecklenburg-Vorpommern","","","","",""
"1986","Hauptschulabschluss","Niedersachsen","7.39","7.5","630","7.24","7.54"
"1986","Hauptschulabschluss","Nordrhein-Westfalen","7.45","7.5","1536","7.36","7.54"
"1986","Hauptschulabschluss","Rheinland-Pfalz","7.47","7.5","520","7.31","7.63"
"1986","Hauptschulabschluss","Saarland","","","","",""
"1986","Hauptschulabschluss","Sachsen","","","","",""
"1986","Hauptschulabschluss","Sachsen-Anhalt","","","","",""
"1986","Hauptschulabschluss","Schleswig-Holstein","7.64","7.5","195","7.35","7.93"
"1986","Hauptschulabschluss","Thüringen","","","","",""
"1986","Realschulabschluss","Baden-Württemberg","7.64","7.5","279","7.44","7.84"
"1986","Realschulabschluss","Bayern","7.59","7.5","318","7.42","7.76"
"1986","Realschulabschluss","Berlin","7.27","6.5","62","6.84","7.7"
"1986","Realschulabschluss","Brandenburg","","","","",""
"1986","Realschulabschluss","Bremen","","","","",""
"1986","Realschulabschluss","Hamburg","7.75","7.5","48","7.3","8.2"
"1986","Realschulabschluss","Hessen","7.72","7.5","165","7.44","8"
"1986","Realschulabschluss","Mecklenburg-Vorpommern","","","","",""
"1986","Realschulabschluss","Niedersachsen","7.62","7.5","227","7.39","7.85"
"1986","Realschulabschluss","Nordrhein-Westfalen","7.69","7.5","448","7.54","7.84"
"1986","Realschulabschluss","Rheinland-Pfalz","7.77","7.5","110","7.45","8.09"
"1986","Realschulabschluss","Saarland","","","","",""
"1986","Realschulabschluss","Sachsen","","","","",""
"1986","Realschulabschluss","Sachsen-Anhalt","","","","",""
"1986","Realschulabschluss","Schleswig-Holstein","7.92","7.5","74","7.5","8.34"
"1986","Realschulabschluss","Thüringen","","","","",""
"1987","(Fach-)Abitur","Baden-Württemberg","7.42","7.5","121","7.11","7.73"
"1987","(Fach-)Abitur","Bayern","7.67","7.5","112","7.37","7.97"
"1987","(Fach-)Abitur","Berlin","6.02","6.5","31","5.11","6.93"
"1987","(Fach-)Abitur","Brandenburg","","","","",""
"1987","(Fach-)Abitur","Bremen","","","","",""
"1987","(Fach-)Abitur","Hamburg","","","","",""
"1987","(Fach-)Abitur","Hessen","7.52","7.5","89","7.18","7.86"
"1987","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","",""
"1987","(Fach-)Abitur","Niedersachsen","7.28","7.5","80","6.83","7.73"
"1987","(Fach-)Abitur","Nordrhein-Westfalen","7.4","7.5","246","7.18","7.62"
"1987","(Fach-)Abitur","Rheinland-Pfalz","7.69","7.5","34","7.22","8.16"
"1987","(Fach-)Abitur","Saarland","","","","",""
"1987","(Fach-)Abitur","Sachsen","","","","",""
"1987","(Fach-)Abitur","Sachsen-Anhalt","","","","",""
"1987","(Fach-)Abitur","Schleswig-Holstein","","","","",""
"1987","(Fach-)Abitur","Thüringen","","","","",""
"1987","(noch) kein Abschluss","Baden-Württemberg","7.3","7.5","250","7.07","7.53"
"1987","(noch) kein Abschluss","Bayern","7.26","7.5","92","6.8","7.72"
"1987","(noch) kein Abschluss","Berlin","6.98","7.5","42","6.2","7.76"
"1987","(noch) kein Abschluss","Brandenburg","","","","",""
"1987","(noch) kein Abschluss","Bremen","","","","",""
"1987","(noch) kein Abschluss","Hamburg","","","","",""
"1987","(noch) kein Abschluss","Hessen","6.92","7.5","111","6.52","7.32"
"1987","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","",""
"1987","(noch) kein Abschluss","Niedersachsen","6.98","6.5","72","6.53","7.43"
"1987","(noch) kein Abschluss","Nordrhein-Westfalen","7.17","7.5","330","6.96","7.38"
"1987","(noch) kein Abschluss","Rheinland-Pfalz","6.86","6.5","55","6.28","7.44"
"1987","(noch) kein Abschluss","Saarland","","","","",""
"1987","(noch) kein Abschluss","Sachsen","","","","",""
"1987","(noch) kein Abschluss","Sachsen-Anhalt","","","","",""
"1987","(noch) kein Abschluss","Schleswig-Holstein","","","","",""
"1987","(noch) kein Abschluss","Thüringen","","","","",""
"1987","AkademikerInnen","Baden-Württemberg","7.53","7.5","108","7.2","7.86"
"1987","AkademikerInnen","Bayern","7.82","7.5","139","7.56","8.08"
"1987","AkademikerInnen","Berlin","6.74","6.5","34","6.24","7.24"
"1987","AkademikerInnen","Brandenburg","","","","",""
"1987","AkademikerInnen","Bremen","","","","",""
"1987","AkademikerInnen","Hamburg","","","","",""
"1987","AkademikerInnen","Hessen","7.63","7.5","92","7.27","7.99"
"1987","AkademikerInnen","Mecklenburg-Vorpommern","","","","",""
"1987","AkademikerInnen","Niedersachsen","7.18","7.5","76","6.78","7.58"
"1987","AkademikerInnen","Nordrhein-Westfalen","7.53","7.5","220","7.3","7.76"
"1987","AkademikerInnen","Rheinland-Pfalz","8.14","7.5","39","7.69","8.59"
"1987","AkademikerInnen","Saarland","","","","",""
"1987","AkademikerInnen","Sachsen","","","","",""
"1987","AkademikerInnen","Sachsen-Anhalt","","","","",""
"1987","AkademikerInnen","Schleswig-Holstein","","","","",""
"1987","AkademikerInnen","Thüringen","","","","",""
"1987","Hauptschulabschluss","Baden-Württemberg","7.28","7.5","1149","7.18","7.38"
"1987","Hauptschulabschluss","Bayern","7.06","7.5","1033","6.94","7.18"
"1987","Hauptschulabschluss","Berlin","7.35","6.5","170","7.08","7.62"
"1987","Hauptschulabschluss","Brandenburg","","","","",""
"1987","Hauptschulabschluss","Bremen","7.62","7.5","66","7.14","8.1"
"1987","Hauptschulabschluss","Hamburg","7.11","7.5","118","6.75","7.47"
"1987","Hauptschulabschluss","Hessen","7.34","7.5","562","7.18","7.5"
"1987","Hauptschulabschluss","Mecklenburg-Vorpommern","","","","",""
"1987","Hauptschulabschluss","Niedersachsen","7.1","6.5","621","6.94","7.26"
"1987","Hauptschulabschluss","Nordrhein-Westfalen","7.21","7.5","1519","7.11","7.31"
"1987","Hauptschulabschluss","Rheinland-Pfalz","7.32","7.5","521","7.17","7.47"
"1987","Hauptschulabschluss","Saarland","","","","",""
"1987","Hauptschulabschluss","Sachsen","","","","",""
"1987","Hauptschulabschluss","Sachsen-Anhalt","","","","",""
"1987","Hauptschulabschluss","Schleswig-Holstein","7.14","7.5","187","6.81","7.47"
"1987","Hauptschulabschluss","Thüringen","","","","",""
"1987","Realschulabschluss","Baden-Württemberg","7.67","7.5","276","7.48","7.86"
"1987","Realschulabschluss","Bayern","7.36","7.5","311","7.17","7.55"
"1987","Realschulabschluss","Berlin","7.51","6.5","72","7.14","7.88"
"1987","Realschulabschluss","Brandenburg","","","","",""
"1987","Realschulabschluss","Bremen","","","","",""
"1987","Realschulabschluss","Hamburg","7.64","7.5","45","7.11","8.17"
"1987","Realschulabschluss","Hessen","7.46","7.5","163","7.18","7.74"
"1987","Realschulabschluss","Mecklenburg-Vorpommern","","","","",""
"1987","Realschulabschluss","Niedersachsen","7.11","7.5","233","6.88","7.34"
"1987","Realschulabschluss","Nordrhein-Westfalen","7.5","7.5","440","7.35","7.65"
"1987","Realschulabschluss","Rheinland-Pfalz","7.26","7.5","104","6.89","7.63"
"1987","Realschulabschluss","Saarland","","","","",""
"1987","Realschulabschluss","Sachsen","","","","",""
"1987","Realschulabschluss","Sachsen-Anhalt","","","","",""
"1987","Realschulabschluss","Schleswig-Holstein","7.21","7.5","74","6.72","7.7"
"1987","Realschulabschluss","Thüringen","","","","",""
"1988","(Fach-)Abitur","Baden-Württemberg","","","","",""
"1988","(Fach-)Abitur","Bayern","","","","",""
"1988","(Fach-)Abitur","Berlin","","","","",""
"1988","(Fach-)Abitur","Brandenburg","","","","",""
"1988","(Fach-)Abitur","Bremen","","","","",""
"1988","(Fach-)Abitur","Hamburg","","","","",""
"1988","(Fach-)Abitur","Hessen","","","","",""
"1988","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","",""
"1988","(Fach-)Abitur","Niedersachsen","","","","",""
"1988","(Fach-)Abitur","Nordrhein-Westfalen","","","","",""
"1988","(Fach-)Abitur","Rheinland-Pfalz","","","","",""
"1988","(Fach-)Abitur","Saarland","","","","",""
"1988","(Fach-)Abitur","Sachsen","","","","",""
"1988","(Fach-)Abitur","Sachsen-Anhalt","","","","",""
"1988","(Fach-)Abitur","Schleswig-Holstein","","","","",""
"1988","(Fach-)Abitur","Thüringen","","","","",""
"1988","(noch) kein Abschluss","Baden-Württemberg","","","","",""
"1988","(noch) kein Abschluss","Bayern","","","","",""
"1988","(noch) kein Abschluss","Berlin","","","","",""
"1988","(noch) kein Abschluss","Brandenburg","","","","",""
"1988","(noch) kein Abschluss","Bremen","","","","",""
"1988","(noch) kein Abschluss","Hamburg","","","","",""
"1988","(noch) kein Abschluss","Hessen","","","","",""
"1988","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","",""
"1988","(noch) kein Abschluss","Niedersachsen","","","","",""
"1988","(noch) kein Abschluss","Nordrhein-Westfalen","","","","",""
"1988","(noch) kein Abschluss","Rheinland-Pfalz","","","","",""
"1988","(noch) kein Abschluss","Saarland","","","","",""
"1988","(noch) kein Abschluss","Sachsen","","","","",""
"1988","(noch) kein Abschluss","Sachsen-Anhalt","","","","",""
"1988","(noch) kein Abschluss","Schleswig-Holstein","","","","",""
"1988","(noch) kein Abschluss","Thüringen","","","","",""
"1988","AkademikerInnen","Baden-Württemberg","","","","",""
"1988","AkademikerInnen","Bayern","","","","",""
"1988","AkademikerInnen","Berlin","","","","",""
"1988","AkademikerInnen","Brandenburg","","","","",""
"1988","AkademikerInnen","Bremen","","","","",""
"1988","AkademikerInnen","Hamburg","","","","",""
"1988","AkademikerInnen","Hessen","","","","",""
"1988","AkademikerInnen","Mecklenburg-Vorpommern","","","","",""
"1988","AkademikerInnen","Niedersachsen","","","","",""
"1988","AkademikerInnen","Nordrhein-Westfalen","","","","",""
"1988","AkademikerInnen","Rheinland-Pfalz","","","","",""
"1988","AkademikerInnen","Saarland","","","","",""
"1988","AkademikerInnen","Sachsen","","","","",""
"1988","AkademikerInnen","Sachsen-Anhalt","","","","",""
"1988","AkademikerInnen","Schleswig-Holstein","","","","",""
"1988","AkademikerInnen","Thüringen","","","","",""
"1988","Hauptschulabschluss","Baden-Württemberg","","","","",""
"1988","Hauptschulabschluss","Bayern","","","","",""
"1988","Hauptschulabschluss","Berlin","","","","",""
"1988","Hauptschulabschluss","Brandenburg","","","","",""
"1988","Hauptschulabschluss","Bremen","","","","",""
"1988","Hauptschulabschluss","Hamburg","","","","",""
"1988","Hauptschulabschluss","Hessen","","","","",""
"1988","Hauptschulabschluss","Mecklenburg-Vorpommern","","","","",""
"1988","Hauptschulabschluss","Niedersachsen","","","","",""
"1988","Hauptschulabschluss","Nordrhein-Westfalen","","","","",""
"1988","Hauptschulabschluss","Rheinland-Pfalz","","","","",""
"1988","Hauptschulabschluss","Saarland","","","","",""
"1988","Hauptschulabschluss","Sachsen","","","","",""
"1988","Hauptschulabschluss","Sachsen-Anhalt","","","","",""
"1988","Hauptschulabschluss","Schleswig-Holstein","","","","",""
"1988","Hauptschulabschluss","Thüringen","","","","",""
"1988","Realschulabschluss","Baden-Württemberg","","","","",""
"1988","Realschulabschluss","Bayern","","","","",""
"1988","Realschulabschluss","Berlin","","","","",""
"1988","Realschulabschluss","Brandenburg","","","","",""
"1988","Realschulabschluss","Bremen","","","","",""
"1988","Realschulabschluss","Hamburg","","","","",""
"1988","Realschulabschluss","Hessen","","","","",""
"1988","Realschulabschluss","Mecklenburg-Vorpommern","","","","",""
"1988","Realschulabschluss","Niedersachsen","","","","",""
"1988","Realschulabschluss","Nordrhein-Westfalen","","","","",""
"1988","Realschulabschluss","Rheinland-Pfalz","","","","",""
"1988","Realschulabschluss","Saarland","","","","",""
"1988","Realschulabschluss","Sachsen","","","","",""
"1988","Realschulabschluss","Sachsen-Anhalt","","","","",""
"1988","Realschulabschluss","Schleswig-Holstein","","","","",""
"1988","Realschulabschluss","Thüringen","","","","",""
"1989","(Fach-)Abitur","Baden-Württemberg","","","","",""
"1989","(Fach-)Abitur","Bayern","","","","",""
"1989","(Fach-)Abitur","Berlin","","","","",""
"1989","(Fach-)Abitur","Brandenburg","","","","",""
"1989","(Fach-)Abitur","Bremen","","","","",""
"1989","(Fach-)Abitur","Hamburg","","","","",""
"1989","(Fach-)Abitur","Hessen","","","","",""
"1989","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","",""
"1989","(Fach-)Abitur","Niedersachsen","","","","",""
"1989","(Fach-)Abitur","Nordrhein-Westfalen","","","","",""
"1989","(Fach-)Abitur","Rheinland-Pfalz","","","","",""
"1989","(Fach-)Abitur","Saarland","","","","",""
"1989","(Fach-)Abitur","Sachsen","","","","",""
