year,bula_h,sampreg,pli0165,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2017,Bavaria,West,At least once per week,0.25997329244504475,91,3411,0.25552108758113556,0.2644254973089539
2017,Bavaria,West,Never,0.12603965151978003,55,3411,0.1226707637969852,0.12940853924257487
2017,Berlin,West,Daily,1.0,32,3411,1.0,1.0
2017,Berlin,East,Daily,1.0,31,3411,1.0,1.0
2017,Brandenburg,East,Daily,1.0,84,3411,1.0,1.0
2017,Mecklenburg-Western Pomerania,East,Daily,1.0,33,3411,1.0,1.0
2017,Saxony,East,Daily,1.0,84,3411,1.0,1.0
2017,Saxony-Anhalt,East,Daily,0.7623188170493613,42,3411,0.7548018002337243,0.7698358338649983
2017,Saxony-Anhalt,East,At least once per week,0.2376811829506387,33,3411,0.23016416613500168,0.24519819976627572
2017,Thuringa,East,Daily,1.0,77,3411,1.0,1.0
2018,Schleswig-Holstein,West,Daily,1.0,109,2549,1.0,1.0
2018,Hamburg,West,Daily,1.0,31,2549,1.0,1.0
2018,Lower Saxony,West,Daily,0.9159070005652192,319,2549,0.9133221247500981,0.9184918763803404
2018,Lower Saxony,West,At least once per week,0.08409299943478088,38,2549,0.08150812361965981,0.08667787524990195
2018,North Rhine-Westphalia,West,Daily,0.7371709173064723,524,2549,0.734590050413756,0.7397517841991886
2018,North Rhine-Westphalia,West,At least once per week,0.13687436333025696,112,2549,0.13485904866857384,0.13888967799194007
2018,North Rhine-Westphalia,West,Seldom,0.04965001565638184,32,2549,0.04837637685572791,0.050923654457035776
2018,North Rhine-Westphalia,West,Never,0.07630470370688891,60,2549,0.07474807576645165,0.07786133164732617
2018,Hesse,West,Daily,0.6478998983237934,197,2549,0.6428317347877343,0.6529680618598525
2018,Hesse,West,At least once per week,0.24995962554783954,69,2549,0.2453650981830926,0.2545541529125865
2018,Hesse,West,Never,0.10214047612836702,49,2549,0.09892706180865732,0.10535389044807672
2018,"Rhineland-Palatinate, Saarland",West,Daily,1.0,142,2549,1.0,1.0
2018,Baden-Wuerttemberg,West,Daily,0.7277731718669924,215,2549,0.7233144528347183,0.7322318908992665
2018,Baden-Wuerttemberg,West,At least once per week,0.2722268281330075,74,2549,0.2677681091007334,0.27668554716528165
2018,Bavaria,West,Daily,0.7187856212745509,197,2549,0.7145367527461463,0.7230344898029556
2018,Bavaria,West,At least once per week,0.17903963125798156,65,2549,0.17541644613189278,0.18266281638407034
2018,Bavaria,West,Never,0.1021747474674676,37,2549,0.09931239879244781,0.1050370961424874
2018,Berlin,West,Daily,1.0,52,2549,1.0,1.0
2018,Brandenburg,East,Daily,1.0,56,2549,1.0,1.0
2018,Saxony,East,Daily,1.0,62,2549,1.0,1.0
2018,Saxony-Anhalt,East,Daily,1.0,33,2549,1.0,1.0
2018,Thuringa,East,Daily,1.0,76,2549,1.0,1.0
2019,Schleswig-Holstein,West,Daily,1.0,139,2572,1.0,1.0
2019,Hamburg,West,Daily,1.0,33,2572,1.0,1.0
2019,Lower Saxony,West,Daily,0.7261533268994053,247,2572,0.7222748130109552,0.7300318407878553
2019,Lower Saxony,West,At least once per week,0.27384667310059474,63,2572,0.2699681592121447,0.2777251869890448
2019,Bremen,West,Daily,1.0,31,2572,1.0,1.0
2019,North Rhine-Westphalia,West,Daily,0.735210894884495,533,2572,0.7328192580612465,0.7376025317077435
2019,North Rhine-Westphalia,West,At least once per week,0.16386013968898855,133,2572,0.16185374979041287,0.16586652958756423
2019,North Rhine-Westphalia,West,Seldom,0.049526721714203546,53,2572,0.04835066313256771,0.050702780295839384
2019,North Rhine-Westphalia,West,Never,0.05140224371231288,50,2572,0.05020530670944348,0.052599180715182284
2019,Hesse,West,Daily,0.7720857534432286,179,2572,0.7678549872714103,0.7763165196150469
2019,Hesse,West,At least once per week,0.22791424655677148,53,2572,0.2236834803849532,0.23214501272858976
2019,"Rhineland-Palatinate, Saarland",West,Daily,1.0,147,2572,1.0,1.0
2019,Baden-Wuerttemberg,West,Daily,0.7310950613970963,254,2572,0.7272793526353811,0.7349107701588116
2019,Baden-Wuerttemberg,West,At least once per week,0.11329719063173774,34,2572,0.11056954769799092,0.11602483356548456
2019,Baden-Wuerttemberg,West,Never,0.15560774797116605,45,2572,0.15248830799415936,0.15872718794817275
2019,Bavaria,West,Daily,0.8812441924257716,276,2572,0.8784892139805441,0.883999170870999
2019,Bavaria,West,At least once per week,0.11875580757422839,39,2572,0.11600082912900096,0.12151078601945582
2019,Berlin,West,Daily,1.0,34,2572,1.0,1.0
2019,Brandenburg,East,Daily,1.0,54,2572,1.0,1.0
2019,Saxony,East,Daily,1.0,62,2572,1.0,1.0
2019,Saxony-Anhalt,East,Daily,1.0,69,2572,1.0,1.0
2019,Thuringa,East,Daily,1.0,44,2572,1.0,1.0
