"pli0165","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nie","2013","17-29","Hauptschule","89","0.168250058467819","0.137673530407809","0.198826586527829"
"Nie","2013","17-29","Realschule","108","0.128160655135973","0.10585893894865","0.150462371323295"
"Nie","2013","17-29","(Fach-)Abitur","81","0.0781176379100736","0.0598609770034805","0.0963742988166667"
"Nie","2013","17-29","AkademikerIn","55","0.156032657288342","0.115830765005725","0.196234549570958"
"Nie","2013","30-45","(noch) kein Abschluss","57","0.376187989157622","0.297066186412126","0.455309791903119"
"Nie","2013","30-45","Hauptschule","642","0.393562481487007","0.370601091435702","0.416523871538313"
"Nie","2013","30-45","Realschule","1051","0.378129112303841","0.359925593952609","0.396332630655073"
"Nie","2013","30-45","(Fach-)Abitur","475","0.319639140021803","0.293890016184037","0.34538826385957"
"Nie","2013","30-45","AkademikerIn","841","0.400500710518374","0.379143058944969","0.421858362091779"
"Nie","2013","46-65","(noch) kein Abschluss","67","0.671486167447362","0.578497415478195","0.764474919416528"
"Nie","2013","46-65","Hauptschule","1671","0.610760129879604","0.592473602531498","0.629046657227711"
"Nie","2013","46-65","Realschule","1603","0.562914368874986","0.544521929965558","0.581306807784413"
"Nie","2013","46-65","(Fach-)Abitur","537","0.57391649850185","0.542219802145939","0.605613194857761"
"Nie","2013","46-65","AkademikerIn","1387","0.614842892050583","0.595070876823947","0.634614907277218"
"Nie","2013","66","(noch) kein Abschluss","","","",""
"Nie","2013","66","Hauptschule","","","",""
"Nie","2013","66","Realschule","","","",""
"Nie","2013","66","(Fach-)Abitur","","","",""
"Nie","2013","66","AkademikerIn","","","",""
"Täglich","2014","17-29","(noch) kein Abschluss","","","",""
"Täglich","2014","17-29","Hauptschule","","","",""
"Täglich","2014","17-29","Realschule","","","",""
"Täglich","2014","17-29","(Fach-)Abitur","","","",""
"Täglich","2014","17-29","AkademikerIn","","","",""
"Täglich","2014","30-45","(noch) kein Abschluss","","","",""
"Täglich","2014","30-45","Hauptschule","","","",""
"Täglich","2014","30-45","Realschule","","","",""
"Täglich","2014","30-45","(Fach-)Abitur","","","",""
"Täglich","2014","30-45","AkademikerIn","","","",""
"Täglich","2014","46-65","(noch) kein Abschluss","","","",""
"Täglich","2014","46-65","Hauptschule","","","",""
"Täglich","2014","46-65","Realschule","","","",""
"Täglich","2014","46-65","(Fach-)Abitur","","","",""
"Täglich","2014","46-65","AkademikerIn","","","",""
"Täglich","2014","66","(noch) kein Abschluss","","","",""
"Täglich","2014","66","Hauptschule","","","",""
"Täglich","2014","66","Realschule","","","",""
"Täglich","2014","66","(Fach-)Abitur","","","",""
"Täglich","2014","66","AkademikerIn","","","",""
"Min 1x pro Woche","2014","17-29","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2014","17-29","Hauptschule","","","",""
"Min 1x pro Woche","2014","17-29","Realschule","","","",""
"Min 1x pro Woche","2014","17-29","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2014","17-29","AkademikerIn","","","",""
"Min 1x pro Woche","2014","30-45","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2014","30-45","Hauptschule","","","",""
"Min 1x pro Woche","2014","30-45","Realschule","","","",""
"Min 1x pro Woche","2014","30-45","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2014","30-45","AkademikerIn","","","",""
"Min 1x pro Woche","2014","46-65","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2014","46-65","Hauptschule","","","",""
"Min 1x pro Woche","2014","46-65","Realschule","","","",""
"Min 1x pro Woche","2014","46-65","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2014","46-65","AkademikerIn","","","",""
"Min 1x pro Woche","2014","66","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2014","66","Hauptschule","","","",""
"Min 1x pro Woche","2014","66","Realschule","","","",""
"Min 1x pro Woche","2014","66","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2014","66","AkademikerIn","","","",""
"Min 1x pro Monat","2014","17-29","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2014","17-29","Hauptschule","","","",""
"Min 1x pro Monat","2014","17-29","Realschule","","","",""
"Min 1x pro Monat","2014","17-29","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2014","17-29","AkademikerIn","","","",""
"Min 1x pro Monat","2014","30-45","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2014","30-45","Hauptschule","","","",""
"Min 1x pro Monat","2014","30-45","Realschule","","","",""
"Min 1x pro Monat","2014","30-45","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2014","30-45","AkademikerIn","","","",""
"Min 1x pro Monat","2014","46-65","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2014","46-65","Hauptschule","","","",""
"Min 1x pro Monat","2014","46-65","Realschule","","","",""
"Min 1x pro Monat","2014","46-65","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2014","46-65","AkademikerIn","","","",""
"Min 1x pro Monat","2014","66","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2014","66","Hauptschule","","","",""
"Min 1x pro Monat","2014","66","Realschule","","","",""
"Min 1x pro Monat","2014","66","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2014","66","AkademikerIn","","","",""
"Seltener","2014","17-29","(noch) kein Abschluss","","","",""
"Seltener","2014","17-29","Hauptschule","","","",""
"Seltener","2014","17-29","Realschule","","","",""
"Seltener","2014","17-29","(Fach-)Abitur","","","",""
"Seltener","2014","17-29","AkademikerIn","","","",""
"Seltener","2014","30-45","(noch) kein Abschluss","","","",""
"Seltener","2014","30-45","Hauptschule","","","",""
"Seltener","2014","30-45","Realschule","","","",""
"Seltener","2014","30-45","(Fach-)Abitur","","","",""
"Seltener","2014","30-45","AkademikerIn","","","",""
"Seltener","2014","46-65","(noch) kein Abschluss","","","",""
"Seltener","2014","46-65","Hauptschule","","","",""
"Seltener","2014","46-65","Realschule","","","",""
"Seltener","2014","46-65","(Fach-)Abitur","","","",""
"Seltener","2014","46-65","AkademikerIn","","","",""
"Seltener","2014","66","(noch) kein Abschluss","","","",""
"Seltener","2014","66","Hauptschule","","","",""
"Seltener","2014","66","Realschule","","","",""
"Seltener","2014","66","(Fach-)Abitur","","","",""
"Seltener","2014","66","AkademikerIn","","","",""
"Nie","2014","17-29","(noch) kein Abschluss","","","",""
"Nie","2014","17-29","Hauptschule","","","",""
"Nie","2014","17-29","Realschule","","","",""
"Nie","2014","17-29","(Fach-)Abitur","","","",""
"Nie","2014","17-29","AkademikerIn","","","",""
"Nie","2014","30-45","(noch) kein Abschluss","","","",""
"Nie","2014","30-45","Hauptschule","","","",""
"Nie","2014","30-45","Realschule","","","",""
"Nie","2014","30-45","(Fach-)Abitur","","","",""
"Nie","2014","30-45","AkademikerIn","","","",""
"Nie","2014","46-65","(noch) kein Abschluss","","","",""
"Nie","2014","46-65","Hauptschule","","","",""
"Nie","2014","46-65","Realschule","","","",""
"Nie","2014","46-65","(Fach-)Abitur","","","",""
"Nie","2014","46-65","AkademikerIn","","","",""
"Nie","2014","66","(noch) kein Abschluss","","","",""
"Nie","2014","66","Hauptschule","","","",""
"Nie","2014","66","Realschule","","","",""
"Nie","2014","66","(Fach-)Abitur","","","",""
"Nie","2014","66","AkademikerIn","","","",""
"Täglich","2015","17-29","(noch) kein Abschluss","","","",""
"Täglich","2015","17-29","Hauptschule","","","",""
"Täglich","2015","17-29","Realschule","","","",""
"Täglich","2015","17-29","(Fach-)Abitur","","","",""
"Täglich","2015","17-29","AkademikerIn","","","",""
"Täglich","2015","30-45","(noch) kein Abschluss","","","",""
"Täglich","2015","30-45","Hauptschule","","","",""
"Täglich","2015","30-45","Realschule","","","",""
"Täglich","2015","30-45","(Fach-)Abitur","","","",""
"Täglich","2015","30-45","AkademikerIn","","","",""
"Täglich","2015","46-65","(noch) kein Abschluss","","","",""
"Täglich","2015","46-65","Hauptschule","","","",""
"Täglich","2015","46-65","Realschule","","","",""
"Täglich","2015","46-65","(Fach-)Abitur","","","",""
"Täglich","2015","46-65","AkademikerIn","","","",""
"Täglich","2015","66","(noch) kein Abschluss","","","",""
"Täglich","2015","66","Hauptschule","","","",""
"Täglich","2015","66","Realschule","","","",""
"Täglich","2015","66","(Fach-)Abitur","","","",""
"Täglich","2015","66","AkademikerIn","","","",""
"Min 1x pro Woche","2015","17-29","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2015","17-29","Hauptschule","","","",""
"Min 1x pro Woche","2015","17-29","Realschule","","","",""
"Min 1x pro Woche","2015","17-29","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2015","17-29","AkademikerIn","","","",""
"Min 1x pro Woche","2015","30-45","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2015","30-45","Hauptschule","","","",""
"Min 1x pro Woche","2015","30-45","Realschule","","","",""
"Min 1x pro Woche","2015","30-45","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2015","30-45","AkademikerIn","","","",""
"Min 1x pro Woche","2015","46-65","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2015","46-65","Hauptschule","","","",""
"Min 1x pro Woche","2015","46-65","Realschule","","","",""
"Min 1x pro Woche","2015","46-65","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2015","46-65","AkademikerIn","","","",""
"Min 1x pro Woche","2015","66","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2015","66","Hauptschule","","","",""
"Min 1x pro Woche","2015","66","Realschule","","","",""
"Min 1x pro Woche","2015","66","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2015","66","AkademikerIn","","","",""
"Min 1x pro Monat","2015","17-29","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2015","17-29","Hauptschule","","","",""
"Min 1x pro Monat","2015","17-29","Realschule","","","",""
"Min 1x pro Monat","2015","17-29","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2015","17-29","AkademikerIn","","","",""
"Min 1x pro Monat","2015","30-45","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2015","30-45","Hauptschule","","","",""
"Min 1x pro Monat","2015","30-45","Realschule","","","",""
"Min 1x pro Monat","2015","30-45","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2015","30-45","AkademikerIn","","","",""
"Min 1x pro Monat","2015","46-65","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2015","46-65","Hauptschule","","","",""
"Min 1x pro Monat","2015","46-65","Realschule","","","",""
"Min 1x pro Monat","2015","46-65","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2015","46-65","AkademikerIn","","","",""
"Min 1x pro Monat","2015","66","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2015","66","Hauptschule","","","",""
"Min 1x pro Monat","2015","66","Realschule","","","",""
"Min 1x pro Monat","2015","66","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2015","66","AkademikerIn","","","",""
"Seltener","2015","17-29","(noch) kein Abschluss","","","",""
"Seltener","2015","17-29","Hauptschule","","","",""
"Seltener","2015","17-29","Realschule","","","",""
"Seltener","2015","17-29","(Fach-)Abitur","","","",""
"Seltener","2015","17-29","AkademikerIn","","","",""
"Seltener","2015","30-45","(noch) kein Abschluss","","","",""
"Seltener","2015","30-45","Hauptschule","","","",""
"Seltener","2015","30-45","Realschule","","","",""
"Seltener","2015","30-45","(Fach-)Abitur","","","",""
"Seltener","2015","30-45","AkademikerIn","","","",""
"Seltener","2015","46-65","(noch) kein Abschluss","","","",""
"Seltener","2015","46-65","Hauptschule","","","",""
"Seltener","2015","46-65","Realschule","","","",""
"Seltener","2015","46-65","(Fach-)Abitur","","","",""
"Seltener","2015","46-65","AkademikerIn","","","",""
"Seltener","2015","66","(noch) kein Abschluss","","","",""
"Seltener","2015","66","Hauptschule","","","",""
"Seltener","2015","66","Realschule","","","",""
"Seltener","2015","66","(Fach-)Abitur","","","",""
"Seltener","2015","66","AkademikerIn","","","",""
"Nie","2015","17-29","(noch) kein Abschluss","","","",""
"Nie","2015","17-29","Hauptschule","","","",""
"Nie","2015","17-29","Realschule","","","",""
"Nie","2015","17-29","(Fach-)Abitur","","","",""
"Nie","2015","17-29","AkademikerIn","","","",""
"Nie","2015","30-45","(noch) kein Abschluss","","","",""
"Nie","2015","30-45","Hauptschule","","","",""
"Nie","2015","30-45","Realschule","","","",""
"Nie","2015","30-45","(Fach-)Abitur","","","",""
"Nie","2015","30-45","AkademikerIn","","","",""
"Nie","2015","46-65","(noch) kein Abschluss","","","",""
"Nie","2015","46-65","Hauptschule","","","",""
"Nie","2015","46-65","Realschule","","","",""
"Nie","2015","46-65","(Fach-)Abitur","","","",""
"Nie","2015","46-65","AkademikerIn","","","",""
"Nie","2015","66","(noch) kein Abschluss","","","",""
"Nie","2015","66","Hauptschule","","","",""
"Nie","2015","66","Realschule","","","",""
"Nie","2015","66","(Fach-)Abitur","","","",""
"Nie","2015","66","AkademikerIn","","","",""
"Täglich","2016","17-29","(noch) kein Abschluss","","","",""
"Täglich","2016","17-29","Hauptschule","","","",""
"Täglich","2016","17-29","Realschule","","","",""
"Täglich","2016","17-29","(Fach-)Abitur","","","",""
"Täglich","2016","17-29","AkademikerIn","","","",""
"Täglich","2016","30-45","(noch) kein Abschluss","","","",""
"Täglich","2016","30-45","Hauptschule","","","",""
"Täglich","2016","30-45","Realschule","","","",""
"Täglich","2016","30-45","(Fach-)Abitur","","","",""
"Täglich","2016","30-45","AkademikerIn","","","",""
"Täglich","2016","46-65","(noch) kein Abschluss","","","",""
"Täglich","2016","46-65","Hauptschule","","","",""
"Täglich","2016","46-65","Realschule","","","",""
"Täglich","2016","46-65","(Fach-)Abitur","","","",""
"Täglich","2016","46-65","AkademikerIn","","","",""
"Täglich","2016","66","(noch) kein Abschluss","","","",""
"Täglich","2016","66","Hauptschule","","","",""
"Täglich","2016","66","Realschule","","","",""
"Täglich","2016","66","(Fach-)Abitur","","","",""
"Täglich","2016","66","AkademikerIn","","","",""
"Min 1x pro Woche","2016","17-29","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2016","17-29","Hauptschule","","","",""
"Min 1x pro Woche","2016","17-29","Realschule","","","",""
"Min 1x pro Woche","2016","17-29","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2016","17-29","AkademikerIn","","","",""
"Min 1x pro Woche","2016","30-45","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2016","30-45","Hauptschule","","","",""
"Min 1x pro Woche","2016","30-45","Realschule","","","",""
"Min 1x pro Woche","2016","30-45","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2016","30-45","AkademikerIn","","","",""
"Min 1x pro Woche","2016","46-65","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2016","46-65","Hauptschule","","","",""
"Min 1x pro Woche","2016","46-65","Realschule","","","",""
"Min 1x pro Woche","2016","46-65","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2016","46-65","AkademikerIn","","","",""
"Min 1x pro Woche","2016","66","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2016","66","Hauptschule","","","",""
"Min 1x pro Woche","2016","66","Realschule","","","",""
"Min 1x pro Woche","2016","66","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2016","66","AkademikerIn","","","",""
"Min 1x pro Monat","2016","17-29","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2016","17-29","Hauptschule","","","",""
"Min 1x pro Monat","2016","17-29","Realschule","","","",""
"Min 1x pro Monat","2016","17-29","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2016","17-29","AkademikerIn","","","",""
"Min 1x pro Monat","2016","30-45","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2016","30-45","Hauptschule","","","",""
"Min 1x pro Monat","2016","30-45","Realschule","","","",""
"Min 1x pro Monat","2016","30-45","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2016","30-45","AkademikerIn","","","",""
"Min 1x pro Monat","2016","46-65","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2016","46-65","Hauptschule","","","",""
"Min 1x pro Monat","2016","46-65","Realschule","","","",""
"Min 1x pro Monat","2016","46-65","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2016","46-65","AkademikerIn","","","",""
"Min 1x pro Monat","2016","66","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2016","66","Hauptschule","","","",""
"Min 1x pro Monat","2016","66","Realschule","","","",""
"Min 1x pro Monat","2016","66","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2016","66","AkademikerIn","","","",""
"Seltener","2016","17-29","(noch) kein Abschluss","","","",""
"Seltener","2016","17-29","Hauptschule","","","",""
"Seltener","2016","17-29","Realschule","","","",""
"Seltener","2016","17-29","(Fach-)Abitur","","","",""
"Seltener","2016","17-29","AkademikerIn","","","",""
"Seltener","2016","30-45","(noch) kein Abschluss","","","",""
"Seltener","2016","30-45","Hauptschule","","","",""
"Seltener","2016","30-45","Realschule","","","",""
"Seltener","2016","30-45","(Fach-)Abitur","","","",""
"Seltener","2016","30-45","AkademikerIn","","","",""
"Seltener","2016","46-65","(noch) kein Abschluss","","","",""
"Seltener","2016","46-65","Hauptschule","","","",""
"Seltener","2016","46-65","Realschule","","","",""
"Seltener","2016","46-65","(Fach-)Abitur","","","",""
"Seltener","2016","46-65","AkademikerIn","","","",""
"Seltener","2016","66","(noch) kein Abschluss","","","",""
"Seltener","2016","66","Hauptschule","","","",""
"Seltener","2016","66","Realschule","","","",""
"Seltener","2016","66","(Fach-)Abitur","","","",""
"Seltener","2016","66","AkademikerIn","","","",""
"Nie","2016","17-29","(noch) kein Abschluss","","","",""
"Nie","2016","17-29","Hauptschule","","","",""
"Nie","2016","17-29","Realschule","","","",""
"Nie","2016","17-29","(Fach-)Abitur","","","",""
"Nie","2016","17-29","AkademikerIn","","","",""
"Nie","2016","30-45","(noch) kein Abschluss","","","",""
"Nie","2016","30-45","Hauptschule","","","",""
"Nie","2016","30-45","Realschule","","","",""
"Nie","2016","30-45","(Fach-)Abitur","","","",""
"Nie","2016","30-45","AkademikerIn","","","",""
"Nie","2016","46-65","(noch) kein Abschluss","","","",""
"Nie","2016","46-65","Hauptschule","","","",""
"Nie","2016","46-65","Realschule","","","",""
"Nie","2016","46-65","(Fach-)Abitur","","","",""
"Nie","2016","46-65","AkademikerIn","","","",""
"Nie","2016","66","(noch) kein Abschluss","","","",""
"Nie","2016","66","Hauptschule","","","",""
"Nie","2016","66","Realschule","","","",""
"Nie","2016","66","(Fach-)Abitur","","","",""
"Nie","2016","66","AkademikerIn","","","",""
"Täglich","2017","17-29","(noch) kein Abschluss","295","0.5597236772321","0.517015216743289","0.602432137720911"
"Täglich","2017","17-29","Hauptschule","241","0.676115902948449","0.627843393324555","0.724388412572343"
"Täglich","2017","17-29","Realschule","5","","",""
"Täglich","2017","17-29","(Fach-)Abitur","204","0.776841021015874","0.726992307794012","0.826689734237736"
"Täglich","2017","17-29","AkademikerIn","198","0.829101293044037","0.780871727814737","0.877330858273336"
"Täglich","2017","30-45","(noch) kein Abschluss","345","0.500351767213166","0.463071504497117","0.537632029929215"
"Täglich","2017","30-45","Hauptschule","258","0.607554684780413","0.560057558336794","0.655051811224033"
"Täglich","2017","30-45","Realschule","1","","",""
"Täglich","2017","30-45","(Fach-)Abitur","186","0.613172341010186","0.557690319873273","0.668654362147099"
"Täglich","2017","30-45","AkademikerIn","257","0.733963452549894","0.688380509794354","0.779546395305435"
"Täglich","2017","46-65","(noch) kein Abschluss","95","0.360620647868198","0.298017168694641","0.423224127041754"
"Täglich","2017","46-65","Hauptschule","59","0.555656053481022","0.454668168729855","0.656643938232189"
"Täglich","2017","46-65","Realschule","","","",""
"Täglich","2017","46-65","(Fach-)Abitur","61","0.534348845693881","0.44113197314273","0.627565718245032"
"Täglich","2017","46-65","AkademikerIn","80","0.633829650784708","0.552260948147027","0.715398353422389"
"Täglich","2017","66","(noch) kein Abschluss","","","",""
"Täglich","2017","66","Hauptschule","","","",""
"Täglich","2017","66","Realschule","","","",""
"Täglich","2017","66","(Fach-)Abitur","","","",""
"Täglich","2017","66","AkademikerIn","","","",""
"Min 1x pro Woche","2017","17-29","(noch) kein Abschluss","91","0.154669882086405","0.123561282525377","0.185778481647433"
"Min 1x pro Woche","2017","17-29","Hauptschule","53","0.152232792774153","0.115174372337545","0.189291213210761"
"Min 1x pro Woche","2017","17-29","Realschule","2","","",""
"Min 1x pro Woche","2017","17-29","(Fach-)Abitur","33","0.0774452305139941","0.0454434522578961","0.109447008770092"
"Min 1x pro Woche","2017","17-29","AkademikerIn","19","","",""
"Min 1x pro Woche","2017","30-45","(noch) kein Abschluss","133","0.201051823013172","0.171168947881517","0.230934698144827"
"Min 1x pro Woche","2017","30-45","Hauptschule","60","0.148671915674866","0.114066185022021","0.183277646327711"
"Min 1x pro Woche","2017","30-45","Realschule","","","",""
