"pli0165","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Monat","2014","Hamburg","","","",""
"Min 1x pro Monat","2014","Niedersachsen","","","",""
"Min 1x pro Monat","2014","Bremen","","","",""
"Min 1x pro Monat","2014","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2014","Hessen","","","",""
"Min 1x pro Monat","2014","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2014","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","2014","Bayern","","","",""
"Min 1x pro Monat","2014","Berlin","","","",""
"Min 1x pro Monat","2014","Brandenburg","","","",""
"Min 1x pro Monat","2014","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2014","Sachsen","","","",""
"Min 1x pro Monat","2014","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2014","Thueringen","","","",""
"Seltener","2014","Schleswig-Holstein","","","",""
"Seltener","2014","Hamburg","","","",""
"Seltener","2014","Niedersachsen","","","",""
"Seltener","2014","Bremen","","","",""
"Seltener","2014","Nordrhein-Westfalen","","","",""
"Seltener","2014","Hessen","","","",""
"Seltener","2014","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2014","Baden-Wuerttemberg","","","",""
"Seltener","2014","Bayern","","","",""
"Seltener","2014","Berlin","","","",""
"Seltener","2014","Brandenburg","","","",""
"Seltener","2014","Mecklenburg-Vorpommern","","","",""
"Seltener","2014","Sachsen","","","",""
"Seltener","2014","Sachsen-Anhalt","","","",""
"Seltener","2014","Thueringen","","","",""
"Nie","2014","Schleswig-Holstein","","","",""
"Nie","2014","Hamburg","","","",""
"Nie","2014","Niedersachsen","","","",""
"Nie","2014","Bremen","","","",""
"Nie","2014","Nordrhein-Westfalen","","","",""
"Nie","2014","Hessen","","","",""
"Nie","2014","Rheinland-Pfalz,Saarland","","","",""
"Nie","2014","Baden-Wuerttemberg","","","",""
"Nie","2014","Bayern","","","",""
"Nie","2014","Berlin","","","",""
"Nie","2014","Brandenburg","","","",""
"Nie","2014","Mecklenburg-Vorpommern","","","",""
"Nie","2014","Sachsen","","","",""
"Nie","2014","Sachsen-Anhalt","","","",""
"Nie","2014","Thueringen","","","",""
"Taeglich","2015","Schleswig-Holstein","","","",""
"Taeglich","2015","Hamburg","","","",""
"Taeglich","2015","Niedersachsen","","","",""
"Taeglich","2015","Bremen","","","",""
"Taeglich","2015","Nordrhein-Westfalen","","","",""
"Taeglich","2015","Hessen","","","",""
"Taeglich","2015","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","2015","Baden-Wuerttemberg","","","",""
"Taeglich","2015","Bayern","","","",""
"Taeglich","2015","Berlin","","","",""
"Taeglich","2015","Brandenburg","","","",""
"Taeglich","2015","Mecklenburg-Vorpommern","","","",""
"Taeglich","2015","Sachsen","","","",""
"Taeglich","2015","Sachsen-Anhalt","","","",""
"Taeglich","2015","Thueringen","","","",""
"Min 1x pro Woche","2015","Schleswig-Holstein","","","",""
"Min 1x pro Woche","2015","Hamburg","","","",""
"Min 1x pro Woche","2015","Niedersachsen","","","",""
"Min 1x pro Woche","2015","Bremen","","","",""
"Min 1x pro Woche","2015","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","2015","Hessen","","","",""
"Min 1x pro Woche","2015","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","2015","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","2015","Bayern","","","",""
"Min 1x pro Woche","2015","Berlin","","","",""
"Min 1x pro Woche","2015","Brandenburg","","","",""
"Min 1x pro Woche","2015","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","2015","Sachsen","","","",""
"Min 1x pro Woche","2015","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","2015","Thueringen","","","",""
"Min 1x pro Monat","2015","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2015","Hamburg","","","",""
"Min 1x pro Monat","2015","Niedersachsen","","","",""
"Min 1x pro Monat","2015","Bremen","","","",""
"Min 1x pro Monat","2015","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2015","Hessen","","","",""
"Min 1x pro Monat","2015","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2015","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","2015","Bayern","","","",""
"Min 1x pro Monat","2015","Berlin","","","",""
"Min 1x pro Monat","2015","Brandenburg","","","",""
"Min 1x pro Monat","2015","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2015","Sachsen","","","",""
"Min 1x pro Monat","2015","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2015","Thueringen","","","",""
"Seltener","2015","Schleswig-Holstein","","","",""
"Seltener","2015","Hamburg","","","",""
"Seltener","2015","Niedersachsen","","","",""
"Seltener","2015","Bremen","","","",""
"Seltener","2015","Nordrhein-Westfalen","","","",""
"Seltener","2015","Hessen","","","",""
"Seltener","2015","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2015","Baden-Wuerttemberg","","","",""
"Seltener","2015","Bayern","","","",""
"Seltener","2015","Berlin","","","",""
"Seltener","2015","Brandenburg","","","",""
"Seltener","2015","Mecklenburg-Vorpommern","","","",""
"Seltener","2015","Sachsen","","","",""
"Seltener","2015","Sachsen-Anhalt","","","",""
"Seltener","2015","Thueringen","","","",""
"Nie","2015","Schleswig-Holstein","","","",""
"Nie","2015","Hamburg","","","",""
"Nie","2015","Niedersachsen","","","",""
"Nie","2015","Bremen","","","",""
"Nie","2015","Nordrhein-Westfalen","","","",""
"Nie","2015","Hessen","","","",""
"Nie","2015","Rheinland-Pfalz,Saarland","","","",""
"Nie","2015","Baden-Wuerttemberg","","","",""
"Nie","2015","Bayern","","","",""
"Nie","2015","Berlin","","","",""
"Nie","2015","Brandenburg","","","",""
"Nie","2015","Mecklenburg-Vorpommern","","","",""
"Nie","2015","Sachsen","","","",""
"Nie","2015","Sachsen-Anhalt","","","",""
"Nie","2015","Thueringen","","","",""
"Taeglich","2016","Schleswig-Holstein","","","",""
"Taeglich","2016","Hamburg","","","",""
"Taeglich","2016","Niedersachsen","","","",""
"Taeglich","2016","Bremen","","","",""
"Taeglich","2016","Nordrhein-Westfalen","","","",""
"Taeglich","2016","Hessen","","","",""
"Taeglich","2016","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","2016","Baden-Wuerttemberg","","","",""
"Taeglich","2016","Bayern","","","",""
"Taeglich","2016","Berlin","","","",""
"Taeglich","2016","Brandenburg","","","",""
"Taeglich","2016","Mecklenburg-Vorpommern","","","",""
"Taeglich","2016","Sachsen","","","",""
"Taeglich","2016","Sachsen-Anhalt","","","",""
"Taeglich","2016","Thueringen","","","",""
"Min 1x pro Woche","2016","Schleswig-Holstein","","","",""
"Min 1x pro Woche","2016","Hamburg","","","",""
"Min 1x pro Woche","2016","Niedersachsen","","","",""
"Min 1x pro Woche","2016","Bremen","","","",""
"Min 1x pro Woche","2016","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","2016","Hessen","","","",""
"Min 1x pro Woche","2016","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","2016","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","2016","Bayern","","","",""
"Min 1x pro Woche","2016","Berlin","","","",""
"Min 1x pro Woche","2016","Brandenburg","","","",""
"Min 1x pro Woche","2016","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","2016","Sachsen","","","",""
"Min 1x pro Woche","2016","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","2016","Thueringen","","","",""
"Min 1x pro Monat","2016","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2016","Hamburg","","","",""
"Min 1x pro Monat","2016","Niedersachsen","","","",""
"Min 1x pro Monat","2016","Bremen","","","",""
"Min 1x pro Monat","2016","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2016","Hessen","","","",""
"Min 1x pro Monat","2016","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2016","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","2016","Bayern","","","",""
"Min 1x pro Monat","2016","Berlin","","","",""
"Min 1x pro Monat","2016","Brandenburg","","","",""
"Min 1x pro Monat","2016","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2016","Sachsen","","","",""
"Min 1x pro Monat","2016","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2016","Thueringen","","","",""
"Seltener","2016","Schleswig-Holstein","","","",""
"Seltener","2016","Hamburg","","","",""
"Seltener","2016","Niedersachsen","","","",""
"Seltener","2016","Bremen","","","",""
"Seltener","2016","Nordrhein-Westfalen","","","",""
"Seltener","2016","Hessen","","","",""
"Seltener","2016","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2016","Baden-Wuerttemberg","","","",""
"Seltener","2016","Bayern","","","",""
"Seltener","2016","Berlin","","","",""
"Seltener","2016","Brandenburg","","","",""
"Seltener","2016","Mecklenburg-Vorpommern","","","",""
"Seltener","2016","Sachsen","","","",""
"Seltener","2016","Sachsen-Anhalt","","","",""
"Seltener","2016","Thueringen","","","",""
"Nie","2016","Schleswig-Holstein","","","",""
"Nie","2016","Hamburg","","","",""
"Nie","2016","Niedersachsen","","","",""
"Nie","2016","Bremen","","","",""
"Nie","2016","Nordrhein-Westfalen","","","",""
"Nie","2016","Hessen","","","",""
"Nie","2016","Rheinland-Pfalz,Saarland","","","",""
"Nie","2016","Baden-Wuerttemberg","","","",""
"Nie","2016","Bayern","","","",""
"Nie","2016","Berlin","","","",""
"Nie","2016","Brandenburg","","","",""
"Nie","2016","Mecklenburg-Vorpommern","","","",""
"Nie","2016","Sachsen","","","",""
"Nie","2016","Sachsen-Anhalt","","","",""
"Nie","2016","Thueringen","","","",""
"Taeglich","2017","Schleswig-Holstein","185","0.724612412936586","0.667978808168331","0.781246017704841"
"Taeglich","2017","Hamburg","","","",""
"Taeglich","2017","Niedersachsen","336","0.669857939431117","0.629282332607195","0.710433546255039"
"Taeglich","2017","Bremen","33","0.548990533007785","0.42802360007074","0.669957465944831"
"Taeglich","2017","Nordrhein-Westfalen","585","0.616092105620742","0.585343690156627","0.646840521084858"
"Taeglich","2017","Hessen","206","0.572651606041162","0.522039857864308","0.623263354218017"
"Taeglich","2017","Rheinland-Pfalz,Saarland","162","0.627490424045237","0.56872340130012","0.686257446790353"
"Taeglich","2017","Baden-Wuerttemberg","292","0.612173084444818","0.567499985569011","0.656846183320624"
"Taeglich","2017","Bayern","216","0.558148317284494","0.509783044015484","0.606513590553503"
"Taeglich","2017","Berlin","63","0.626989611654587","0.533138668525942","0.720840554783232"
"Taeglich","2017","Brandenburg","84","0.655563173895914","0.5741912644501","0.736935083341729"
"Taeglich","2017","Mecklenburg-Vorpommern","33","0.875758761745989","0.778294166436433","0.973223357055546"
"Taeglich","2017","Sachsen","84","0.523743519613889","0.443818593814001","0.603668445413777"
"Taeglich","2017","Sachsen-Anhalt","42","0.559668676518991","0.466043746929789","0.653293606108193"
"Taeglich","2017","Thueringen","77","0.778654259573126","0.696459719541109","0.860848799605142"
"Min 1x pro Woche","2017","Schleswig-Holstein","","","",""
"Min 1x pro Woche","2017","Hamburg","","","",""
"Min 1x pro Woche","2017","Niedersachsen","54","0.0874969647983129","0.0631167856225466","0.111877143974079"
"Min 1x pro Woche","2017","Bremen","","","",""
"Min 1x pro Woche","2017","Nordrhein-Westfalen","167","0.160595399877875","0.137382007081999","0.183808792673751"
"Min 1x pro Woche","2017","Hessen","53","0.167407818069657","0.129211711958972","0.205603924180342"
"Min 1x pro Woche","2017","Rheinland-Pfalz,Saarland","32","0.0815004794431716","0.0482436406098604","0.114757318276483"
"Min 1x pro Woche","2017","Baden-Wuerttemberg","80","0.16788337135262","0.133615594326524","0.202151148378717"
"Min 1x pro Woche","2017","Bayern","91","0.235372790385974","0.194056284944781","0.276689295827168"
"Min 1x pro Woche","2017","Berlin","","","",""
"Min 1x pro Woche","2017","Brandenburg","","","",""
"Min 1x pro Woche","2017","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","2017","Sachsen","","","",""
"Min 1x pro Woche","2017","Sachsen-Anhalt","33","0.174160147896343","0.102635039611821","0.245685256180866"
"Min 1x pro Woche","2017","Thueringen","","","",""
"Min 1x pro Monat","2017","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2017","Hamburg","","","",""
"Min 1x pro Monat","2017","Niedersachsen","","","",""
"Min 1x pro Monat","2017","Bremen","","","",""
"Min 1x pro Monat","2017","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2017","Hessen","","","",""
"Min 1x pro Monat","2017","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2017","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","2017","Bayern","","","",""
"Min 1x pro Monat","2017","Berlin","","","",""
"Min 1x pro Monat","2017","Brandenburg","","","",""
"Min 1x pro Monat","2017","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2017","Sachsen","","","",""
"Min 1x pro Monat","2017","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2017","Thueringen","","","",""
"Seltener","2017","Schleswig-Holstein","","","",""
"Seltener","2017","Hamburg","","","",""
"Seltener","2017","Niedersachsen","32","0.0574516630454325","0.0373733898910669","0.0775299361997981"
"Seltener","2017","Bremen","","","",""
"Seltener","2017","Nordrhein-Westfalen","52","0.0441159919981588","0.0311326343754492","0.0570993496208684"
"Seltener","2017","Hessen","30","0.0757320197824622","0.048664168439997","0.102799871124927"
"Seltener","2017","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2017","Baden-Wuerttemberg","","","",""
"Seltener","2017","Bayern","30","0.0540930228437038","0.0320629760507174","0.0761230696366903"
"Seltener","2017","Berlin","","","",""
"Seltener","2017","Brandenburg","","","",""
"Seltener","2017","Mecklenburg-Vorpommern","","","",""
"Seltener","2017","Sachsen","","","",""
"Seltener","2017","Sachsen-Anhalt","","","",""
"Seltener","2017","Thueringen","","","",""
"Nie","2017","Schleswig-Holstein","","","",""
"Nie","2017","Hamburg","","","",""
"Nie","2017","Niedersachsen","81","0.141878500548218","0.111772301638216","0.17198469945822"
"Nie","2017","Bremen","","","",""
"Nie","2017","Nordrhein-Westfalen","136","0.151590411240533","0.12891657284745","0.174264249633616"
"Nie","2017","Hessen","68","0.156143595480451","0.119006201748237","0.193280989212665"
"Nie","2017","Rheinland-Pfalz,Saarland","40","0.150633238578637","0.107155248957266","0.194111228200008"
"Nie","2017","Baden-Wuerttemberg","45","0.126172188432162","0.095729378203363","0.15661499866096"
"Nie","2017","Bayern","55","0.114719728614126","0.0836827077701805","0.145756749458071"
"Nie","2017","Berlin","","","",""
"Nie","2017","Brandenburg","","","",""
"Nie","2017","Mecklenburg-Vorpommern","","","",""
"Nie","2017","Sachsen","","","",""
"Nie","2017","Sachsen-Anhalt","","","",""
"Nie","2017","Thueringen","","","",""
"Taeglich","2018","Schleswig-Holstein","109","0.796373520917226","0.730371747632303","0.86237529420215"
"Taeglich","2018","Hamburg","31","0.769545627724699","0.646504161512192","0.892587093937207"
"Taeglich","2018","Niedersachsen","319","0.778234110889696","0.737724328269365","0.818743893510028"
"Taeglich","2018","Bremen","","","",""
"Taeglich","2018","Nordrhein-Westfalen","524","0.72082891268439","0.688573321791814","0.753084503576965"
"Taeglich","2018","Hessen","197","0.585429493220879","0.534037289777485","0.636821696664273"
"Taeglich","2018","Rheinland-Pfalz,Saarland","142","0.728892524184902","0.667891728205724","0.78989332016408"
"Taeglich","2018","Baden-Wuerttemberg","215","0.603506782462225","0.552405038906167","0.654608526018283"
"Taeglich","2018","Bayern","197","0.679912198951808","0.628798880235904","0.731025517667711"
"Taeglich","2018","Berlin","82","0.718213154723538","0.640581244782457","0.795845064664619"
"Taeglich","2018","Brandenburg","56","0.726019616250572","0.635858749822182","0.816180482678961"
"Taeglich","2018","Mecklenburg-Vorpommern","","","",""
"Taeglich","2018","Sachsen","62","0.616531104767733","0.528426678510904","0.704635531024562"
"Taeglich","2018","Sachsen-Anhalt","33","0.360940797695031","0.257617661913545","0.464263933476516"
"Taeglich","2018","Thueringen","76","0.897603685354819","0.833153658184975","0.962053712524664"
"Min 1x pro Woche","2018","Schleswig-Holstein","","","",""
"Min 1x pro Woche","2018","Hamburg","","","",""
"Min 1x pro Woche","2018","Niedersachsen","38","0.0715810104325402","0.046443148988419","0.0967188718766613"
"Min 1x pro Woche","2018","Bremen","","","",""
"Min 1x pro Woche","2018","Nordrhein-Westfalen","112","0.134960544366311","0.11039224738909","0.159528841343532"
"Min 1x pro Woche","2018","Hessen","69","0.228519235968257","0.184718170898611","0.272320301037904"
"Min 1x pro Woche","2018","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","2018","Baden-Wuerttemberg","74","0.22612146945966","0.182421205724265","0.269821733195055"
"Min 1x pro Woche","2018","Bayern","65","0.170090785551865","0.128925722154173","0.211255848949557"
"Min 1x pro Woche","2018","Berlin","","","",""
"Min 1x pro Woche","2018","Brandenburg","","","",""
"Min 1x pro Woche","2018","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","2018","Sachsen","","","",""
"Min 1x pro Woche","2018","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","2018","Thueringen","","","",""
"Min 1x pro Monat","2018","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2018","Hamburg","","","",""
"Min 1x pro Monat","2018","Niedersachsen","","","",""
"Min 1x pro Monat","2018","Bremen","","","",""
"Min 1x pro Monat","2018","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2018","Hessen","","","",""
"Min 1x pro Monat","2018","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2018","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","2018","Bayern","","","",""
"Min 1x pro Monat","2018","Berlin","","","",""
"Min 1x pro Monat","2018","Brandenburg","","","",""
"Min 1x pro Monat","2018","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2018","Sachsen","","","",""
"Min 1x pro Monat","2018","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2018","Thueringen","","","",""
"Seltener","2018","Schleswig-Holstein","","","",""
"Seltener","2018","Hamburg","","","",""
"Seltener","2018","Niedersachsen","","","",""
"Seltener","2018","Bremen","","","",""
"Seltener","2018","Nordrhein-Westfalen","32","0.0485422035210952","0.0330893676408425","0.0639950394013479"
"Seltener","2018","Hessen","","","",""
"Seltener","2018","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2018","Baden-Wuerttemberg","","","",""
"Seltener","2018","Bayern","","","",""
"Seltener","2018","Berlin","","","",""
"Seltener","2018","Brandenburg","","","",""
"Seltener","2018","Mecklenburg-Vorpommern","","","",""
"Seltener","2018","Sachsen","","","",""
"Seltener","2018","Sachsen-Anhalt","","","",""
"Seltener","2018","Thueringen","","","",""
"Nie","2018","Schleswig-Holstein","","","",""
"Nie","2018","Hamburg","","","",""
"Nie","2018","Niedersachsen","","","",""
"Nie","2018","Bremen","","","",""
"Nie","2018","Nordrhein-Westfalen","60","0.0742310046067499","0.0553815985946407","0.0930804106188591"
"Nie","2018","Hessen","49","0.0929955100188985","0.0626987318465318","0.123292288191265"
"Nie","2018","Rheinland-Pfalz,Saarland","","","",""
"Nie","2018","Baden-Wuerttemberg","","","",""
