year,quintil_oecd,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,3rd Quintile,At least once per month,0.17877,894,4838,0.16797,0.18957
2015,3rd Quintile,Seldom,0.46812,2463,4838,0.45406,0.48218
2015,3rd Quintile,Never,0.30438,1274,4838,0.29142,0.31735
2015,4th Quintile,At least once per week,0.04011,195,4759,0.03454,0.04569
2015,4th Quintile,At least once per month,0.20615,978,4759,0.19466,0.21765
2015,4th Quintile,Seldom,0.51130,2577,4759,0.49710,0.52551
2015,4th Quintile,Never,0.24243,1009,4759,0.23025,0.25461
2015,5th Quintile,At least once per week,0.04790,218,5101,0.04204,0.05376
2015,5th Quintile,At least once per month,0.25545,1251,5101,0.24348,0.26741
2015,5th Quintile,Seldom,0.51974,2766,5101,0.50602,0.53345
2015,5th Quintile,Never,0.17692,866,5101,0.16645,0.18740
2017,1st Quintile,At least once per week,0.03758,206,6204,0.03285,0.04231
2017,1st Quintile,At least once per month,0.15813,867,6204,0.14905,0.16721
2017,1st Quintile,Seldom,0.35134,2140,6204,0.33946,0.36322
2017,1st Quintile,Never,0.45296,2991,6204,0.44057,0.46534
2017,2nd Quintile,At least once per week,0.03501,164,4889,0.02986,0.04016
2017,2nd Quintile,At least once per month,0.16421,864,4889,0.15383,0.17460
2017,2nd Quintile,Seldom,0.41291,2229,4889,0.39911,0.42671
2017,2nd Quintile,Never,0.38787,1632,4889,0.37421,0.40153
2017,3rd Quintile,At least once per week,0.03417,161,4430,0.02882,0.03952
2017,3rd Quintile,At least once per month,0.20869,932,4430,0.19673,0.22066
2017,3rd Quintile,Seldom,0.46481,2206,4430,0.45012,0.47950
2017,3rd Quintile,Never,0.29233,1131,4430,0.27893,0.30572
2017,4th Quintile,At least once per week,0.04088,169,4357,0.03500,0.04676
2017,4th Quintile,At least once per month,0.23013,1061,4357,0.21763,0.24263
2017,4th Quintile,Seldom,0.52343,2329,4357,0.50860,0.53827
2017,4th Quintile,Never,0.20556,798,4357,0.19355,0.21756
2017,5th Quintile,At least once per week,0.04822,209,4544,0.04199,0.05445
2017,5th Quintile,At least once per month,0.27443,1197,4544,0.26145,0.28741
2017,5th Quintile,Seldom,0.50938,2413,4544,0.49484,0.52391
2017,5th Quintile,Never,0.16798,725,4544,0.15711,0.17885
2019,1st Quintile,At least once per week,0.02043,127,7072,0.01713,0.02373
2019,1st Quintile,At least once per month,0.17803,942,7072,0.16911,0.18695
2019,1st Quintile,Seldom,0.31807,2020,7072,0.30722,0.32893
2019,1st Quintile,Never,0.48347,3983,7072,0.47182,0.49512
2019,2nd Quintile,At least once per week,0.01437,85,4921,0.01105,0.01770
2019,2nd Quintile,At least once per month,0.16465,864,4921,0.15429,0.17502
2019,2nd Quintile,Seldom,0.42227,2162,4921,0.40846,0.43607
2019,2nd Quintile,Never,0.39871,1810,4921,0.38503,0.41239
2019,3rd Quintile,At least once per week,0.01801,83,4438,0.01410,0.02193
2019,3rd Quintile,At least once per month,0.20759,925,4438,0.19565,0.21952
2019,3rd Quintile,Seldom,0.46913,2215,4438,0.45445,0.48382
2019,3rd Quintile,Never,0.30527,1215,4438,0.29172,0.31882
2019,4th Quintile,At least once per week,0.02208,92,4274,0.01768,0.02649
2019,4th Quintile,At least once per month,0.21935,929,4274,0.20694,0.23176
2019,4th Quintile,Seldom,0.51282,2302,4274,0.49783,0.52781
2019,4th Quintile,Never,0.24574,951,4274,0.23283,0.25865
2019,5th Quintile,At least once per week,0.02389,109,4809,0.01957,0.02820
2019,5th Quintile,At least once per month,0.25665,1222,4809,0.24430,0.26900
2019,5th Quintile,Seldom,0.52253,2652,4809,0.50841,0.53664
2019,5th Quintile,Never,0.19694,826,4809,0.18570,0.20818
