year,regtyp,sex,pli0091_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1992,Urban regions,male,At least once per week,0.033534015053318905,450,13040,0.03348994486902807,0.03357808523760974
1992,Urban regions,male,At least once per month,0.057026689231037035,721,13040,0.05696992201682528,0.05708345644524879
1992,Urban regions,male,Seldom,0.12023601673906767,1522,13040,0.12015639912079751,0.12031563435733783
1992,Urban regions,male,Never,0.11773771709183355,1479,13040,0.11765881918810486,0.11781661499556223
1992,Urban regions,female,At least once per week,0.015939191237453774,221,13040,0.015908532595680393,0.015969849879227154
1992,Urban regions,female,At least once per month,0.04541752914362759,579,13040,0.04536655765918754,0.045468500628067635
1992,Urban regions,female,Seldom,0.12351598483896004,1577,13040,0.12343543913432467,0.1235965305435954
1992,Urban regions,female,Never,0.17093465526854615,1998,13040,0.17084250040857676,0.17102681012851553
1992,Rural regions,male,At least once per week,0.017253246759074213,247,13040,0.017221370670267334,0.01728512284788109
1992,Rural regions,male,At least once per month,0.020497058148171397,286,13040,0.020462371890871817,0.020531744405470977
1992,Rural regions,male,Seldom,0.06029499856066,896,13040,0.06023672853408944,0.06035326858723056
1992,Rural regions,male,Never,0.056152624489717404,752,13040,0.05609626789826254,0.05620898108117227
1992,Rural regions,female,At least once per week,0.008822075825144778,143,13040,0.008799184548925025,0.00884496710136453
1992,Rural regions,female,At least once per month,0.015968700925142555,242,13040,0.01593801437603354,0.01599938747425157
1992,Rural regions,female,Seldom,0.05796308913762766,920,13040,0.057905886174786016,0.05802029210046931
1992,Rural regions,female,Never,0.07870640755061728,1007,13040,0.0786404882072311,0.07877232689400346
1994,Urban regions,male,At least once per week,0.032774947176222945,445,12746,0.03273178023089255,0.03281811412155334
1994,Urban regions,male,At least once per month,0.05575386855406045,686,12746,0.055698240142493395,0.0558094969656275
1994,Urban regions,male,Seldom,0.13089450704316816,1550,12746,0.13081273336985352,0.1309762807164828
1994,Urban regions,male,Never,0.11209801573833131,1370,12746,0.11202152690717038,0.11217450456949224
1994,Urban regions,female,At least once per week,0.020973612654112836,284,12746,0.020938871009866602,0.02100835429835907
1994,Urban regions,female,At least once per month,0.045823848027924725,595,12746,0.04577315168806846,0.04587454436778099
1994,Urban regions,female,Seldom,0.12864758648005167,1584,12746,0.1285664129768311,0.12872875998327224
1994,Urban regions,female,Never,0.16189800506307103,1866,12746,0.16180869801502004,0.16198731211112202
1994,Rural regions,male,At least once per week,0.016636246237783883,236,12746,0.016605236269880773,0.016667256205686994
1994,Rural regions,male,At least once per month,0.022284491321577397,311,12746,0.02224870441470243,0.022320278228452364
1994,Rural regions,male,Seldom,0.059106602173604646,882,12746,0.05904942736016601,0.05916377698704328
1994,Rural regions,male,Never,0.052080098914993926,679,12746,0.05202622999489892,0.05213396783508893
1994,Rural regions,female,At least once per week,0.009900502677558926,151,12746,0.009876498623763894,0.009924506731353958
1994,Rural regions,female,At least once per month,0.01588500739775224,256,12746,0.015854694100139656,0.015915320695364825
1994,Rural regions,female,Seldom,0.05803217659984851,897,12746,0.05797549148739609,0.058088861712300925
1994,Rural regions,female,Never,0.07721048393993729,954,12746,0.07714576878254335,0.07727519909733123
1995,Urban regions,male,At least once per week,0.023602810680143294,339,13219,0.023566154806361657,0.02363946655392493
1995,Urban regions,male,At least once per month,0.05112155047491025,684,13219,0.051068369566079914,0.05117473138374059
1995,Urban regions,male,Seldom,0.11481109715513997,1463,13219,0.11473412061824972,0.11488807369203022
1995,Urban regions,male,Never,0.1382795752034623,1690,13219,0.13819622423189404,0.13836292617503054
1995,Urban regions,female,At least once per week,0.017753648546190205,263,13219,0.017721762367468783,0.017785534724911626
1995,Urban regions,female,At least once per month,0.047499791048558226,646,13219,0.04744843083225576,0.047551151264860696
1995,Urban regions,female,Seldom,0.11574330696710076,1497,13219,0.11566605926382136,0.11582055467038017
1995,Urban regions,female,Never,0.1748044796700703,2090,13219,0.17471277252692696,0.17489618681321362
1995,Rural regions,male,At least once per week,0.012555712429850346,196,13219,0.012528826476813514,0.012582598382887179
1995,Rural regions,male,At least once per month,0.02090289641677401,307,13219,0.0208683530573212,0.020937439776226818
1995,Rural regions,male,Seldom,0.05251271608621946,832,13219,0.052458855957058265,0.05256657621538066
1995,Rural regions,male,Never,0.06778199976617678,871,13219,0.06772130316316118,0.06784269636919239
1995,Rural regions,female,At least once per week,0.007051755241337401,133,13219,0.007031550170568293,0.0070719603121065094
1995,Rural regions,female,At least once per month,0.01685999170130245,280,13219,0.01682890427148205,0.016891079131122852
1995,Rural regions,female,Seldom,0.055242295537583655,882,13219,0.055187132962156146,0.055297458113011164
1995,Rural regions,female,Never,0.08347637307518058,1046,13219,0.08340958451626168,0.08354316163409947
1996,Urban regions,male,At least once per week,0.03577551606971545,446,12982,0.0357307268433562,0.035820305296074696
1996,Urban regions,male,At least once per month,0.06661714856012976,837,12982,0.06655701534035659,0.06667728177990294
1996,Urban regions,male,Seldom,0.129012872941943,1574,12982,0.12893203524701077,0.12909371063687522
1996,Urban regions,male,Never,0.10034932329774547,1228,12982,0.10027686540335441,0.10042178119213653
1996,Urban regions,female,At least once per week,0.02093576004898952,279,12982,0.02090123442868728,0.020970285669291756
1996,Urban regions,female,At least once per month,0.054880277450783256,764,12982,0.054825355862016055,0.05493519903955046
1996,Urban regions,female,Seldom,0.13179020290701607,1643,12982,0.13170863009491085,0.1318717757191213
1996,Urban regions,female,Never,0.14995450414551417,1710,12982,0.14986840628242112,0.15004060200860722
1996,Rural regions,male,At least once per week,0.015823646418621357,250,12982,0.015793552324292724,0.01585374051294999
1996,Rural regions,male,At least once per month,0.028217939244793742,390,12982,0.028178005630796654,0.02825787285879083
1996,Rural regions,male,Seldom,0.06256238727135127,975,12982,0.062503986393761,0.06262078814894155
1996,Rural regions,male,Never,0.04437009601790262,570,12982,0.044320438891963784,0.04441975314384146
1996,Rural regions,female,At least once per week,0.009828479742783457,163,12982,0.009804689990565704,0.00985226949500121
1996,Rural regions,female,At least once per month,0.020483899437375344,340,12982,0.020449740556256153,0.020518058318494535
1996,Rural regions,female,Seldom,0.06197004493546683,1006,12982,0.0619119028253872,0.06202818704554646
1996,Rural regions,female,Never,0.06742790150986869,807,12982,0.06736742975657306,0.06748837326316431
1997,Urban regions,male,At least once per week,0.03134377902151244,410,12728,0.03130173432257622,0.03138582372044866
1997,Urban regions,male,At least once per month,0.0611706441825643,769,12728,0.061112819189399974,0.06122846917572863
1997,Urban regions,male,Seldom,0.13252576378023384,1594,12728,0.13244394948697027,0.1326075780734974
1997,Urban regions,male,Never,0.10740113713301376,1249,12728,0.10732642634158034,0.10747584792444718
1997,Urban regions,female,At least once per week,0.01960865606342106,256,12728,0.019575200035245235,0.019642112091596883
1997,Urban regions,female,At least once per month,0.05807884019019284,741,12728,0.05802240279296603,0.058135277587419654
1997,Urban regions,female,Seldom,0.12747261139704266,1580,12728,0.12739213867197025,0.12755308412211508
1997,Urban regions,female,Never,0.15094437505158126,1702,12728,0.1508579922527509,0.15103075785041162
1997,Rural regions,male,At least once per week,0.017933689926056023,260,12728,0.017901667372011515,0.01796571248010053
1997,Rural regions,male,At least once per month,0.02490292620726453,374,12728,0.024865325167880255,0.024940527246648806
1997,Rural regions,male,Seldom,0.059057140172366816,905,12728,0.05900025899666629,0.05911402134806734
1997,Rural regions,male,Never,0.050178371851677436,612,12728,0.05012569375891672,0.05023104994443815
1997,Rural regions,female,At least once per week,0.008860017871249407,149,12728,0.008837406050738081,0.008882629691760733
1997,Rural regions,female,At least once per month,0.0201460110706488,332,12728,0.02011210902149233,0.020179913119805274
1997,Rural regions,female,Seldom,0.06253469599479984,960,12728,0.062476272321953456,0.06259311966764623
1997,Rural regions,female,Never,0.067841340086375,835,12728,0.06778066046517768,0.06790201970757233
1998,Urban regions,male,At least once per week,0.019116040407568438,294,14169,0.019083131794386903,0.019148949020749973
1998,Urban regions,male,At least once per month,0.06495153772072444,866,14169,0.06489231156100099,0.0650107638804479
1998,Urban regions,male,Seldom,0.1276577129337454,1706,14169,0.1275775139643881,0.12773791190310269
1998,Urban regions,male,Never,0.12054449036163249,1588,14169,0.12046624070972851,0.12062274001353647
1998,Urban regions,female,At least once per week,0.015183866464588353,228,14169,0.0151544784288146,0.015213254500362107
1998,Urban regions,female,At least once per month,0.05804000982036846,825,14169,0.05798381687950818,0.05809620276122873
1998,Urban regions,female,Seldom,0.12572895187555266,1762,14169,0.12564927312952834,0.125808630621577
1998,Urban regions,female,Never,0.1556378328769197,1956,14169,0.15555071169369974,0.15572495406013967
1998,Rural regions,male,At least once per week,0.009102576015024826,175,14169,0.009079751671166484,0.009125400358883169
1998,Rural regions,male,At least once per month,0.022189729470302927,372,14169,0.022154329320837763,0.02222512961976809
1998,Rural regions,male,Seldom,0.05973673370792266,1003,14169,0.0596797766870237,0.05979369072882162
1998,Rural regions,male,Never,0.06178331073607886,867,14169,0.06172544933307599,0.061841172139081725
1998,Rural regions,female,At least once per week,0.006934420160955676,125,14169,0.0069144769154552525,0.0069543634064560995
1998,Rural regions,female,At least once per month,0.02081746064845864,369,14169,0.020783148532485526,0.020851772764431755
1998,Rural regions,female,Seldom,0.058710780088123436,1017,14169,0.05865428349461942,0.05876727668162745
1998,Rural regions,female,Never,0.0738645467120331,1016,14169,0.07380168921725061,0.0739274042068156
1999,Urban regions,male,At least once per week,0.028136871227019158,408,13592,0.028097191530655635,0.02817655092338268
1999,Urban regions,male,At least once per month,0.07211664410586266,917,13592,0.07205457259271511,0.07217871561901021
1999,Urban regions,male,Seldom,0.1380483418225864,1752,13592,0.13796556953886346,0.13813111410630935
1999,Urban regions,male,Never,0.09617853869621819,1186,13592,0.09610779165237306,0.09624928574006332
1999,Urban regions,female,At least once per week,0.018830406701588136,275,13592,0.01879779077084729,0.01886302263232898
1999,Urban regions,female,At least once per month,0.053427485347356876,796,13592,0.05337352345172531,0.05348144724298844
1999,Urban regions,female,Seldom,0.142447622017144,1882,13592,0.14236375603923573,0.14253148799505228
1999,Urban regions,female,Never,0.13986464378500676,1606,13592,0.1397814165900783,0.13994787097993522
1999,Rural regions,male,At least once per week,0.015690307494434112,242,13592,0.01566048736707059,0.015720127621797635
1999,Rural regions,male,At least once per month,0.02459592340684779,412,13592,0.02455875690087651,0.02463308991281907
1999,Rural regions,male,Seldom,0.06570445418620754,1070,13592,0.0656450020545425,0.06576390631787259
1999,Rural regions,male,Never,0.04493339954455347,592,13592,0.0448836911938956,0.044983107895211344
1999,Rural regions,female,At least once per week,0.009853567372649997,165,13592,0.009829865953836288,0.009877268791463705
1999,Rural regions,female,At least once per month,0.021177532297110988,369,13592,0.021142984725406065,0.02121207986881591
1999,Rural regions,female,Seldom,0.06413085842228439,1092,13592,0.06407207309017064,0.06418964375439813
1999,Rural regions,female,Never,0.06486340357312952,828,13592,0.06480430659430728,0.06492250055195176
2001,Urban regions,male,At least once per week,0.0284715213999386,613,21761,0.028431669435777462,0.028511373364099736
2001,Urban regions,male,At least once per month,0.06580035269023456,1351,21761,0.06574094391677365,0.06585976146369546
2001,Urban regions,male,Seldom,0.13090604106800008,2709,21761,0.13082521902282268,0.13098686311317748
2001,Urban regions,male,Never,0.10382289474669402,2106,21761,0.10374980438432377,0.10389598510906428
2001,Urban regions,female,At least once per week,0.019675061962447782,450,21761,0.019641783771789174,0.01970834015310639
2001,Urban regions,female,At least once per month,0.05656249218415234,1309,21761,0.05650713965576425,0.05661784471254042
2001,Urban regions,female,Seldom,0.1338032604421105,2949,21761,0.13372168522349226,0.13388483566072873
2001,Urban regions,female,Never,0.14238409944545063,2710,21761,0.14230036699820564,0.14246783189269563
2001,Rural regions,male,At least once per week,0.014578536309774858,363,21761,0.014549816299159348,0.014607256320390368
2001,Rural regions,male,At least once per month,0.02803260254091496,671,21761,0.027993050018576816,0.028072155063253102
2001,Rural regions,male,Seldom,0.06025722166867166,1484,21761,0.06020020187045239,0.060314241466890926
2001,Rural regions,male,Never,0.05381778626434787,1160,21761,0.05376371494946681,0.05387185757922893
2001,Rural regions,female,At least once per week,0.009763894937095103,247,21761,0.009740333729094733,0.009787456145095474
2001,Rural regions,female,At least once per month,0.022740420694664098,617,21761,0.02270469992224587,0.022776141467082327
2001,Rural regions,female,Seldom,0.05946208959513853,1566,21761,0.05940542329440911,0.059518755895867956
2001,Rural regions,female,Never,0.06992172405036444,1456,21761,0.06986061824952353,0.06998282985120535
2003,Urban regions,male,At least once per week,0.016757731029213012,375,22074,0.016727151864191027,0.016788310194234997
2003,Urban regions,male,At least once per month,0.06029699415673269,1338,22074,0.06024028791248559,0.06035370040097979
2003,Urban regions,male,Seldom,0.13091413787260003,2896,22074,0.13083378297309234,0.13099449277210773
2003,Urban regions,male,Never,0.12309057519938377,2441,22074,0.1230123084108306,0.12316884198793693
2003,Urban regions,female,At least once per week,0.013527722185521666,335,22074,0.01350020255966693,0.013555241811376403
2003,Urban regions,female,At least once per month,0.0560288202114113,1410,22074,0.05597403380041702,0.05608360662240558
2003,Urban regions,female,Seldom,0.1277694822347975,2991,22074,0.12768995480424866,0.12784900966534635
2003,Urban regions,female,Never,0.15331495019818775,2883,22074,0.1532291198363215,0.153400780560054
2003,Rural regions,male,At least once per week,0.008155473029335206,207,22074,0.008134047373560339,0.008176898685110073
2003,Rural regions,male,At least once per month,0.023702278089344338,560,22074,0.0236660392794022,0.023738516899286476
2003,Rural regions,male,Seldom,0.06112944230207413,1538,22074,0.061072371257490946,0.06118651334665731
2003,Rural regions,male,Never,0.062238880932234356,1285,22074,0.06218132835934434,0.06229643350512437
2003,Rural regions,female,At least once per week,0.005996700899425266,172,22074,0.005978308522797676,0.006015093276052856
2003,Rural regions,female,At least once per month,0.024270361929664756,599,22074,0.02423370208506946,0.02430702177426005
2003,Rural regions,female,Seldom,0.05933014970892217,1573,22074,0.05927387100605458,0.05938642841178976
2003,Rural regions,female,Never,0.07347630002115203,1471,22074,0.07341414307762575,0.07353845696467831
2005,Urban regions,male,At least once per week,0.027494150221924387,528,20593,0.02745534764177102,0.027532952802077754
2005,Urban regions,male,At least once per month,0.06696795705485094,1338,20593,0.0669086404687756,0.06702727364092628
2005,Urban regions,male,Seldom,0.14187544688380593,2866,20593,0.1417926482581104,0.14195824550950148
2005,Urban regions,male,Never,0.09529302720350404,1795,20593,0.09522335189931391,0.09536270250769416
2005,Urban regions,female,At least once per week,0.016886841731103792,397,20593,0.016856266460186734,0.01691741700202085
2005,Urban regions,female,At least once per month,0.059050012967063664,1335,20593,0.05899407745581568,0.059105948478311646
2005,Urban regions,female,Seldom,0.14507056982024025,3093,20593,0.14498700006405268,0.1451541395764278
2005,Urban regions,female,Never,0.1306231420527618,2334,20593,0.13054317548727504,0.13070310861824855
2005,Rural regions,male,At least once per week,0.010451310070018005,253,20593,0.010427177793484213,0.010475442346551797
2005,Rural regions,male,At least once per month,0.027822547968677426,566,20593,0.02778352093304728,0.02786157500430757
2005,Rural regions,male,Seldom,0.06726438073204802,1518,20593,0.06720494245691164,0.0673238190071844
2005,Rural regions,male,Never,0.04893153558692277,987,20593,0.04888034446400384,0.048982726709841704
2005,Rural regions,female,At least once per week,0.0070644022279781095,172,20593,0.0070445278935828875,0.0070842765623733315
2005,Rural regions,female,At least once per month,0.02405416978959235,577,20593,0.02401781158866084,0.02409052799052386
2005,Rural regions,female,Seldom,0.06734488779021207,1617,20593,0.0672854165223518,0.06740435905807234
2005,Rural regions,female,Never,0.06380561789929655,1217,20593,0.06374762072727133,0.06386361507132177
2007,Urban regions,male,At least once per week,0.02461192556759409,448,20401,0.02457496332425189,0.024648887810936288
2007,Urban regions,male,At least once per month,0.06560977139814302,1288,20401,0.06555070435770013,0.0656688384385859
2007,Urban regions,male,Seldom,0.1426427023994816,2808,20401,0.14255927619066858,0.14272612860829462
2007,Urban regions,male,Never,0.09531739266287555,1787,20401,0.09524733897513042,0.09538744635062067
2007,Urban regions,female,At least once per week,0.015467162748808367,350,20401,0.015437724143205335,0.0154966013544114
2007,Urban regions,female,At least once per month,0.05721617578953817,1275,20401,0.057160769090179246,0.0572715824888971
2007,Urban regions,female,Seldom,0.14835501773163584,3094,20401,0.14827022136956186,0.14843981409370982
2007,Urban regions,female,Never,0.12718250267327433,2320,20401,0.12710302004675567,0.127261985299793
2007,Rural regions,male,At least once per week,0.011229535517395655,238,20401,0.011204397822901644,0.011254673211889665
2007,Rural regions,male,At least once per month,0.02477151318059098,554,20401,0.02473443433005658,0.024808592031125384
2007,Rural regions,male,Seldom,0.07215366187425186,1574,20401,0.07209193645873045,0.07221538728977327
2007,Rural regions,male,Never,0.050072936054393516,1025,20401,0.05002090729578337,0.05012496481300366
2007,Rural regions,female,At least once per week,0.006438808714278871,163,20401,0.006419727901245878,0.006457889527311864
2007,Rural regions,female,At least once per month,0.02380985727261692,542,20401,0.023773487347262784,0.023846227197971054
2007,Rural regions,female,Seldom,0.0718028853519479,1697,20401,0.07174129852062884,0.07186447218326696
2007,Rural regions,female,Never,0.06331815106317323,1238,20401,0.0632600536267596,0.06337624849958687
2008,Urban regions,male,At least once per week,0.01441030818140295,240,19254,0.014381994442709123,0.014438621920096777
2008,Urban regions,male,At least once per month,0.060302815306076125,1023,19254,0.06024625975143303,0.06035937086071922
2008,Urban regions,male,Seldom,0.14093003440348936,2598,19254,0.14084736809283346,0.14101270071414526
2008,Urban regions,male,Never,0.11468522623399405,2118,19254,0.11460952288322881,0.11476092958475928
2008,Urban regions,female,At least once per week,0.009946769810352281,219,19254,0.009923193121324923,0.00997034649937964
2008,Urban regions,female,At least once per month,0.055076649752385985,1136,19254,0.055022450342644524,0.055130849162127446
2008,Urban regions,female,Seldom,0.1391917463779845,2758,19254,0.13910950839272002,0.139273984363249
2008,Urban regions,female,Never,0.14387028125796278,2526,19254,0.14378690011543618,0.14395366240048937
2008,Rural regions,male,At least once per week,0.005264242967174923,94,19254,0.005247050653095772,0.005281435281254074
2008,Rural regions,male,At least once per month,0.02321721623750051,448,19254,0.02318143819461694,0.023252994280384083
2008,Rural regions,male,Seldom,0.06454845410923907,1400,19254,0.06449007384177972,0.06460683437669841
2008,Rural regions,male,Never,0.06339961488244346,1259,19254,0.06334172095868436,0.06345750880620256
2008,Rural regions,female,At least once per week,0.005178821067036335,91,19254,0.005161768079556802,0.005195874054515868
2008,Rural regions,female,At least once per month,0.021497670118500203,470,19254,0.02146321219216897,0.021532128044831435
2008,Rural regions,female,Seldom,0.06707833422891213,1509,19254,0.06701890142318946,0.0671377670346348
2008,Rural regions,female,Never,0.07140181506554524,1365,19254,0.07134063906935798,0.07146299106173251
2009,Urban regions,male,At least once per week,0.023442592291431308,367,17932,0.0234066122378453,0.023478572345017316
2009,Urban regions,male,At least once per month,0.07028967987353797,1108,17932,0.07022889021445337,0.07035046953262257
2009,Urban regions,male,Seldom,0.14958852151661822,2579,17932,0.14950370629702447,0.14967333673621197
2009,Urban regions,male,Never,0.08547240562899142,1460,17932,0.08540592096625833,0.0855388902917245
2009,Urban regions,female,At least once per week,0.015566028589932937,290,17932,0.015536591674026335,0.015595465505839538
2009,Urban regions,female,At least once per month,0.058190029392142774,1092,17932,0.05813436005765929,0.05824569872662626
2009,Urban regions,female,Seldom,0.15642961697783045,2821,17932,0.1563432335861072,0.1565160003695537
2009,Urban regions,female,Never,0.11544224278485274,1906,17932,0.11536625293704429,0.11551823263266119
2009,Rural regions,male,At least once per week,0.01004566688721513,196,17932,0.01002195276432323,0.010069381010107029
2009,Rural regions,male,At least once per month,0.027358297476606216,510,17932,0.027319506467622195,0.027397088485590238
2009,Rural regions,male,Seldom,0.076536512848106,1481,17932,0.0764732928761271,0.0765997328200849
2009,Rural regions,male,Never,0.045042510829845374,867,17932,0.0449931919261057,0.04509182973358505
2009,Rural regions,female,At least once per week,0.006994630594485096,122,17932,0.006974812208194624,0.007014448980775567
2009,Rural regions,female,At least once per month,0.023994532546128818,464,17932,0.023958141681756213,0.024030923410501424
2009,Rural regions,female,Seldom,0.07529841103396621,1602,17932,0.07523566246771471,0.07536115960021772
2009,Rural regions,female,Never,0.06030832072830929,1067,17932,0.060251710956042835,0.06036493050057575
2011,Urban regions,male,At least once per week,0.02251041685143833,507,28281,0.022474658411766543,0.02254617529111012
2011,Urban regions,male,At least once per month,0.06871214827999612,1561,28281,0.06865116799430575,0.0687731285656865
2011,Urban regions,male,Seldom,0.1456564106864992,3842,28281,0.14557137292750408,0.14574144844549433
2011,Urban regions,male,Never,0.08816555606939172,2222,28281,0.0880972061204469,0.08823390601833654
2011,Urban regions,female,At least once per week,0.015523127090501817,397,28281,0.015493326622259242,0.015552927558744392
2011,Urban regions,female,At least once per month,0.06373245040925586,1796,28281,0.06367356455003881,0.06379133626847291
2011,Urban regions,female,Seldom,0.1492966912859822,4741,28281,0.14921078105735538,0.149382601514609
2011,Urban regions,female,Never,0.11935351869146574,3036,28281,0.11927536506444197,0.1194316723184895
2011,Rural regions,male,At least once per week,0.008866000499999587,250,28281,0.008843402979700493,0.008888598020298682
2011,Rural regions,male,At least once per month,0.026475942117000436,726,28281,0.026437240440541646,0.026514643793459226
2011,Rural regions,male,Seldom,0.0746583839148121,2254,28281,0.07459502305501321,0.07472174477461098
2011,Rural regions,male,Never,0.04914852212509912,1440,28281,0.049096409578449816,0.04920063467174842
2011,Rural regions,female,At least once per week,0.0076545626666827465,221,28281,0.007633552845679396,0.007675572487686097
2011,Rural regions,female,At least once per month,0.025115465962649103,779,28281,0.025077745419936986,0.02515318650536122
2011,Rural regions,female,Seldom,0.07210750854022156,2704,28281,0.07204515375357746,0.07216986332686566
