"pli0091_h","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Monat","2015","Hauptschule","803","0.0970163791477806","0.0904420210090972","0.103590737286464"
"Min 1x pro Monat","2015","Realschule","1219","0.190523025922768","0.181011071938157","0.200034979907378"
"Min 1x pro Monat","2015","(Fach-)Abitur","1012","0.2688107578675","0.255320675767148","0.282300839967852"
"Min 1x pro Monat","2015","AkademikerIn","1475","0.259106948487385","0.248380983697731","0.269832913277039"
"Seltener","2015","(noch) kein Abschluss","332","0.339381843127909","0.309460567144323","0.369303119111495"
"Seltener","2015","Hauptschule","3173","0.381113322188884","0.370325754755586","0.391900889622182"
"Seltener","2015","Realschule","3681","0.541683985142886","0.529615596983292","0.55375237330248"
"Seltener","2015","(Fach-)Abitur","2018","0.460036206570644","0.444870777565749","0.47520163557554"
"Seltener","2015","AkademikerIn","3492","0.517746959718808","0.505514456405696","0.529979463031919"
"Nie","2015","(noch) kein Abschluss","348","0.382184570457667","0.351478340002954","0.412890800912379"
"Nie","2015","Hauptschule","3644","0.501921486290525","0.490815485789835","0.513027486791215"
"Nie","2015","Realschule","1401","0.2272735350331","0.217123183518552","0.237423886547648"
"Nie","2015","(Fach-)Abitur","888","0.20085964082616","0.188668783552348","0.213050498099973"
"Nie","2015","AkademikerIn","1208","0.184163734117797","0.174674686286906","0.193652781948687"
"Taeglich","2016","(noch) kein Abschluss","","","",""
"Taeglich","2016","Hauptschule","","","",""
"Taeglich","2016","Realschule","","","",""
"Taeglich","2016","(Fach-)Abitur","","","",""
"Taeglich","2016","AkademikerIn","","","",""
"Min 1x pro Woche","2016","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2016","Hauptschule","","","",""
"Min 1x pro Woche","2016","Realschule","","","",""
"Min 1x pro Woche","2016","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2016","AkademikerIn","","","",""
"Min 1x pro Monat","2016","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2016","Hauptschule","","","",""
"Min 1x pro Monat","2016","Realschule","","","",""
"Min 1x pro Monat","2016","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2016","AkademikerIn","","","",""
"Seltener","2016","(noch) kein Abschluss","","","",""
"Seltener","2016","Hauptschule","","","",""
"Seltener","2016","Realschule","","","",""
"Seltener","2016","(Fach-)Abitur","","","",""
"Seltener","2016","AkademikerIn","","","",""
"Nie","2016","(noch) kein Abschluss","","","",""
"Nie","2016","Hauptschule","","","",""
"Nie","2016","Realschule","","","",""
"Nie","2016","(Fach-)Abitur","","","",""
"Nie","2016","AkademikerIn","","","",""
"Taeglich","2017","(noch) kein Abschluss","","","",""
"Taeglich","2017","Hauptschule","","","",""
"Taeglich","2017","Realschule","","","",""
"Taeglich","2017","(Fach-)Abitur","","","",""
"Taeglich","2017","AkademikerIn","","","",""
"Min 1x pro Woche","2017","(noch) kein Abschluss","83","0.0456519640140433","0.0372890069541379","0.0540149210739488"
"Min 1x pro Woche","2017","Hauptschule","194","0.0232906174978655","0.0199880568472616","0.0265931781484693"
"Min 1x pro Woche","2017","Realschule","259","0.0410876600637078","0.0364166865789447","0.0457586335484708"
"Min 1x pro Woche","2017","(Fach-)Abitur","302","0.0715556666942979","0.0642791333624858","0.07883220002611"
"Min 1x pro Woche","2017","AkademikerIn","271","0.0445540503075838","0.0398008571973845","0.0493072434177831"
"Min 1x pro Monat","2017","(noch) kein Abschluss","341","0.246607770085118","0.229337835673065","0.26387770449717"
"Min 1x pro Monat","2017","Hauptschule","970","0.121162447972944","0.114017222411833","0.128307673534056"
"Min 1x pro Monat","2017","Realschule","1502","0.221610030788601","0.211836408164709","0.231383653412493"
"Min 1x pro Monat","2017","(Fach-)Abitur","1242","0.291890262541472","0.279055593959361","0.304724931123584"
"Min 1x pro Monat","2017","AkademikerIn","1787","0.283486569086291","0.273103703940537","0.293869434232046"
"Seltener","2017","(noch) kein Abschluss","504","0.29334063142312","0.275098822032246","0.311582440813994"
"Seltener","2017","Hauptschule","3150","0.388020712445186","0.377350490895653","0.398690933994718"
"Seltener","2017","Realschule","3799","0.526048570289611","0.514298456161189","0.537798684418032"
"Seltener","2017","(Fach-)Abitur","2105","0.455800133088848","0.441739948856229","0.469860317321467"
"Seltener","2017","AkademikerIn","3619","0.502781427909394","0.491262764543413","0.514300091275375"
"Nie","2017","(noch) kein Abschluss","1464","0.4141313470204","0.394395947390867","0.433866746649933"
"Nie","2017","Hauptschule","3697","0.467524503189164","0.456599297476748","0.47844970890158"
"Nie","2017","Realschule","1377","0.211253738858081","0.201647948534424","0.220859529181737"
"Nie","2017","(Fach-)Abitur","1169","0.180738626656408","0.169875338479803","0.191601914833012"
"Nie","2017","AkademikerIn","1561","0.169177952696731","0.160540917477061","0.177814987916401"
"Taeglich","2018","(noch) kein Abschluss","","","",""
"Taeglich","2018","Hauptschule","","","",""
"Taeglich","2018","Realschule","","","",""
"Taeglich","2018","(Fach-)Abitur","","","",""
"Taeglich","2018","AkademikerIn","","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2018","Hauptschule","","","",""
"Min 1x pro Woche","2018","Realschule","","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2018","AkademikerIn","","","",""
"Min 1x pro Monat","2018","(noch) kein Abschluss","97","0.121666003416282","0.102747758238134","0.140584248594431"
"Min 1x pro Monat","2018","Hauptschule","54","0.155129601698361","0.127777988593759","0.182481214802963"
"Min 1x pro Monat","2018","Realschule","","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","48","0.112397609855045","0.085707846525511","0.139087373184579"
"Min 1x pro Monat","2018","AkademikerIn","53","0.129545662210031","0.101905473984317","0.157185850435745"
"Seltener","2018","(noch) kein Abschluss","191","0.190595490704013","0.167865173175981","0.213325808232045"
"Seltener","2018","Hauptschule","142","0.246519121807348","0.213957803297276","0.279080440317421"
"Seltener","2018","Realschule","","","",""
"Seltener","2018","(Fach-)Abitur","108","0.222809525397812","0.187646392299405","0.25797265849622"
"Seltener","2018","AkademikerIn","145","0.244456624869171","0.20908238078328","0.279830868955063"
"Nie","2018","(noch) kein Abschluss","839","0.668541628745276","0.641299245041683","0.695784012448869"
"Nie","2018","Hauptschule","464","0.575490656342926","0.538148161973835","0.612833150712016"
"Nie","2018","Realschule","","","",""
"Nie","2018","(Fach-)Abitur","365","0.635422654719819","0.594751814964374","0.676093494475264"
"Nie","2018","AkademikerIn","356","0.598127280849265","0.557772254994089","0.638482306704442"
"Taeglich","2019","(noch) kein Abschluss","","","",""
"Taeglich","2019","Hauptschule","","","",""
"Taeglich","2019","Realschule","","","",""
"Taeglich","2019","(Fach-)Abitur","","","",""
"Taeglich","2019","AkademikerIn","","","",""
"Min 1x pro Woche","2019","(noch) kein Abschluss","42","0.0227490490590424","0.0161124762863055","0.0293856218317793"
"Min 1x pro Woche","2019","Hauptschule","66","0.0104489789578512","0.00804324768091729","0.0128547102347851"
"Min 1x pro Woche","2019","Realschule","128","0.0183501534352363","0.0151535573165133","0.0215467495539593"
"Min 1x pro Woche","2019","(Fach-)Abitur","136","0.0316828796260097","0.0266534021830255","0.0367123570689939"
"Min 1x pro Woche","2019","AkademikerIn","169","0.0235687233674334","0.0201513768222953","0.0269860699125715"
"Min 1x pro Monat","2019","(noch) kein Abschluss","258","0.221011243981708","0.202542729446688","0.239479758516728"
"Min 1x pro Monat","2019","Hauptschule","783","0.112157247205914","0.104691508442515","0.119622985969313"
"Min 1x pro Monat","2019","Realschule","1397","0.208413382809736","0.198739481793898","0.218087283825575"
"Min 1x pro Monat","2019","(Fach-)Abitur","1195","0.282232783151813","0.269308773481477","0.29515679282215"
"Min 1x pro Monat","2019","AkademikerIn","1827","0.255793346379166","0.245964748945313","0.265621943813018"
"Seltener","2019","(noch) kein Abschluss","446","0.287635256602709","0.267487279245849","0.307783233959569"
"Seltener","2019","Hauptschule","2456","0.363803272260075","0.352421232258109","0.375185312262041"
"Seltener","2019","Realschule","3610","0.510906401230317","0.499000664420089","0.522812138040546"
"Seltener","2019","(Fach-)Abitur","2181","0.477603266659309","0.463260411710789","0.491946121607829"
"Seltener","2019","AkademikerIn","3965","0.513512416340369","0.502253113356388","0.52477171932435"
"Nie","2019","(noch) kein Abschluss","1189","0.461159536944467","0.438971704169363","0.48334736971957"
"Nie","2019","Hauptschule","3553","0.512930904914724","0.501105505673037","0.524756304156412"
"Nie","2019","Realschule","1637","0.26233006252471","0.251852875652228","0.272807249397192"
"Nie","2019","(Fach-)Abitur","1145","0.208448436819688","0.196784620748358","0.220112252891018"
"Nie","2019","AkademikerIn","1606","0.20655071796826","0.197431174631468","0.215670261305053"
