year,pgisced97,quintil_oecd,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Second Stage of Tertiary Education,5th Quintile,Never,0.34286,109,332,0.29172,0.39400
1986,Primary Level,1st Quintile,Seldom,0.15977,42,240,0.11332,0.20622
1986,Primary Level,1st Quintile,Never,0.69217,198,240,0.63364,0.75069
1986,Primary Level,2nd Quintile,Seldom,0.27884,39,172,0.21163,0.34605
1986,Primary Level,2nd Quintile,Never,0.57878,133,172,0.50477,0.65278
1986,Primary Level,3rd Quintile,Never,0.62365,98,98,0.52724,0.72006
1986,Primary Level,4th Quintile,Never,0.52092,82,82,0.41213,0.62971
1986,Primary Level,5th Quintile,Never,0.66710,35,35,0.50869,0.82550
1986,Lower Secondary Level,1st Quintile,At least once per week,0.04232,42,760,0.02800,0.05664
1986,Lower Secondary Level,1st Quintile,At least once per month,0.07781,77,760,0.05875,0.09687
1986,Lower Secondary Level,1st Quintile,Seldom,0.19651,169,760,0.16824,0.22478
1986,Lower Secondary Level,1st Quintile,Never,0.68336,472,760,0.65027,0.71646
1986,Lower Secondary Level,2nd Quintile,At least once per week,0.09249,82,696,0.07095,0.11403
1986,Lower Secondary Level,2nd Quintile,At least once per month,0.08516,74,696,0.06441,0.10591
1986,Lower Secondary Level,2nd Quintile,Seldom,0.18308,155,696,0.15433,0.21184
1986,Lower Secondary Level,2nd Quintile,Never,0.63926,385,696,0.60356,0.67496
1986,Lower Secondary Level,3rd Quintile,At least once per week,0.10445,68,600,0.07996,0.12894
1986,Lower Secondary Level,3rd Quintile,At least once per month,0.13110,83,600,0.10407,0.15813
1986,Lower Secondary Level,3rd Quintile,Seldom,0.24372,155,600,0.20933,0.27810
1986,Lower Secondary Level,3rd Quintile,Never,0.52073,294,600,0.48072,0.56074
1986,Lower Secondary Level,4th Quintile,At least once per week,0.10142,53,504,0.07503,0.12780
1986,Lower Secondary Level,4th Quintile,At least once per month,0.13686,68,504,0.10682,0.16690
1986,Lower Secondary Level,4th Quintile,Seldom,0.27634,151,504,0.23726,0.31542
1986,Lower Secondary Level,4th Quintile,Never,0.48538,232,504,0.44170,0.52906
1986,Lower Secondary Level,5th Quintile,At least once per week,0.12984,44,316,0.09272,0.16696
1986,Lower Secondary Level,5th Quintile,At least once per month,0.15060,49,316,0.11110,0.19009
1986,Lower Secondary Level,5th Quintile,Seldom,0.22336,80,316,0.17736,0.26935
1986,Lower Secondary Level,5th Quintile,Never,0.49620,143,316,0.44099,0.55142
1986,Upper Secondary Level,1st Quintile,At least once per week,0.05807,51,790,0.04175,0.07438
1986,Upper Secondary Level,1st Quintile,At least once per month,0.11259,100,790,0.09054,0.13465
1986,Upper Secondary Level,1st Quintile,Seldom,0.24669,220,790,0.21661,0.27677
1986,Upper Secondary Level,1st Quintile,Never,0.58266,419,790,0.54825,0.61707
1986,Upper Secondary Level,2nd Quintile,At least once per week,0.08503,84,949,0.06727,0.10278
1986,Upper Secondary Level,2nd Quintile,At least once per month,0.10679,112,949,0.08713,0.12645
1986,Upper Secondary Level,2nd Quintile,Seldom,0.29665,303,949,0.26757,0.32572
1986,Upper Secondary Level,2nd Quintile,Never,0.51154,450,949,0.47972,0.54336
1986,Upper Secondary Level,3rd Quintile,At least once per week,0.09517,96,998,0.07696,0.11339
1986,Upper Secondary Level,3rd Quintile,At least once per month,0.13141,147,998,0.11043,0.15238
1986,Upper Secondary Level,3rd Quintile,Seldom,0.33561,348,998,0.30630,0.36492
1986,Upper Secondary Level,3rd Quintile,Never,0.43781,407,998,0.40702,0.46861
1986,Upper Secondary Level,4th Quintile,At least once per week,0.09787,132,1171,0.08085,0.11490
1986,Upper Secondary Level,4th Quintile,At least once per month,0.16421,198,1171,0.14298,0.18543
1986,Upper Secondary Level,4th Quintile,Seldom,0.37261,433,1171,0.34490,0.40031
1986,Upper Secondary Level,4th Quintile,Never,0.36531,408,1171,0.33772,0.39290
1986,Upper Secondary Level,5th Quintile,At least once per week,0.08256,87,1052,0.06592,0.09920
1986,Upper Secondary Level,5th Quintile,At least once per month,0.16686,191,1052,0.14432,0.18940
1986,Upper Secondary Level,5th Quintile,Seldom,0.40608,430,1052,0.37639,0.43577
1986,Upper Secondary Level,5th Quintile,Never,0.34450,344,1052,0.31577,0.37323
1986,First Stage of Tertiary Education,2nd Quintile,Seldom,0.36321,31,63,0.24350,0.48293
1986,First Stage of Tertiary Education,2nd Quintile,Never,0.46717,32,63,0.34298,0.59137
1986,First Stage of Tertiary Education,3rd Quintile,Seldom,0.40503,48,86,0.30066,0.50939
1986,First Stage of Tertiary Education,3rd Quintile,Never,0.35310,38,86,0.25150,0.45471
1986,First Stage of Tertiary Education,4th Quintile,Seldom,0.29359,53,110,0.20810,0.37909
1986,First Stage of Tertiary Education,4th Quintile,Never,0.43140,57,110,0.33842,0.52438
1986,First Stage of Tertiary Education,5th Quintile,Seldom,0.43948,87,154,0.36083,0.51812
1986,First Stage of Tertiary Education,5th Quintile,Never,0.43025,67,154,0.35180,0.50870
1986,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.44297,45,76,0.33055,0.55539
1986,Second Stage of Tertiary Education,3rd Quintile,Never,0.37690,31,76,0.26722,0.48658
1986,Second Stage of Tertiary Education,4th Quintile,Seldom,0.39906,67,123,0.31217,0.48596
1986,Second Stage of Tertiary Education,4th Quintile,Never,0.37526,56,123,0.28934,0.46118
1986,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.16124,69,349,0.12260,0.19988
1986,Second Stage of Tertiary Education,5th Quintile,Seldom,0.42043,164,349,0.36856,0.47229
1986,Second Stage of Tertiary Education,5th Quintile,Never,0.35558,116,349,0.30529,0.40588
1988,Primary Level,1st Quintile,Seldom,0.18565,31,212,0.13319,0.23812
1988,Primary Level,1st Quintile,Never,0.65767,181,212,0.59364,0.72169
1988,Primary Level,2nd Quintile,Never,0.66288,123,123,0.57900,0.74677
1988,Primary Level,3rd Quintile,Never,0.59151,95,95,0.49214,0.69088
1988,Primary Level,4th Quintile,Never,0.57279,83,83,0.46572,0.67986
1988,Lower Secondary Level,1st Quintile,At least once per week,0.05679,59,753,0.04025,0.07333
1988,Lower Secondary Level,1st Quintile,At least once per month,0.07377,78,753,0.05509,0.09245
1988,Lower Secondary Level,1st Quintile,Seldom,0.15344,146,753,0.12768,0.17920
1988,Lower Secondary Level,1st Quintile,Never,0.71600,470,753,0.68377,0.74823
1988,Lower Secondary Level,2nd Quintile,At least once per week,0.06381,58,641,0.04487,0.08274
1988,Lower Secondary Level,2nd Quintile,At least once per month,0.08592,81,641,0.06420,0.10763
1988,Lower Secondary Level,2nd Quintile,Seldom,0.21933,164,641,0.18728,0.25139
1988,Lower Secondary Level,2nd Quintile,Never,0.63094,338,641,0.59355,0.66833
1988,Lower Secondary Level,3rd Quintile,At least once per week,0.10337,73,557,0.07807,0.12868
1988,Lower Secondary Level,3rd Quintile,At least once per month,0.14471,83,557,0.11546,0.17395
1988,Lower Secondary Level,3rd Quintile,Seldom,0.18290,123,557,0.15077,0.21503
1988,Lower Secondary Level,3rd Quintile,Never,0.56902,278,557,0.52786,0.61018
1988,Lower Secondary Level,4th Quintile,At least once per week,0.08273,49,459,0.05750,0.10796
1988,Lower Secondary Level,4th Quintile,At least once per month,0.12808,64,459,0.09747,0.15869
1988,Lower Secondary Level,4th Quintile,Seldom,0.28949,126,459,0.24795,0.33102
1988,Lower Secondary Level,4th Quintile,Never,0.49970,220,459,0.45391,0.54549
1988,Lower Secondary Level,5th Quintile,At least once per week,0.12399,39,286,0.08573,0.16225
1988,Lower Secondary Level,5th Quintile,At least once per month,0.13787,43,286,0.09784,0.17789
1988,Lower Secondary Level,5th Quintile,Seldom,0.29728,78,286,0.24422,0.35035
1988,Lower Secondary Level,5th Quintile,Never,0.44086,126,286,0.38322,0.49850
1988,Upper Secondary Level,1st Quintile,At least once per week,0.08103,53,722,0.06111,0.10095
1988,Upper Secondary Level,1st Quintile,At least once per month,0.09765,84,722,0.07598,0.11932
1988,Upper Secondary Level,1st Quintile,Seldom,0.24391,191,722,0.21256,0.27525
1988,Upper Secondary Level,1st Quintile,Never,0.57741,394,722,0.54136,0.61347
1988,Upper Secondary Level,2nd Quintile,At least once per week,0.05542,61,930,0.04071,0.07013
1988,Upper Secondary Level,2nd Quintile,At least once per month,0.12635,146,930,0.10498,0.14771
1988,Upper Secondary Level,2nd Quintile,Seldom,0.33909,317,930,0.30865,0.36954
1988,Upper Secondary Level,2nd Quintile,Never,0.47913,406,930,0.44701,0.51126
1988,Upper Secondary Level,3rd Quintile,At least once per week,0.07915,85,983,0.06227,0.09604
1988,Upper Secondary Level,3rd Quintile,At least once per month,0.16691,167,983,0.14359,0.19024
1988,Upper Secondary Level,3rd Quintile,Seldom,0.34852,343,983,0.31871,0.37832
1988,Upper Secondary Level,3rd Quintile,Never,0.40542,388,983,0.37471,0.43613
1988,Upper Secondary Level,4th Quintile,At least once per week,0.08321,98,1096,0.06685,0.09957
1988,Upper Secondary Level,4th Quintile,At least once per month,0.16349,187,1096,0.14159,0.18540
1988,Upper Secondary Level,4th Quintile,Seldom,0.37785,410,1096,0.34914,0.40657
1988,Upper Secondary Level,4th Quintile,Never,0.37544,401,1096,0.34676,0.40412
1988,Upper Secondary Level,5th Quintile,At least once per week,0.08919,87,960,0.07115,0.10722
1988,Upper Secondary Level,5th Quintile,At least once per month,0.17331,173,960,0.14936,0.19727
1988,Upper Secondary Level,5th Quintile,Seldom,0.40744,391,960,0.37634,0.43854
1988,Upper Secondary Level,5th Quintile,Never,0.33006,309,960,0.30030,0.35982
1988,First Stage of Tertiary Education,2nd Quintile,Seldom,0.40338,39,75,0.29160,0.51515
1988,First Stage of Tertiary Education,2nd Quintile,Never,0.46982,36,75,0.35611,0.58354
1988,First Stage of Tertiary Education,3rd Quintile,Seldom,0.48611,49,84,0.37858,0.59363
1988,First Stage of Tertiary Education,3rd Quintile,Never,0.38866,35,84,0.28379,0.49353
1988,First Stage of Tertiary Education,4th Quintile,Seldom,0.37654,56,102,0.28205,0.47104
1988,First Stage of Tertiary Education,4th Quintile,Never,0.37767,46,102,0.28312,0.47222
1988,First Stage of Tertiary Education,5th Quintile,Seldom,0.48988,83,131,0.40395,0.57582
1988,First Stage of Tertiary Education,5th Quintile,Never,0.31691,48,131,0.23693,0.39689
1988,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.45355,41,41,0.29927,0.60783
1988,Second Stage of Tertiary Education,4th Quintile,Seldom,0.41965,63,112,0.32784,0.51146
1988,Second Stage of Tertiary Education,4th Quintile,Never,0.33228,49,112,0.24465,0.41991
1988,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.21650,78,341,0.17272,0.26028
1988,Second Stage of Tertiary Education,5th Quintile,Seldom,0.40829,156,341,0.35604,0.46054
1988,Second Stage of Tertiary Education,5th Quintile,Never,0.32766,107,341,0.27777,0.37755
1990,Primary Level,1st Quintile,Never,0.73912,197,197,0.67764,0.80059
1990,Primary Level,2nd Quintile,Never,0.73863,122,122,0.66034,0.81692
1990,Primary Level,3rd Quintile,Never,0.58227,92,92,0.48094,0.68360
1990,Primary Level,4th Quintile,Never,0.64072,64,64,0.52224,0.75920
1990,Lower Secondary Level,1st Quintile,At least once per week,0.03702,34,725,0.02327,0.05078
1990,Lower Secondary Level,1st Quintile,At least once per month,0.08547,81,725,0.06511,0.10584
1990,Lower Secondary Level,1st Quintile,Seldom,0.13499,113,725,0.11010,0.15988
1990,Lower Secondary Level,1st Quintile,Never,0.74251,497,725,0.71066,0.77436
1990,Lower Secondary Level,2nd Quintile,At least once per week,0.06227,46,573,0.04247,0.08208
1990,Lower Secondary Level,2nd Quintile,At least once per month,0.08704,73,573,0.06394,0.11014
1990,Lower Secondary Level,2nd Quintile,Seldom,0.19537,125,573,0.16288,0.22786
1990,Lower Secondary Level,2nd Quintile,Never,0.65532,329,573,0.61637,0.69426
1990,Lower Secondary Level,3rd Quintile,At least once per week,0.06080,39,499,0.03982,0.08179
1990,Lower Secondary Level,3rd Quintile,At least once per month,0.14183,74,499,0.11119,0.17247
1990,Lower Secondary Level,3rd Quintile,Seldom,0.16773,87,499,0.13492,0.20055
1990,Lower Secondary Level,3rd Quintile,Never,0.62963,299,499,0.58722,0.67204
1990,Lower Secondary Level,4th Quintile,At least once per week,0.07265,34,431,0.04812,0.09718
1990,Lower Secondary Level,4th Quintile,At least once per month,0.09873,51,431,0.07054,0.12693
1990,Lower Secondary Level,4th Quintile,Seldom,0.26950,107,431,0.22756,0.31144
1990,Lower Secondary Level,4th Quintile,Never,0.55912,239,431,0.51219,0.60604
1990,Lower Secondary Level,5th Quintile,Seldom,0.30616,64,173,0.23728,0.37504
1990,Lower Secondary Level,5th Quintile,Never,0.50299,109,173,0.42827,0.57772
1990,Upper Secondary Level,1st Quintile,At least once per week,0.03131,32,709,0.01848,0.04414
1990,Upper Secondary Level,1st Quintile,At least once per month,0.09185,70,709,0.07058,0.11313
1990,Upper Secondary Level,1st Quintile,Seldom,0.22566,162,709,0.19487,0.25645
1990,Upper Secondary Level,1st Quintile,Never,0.65117,445,709,0.61607,0.68628
1990,Upper Secondary Level,2nd Quintile,At least once per week,0.04253,39,896,0.02931,0.05575
1990,Upper Secondary Level,2nd Quintile,At least once per month,0.11126,107,896,0.09065,0.13186
1990,Upper Secondary Level,2nd Quintile,Seldom,0.35532,330,896,0.32397,0.38668
1990,Upper Secondary Level,2nd Quintile,Never,0.49089,420,896,0.45814,0.52364
1990,Upper Secondary Level,3rd Quintile,At least once per week,0.04133,46,960,0.02873,0.05393
1990,Upper Secondary Level,3rd Quintile,At least once per month,0.11742,127,960,0.09704,0.13779
1990,Upper Secondary Level,3rd Quintile,Seldom,0.36129,343,960,0.33088,0.39169
1990,Upper Secondary Level,3rd Quintile,Never,0.47997,444,960,0.44835,0.51159
1990,Upper Secondary Level,4th Quintile,At least once per week,0.06500,78,1054,0.05011,0.07989
1990,Upper Secondary Level,4th Quintile,At least once per month,0.17101,193,1054,0.14827,0.19375
1990,Upper Secondary Level,4th Quintile,Seldom,0.34836,358,1054,0.31959,0.37714
1990,Upper Secondary Level,4th Quintile,Never,0.41562,425,1054,0.38586,0.44539
1990,Upper Secondary Level,5th Quintile,At least once per week,0.04357,48,906,0.03027,0.05687
1990,Upper Secondary Level,5th Quintile,At least once per month,0.15263,156,906,0.12920,0.17606
1990,Upper Secondary Level,5th Quintile,Seldom,0.40591,359,906,0.37391,0.43790
1990,Upper Secondary Level,5th Quintile,Never,0.39789,343,906,0.36600,0.42978
1990,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.46307,33,33,0.29030,0.63584
1990,First Stage of Tertiary Education,2nd Quintile,Seldom,0.35873,33,67,0.24302,0.47444
1990,First Stage of Tertiary Education,2nd Quintile,Never,0.49121,34,67,0.37060,0.61182
1990,First Stage of Tertiary Education,3rd Quintile,Seldom,0.42197,42,81,0.31374,0.53019
1990,First Stage of Tertiary Education,3rd Quintile,Never,0.38675,39,81,0.28003,0.49347
1990,First Stage of Tertiary Education,4th Quintile,Seldom,0.33439,40,92,0.23746,0.43133
1990,First Stage of Tertiary Education,4th Quintile,Never,0.51555,52,92,0.41287,0.61824
1990,First Stage of Tertiary Education,5th Quintile,Seldom,0.46605,81,149,0.38568,0.54642
1990,First Stage of Tertiary Education,5th Quintile,Never,0.38299,68,149,0.30467,0.46130
1990,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.44077,39,75,0.32765,0.55389
1990,Second Stage of Tertiary Education,3rd Quintile,Never,0.36391,36,75,0.25428,0.47353
1990,Second Stage of Tertiary Education,4th Quintile,Seldom,0.43998,71,124,0.35226,0.52771
1990,Second Stage of Tertiary Education,4th Quintile,Never,0.33831,53,124,0.25469,0.42192
1990,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.15897,58,341,0.12011,0.19784
1990,Second Stage of Tertiary Education,5th Quintile,Seldom,0.44736,162,341,0.39451,0.50021
1990,Second Stage of Tertiary Education,5th Quintile,Never,0.36243,121,341,0.31133,0.41352
1992,Primary Level,1st Quintile,Never,0.71129,125,125,0.63152,0.79105
1992,Primary Level,2nd Quintile,Never,0.69705,110,110,0.61078,0.78332
1992,Primary Level,3rd Quintile,Seldom,0.30961,38,139,0.23248,0.38675
1992,Primary Level,3rd Quintile,Never,0.57455,101,139,0.49206,0.65704
1992,Primary Level,4th Quintile,Never,0.72135,81,81,0.62310,0.81960
1992,Lower Secondary Level,1st Quintile,At least once per week,0.04939,58,720,0.03355,0.06522
1992,Lower Secondary Level,1st Quintile,At least once per month,0.06944,66,720,0.05086,0.08802
1992,Lower Secondary Level,1st Quintile,Seldom,0.14716,124,720,0.12126,0.17305
1992,Lower Secondary Level,1st Quintile,Never,0.73401,472,720,0.70172,0.76631
1992,Lower Secondary Level,2nd Quintile,At least once per week,0.08498,77,651,0.06354,0.10641
1992,Lower Secondary Level,2nd Quintile,At least once per month,0.07955,76,651,0.05875,0.10035
1992,Lower Secondary Level,2nd Quintile,Seldom,0.21062,158,651,0.17927,0.24197
1992,Lower Secondary Level,2nd Quintile,Never,0.62485,340,651,0.58763,0.66208
1992,Lower Secondary Level,3rd Quintile,At least once per week,0.09883,71,539,0.07361,0.12404
1992,Lower Secondary Level,3rd Quintile,At least once per month,0.11212,73,539,0.08546,0.13878
1992,Lower Secondary Level,3rd Quintile,Seldom,0.25625,148,539,0.21936,0.29314
1992,Lower Secondary Level,3rd Quintile,Never,0.53280,247,539,0.49064,0.57496
1992,Lower Secondary Level,4th Quintile,At least once per week,0.09965,58,542,0.07440,0.12489
1992,Lower Secondary Level,4th Quintile,At least once per month,0.12167,76,542,0.09412,0.14922
1992,Lower Secondary Level,4th Quintile,Seldom,0.29137,158,542,0.25308,0.32966
1992,Lower Secondary Level,4th Quintile,Never,0.48732,250,542,0.44520,0.52944
1992,Lower Secondary Level,5th Quintile,At least once per month,0.16703,50,268,0.12229,0.21177
1992,Lower Secondary Level,5th Quintile,Seldom,0.33367,94,268,0.27711,0.39023
1992,Lower Secondary Level,5th Quintile,Never,0.42513,124,268,0.36583,0.48443
1992,Upper Secondary Level,1st Quintile,At least once per week,0.06135,61,1373,0.04865,0.07404
1992,Upper Secondary Level,1st Quintile,At least once per month,0.08603,115,1373,0.07120,0.10087
1992,Upper Secondary Level,1st Quintile,Seldom,0.29913,483,1373,0.27491,0.32336
1992,Upper Secondary Level,1st Quintile,Never,0.55349,714,1373,0.52718,0.57979
1992,Upper Secondary Level,2nd Quintile,At least once per week,0.05694,89,1417,0.04487,0.06901
1992,Upper Secondary Level,2nd Quintile,At least once per month,0.13269,181,1417,0.11502,0.15036
1992,Upper Secondary Level,2nd Quintile,Seldom,0.34086,564,1417,0.31617,0.36555
1992,Upper Secondary Level,2nd Quintile,Never,0.46950,583,1417,0.44350,0.49549
1992,Upper Secondary Level,3rd Quintile,At least once per week,0.06149,112,1303,0.04844,0.07454
1992,Upper Secondary Level,3rd Quintile,At least once per month,0.10858,166,1303,0.09168,0.12548
1992,Upper Secondary Level,3rd Quintile,Seldom,0.42667,538,1303,0.39980,0.45353
1992,Upper Secondary Level,3rd Quintile,Never,0.40326,487,1303,0.37661,0.42990
1992,Upper Secondary Level,4th Quintile,At least once per week,0.10530,145,1355,0.08895,0.12164
1992,Upper Secondary Level,4th Quintile,At least once per month,0.15545,229,1355,0.13615,0.17475
1992,Upper Secondary Level,4th Quintile,Seldom,0.42314,579,1355,0.39682,0.44945
1992,Upper Secondary Level,4th Quintile,Never,0.31612,402,1355,0.29135,0.34088
1992,Upper Secondary Level,5th Quintile,At least once per week,0.08444,112,1176,0.06854,0.10034
1992,Upper Secondary Level,5th Quintile,At least once per month,0.16795,223,1176,0.14657,0.18932
1992,Upper Secondary Level,5th Quintile,Seldom,0.43824,515,1176,0.40986,0.46661
1992,Upper Secondary Level,5th Quintile,Never,0.30937,326,1176,0.28294,0.33580
1992,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.54195,31,31,0.36366,0.72024
1992,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.28869,36,36,0.13856,0.43882
1992,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.36165,39,39,0.20888,0.51442
1992,First Stage of Tertiary Education,1st Quintile,Seldom,0.33794,34,77,0.23160,0.44429
1992,First Stage of Tertiary Education,1st Quintile,Never,0.54200,43,77,0.42998,0.65402
1992,First Stage of Tertiary Education,2nd Quintile,Seldom,0.37525,70,136,0.29357,0.45693
1992,First Stage of Tertiary Education,2nd Quintile,Never,0.53752,66,136,0.45342,0.62163
1992,First Stage of Tertiary Education,3rd Quintile,Seldom,0.45998,79,132,0.37463,0.54533
1992,First Stage of Tertiary Education,3rd Quintile,Never,0.39287,53,132,0.30924,0.47651
1992,First Stage of Tertiary Education,4th Quintile,Seldom,0.36681,64,105,0.27419,0.45944
1992,First Stage of Tertiary Education,4th Quintile,Never,0.34166,41,105,0.25051,0.43281
1992,First Stage of Tertiary Education,5th Quintile,At least once per month,0.19819,41,209,0.14401,0.25236
1992,First Stage of Tertiary Education,5th Quintile,Seldom,0.48112,110,209,0.41322,0.54903
1992,First Stage of Tertiary Education,5th Quintile,Never,0.27975,58,209,0.21875,0.34076
1992,Second Stage of Tertiary Education,1st Quintile,Seldom,0.41896,111,217,0.35316,0.48476
1992,Second Stage of Tertiary Education,1st Quintile,Never,0.45602,106,217,0.38960,0.52244
1992,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.19053,48,299,0.14594,0.23512
1992,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.45348,171,299,0.39696,0.51000
1992,Second Stage of Tertiary Education,2nd Quintile,Never,0.26690,80,299,0.21668,0.31713
1992,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.18398,48,316,0.14119,0.22677
1992,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.52760,196,316,0.47247,0.58273
1992,Second Stage of Tertiary Education,3rd Quintile,Never,0.25325,72,316,0.20522,0.30127
1992,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.15295,38,268,0.10977,0.19612
1992,Second Stage of Tertiary Education,4th Quintile,Seldom,0.46686,151,268,0.40702,0.52671
1992,Second Stage of Tertiary Education,4th Quintile,Never,0.33417,79,268,0.27759,0.39075
1992,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.19509,90,463,0.15895,0.23122
