"pli0091_h","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"Nie","1985","Realschule","Hessen","52","0.323719517849796","0.255175517855929","0.392263517843662"
"Nie","1985","Realschule","Rheinland-Pfalz,Saarland","25","","",""
"Nie","1985","Realschule","Baden-Wuerttemberg","83","0.352063498329988","0.295093929525516","0.40903306713446"
"Nie","1985","Realschule","Bayern","90","0.289106440092804","0.2417468502789","0.336466029906708"
"Nie","1985","Realschule","Saarland","","","",""
"Nie","1985","Realschule","Berlin","21","","",""
"Nie","1985","Realschule","Brandenburg","","","",""
"Nie","1985","Realschule","Mecklenburg-Vorpommern","","","",""
"Nie","1985","Realschule","Sachsen","","","",""
"Nie","1985","Realschule","Sachsen-Anhalt","","","",""
"Nie","1985","Realschule","Thueringen","","","",""
"Nie","1985","(Fach-)Abitur","Schleswig-Holstein","4","","",""
"Nie","1985","(Fach-)Abitur","Hamburg","10","","",""
"Nie","1985","(Fach-)Abitur","Niedersachsen","19","","",""
"Nie","1985","(Fach-)Abitur","Bremen","3","","",""
"Nie","1985","(Fach-)Abitur","Nordrhein-Westfalen","60","0.233810243410291","0.181448853277956","0.286171633542627"
"Nie","1985","(Fach-)Abitur","Hessen","22","","",""
"Nie","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","6","","",""
"Nie","1985","(Fach-)Abitur","Baden-Wuerttemberg","37","0.26910046327355","0.190079654220814","0.348121272326285"
"Nie","1985","(Fach-)Abitur","Bayern","41","0.365983680620812","0.279435949165546","0.452531412076078"
"Nie","1985","(Fach-)Abitur","Saarland","","","",""
"Nie","1985","(Fach-)Abitur","Berlin","9","","",""
"Nie","1985","(Fach-)Abitur","Brandenburg","","","",""
"Nie","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Nie","1985","(Fach-)Abitur","Sachsen","","","",""
"Nie","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Nie","1985","(Fach-)Abitur","Thueringen","","","",""
"Nie","1985","AkademikerIn","Schleswig-Holstein","7","","",""
"Nie","1985","AkademikerIn","Hamburg","3","","",""
"Nie","1985","AkademikerIn","Niedersachsen","21","","",""
"Nie","1985","AkademikerIn","Bremen","2","","",""
"Nie","1985","AkademikerIn","Nordrhein-Westfalen","72","0.3463084762167","0.283436843582036","0.409180108851364"
"Nie","1985","AkademikerIn","Hessen","20","","",""
"Nie","1985","AkademikerIn","Rheinland-Pfalz,Saarland","13","","",""
"Nie","1985","AkademikerIn","Baden-Wuerttemberg","39","0.378252103257896","0.288439575877266","0.468064630638526"
"Nie","1985","AkademikerIn","Bayern","49","0.401433002929455","0.321646944477013","0.481219061381898"
"Nie","1985","AkademikerIn","Saarland","","","",""
"Nie","1985","AkademikerIn","Berlin","6","","",""
"Nie","1985","AkademikerIn","Brandenburg","","","",""
"Nie","1985","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Nie","1985","AkademikerIn","Sachsen","","","",""
"Nie","1985","AkademikerIn","Sachsen-Anhalt","","","",""
"Nie","1985","AkademikerIn","Thueringen","","","",""
"Taeglich","1986","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Taeglich","1986","(noch) kein Abschluss","Hamburg","","","",""
"Taeglich","1986","(noch) kein Abschluss","Niedersachsen","","","",""
"Taeglich","1986","(noch) kein Abschluss","Bremen","","","",""
"Taeglich","1986","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Taeglich","1986","(noch) kein Abschluss","Hessen","","","",""
"Taeglich","1986","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1986","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Taeglich","1986","(noch) kein Abschluss","Bayern","","","",""
"Taeglich","1986","(noch) kein Abschluss","Saarland","","","",""
"Taeglich","1986","(noch) kein Abschluss","Berlin","","","",""
"Taeglich","1986","(noch) kein Abschluss","Brandenburg","","","",""
"Taeglich","1986","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Taeglich","1986","(noch) kein Abschluss","Sachsen","","","",""
"Taeglich","1986","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Taeglich","1986","(noch) kein Abschluss","Thueringen","","","",""
"Taeglich","1986","Hauptschule","Schleswig-Holstein","","","",""
"Taeglich","1986","Hauptschule","Hamburg","","","",""
"Taeglich","1986","Hauptschule","Niedersachsen","","","",""
"Taeglich","1986","Hauptschule","Bremen","","","",""
"Taeglich","1986","Hauptschule","Nordrhein-Westfalen","","","",""
"Taeglich","1986","Hauptschule","Hessen","","","",""
"Taeglich","1986","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1986","Hauptschule","Baden-Wuerttemberg","","","",""
"Taeglich","1986","Hauptschule","Bayern","","","",""
"Taeglich","1986","Hauptschule","Saarland","","","",""
"Taeglich","1986","Hauptschule","Berlin","","","",""
"Taeglich","1986","Hauptschule","Brandenburg","","","",""
"Taeglich","1986","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Taeglich","1986","Hauptschule","Sachsen","","","",""
"Taeglich","1986","Hauptschule","Sachsen-Anhalt","","","",""
"Taeglich","1986","Hauptschule","Thueringen","","","",""
"Taeglich","1986","Realschule","Schleswig-Holstein","","","",""
"Taeglich","1986","Realschule","Hamburg","","","",""
"Taeglich","1986","Realschule","Niedersachsen","","","",""
"Taeglich","1986","Realschule","Bremen","","","",""
"Taeglich","1986","Realschule","Nordrhein-Westfalen","","","",""
"Taeglich","1986","Realschule","Hessen","","","",""
"Taeglich","1986","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1986","Realschule","Baden-Wuerttemberg","","","",""
"Taeglich","1986","Realschule","Bayern","","","",""
"Taeglich","1986","Realschule","Saarland","","","",""
"Taeglich","1986","Realschule","Berlin","","","",""
"Taeglich","1986","Realschule","Brandenburg","","","",""
"Taeglich","1986","Realschule","Mecklenburg-Vorpommern","","","",""
"Taeglich","1986","Realschule","Sachsen","","","",""
"Taeglich","1986","Realschule","Sachsen-Anhalt","","","",""
"Taeglich","1986","Realschule","Thueringen","","","",""
"Taeglich","1986","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Taeglich","1986","(Fach-)Abitur","Hamburg","","","",""
"Taeglich","1986","(Fach-)Abitur","Niedersachsen","","","",""
"Taeglich","1986","(Fach-)Abitur","Bremen","","","",""
"Taeglich","1986","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Taeglich","1986","(Fach-)Abitur","Hessen","","","",""
"Taeglich","1986","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1986","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Taeglich","1986","(Fach-)Abitur","Bayern","","","",""
"Taeglich","1986","(Fach-)Abitur","Saarland","","","",""
"Taeglich","1986","(Fach-)Abitur","Berlin","","","",""
"Taeglich","1986","(Fach-)Abitur","Brandenburg","","","",""
"Taeglich","1986","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Taeglich","1986","(Fach-)Abitur","Sachsen","","","",""
"Taeglich","1986","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Taeglich","1986","(Fach-)Abitur","Thueringen","","","",""
"Taeglich","1986","AkademikerIn","Schleswig-Holstein","","","",""
"Taeglich","1986","AkademikerIn","Hamburg","","","",""
"Taeglich","1986","AkademikerIn","Niedersachsen","","","",""
"Taeglich","1986","AkademikerIn","Bremen","","","",""
"Taeglich","1986","AkademikerIn","Nordrhein-Westfalen","","","",""
"Taeglich","1986","AkademikerIn","Hessen","","","",""
"Taeglich","1986","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1986","AkademikerIn","Baden-Wuerttemberg","","","",""
"Taeglich","1986","AkademikerIn","Bayern","","","",""
"Taeglich","1986","AkademikerIn","Saarland","","","",""
"Taeglich","1986","AkademikerIn","Berlin","","","",""
"Taeglich","1986","AkademikerIn","Brandenburg","","","",""
"Taeglich","1986","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Taeglich","1986","AkademikerIn","Sachsen","","","",""
"Taeglich","1986","AkademikerIn","Sachsen-Anhalt","","","",""
"Taeglich","1986","AkademikerIn","Thueringen","","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","Schleswig-Holstein","4","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","Hamburg","2","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","Niedersachsen","7","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","Bremen","","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","Nordrhein-Westfalen","31","0.132348573831658","0.0961688359634614","0.168528311699856"
"Min 1x pro Woche","1986","(noch) kein Abschluss","Hessen","9","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","2","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","Baden-Wuerttemberg","19","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","Bayern","15","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","Berlin","5","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","Brandenburg","","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","Sachsen","","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","Thueringen","","","",""
"Min 1x pro Woche","1986","Hauptschule","Schleswig-Holstein","18","","",""
"Min 1x pro Woche","1986","Hauptschule","Hamburg","5","","",""
"Min 1x pro Woche","1986","Hauptschule","Niedersachsen","49","0.0808584868750359","0.0595197692539007","0.102197204496171"
"Min 1x pro Woche","1986","Hauptschule","Bremen","1","","",""
"Min 1x pro Woche","1986","Hauptschule","Nordrhein-Westfalen","78","0.0464177062159731","0.0359065689390042","0.056928843492942"
"Min 1x pro Woche","1986","Hauptschule","Hessen","45","0.0725838795805979","0.0511142738371239","0.0940534853240719"
"Min 1x pro Woche","1986","Hauptschule","Rheinland-Pfalz,Saarland","42","0.0637695509416199","0.0427884975211281","0.0847506043621117"
"Min 1x pro Woche","1986","Hauptschule","Baden-Wuerttemberg","85","0.0451577996322533","0.0332594329526165","0.05705616631189"
"Min 1x pro Woche","1986","Hauptschule","Bayern","90","0.0766070814136929","0.060542787786399","0.0926713750409868"
"Min 1x pro Woche","1986","Hauptschule","Saarland","","","",""
"Min 1x pro Woche","1986","Hauptschule","Berlin","8","","",""
"Min 1x pro Woche","1986","Hauptschule","Brandenburg","","","",""
"Min 1x pro Woche","1986","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1986","Hauptschule","Sachsen","","","",""
"Min 1x pro Woche","1986","Hauptschule","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1986","Hauptschule","Thueringen","","","",""
"Min 1x pro Woche","1986","Realschule","Schleswig-Holstein","7","","",""
"Min 1x pro Woche","1986","Realschule","Hamburg","3","","",""
"Min 1x pro Woche","1986","Realschule","Niedersachsen","43","0.174702537207989","0.12552291242245","0.223882161993527"
"Min 1x pro Woche","1986","Realschule","Bremen","3","","",""
"Min 1x pro Woche","1986","Realschule","Nordrhein-Westfalen","55","0.114443453141999","0.0850951835795792","0.14379172270442"
"Min 1x pro Woche","1986","Realschule","Hessen","22","","",""
"Min 1x pro Woche","1986","Realschule","Rheinland-Pfalz,Saarland","14","","",""
"Min 1x pro Woche","1986","Realschule","Baden-Wuerttemberg","46","0.152882032043171","0.110578574641837","0.195185489444506"
"Min 1x pro Woche","1986","Realschule","Bayern","46","0.137657221456673","0.0998484805787394","0.175465962334606"
"Min 1x pro Woche","1986","Realschule","Saarland","","","",""
"Min 1x pro Woche","1986","Realschule","Berlin","8","","",""
"Min 1x pro Woche","1986","Realschule","Brandenburg","","","",""
"Min 1x pro Woche","1986","Realschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1986","Realschule","Sachsen","","","",""
"Min 1x pro Woche","1986","Realschule","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1986","Realschule","Thueringen","","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","Schleswig-Holstein","3","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","Hamburg","3","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","Niedersachsen","12","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","Bremen","","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","Nordrhein-Westfalen","42","0.161413794381629","0.116257095987751","0.206570492775507"
"Min 1x pro Woche","1986","(Fach-)Abitur","Hessen","18","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","Rheinland-Pfalz,Saarland","7","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","Baden-Wuerttemberg","18","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","Bayern","17","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","Berlin","6","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","Brandenburg","","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","Sachsen","","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","Thueringen","","","",""
"Min 1x pro Woche","1986","AkademikerIn","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1986","AkademikerIn","Hamburg","1","","",""
"Min 1x pro Woche","1986","AkademikerIn","Niedersachsen","1","","",""
"Min 1x pro Woche","1986","AkademikerIn","Bremen","","","",""
"Min 1x pro Woche","1986","AkademikerIn","Nordrhein-Westfalen","21","","",""
"Min 1x pro Woche","1986","AkademikerIn","Hessen","11","","",""
"Min 1x pro Woche","1986","AkademikerIn","Rheinland-Pfalz,Saarland","4","","",""
"Min 1x pro Woche","1986","AkademikerIn","Baden-Wuerttemberg","6","","",""
"Min 1x pro Woche","1986","AkademikerIn","Bayern","8","","",""
"Min 1x pro Woche","1986","AkademikerIn","Saarland","","","",""
"Min 1x pro Woche","1986","AkademikerIn","Berlin","9","","",""
"Min 1x pro Woche","1986","AkademikerIn","Brandenburg","","","",""
"Min 1x pro Woche","1986","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1986","AkademikerIn","Sachsen","","","",""
"Min 1x pro Woche","1986","AkademikerIn","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1986","AkademikerIn","Thueringen","","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","Schleswig-Holstein","3","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","Hamburg","5","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","Niedersachsen","15","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","Bremen","","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","Nordrhein-Westfalen","46","0.241670735335118","0.195964644287673","0.287376826382564"
"Min 1x pro Monat","1986","(noch) kein Abschluss","Hessen","11","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","7","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","Baden-Wuerttemberg","24","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","Bayern","12","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","Berlin","4","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","Brandenburg","","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","Sachsen","","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","Thueringen","","","",""
"Min 1x pro Monat","1986","Hauptschule","Schleswig-Holstein","18","","",""
"Min 1x pro Monat","1986","Hauptschule","Hamburg","17","","",""
"Min 1x pro Monat","1986","Hauptschule","Niedersachsen","58","0.0753840553388282","0.0547190863316712","0.0960490243459852"
"Min 1x pro Monat","1986","Hauptschule","Bremen","8","","",""
"Min 1x pro Monat","1986","Hauptschule","Nordrhein-Westfalen","154","0.0857929257593619","0.0718010220016887","0.0997848295170351"
"Min 1x pro Monat","1986","Hauptschule","Hessen","55","0.0728447900271899","0.0513396571750735","0.0943499228793064"
"Min 1x pro Monat","1986","Hauptschule","Rheinland-Pfalz,Saarland","50","0.0840810247904908","0.0602519732982308","0.107910076282751"
"Min 1x pro Monat","1986","Hauptschule","Baden-Wuerttemberg","116","0.085487608976783","0.0694661691703126","0.101509048783253"
"Min 1x pro Monat","1986","Hauptschule","Bayern","139","0.122522937822703","0.102718592402646","0.142327283242761"
"Min 1x pro Monat","1986","Hauptschule","Saarland","","","",""
"Min 1x pro Monat","1986","Hauptschule","Berlin","21","","",""
"Min 1x pro Monat","1986","Hauptschule","Brandenburg","","","",""
"Min 1x pro Monat","1986","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1986","Hauptschule","Sachsen","","","",""
"Min 1x pro Monat","1986","Hauptschule","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1986","Hauptschule","Thueringen","","","",""
"Min 1x pro Monat","1986","Realschule","Schleswig-Holstein","12","","",""
"Min 1x pro Monat","1986","Realschule","Hamburg","9","","",""
"Min 1x pro Monat","1986","Realschule","Niedersachsen","46","0.186225657392544","0.135805742956614","0.236645571828473"
"Min 1x pro Monat","1986","Realschule","Bremen","5","","",""
"Min 1x pro Monat","1986","Realschule","Nordrhein-Westfalen","101","0.206307897438497","0.169003259471218","0.243612535405776"
"Min 1x pro Monat","1986","Realschule","Hessen","34","0.20223111052904","0.141128948369133","0.263333272688948"
"Min 1x pro Monat","1986","Realschule","Rheinland-Pfalz,Saarland","16","","",""
"Min 1x pro Monat","1986","Realschule","Baden-Wuerttemberg","59","0.203140065685093","0.155845147015221","0.250434984354965"
"Min 1x pro Monat","1986","Realschule","Bayern","72","0.21282312016351","0.167907405163532","0.257738835163489"
"Min 1x pro Monat","1986","Realschule","Saarland","","","",""
"Min 1x pro Monat","1986","Realschule","Berlin","17","","",""
"Min 1x pro Monat","1986","Realschule","Brandenburg","","","",""
