"pli0091_h","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Woche","1985","(noch) kein Abschluss","Bayern","13","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Berlin","5","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Brandenburg","","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Sachsen","","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Thueringen","","","",""
"Min 1x pro Woche","1985","Hauptschule","Schleswig-Holstein","20","","",""
"Min 1x pro Woche","1985","Hauptschule","Hamburg","10","","",""
"Min 1x pro Woche","1985","Hauptschule","Niedersachsen","43","0.060483466909981","0.042072537650876","0.0788943961690861"
"Min 1x pro Woche","1985","Hauptschule","Bremen","2","","",""
"Min 1x pro Woche","1985","Hauptschule","Nordrhein-Westfalen","70","0.0312437034981521","0.0228030409700404","0.0396843660262638"
"Min 1x pro Woche","1985","Hauptschule","Hessen","49","0.0703147462239405","0.0502379114108265","0.0903915810370545"
"Min 1x pro Woche","1985","Hauptschule","Rheinland-Pfalz,Saarland","39","0.0645882944376183","0.0433802048854351","0.0857963839898015"
"Min 1x pro Woche","1985","Hauptschule","Baden-Wuerttemberg","114","0.0632148783544122","0.0494348748657825","0.0769948818430419"
"Min 1x pro Woche","1985","Hauptschule","Bayern","91","0.0787212526891059","0.0631362132149876","0.0943062921632241"
"Min 1x pro Woche","1985","Hauptschule","Saarland","","","",""
"Min 1x pro Woche","1985","Hauptschule","Berlin","9","","",""
"Min 1x pro Woche","1985","Hauptschule","Brandenburg","","","",""
"Min 1x pro Woche","1985","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1985","Hauptschule","Sachsen","","","",""
"Min 1x pro Woche","1985","Hauptschule","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1985","Hauptschule","Thueringen","","","",""
"Min 1x pro Woche","1985","Realschule","Schleswig-Holstein","14","","",""
"Min 1x pro Woche","1985","Realschule","Hamburg","5","","",""
"Min 1x pro Woche","1985","Realschule","Niedersachsen","36","0.148873739286685","0.101402861860348","0.196344616713022"
"Min 1x pro Woche","1985","Realschule","Bremen","3","","",""
"Min 1x pro Woche","1985","Realschule","Nordrhein-Westfalen","63","0.128805843755011","0.0978209379119979","0.159790749598025"
"Min 1x pro Woche","1985","Realschule","Hessen","37","0.202314567150903","0.143463955196519","0.261165179105287"
"Min 1x pro Woche","1985","Realschule","Rheinland-Pfalz,Saarland","11","","",""
"Min 1x pro Woche","1985","Realschule","Baden-Wuerttemberg","36","0.115713336141386","0.0775580729083429","0.153868599374429"
"Min 1x pro Woche","1985","Realschule","Bayern","65","0.176897158771468","0.137034685737101","0.216759631805836"
"Min 1x pro Woche","1985","Realschule","Saarland","","","",""
"Min 1x pro Woche","1985","Realschule","Berlin","8","","",""
"Min 1x pro Woche","1985","Realschule","Brandenburg","","","",""
"Min 1x pro Woche","1985","Realschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1985","Realschule","Sachsen","","","",""
"Min 1x pro Woche","1985","Realschule","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1985","Realschule","Thueringen","","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Schleswig-Holstein","4","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Hamburg","5","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Niedersachsen","14","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Bremen","","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Nordrhein-Westfalen","52","0.227908075571114","0.176013066487436","0.279803084654791"
"Min 1x pro Woche","1985","(Fach-)Abitur","Hessen","21","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","4","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Baden-Wuerttemberg","15","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Bayern","13","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Berlin","8","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Brandenburg","","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Sachsen","","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Thueringen","","","",""
"Min 1x pro Woche","1985","AkademikerIn","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1985","AkademikerIn","Hamburg","1","","",""
"Min 1x pro Woche","1985","AkademikerIn","Niedersachsen","5","","",""
"Min 1x pro Woche","1985","AkademikerIn","Bremen","","","",""
"Min 1x pro Woche","1985","AkademikerIn","Nordrhein-Westfalen","26","","",""
"Min 1x pro Woche","1985","AkademikerIn","Hessen","12","","",""
"Min 1x pro Woche","1985","AkademikerIn","Rheinland-Pfalz,Saarland","3","","",""
"Min 1x pro Woche","1985","AkademikerIn","Baden-Wuerttemberg","3","","",""
"Min 1x pro Woche","1985","AkademikerIn","Bayern","12","","",""
"Min 1x pro Woche","1985","AkademikerIn","Saarland","","","",""
"Min 1x pro Woche","1985","AkademikerIn","Berlin","6","","",""
"Min 1x pro Woche","1985","AkademikerIn","Brandenburg","","","",""
"Min 1x pro Woche","1985","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1985","AkademikerIn","Sachsen","","","",""
"Min 1x pro Woche","1985","AkademikerIn","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1985","AkademikerIn","Thueringen","","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Schleswig-Holstein","2","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Hamburg","5","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Niedersachsen","11","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Bremen","","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Nordrhein-Westfalen","32","0.216307418050266","0.172349034376737","0.260265801723796"
"Min 1x pro Monat","1985","(noch) kein Abschluss","Hessen","11","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","11","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Baden-Wuerttemberg","34","0.242415449932789","0.193429658606501","0.291401241259078"
"Min 1x pro Monat","1985","(noch) kein Abschluss","Bayern","13","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Berlin","5","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Brandenburg","","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Sachsen","","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Thueringen","","","",""
"Min 1x pro Monat","1985","Hauptschule","Schleswig-Holstein","26","","",""
"Min 1x pro Monat","1985","Hauptschule","Hamburg","17","","",""
"Min 1x pro Monat","1985","Hauptschule","Niedersachsen","54","0.0761599441017399","0.0556734869407896","0.0966464012626902"
"Min 1x pro Monat","1985","Hauptschule","Bremen","7","","",""
"Min 1x pro Monat","1985","Hauptschule","Nordrhein-Westfalen","156","0.0827966942232489","0.0694268201088105","0.0961665683376873"
"Min 1x pro Monat","1985","Hauptschule","Hessen","66","0.0844359884720705","0.0626030485197194","0.106268928424422"
"Min 1x pro Monat","1985","Hauptschule","Rheinland-Pfalz,Saarland","54","0.0971549294234292","0.071600730209707","0.122709128637151"
"Min 1x pro Monat","1985","Hauptschule","Baden-Wuerttemberg","115","0.0880267601867579","0.0719825593964195","0.104070960977096"
"Min 1x pro Monat","1985","Hauptschule","Bayern","140","0.109207691498024","0.0911575244827745","0.127257858513274"
"Min 1x pro Monat","1985","Hauptschule","Saarland","","","",""
"Min 1x pro Monat","1985","Hauptschule","Berlin","14","","",""
"Min 1x pro Monat","1985","Hauptschule","Brandenburg","","","",""
"Min 1x pro Monat","1985","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1985","Hauptschule","Sachsen","","","",""
"Min 1x pro Monat","1985","Hauptschule","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1985","Hauptschule","Thueringen","","","",""
"Min 1x pro Monat","1985","Realschule","Schleswig-Holstein","10","","",""
"Min 1x pro Monat","1985","Realschule","Hamburg","14","","",""
"Min 1x pro Monat","1985","Realschule","Niedersachsen","41","0.176763704202023","0.125891563009902","0.227635845394144"
"Min 1x pro Monat","1985","Realschule","Bremen","4","","",""
"Min 1x pro Monat","1985","Realschule","Nordrhein-Westfalen","83","0.175011587778244","0.139865074494553","0.210158101061935"
"Min 1x pro Monat","1985","Realschule","Hessen","30","0.156929389131963","0.103644300470367","0.210214477793558"
"Min 1x pro Monat","1985","Realschule","Rheinland-Pfalz,Saarland","23","","",""
"Min 1x pro Monat","1985","Realschule","Baden-Wuerttemberg","59","0.214181002276837","0.165246188019032","0.263115816534642"
"Min 1x pro Monat","1985","Realschule","Bayern","67","0.176913275271654","0.137049376688129","0.216777173855178"
"Min 1x pro Monat","1985","Realschule","Saarland","","","",""
"Min 1x pro Monat","1985","Realschule","Berlin","17","","",""
"Min 1x pro Monat","1985","Realschule","Brandenburg","","","",""
"Min 1x pro Monat","1985","Realschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1985","Realschule","Sachsen","","","",""
"Min 1x pro Monat","1985","Realschule","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1985","Realschule","Thueringen","","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","Schleswig-Holstein","6","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","Hamburg","9","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","Niedersachsen","19","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","Bremen","1","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","Nordrhein-Westfalen","58","0.240971453249075","0.188063241427889","0.293879665070261"
"Min 1x pro Monat","1985","(Fach-)Abitur","Hessen","20","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","11","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","Baden-Wuerttemberg","29","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","Bayern","30","0.240861215924039","0.164033373403544","0.317689058444534"
"Min 1x pro Monat","1985","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","Berlin","8","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","Brandenburg","","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","Sachsen","","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","Thueringen","","","",""
"Min 1x pro Monat","1985","AkademikerIn","Schleswig-Holstein","1","","",""
"Min 1x pro Monat","1985","AkademikerIn","Hamburg","3","","",""
"Min 1x pro Monat","1985","AkademikerIn","Niedersachsen","13","","",""
"Min 1x pro Monat","1985","AkademikerIn","Bremen","","","",""
"Min 1x pro Monat","1985","AkademikerIn","Nordrhein-Westfalen","45","0.194417904788192","0.14212295114068","0.246712858435705"
"Min 1x pro Monat","1985","AkademikerIn","Hessen","21","","",""
"Min 1x pro Monat","1985","AkademikerIn","Rheinland-Pfalz,Saarland","3","","",""
"Min 1x pro Monat","1985","AkademikerIn","Baden-Wuerttemberg","18","","",""
"Min 1x pro Monat","1985","AkademikerIn","Bayern","15","","",""
"Min 1x pro Monat","1985","AkademikerIn","Saarland","","","",""
"Min 1x pro Monat","1985","AkademikerIn","Berlin","10","","",""
"Min 1x pro Monat","1985","AkademikerIn","Brandenburg","","","",""
"Min 1x pro Monat","1985","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1985","AkademikerIn","Sachsen","","","",""
"Min 1x pro Monat","1985","AkademikerIn","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1985","AkademikerIn","Thueringen","","","",""
"Seltener","1985","(noch) kein Abschluss","Schleswig-Holstein","6","","",""
"Seltener","1985","(noch) kein Abschluss","Hamburg","","","",""
"Seltener","1985","(noch) kein Abschluss","Niedersachsen","25","","",""
"Seltener","1985","(noch) kein Abschluss","Bremen","2","","",""
"Seltener","1985","(noch) kein Abschluss","Nordrhein-Westfalen","61","0.240754925658905","0.19510798005009","0.28640187126772"
"Seltener","1985","(noch) kein Abschluss","Hessen","18","","",""
"Seltener","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","20","","",""
"Seltener","1985","(noch) kein Abschluss","Baden-Wuerttemberg","38","0.114034972908876","0.0777019320670804","0.150368013750672"
"Seltener","1985","(noch) kein Abschluss","Bayern","25","","",""
"Seltener","1985","(noch) kein Abschluss","Saarland","","","",""
"Seltener","1985","(noch) kein Abschluss","Berlin","9","","",""
"Seltener","1985","(noch) kein Abschluss","Brandenburg","","","",""
"Seltener","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Seltener","1985","(noch) kein Abschluss","Sachsen","","","",""
"Seltener","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Seltener","1985","(noch) kein Abschluss","Thueringen","","","",""
"Seltener","1985","Hauptschule","Schleswig-Holstein","78","0.34002977858859","0.276262070659945","0.403797486517235"
"Seltener","1985","Hauptschule","Hamburg","43","0.281016039037772","0.207599822414446","0.354432255661098"
"Seltener","1985","Hauptschule","Niedersachsen","252","0.367175584116266","0.329946387198206","0.404404781034327"
"Seltener","1985","Hauptschule","Bremen","28","","",""
"Seltener","1985","Hauptschule","Nordrhein-Westfalen","519","0.295473636864187","0.273337796858207","0.317609476870166"
"Seltener","1985","Hauptschule","Hessen","214","0.346563677859919","0.309195904051743","0.383931451668096"
"Seltener","1985","Hauptschule","Rheinland-Pfalz,Saarland","137","0.243232567585124","0.206214365726257","0.280250769443992"
"Seltener","1985","Hauptschule","Baden-Wuerttemberg","327","0.262361063099982","0.237450055763736","0.287272070436227"
"Seltener","1985","Hauptschule","Bayern","324","0.259875139612313","0.234494576936535","0.28525570228809"
"Seltener","1985","Hauptschule","Saarland","","","",""
"Seltener","1985","Hauptschule","Berlin","68","0.327892042012162","0.258139759460232","0.397644324564092"
"Seltener","1985","Hauptschule","Brandenburg","","","",""
"Seltener","1985","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Seltener","1985","Hauptschule","Sachsen","","","",""
"Seltener","1985","Hauptschule","Sachsen-Anhalt","","","",""
"Seltener","1985","Hauptschule","Thueringen","","","",""
"Seltener","1985","Realschule","Schleswig-Holstein","31","0.357408617874627","0.25173063774095","0.463086598008304"
"Seltener","1985","Realschule","Hamburg","18","","",""
"Seltener","1985","Realschule","Niedersachsen","83","0.375589608204444","0.311007374716563","0.440171841692326"
"Seltener","1985","Realschule","Bremen","9","","",""
"Seltener","1985","Realschule","Nordrhein-Westfalen","178","0.386076340266173","0.341044603207952","0.431108077324394"
"Seltener","1985","Realschule","Hessen","60","0.317036525867339","0.248869402940275","0.385203648794402"
"Seltener","1985","Realschule","Rheinland-Pfalz,Saarland","43","0.401616678084623","0.306480956808257","0.496752399360989"
"Seltener","1985","Realschule","Baden-Wuerttemberg","92","0.318042163251789","0.262491746616231","0.373592579887348"
"Seltener","1985","Realschule","Bayern","130","0.357083125864074","0.307029120540166","0.407137131187983"
"Seltener","1985","Realschule","Saarland","","","",""
"Seltener","1985","Realschule","Berlin","27","","",""
"Seltener","1985","Realschule","Brandenburg","","","",""
"Seltener","1985","Realschule","Mecklenburg-Vorpommern","","","",""
"Seltener","1985","Realschule","Sachsen","","","",""
"Seltener","1985","Realschule","Sachsen-Anhalt","","","",""
"Seltener","1985","Realschule","Thueringen","","","",""
"Seltener","1985","(Fach-)Abitur","Schleswig-Holstein","11","","",""
"Seltener","1985","(Fach-)Abitur","Hamburg","9","","",""
"Seltener","1985","(Fach-)Abitur","Niedersachsen","18","","",""
"Seltener","1985","(Fach-)Abitur","Bremen","2","","",""
"Seltener","1985","(Fach-)Abitur","Nordrhein-Westfalen","81","0.29731022776952","0.240764737843706","0.353855717695335"
"Seltener","1985","(Fach-)Abitur","Hessen","26","","",""
"Seltener","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","8","","",""
"Seltener","1985","(Fach-)Abitur","Baden-Wuerttemberg","40","0.337450349217463","0.253200416730905","0.421700281704021"
"Seltener","1985","(Fach-)Abitur","Bayern","35","0.284719515885219","0.203638082721698","0.365800949048741"
"Seltener","1985","(Fach-)Abitur","Saarland","","","",""
"Seltener","1985","(Fach-)Abitur","Berlin","7","","",""
"Seltener","1985","(Fach-)Abitur","Brandenburg","","","",""
"Seltener","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Seltener","1985","(Fach-)Abitur","Sachsen","","","",""
"Seltener","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Seltener","1985","(Fach-)Abitur","Thueringen","","","",""
"Seltener","1985","AkademikerIn","Schleswig-Holstein","10","","",""
"Seltener","1985","AkademikerIn","Hamburg","8","","",""
"Seltener","1985","AkademikerIn","Niedersachsen","34","0.422005443682859","0.308711273801956","0.535299613563763"
"Seltener","1985","AkademikerIn","Bremen","","","",""
"Seltener","1985","AkademikerIn","Nordrhein-Westfalen","77","0.346852858884405","0.283958035058859","0.409747682709952"
"Seltener","1985","AkademikerIn","Hessen","37","0.348842953707407","0.250377318685424","0.447308588729389"
"Seltener","1985","AkademikerIn","Rheinland-Pfalz,Saarland","16","","",""
"Seltener","1985","AkademikerIn","Baden-Wuerttemberg","52","0.44783819359257","0.355743877788053","0.539932509397086"
"Seltener","1985","AkademikerIn","Bayern","69","0.452245727722956","0.371234686688462","0.533256768757451"
"Seltener","1985","AkademikerIn","Saarland","","","",""
"Seltener","1985","AkademikerIn","Berlin","15","","",""
"Seltener","1985","AkademikerIn","Brandenburg","","","",""
"Seltener","1985","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Seltener","1985","AkademikerIn","Sachsen","","","",""
"Seltener","1985","AkademikerIn","Sachsen-Anhalt","","","",""
"Seltener","1985","AkademikerIn","Thueringen","","","",""
"Nie","1985","(noch) kein Abschluss","Schleswig-Holstein","4","","",""
"Nie","1985","(noch) kein Abschluss","Hamburg","17","","",""
"Nie","1985","(noch) kein Abschluss","Niedersachsen","27","","",""
"Nie","1985","(noch) kein Abschluss","Bremen","2","","",""
"Nie","1985","(noch) kein Abschluss","Nordrhein-Westfalen","222","0.415331159536917","0.362719091583603","0.467943227490232"
"Nie","1985","(noch) kein Abschluss","Hessen","81","0.502434578199751","0.411836284967107","0.593032871432395"
"Nie","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","34","0.39073943060794","0.274771264249091","0.506707596966789"
"Nie","1985","(noch) kein Abschluss","Baden-Wuerttemberg","196","0.461959335902547","0.404971278901982","0.518947392903112"
"Nie","1985","(noch) kein Abschluss","Bayern","50","0.380447365369944","0.28576397540308","0.475130755336809"
"Nie","1985","(noch) kein Abschluss","Saarland","","","",""
"Nie","1985","(noch) kein Abschluss","Berlin","20","","",""
"Nie","1985","(noch) kein Abschluss","Brandenburg","","","",""
"Nie","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nie","1985","(noch) kein Abschluss","Sachsen","","","",""
"Nie","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nie","1985","(noch) kein Abschluss","Thueringen","","","",""
"Nie","1985","Hauptschule","Schleswig-Holstein","88","0.454912189389971","0.387880960306218","0.521943418473724"
"Nie","1985","Hauptschule","Hamburg","74","0.549110605525638","0.467840322729665","0.63038088832161"
"Nie","1985","Hauptschule","Niedersachsen","295","0.496181004872013","0.45756543101451","0.534796578729515"
"Nie","1985","Hauptschule","Bremen","44","0.642243701131318","0.537856043419017","0.746631358843619"
"Nie","1985","Hauptschule","Nordrhein-Westfalen","887","0.590485965414412","0.566628340916146","0.614343589912679"
"Nie","1985","Hauptschule","Hessen","294","0.49868558744407","0.459423573643125","0.537947601245014"
"Nie","1985","Hauptschule","Rheinland-Pfalz,Saarland","286","0.595024208553828","0.552669169229197","0.637379247878459"
"Nie","1985","Hauptschule","Baden-Wuerttemberg","642","0.586397298358848","0.558509942033903","0.614284654683794"
"Nie","1985","Hauptschule","Bayern","592","0.552195916200557","0.523418155148407","0.580973677252707"
"Nie","1985","Hauptschule","Saarland","","","",""
"Nie","1985","Hauptschule","Berlin","83","0.528070421565538","0.45389534778653","0.602245495344545"
"Nie","1985","Hauptschule","Brandenburg","","","",""
"Nie","1985","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Nie","1985","Hauptschule","Sachsen","","","",""
"Nie","1985","Hauptschule","Sachsen-Anhalt","","","",""
"Nie","1985","Hauptschule","Thueringen","","","",""
"Nie","1985","Realschule","Schleswig-Holstein","24","","",""
"Nie","1985","Realschule","Hamburg","19","","",""
"Nie","1985","Realschule","Niedersachsen","56","0.298772948306847","0.237732012550482","0.359813884063213"
"Nie","1985","Realschule","Bremen","6","","",""
"Nie","1985","Realschule","Nordrhein-Westfalen","125","0.310106228200571","0.267323224022579","0.352889232378564"
