year,bula_h,pgisced97,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.33075,283,858,0.29925,0.36225
1985,Baden-Wuerttemberg,Upper Secondary Level,Never,0.45120,363,858,0.41789,0.48452
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.33438,37,88,0.23524,0.43352
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.50871,51,88,0.40366,0.61376
1985,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.44787,52,91,0.34513,0.55060
1985,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.37824,39,91,0.27805,0.47843
1985,Bavaria,Primary Level,Never,0.42601,46,46,0.28153,0.57049
1985,Bavaria,Lower Secondary Level,At least once per week,0.11022,60,533,0.08361,0.13683
1985,Bavaria,Lower Secondary Level,At least once per month,0.11709,73,533,0.08977,0.14441
1985,Bavaria,Lower Secondary Level,Seldom,0.20072,115,533,0.16669,0.23476
1985,Bavaria,Lower Secondary Level,Never,0.57197,285,533,0.52992,0.61401
1985,Bavaria,Upper Secondary Level,At least once per week,0.10243,98,931,0.08295,0.12192
1985,Bavaria,Upper Secondary Level,At least once per month,0.14682,147,931,0.12408,0.16957
1985,Bavaria,Upper Secondary Level,Seldom,0.31614,314,931,0.28626,0.34602
1985,Bavaria,Upper Secondary Level,Never,0.43460,372,931,0.40274,0.46646
1985,Bavaria,First Stage of Tertiary Education,Seldom,0.35728,47,97,0.26142,0.45314
1985,Bavaria,First Stage of Tertiary Education,Never,0.45379,50,97,0.35420,0.55338
1985,Bavaria,Second Stage of Tertiary Education,Seldom,0.45249,69,118,0.36230,0.54268
1985,Bavaria,Second Stage of Tertiary Education,Never,0.40145,49,118,0.31263,0.49027
1985,Berlin,Lower Secondary Level,Seldom,0.33805,31,72,0.22802,0.44809
1985,Berlin,Lower Secondary Level,Never,0.51108,41,72,0.39481,0.62736
1985,Berlin,Upper Secondary Level,Seldom,0.26953,57,121,0.19014,0.34892
1985,Berlin,Upper Secondary Level,Never,0.46906,64,121,0.37977,0.55835
1986,Schleswig-Holstein,Lower Secondary Level,Never,0.48987,37,37,0.32657,0.65317
1986,Schleswig-Holstein,Upper Secondary Level,Seldom,0.47857,87,141,0.39582,0.56132
1986,Schleswig-Holstein,Upper Secondary Level,Never,0.30842,54,141,0.23192,0.38492
1986,Hamburg,Upper Secondary Level,Seldom,0.39689,48,104,0.30241,0.49138
1986,Hamburg,Upper Secondary Level,Never,0.43888,56,104,0.34304,0.53472
1986,Lower Saxony,Lower Secondary Level,At least once per week,0.13146,41,311,0.09384,0.16907
1986,Lower Saxony,Lower Secondary Level,At least once per month,0.10969,41,311,0.07490,0.14448
1986,Lower Saxony,Lower Secondary Level,Seldom,0.26014,94,311,0.21130,0.30898
1986,Lower Saxony,Lower Secondary Level,Never,0.49871,135,311,0.44305,0.55437
1986,Lower Saxony,Upper Secondary Level,At least once per week,0.10205,54,530,0.07625,0.12784
1986,Lower Saxony,Upper Secondary Level,At least once per month,0.10492,62,530,0.07880,0.13103
1986,Lower Saxony,Upper Secondary Level,Seldom,0.40874,225,530,0.36684,0.45063
1986,Lower Saxony,Upper Secondary Level,Never,0.38430,189,530,0.34285,0.42575
1986,Lower Saxony,First Stage of Tertiary Education,Seldom,0.43111,33,33,0.25952,0.60270
1986,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.55462,47,47,0.41099,0.69825
1986,North Rhine-Westphalia,Primary Level,Seldom,0.18477,43,217,0.13301,0.23653
1986,North Rhine-Westphalia,Primary Level,Never,0.66472,174,217,0.60176,0.72768
1986,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.07136,58,699,0.05226,0.09046
1986,North Rhine-Westphalia,Lower Secondary Level,At least once per month,0.12308,90,699,0.09871,0.14746
1986,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.19717,168,699,0.16765,0.22668
1986,North Rhine-Westphalia,Lower Secondary Level,Never,0.60839,383,699,0.57218,0.64460
1986,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.07375,102,1343,0.05976,0.08773
1986,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.13467,206,1343,0.11641,0.15294
1986,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.33082,473,1343,0.30564,0.35599
1986,North Rhine-Westphalia,Upper Secondary Level,Never,0.46077,562,1343,0.43410,0.48744
1986,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.36396,31,62,0.24321,0.48470
1986,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.36318,31,62,0.24249,0.48386
1986,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.37934,65,118,0.29142,0.46726
1986,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.41230,53,118,0.32310,0.50150
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per month,0.20057,51,194,0.14407,0.25706
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.37660,86,194,0.30824,0.44496
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.31089,57,194,0.24559,0.37619
1986,Hesse,Primary Level,Never,0.78762,59,59,0.68236,0.89288
1986,Hesse,Lower Secondary Level,At least once per month,0.11032,36,263,0.07238,0.14826
1986,Hesse,Lower Secondary Level,Seldom,0.24421,81,263,0.19218,0.29623
1986,Hesse,Lower Secondary Level,Never,0.55831,146,263,0.49818,0.61844
1986,Hesse,Upper Secondary Level,At least once per week,0.11006,51,469,0.08170,0.13841
1986,Hesse,Upper Secondary Level,At least once per month,0.13027,65,469,0.09978,0.16077
1986,Hesse,Upper Secondary Level,Seldom,0.34859,171,469,0.30541,0.39176
1986,Hesse,Upper Secondary Level,Never,0.41108,182,469,0.36650,0.45566
1986,Hesse,Second Stage of Tertiary Education,Seldom,0.36482,35,35,0.20301,0.52662
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.23895,68,212,0.18141,0.29649
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.61680,144,212,0.55120,0.68240
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.08735,37,366,0.05839,0.11632
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per month,0.11399,46,366,0.08139,0.14660
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.29690,114,366,0.25002,0.34377
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.50176,169,366,0.45046,0.55305
1986,Baden-Wuerttemberg,Primary Level,Seldom,0.13808,36,197,0.08978,0.18638
1986,Baden-Wuerttemberg,Primary Level,Never,0.71571,161,197,0.65256,0.77886
1986,Baden-Wuerttemberg,Lower Secondary Level,At least once per week,0.09425,66,593,0.07071,0.11779
1986,Baden-Wuerttemberg,Lower Secondary Level,At least once per month,0.10483,71,593,0.08015,0.12951
1986,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.18738,122,593,0.15595,0.21882
1986,Baden-Wuerttemberg,Lower Secondary Level,Never,0.61354,334,593,0.57431,0.65276
1986,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.07049,75,847,0.05324,0.08773
1986,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.13082,116,847,0.10810,0.15354
1986,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.30326,258,847,0.27228,0.33423
1986,Baden-Wuerttemberg,Upper Secondary Level,Never,0.49544,398,847,0.46175,0.52913
1986,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.32847,36,86,0.22863,0.42832
1986,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.55433,50,86,0.44867,0.66000
1986,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.42977,49,89,0.32634,0.53320
1986,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.39100,40,89,0.28904,0.49296
1986,Bavaria,Primary Level,Never,0.53299,52,52,0.39606,0.66992
1986,Bavaria,Lower Secondary Level,At least once per week,0.09060,50,482,0.06495,0.11625
1986,Bavaria,Lower Secondary Level,At least once per month,0.11883,64,482,0.08991,0.14774
1986,Bavaria,Lower Secondary Level,Seldom,0.20391,108,482,0.16790,0.23992
1986,Bavaria,Lower Secondary Level,Never,0.58667,260,482,0.54266,0.63067
1986,Bavaria,Upper Secondary Level,At least once per week,0.10463,95,874,0.08433,0.12493
1986,Bavaria,Upper Secondary Level,At least once per month,0.18133,169,874,0.15577,0.20689
1986,Bavaria,Upper Secondary Level,Seldom,0.31052,277,874,0.27983,0.34122
1986,Bavaria,Upper Secondary Level,Never,0.40352,333,874,0.37097,0.43606
1986,Bavaria,First Stage of Tertiary Education,Seldom,0.34986,41,87,0.24906,0.45066
1986,Bavaria,First Stage of Tertiary Education,Never,0.45816,46,87,0.35286,0.56347
1986,Bavaria,Second Stage of Tertiary Education,Seldom,0.37339,56,113,0.28380,0.46297
1986,Bavaria,Second Stage of Tertiary Education,Never,0.47025,57,113,0.37781,0.56269
1986,Berlin,Lower Secondary Level,Never,0.58790,37,37,0.42711,0.74869
1986,Berlin,Upper Secondary Level,At least once per month,0.19275,32,153,0.13004,0.25546
1986,Berlin,Upper Secondary Level,Seldom,0.34525,65,153,0.26966,0.42084
1986,Berlin,Upper Secondary Level,Never,0.41111,56,153,0.33289,0.48933
1988,Schleswig-Holstein,Lower Secondary Level,Never,0.53931,34,34,0.36924,0.70938
1988,Schleswig-Holstein,Upper Secondary Level,Seldom,0.48739,89,144,0.40547,0.56932
1988,Schleswig-Holstein,Upper Secondary Level,Never,0.31949,55,144,0.24306,0.39591
1988,Hamburg,Upper Secondary Level,Seldom,0.35844,33,76,0.24991,0.46697
1988,Hamburg,Upper Secondary Level,Never,0.41949,43,76,0.30781,0.53118
1988,Lower Saxony,Lower Secondary Level,At least once per week,0.07575,31,274,0.04436,0.10713
1988,Lower Saxony,Lower Secondary Level,At least once per month,0.12351,41,274,0.08448,0.16254
1988,Lower Saxony,Lower Secondary Level,Seldom,0.22152,66,274,0.17225,0.27078
1988,Lower Saxony,Lower Secondary Level,Never,0.57923,136,274,0.52067,0.63780
1988,Lower Saxony,Upper Secondary Level,At least once per week,0.11206,55,516,0.08482,0.13930
1988,Lower Saxony,Upper Secondary Level,At least once per month,0.15186,90,516,0.12086,0.18285
1988,Lower Saxony,Upper Secondary Level,Seldom,0.39474,205,516,0.35253,0.43696
1988,Lower Saxony,Upper Secondary Level,Never,0.34134,166,516,0.30039,0.38229
1988,Lower Saxony,First Stage of Tertiary Education,Seldom,0.41990,33,33,0.24890,0.59090
1988,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.41814,35,35,0.25234,0.58395
1988,North Rhine-Westphalia,Primary Level,Never,0.63561,152,152,0.55884,0.71237
1988,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.07088,61,653,0.05118,0.09058
1988,North Rhine-Westphalia,Lower Secondary Level,At least once per month,0.11505,87,653,0.09055,0.13954
1988,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.17588,135,653,0.14666,0.20510
1988,North Rhine-Westphalia,Lower Secondary Level,Never,0.63820,370,653,0.60131,0.67508
1988,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.06592,91,1269,0.05226,0.07958
1988,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.13166,182,1269,0.11305,0.15027
1988,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.35332,452,1269,0.32701,0.37963
1988,North Rhine-Westphalia,Upper Secondary Level,Never,0.44910,544,1269,0.42173,0.47648
1988,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.28071,32,32,0.12253,0.43889
1988,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.45784,71,117,0.36717,0.54851
1988,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.34320,46,117,0.25680,0.42960
1988,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per month,0.20066,42,189,0.14341,0.25791
1988,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.40666,86,189,0.33644,0.47688
1988,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.31876,61,189,0.25214,0.38537
1988,Hesse,Primary Level,Never,0.76990,64,64,0.66597,0.87384
1988,Hesse,Lower Secondary Level,Seldom,0.17829,59,228,0.12850,0.22809
1988,Hesse,Lower Secondary Level,Never,0.67239,169,228,0.61133,0.73345
1988,Hesse,Upper Secondary Level,At least once per week,0.09643,44,455,0.06928,0.12358
1988,Hesse,Upper Secondary Level,At least once per month,0.17064,78,455,0.13604,0.20525
1988,Hesse,Upper Secondary Level,Seldom,0.27594,123,455,0.23483,0.31706
1988,Hesse,Upper Secondary Level,Never,0.45698,210,455,0.41116,0.50280
1988,Hesse,Second Stage of Tertiary Education,Seldom,0.39682,32,32,0.22459,0.56904
1988,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.23406,62,196,0.17463,0.29349
1988,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.63043,134,196,0.56268,0.69818
1988,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per month,0.16291,64,341,0.12366,0.20216
1988,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.29818,115,341,0.24956,0.34681
1988,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.48958,162,341,0.43644,0.54272
1988,Baden-Wuerttemberg,Primary Level,Seldom,0.19549,32,189,0.13880,0.25219
1988,Baden-Wuerttemberg,Primary Level,Never,0.67003,157,189,0.60282,0.73725
1988,Baden-Wuerttemberg,Lower Secondary Level,At least once per week,0.09285,65,576,0.06913,0.11658
1988,Baden-Wuerttemberg,Lower Secondary Level,At least once per month,0.13719,94,576,0.10907,0.16531
1988,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.19762,127,576,0.16507,0.23016
1988,Baden-Wuerttemberg,Lower Secondary Level,Never,0.57234,290,576,0.53190,0.61278
1988,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.05754,61,799,0.04138,0.07370
1988,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.16115,136,799,0.13564,0.18666
1988,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.33352,257,799,0.30080,0.36623
1988,Baden-Wuerttemberg,Upper Secondary Level,Never,0.44779,345,799,0.41329,0.48229
1988,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.45579,48,85,0.34928,0.56230
1988,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.42496,37,85,0.31924,0.53068
1988,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.43936,46,80,0.32992,0.54881
1988,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.32511,34,80,0.22182,0.42841
1988,Bavaria,Primary Level,Never,0.54565,41,41,0.39135,0.69996
1988,Bavaria,Lower Secondary Level,At least once per week,0.11472,59,442,0.08498,0.14446
1988,Bavaria,Lower Secondary Level,At least once per month,0.09519,50,442,0.06780,0.12258
1988,Bavaria,Lower Secondary Level,Seldom,0.23516,116,442,0.19558,0.27474
1988,Bavaria,Lower Secondary Level,Never,0.55493,217,442,0.50854,0.60131
1988,Bavaria,Upper Secondary Level,At least once per week,0.09728,79,816,0.07693,0.11762
1988,Bavaria,Upper Secondary Level,At least once per month,0.16408,141,816,0.13866,0.18951
1988,Bavaria,Upper Secondary Level,Seldom,0.34800,300,816,0.31529,0.38070
1988,Bavaria,Upper Secondary Level,Never,0.39064,296,816,0.35714,0.42414
1988,Bavaria,First Stage of Tertiary Education,Seldom,0.37088,36,70,0.25690,0.48486
1988,Bavaria,First Stage of Tertiary Education,Never,0.42444,34,70,0.30782,0.54107
1988,Bavaria,Second Stage of Tertiary Education,Seldom,0.44656,56,101,0.34912,0.54400
1988,Bavaria,Second Stage of Tertiary Education,Never,0.33875,45,101,0.24599,0.43151
1988,Berlin,Lower Secondary Level,Never,0.52973,40,40,0.37308,0.68638
1988,Berlin,Upper Secondary Level,Seldom,0.35850,58,112,0.26929,0.44772
1988,Berlin,Upper Secondary Level,Never,0.43659,54,112,0.34433,0.52886
1990,Schleswig-Holstein,Lower Secondary Level,Never,0.56524,33,33,0.39348,0.73700
1990,Schleswig-Holstein,Upper Secondary Level,Seldom,0.49172,78,134,0.40675,0.57668
1990,Schleswig-Holstein,Upper Secondary Level,Never,0.35680,56,134,0.27539,0.43822
1990,Hamburg,Upper Secondary Level,Never,0.49399,46,46,0.34791,0.64007
1990,Lower Saxony,Lower Secondary Level,Seldom,0.18889,57,196,0.13395,0.24383
1990,Lower Saxony,Lower Secondary Level,Never,0.65077,139,196,0.58386,0.71769
1990,Lower Saxony,Upper Secondary Level,At least once per week,0.05578,32,499,0.03563,0.07594
1990,Lower Saxony,Upper Secondary Level,At least once per month,0.13161,74,499,0.10192,0.16130
1990,Lower Saxony,Upper Secondary Level,Seldom,0.38951,195,499,0.34668,0.43234
1990,Lower Saxony,Upper Secondary Level,Never,0.42310,198,499,0.37970,0.46649
1990,Lower Saxony,First Stage of Tertiary Education,Seldom,0.40127,33,33,0.23144,0.57110
1990,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.45419,36,36,0.28924,0.61915
1990,North Rhine-Westphalia,Primary Level,Never,0.73167,146,146,0.65955,0.80379
1990,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.06212,47,615,0.04303,0.08121
1990,North Rhine-Westphalia,Lower Secondary Level,At least once per month,0.12452,87,615,0.09841,0.15064
1990,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.19004,116,615,0.15901,0.22107
1990,North Rhine-Westphalia,Lower Secondary Level,Never,0.62331,365,615,0.58499,0.66164
1990,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.04005,57,1216,0.02902,0.05107
1990,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.12815,170,1216,0.10935,0.14695
1990,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.34060,410,1216,0.31396,0.36725
1990,North Rhine-Westphalia,Upper Secondary Level,Never,0.49120,579,1216,0.46309,0.51931
1990,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.32637,32,32,0.16131,0.49143
1990,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.42175,57,110,0.32903,0.51446
1990,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.39649,53,110,0.30466,0.48833
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.44288,89,160,0.36567,0.52009
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.35003,71,160,0.27589,0.42417
1990,Hesse,Primary Level,Never,0.82209,62,62,0.72612,0.91806
1990,Hesse,Lower Secondary Level,At least once per month,0.09200,37,242,0.05551,0.12849
1990,Hesse,Lower Secondary Level,Seldom,0.17710,44,242,0.12891,0.22530
1990,Hesse,Lower Secondary Level,Never,0.66962,161,242,0.61024,0.72900
1990,Hesse,Upper Secondary Level,At least once per month,0.11864,60,424,0.08783,0.14946
1990,Hesse,Upper Secondary Level,Seldom,0.35531,152,424,0.30970,0.40092
1990,Hesse,Upper Secondary Level,Never,0.47657,212,424,0.42897,0.52416
1990,Hesse,Second Stage of Tertiary Education,Seldom,0.43203,33,33,0.26040,0.60367
1990,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.19007,48,186,0.13353,0.24661
1990,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.69312,138,186,0.62666,0.75958
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per month,0.13967,49,310,0.10102,0.17832
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.27941,95,310,0.22938,0.32944
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.55361,166,310,0.49818,0.60904
1990,Baden-Wuerttemberg,Primary Level,Never,0.72881,151,151,0.65767,0.79996
1990,Baden-Wuerttemberg,Lower Secondary Level,At least once per month,0.11203,73,484,0.08390,0.14016
1990,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.18821,95,484,0.15335,0.22307
1990,Baden-Wuerttemberg,Lower Secondary Level,Never,0.66054,316,484,0.61831,0.70277
1990,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.04384,40,792,0.02957,0.05811
1990,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.13230,111,792,0.10869,0.15591
1990,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.31864,246,792,0.28617,0.35111
1990,Baden-Wuerttemberg,Upper Secondary Level,Never,0.50522,395,792,0.47037,0.54006
1990,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.42715,39,85,0.32137,0.53294
1990,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.45267,46,85,0.34622,0.55912
1990,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.51601,47,85,0.40914,0.62288
1990,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.39040,38,85,0.28607,0.49473
1990,Bavaria,Primary Level,Never,0.51555,44,44,0.36617,0.66492
1990,Bavaria,Lower Secondary Level,At least once per week,0.06738,31,401,0.04281,0.09195
1990,Bavaria,Lower Secondary Level,At least once per month,0.08658,38,401,0.05902,0.11414
1990,Bavaria,Lower Secondary Level,Seldom,0.19951,84,401,0.16035,0.23867
1990,Bavaria,Lower Secondary Level,Never,0.64653,248,401,0.59968,0.69338
1990,Bavaria,Upper Secondary Level,At least once per week,0.06403,60,807,0.04713,0.08093
1990,Bavaria,Upper Secondary Level,At least once per month,0.14563,127,807,0.12128,0.16999
1990,Bavaria,Upper Secondary Level,Seldom,0.33394,275,807,0.30138,0.36650
1990,Bavaria,Upper Secondary Level,Never,0.45640,345,807,0.42201,0.49079
1990,Bavaria,First Stage of Tertiary Education,Seldom,0.38379,38,78,0.27517,0.49241
1990,Bavaria,First Stage of Tertiary Education,Never,0.49065,40,78,0.37899,0.60232
1990,Bavaria,Second Stage of Tertiary Education,Seldom,0.45386,64,110,0.36040,0.54733
1990,Bavaria,Second Stage of Tertiary Education,Never,0.37261,46,110,0.28184,0.46338
1990,Berlin,Lower Secondary Level,Never,0.56410,46,46,0.41921,0.70898
1990,Berlin,Upper Secondary Level,At least once per month,0.16871,41,247,0.12191,0.21551
1990,Berlin,Upper Secondary Level,Seldom,0.36926,120,247,0.30895,0.42957
1990,Berlin,Upper Secondary Level,Never,0.38515,86,247,0.32434,0.44596
