year,age_gr,migback,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,30-45 y.,No migration background,Unimportant,0.01154,35,4277,0.00834,0.01474
2008,30-45 y.,Direct migration background,Very important,0.72925,453,581,0.69309,0.76542
2008,30-45 y.,Direct migration background,Important,0.22361,128,581,0.18970,0.25752
2008,30-45 y.,Indirect migration background,Very important,0.73873,199,253,0.68448,0.79297
2008,30-45 y.,Indirect migration background,Important,0.20403,54,253,0.15427,0.25378
2008,46-65 y.,No migration background,Very important,0.57605,3743,5901,0.56344,0.58866
2008,46-65 y.,No migration background,Important,0.31662,1785,5901,0.30475,0.32849
2008,46-65 y.,No migration background,Less important,0.07151,273,5901,0.06494,0.07809
2008,46-65 y.,No migration background,Unimportant,0.02661,100,5901,0.02250,0.03072
2008,46-65 y.,Direct migration background,Very important,0.61028,454,659,0.57302,0.64754
2008,46-65 y.,Direct migration background,Important,0.30471,205,659,0.26954,0.33988
2008,66 and older,No migration background,Very important,0.52238,2278,3797,0.50649,0.53827
2008,66 and older,No migration background,Important,0.27631,1094,3797,0.26208,0.29053
2008,66 and older,No migration background,Less important,0.06326,176,3797,0.05552,0.07100
2008,66 and older,No migration background,Unimportant,0.09058,249,3797,0.08145,0.09971
2008,66 and older,Direct migration background,Very important,0.50097,195,320,0.44610,0.55584
2008,66 and older,Direct migration background,Important,0.33051,125,320,0.27889,0.38213
2012,17-29 y.,No migration background,Very important,0.56552,1937,3044,0.54791,0.58314
2012,17-29 y.,No migration background,Important,0.27862,898,3044,0.26269,0.29455
2012,17-29 y.,No migration background,Less important,0.07363,209,3044,0.06435,0.08291
2012,17-29 y.,Direct migration background,Very important,0.71496,290,371,0.66897,0.76096
2012,17-29 y.,Direct migration background,Important,0.21930,81,371,0.17714,0.26146
2012,17-29 y.,Indirect migration background,Very important,0.60024,341,470,0.55591,0.64458
2012,17-29 y.,Indirect migration background,Important,0.25309,129,470,0.21374,0.29244
2012,30-45 y.,No migration background,Very important,0.67852,5047,7077,0.66763,0.68940
2012,30-45 y.,No migration background,Important,0.25677,1702,7077,0.24659,0.26695
2012,30-45 y.,No migration background,Less important,0.04712,245,7077,0.04218,0.05206
2012,30-45 y.,No migration background,Unimportant,0.01335,83,7077,0.01068,0.01603
2012,30-45 y.,Direct migration background,Very important,0.76468,1075,1369,0.74220,0.78716
2012,30-45 y.,Direct migration background,Important,0.21093,294,1369,0.18931,0.23255
2012,30-45 y.,Indirect migration background,Very important,0.71322,422,542,0.67511,0.75133
2012,30-45 y.,Indirect migration background,Important,0.22138,120,542,0.18640,0.25637
2012,46-65 y.,No migration background,Very important,0.58787,5089,8236,0.57724,0.59851
2012,46-65 y.,No migration background,Important,0.31477,2556,8236,0.30474,0.32480
2012,46-65 y.,No migration background,Less important,0.05931,410,8236,0.05421,0.06441
2012,46-65 y.,No migration background,Unimportant,0.02525,181,8236,0.02186,0.02863
2012,46-65 y.,Direct migration background,Very important,0.60681,588,896,0.57481,0.63881
2012,46-65 y.,Direct migration background,Important,0.29037,270,896,0.26063,0.32011
2012,46-65 y.,Direct migration background,Less important,0.05254,38,896,0.03792,0.06716
2012,46-65 y.,Indirect migration background,Very important,0.54144,77,128,0.45478,0.62810
2012,46-65 y.,Indirect migration background,Important,0.39541,51,128,0.31038,0.48045
2012,66 and older,No migration background,Very important,0.47269,2511,4612,0.45828,0.48710
2012,66 and older,No migration background,Important,0.33011,1566,4612,0.31653,0.34368
2012,66 and older,No migration background,Less important,0.06213,221,4612,0.05517,0.06910
2012,66 and older,No migration background,Unimportant,0.08055,314,4612,0.07269,0.08840
2012,66 and older,Direct migration background,Very important,0.51978,219,378,0.46934,0.57021
2012,66 and older,Direct migration background,Important,0.29463,127,378,0.24861,0.34065
2012,66 and older,Direct migration background,Unimportant,0.08434,32,378,0.05628,0.11239
2016,17-29 y.,No migration background,Very important,0.57084,1434,2354,0.55084,0.59084
2016,17-29 y.,No migration background,Important,0.27761,725,2354,0.25952,0.29571
2016,17-29 y.,No migration background,Less important,0.05877,161,2354,0.04927,0.06828
2016,17-29 y.,No migration background,Unimportant,0.00933,34,2354,0.00545,0.01322
2016,17-29 y.,Direct migration background,Very important,0.62043,559,752,0.58572,0.65513
2016,17-29 y.,Direct migration background,Important,0.20977,159,752,0.18065,0.23889
2016,17-29 y.,Direct migration background,Less important,0.04088,34,752,0.02671,0.05504
2016,17-29 y.,Indirect migration background,Very important,0.54093,466,716,0.50441,0.57746
2016,17-29 y.,Indirect migration background,Important,0.32325,210,716,0.28897,0.35753
2016,17-29 y.,Indirect migration background,Less important,0.03295,40,716,0.01987,0.04604
2016,30-45 y.,No migration background,Very important,0.65660,2988,4242,0.64231,0.67089
2016,30-45 y.,No migration background,Important,0.26840,1046,4242,0.25507,0.28174
2016,30-45 y.,No migration background,Less important,0.06102,165,4242,0.05382,0.06822
2016,30-45 y.,No migration background,Unimportant,0.01008,43,4242,0.00707,0.01308
2016,30-45 y.,Direct migration background,Very important,0.70597,1693,2246,0.68713,0.72482
2016,30-45 y.,Direct migration background,Important,0.21628,511,2246,0.19925,0.23331
2016,30-45 y.,Direct migration background,Less important,0.03322,42,2246,0.02581,0.04063
2016,30-45 y.,Indirect migration background,Very important,0.69597,417,545,0.65731,0.73462
2016,30-45 y.,Indirect migration background,Important,0.22431,128,545,0.18926,0.25936
2016,46-65 y.,No migration background,Very important,0.59510,4247,6828,0.58346,0.60675
2016,46-65 y.,No migration background,Important,0.28650,1990,6828,0.27577,0.29722
2016,46-65 y.,No migration background,Less important,0.08175,416,6828,0.07525,0.08825
2016,46-65 y.,No migration background,Unimportant,0.03040,175,6828,0.02633,0.03447
2016,46-65 y.,Direct migration background,Very important,0.62416,997,1528,0.59987,0.64845
2016,46-65 y.,Direct migration background,Important,0.27505,435,1528,0.25265,0.29745
2016,46-65 y.,Direct migration background,Less important,0.06169,62,1528,0.04962,0.07376
2016,46-65 y.,Direct migration background,Unimportant,0.02226,34,1528,0.01486,0.02967
2016,46-65 y.,Indirect migration background,Very important,0.51428,107,165,0.43778,0.59077
2016,46-65 y.,Indirect migration background,Important,0.34085,58,165,0.26831,0.41340
2016,66 and older,No migration background,Very important,0.47952,2311,4165,0.46435,0.49470
2016,66 and older,No migration background,Important,0.31378,1371,4165,0.29969,0.32788
2016,66 and older,No migration background,Less important,0.07229,219,4165,0.06442,0.08015
2016,66 and older,No migration background,Unimportant,0.08523,264,4165,0.07674,0.09371
2016,66 and older,Direct migration background,Very important,0.46736,194,351,0.41509,0.51963
2016,66 and older,Direct migration background,Important,0.36791,157,351,0.31739,0.41843
2021,17-29 y.,No migration background,Very important,0.54772,1029,1763,0.52448,0.57096
2021,17-29 y.,No migration background,Important,0.28769,551,1763,0.26655,0.30883
2021,17-29 y.,No migration background,Less important,0.06565,147,1763,0.05409,0.07721
2021,17-29 y.,No migration background,Unimportant,0.02140,36,1763,0.01465,0.02816
2021,17-29 y.,Direct migration background,Very important,0.44910,341,510,0.40588,0.49231
2021,17-29 y.,Direct migration background,Important,0.21349,130,510,0.17789,0.24909
2021,17-29 y.,Direct migration background,Less important,0.04903,39,510,0.03027,0.06779
2021,17-29 y.,Indirect migration background,Very important,0.58390,228,395,0.53523,0.63257
2021,17-29 y.,Indirect migration background,Important,0.25565,118,395,0.21258,0.29872
2021,17-29 y.,Indirect migration background,Less important,0.08190,49,395,0.05482,0.10897
2021,30-45 y.,No migration background,Very important,0.63891,1736,2604,0.62046,0.65737
2021,30-45 y.,No migration background,Important,0.26109,689,2604,0.24422,0.27797
2021,30-45 y.,No migration background,Less important,0.07589,142,2604,0.06571,0.08606
2021,30-45 y.,No migration background,Unimportant,0.01923,37,2604,0.01395,0.02451
2021,30-45 y.,Direct migration background,Very important,0.59494,864,1210,0.56727,0.62261
2021,30-45 y.,Direct migration background,Important,0.22951,296,1210,0.20581,0.25322
2021,30-45 y.,Direct migration background,Less important,0.06498,50,1210,0.05108,0.07887
2021,30-45 y.,Indirect migration background,Very important,0.67152,210,293,0.61765,0.72539
2021,30-45 y.,Indirect migration background,Important,0.25500,83,293,0.20501,0.30499
2021,46-65 y.,No migration background,Very important,0.57035,3358,5543,0.55732,0.58338
2021,46-65 y.,No migration background,Important,0.29850,1627,5543,0.28645,0.31055
2021,46-65 y.,No migration background,Less important,0.08110,383,5543,0.07391,0.08829
2021,46-65 y.,No migration background,Unimportant,0.03869,175,5543,0.03361,0.04377
2021,46-65 y.,Direct migration background,Very important,0.58151,620,966,0.55038,0.61263
2021,46-65 y.,Direct migration background,Important,0.30203,304,966,0.27306,0.33100
2021,46-65 y.,Direct migration background,Less important,0.03689,42,966,0.02500,0.04878
2021,46-65 y.,Indirect migration background,Very important,0.57840,124,176,0.50524,0.65157
2021,46-65 y.,Indirect migration background,Important,0.27913,52,176,0.21266,0.34559
2021,66 and older,No migration background,Very important,0.47404,1706,3090,0.45644,0.49165
2021,66 and older,No migration background,Important,0.31761,1020,3090,0.30119,0.33402
2021,66 and older,No migration background,Less important,0.06810,180,3090,0.05922,0.07698
2021,66 and older,No migration background,Unimportant,0.07743,184,3090,0.06800,0.08685
2021,66 and older,Direct migration background,Very important,0.57571,164,247,0.51395,0.63747
2021,66 and older,Direct migration background,Important,0.27155,83,247,0.21597,0.32713
