"party","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"SPD","2006","Realschule","Staedtischer Raum","583","0.176555761565975","0.163568232111953","0.189543291019996"
"SPD","2006","Realschule","Laendlicher Raum","271","","",""
"SPD","2006","(Fach-)Abitur","Staedtischer Raum","399","0.224146427692897","0.205013895641131","0.243278959744662"
"SPD","2006","(Fach-)Abitur","Laendlicher Raum","93","0.152346673347073","0.123350031241016","0.181343315453129"
"SPD","2006","AkademikerIn","Staedtischer Raum","610","0.190240539941342","0.176613968125283","0.2038671117574"
"SPD","2006","AkademikerIn","Laendlicher Raum","211","","",""
"CDU/CSU","2006","(noch) kein Abschluss","Staedtischer Raum","48","0.0825028971669541","0.0573331589402541","0.107672635393654"
"CDU/CSU","2006","(noch) kein Abschluss","Laendlicher Raum","21","","",""
"CDU/CSU","2006","Hauptschule","Staedtischer Raum","968","0.178495275643035","0.168046059259952","0.188944492026118"
"CDU/CSU","2006","Hauptschule","Laendlicher Raum","575","0.192248016279783","0.177850995003919","0.206645037555647"
"CDU/CSU","2006","Realschule","Staedtischer Raum","699","0.212443342898789","0.198510781442351","0.226375904355228"
"CDU/CSU","2006","Realschule","Laendlicher Raum","406","0.177569861104528","0.162223290261538","0.192916431947519"
"CDU/CSU","2006","(Fach-)Abitur","Staedtischer Raum","337","0.171839255762171","0.154531722757294","0.189146788767049"
"CDU/CSU","2006","(Fach-)Abitur","Laendlicher Raum","114","","",""
"CDU/CSU","2006","AkademikerIn","Staedtischer Raum","789","0.217787236241866","0.20345758171104","0.232116890772692"
"CDU/CSU","2006","AkademikerIn","Laendlicher Raum","312","0.244004200096337","0.220921818690818","0.267086581501856"
"FDP","2006","(noch) kein Abschluss","Staedtischer Raum","4","0.0074945512217045","-0.000395521647274365","0.0153846240906834"
"FDP","2006","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"FDP","2006","Hauptschule","Staedtischer Raum","47","0.00866263652943805","0.00613391439040262","0.0111913586684735"
"FDP","2006","Hauptschule","Laendlicher Raum","27","","",""
"FDP","2006","Realschule","Staedtischer Raum","69","0.0178937547358278","0.013378331357621","0.0224091781140345"
"FDP","2006","Realschule","Laendlicher Raum","42","0.0157061519652056","0.0107130033169634","0.0206993006134479"
"FDP","2006","(Fach-)Abitur","Staedtischer Raum","65","0.0337933694115181","0.0255031235347866","0.0420836152882497"
"FDP","2006","(Fach-)Abitur","Laendlicher Raum","18","","",""
"FDP","2006","AkademikerIn","Staedtischer Raum","171","","",""
"FDP","2006","AkademikerIn","Laendlicher Raum","38","0.0373186207562028","0.027132088880429","0.0475051526319765"
"Grüne","2006","(noch) kein Abschluss","Staedtischer Raum","25","","",""
"Grüne","2006","(noch) kein Abschluss","Laendlicher Raum","12","","",""
"Grüne","2006","Hauptschule","Staedtischer Raum","48","0.00943034887441632","0.00679297490191581","0.0120677228469168"
"Grüne","2006","Hauptschule","Laendlicher Raum","31","0.010935564784341","0.00713598474059413","0.0147351448280878"
"Grüne","2006","Realschule","Staedtischer Raum","128","","",""
"Grüne","2006","Realschule","Laendlicher Raum","41","0.0129295169620855","0.00839279206192203","0.017466241862249"
"Grüne","2006","(Fach-)Abitur","Staedtischer Raum","150","","",""
"Grüne","2006","(Fach-)Abitur","Laendlicher Raum","25","","",""
"Grüne","2006","AkademikerIn","Staedtischer Raum","378","0.126843393340872","0.115289268455315","0.138397518226428"
"Grüne","2006","AkademikerIn","Laendlicher Raum","77","0.0502858610505717","0.0385411680823382","0.0620305540188052"
"Linke","2006","(noch) kein Abschluss","Staedtischer Raum","3","","",""
"Linke","2006","(noch) kein Abschluss","Laendlicher Raum","6","0.0195830663822993","-0.000329964570385876","0.0394960973349845"
"Linke","2006","Hauptschule","Staedtischer Raum","85","0.0170301778156801","0.0134996063181122","0.0205607493132479"
"Linke","2006","Hauptschule","Laendlicher Raum","70","0.0234130828467227","0.0178886531884984","0.0289375125049469"
"Linke","2006","Realschule","Staedtischer Raum","64","0.0172539607441347","0.0128185529579347","0.0216893685303348"
"Linke","2006","Realschule","Laendlicher Raum","102","","",""
"Linke","2006","(Fach-)Abitur","Staedtischer Raum","29","","",""
"Linke","2006","(Fach-)Abitur","Laendlicher Raum","22","","",""
"Linke","2006","AkademikerIn","Staedtischer Raum","106","","",""
"Linke","2006","AkademikerIn","Laendlicher Raum","125","","",""
"Rechte","2006","(noch) kein Abschluss","Staedtischer Raum","1","","",""
"Rechte","2006","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Rechte","2006","Hauptschule","Staedtischer Raum","38","0.0102046416803176","0.00746220307794043","0.0129470802826947"
"Rechte","2006","Hauptschule","Laendlicher Raum","15","","",""
"Rechte","2006","Realschule","Staedtischer Raum","28","","",""
"Rechte","2006","Realschule","Laendlicher Raum","29","","",""
"Rechte","2006","(Fach-)Abitur","Staedtischer Raum","5","0.00249694244972799","0.000207245314524678","0.00478663958493131"
"Rechte","2006","(Fach-)Abitur","Laendlicher Raum","2","","",""
"Rechte","2006","AkademikerIn","Staedtischer Raum","1","","",""
"Rechte","2006","AkademikerIn","Laendlicher Raum","4","0.00442713796292053","0.000859175115435256","0.00799510081040581"
"AfD","2006","(noch) kein Abschluss","Staedtischer Raum","","","",""
"AfD","2006","(noch) kein Abschluss","Laendlicher Raum","","","",""
"AfD","2006","Hauptschule","Staedtischer Raum","","","",""
"AfD","2006","Hauptschule","Laendlicher Raum","","","",""
"AfD","2006","Realschule","Staedtischer Raum","","","",""
"AfD","2006","Realschule","Laendlicher Raum","","","",""
"AfD","2006","(Fach-)Abitur","Staedtischer Raum","","","",""
"AfD","2006","(Fach-)Abitur","Laendlicher Raum","","","",""
"AfD","2006","AkademikerIn","Staedtischer Raum","","","",""
"AfD","2006","AkademikerIn","Laendlicher Raum","","","",""
"Andere","2006","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Andere","2006","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Andere","2006","Hauptschule","Staedtischer Raum","24","","",""
"Andere","2006","Hauptschule","Laendlicher Raum","10","","",""
"Andere","2006","Realschule","Staedtischer Raum","17","","",""
"Andere","2006","Realschule","Laendlicher Raum","11","","",""
"Andere","2006","(Fach-)Abitur","Staedtischer Raum","3","","",""
"Andere","2006","(Fach-)Abitur","Laendlicher Raum","4","0.0106897772253593","0.00239179192999283","0.0189877625207257"
"Andere","2006","AkademikerIn","Staedtischer Raum","13","","",""
"Andere","2006","AkademikerIn","Laendlicher Raum","5","0.00158447336254472","-0.000553096928756786","0.00372204365384622"
"keine Parteineigung","2007","(noch) kein Abschluss","Staedtischer Raum","277","","",""
"keine Parteineigung","2007","(noch) kein Abschluss","Laendlicher Raum","129","","",""
"keine Parteineigung","2007","Hauptschule","Staedtischer Raum","2783","","",""
"keine Parteineigung","2007","Hauptschule","Laendlicher Raum","1743","","",""
"keine Parteineigung","2007","Realschule","Staedtischer Raum","1808","","",""
"keine Parteineigung","2007","Realschule","Laendlicher Raum","1540","","",""
"keine Parteineigung","2007","(Fach-)Abitur","Staedtischer Raum","923","0.535032680957824","0.511684206889451","0.558381155026197"
"keine Parteineigung","2007","(Fach-)Abitur","Laendlicher Raum","332","0.586842906627525","0.546769835182062","0.626915978072987"
"keine Parteineigung","2007","AkademikerIn","Staedtischer Raum","1160","","",""
"keine Parteineigung","2007","AkademikerIn","Laendlicher Raum","594","0.468122881446183","0.440797947889556","0.49544781500281"
"SPD","2007","(noch) kein Abschluss","Staedtischer Raum","49","0.145167802095552","0.109979905026085","0.180355699165018"
"SPD","2007","(noch) kein Abschluss","Laendlicher Raum","7","0.0346866433049349","0.00693394910488681","0.0624393375049829"
"SPD","2007","Hauptschule","Staedtischer Raum","903","0.193225069588125","0.181884116900042","0.204566022276208"
"SPD","2007","Hauptschule","Laendlicher Raum","320","0.126298221151156","0.113648313974624","0.138948128327689"
"SPD","2007","Realschule","Staedtischer Raum","491","0.159481436252811","0.146634501513773","0.172328370991849"
"SPD","2007","Realschule","Laendlicher Raum","191","","",""
"SPD","2007","(Fach-)Abitur","Staedtischer Raum","320","0.179429221851097","0.161466930215737","0.197391513486457"
"SPD","2007","(Fach-)Abitur","Laendlicher Raum","68","0.124255265399363","0.097409223584554","0.151101307214172"
"SPD","2007","AkademikerIn","Staedtischer Raum","549","0.176368700115402","0.162858009474243","0.18987939075656"
"SPD","2007","AkademikerIn","Laendlicher Raum","186","","",""
"CDU/CSU","2007","(noch) kein Abschluss","Staedtischer Raum","27","","",""
"CDU/CSU","2007","(noch) kein Abschluss","Laendlicher Raum","16","","",""
"CDU/CSU","2007","Hauptschule","Staedtischer Raum","785","0.162277477519214","0.15168687118122","0.172868083857208"
"CDU/CSU","2007","Hauptschule","Laendlicher Raum","455","0.171715168414085","0.157353619026962","0.186076717801209"
"CDU/CSU","2007","Realschule","Staedtischer Raum","560","0.178793029491604","0.165347670600956","0.192238388382252"
"CDU/CSU","2007","Realschule","Laendlicher Raum","316","0.150105690245555","0.135317732482727","0.164893648008382"
"CDU/CSU","2007","(Fach-)Abitur","Staedtischer Raum","270","","",""
"CDU/CSU","2007","(Fach-)Abitur","Laendlicher Raum","100","","",""
"CDU/CSU","2007","AkademikerIn","Staedtischer Raum","706","0.202378274962353","0.188135952851209","0.216620597073498"
"CDU/CSU","2007","AkademikerIn","Laendlicher Raum","269","","",""
"FDP","2007","(noch) kein Abschluss","Staedtischer Raum","5","0.00795421108105594","-0.000919027136659718","0.0168274492987716"
"FDP","2007","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"FDP","2007","Hauptschule","Staedtischer Raum","42","0.00908718476783386","0.00636151016829687","0.0118128593673708"
"FDP","2007","Hauptschule","Laendlicher Raum","22","","",""
"FDP","2007","Realschule","Staedtischer Raum","60","0.0130081430761643","0.00903224510261403","0.0169840410497146"
"FDP","2007","Realschule","Laendlicher Raum","34","0.0158040505246307","0.0106404557322599","0.0209676453170015"
"FDP","2007","(Fach-)Abitur","Staedtischer Raum","60","0.0286903514349681","0.0208758024399171","0.0365049004300191"
"FDP","2007","(Fach-)Abitur","Laendlicher Raum","18","","",""
"FDP","2007","AkademikerIn","Staedtischer Raum","161","","",""
"FDP","2007","AkademikerIn","Laendlicher Raum","38","0.0343309622882476","0.0243601470683969","0.0443017775080983"
"Grüne","2007","(noch) kein Abschluss","Staedtischer Raum","23","","",""
"Grüne","2007","(noch) kein Abschluss","Laendlicher Raum","10","","",""
"Grüne","2007","Hauptschule","Staedtischer Raum","34","0.0101286410417335","0.00725252387369914","0.0130047582097679"
"Grüne","2007","Hauptschule","Laendlicher Raum","26","","",""
"Grüne","2007","Realschule","Staedtischer Raum","114","","",""
"Grüne","2007","Realschule","Laendlicher Raum","35","0.0170927505287971","0.0117262718416186","0.0224592292159756"
"Grüne","2007","(Fach-)Abitur","Staedtischer Raum","140","","",""
"Grüne","2007","(Fach-)Abitur","Laendlicher Raum","32","0.0552359457043421","0.0366447778564798","0.0738271135522045"
"Grüne","2007","AkademikerIn","Staedtischer Raum","357","0.12680909972678","0.115013224178571","0.138604975274988"
"Grüne","2007","AkademikerIn","Laendlicher Raum","75","0.0531130537264737","0.0408323507720526","0.0653937566808948"
"Linke","2007","(noch) kein Abschluss","Staedtischer Raum","4","0.011943710655034","0.0010924996982992","0.0227949216117688"
"Linke","2007","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Linke","2007","Hauptschule","Staedtischer Raum","64","0.0136820422707521","0.0103452779021191","0.0170188066393851"
"Linke","2007","Hauptschule","Laendlicher Raum","63","0.0244318863592589","0.018552738128146","0.0303110345903718"
"Linke","2007","Realschule","Staedtischer Raum","51","0.0170178194218579","0.0124794946461938","0.0215561441975221"
"Linke","2007","Realschule","Laendlicher Raum","88","0.0411842278944513","0.0329568733741396","0.0494115824147629"
"Linke","2007","(Fach-)Abitur","Staedtischer Raum","27","","",""
"Linke","2007","(Fach-)Abitur","Laendlicher Raum","23","","",""
"Linke","2007","AkademikerIn","Staedtischer Raum","110","","",""
"Linke","2007","AkademikerIn","Laendlicher Raum","108","","",""
"Rechte","2007","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Rechte","2007","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Rechte","2007","Hauptschule","Staedtischer Raum","27","","",""
"Rechte","2007","Hauptschule","Laendlicher Raum","14","","",""
"Rechte","2007","Realschule","Staedtischer Raum","24","","",""
"Rechte","2007","Realschule","Laendlicher Raum","27","","",""
"Rechte","2007","(Fach-)Abitur","Staedtischer Raum","8","0.0062121184861414","0.00253401582758674","0.00989022114469607"
"Rechte","2007","(Fach-)Abitur","Laendlicher Raum","2","","",""
"Rechte","2007","AkademikerIn","Staedtischer Raum","1","","",""
"Rechte","2007","AkademikerIn","Laendlicher Raum","3","","",""
"AfD","2007","(noch) kein Abschluss","Staedtischer Raum","","","",""
"AfD","2007","(noch) kein Abschluss","Laendlicher Raum","","","",""
"AfD","2007","Hauptschule","Staedtischer Raum","","","",""
"AfD","2007","Hauptschule","Laendlicher Raum","","","",""
"AfD","2007","Realschule","Staedtischer Raum","","","",""
"AfD","2007","Realschule","Laendlicher Raum","","","",""
"AfD","2007","(Fach-)Abitur","Staedtischer Raum","","","",""
"AfD","2007","(Fach-)Abitur","Laendlicher Raum","","","",""
"AfD","2007","AkademikerIn","Staedtischer Raum","","","",""
"AfD","2007","AkademikerIn","Laendlicher Raum","","","",""
"Andere","2007","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Andere","2007","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Andere","2007","Hauptschule","Staedtischer Raum","18","","",""
"Andere","2007","Hauptschule","Laendlicher Raum","6","0.00148457156075659","1.83990587157351e-05","0.00295074406279745"
"Andere","2007","Realschule","Staedtischer Raum","12","","",""
"Andere","2007","Realschule","Laendlicher Raum","10","","",""
"Andere","2007","(Fach-)Abitur","Staedtischer Raum","5","0.00406270490427318","0.00108500607582812","0.00704040373271824"
"Andere","2007","(Fach-)Abitur","Laendlicher Raum","5","0.010113571853598","0.0019706726047736","0.0182564711024224"
"Andere","2007","AkademikerIn","Staedtischer Raum","13","","",""
"Andere","2007","AkademikerIn","Laendlicher Raum","8","0.00568467161066388","0.00156760129645098","0.00980174192487678"
"keine Parteineigung","2008","(noch) kein Abschluss","Staedtischer Raum","277","","",""
"keine Parteineigung","2008","(noch) kein Abschluss","Laendlicher Raum","116","","",""
"keine Parteineigung","2008","Hauptschule","Staedtischer Raum","2580","","",""
"keine Parteineigung","2008","Hauptschule","Laendlicher Raum","1609","","",""
"keine Parteineigung","2008","Realschule","Staedtischer Raum","1719","","",""
"keine Parteineigung","2008","Realschule","Laendlicher Raum","1433","","",""
"keine Parteineigung","2008","(Fach-)Abitur","Staedtischer Raum","843","0.52740599813173","0.503042056953905","0.551769939309555"
"keine Parteineigung","2008","(Fach-)Abitur","Laendlicher Raum","299","","",""
"keine Parteineigung","2008","AkademikerIn","Staedtischer Raum","1081","","",""
"keine Parteineigung","2008","AkademikerIn","Laendlicher Raum","560","0.450653923137337","0.42260736758781","0.478700478686864"
"SPD","2008","(noch) kein Abschluss","Staedtischer Raum","50","0.151911783892077","0.115727628703028","0.188095939081127"
"SPD","2008","(noch) kein Abschluss","Laendlicher Raum","12","","",""
"SPD","2008","Hauptschule","Staedtischer Raum","764","0.177133908622206","0.165718778924932","0.188549038319479"
"SPD","2008","Hauptschule","Laendlicher Raum","289","","",""
"SPD","2008","Realschule","Staedtischer Raum","413","0.13865497416676","0.12618208661829","0.151127861715231"
"SPD","2008","Realschule","Laendlicher Raum","169","","",""
"SPD","2008","(Fach-)Abitur","Staedtischer Raum","289","","",""
"SPD","2008","(Fach-)Abitur","Laendlicher Raum","61","0.124132459688006","0.0960869894103622","0.15217792996565"
"SPD","2008","AkademikerIn","Staedtischer Raum","509","0.1809281354636","0.166960608929729","0.194895661997472"
"SPD","2008","AkademikerIn","Laendlicher Raum","171","","",""
"CDU/CSU","2008","(noch) kein Abschluss","Staedtischer Raum","30","0.0607269042025454","0.0366506620129637","0.0848031463921271"
