"party","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"PDS/Linke","1986","16-34 Jahre alt","","","",""
"PDS/Linke","1986","35-65 Jahre alt","","","",""
"PDS/Linke","1986","66 und älter","","","",""
"Rechtsextrem","1986","16-34 Jahre alt","","","",""
"Rechtsextrem","1986","35-65 Jahre alt","","","",""
"Rechtsextrem","1986","66 und älter","","","",""
"AfD","1986","16-34 Jahre alt","","","",""
"AfD","1986","35-65 Jahre alt","","","",""
"AfD","1986","66 und älter","","","",""
"Sonstige","1986","16-34 Jahre alt","","","",""
"Sonstige","1986","35-65 Jahre alt","","","",""
"Sonstige","1986","66 und älter","","","",""
"keine PI","1987","16-34 Jahre alt","2088","0.467125049264498","0.451692611035819","0.482557487493178"
"keine PI","1987","35-65 Jahre alt","2143","0.310746985622975","0.298341138841073","0.323152832404878"
"keine PI","1987","66 und älter","384","0.340793225608172","0.312486049498105","0.369100401718239"
"CDU/CSU","1987","16-34 Jahre alt","671","0.207245088822045","0.194707416630257","0.219782761013832"
"CDU/CSU","1987","35-65 Jahre alt","1385","0.321456781792866","0.308937377421168","0.333976186164565"
"CDU/CSU","1987","66 und älter","363","0.337371283545416","0.309133576868886","0.365608990221945"
"SPD","1987","16-34 Jahre alt","850","0.210735667168667","0.198120715873013","0.22335061846432"
"SPD","1987","35-65 Jahre alt","1493","0.299215720157189","0.286940819310496","0.311490621003881"
"SPD","1987","66 und älter","275","0.265316182443196","0.238948476529329","0.291683888357064"
"FDP","1987","16-34 Jahre alt","63","0.0206775229957955","0.0162758534627373","0.0250791925288536"
"FDP","1987","35-65 Jahre alt","170","0.0391248183605106","0.0339273330681404","0.0443223036528809"
"FDP","1987","66 und älter","45","0.044932936835901","0.0325609463886659","0.057304927283136"
"Grüne","1987","16-34 Jahre alt","330","0.0902625403460798","0.0813987978412708","0.0991262828508889"
"Grüne","1987","35-65 Jahre alt","137","0.0252200711791259","0.0210170647248153","0.0294230776334366"
"Grüne","1987","66 und älter","","","",""
"PDS/Linke","1987","16-34 Jahre alt","","","",""
"PDS/Linke","1987","35-65 Jahre alt","","","",""
"PDS/Linke","1987","66 und älter","","","",""
"Rechtsextrem","1987","16-34 Jahre alt","","","",""
"Rechtsextrem","1987","35-65 Jahre alt","","","",""
"Rechtsextrem","1987","66 und älter","","","",""
"AfD","1987","16-34 Jahre alt","","","",""
"AfD","1987","35-65 Jahre alt","","","",""
"AfD","1987","66 und älter","","","",""
"Sonstige","1987","16-34 Jahre alt","","","",""
"Sonstige","1987","35-65 Jahre alt","","","",""
"Sonstige","1987","66 und älter","","","",""
"keine PI","1988","16-34 Jahre alt","2153","0.510641672294449","0.49479989185676","0.526483452732138"
"keine PI","1988","35-65 Jahre alt","2199","0.350630665157926","0.337514219752889","0.363747110562962"
"keine PI","1988","66 und älter","389","0.35725005739934","0.328224409206346","0.386275705592335"
"CDU/CSU","1988","16-34 Jahre alt","517","0.1640661922829","0.152329982451965","0.175802402113835"
"CDU/CSU","1988","35-65 Jahre alt","1164","0.282406927720859","0.270032585805551","0.294781269636168"
"CDU/CSU","1988","66 und älter","333","0.318795763383358","0.290568440505555","0.34702308626116"
"SPD","1988","16-34 Jahre alt","851","0.228505316474276","0.215199332545393","0.241811300403158"
"SPD","1988","35-65 Jahre alt","1471","0.311265022249868","0.298537714370089","0.323992330129647"
"SPD","1988","66 und älter","278","0.276012000060292","0.248934758700865","0.303089241419719"
"FDP","1988","16-34 Jahre alt","52","0.0176343810438246","0.0134632958634555","0.0218054662241938"
"FDP","1988","35-65 Jahre alt","125","0.0297393143209045","0.0250699795418728","0.0344086490999363"
"FDP","1988","66 und älter","37","0.0374093988988131","0.0259150090290238","0.0489037887686024"
"Grüne","1988","16-34 Jahre alt","235","0.0735128008177122","0.0652422665067701","0.0817833351286542"
"Grüne","1988","35-65 Jahre alt","102","0.0202824425487276","0.0164075836466695","0.0241573014507856"
"Grüne","1988","66 und älter","","","",""
"PDS/Linke","1988","16-34 Jahre alt","","","",""
"PDS/Linke","1988","35-65 Jahre alt","","","",""
"PDS/Linke","1988","66 und älter","","","",""
"Rechtsextrem","1988","16-34 Jahre alt","","","",""
"Rechtsextrem","1988","35-65 Jahre alt","","","",""
"Rechtsextrem","1988","66 und älter","","","",""
"AfD","1988","16-34 Jahre alt","","","",""
"AfD","1988","35-65 Jahre alt","","","",""
"AfD","1988","66 und älter","","","",""
"Sonstige","1988","16-34 Jahre alt","","","",""
"Sonstige","1988","35-65 Jahre alt","","","",""
"Sonstige","1988","66 und älter","","","",""
"keine PI","1989","16-34 Jahre alt","2140","0.539451270151664","0.523463980675114","0.555438559628214"
"keine PI","1989","35-65 Jahre alt","2114","0.366443635681025","0.352923566850261","0.379963704511789"
"keine PI","1989","66 und älter","382","0.35949324077343","0.330030833941071","0.388955647605789"
"CDU/CSU","1989","16-34 Jahre alt","422","0.140217553361152","0.129080856105082","0.151354250617221"
"CDU/CSU","1989","35-65 Jahre alt","993","0.252512506308369","0.24032187789416","0.264703134722578"
"CDU/CSU","1989","66 und älter","315","0.30465855750523","0.276398909580813","0.332918205429647"
"SPD","1989","16-34 Jahre alt","829","0.212029271763399","0.198918933797787","0.225139609729012"
"SPD","1989","35-65 Jahre alt","1483","0.314325923275257","0.301299306196701","0.327352540353813"
"SPD","1989","66 und älter","271","0.281156279312912","0.25355354314106","0.308759015484764"
"FDP","1989","16-34 Jahre alt","34","0.0121999000024479","0.0086788385679363","0.0157209614369596"
"FDP","1989","35-65 Jahre alt","82","0.0196226507625036","0.0157307822998735","0.0235145192251338"
"FDP","1989","66 und älter","","","",""
"Grüne","1989","16-34 Jahre alt","239","0.0730798148089504","0.0647318458955599","0.0814277837223409"
"Grüne","1989","35-65 Jahre alt","116","0.0240848812503391","0.0197829748222582","0.0283867876784199"
"Grüne","1989","66 und älter","","","",""
"PDS/Linke","1989","16-34 Jahre alt","","","",""
"PDS/Linke","1989","35-65 Jahre alt","","","",""
"PDS/Linke","1989","66 und älter","","","",""
"Rechtsextrem","1989","16-34 Jahre alt","","","",""
"Rechtsextrem","1989","35-65 Jahre alt","","","",""
"Rechtsextrem","1989","66 und älter","","","",""
"AfD","1989","16-34 Jahre alt","","","",""
"AfD","1989","35-65 Jahre alt","","","",""
"AfD","1989","66 und älter","","","",""
"Sonstige","1989","16-34 Jahre alt","70","0.023022189912387","0.018211840759951","0.027832539064823"
"Sonstige","1989","35-65 Jahre alt","91","0.0230104027225057","0.018803235623516","0.0272175698214955"
"Sonstige","1989","66 und älter","","","",""
"keine PI","1990","16-34 Jahre alt","2019","0.51725699832764","0.50100576401833","0.53350823263695"
"keine PI","1990","35-65 Jahre alt","1990","0.343550296245119","0.33008766237937","0.357012930110868"
"keine PI","1990","66 und älter","370","0.342207728007298","0.313578400210623","0.370837055803973"
"CDU/CSU","1990","16-34 Jahre alt","459","0.157646224966224","0.145794973260413","0.169497476672036"
"CDU/CSU","1990","35-65 Jahre alt","1012","0.25927565174833","0.246852170171573","0.271699133325087"
"CDU/CSU","1990","66 und älter","355","0.33728228014116","0.308753518841094","0.365811041441226"
"SPD","1990","16-34 Jahre alt","863","0.23378624188869","0.220021767916173","0.247550715861206"
"SPD","1990","35-65 Jahre alt","1513","0.334245490756031","0.32087264056275","0.347618340949311"
"SPD","1990","66 und älter","288","0.27749793032721","0.250478805164399","0.304517055490021"
"FDP","1990","16-34 Jahre alt","51","0.0178770669794437","0.0135677719263117","0.0221863620325756"
"FDP","1990","35-65 Jahre alt","115","0.0284902126337513","0.0237738675041673","0.0332065577633352"
"FDP","1990","66 und älter","31","0.031704329026354","0.0211316477656202","0.0422770102870878"
"Grüne","1990","16-34 Jahre alt","192","0.0596627351743185","0.051959581280072","0.0673658890685649"
"Grüne","1990","35-65 Jahre alt","105","0.0229886936214111","0.018740140197934","0.0272372470448882"
"Grüne","1990","66 und älter","","","",""
"PDS/Linke","1990","16-34 Jahre alt","","","",""
"PDS/Linke","1990","35-65 Jahre alt","","","",""
"PDS/Linke","1990","66 und älter","","","",""
"Rechtsextrem","1990","16-34 Jahre alt","37","0.0101709098273007","0.00690777378884062","0.0134340458657608"
"Rechtsextrem","1990","35-65 Jahre alt","31","0.00792600997899487","0.00541219400351753","0.0104398259544722"
"Rechtsextrem","1990","66 und älter","","","",""
"AfD","1990","16-34 Jahre alt","","","",""
"AfD","1990","35-65 Jahre alt","","","",""
"AfD","1990","66 und älter","","","",""
"Sonstige","1990","16-34 Jahre alt","","","",""
"Sonstige","1990","35-65 Jahre alt","","","",""
"Sonstige","1990","66 und älter","","","",""
"keine PI","1991","16-34 Jahre alt","3949","0.656480549252857","0.643519620503591","0.669441478002122"
"keine PI","1991","35-65 Jahre alt","4692","0.51905639597506","0.507338481446877","0.530774310503244"
"keine PI","1991","66 und älter","813","0.481589532453277","0.456081629871933","0.50709743503462"
"CDU/CSU","1991","16-34 Jahre alt","433","0.121487366604712","0.112570975907912","0.130403757301511"
"CDU/CSU","1991","35-65 Jahre alt","987","0.209547592177255","0.200002608798224","0.219092575556286"
"CDU/CSU","1991","66 und älter","356","0.267465403113422","0.244868588300087","0.290062217926757"
"SPD","1991","16-34 Jahre alt","559","0.155779991304044","0.14588231643477","0.165677666173319"
"SPD","1991","35-65 Jahre alt","1072","0.220077924457458","0.210361425172725","0.22979442374219"
"SPD","1991","66 und älter","260","0.212314508154212","0.191437627503603","0.233191388804821"
"FDP","1991","16-34 Jahre alt","46","0.0161113025109057","0.0126750281066058","0.0195475769152056"
"FDP","1991","35-65 Jahre alt","127","0.0278587395218164","0.0239991475430698","0.031718331500563"
"FDP","1991","66 und älter","32","0.0276045340707238","0.0192405918799006","0.035968476261547"
"Grüne","1991","16-34 Jahre alt","131","0.0400724981019236","0.0347195633339596","0.0454254328698877"
"Grüne","1991","35-65 Jahre alt","84","0.018130887941093","0.0150016952183945","0.0212600806637916"
"Grüne","1991","66 und älter","","","",""
"PDS/Linke","1991","16-34 Jahre alt","","","",""
"PDS/Linke","1991","35-65 Jahre alt","","","",""
"PDS/Linke","1991","66 und älter","","","",""
"Rechtsextrem","1991","16-34 Jahre alt","","","",""
"Rechtsextrem","1991","35-65 Jahre alt","","","",""
"Rechtsextrem","1991","66 und älter","","","",""
"AfD","1991","16-34 Jahre alt","","","",""
"AfD","1991","35-65 Jahre alt","","","",""
"AfD","1991","66 und älter","","","",""
"Sonstige","1991","16-34 Jahre alt","","","",""
"Sonstige","1991","35-65 Jahre alt","","","",""
"Sonstige","1991","66 und älter","","","",""
"keine PI","1992","16-34 Jahre alt","3339","0.631251901466747","0.617845327985055","0.64465847494844"
"keine PI","1992","35-65 Jahre alt","3730","0.472848342967569","0.461053614968563","0.484643070966575"
"keine PI","1992","66 und älter","703","0.45496708929282","0.429485037806571","0.480449140779069"
"CDU/CSU","1992","16-34 Jahre alt","483","0.119654904467838","0.110636218287656","0.12867359064802"
"CDU/CSU","1992","35-65 Jahre alt","1233","0.219488620153174","0.209710512145849","0.229266728160499"
"CDU/CSU","1992","66 und älter","388","0.278613793814932","0.255672481462315","0.301555106167549"
"SPD","1992","16-34 Jahre alt","773","0.165171275423963","0.154852753256122","0.175489797591805"
"SPD","1992","35-65 Jahre alt","1477","0.23817653005764","0.228113335663031","0.248239724452249"
"SPD","1992","66 und älter","303","0.219339172954114","0.198164226120937","0.240514119787292"
"FDP","1992","16-34 Jahre alt","59","0.0167409378761773","0.0131758074738102","0.0203060682785443"
"FDP","1992","35-65 Jahre alt","155","0.0260361317394669","0.0222741311491556","0.0297981323297782"
"FDP","1992","66 und älter","34","0.0249637223196987","0.0169801347565779","0.0329473098828196"
"Grüne","1992","16-34 Jahre alt","232","0.0495156106765535","0.0434873071296848","0.0555439142234221"
"Grüne","1992","35-65 Jahre alt","164","0.0260373912791665","0.0222753021261324","0.0297994804322006"
"Grüne","1992","66 und älter","","","",""
"PDS/Linke","1992","16-34 Jahre alt","","","",""
"PDS/Linke","1992","35-65 Jahre alt","77","0.00803871880265699","0.00592911944162605","0.0101483181636879"
"PDS/Linke","1992","66 und älter","","","",""
"Rechtsextrem","1992","16-34 Jahre alt","","","",""
"Rechtsextrem","1992","35-65 Jahre alt","","","",""
"Rechtsextrem","1992","66 und älter","","","",""
"AfD","1992","16-34 Jahre alt","","","",""
"AfD","1992","35-65 Jahre alt","","","",""
"AfD","1992","66 und älter","","","",""
"Sonstige","1992","16-34 Jahre alt","64","0.0132490080066251","0.0100717899972629","0.0164262260159874"
"Sonstige","1992","35-65 Jahre alt","47","0.00937426500032632","0.00709768653993353","0.0116508434607191"
"Sonstige","1992","66 und älter","","","",""
"keine PI","1993","16-34 Jahre alt","3547","0.688192047754847","0.675215171554995","0.701168923954698"
"keine PI","1993","35-65 Jahre alt","3881","0.515446987239267","0.503510564623062","0.527383409855472"
"keine PI","1993","66 und älter","784","0.509027011153409","0.483643355305228","0.534410667001589"
"CDU/CSU","1993","16-34 Jahre alt","357","0.0943229498259973","0.0861351519800981","0.102510747671897"
"CDU/CSU","1993","35-65 Jahre alt","1018","0.186838788733845","0.177529138095203","0.196148439372486"
"CDU/CSU","1993","66 und älter","340","0.232717184041625","0.211261275003712","0.254173093079538"
"SPD","1993","16-34 Jahre alt","589","0.120756354658105","0.111628234271425","0.129884475044785"
"SPD","1993","35-65 Jahre alt","1355","0.217338934852964","0.207488233174719","0.227189636531208"
"SPD","1993","66 und älter","280","0.19608565166245","0.175926012483204","0.216245290841697"
"FDP","1993","16-34 Jahre alt","49","0.0141352497886833","0.0108282653144003","0.0174422342629664"
"FDP","1993","35-65 Jahre alt","123","0.0219070782783059","0.0184108979647749","0.0254032585918369"
"FDP","1993","66 und älter","31","0.0306215360699979","0.0218734081166707","0.0393696640233251"
"Grüne","1993","16-34 Jahre alt","239","0.0582062646658761","0.0516473118533547","0.0647652174783975"
"Grüne","1993","35-65 Jahre alt","192","0.0325262802469394","0.0282893791803357","0.036763181313543"
"Grüne","1993","66 und älter","","","",""
"PDS/Linke","1993","16-34 Jahre alt","31","0.00557260174628503","0.00348721174462262","0.00765799174794744"
"PDS/Linke","1993","35-65 Jahre alt","83","0.00927088576837732","0.00698186563395169","0.011559905902803"
"PDS/Linke","1993","66 und älter","","","",""
"Rechtsextrem","1993","16-34 Jahre alt","65","0.0146674205900378","0.011299669098849","0.0180351720812266"
"Rechtsextrem","1993","35-65 Jahre alt","61","0.0133643462252843","0.0106217378570107","0.0161069545935578"
"Rechtsextrem","1993","66 und älter","","","",""
"AfD","1993","16-34 Jahre alt","","","",""
"AfD","1993","35-65 Jahre alt","","","",""
"AfD","1993","66 und älter","","","",""
"Sonstige","1993","16-34 Jahre alt","","","",""
"Sonstige","1993","35-65 Jahre alt","","","",""
"Sonstige","1993","66 und älter","","","",""
"keine PI","1994","16-34 Jahre alt","3379","0.671169859327669","0.657870019576743","0.684469699078594"
"keine PI","1994","35-65 Jahre alt","3650","0.481219205617212","0.469137483932291","0.493300927302133"
"keine PI","1994","66 und älter","734","0.466809667617223","0.441687747597597","0.491931587636848"
"CDU/CSU","1994","16-34 Jahre alt","337","0.0875345124619052","0.0795335495249281","0.0955354753988822"
"CDU/CSU","1994","35-65 Jahre alt","1042","0.198760728972768","0.189111073444217","0.20841038450132"
"CDU/CSU","1994","66 und älter","383","0.256953419262151","0.234950667692939","0.278956170831363"
"SPD","1994","16-34 Jahre alt","682","0.146180536752538","0.136178874656793","0.156182198848283"
"SPD","1994","35-65 Jahre alt","1416","0.244887769476518","0.234489652321587","0.255285886631448"
"SPD","1994","66 und älter","317","0.22120347508619","0.200303308399071","0.242103641773308"
"FDP","1994","16-34 Jahre alt","33","0.00912746018132518","0.00643513045397401","0.0118197899086763"
"FDP","1994","35-65 Jahre alt","94","0.0183952622585972","0.0151459853730721","0.0216445391441223"
"FDP","1994","66 und älter","","","",""
"Grüne","1994","16-34 Jahre alt","237","0.059751655880021","0.0530413759507817","0.0664619358092603"
"Grüne","1994","35-65 Jahre alt","173","0.0326480457193155","0.0283508388837189","0.0369452525549121"
"Grüne","1994","66 und älter","","","",""
"PDS/Linke","1994","16-34 Jahre alt","51","0.0102155222750405","0.00736880076165422","0.0130622437884267"
"PDS/Linke","1994","35-65 Jahre alt","123","0.0127952368371064","0.0100775889171045","0.0155128847571083"
"PDS/Linke","1994","66 und älter","36","0.0182489163615259","0.0115088990870828","0.0249889336359689"
"Rechtsextrem","1994","16-34 Jahre alt","49","0.0099880814689592","0.00717290498491297","0.0128032579530054"
"Rechtsextrem","1994","35-65 Jahre alt","37","0.00621804201051589","0.00431723604565374","0.00811884797537804"
"Rechtsextrem","1994","66 und älter","","","",""
"AfD","1994","16-34 Jahre alt","","","",""
"AfD","1994","35-65 Jahre alt","","","",""
"AfD","1994","66 und älter","","","",""
"Sonstige","1994","16-34 Jahre alt","","","",""
"Sonstige","1994","35-65 Jahre alt","35","0.00507570910796682","0.00335737035140998","0.00679404786452366"
"Sonstige","1994","66 und älter","","","",""
"keine PI","1995","16-34 Jahre alt","3290","0.626811150908944","0.613339081425522","0.640283220392365"
"keine PI","1995","35-65 Jahre alt","3512","0.446364660399789","0.434583804498535","0.458145516301042"
"keine PI","1995","66 und älter","677","0.421540048791819","0.396877168234365","0.446202929349274"
"CDU/CSU","1995","16-34 Jahre alt","520","0.116913257235959","0.107963006737018","0.1258635077349"
"CDU/CSU","1995","35-65 Jahre alt","1316","0.223474811773039","0.213602653624046","0.233346969922033"
"CDU/CSU","1995","66 und älter","419","0.286985220191572","0.264392591631194","0.309577848751949"
"SPD","1995","16-34 Jahre alt","675","0.14915370275799","0.139230675048911","0.15907673046707"
"SPD","1995","35-65 Jahre alt","1476","0.244991743641052","0.234799457329898","0.255184029952205"
"SPD","1995","66 und älter","353","0.23089447463397","0.209847607160493","0.251941342107447"
"FDP","1995","16-34 Jahre alt","","","",""
"FDP","1995","35-65 Jahre alt","91","0.0155735385034441","0.0126392329865069","0.0185078440203813"
"FDP","1995","66 und älter","31","0.0260976142437125","0.0181351801769413","0.0340600483104837"
"Grüne","1995","16-34 Jahre alt","307","0.0757058169386985","0.0683374480033928","0.0830741858740043"
"Grüne","1995","35-65 Jahre alt","252","0.0458588004575782","0.0409015859738138","0.0508160149413426"
"Grüne","1995","66 und älter","","","",""
"PDS/Linke","1995","16-34 Jahre alt","89","0.0152656563484903","0.0118504345722036","0.0186808781247769"
"PDS/Linke","1995","35-65 Jahre alt","135","0.0141536452570486","0.0113542848823713","0.016953005631726"
"PDS/Linke","1995","66 und älter","44","0.0239379067774347","0.0163036011966954","0.031572212358174"
"Rechtsextrem","1995","16-34 Jahre alt","","","",""
"Rechtsextrem","1995","35-65 Jahre alt","","","",""
"Rechtsextrem","1995","66 und älter","","","",""
"AfD","1995","16-34 Jahre alt","","","",""
"AfD","1995","35-65 Jahre alt","","","",""
"AfD","1995","66 und älter","","","",""
"Sonstige","1995","16-34 Jahre alt","","","",""
"Sonstige","1995","35-65 Jahre alt","30","0.00439133440279376","0.00282435737660614","0.00595831142898137"
"Sonstige","1995","66 und älter","","","",""
"keine PI","1996","16-34 Jahre alt","3263","0.644852472201282","0.631273153997405","0.658431790405158"
"keine PI","1996","35-65 Jahre alt","3632","0.472780549967998","0.460872041033261","0.484689058902735"
"keine PI","1996","66 und älter","744","0.446338185714268","0.421764170217436","0.470912201211101"
"CDU/CSU","1996","16-34 Jahre alt","514","0.126466571577545","0.117035283294168","0.135897859860923"
"CDU/CSU","1996","35-65 Jahre alt","1280","0.223423431859673","0.213487962814915","0.233358900904431"
"CDU/CSU","1996","66 und älter","422","0.285577594122567","0.263248997980034","0.3079061902651"
"SPD","1996","16-34 Jahre alt","544","0.116716534620804","0.107605669329473","0.125827399912135"
"SPD","1996","35-65 Jahre alt","1282","0.213839230919239","0.204059402170736","0.223619059667742"
"SPD","1996","66 und älter","316","0.21240394321395","0.19218516658936","0.232622719838539"
"FDP","1996","16-34 Jahre alt","","","",""
"FDP","1996","35-65 Jahre alt","75","0.0136812190015054","0.0109104333940535","0.0164520046089573"
"FDP","1996","66 und älter","","","",""
"Grüne","1996","16-34 Jahre alt","294","0.0743778966909935","0.0669325969355723","0.0818231964464148"
"Grüne","1996","35-65 Jahre alt","274","0.051064845632547","0.0458142187975018","0.0563154724675921"
"Grüne","1996","66 und älter","","","",""
"PDS/Linke","1996","16-34 Jahre alt","78","0.0163684205580649","0.0127679190110144","0.0199689221051154"
"PDS/Linke","1996","35-65 Jahre alt","151","0.0145978692819413","0.0117370965477043","0.0174586420161782"
"PDS/Linke","1996","66 und älter","51","0.0228820158910116","0.0154903476729568","0.0302736841090664"
"Rechtsextrem","1996","16-34 Jahre alt","43","0.0114041671403362","0.00839126825074761","0.0144170660299247"
"Rechtsextrem","1996","35-65 Jahre alt","31","0.00698887606087134","0.00500180865126771","0.00897594347047496"
"Rechtsextrem","1996","66 und älter","","","",""
"AfD","1996","16-34 Jahre alt","","","",""
"AfD","1996","35-65 Jahre alt","","","",""
"AfD","1996","66 und älter","","","",""
"Sonstige","1996","16-34 Jahre alt","","","",""
"Sonstige","1996","35-65 Jahre alt","","","",""
"Sonstige","1996","66 und älter","","","",""
"keine PI","1997","16-34 Jahre alt","3320","0.672067676010251","0.658548119886249","0.685587232134253"
"keine PI","1997","35-65 Jahre alt","3738","0.490319236054199","0.478305984861618","0.50233248724678"
"keine PI","1997","66 und älter","751","0.443491522870202","0.419171729348352","0.467811316392053"
"CDU/CSU","1997","16-34 Jahre alt","419","0.106099925651073","0.097231105619972","0.114968745682174"
"CDU/CSU","1997","35-65 Jahre alt","1125","0.202071229743411","0.192421697199629","0.211720762287194"
"CDU/CSU","1997","66 und älter","405","0.274647727366532","0.252798110664383","0.29649734406868"
"SPD","1997","16-34 Jahre alt","511","0.11830748369919","0.109006508172477","0.127608459225902"
"SPD","1997","35-65 Jahre alt","1287","0.230321713644836","0.220203728681224","0.240439698608449"
"SPD","1997","66 und älter","345","0.221118051310487","0.200802470250685","0.24143363237029"
"FDP","1997","16-34 Jahre alt","","","",""
"FDP","1997","35-65 Jahre alt","66","0.0118386264873917","0.00923944522867518","0.0144378077461081"
"FDP","1997","66 und älter","","","",""
"Grüne","1997","16-34 Jahre alt","229","0.0663769929130321","0.0592079963006416","0.0735459895254226"
"Grüne","1997","35-65 Jahre alt","246","0.0431791465313691","0.0382945992964681","0.04806369376627"
"Grüne","1997","66 und älter","","","",""
