"party","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"Rechtsextrem","2009","16-34 Jahre alt","47","0.0117658593764914","0.00842045222797766","0.0151112665250052"
"Rechtsextrem","2009","35-65 Jahre alt","46","0.00778823218076467","0.0060524008564056","0.00952406350512373"
"Rechtsextrem","2009","66 und älter","","","",""
"AfD","2009","16-34 Jahre alt","","","",""
"AfD","2009","35-65 Jahre alt","","","",""
"AfD","2009","66 und älter","","","",""
"Sonstige","2009","16-34 Jahre alt","","","",""
"Sonstige","2009","35-65 Jahre alt","38","0.0042347323582503","0.0029524686219834","0.00551699609451719"
"Sonstige","2009","66 und älter","","","",""
"keine PI","2010","16-34 Jahre alt","4228","0.619333228631581","0.6075302211318","0.631136236131362"
"keine PI","2010","35-65 Jahre alt","6932","0.542569833683169","0.534077266082851","0.551062401283487"
"keine PI","2010","66 und älter","1581","0.404475394519286","0.389356370820534","0.419594418218038"
"CDU/CSU","2010","16-34 Jahre alt","705","0.113204858057807","0.105502881491955","0.120906834623658"
"CDU/CSU","2010","35-65 Jahre alt","2292","0.160104739110618","0.153853538321054","0.166355939900182"
"CDU/CSU","2010","66 und älter","1179","0.284223548122968","0.270328931423141","0.298118164822794"
"SPD","2010","16-34 Jahre alt","619","0.101042857870679","0.0937166318620744","0.108369083879283"
"SPD","2010","35-65 Jahre alt","1800","0.142851780622033","0.136886655159908","0.148816906084158"
"SPD","2010","66 und älter","823","0.212390195829487","0.199790773646251","0.224989618012724"
"FDP","2010","16-34 Jahre alt","218","0.0387283111005357","0.034038067894483","0.0434185543065884"
"FDP","2010","35-65 Jahre alt","409","0.0263533071772557","0.02362265082568","0.0290839635288313"
"FDP","2010","66 und älter","128","0.0310795948285002","0.0257338335071122","0.0364253561498883"
"Grüne","2010","16-34 Jahre alt","408","0.0720104693324233","0.0657265967969139","0.0782943418679326"
"Grüne","2010","35-65 Jahre alt","1145","0.0721093769142393","0.0676998392738909","0.0765189145545876"
"Grüne","2010","66 und älter","116","0.0263991590595916","0.0214604509882124","0.0313378671309708"
"PDS/Linke","2010","16-34 Jahre alt","186","0.030272501331753","0.0261075779447744","0.0344374247187315"
"PDS/Linke","2010","35-65 Jahre alt","512","0.0444115477315077","0.0408997281956913","0.0479233672673241"
"PDS/Linke","2010","66 und älter","209","0.0382655940497027","0.0323559728275031","0.0441752152719024"
"Rechtsextrem","2010","16-34 Jahre alt","90","0.0149862815306566","0.0120328555497433","0.0179397075115699"
"Rechtsextrem","2010","35-65 Jahre alt","69","0.00715484777732126","0.00571806951502555","0.00859162603961696"
"Rechtsextrem","2010","66 und älter","","","",""
"AfD","2010","16-34 Jahre alt","","","",""
"AfD","2010","35-65 Jahre alt","","","",""
"AfD","2010","66 und älter","","","",""
"Sonstige","2010","16-34 Jahre alt","47","0.0104214921445654","0.00795290713166713","0.0128900771574637"
"Sonstige","2010","35-65 Jahre alt","60","0.00444456698385671","0.00331061088536384","0.00557852308234958"
"Sonstige","2010","66 und älter","","","",""
"keine PI","2011","16-34 Jahre alt","2855","0.646752914444354","0.632426492640207","0.661079336248501"
"keine PI","2011","35-65 Jahre alt","6429","0.57959042226232","0.570465219611911","0.58871562491273"
"keine PI","2011","66 und älter","2242","0.439350780330302","0.425777435091276","0.452924125569329"
"CDU/CSU","2011","16-34 Jahre alt","436","0.102845941230988","0.0937414363213991","0.111950446140577"
"CDU/CSU","2011","35-65 Jahre alt","1711","0.142655807318968","0.136190815937145","0.14912079870079"
"CDU/CSU","2011","66 und älter","1412","0.273109094960963","0.260923737257824","0.285294452664102"
"SPD","2011","16-34 Jahre alt","363","0.0983275955266449","0.0894029424804232","0.107252248572867"
"SPD","2011","35-65 Jahre alt","1459","0.133130680704254","0.126850653723023","0.139410707685484"
"SPD","2011","66 und älter","1012","0.208724018574559","0.197609624556807","0.219838412592311"
"FDP","2011","16-34 Jahre alt","60","0.0126556454746198","0.00930517560628367","0.0160061153429559"
"FDP","2011","35-65 Jahre alt","174","0.0116564381227069","0.00967225150046376","0.01364062474495"
"FDP","2011","66 und älter","92","0.0154546672230457","0.0120811473614837","0.0188281870846077"
"Grüne","2011","16-34 Jahre alt","389","0.0963232200445622","0.0874801859273024","0.105166254161822"
"Grüne","2011","35-65 Jahre alt","1024","0.089871210597565","0.0845842345948248","0.0951581866003053"
"Grüne","2011","66 und älter","178","0.0321175188483984","0.0272956222630148","0.0369394154337819"
"PDS/Linke","2011","16-34 Jahre alt","84","0.0191861995654477","0.0150745413594737","0.0232978577714217"
"PDS/Linke","2011","35-65 Jahre alt","331","0.0299776273533814","0.026825272341594","0.0331299823651689"
"PDS/Linke","2011","66 und älter","183","0.0277494489148182","0.0232573235919402","0.0322415742376962"
"Rechtsextrem","2011","16-34 Jahre alt","48","0.012055180726302","0.00878416637475066","0.0153261950778533"
"Rechtsextrem","2011","35-65 Jahre alt","60","0.00673130049357479","0.00521972973701222","0.00824287125013736"
"Rechtsextrem","2011","66 und älter","","","",""
"AfD","2011","16-34 Jahre alt","","","",""
"AfD","2011","35-65 Jahre alt","","","",""
"AfD","2011","66 und älter","","","",""
"Sonstige","2011","16-34 Jahre alt","41","0.0118533029870814","0.00860946132554972","0.0150971446486131"
"Sonstige","2011","35-65 Jahre alt","53","0.00638651314723022","0.00491390817924489","0.00785911811521555"
"Sonstige","2011","66 und älter","","","",""
"keine PI","2012","16-34 Jahre alt","2783","0.668396306631242","0.654017209409881","0.682775403852603"
"keine PI","2012","35-65 Jahre alt","6453","0.588973311025383","0.579811928231182","0.598134693819583"
"keine PI","2012","66 und älter","2239","0.443483954720066","0.429953794591483","0.457014114848649"
"CDU/CSU","2012","16-34 Jahre alt","421","0.0980547739984046","0.0889717727581206","0.107137775238689"
"CDU/CSU","2012","35-65 Jahre alt","1637","0.139396915998303","0.132947710097954","0.145846121898652"
"CDU/CSU","2012","66 und älter","1452","0.279894865727997","0.267667847624573","0.29212188383142"
"SPD","2012","16-34 Jahre alt","331","0.0880026176724985","0.0793499602164839","0.0966552751285132"
"SPD","2012","35-65 Jahre alt","1496","0.135987945881016","0.129605482695416","0.142370409066616"
"SPD","2012","66 und älter","1041","0.201663323702316","0.19073555141358","0.212591095991052"
"FDP","2012","16-34 Jahre alt","35","0.0115533540935736","0.00828946361075332","0.0148172445763938"
"FDP","2012","35-65 Jahre alt","123","0.00869719558151835","0.00696829111409637","0.0104261000489403"
"FDP","2012","66 und älter","86","0.0147085854139579","0.0114299514145585","0.0179872194133573"
"Grüne","2012","16-34 Jahre alt","335","0.0834595342155244","0.0750122186143288","0.09190684981672"
"Grüne","2012","35-65 Jahre alt","894","0.0799942230352871","0.0749429272457612","0.0850455188248129"
"Grüne","2012","66 und älter","161","0.0295128626319948","0.0249036611211316","0.034122064142858"
"PDS/Linke","2012","16-34 Jahre alt","62","0.0135247474521729","0.00999687724009847","0.0170526176642474"
"PDS/Linke","2012","35-65 Jahre alt","307","0.0279754829597991","0.024905007598522","0.0310459583210763"
"PDS/Linke","2012","66 und älter","172","0.0252546806183624","0.0209815944065504","0.0295277668301743"
"Rechtsextrem","2012","16-34 Jahre alt","34","0.00922470658795042","0.00630480116511445","0.0121446120107864"
"Rechtsextrem","2012","35-65 Jahre alt","52","0.00639043410118762","0.00490671641640546","0.00787415178596978"
"Rechtsextrem","2012","66 und älter","","","",""
"AfD","2012","16-34 Jahre alt","","","",""
"AfD","2012","35-65 Jahre alt","","","",""
"AfD","2012","66 und älter","","","",""
"Sonstige","2012","16-34 Jahre alt","117","0.0277839593486333","0.022764194437735","0.0328037242595317"
"Sonstige","2012","35-65 Jahre alt","118","0.0125844914175061","0.0105088801609667","0.0146601026740454"
"Sonstige","2012","66 und älter","","","",""
"keine PI","2013","16-34 Jahre alt","4069","0.666460327895103","0.654312958179777","0.678607697610429"
"keine PI","2013","35-65 Jahre alt","7763","0.585735471230583","0.57721118052344","0.594259761937726"
"keine PI","2013","66 und älter","2114","0.43180185447121","0.418121498823579","0.445482210118842"
"CDU/CSU","2013","16-34 Jahre alt","560","0.104750042700081","0.0968601588715427","0.112639926528619"
"CDU/CSU","2013","35-65 Jahre alt","1945","0.157784447296958","0.151476147272058","0.164092747321858"
"CDU/CSU","2013","66 und älter","1457","0.284264766093309","0.271806920451858","0.29672261173476"
"SPD","2013","16-34 Jahre alt","546","0.102575111325507","0.0947580880830895","0.110392134567925"
"SPD","2013","35-65 Jahre alt","1587","0.1304602807238","0.124631838683225","0.136288722764375"
"SPD","2013","66 und älter","998","0.201325685689332","0.190250789028316","0.212400582350347"
"FDP","2013","16-34 Jahre alt","48","0.00970964434941268","0.00718323170713278","0.0122360569916926"
"FDP","2013","35-65 Jahre alt","147","0.0116247380011233","0.00976983529156035","0.0134796407106862"
"FDP","2013","66 und älter","89","0.0152159157962654","0.011835074465839","0.0185967571266918"
"Grüne","2013","16-34 Jahre alt","384","0.0803948052108541","0.0733893549897391","0.0874002554319691"
"Grüne","2013","35-65 Jahre alt","953","0.0771846976453973","0.0725662969194358","0.0818030983713589"
"Grüne","2013","66 und älter","186","0.0361857733457544","0.0310278981916139","0.0413436484998948"
"PDS/Linke","2013","16-34 Jahre alt","87","0.0151960101113741","0.0120441928004627","0.0183478274222854"
"PDS/Linke","2013","35-65 Jahre alt","301","0.0239630838560823","0.0213165765870216","0.026609591125143"
"PDS/Linke","2013","66 und älter","167","0.024409846315318","0.0201477676907291","0.0286719249399068"
"Rechtsextrem","2013","16-34 Jahre alt","","","",""
"Rechtsextrem","2013","35-65 Jahre alt","37","0.0042668643527569","0.00313890223703803","0.00539482646847578"
"Rechtsextrem","2013","66 und älter","","","",""
"AfD","2013","16-34 Jahre alt","","","",""
"AfD","2013","35-65 Jahre alt","","","",""
"AfD","2013","66 und älter","","","",""
"Sonstige","2013","16-34 Jahre alt","71","0.0139977074518701","0.0109708723031094","0.0170245426006309"
"Sonstige","2013","35-65 Jahre alt","95","0.00898041689329947","0.00734789887733976","0.0106129349092592"
"Sonstige","2013","66 und älter","","","",""
"keine PI","2014","16-34 Jahre alt","4438","0.632975309540936","0.62125877887784","0.644691840204032"
"keine PI","2014","35-65 Jahre alt","8563","0.5489844426595","0.54111528469757","0.55685360062143"
"keine PI","2014","66 und älter","1874","0.381470956836656","0.36794459883637","0.394997314836941"
"CDU/CSU","2014","16-34 Jahre alt","695","0.120459358270689","0.112546994665345","0.128371721876032"
"CDU/CSU","2014","35-65 Jahre alt","2582","0.165736839717493","0.159856349348628","0.171617330086358"
"CDU/CSU","2014","66 und älter","1527","0.314842610564936","0.301909231239718","0.327775989890153"
"SPD","2014","16-34 Jahre alt","578","0.107253626786897","0.0997317182433834","0.11477553533041"
"SPD","2014","35-65 Jahre alt","1978","0.138799958270298","0.133332327586709","0.144267588953886"
"SPD","2014","66 und älter","1036","0.212685765698946","0.201290791291171","0.224080740106722"
"FDP","2014","16-34 Jahre alt","63","0.0112046892370339","0.00864603786677822","0.0137633406072896"
"FDP","2014","35-65 Jahre alt","169","0.0114369743357699","0.00975542258354825","0.0131185260879916"
"FDP","2014","66 und älter","80","0.0140364122694618","0.0107605277335394","0.0173122968053841"
"Grüne","2014","16-34 Jahre alt","383","0.0701853044718336","0.0639754802779668","0.0763951286657005"
"Grüne","2014","35-65 Jahre alt","1220","0.0790295036669269","0.0747630211611812","0.0832959861726726"
"Grüne","2014","66 und älter","159","0.0304933123165512","0.0257053822825297","0.0352812423505726"
"PDS/Linke","2014","16-34 Jahre alt","177","0.0289112724845741","0.0248382100446862","0.032984334924462"
"PDS/Linke","2014","35-65 Jahre alt","540","0.0343226692396695","0.0314435541282611","0.037201784351078"
"PDS/Linke","2014","66 und älter","219","0.0344516971472963","0.0293728820404204","0.0395305122541723"
"Rechtsextrem","2014","16-34 Jahre alt","44","0.00970231854279242","0.00731956758010008","0.0120850695054848"
"Rechtsextrem","2014","35-65 Jahre alt","54","0.00436159704962289","0.0033194570314645","0.00540373706778127"
"Rechtsextrem","2014","66 und älter","","","",""
"AfD","2014","16-34 Jahre alt","42","0.00736962328382865","0.00529052781014329","0.00944871875751402"
"AfD","2014","35-65 Jahre alt","137","0.00862188707795453","0.0071597997544751","0.010083974401434"
"AfD","2014","66 und älter","40","0.00871638343732753","0.00612794871193553","0.0113048181627195"
"Sonstige","2014","16-34 Jahre alt","81","0.0119384973814159","0.00929837030304815","0.0145786244597836"
"Sonstige","2014","35-65 Jahre alt","117","0.00870612798276621","0.00723697771886094","0.0101752782466715"
"Sonstige","2014","66 und älter","","","",""
"keine PI","2015","16-34 Jahre alt","5003","0.701668682038357","0.690684607182198","0.712652756894515"
"keine PI","2015","35-65 Jahre alt","9275","0.59305360708946","0.585197114553892","0.600910099625028"
"keine PI","2015","66 und älter","2007","0.408116344803398","0.394381623624091","0.421851065982704"
"CDU/CSU","2015","16-34 Jahre alt","546","0.0996089317274513","0.0924191990272766","0.106798664427626"
"CDU/CSU","2015","35-65 Jahre alt","2177","0.152441341928559","0.146692910057016","0.158189773800102"
"CDU/CSU","2015","66 und älter","1423","0.299491062356458","0.286691107048192","0.312291017664724"
"SPD","2015","16-34 Jahre alt","400","0.0666926159201998","0.0607029963207513","0.0726822355196483"
"SPD","2015","35-65 Jahre alt","1623","0.120222158858359","0.115021098479224","0.125423219237493"
"SPD","2015","66 und älter","966","0.199754189812752","0.188581201797644","0.210927177827861"
"FDP","2015","16-34 Jahre alt","41","0.00843639271260409","0.00624062346957458","0.0106321619556336"
"FDP","2015","35-65 Jahre alt","141","0.00860211163869808","0.00712525052083497","0.0100789727565612"
"FDP","2015","66 und älter","96","0.016879421850305","0.0132795100815915","0.0204793336190184"
"Grüne","2015","16-34 Jahre alt","345","0.0663178919221833","0.0603439239658569","0.0722918598785098"
"Grüne","2015","35-65 Jahre alt","1024","0.0710140420392803","0.0669064262376352","0.0751216578409253"
"Grüne","2015","66 und älter","156","0.0306034501577059","0.0257901204669007","0.035416779848511"
"PDS/Linke","2015","16-34 Jahre alt","168","0.0261977158467893","0.0223631595146567","0.0300322721789218"
"PDS/Linke","2015","35-65 Jahre alt","483","0.0313169182932913","0.0285314803217777","0.0341023562648049"
"PDS/Linke","2015","66 und älter","190","0.0289218530956438","0.0242385762841553","0.0336051299071324"
"Rechtsextrem","2015","16-34 Jahre alt","40","0.00775257574937992","0.00564695082159602","0.00985820067716382"
"Rechtsextrem","2015","35-65 Jahre alt","57","0.00489454029620582","0.00377843894637312","0.00601064164603853"
"Rechtsextrem","2015","66 und älter","","","",""
"AfD","2015","16-34 Jahre alt","57","0.0117735718792761","0.00918398571551763","0.0143631580430345"
"AfD","2015","35-65 Jahre alt","157","0.012543551695543","0.0107637059623617","0.0143233974287242"
"AfD","2015","66 und älter","63","0.0128478941220119","0.00970074231347085","0.015995045930553"
"Sonstige","2015","16-34 Jahre alt","65","0.0115516222037596","0.00898627295273573","0.0141169714547836"
"Sonstige","2015","35-65 Jahre alt","83","0.00591172816060433","0.00468574973534901","0.00713770658585965"
"Sonstige","2015","66 und älter","","","",""
"keine PI","2016","16-34 Jahre alt","4165","0.702368142025845","0.690431430213096","0.714304853838594"
"keine PI","2016","35-65 Jahre alt","8477","0.598902984688848","0.590721207287066","0.60708476209063"
"keine PI","2016","66 und älter","2071","0.456936767373726","0.44276456070867","0.471108974038781"
"CDU/CSU","2016","16-34 Jahre alt","430","0.0856880259024022","0.0783805082805213","0.0929955435242832"
"CDU/CSU","2016","35-65 Jahre alt","1937","0.141944435725492","0.136118554877393","0.147770316573591"
"CDU/CSU","2016","66 und älter","1306","0.277418565970859","0.264680737843298","0.29015639409842"
"SPD","2016","16-34 Jahre alt","312","0.0643644307199827","0.0579576637656886","0.0707711976742769"
"SPD","2016","35-65 Jahre alt","1349","0.107677052119919","0.102502564938595","0.112851539301243"
"SPD","2016","66 und älter","824","0.169456372425448","0.158783178462941","0.180129566387954"
"FDP","2016","16-34 Jahre alt","34","0.0075264503628312","0.00527004475548035","0.00978285597018205"
"FDP","2016","35-65 Jahre alt","141","0.0114546764724878","0.0096783024540292","0.0132310504909464"
"FDP","2016","66 und älter","112","0.0188721602183923","0.0150008512728618","0.0227434691639229"
"Grüne","2016","16-34 Jahre alt","329","0.0654231987777774","0.0589676081220919","0.0718787894334629"
"Grüne","2016","35-65 Jahre alt","1053","0.0786615864640169","0.0741675597913938","0.08315561313664"
"Grüne","2016","66 und älter","161","0.0339160534920639","0.0287662066571009","0.039065900327027"
"PDS/Linke","2016","16-34 Jahre alt","148","0.0282109120418549","0.0238881913862942","0.0325336326974155"
"PDS/Linke","2016","35-65 Jahre alt","391","0.0267392280002252","0.0240462441585529","0.0294322118418976"
"PDS/Linke","2016","66 und älter","177","0.0264218208540756","0.0218588151505015","0.0309848265576498"
"Rechtsextrem","2016","16-34 Jahre alt","","","",""
"Rechtsextrem","2016","35-65 Jahre alt","44","0.0042258723328628","0.00314298490626315","0.00530875975946244"
"Rechtsextrem","2016","66 und älter","","","",""
"AfD","2016","16-34 Jahre alt","123","0.0256413245153956","0.0215147256488783","0.0297679233819129"
"AfD","2016","35-65 Jahre alt","318","0.0238070278996748","0.0212621606390983","0.0263518951602513"
"AfD","2016","66 und älter","85","0.0153485585126226","0.0118510459613762","0.0188460710638691"
"Sonstige","2016","16-34 Jahre alt","69","0.0146918386050098","0.0115507027998939","0.0178329744101258"
"Sonstige","2016","35-65 Jahre alt","75","0.00658713629647399","0.00523675031663202","0.00793752227631596"
"Sonstige","2016","66 und älter","","","",""
"keine PI","2017","16-34 Jahre alt","5613","0.699846368869758","0.689481295809351","0.710211441930165"
"keine PI","2017","35-65 Jahre alt","10208","0.593320709230004","0.585810811563214","0.600830606896793"
"keine PI","2017","66 und älter","2162","0.44027837132733","0.426485406606138","0.454071336048522"
"CDU/CSU","2017","16-34 Jahre alt","673","0.0953918133999664","0.0887484957408858","0.102035131059047"
"CDU/CSU","2017","35-65 Jahre alt","2344","0.136605225185239","0.131354713847793","0.141855736522686"
"CDU/CSU","2017","66 und älter","1282","0.260057099736564","0.2478688493821","0.272245350091027"
"SPD","2017","16-34 Jahre alt","457","0.0701269483122527","0.06435192806703","0.0759019685574755"
"SPD","2017","35-65 Jahre alt","1783","0.12799087633771","0.122883318919645","0.133098433755776"
"SPD","2017","66 und älter","971","0.20423806198229","0.193036777510042","0.215439346454538"
"FDP","2017","16-34 Jahre alt","73","0.0122401318240135","0.00975346301923455","0.0147268006287924"
"FDP","2017","35-65 Jahre alt","241","0.0162715935348827","0.0143373289220292","0.0182058581477361"
"FDP","2017","66 und älter","128","0.0234724645502456","0.0192658812057248","0.0276790478947664"
"Grüne","2017","16-34 Jahre alt","333","0.0525593476634998","0.0475127323537875","0.0576059629732121"
"Grüne","2017","35-65 Jahre alt","941","0.0595914591831098","0.0559722513005898","0.0632106670656297"
"Grüne","2017","66 und älter","158","0.0320985183857093","0.0272011138876117","0.0369959228838069"
"PDS/Linke","2017","16-34 Jahre alt","202","0.0377167227146269","0.0334083064788412","0.0420251389504127"
"PDS/Linke","2017","35-65 Jahre alt","437","0.0284542749081799","0.0259123154426917","0.0309962343736681"
"PDS/Linke","2017","66 und älter","190","0.0267704314547693","0.0222856298264351","0.0312552330831034"
"Rechtsextrem","2017","16-34 Jahre alt","","","",""
"Rechtsextrem","2017","35-65 Jahre alt","63","0.00322063063216514","0.00235440063954944","0.00408686062478083"
"Rechtsextrem","2017","66 und älter","","","",""
"AfD","2017","16-34 Jahre alt","87","0.0187855789450178","0.0157151895084347","0.0218559683816009"
"AfD","2017","35-65 Jahre alt","355","0.0292554274166537","0.0266789938652486","0.0318318609680588"
"AfD","2017","66 und älter","77","0.0123516291694631","0.00928281067189969","0.0154204476670265"
"Sonstige","2017","16-34 Jahre alt","49","0.00882432996510075","0.00670930549616268","0.0109393544340388"
"Sonstige","2017","35-65 Jahre alt","63","0.00528980357205531","0.00418080421474831","0.0063988029293623"
"Sonstige","2017","66 und älter","","","",""
"keine PI","2018","16-34 Jahre alt","5844","0.66526029420279","0.654908528276329","0.67561206012925"
"keine PI","2018","35-65 Jahre alt","10022","0.591787169885837","0.584213171710647","0.599361168061027"
"keine PI","2018","66 und älter","2153","0.434192185014416","0.420489290298332","0.447895079730501"
"CDU/CSU","2018","16-34 Jahre alt","651","0.0847339891564584","0.0786250257985595","0.0908429525143572"
"CDU/CSU","2018","35-65 Jahre alt","2191","0.134795491064213","0.129532941878884","0.140058040249542"
"CDU/CSU","2018","66 und älter","1301","0.269584996579402","0.257317115686779","0.281852877472024"
"SPD","2018","16-34 Jahre alt","406","0.0631700320565876","0.0578336002696215","0.0685064638435537"
"SPD","2018","35-65 Jahre alt","1465","0.108390187943531","0.103599680685049","0.113180695202012"
"SPD","2018","66 und älter","879","0.1784992432639","0.167912581876875","0.189085904650924"
"FDP","2018","16-34 Jahre alt","125","0.0214886584706031","0.0183077394722233","0.024669577468983"
"FDP","2018","35-65 Jahre alt","276","0.0191956642910508","0.0170812413614773","0.0213100872206244"
"FDP","2018","66 und älter","148","0.0249450233056811","0.0206333747156582","0.0292566718957041"
"Grüne","2018","16-34 Jahre alt","465","0.0766488456333689","0.0708130337515487","0.0824846575151892"
"Grüne","2018","35-65 Jahre alt","1124","0.0702057153928047","0.0662685943314875","0.0741428364541218"
"Grüne","2018","66 und älter","218","0.042111937368454","0.0365593315958373","0.0476645431410707"
"PDS/Linke","2018","16-34 Jahre alt","279","0.0475556916770236","0.0428870980467579","0.0522242853072892"
"PDS/Linke","2018","35-65 Jahre alt","508","0.0316892479917889","0.0289898778361876","0.0343886181473902"
"PDS/Linke","2018","66 und älter","210","0.0300405890026622","0.0253213947826572","0.0347597832226672"
"Rechtsextrem","2018","16-34 Jahre alt","","","",""
"Rechtsextrem","2018","35-65 Jahre alt","","","",""
"Rechtsextrem","2018","66 und älter","","","",""
"AfD","2018","16-34 Jahre alt","131","0.0288204166755756","0.0251504262942668","0.0324904070568844"
"AfD","2018","35-65 Jahre alt","487","0.035835923810707","0.0329715224352665","0.0387003251861475"
"AfD","2018","66 und älter","107","0.0185684568499846","0.0148363440513009","0.0223005696486683"
"Sonstige","2018","16-34 Jahre alt","71","0.011412409451545","0.00908238072146285","0.0137424381816272"
"Sonstige","2018","35-65 Jahre alt","85","0.00677666982162516","0.00551242635639377","0.00804091328685655"
"Sonstige","2018","66 und älter","","","",""
"keine PI","2019","16-34 Jahre alt","3686","0.669367224069396","0.656816260898037","0.681918187240755"
"keine PI","2019","35-65 Jahre alt","8306","0.579316529798334","0.571388798106892","0.587244261489776"
"keine PI","2019","66 und älter","2115","0.447896152884811","0.434334520091575","0.461457785678047"
"CDU/CSU","2019","16-34 Jahre alt","308","0.0639927765764379","0.0574633211842627","0.0705222319686131"
"CDU/CSU","2019","35-65 Jahre alt","2122","0.124468517296877","0.119167259784682","0.129769774809073"
"CDU/CSU","2019","66 und älter","1372","0.246779978334437","0.235022103930324","0.258537852738551"
"SPD","2019","16-34 Jahre alt","221","0.0391937638865648","0.0340165241648914","0.0443710036082381"
"SPD","2019","35-65 Jahre alt","1138","0.0858571296168854","0.0813582074482866","0.0903560517854843"
"SPD","2019","66 und älter","771","0.155068135069192","0.145196591776295","0.16493967836209"
"FDP","2019","16-34 Jahre alt","127","0.0227910595028951","0.0188095490951226","0.0267725699106675"
"FDP","2019","35-65 Jahre alt","390","0.0190861162082472","0.0168888256889549","0.0212834067275394"
"FDP","2019","66 und älter","172","0.0278699855198711","0.0233810488777823","0.0323589221619599"
"Grüne","2019","16-34 Jahre alt","628","0.114478022599624","0.105983624444234","0.122972420755013"
"Grüne","2019","35-65 Jahre alt","1784","0.10985124453537","0.10482958754485","0.114872901525891"
"Grüne","2019","66 und älter","352","0.0605446642854181","0.0540405384572131","0.0670487901136231"
"PDS/Linke","2019","16-34 Jahre alt","205","0.0449813218260707","0.0394517192151482","0.0505109244369932"
"PDS/Linke","2019","35-65 Jahre alt","489","0.0317284429331143","0.0289137162745351","0.0345431695916935"
"PDS/Linke","2019","66 und älter","229","0.0342678273139655","0.0293066521277474","0.0392290025001835"
"Rechtsextrem","2019","16-34 Jahre alt","","","",""
"Rechtsextrem","2019","35-65 Jahre alt","","","",""
"Rechtsextrem","2019","66 und älter","","","",""
"AfD","2019","16-34 Jahre alt","117","0.0299197302091485","0.0253745139205705","0.0344649464977265"
"AfD","2019","35-65 Jahre alt","503","0.0389594132197016","0.0358520621168111","0.0420667643225921"
"AfD","2019","66 und älter","129","0.0226863839861756","0.0186255751809392","0.0267471927914121"
"Sonstige","2019","16-34 Jahre alt","94","0.0137933770562892","0.0106817241753636","0.0169050299372149"
"Sonstige","2019","35-65 Jahre alt","145","0.00942492555228328","0.00787326785101067","0.0109765832535559"
"Sonstige","2019","66 und älter","","","",""
