"party","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"FDP","2002","AkademikerIn","205","","",""
"Grüne","2002","(noch) kein Abschluss","29","","",""
"Grüne","2002","Hauptschule","60","0.00678091828666329","0.00507180224102535","0.00849003433230123"
"Grüne","2002","Realschule","129","","",""
"Grüne","2002","(Fach-)Abitur","145","","",""
"Grüne","2002","AkademikerIn","378","0.082409858044317","0.0743763073765994","0.0904434087120347"
"Linke","2002","(noch) kein Abschluss","18","","",""
"Linke","2002","Hauptschule","118","","",""
"Linke","2002","Realschule","130","","",""
"Linke","2002","(Fach-)Abitur","50","0.0196510371720496","0.014118771494377","0.0251833028497223"
"Linke","2002","AkademikerIn","232","","",""
"Rechte","2002","(noch) kein Abschluss","1","","",""
"Rechte","2002","Hauptschule","20","","",""
"Rechte","2002","Realschule","39","0.00708301683800909","0.00494640211233211","0.00921963156368607"
"Rechte","2002","(Fach-)Abitur","9","0.00539531394043806","0.00247551092030832","0.00831511696056779"
"Rechte","2002","AkademikerIn","5","0.00183586303973302","0.000585273750398462","0.00308645232906758"
"AfD","2002","(noch) kein Abschluss","","","",""
"AfD","2002","Hauptschule","","","",""
"AfD","2002","Realschule","","","",""
"AfD","2002","(Fach-)Abitur","","","",""
"AfD","2002","AkademikerIn","","","",""
"Andere","2002","(noch) kein Abschluss","6","0.00464401518147821","0.000204641255203262","0.00908338910775315"
"Andere","2002","Hauptschule","40","0.00507352235721754","0.00359388580182687","0.00655315891260822"
"Andere","2002","Realschule","35","0.00705526476608811","0.00492281009876246","0.00918771943341377"
"Andere","2002","(Fach-)Abitur","7","0.00449577321894278","0.00182926028310462","0.00716228615478094"
"Andere","2002","AkademikerIn","14","","",""
"keine Parteineigung","2003","(noch) kein Abschluss","632","0.7119355758143","0.682149947274996","0.741721204353604"
"keine Parteineigung","2003","Hauptschule","4784","0.559098377152374","0.548479584995337","0.569717169309411"
"keine Parteineigung","2003","Realschule","3143","0.533791781101055","0.520843551595928","0.546740010606182"
"keine Parteineigung","2003","(Fach-)Abitur","1127","","",""
"keine Parteineigung","2003","AkademikerIn","1541","","",""
"SPD","2003","(noch) kein Abschluss","79","0.0968298767711245","0.0773793629241451","0.116280390618104"
"SPD","2003","Hauptschule","1629","","",""
"SPD","2003","Realschule","891","0.164344178608279","0.154725279520373","0.173963077696186"
"SPD","2003","(Fach-)Abitur","432","0.18108001605807","0.165546989161076","0.196613042955063"
"SPD","2003","AkademikerIn","830","0.194363251474685","0.182504057360688","0.206222445588682"
"CDU/CSU","2003","(noch) kein Abschluss","99","0.120067678718655","0.0986890768020732","0.141446280635237"
"CDU/CSU","2003","Hauptschule","1686","","",""
"CDU/CSU","2003","Realschule","1252","","",""
"CDU/CSU","2003","(Fach-)Abitur","477","0.204348150703751","0.188083415707467","0.220612885700034"
"CDU/CSU","2003","AkademikerIn","1082","","",""
"FDP","2003","(noch) kein Abschluss","11","","",""
"FDP","2003","Hauptschule","68","0.00886367643309255","0.00685904840101213","0.010868304465173"
"FDP","2003","Realschule","95","0.0166113120274609","0.0132939027359405","0.0199287213189813"
"FDP","2003","(Fach-)Abitur","72","0.0312045190750409","0.0241911790289547","0.0382178591211272"
"FDP","2003","AkademikerIn","175","","",""
"Grüne","2003","(noch) kein Abschluss","48","0.0322224559787496","0.0206077372247718","0.0438371747327274"
"Grüne","2003","Hauptschule","91","0.0118520913482614","0.009537530360144","0.0141666523363789"
"Grüne","2003","Realschule","181","","",""
"Grüne","2003","(Fach-)Abitur","204","","",""
"Grüne","2003","AkademikerIn","458","0.107878649476999","0.0985813208294053","0.117175978124592"
"Linke","2003","(noch) kein Abschluss","9","0.00716557607852594","0.00161797048725691","0.012713181669795"
"Linke","2003","Hauptschule","79","0.00778617552199819","0.00590631820304392","0.00966603284095247"
"Linke","2003","Realschule","85","0.0149328228760751","0.0117847964771036","0.0180808492750465"
"Linke","2003","(Fach-)Abitur","36","0.0121555773303674","0.00773547657791639","0.0165756780828185"
"Linke","2003","AkademikerIn","175","","",""
"Rechte","2003","(noch) kein Abschluss","3","","",""
"Rechte","2003","Hauptschule","20","","",""
"Rechte","2003","Realschule","32","0.00589697187969032","0.00390966602824094","0.00788427773113971"
"Rechte","2003","(Fach-)Abitur","4","0.00258495682965787","0.000536792955335276","0.00463312070398047"
"Rechte","2003","AkademikerIn","5","0.00143663985649734","0.000301523884413041","0.00257175582858165"
"AfD","2003","(noch) kein Abschluss","","","",""
"AfD","2003","Hauptschule","","","",""
"AfD","2003","Realschule","","","",""
"AfD","2003","(Fach-)Abitur","","","",""
"AfD","2003","AkademikerIn","","","",""
"Andere","2003","(noch) kein Abschluss","7","0.0135394363401482","0.00593824325881554","0.0211406294214809"
"Andere","2003","Hauptschule","41","0.0045646760589032","0.00312298680575403","0.00600636531205237"
"Andere","2003","Realschule","23","","",""
"Andere","2003","(Fach-)Abitur","9","0.00551679913195297","0.00252906183303513","0.00850453643087081"
"Andere","2003","AkademikerIn","11","","",""
"keine Parteineigung","2004","(noch) kein Abschluss","695","0.78524642241394","0.758447458173208","0.812045386654672"
"keine Parteineigung","2004","Hauptschule","5092","0.628071641757314","0.617502409379443","0.638640874135186"
"keine Parteineigung","2004","Realschule","3454","0.603377566638071","0.590540874452242","0.616214258823899"
"keine Parteineigung","2004","(Fach-)Abitur","1279","","",""
"keine Parteineigung","2004","AkademikerIn","1778","","",""
"SPD","2004","(noch) kein Abschluss","71","0.084951563742771","0.0667565431013312","0.103146584384211"
"SPD","2004","Hauptschule","1251","","",""
"SPD","2004","Realschule","691","0.128534039422217","0.119751821639953","0.137316257204481"
"SPD","2004","(Fach-)Abitur","369","0.152566239862446","0.138111322863211","0.167021156861682"
"SPD","2004","AkademikerIn","672","0.152887377841015","0.142062712246077","0.163712043435953"
"CDU/CSU","2004","(noch) kein Abschluss","79","0.0858296079269338","0.0675495754805372","0.10410964037333"
"CDU/CSU","2004","Hauptschule","1416","","",""
"CDU/CSU","2004","Realschule","1049","","",""
"CDU/CSU","2004","(Fach-)Abitur","427","0.173443390218611","0.158222197709747","0.188664582727475"
"CDU/CSU","2004","AkademikerIn","1004","","",""
"FDP","2004","(noch) kein Abschluss","8","0.00705019027833968","0.00158998601297642","0.0125103945437029"
"FDP","2004","Hauptschule","64","0.00894364183641226","0.00688483508857645","0.0110024485842481"
"FDP","2004","Realschule","75","0.0107501803909809","0.00804416179902116","0.0134561989829407"
"FDP","2004","(Fach-)Abitur","69","0.0298277279055825","0.0229891150933697","0.0366663407177953"
"FDP","2004","AkademikerIn","165","","",""
"Grüne","2004","(noch) kein Abschluss","34","0.0250107163620469","0.0148199273786674","0.0352015053454264"
"Grüne","2004","Hauptschule","64","0.00799258618145366","0.00604538721488066","0.00993978514802665"
"Grüne","2004","Realschule","149","","",""
"Grüne","2004","(Fach-)Abitur","182","","",""
"Grüne","2004","AkademikerIn","424","0.100204645125145","0.091172853762717","0.109236436487574"
"Linke","2004","(noch) kein Abschluss","8","0.00701550498423056","0.00156865361513811","0.012462356353323"
"Linke","2004","Hauptschule","88","0.0097216458400061","0.00757600143519321","0.011867290244819"
"Linke","2004","Realschule","99","0.0164189423852779","0.0130843129618437","0.0197535718087121"
"Linke","2004","(Fach-)Abitur","34","0.0123537451294843","0.0079132282081595","0.0167942620508091"
"Linke","2004","AkademikerIn","189","","",""
"Rechte","2004","(noch) kein Abschluss","","","",""
"Rechte","2004","Hauptschule","27","","",""
"Rechte","2004","Realschule","34","0.00605955271069205","0.00402311853792462","0.00809598688345948"
"Rechte","2004","(Fach-)Abitur","5","0.00243197955796974","0.000451890520425018","0.00441206859551445"
"Rechte","2004","AkademikerIn","1","","",""
"AfD","2004","(noch) kein Abschluss","","","",""
"AfD","2004","Hauptschule","","","",""
"AfD","2004","Realschule","","","",""
"AfD","2004","(Fach-)Abitur","","","",""
"AfD","2004","AkademikerIn","","","",""
"Andere","2004","(noch) kein Abschluss","7","0.0048959942917379","0.000340877560297011","0.00945111102317879"
"Andere","2004","Hauptschule","31","0.00366611598530554","0.00234447116559789","0.00498776080501318"
"Andere","2004","Realschule","28","","",""
"Andere","2004","(Fach-)Abitur","12","","",""
"Andere","2004","AkademikerIn","13","","",""
"keine Parteineigung","2005","(noch) kein Abschluss","681","0.767817179127837","0.740201617711804","0.79543274054387"
"keine Parteineigung","2005","Hauptschule","4542","0.60242639636283","0.591365255110641","0.613487537615018"
"keine Parteineigung","2005","Realschule","3250","0.600423361675722","0.587276204472473","0.61357051887897"
"keine Parteineigung","2005","(Fach-)Abitur","1166","","",""
"keine Parteineigung","2005","AkademikerIn","1617","","",""
"SPD","2005","(noch) kein Abschluss","76","0.0981555899128213","0.0786960194239618","0.117615160401681"
"SPD","2005","Hauptschule","1336","","",""
"SPD","2005","Realschule","706","0.132172077652199","0.123081537512647","0.141262617791752"
"SPD","2005","(Fach-)Abitur","396","0.177021948326221","0.161316927098666","0.192726969553776"
"SPD","2005","AkademikerIn","734","0.178564410772323","0.166842796753386","0.19028602479126"
"CDU/CSU","2005","(noch) kein Abschluss","75","0.0773787963091765","0.0599031750784356","0.0948544175399173"
"CDU/CSU","2005","Hauptschule","1328","","",""
"CDU/CSU","2005","Realschule","952","0.18642105618102","0.175967829873044","0.196874282488997"
"CDU/CSU","2005","(Fach-)Abitur","413","0.169691217049724","0.154246486311127","0.185135947788321"
"CDU/CSU","2005","AkademikerIn","949","0.21825287056952","0.205610854553121","0.230894886585919"
"FDP","2005","(noch) kein Abschluss","11","","",""
"FDP","2005","Hauptschule","70","0.0090182801590352","0.00688162786316093","0.0111549324549095"
"FDP","2005","Realschule","81","0.0117646351970511","0.0088704757838395","0.0146587946102626"
"FDP","2005","(Fach-)Abitur","60","0.02703658554564","0.0203630647217902","0.0337101063694899"
"FDP","2005","AkademikerIn","157","","",""
"Grüne","2005","(noch) kein Abschluss","38","0.0278123585343884","0.0170575203526299","0.0385671967161468"
"Grüne","2005","Hauptschule","70","0.0102008511933238","0.00792977913088206","0.0124719232557656"
"Grüne","2005","Realschule","151","","",""
"Grüne","2005","(Fach-)Abitur","180","","",""
"Grüne","2005","AkademikerIn","440","0.117770812920357","0.107905457106452","0.127636168734262"
"Linke","2005","(noch) kein Abschluss","10","","",""
"Linke","2005","Hauptschule","90","0.00893171140489789","0.00680524609713072","0.0110581767126651"
"Linke","2005","Realschule","106","","",""
"Linke","2005","(Fach-)Abitur","39","0.0169014252631275","0.0115975776098322","0.0222052729164229"
"Linke","2005","AkademikerIn","187","","",""
"Rechte","2005","(noch) kein Abschluss","4","0.00349368487385328","-0.000365466510342595","0.00735283625804916"
"Rechte","2005","Hauptschule","47","0.00783092714290697","0.00583870113612515","0.0098231531496888"
"Rechte","2005","Realschule","63","0.0136819467108078","0.0105638795944384","0.0168000138271772"
"Rechte","2005","(Fach-)Abitur","7","0.00258409140220638","0.000495166034087771","0.00467301677032499"
"Rechte","2005","AkademikerIn","4","0.00150810618287148","0.000320448073912823","0.00269576429183014"
"AfD","2005","(noch) kein Abschluss","","","",""
"AfD","2005","Hauptschule","","","",""
"AfD","2005","Realschule","","","",""
"AfD","2005","(Fach-)Abitur","","","",""
"AfD","2005","AkademikerIn","","","",""
"Andere","2005","(noch) kein Abschluss","3","","",""
"Andere","2005","Hauptschule","37","0.00500864054601676","0.00341309664635398","0.00660418444567953"
"Andere","2005","Realschule","23","","",""
"Andere","2005","(Fach-)Abitur","8","0.0037491281195589","0.00123446193779916","0.00626379430131864"
"Andere","2005","AkademikerIn","13","","",""
"keine Parteineigung","2006","(noch) kein Abschluss","438","0.6876982774545","0.651933593486208","0.723462961422791"
"keine Parteineigung","2006","Hauptschule","4616","0.577538057786076","0.566739016375846","0.588337099196306"
"keine Parteineigung","2006","Realschule","3203","0.557043561181784","0.544140207903017","0.569946914460552"
"keine Parteineigung","2006","(Fach-)Abitur","1149","","",""
"keine Parteineigung","2006","AkademikerIn","1677","","",""
"SPD","2006","(noch) kein Abschluss","82","0.145372388656546","0.118170587794843","0.172574189518249"
"SPD","2006","Hauptschule","1483","","",""
"SPD","2006","Realschule","854","0.151977139674422","0.14265167648232","0.161302602866524"
"SPD","2006","(Fach-)Abitur","492","0.208224683615095","0.19203059139341","0.22441877583678"
"SPD","2006","AkademikerIn","821","0.181157399232911","0.169925549130923","0.1923892493349"
"CDU/CSU","2006","(noch) kein Abschluss","69","0.0915738537921629","0.0693152052481998","0.113832502336126"
"CDU/CSU","2006","Hauptschule","1543","","",""
"CDU/CSU","2006","Realschule","1105","","",""
"CDU/CSU","2006","(Fach-)Abitur","451","0.175779196711489","0.16059838313201","0.190960010290969"
"CDU/CSU","2006","AkademikerIn","1101","","",""
"FDP","2006","(noch) kein Abschluss","7","0.00871777318245559","0.00154363601176028","0.0158919103531509"
"FDP","2006","Hauptschule","74","0.0100485117552949","0.00786799747241922","0.0122290260381706"
"FDP","2006","Realschule","111","","",""
"FDP","2006","(Fach-)Abitur","83","0.0325428334439681","0.0254660960780453","0.0396195708098908"
"FDP","2006","AkademikerIn","209","","",""
"Grüne","2006","(noch) kein Abschluss","37","0.043716782992695","0.0279375605498195","0.0594960054355704"
"Grüne","2006","Hauptschule","79","0.00994012850821833","0.00777128690417138","0.0121089701122653"
"Grüne","2006","Realschule","169","","",""
"Grüne","2006","(Fach-)Abitur","175","","",""
"Grüne","2006","AkademikerIn","455","0.106708955872756","0.0977052775400886","0.115712634205424"
"Linke","2006","(noch) kein Abschluss","9","0.00982265283414355","0.00221169835587475","0.0174336073124123"
"Linke","2006","Hauptschule","155","","",""
"Linke","2006","Realschule","166","","",""
"Linke","2006","(Fach-)Abitur","51","0.023971027122581","0.0178705444214766","0.0300715098236854"
"Linke","2006","AkademikerIn","231","","",""
"Rechte","2006","(noch) kein Abschluss","3","","",""
"Rechte","2006","Hauptschule","53","0.00778935685430086","0.00586735479867841","0.0097113589099233"
"Rechte","2006","Realschule","57","0.0123476255610808","0.00947901706226639","0.0152162340598953"
"Rechte","2006","(Fach-)Abitur","7","0.00236565052438768","0.000428111252537518","0.00430318979623784"
"Rechte","2006","AkademikerIn","5","0.00158995767874667","0.000428053541023646","0.0027518618164697"
"AfD","2006","(noch) kein Abschluss","","","",""
"AfD","2006","Hauptschule","","","",""
"AfD","2006","Realschule","","","",""
"AfD","2006","(Fach-)Abitur","","","",""
"AfD","2006","AkademikerIn","","","",""
"Andere","2006","(noch) kein Abschluss","","","",""
"Andere","2006","Hauptschule","34","0.00401691596905167","0.00263407110393341","0.00539976083416992"
"Andere","2006","Realschule","28","","",""
"Andere","2006","(Fach-)Abitur","7","0.0042944895804148","0.00168647055366013","0.00690250860716948"
"Andere","2006","AkademikerIn","18","","",""
"keine Parteineigung","2007","(noch) kein Abschluss","406","0.755768803387558","0.719928341214451","0.791609265560666"
"keine Parteineigung","2007","Hauptschule","4526","0.619769008381852","0.608636919512635","0.63090109725107"
"keine Parteineigung","2007","Realschule","3348","0.615213697824572","0.602189589869368","0.628237805779776"
"keine Parteineigung","2007","(Fach-)Abitur","1255","","",""
"keine Parteineigung","2007","AkademikerIn","1754","","",""
"SPD","2007","(noch) kein Abschluss","56","0.113170035315081","0.086742025629954","0.139598045000208"
"SPD","2007","Hauptschule","1223","","",""
"SPD","2007","Realschule","682","0.129289946627011","0.120308540294919","0.138271352959104"
"SPD","2007","(Fach-)Abitur","388","0.16688676124397","0.151756247209354","0.182017275278587"
"SPD","2007","AkademikerIn","735","0.164624826927929","0.153589333284725","0.175660320571132"
"CDU/CSU","2007","(noch) kein Abschluss","43","0.0630301462701011","0.0427572630510236","0.0833030294891785"
"CDU/CSU","2007","Hauptschule","1240","","",""
"CDU/CSU","2007","Realschule","876","0.167453859991632","0.157458995171696","0.177448724811569"
"CDU/CSU","2007","(Fach-)Abitur","370","0.142292222358639","0.128116311391729","0.156468133325548"
"CDU/CSU","2007","AkademikerIn","975","0.207810299720884","0.195736292052589","0.219884307389179"
"FDP","2007","(noch) kein Abschluss","7","0.010459654085292","0.00197265869572875","0.0189466494748552"
"FDP","2007","Hauptschule","64","0.00858313186472785","0.00646774879032838","0.0106985149391273"
"FDP","2007","Realschule","94","0.014113274095548","0.0109557070190272","0.0172708411720688"
"FDP","2007","(Fach-)Abitur","78","0.0280731798407836","0.0213704254036308","0.0347759342779363"
"FDP","2007","AkademikerIn","199","","",""
"Grüne","2007","(noch) kein Abschluss","33","0.0398184384597652","0.0235068090728856","0.0561300678466448"
"Grüne","2007","Hauptschule","60","0.00978795536334748","0.00753034976541662","0.0120455609612783"
"Grüne","2007","Realschule","149","","",""
"Grüne","2007","(Fach-)Abitur","172","","",""
"Grüne","2007","AkademikerIn","432","0.107529589217336","0.0983110050825556","0.116748173352117"
"Linke","2007","(noch) kein Abschluss","5","0.0090667300011961","0.00115946855470181","0.0169739914476904"
"Linke","2007","Hauptschule","127","","",""
"Linke","2007","Realschule","139","","",""
"Linke","2007","(Fach-)Abitur","50","0.0233190012639389","0.017195186239955","0.0294428162879229"
"Linke","2007","AkademikerIn","218","","",""
"Rechte","2007","(noch) kein Abschluss","2","","",""
"Rechte","2007","Hauptschule","41","0.00571545655873931","0.00398675991401467","0.00744415320346396"
"Rechte","2007","Realschule","51","0.0112076611660551","0.00838969853140444","0.0140256238007057"
"Rechte","2007","(Fach-)Abitur","10","","",""
"Rechte","2007","AkademikerIn","4","0.00162700272530413","0.000427658438946013","0.00282634701166224"
"AfD","2007","(noch) kein Abschluss","","","",""
"AfD","2007","Hauptschule","","","",""
"AfD","2007","Realschule","","","",""
"AfD","2007","(Fach-)Abitur","","","",""
"AfD","2007","AkademikerIn","","","",""
"Andere","2007","(noch) kein Abschluss","","","",""
"Andere","2007","Hauptschule","24","","",""
"Andere","2007","Realschule","22","","",""
"Andere","2007","(Fach-)Abitur","10","","",""
"Andere","2007","AkademikerIn","21","","",""
"keine Parteineigung","2008","(noch) kein Abschluss","393","0.729246805572699","0.691872576893498","0.7666210342519"
"keine Parteineigung","2008","Hauptschule","4189","0.625882038317733","0.614346834649401","0.637417241986065"
"keine Parteineigung","2008","Realschule","3152","0.610934208444898","0.597495630833501","0.624372786056295"
"keine Parteineigung","2008","(Fach-)Abitur","1142","","",""
"keine Parteineigung","2008","AkademikerIn","1641","","",""
"SPD","2008","(noch) kein Abschluss","62","0.130497195362008","0.10216473702617","0.158829653697846"
"SPD","2008","Hauptschule","1053","","",""
"SPD","2008","Realschule","582","0.118134957803448","0.109238137123485","0.127031778483411"
"SPD","2008","(Fach-)Abitur","350","0.173465119752036","0.157437376623124","0.189492862880949"
"SPD","2008","AkademikerIn","680","0.168219824697066","0.156807510308192","0.17963213908594"
"CDU/CSU","2008","(noch) kein Abschluss","46","0.0836577362330521","0.0603698490088959","0.106945623457208"
"CDU/CSU","2008","Hauptschule","1199","","",""
"CDU/CSU","2008","Realschule","876","0.176110636240091","0.165611059320245","0.186610213159937"
"CDU/CSU","2008","(Fach-)Abitur","371","0.153973654219896","0.138696204865467","0.169251103574326"
"CDU/CSU","2008","AkademikerIn","949","0.223582623318713","0.210871102776996","0.23629414386043"
"FDP","2008","(noch) kein Abschluss","6","0.00667568480503527","-0.000173543157376079","0.0135249127674466"
"FDP","2008","Hauptschule","66","0.00908046503602252","0.00681921814168438","0.0113417119303607"
"FDP","2008","Realschule","89","0.0145817089434524","0.0112775640735371","0.0178858538133677"
"FDP","2008","(Fach-)Abitur","66","0.028030422595492","0.0210436459629705","0.0350171992280135"
"FDP","2008","AkademikerIn","205","","",""
"Grüne","2008","(noch) kein Abschluss","24","","",""
"Grüne","2008","Hauptschule","48","0.00812709219801105","0.0059868133946926","0.0102673710013295"
"Grüne","2008","Realschule","141","","",""
"Grüne","2008","(Fach-)Abitur","155","","",""
"Grüne","2008","AkademikerIn","408","0.105563661819617","0.0961888448513964","0.114938478787838"
"Linke","2008","(noch) kein Abschluss","8","0.00923665913049816","0.00119046328685443","0.0172828549741419"
"Linke","2008","Hauptschule","149","","",""
"Linke","2008","Realschule","150","","",""
"Linke","2008","(Fach-)Abitur","51","0.022477867377106","0.0162034045252291","0.0287523302289828"
"Linke","2008","AkademikerIn","228","","",""
"Rechte","2008","(noch) kein Abschluss","4","0.00454792027579814","-0.00111140657230845","0.0102072471239047"
"Rechte","2008","Hauptschule","32","0.00470106668902836","0.00307045812692843","0.00633167525112828"
"Rechte","2008","Realschule","52","0.0116719965455963","0.00871147869507444","0.0146325143961183"
"Rechte","2008","(Fach-)Abitur","5","0.00257744213378343","0.000431244284137733","0.00472363998342913"
"Rechte","2008","AkademikerIn","3","","",""
"AfD","2008","(noch) kein Abschluss","","","",""
"AfD","2008","Hauptschule","","","",""
"AfD","2008","Realschule","","","",""
"AfD","2008","(Fach-)Abitur","","","",""
"AfD","2008","AkademikerIn","","","",""
"Andere","2008","(noch) kein Abschluss","","","",""
"Andere","2008","Hauptschule","24","","",""
"Andere","2008","Realschule","14","","",""
"Andere","2008","(Fach-)Abitur","4","0.00110253903353194","-0.000302191886895713","0.00250726995395959"
"Andere","2008","AkademikerIn","13","","",""
"keine Parteineigung","2009","(noch) kein Abschluss","353","0.807944644475951","0.772741653268962","0.84314763568294"
"keine Parteineigung","2009","Hauptschule","3777","0.630957714429089","0.618917237164577","0.6429981916936"
"keine Parteineigung","2009","Realschule","3071","0.635006712046015","0.621338784467447","0.648674639624582"
"keine Parteineigung","2009","(Fach-)Abitur","1078","","",""
"keine Parteineigung","2009","AkademikerIn","1664","","",""
"SPD","2009","(noch) kein Abschluss","37","0.0715543310630355","0.0485202037372818","0.0945884583887893"
"SPD","2009","Hauptschule","913","0.14432273326119","0.13555418132624","0.15309128519614"
"SPD","2009","Realschule","475","0.100735007321101","0.0921901438742744","0.109279870767929"
"SPD","2009","(Fach-)Abitur","294","","",""
"SPD","2009","AkademikerIn","608","0.1471786954661","0.136178879396922","0.158178511535279"
"CDU/CSU","2009","(noch) kein Abschluss","41","0.0536756220589482","0.0335344791967598","0.0738167649211365"
"CDU/CSU","2009","Hauptschule","1119","","",""
"CDU/CSU","2009","Realschule","743","0.15897678719224","0.148595721928319","0.169357852456161"
"CDU/CSU","2009","(Fach-)Abitur","302","0.141829018917528","0.126473793522686","0.15718424431237"
"CDU/CSU","2009","AkademikerIn","810","0.186482440236829","0.174389375834492","0.198575504639166"
"FDP","2009","(noch) kein Abschluss","15","","",""
"FDP","2009","Hauptschule","104","","",""
"FDP","2009","Realschule","140","","",""
"FDP","2009","(Fach-)Abitur","82","0.0317037229710618","0.0239920962915856","0.0394153496505381"
"FDP","2009","AkademikerIn","259","","",""
"Grüne","2009","(noch) kein Abschluss","25","","",""
"Grüne","2009","Hauptschule","53","0.0077982187452635","0.00560337697439774","0.00999306051612926"
"Grüne","2009","Realschule","138","","",""
"Grüne","2009","(Fach-)Abitur","160","","",""
"Grüne","2009","AkademikerIn","431","0.114870600381164","0.104970450793467","0.124770749968861"
"Linke","2009","(noch) kein Abschluss","5","0.00817950425682408","0.000130251156603083","0.0162287573570451"
"Linke","2009","Hauptschule","136","","",""
"Linke","2009","Realschule","139","","",""
"Linke","2009","(Fach-)Abitur","53","0.0235280858758481","0.0168567944834851","0.0301993772682111"
"Linke","2009","AkademikerIn","194","","",""
"Rechte","2009","(noch) kein Abschluss","4","0.0105007512042501","0.00139127361697247","0.0196102287915278"
"Rechte","2009","Hauptschule","39","0.0072674214088163","0.0051480268346702","0.0093868159829624"
"Rechte","2009","Realschule","39","0.0113607929957808","0.00835198613917044","0.0143695998523912"
"Rechte","2009","(Fach-)Abitur","7","0.00476937482511493","0.00173702482359981","0.00780172482663004"
"Rechte","2009","AkademikerIn","4","0.000956765197511845","-3.14090900080779e-06","0.0019166713040245"
"AfD","2009","(noch) kein Abschluss","","","",""
"AfD","2009","Hauptschule","","","",""
"AfD","2009","Realschule","","","",""
"AfD","2009","(Fach-)Abitur","","","",""
"AfD","2009","AkademikerIn","","","",""
"Andere","2009","(noch) kein Abschluss","1","","",""
"Andere","2009","Hauptschule","29","","",""
"Andere","2009","Realschule","21","","",""
"Andere","2009","(Fach-)Abitur","7","0.00242625443747359","0.000260907895958559","0.00459160097898863"
"Andere","2009","AkademikerIn","15","","",""
"keine Parteineigung","2010","(noch) kein Abschluss","531","0.631367823671923","0.597248114260644","0.665487533083203"
"keine Parteineigung","2010","Hauptschule","4497","0.583310823906285","0.572090895677804","0.594530752134766"
"keine Parteineigung","2010","Realschule","3901","0.562647432663938","0.550729303933907","0.574565561393969"
"keine Parteineigung","2010","(Fach-)Abitur","1509","","",""
"keine Parteineigung","2010","AkademikerIn","1921","","",""
"SPD","2010","(noch) kein Abschluss","81","0.167257535773991","0.140862899379946","0.193652172168036"
"SPD","2010","Hauptschule","1159","","",""
"SPD","2010","Realschule","758","0.124581945730972","0.116647632064951","0.132516259396993"
"SPD","2010","(Fach-)Abitur","419","0.157439503092268","0.144402142465295","0.170476863719241"
"SPD","2010","AkademikerIn","765","0.155352047630051","0.145545956149583","0.165158139110519"
"CDU/CSU","2010","(noch) kein Abschluss","50","0.0658971951017223","0.048350380646381","0.0834440095570636"
"CDU/CSU","2010","Hauptschule","1248","","",""
"CDU/CSU","2010","Realschule","1159","","",""
"CDU/CSU","2010","(Fach-)Abitur","507","0.171925035794861","0.158418727281322","0.1854313443084"
"CDU/CSU","2010","AkademikerIn","1161","","",""
"FDP","2010","(noch) kein Abschluss","23","","",""
"FDP","2010","Hauptschule","107","","",""
"FDP","2010","Realschule","193","","",""
"FDP","2010","(Fach-)Abitur","108","","",""
"FDP","2010","AkademikerIn","267","","",""
"Grüne","2010","(noch) kein Abschluss","54","0.0760228586318902","0.0572785169330439","0.0947672003307366"
"Grüne","2010","Hauptschule","125","","",""
"Grüne","2010","Realschule","269","","",""
"Grüne","2010","(Fach-)Abitur","315","0.0962968744489763","0.0857371821214083","0.106856566776544"
"Grüne","2010","AkademikerIn","822","0.145492207699365","0.135947174058266","0.155037241340464"
"Linke","2010","(noch) kein Abschluss","18","","",""
"Linke","2010","Hauptschule","198","","",""
"Linke","2010","Realschule","274","","",""
"Linke","2010","(Fach-)Abitur","105","","",""
"Linke","2010","AkademikerIn","272","","",""
"Rechte","2010","(noch) kein Abschluss","7","0.015726694157347","0.00692747661315354","0.0245259117015405"
"Rechte","2010","Hauptschule","57","0.00563267229886712","0.00392947634303499","0.00733586825469925"
"Rechte","2010","Realschule","71","0.0140130724942387","0.0111889968587054","0.0168371481297721"
"Rechte","2010","(Fach-)Abitur","12","","",""
"Rechte","2010","AkademikerIn","7","0.00133482026068821","0.00034644712741486","0.00232319339396157"
"AfD","2010","(noch) kein Abschluss","","","",""
"AfD","2010","Hauptschule","","","",""
"AfD","2010","Realschule","","","",""
"AfD","2010","(Fach-)Abitur","","","",""
"AfD","2010","AkademikerIn","","","",""
"Andere","2010","(noch) kein Abschluss","4","0.00397948562429498","-0.000473128840085678","0.00843210008867563"
"Andere","2010","Hauptschule","26","","",""
"Andere","2010","Realschule","30","0.00495325600228103","0.00326654301142768","0.00663996899313439"
"Andere","2010","(Fach-)Abitur","23","","",""
"Andere","2010","AkademikerIn","27","","",""
"keine Parteineigung","2011","(noch) kein Abschluss","408","0.699842754172764","0.661848594968389","0.73783691337714"
"keine Parteineigung","2011","Hauptschule","4280","0.59793891398956","0.586504131241873","0.609373696737247"
"keine Parteineigung","2011","Realschule","3410","0.607907194221932","0.594933557899574","0.62088083054429"
"keine Parteineigung","2011","(Fach-)Abitur","1273","","",""
"keine Parteineigung","2011","AkademikerIn","1756","","",""
"SPD","2011","(noch) kein Abschluss","47","0.0912236427594997","0.0673551825831455","0.115092102935854"
"SPD","2011","Hauptschule","1120","","",""
"SPD","2011","Realschule","612","0.127139401030005","0.118286998234994","0.135991803825016"
