"party","year","alter_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"Sonstige","1994","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","1994","66 und älter","Staedtischer Raum","","","",""
"Sonstige","1994","66 und älter","Laendlicher Raum","","","",""
"keine PN","1995","16-34 J.","Staedtischer Raum","2124","0.612832327742954","0.596119115388728","0.629545540097181"
"keine PN","1995","16-34 J.","Laendlicher Raum","1147","0.6604230457666","0.637614471496596","0.683231620036603"
"keine PN","1995","35-65 J.","Staedtischer Raum","2183","0.4292396728119","0.41464275347539","0.44383659214841"
"keine PN","1995","35-65 J.","Laendlicher Raum","1315","0.487075188613118","0.467078074377572","0.507072302848665"
"keine PN","1995","66 und älter","Staedtischer Raum","414","0.401300261687888","0.370844055339115","0.431756468036662"
"keine PN","1995","66 und älter","Laendlicher Raum","243","0.443419738364586","0.400430394221667","0.486409082507505"
"CDU/CSU","1995","16-34 J.","Staedtischer Raum","328","0.112345324146615","0.101510070620597","0.123180577672633"
"CDU/CSU","1995","16-34 J.","Laendlicher Raum","190","0.126183732312103","0.110190742075759","0.142176722548446"
"CDU/CSU","1995","35-65 J.","Staedtischer Raum","794","0.214874131963865","0.202761288569666","0.226986975358064"
"CDU/CSU","1995","35-65 J.","Laendlicher Raum","516","0.242004008256042","0.224868886122113","0.259139130389971"
"CDU/CSU","1995","66 und älter","Staedtischer Raum","283","0.302830227393278","0.274280271839084","0.331380182947471"
"CDU/CSU","1995","66 und älter","Laendlicher Raum","129","0.262194517436853","0.224134222392185","0.300254812481522"
"SPD","1995","16-34 J.","Staedtischer Raum","491","0.160804632996751","0.148200285398028","0.173408980595474"
"SPD","1995","16-34 J.","Laendlicher Raum","180","0.125488529288395","0.109533313042217","0.141443745534573"
"SPD","1995","35-65 J.","Staedtischer Raum","1081","0.26519154640012","0.252173335551288","0.278209757248952"
"SPD","1995","35-65 J.","Laendlicher Raum","394","0.19811133163703","0.182165243251471","0.214057420022589"
"SPD","1995","66 und älter","Staedtischer Raum","247","0.245217475260664","0.218485984617867","0.27194896590346"
"SPD","1995","66 und älter","Laendlicher Raum","103","0.225865748731506","0.18968123515822","0.262050262304793"
"FDP","1995","16-34 J.","Staedtischer Raum","","","",""
"FDP","1995","16-34 J.","Laendlicher Raum","","","",""
"FDP","1995","35-65 J.","Staedtischer Raum","59","0.0172216031158082","0.0133849814031291","0.0210582248284873"
"FDP","1995","35-65 J.","Laendlicher Raum","32","0.0116918537564701","0.007391240938844","0.0159924665740961"
"FDP","1995","66 und älter","Staedtischer Raum","","","",""
"FDP","1995","66 und älter","Laendlicher Raum","","","",""
"Grüne","1995","16-34 J.","Staedtischer Raum","236","0.0868127302472551","0.077151972633596","0.0964734878609141"
"Grüne","1995","16-34 J.","Laendlicher Raum","64","0.0463166967555795","0.0361941730227173","0.0564392204884418"
"Grüne","1995","35-65 J.","Staedtischer Raum","197","0.0546659083486569","0.0479618878133876","0.0613699288839263"
"Grüne","1995","35-65 J.","Laendlicher Raum","53","0.0275224824474243","0.0209772351993116","0.0340677296955369"
"Grüne","1995","66 und älter","Staedtischer Raum","","","",""
"Grüne","1995","66 und älter","Laendlicher Raum","","","",""
"PDS/Linke","1995","16-34 J.","Staedtischer Raum","38","0.011083864748241","0.00749162847091434","0.0146761010255677"
"PDS/Linke","1995","16-34 J.","Laendlicher Raum","51","0.0242848010166636","0.0168709008348373","0.0316987011984899"
"PDS/Linke","1995","35-65 J.","Staedtischer Raum","60","0.00877459355687404","0.00602426797515368","0.0115249191385944"
"PDS/Linke","1995","35-65 J.","Laendlicher Raum","75","0.0259067689540188","0.0195512742837587","0.0322622636242788"
"PDS/Linke","1995","66 und älter","Staedtischer Raum","","","",""
"PDS/Linke","1995","66 und älter","Laendlicher Raum","30","0.0452288361787574","0.0272464731176723","0.0632111992398424"
"Rechtsextrem","1995","16-34 J.","Staedtischer Raum","","","",""
"Rechtsextrem","1995","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","1995","35-65 J.","Staedtischer Raum","","","",""
"Rechtsextrem","1995","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","1995","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","1995","66 und älter","Laendlicher Raum","","","",""
"AfD","1995","16-34 J.","Staedtischer Raum","","","",""
"AfD","1995","16-34 J.","Laendlicher Raum","","","",""
"AfD","1995","35-65 J.","Staedtischer Raum","","","",""
"AfD","1995","35-65 J.","Laendlicher Raum","","","",""
"AfD","1995","66 und älter","Staedtischer Raum","","","",""
"AfD","1995","66 und älter","Laendlicher Raum","","","",""
"Sonstige","1995","16-34 J.","Staedtischer Raum","","","",""
"Sonstige","1995","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","1995","35-65 J.","Staedtischer Raum","","","",""
"Sonstige","1995","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","1995","66 und älter","Staedtischer Raum","","","",""
"Sonstige","1995","66 und älter","Laendlicher Raum","","","",""
"keine PN","1996","16-34 J.","Staedtischer Raum","2105","0.626841889247502","0.609960369003252","0.643723409491752"
"keine PN","1996","16-34 J.","Laendlicher Raum","1141","0.687436298687487","0.664687773396365","0.710184823978609"
"keine PN","1996","35-65 J.","Staedtischer Raum","2269","0.461533136016796","0.446655316126356","0.476410955907236"
"keine PN","1996","35-65 J.","Laendlicher Raum","1351","0.501178725137575","0.481245454497919","0.521111995777231"
"keine PN","1996","66 und älter","Staedtischer Raum","458","0.422490070571302","0.392265343230943","0.452714797911661"
"keine PN","1996","66 und älter","Laendlicher Raum","269","0.51158041611187","0.468408833802056","0.554751998421685"
"CDU/CSU","1996","16-34 J.","Staedtischer Raum","332","0.121082301872895","0.109695531969564","0.132469071776226"
"CDU/CSU","1996","16-34 J.","Laendlicher Raum","180","0.135682283668321","0.118876219124121","0.152488348212521"
"CDU/CSU","1996","35-65 J.","Staedtischer Raum","763","0.21387128640656","0.201634104034272","0.226108468778847"
"CDU/CSU","1996","35-65 J.","Laendlicher Raum","512","0.244937671738759","0.227793008462501","0.262082335015017"
"CDU/CSU","1996","66 und älter","Staedtischer Raum","283","0.29514815808895","0.267239216369558","0.323057099808342"
"CDU/CSU","1996","66 und älter","Laendlicher Raum","129","0.255610515299732","0.217937190554601","0.293283840044864"
"SPD","1996","16-34 J.","Staedtischer Raum","407","0.131633732838883","0.119832668547532","0.143434797130234"
"SPD","1996","16-34 J.","Laendlicher Raum","137","0.087469028357162","0.0736040656691965","0.101333991045127"
"SPD","1996","35-65 J.","Staedtischer Raum","924","0.231821338344436","0.219227265935006","0.244415410753867"
"SPD","1996","35-65 J.","Laendlicher Raum","355","0.172401416978118","0.15734262789444","0.187460206061795"
"SPD","1996","66 und älter","Staedtischer Raum","232","0.23177030590924","0.20595074498899","0.257589866829489"
"SPD","1996","66 und älter","Laendlicher Raum","82","0.174211310038715","0.141453329917883","0.206969290159548"
"FDP","1996","16-34 J.","Staedtischer Raum","","","",""
"FDP","1996","16-34 J.","Laendlicher Raum","","","",""
"FDP","1996","35-65 J.","Staedtischer Raum","54","0.0157381938434377","0.0120237728656453","0.0194526148212302"
"FDP","1996","35-65 J.","Laendlicher Raum","","","",""
"FDP","1996","66 und älter","Staedtischer Raum","","","",""
"FDP","1996","66 und älter","Laendlicher Raum","","","",""
"Grüne","1996","16-34 J.","Staedtischer Raum","227","0.0883059065484364","0.0784020223680591","0.0982097907288137"
"Grüne","1996","16-34 J.","Laendlicher Raum","64","0.0410622267186763","0.0313239029657113","0.0508005504716413"
"Grüne","1996","35-65 J.","Staedtischer Raum","208","0.058802969502384","0.0517819809460386","0.0658239580587295"
"Grüne","1996","35-65 J.","Laendlicher Raum","64","0.0324104997111327","0.0253506053462738","0.0394703940759917"
"Grüne","1996","66 und älter","Staedtischer Raum","","","",""
"Grüne","1996","66 und älter","Laendlicher Raum","","","",""
"PDS/Linke","1996","16-34 J.","Staedtischer Raum","39","0.0139087001524733","0.00982091613333184","0.0179964841716147"
"PDS/Linke","1996","16-34 J.","Laendlicher Raum","39","0.0216072579059624","0.0144717615880045","0.0287427542239203"
"PDS/Linke","1996","35-65 J.","Staedtischer Raum","56","0.00808873585296119","0.00541551340339973","0.0107619583025226"
"PDS/Linke","1996","35-65 J.","Laendlicher Raum","95","0.0298796946255894","0.0230921821548854","0.0366672070962934"
"PDS/Linke","1996","66 und älter","Staedtischer Raum","","","",""
"PDS/Linke","1996","66 und älter","Laendlicher Raum","30","0.0429344186977677","0.0254271612104972","0.0604416761850383"
"Rechtsextrem","1996","16-34 J.","Staedtischer Raum","","","",""
"Rechtsextrem","1996","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","1996","35-65 J.","Staedtischer Raum","","","",""
"Rechtsextrem","1996","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","1996","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","1996","66 und älter","Laendlicher Raum","","","",""
"AfD","1996","16-34 J.","Staedtischer Raum","","","",""
"AfD","1996","16-34 J.","Laendlicher Raum","","","",""
"AfD","1996","35-65 J.","Staedtischer Raum","","","",""
"AfD","1996","35-65 J.","Laendlicher Raum","","","",""
"AfD","1996","66 und älter","Staedtischer Raum","","","",""
"AfD","1996","66 und älter","Laendlicher Raum","","","",""
"Sonstige","1996","16-34 J.","Staedtischer Raum","","","",""
"Sonstige","1996","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","1996","35-65 J.","Staedtischer Raum","","","",""
"Sonstige","1996","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","1996","66 und älter","Staedtischer Raum","","","",""
"Sonstige","1996","66 und älter","Laendlicher Raum","","","",""
"keine PN","1997","16-34 J.","Staedtischer Raum","2132","0.656881857488918","0.640044301636852","0.673719413340984"
"keine PN","1997","16-34 J.","Laendlicher Raum","1166","0.711419224970953","0.688847793167286","0.733990656774621"
"keine PN","1997","35-65 J.","Staedtischer Raum","2293","0.477215332090012","0.462181012498584","0.492249651681441"
"keine PN","1997","35-65 J.","Laendlicher Raum","1432","0.527506843687248","0.50747062746478","0.547543059909715"
"keine PN","1997","66 und älter","Staedtischer Raum","464","0.429436215234042","0.399410091070624","0.459462339397461"
"keine PN","1997","66 und älter","Laendlicher Raum","265","0.468245049645639","0.425682905530989","0.51080719376029"
"CDU/CSU","1997","16-34 J.","Staedtischer Raum","285","0.104058705390507","0.093229600485035","0.11488781029598"
"CDU/CSU","1997","16-34 J.","Laendlicher Raum","131","0.106179798587852","0.0908333232977182","0.121526273877987"
"CDU/CSU","1997","35-65 J.","Staedtischer Raum","688","0.194223521009637","0.182315944868447","0.206131097150827"
"CDU/CSU","1997","35-65 J.","Laendlicher Raum","433","0.218122574136245","0.201548718803447","0.234696429469044"
"CDU/CSU","1997","66 und älter","Staedtischer Raum","282","0.28797549463737","0.260507745108221","0.315443244166518"
"CDU/CSU","1997","66 und älter","Laendlicher Raum","117","0.244228981121773","0.207583127230516","0.280874835013029"
"SPD","1997","16-34 J.","Staedtischer Raum","379","0.126275440739862","0.114495033801476","0.138055847678248"
"SPD","1997","16-34 J.","Laendlicher Raum","131","0.101134429831976","0.0861147906094244","0.116154069054528"
"SPD","1997","35-65 J.","Staedtischer Raum","923","0.246592142379618","0.233618263108528","0.259566021650709"
"SPD","1997","35-65 J.","Laendlicher Raum","358","0.185153896016179","0.169565259755835","0.200742532276523"
"SPD","1997","66 und älter","Staedtischer Raum","242","0.237675741972501","0.21185550993907","0.263495974005932"
"SPD","1997","66 und älter","Laendlicher Raum","101","0.200862857208815","0.166689188408962","0.235036526008667"
"FDP","1997","16-34 J.","Staedtischer Raum","","","",""
"FDP","1997","16-34 J.","Laendlicher Raum","","","",""
"FDP","1997","35-65 J.","Staedtischer Raum","48","0.0137945012079764","0.010283735292312","0.0173052671236407"
"FDP","1997","35-65 J.","Laendlicher Raum","","","",""
"FDP","1997","66 und älter","Staedtischer Raum","","","",""
"FDP","1997","66 und älter","Laendlicher Raum","","","",""
"Grüne","1997","16-34 J.","Staedtischer Raum","178","0.0803757459349286","0.0707334314643919","0.0900180604054653"
"Grüne","1997","16-34 J.","Laendlicher Raum","48","0.0332054477942161","0.024279910257469","0.0421309853309632"
"Grüne","1997","35-65 J.","Staedtischer Raum","196","0.050690575852476","0.0440877069998502","0.0572934447051019"
"Grüne","1997","35-65 J.","Laendlicher Raum","48","0.0288118780655131","0.022098495993242","0.0355252601377842"
"Grüne","1997","66 und älter","Staedtischer Raum","","","",""
"Grüne","1997","66 und älter","Laendlicher Raum","","","",""
"PDS/Linke","1997","16-34 J.","Staedtischer Raum","","","",""
"PDS/Linke","1997","16-34 J.","Laendlicher Raum","32","0.0164050348486064","0.0100771387446298","0.022732930952583"
"PDS/Linke","1997","35-65 J.","Staedtischer Raum","51","0.00738867963296495","0.00481094508131697","0.00996641418461293"
"PDS/Linke","1997","35-65 J.","Laendlicher Raum","78","0.0239445044640562","0.0178090875158084","0.0300799214123041"
"PDS/Linke","1997","66 und älter","Staedtischer Raum","","","",""
"PDS/Linke","1997","66 und älter","Laendlicher Raum","33","0.0445516762084402","0.0269535367315593","0.0621498156853211"
"Rechtsextrem","1997","16-34 J.","Staedtischer Raum","","","",""
"Rechtsextrem","1997","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","1997","35-65 J.","Staedtischer Raum","","","",""
"Rechtsextrem","1997","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","1997","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","1997","66 und älter","Laendlicher Raum","","","",""
"AfD","1997","16-34 J.","Staedtischer Raum","","","",""
"AfD","1997","16-34 J.","Laendlicher Raum","","","",""
"AfD","1997","35-65 J.","Staedtischer Raum","","","",""
"AfD","1997","35-65 J.","Laendlicher Raum","","","",""
"AfD","1997","66 und älter","Staedtischer Raum","","","",""
"AfD","1997","66 und älter","Laendlicher Raum","","","",""
"Sonstige","1997","16-34 J.","Staedtischer Raum","","","",""
"Sonstige","1997","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","1997","35-65 J.","Staedtischer Raum","","","",""
"Sonstige","1997","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","1997","66 und älter","Staedtischer Raum","","","",""
"Sonstige","1997","66 und älter","Laendlicher Raum","","","",""
"keine PN","1998","16-34 J.","Staedtischer Raum","2213","0.659173172469755","0.642778807986699","0.675567536952811"
"keine PN","1998","16-34 J.","Laendlicher Raum","1231","0.717932929269813","0.696127001344128","0.739738857195498"
"keine PN","1998","35-65 J.","Staedtischer Raum","2484","0.472165526566292","0.458010162891922","0.486320890240663"
"keine PN","1998","35-65 J.","Laendlicher Raum","1596","0.529660793064132","0.510837729733652","0.548483856394613"
"keine PN","1998","66 und älter","Staedtischer Raum","521","0.391919250760206","0.364648443750047","0.419190057770366"
"keine PN","1998","66 und älter","Laendlicher Raum","317","0.493719361404686","0.454237876894745","0.533200845914628"
"CDU/CSU","1998","16-34 J.","Staedtischer Raum","247","0.0811536887783779","0.0717086551424164","0.0905987224143394"
"CDU/CSU","1998","16-34 J.","Laendlicher Raum","124","0.0925914416316264","0.0785457444856048","0.106637138777648"
"CDU/CSU","1998","35-65 J.","Staedtischer Raum","744","0.180222286715493","0.169323520925295","0.191121052505692"
"CDU/CSU","1998","35-65 J.","Laendlicher Raum","443","0.190335119446865","0.175530477292703","0.205139761601026"
"CDU/CSU","1998","66 und älter","Staedtischer Raum","319","0.284629229723721","0.259422041236067","0.309836418211374"
"CDU/CSU","1998","66 und älter","Laendlicher Raum","141","0.237109238855422","0.203522862447859","0.270695615262985"
"SPD","1998","16-34 J.","Staedtischer Raum","446","0.142045837825648","0.12997119654663","0.154120479104666"
"SPD","1998","16-34 J.","Laendlicher Raum","156","0.110529856227892","0.0953362127487504","0.125723499707034"
"SPD","1998","35-65 J.","Staedtischer Raum","1167","0.258569624115649","0.246154560256754","0.270984687974543"
"SPD","1998","35-65 J.","Laendlicher Raum","443","0.195301570093952","0.180351086412863","0.210252053775041"
"SPD","1998","66 und älter","Staedtischer Raum","321","0.26894981735518","0.244179687327089","0.293719947383272"
"SPD","1998","66 und älter","Laendlicher Raum","113","0.205723696635755","0.173802019725244","0.237645373546266"
"FDP","1998","16-34 J.","Staedtischer Raum","","","",""
"FDP","1998","16-34 J.","Laendlicher Raum","","","",""
"FDP","1998","35-65 J.","Staedtischer Raum","65","0.0166866969189929","0.0130546105720296","0.0203187832659561"
"FDP","1998","35-65 J.","Laendlicher Raum","","","",""
"FDP","1998","66 und älter","Staedtischer Raum","","","",""
"FDP","1998","66 und älter","Laendlicher Raum","","","",""
"Grüne","1998","16-34 J.","Staedtischer Raum","198","0.0751685517845147","0.0660489195624743","0.0842881840065552"
"Grüne","1998","16-34 J.","Laendlicher Raum","50","0.0334502505692684","0.0247372401112666","0.0421632610272703"
"Grüne","1998","35-65 J.","Staedtischer Raum","222","0.0542407220960447","0.047818607441295","0.0606628367507944"
"Grüne","1998","35-65 J.","Laendlicher Raum","73","0.0311267031226724","0.0245775393030638","0.037675866942281"
"Grüne","1998","66 und älter","Staedtischer Raum","","","",""
"Grüne","1998","66 und älter","Laendlicher Raum","","","",""
"PDS/Linke","1998","16-34 J.","Staedtischer Raum","33","0.00958280322833809","0.00621316474281277","0.0129524417138634"
"PDS/Linke","1998","16-34 J.","Laendlicher Raum","33","0.0172496715630462","0.010940556392101","0.0235587867339914"
"PDS/Linke","1998","35-65 J.","Staedtischer Raum","53","0.00817998106816934","0.00562600041838219","0.0107339617179565"
"PDS/Linke","1998","35-65 J.","Laendlicher Raum","93","0.0267469041852139","0.0206622562176961","0.0328315521527318"
"PDS/Linke","1998","66 und älter","Staedtischer Raum","","","",""
"PDS/Linke","1998","66 und älter","Laendlicher Raum","35","0.0403353717087564","0.0247986097982007","0.055872133619312"
"Rechtsextrem","1998","16-34 J.","Staedtischer Raum","30","0.0123227144917931","0.0085068875994311","0.016138541384155"
"Rechtsextrem","1998","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","1998","35-65 J.","Staedtischer Raum","","","",""
"Rechtsextrem","1998","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","1998","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","1998","66 und älter","Laendlicher Raum","","","",""
"AfD","1998","16-34 J.","Staedtischer Raum","","","",""
"AfD","1998","16-34 J.","Laendlicher Raum","","","",""
"AfD","1998","35-65 J.","Staedtischer Raum","","","",""
"AfD","1998","35-65 J.","Laendlicher Raum","","","",""
"AfD","1998","66 und älter","Staedtischer Raum","","","",""
"AfD","1998","66 und älter","Laendlicher Raum","","","",""
"Sonstige","1998","16-34 J.","Staedtischer Raum","","","",""
"Sonstige","1998","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","1998","35-65 J.","Staedtischer Raum","","","",""
"Sonstige","1998","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","1998","66 und älter","Staedtischer Raum","","","",""
"Sonstige","1998","66 und älter","Laendlicher Raum","","","",""
"keine PN","1999","16-34 J.","Staedtischer Raum","1923","0.607356775915682","0.589925650530143","0.624787901301221"
"keine PN","1999","16-34 J.","Laendlicher Raum","1050","0.638638995089595","0.61485351334775","0.66242447683144"
"keine PN","1999","35-65 J.","Staedtischer Raum","2268","0.447211093556029","0.432898698315013","0.461523488797044"
"keine PN","1999","35-65 J.","Laendlicher Raum","1409","0.48891882410904","0.469763365981664","0.508074282236417"
"keine PN","1999","66 und älter","Staedtischer Raum","474","0.377853955897344","0.350166464763846","0.405541447030842"
"keine PN","1999","66 und älter","Laendlicher Raum","273","0.424507194778061","0.38531586831485","0.463698521241272"
"CDU/CSU","1999","16-34 J.","Staedtischer Raum","346","0.124456904213164","0.112673990600792","0.136239817825537"
"CDU/CSU","1999","16-34 J.","Laendlicher Raum","180","0.138435523405101","0.121336108181166","0.155534938629036"
"CDU/CSU","1999","35-65 J.","Staedtischer Raum","847","0.207817225486686","0.196137575021316","0.219496875952055"
"CDU/CSU","1999","35-65 J.","Laendlicher Raum","505","0.217351676800686","0.201546693247471","0.233156660353901"
"CDU/CSU","1999","66 und älter","Staedtischer Raum","349","0.327807506760294","0.301001524725572","0.354613488795017"
"CDU/CSU","1999","66 und älter","Laendlicher Raum","164","0.285454980209792","0.249644421537118","0.321265538882467"
"SPD","1999","16-34 J.","Staedtischer Raum","465","0.162681771903302","0.149507726597321","0.175855817209283"
"SPD","1999","16-34 J.","Laendlicher Raum","198","0.136407544925422","0.119413873817773","0.153401216033071"
"SPD","1999","35-65 J.","Staedtischer Raum","1163","0.263357900419465","0.250679110067519","0.27603669077141"
"SPD","1999","35-65 J.","Laendlicher Raum","499","0.218378185445673","0.202546316594594","0.234210054296752"
"SPD","1999","66 und älter","Staedtischer Raum","294","0.247427566169952","0.22278569738987","0.272069434950034"
"SPD","1999","66 und älter","Laendlicher Raum","125","0.222874841600941","0.189875635316227","0.255874047885655"
"FDP","1999","16-34 J.","Staedtischer Raum","30","0.0106386252428594","0.00697657191999016","0.0143006785657287"
"FDP","1999","16-34 J.","Laendlicher Raum","","","",""
"FDP","1999","35-65 J.","Staedtischer Raum","62","0.0180522363906862","0.0142197018642767","0.0218847709170957"
"FDP","1999","35-65 J.","Laendlicher Raum","","","",""
"FDP","1999","66 und älter","Staedtischer Raum","","","",""
"FDP","1999","66 und älter","Laendlicher Raum","","","",""
"Grüne","1999","16-34 J.","Staedtischer Raum","165","0.0652977425909473","0.0564793351202064","0.0741161500616882"
"Grüne","1999","16-34 J.","Laendlicher Raum","47","0.033426677567797","0.0245269317916375","0.0423264233439565"
"Grüne","1999","35-65 J.","Staedtischer Raum","189","0.0448227525493137","0.0388665751645977","0.0507789299340297"
"Grüne","1999","35-65 J.","Laendlicher Raum","56","0.026379412625201","0.0202381643377007","0.0325206609127013"
"Grüne","1999","66 und älter","Staedtischer Raum","","","",""
"Grüne","1999","66 und älter","Laendlicher Raum","","","",""
"PDS/Linke","1999","16-34 J.","Staedtischer Raum","39","0.0123417586694543","0.00840085060300485","0.0162826667359038"
"PDS/Linke","1999","16-34 J.","Laendlicher Raum","37","0.0215068427062139","0.0143242569709391","0.0286894284414886"
"PDS/Linke","1999","35-65 J.","Staedtischer Raum","69","0.01093176509161","0.0079385725812688","0.0139249576019512"
"PDS/Linke","1999","35-65 J.","Laendlicher Raum","107","0.031588089789488","0.0248858345307025","0.0382903450482736"
"PDS/Linke","1999","66 und älter","Staedtischer Raum","","","",""
"PDS/Linke","1999","66 und älter","Laendlicher Raum","44","0.0531415267611289","0.0353551685480924","0.0709278849741654"
"Rechtsextrem","1999","16-34 J.","Staedtischer Raum","","","",""
"Rechtsextrem","1999","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","1999","35-65 J.","Staedtischer Raum","","","",""
"Rechtsextrem","1999","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","1999","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","1999","66 und älter","Laendlicher Raum","","","",""
"AfD","1999","16-34 J.","Staedtischer Raum","","","",""
"AfD","1999","16-34 J.","Laendlicher Raum","","","",""
"AfD","1999","35-65 J.","Staedtischer Raum","","","",""
"AfD","1999","35-65 J.","Laendlicher Raum","","","",""
"AfD","1999","66 und älter","Staedtischer Raum","","","",""
"AfD","1999","66 und älter","Laendlicher Raum","","","",""
"Sonstige","1999","16-34 J.","Staedtischer Raum","","","",""
"Sonstige","1999","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","1999","35-65 J.","Staedtischer Raum","","","",""
"Sonstige","1999","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","1999","66 und älter","Staedtischer Raum","","","",""
"Sonstige","1999","66 und älter","Laendlicher Raum","","","",""
"keine PN","2000","16-34 J.","Staedtischer Raum","2990","0.632564479411611","0.618588397093428","0.646540561729793"
"keine PN","2000","16-34 J.","Laendlicher Raum","1784","0.706993464613647","0.689029677150135","0.724957252077159"
"keine PN","2000","35-65 J.","Staedtischer Raum","4317","0.482468409050029","0.471930134602277","0.493006683497781"
"keine PN","2000","35-65 J.","Laendlicher Raum","2630","0.545279144171128","0.530985471355813","0.559572816986443"
"keine PN","2000","66 und älter","Staedtischer Raum","962","0.410747906376272","0.390689964677355","0.430805848075189"
"keine PN","2000","66 und älter","Laendlicher Raum","610","0.485239155335459","0.457533160050875","0.512945150620044"
"CDU/CSU","2000","16-34 J.","Staedtischer Raum","495","0.111884692964836","0.102746454323948","0.121022931605723"
"CDU/CSU","2000","16-34 J.","Laendlicher Raum","267","0.118313578524833","0.105566051943274","0.131061105106393"
"CDU/CSU","2000","35-65 J.","Staedtischer Raum","1536","0.182213954493656","0.174072963097405","0.190354945889906"
"CDU/CSU","2000","35-65 J.","Laendlicher Raum","874","0.197349176656678","0.185924525617507","0.20877382769585"
"CDU/CSU","2000","66 und älter","Staedtischer Raum","676","0.301018971303332","0.282317415124983","0.319720527481681"
"CDU/CSU","2000","66 und älter","Laendlicher Raum","311","0.255761876434598","0.231575715086089","0.279948037783108"
"SPD","2000","16-34 J.","Staedtischer Raum","685","0.157481914666865","0.146922315341476","0.168041513992254"
"SPD","2000","16-34 J.","Laendlicher Raum","221","0.0907684615150215","0.0794299436693843","0.102106979360659"
"SPD","2000","35-65 J.","Staedtischer Raum","2076","0.251859079988057","0.24270452701207","0.261013632964044"
"SPD","2000","35-65 J.","Laendlicher Raum","805","0.186242986686487","0.175067941381515","0.197418031991459"
"SPD","2000","66 und älter","Staedtischer Raum","558","0.237992279698883","0.220629900442392","0.255354658955373"
"SPD","2000","66 und älter","Laendlicher Raum","232","0.186761075866653","0.16515651980825","0.208365631925056"
"FDP","2000","16-34 J.","Staedtischer Raum","45","0.0116491500400015","0.00853854286149645","0.0147597572185065"
"FDP","2000","16-34 J.","Laendlicher Raum","","","",""
"FDP","2000","35-65 J.","Staedtischer Raum","131","0.0171731025717833","0.0144332352669531","0.0199129698766134"
"FDP","2000","35-65 J.","Laendlicher Raum","41","0.00977997443783056","0.00695511613106812","0.012604832744593"
"FDP","2000","66 und älter","Staedtischer Raum","37","0.0196098661472446","0.0139567891735616","0.0252629431209276"
"FDP","2000","66 und älter","Laendlicher Raum","","","",""
"Grüne","2000","16-34 J.","Staedtischer Raum","226","0.0591494949947479","0.0523107200470039","0.0659882699424919"
"Grüne","2000","16-34 J.","Laendlicher Raum","60","0.0253303116746417","0.0191287573607238","0.0315318659885596"
"Grüne","2000","35-65 J.","Staedtischer Raum","387","0.047233350775838","0.0427594712767319","0.0517072302749441"
"Grüne","2000","35-65 J.","Laendlicher Raum","100","0.0219059701184426","0.0177041882185534","0.0261077520183319"
"Grüne","2000","66 und älter","Staedtischer Raum","","","",""
"Grüne","2000","66 und älter","Laendlicher Raum","","","",""
"PDS/Linke","2000","16-34 J.","Staedtischer Raum","68","0.0132234923037078","0.00991199073897879","0.0165349938684367"
"PDS/Linke","2000","16-34 J.","Laendlicher Raum","71","0.0282221141526903","0.0216858464224427","0.0347583818829378"
"PDS/Linke","2000","35-65 J.","Staedtischer Raum","128","0.0117192909833127","0.00944964846284477","0.0139889335037806"
"PDS/Linke","2000","35-65 J.","Laendlicher Raum","170","0.0312469206913366","0.0262526495469297","0.0362411918357435"
"PDS/Linke","2000","66 und älter","Staedtischer Raum","43","0.0155636164556794","0.0105170359438278","0.020610196967531"
"PDS/Linke","2000","66 und älter","Laendlicher Raum","73","0.0515416298661501","0.0392847114551379","0.0637985482771623"
"Rechtsextrem","2000","16-34 J.","Staedtischer Raum","40","0.00859011727266167","0.0059148409325252","0.0112653936127981"
"Rechtsextrem","2000","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2000","35-65 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2000","35-65 J.","Laendlicher Raum","","","",""
