"party","year","alter_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"CDU/CSU","2018","35-65 J.","Laendlicher Raum","740","0.135422574652459","0.126479787092507","0.144365362212411"
"CDU/CSU","2018","66 und älter","Staedtischer Raum","837","0.274251928077579","0.258617481641209","0.289886374513949"
"CDU/CSU","2018","66 und älter","Laendlicher Raum","451","0.264837144536101","0.244576412578724","0.285097876493478"
"SPD","2018","16-34 J.","Staedtischer Raum","300","0.0704775737244542","0.0635208969135804","0.0774342505353279"
"SPD","2018","16-34 J.","Laendlicher Raum","91","0.0460085397477601","0.0374109460663755","0.0546061334291448"
"SPD","2018","35-65 J.","Staedtischer Raum","1037","0.116337902103305","0.110152771775487","0.122523032431123"
"SPD","2018","35-65 J.","Laendlicher Raum","417","0.0919568731739729","0.0844047203359084","0.0995090260120373"
"SPD","2018","66 und älter","Staedtischer Raum","595","0.190571211828353","0.176807591314926","0.20433483234178"
"SPD","2018","66 und älter","Laendlicher Raum","268","0.149034243911889","0.132682164748261","0.165386323075517"
"FDP","2018","16-34 J.","Staedtischer Raum","95","0.0240287348531136","0.0198664635247033","0.028191006181524"
"FDP","2018","16-34 J.","Laendlicher Raum","","","",""
"FDP","2018","35-65 J.","Staedtischer Raum","202","0.0209847460497171","0.0182197678239717","0.0237497242754626"
"FDP","2018","35-65 J.","Laendlicher Raum","74","0.0157540368244308","0.0124996199412422","0.0190084537076194"
"FDP","2018","66 und älter","Staedtischer Raum","116","0.031299429033002","0.0251973517418524","0.0374015063241517"
"FDP","2018","66 und älter","Laendlicher Raum","32","0.0140654797714319","0.00865824512328548","0.0194727144195783"
"Grüne","2018","16-34 J.","Staedtischer Raum","349","0.0830555243461285","0.0755548173530049","0.0905562313392521"
"Grüne","2018","16-34 J.","Laendlicher Raum","103","0.0561233464391496","0.0466780661592738","0.0655686267190254"
"Grüne","2018","35-65 J.","Staedtischer Raum","867","0.0826074687781155","0.0772970058080496","0.0879179317481815"
"Grüne","2018","35-65 J.","Laendlicher Raum","255","0.0450400089389887","0.0396197846574322","0.0504602332205451"
"Grüne","2018","66 und älter","Staedtischer Raum","162","0.046165485561081","0.0388117173083526","0.0535192538138095"
"Grüne","2018","66 und älter","Laendlicher Raum","55","0.0323214176011068","0.024200882098747","0.0404419531034666"
"PDS/Linke","2018","16-34 J.","Staedtischer Raum","202","0.0552680763197321","0.0490574143980725","0.0614787382413916"
"PDS/Linke","2018","16-34 J.","Laendlicher Raum","68","0.027085764378115","0.020423938527031","0.0337475902291989"
"PDS/Linke","2018","35-65 J.","Staedtischer Raum","324","0.0327110906010772","0.029279695369021","0.0361424858331333"
"PDS/Linke","2018","35-65 J.","Laendlicher Raum","183","0.0290373683768832","0.0246489773322598","0.0334257594215066"
"PDS/Linke","2018","66 und älter","Staedtischer Raum","106","0.0255796731711177","0.0200469953396968","0.0311123510025386"
"PDS/Linke","2018","66 und älter","Laendlicher Raum","101","0.0396768496489326","0.0307138950857913","0.0486398042120739"
"Rechtsextrem","2018","16-34 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2018","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2018","35-65 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2018","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2018","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","2018","66 und älter","Laendlicher Raum","","","",""
"AfD","2018","16-34 J.","Staedtischer Raum","75","0.0233674169223969","0.0192614317417831","0.0274734021030108"
"AfD","2018","16-34 J.","Laendlicher Raum","56","0.0454895714587648","0.0369382799810375","0.0540408629364921"
"AfD","2018","35-65 J.","Staedtischer Raum","280","0.0343523813431434","0.0308389385359637","0.0378658241503231"
"AfD","2018","35-65 J.","Laendlicher Raum","206","0.0401650189080622","0.0350334790121474","0.045296558803977"
"AfD","2018","66 und älter","Staedtischer Raum","57","0.0167250447099406","0.012231015909737","0.0212190735101443"
"AfD","2018","66 und älter","Laendlicher Raum","49","0.0231177120775568","0.0162174204202301","0.0300180037348836"
"Sonstige","2018","16-34 J.","Staedtischer Raum","41","0.009634350346894","0.00697940600445275","0.0122892946893352"
"Sonstige","2018","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","2018","35-65 J.","Staedtischer Raum","57","0.00623617699999249","0.00471756811934715","0.00775478588063783"
"Sonstige","2018","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","2018","66 und älter","Staedtischer Raum","","","",""
"Sonstige","2018","66 und älter","Laendlicher Raum","","","",""
"keine PN","2019","16-34 J.","Staedtischer Raum","2423","0.65916273182318","0.643629619551048","0.674695844095312"
"keine PN","2019","16-34 J.","Laendlicher Raum","1188","0.733858292518392","0.712357651725748","0.755358933311035"
"keine PN","2019","35-65 J.","Staedtischer Raum","5024","0.562142219990841","0.552090365152113","0.572194074829569"
"keine PN","2019","35-65 J.","Laendlicher Raum","3166","0.623186781876921","0.610053616060627","0.636319947693216"
"keine PN","2019","66 und älter","Staedtischer Raum","1227","0.438992413712565","0.421787298691534","0.456197528733596"
"keine PN","2019","66 und älter","Laendlicher Raum","856","0.467214139440365","0.444637151131246","0.489791127749485"
"CDU/CSU","2019","16-34 J.","Staedtischer Raum","200","0.0659714570564507","0.0578366598091239","0.0741062543037775"
"CDU/CSU","2019","16-34 J.","Laendlicher Raum","100","0.0610323250436581","0.049385860489737","0.0726787895975792"
"CDU/CSU","2019","35-65 J.","Staedtischer Raum","1300","0.122518645337274","0.11587545627816","0.129161834396388"
"CDU/CSU","2019","35-65 J.","Laendlicher Raum","795","0.132038504627262","0.12286367993224","0.141213329322284"
"CDU/CSU","2019","66 und älter","Staedtischer Raum","884","0.2472747807732","0.23231749291557","0.26223206863083"
"CDU/CSU","2019","66 und älter","Laendlicher Raum","476","0.250954623466372","0.231335331126139","0.270573915806604"
"SPD","2019","16-34 J.","Staedtischer Raum","152","0.0392124305885618","0.0328515947087078","0.0455732664684159"
"SPD","2019","16-34 J.","Laendlicher Raum","53","0.0357743277916347","0.0267385838079732","0.0448100717752963"
"SPD","2019","35-65 J.","Staedtischer Raum","790","0.0962986193782384","0.0903216769327524","0.102275561823724"
"SPD","2019","35-65 J.","Laendlicher Raum","309","0.0638664886300185","0.0572397069585724","0.0704932703014646"
"SPD","2019","66 und älter","Staedtischer Raum","519","0.161702415632061","0.148937966794317","0.174466864469804"
"SPD","2019","66 und älter","Laendlicher Raum","233","0.140094132641998","0.124388078019712","0.155800187264284"
"FDP","2019","16-34 J.","Staedtischer Raum","95","0.0239825296827592","0.018968753857428","0.0289963055080904"
"FDP","2019","16-34 J.","Laendlicher Raum","","","",""
"FDP","2019","35-65 J.","Staedtischer Raum","282","0.0195916405827837","0.0167836511065018","0.0223996300590656"
"FDP","2019","35-65 J.","Laendlicher Raum","97","0.0173567153923218","0.013817320963706","0.0208961098209377"
"FDP","2019","66 und älter","Staedtischer Raum","129","0.0327166150306307","0.0265491634081421","0.0388840666531194"
"FDP","2019","66 und älter","Laendlicher Raum","40","0.0197158870116757","0.0134249430521882","0.0260068309711632"
"Grüne","2019","16-34 J.","Staedtischer Raum","445","0.122780798013452","0.112025860000303","0.133535736026601"
"Grüne","2019","16-34 J.","Laendlicher Raum","131","0.0732233837773048","0.0605497468289598","0.0858970207256498"
"Grüne","2019","35-65 J.","Staedtischer Raum","1317","0.122275439046283","0.115637927162823","0.128912950929743"
"Grüne","2019","35-65 J.","Laendlicher Raum","393","0.0762917741697544","0.0690972262525259","0.0834863220869829"
"Grüne","2019","66 und älter","Staedtischer Raum","242","0.0641807869922594","0.055684225528328","0.0726773484561909"
"Grüne","2019","66 und älter","Laendlicher Raum","96","0.0462585812398654","0.0367537775802922","0.0557633848994386"
"PDS/Linke","2019","16-34 J.","Staedtischer Raum","131","0.0469849758223989","0.0400504303800796","0.0539195212647183"
"PDS/Linke","2019","16-34 J.","Laendlicher Raum","45","0.0216810250784805","0.014595549989797","0.028766500167164"
"PDS/Linke","2019","35-65 J.","Staedtischer Raum","284","0.0309881385328629","0.0274772352842914","0.0344990417814344"
"PDS/Linke","2019","35-65 J.","Laendlicher Raum","179","0.02907999936593","0.02452607129475","0.03363392743711"
"PDS/Linke","2019","66 und älter","Staedtischer Raum","111","0.0286642603808596","0.0228793083766482","0.0344492123850711"
"PDS/Linke","2019","66 und älter","Laendlicher Raum","107","0.045428180007616","0.0360049748239113","0.0548513851913207"
"Rechtsextrem","2019","16-34 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2019","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2019","35-65 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2019","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2019","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","2019","66 und älter","Laendlicher Raum","","","",""
"AfD","2019","16-34 J.","Staedtischer Raum","65","0.0271197671690746","0.021796708057215","0.0324428262809342"
"AfD","2019","16-34 J.","Laendlicher Raum","51","0.0412971608831928","0.0316168136507955","0.0509775081155901"
"AfD","2019","35-65 J.","Staedtischer Raum","268","0.0358044111522982","0.0320399102243065","0.0395689120802899"
"AfD","2019","35-65 J.","Laendlicher Raum","230","0.046342681120019","0.0406451855309094","0.0520401767091286"
"AfD","2019","66 und älter","Staedtischer Raum","71","0.0209844405069313","0.0160152207876368","0.0259536602262258"
"AfD","2019","66 und älter","Laendlicher Raum","56","0.0264417783896371","0.0191814215083108","0.0337021352709634"
"Sonstige","2019","16-34 J.","Staedtischer Raum","63","0.0144641849026981","0.0105515276172462","0.01837684218815"
"Sonstige","2019","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","2019","35-65 J.","Staedtischer Raum","84","0.00910324974558309","0.00717896648701236","0.0110275330041538"
"Sonstige","2019","35-65 J.","Laendlicher Raum","51","0.0102188087976718","0.00749317829042719","0.0129444393049165"
"Sonstige","2019","66 und älter","Staedtischer Raum","","","",""
"Sonstige","2019","66 und älter","Laendlicher Raum","","","",""
"keine PN","2020","16-34 J.","Staedtischer Raum","3896","0.643995222039672","0.631110512494554","0.65687993158479"
"keine PN","2020","16-34 J.","Laendlicher Raum","1627","0.705097024944469","0.685745433730901","0.724448616158037"
"keine PN","2020","35-65 J.","Staedtischer Raum","6060","0.556645407959614","0.547111045059686","0.566179770859542"
"keine PN","2020","35-65 J.","Laendlicher Raum","3427","0.605597147830484","0.592596945720046","0.618597349940923"
"keine PN","2020","66 und älter","Staedtischer Raum","1191","0.414555806803659","0.397202515076301","0.431909098531017"
"keine PN","2020","66 und älter","Laendlicher Raum","852","0.477014303051913","0.454048521273284","0.499980084830541"
"CDU/CSU","2020","16-34 J.","Staedtischer Raum","307","0.0744287092562482","0.0673658495727643","0.0814915689397321"
"CDU/CSU","2020","16-34 J.","Laendlicher Raum","139","0.0839164295869952","0.0721500268495917","0.0956828323243987"
"CDU/CSU","2020","35-65 J.","Staedtischer Raum","1384","0.126012215097954","0.119643002262398","0.132381427933511"
"CDU/CSU","2020","35-65 J.","Laendlicher Raum","792","0.148768941855563","0.1393029083424","0.158234975368726"
"CDU/CSU","2020","66 und älter","Staedtischer Raum","844","0.262850743967426","0.247345452443089","0.278356035491762"
"CDU/CSU","2020","66 und älter","Laendlicher Raum","447","0.246450503367946","0.226635626671442","0.266265380064451"
"SPD","2020","16-34 J.","Staedtischer Raum","181","0.043840510328402","0.0383310587915408","0.0493499618652631"
"SPD","2020","16-34 J.","Laendlicher Raum","57","0.0305091363081327","0.0232105376945899","0.0378077349216754"
"SPD","2020","35-65 J.","Staedtischer Raum","780","0.0892439229860556","0.0837722879402245","0.0947155580318866"
"SPD","2020","35-65 J.","Laendlicher Raum","285","0.0598044628862243","0.0534968641134071","0.0661120616590416"
"SPD","2020","66 und älter","Staedtischer Raum","507","0.164911061865503","0.151839157119328","0.177982966611679"
"SPD","2020","66 und älter","Laendlicher Raum","224","0.138882957998128","0.122981893529543","0.154784022466713"
"FDP","2020","16-34 J.","Staedtischer Raum","72","0.0157834145953858","0.0124295060286602","0.0191373231621113"
"FDP","2020","16-34 J.","Laendlicher Raum","","","",""
"FDP","2020","35-65 J.","Staedtischer Raum","223","0.0168315935735212","0.0143626945247254","0.0193004926223171"
"FDP","2020","35-65 J.","Laendlicher Raum","59","0.0101561694882362","0.00748908680023774","0.0128232521762347"
"FDP","2020","66 und älter","Staedtischer Raum","95","0.0237097877843571","0.0183505760452657","0.0290689995234486"
"FDP","2020","66 und älter","Laendlicher Raum","","","",""
"Grüne","2020","16-34 J.","Staedtischer Raum","565","0.135550413236612","0.126339012947026","0.144761813526198"
"Grüne","2020","16-34 J.","Laendlicher Raum","153","0.082602354391046","0.0709200723526151","0.0942846364294768"
"Grüne","2020","35-65 J.","Staedtischer Raum","1396","0.140323330598839","0.133657423300229","0.14698923789745"
"Grüne","2020","35-65 J.","Laendlicher Raum","415","0.076930798522314","0.0698422809424508","0.0840193161021771"
"Grüne","2020","66 und älter","Staedtischer Raum","284","0.0817610076283969","0.072109423557626","0.0914125916991677"
"Grüne","2020","66 und älter","Laendlicher Raum","93","0.0491445534300845","0.0392050297403511","0.0590840771198179"
"PDS/Linke","2020","16-34 J.","Staedtischer Raum","173","0.0489028019822115","0.0430993723912801","0.0547062315731428"
"PDS/Linke","2020","16-34 J.","Laendlicher Raum","57","0.0297098763754482","0.0225045461266156","0.0369152066242807"
"PDS/Linke","2020","35-65 J.","Staedtischer Raum","276","0.0300445169045708","0.0267682047640551","0.0333208290450864"
"PDS/Linke","2020","35-65 J.","Laendlicher Raum","178","0.0337400504101336","0.0289371008784326","0.0385429999418345"
"PDS/Linke","2020","66 und älter","Staedtischer Raum","118","0.0339406486513306","0.0275622804139903","0.0403190168886709"
"PDS/Linke","2020","66 und älter","Laendlicher Raum","115","0.0511587746531278","0.0410283542838378","0.0612891950224178"
"Rechtsextrem","2020","16-34 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2020","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2020","35-65 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2020","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2020","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","2020","66 und älter","Laendlicher Raum","","","",""
"AfD","2020","16-34 J.","Staedtischer Raum","45","0.0188584160415141","0.0151980556716757","0.0225187764113525"
"AfD","2020","16-34 J.","Laendlicher Raum","44","0.0398307748114824","0.0315315805250311","0.0481299690979338"
"AfD","2020","35-65 J.","Staedtischer Raum","236","0.0308270784491119","0.0275097110156671","0.0341444458825567"
"AfD","2020","35-65 J.","Laendlicher Raum","216","0.0500634837909541","0.0442625755562077","0.0558643920257005"
"AfD","2020","66 und älter","Staedtischer Raum","46","0.0139753473549356","0.00984037312588415","0.0181103215839871"
"AfD","2020","66 und älter","Laendlicher Raum","53","0.0226959542595798","0.0158480181552174","0.0295438903639422"
"Sonstige","2020","16-34 J.","Staedtischer Raum","62","0.0183194033380779","0.0147107417009604","0.0219280649751954"
"Sonstige","2020","16-34 J.","Laendlicher Raum","31","0.0115012792335707","0.00697632914793417","0.0160262293192073"
"Sonstige","2020","35-65 J.","Staedtischer Raum","71","0.00985530941709412","0.00795942777734108","0.0117511910568472"
"Sonstige","2020","35-65 J.","Laendlicher Raum","53","0.0142932648768683","0.0111358783372986","0.0174506514164381"
"Sonstige","2020","66 und älter","Staedtischer Raum","","","",""
"Sonstige","2020","66 und älter","Laendlicher Raum","","","",""
