,Unnamed: 0,year,bula_h,rentown,hlf0291,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
991,991,2018,Schleswig-Holstein,Owner,No,1.0,255,17584,0.87497,1.1485
992,992,2018,Schleswig-Holstein,Tenant,No,1.0,381,17584,0.83223,1.15306
993,993,2018,Hamburg,Owner,No,1.0,72,17584,0.77532,1.19223
994,994,2018,Hamburg,Tenant,No,1.0,268,17584,0.8713,1.17015
995,995,2018,Lower Saxony,Owner,Yes,0.0685,34,17584,0.0427,0.10005
996,996,2018,Lower Saxony,Owner,No,0.9315,729,17584,0.86311,0.99936
997,997,2018,Lower Saxony,Tenant,Yes,0.0426,45,17584,0.02835,0.05935
998,998,2018,Lower Saxony,Tenant,No,0.9574,992,17584,0.87933,1.02817
999,999,2018,Bremen,Owner,No,1.0,51,17584,0.72011,1.40146
1000,1000,2018,Bremen,Tenant,No,1.0,117,17584,0.78203,1.26425
1001,1001,2018,North Rhine-Westphalia,Owner,Yes,0.05012,58,17584,0.03983,0.06215
1002,1002,2018,North Rhine-Westphalia,Owner,No,0.94988,1283,17584,0.89818,0.99963
1003,1003,2018,North Rhine-Westphalia,Tenant,Yes,0.04924,123,17584,0.04171,0.0601
1004,1004,2018,North Rhine-Westphalia,Tenant,No,0.95076,2301,17584,0.89332,0.99352
1005,1005,2018,Hesse,Owner,No,1.0,435,17584,0.91685,1.09951
1006,1006,2018,Hesse,Tenant,Yes,0.0707,54,17584,0.046,0.10333
1007,1007,2018,Hesse,Tenant,No,0.9293,729,17584,0.84451,1.02488
1008,1008,2018,"Rhineland-Palatinate, Saarland",Owner,No,1.0,428,17584,0.90915,1.09394
1009,1009,2018,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.05809,37,17584,0.03689,0.08324
1010,1010,2018,"Rhineland-Palatinate, Saarland",Tenant,No,0.94191,581,17584,0.83097,1.0439
1011,1011,2018,Baden-Wuerttemberg,Owner,No,1.0,848,17584,0.93947,1.07478
1012,1012,2018,Baden-Wuerttemberg,Tenant,Yes,0.04395,50,17584,0.02668,0.06459
1013,1013,2018,Baden-Wuerttemberg,Tenant,No,0.95605,958,17584,0.88116,1.03424
1014,1014,2018,Bavaria,Owner,Yes,0.04523,41,17584,0.03208,0.05794
1015,1015,2018,Bavaria,Owner,No,0.95477,1111,17584,0.89147,1.01104
1016,1016,2018,Bavaria,Tenant,Yes,0.03298,59,17584,0.02183,0.04702
1017,1017,2018,Bavaria,Tenant,No,0.96702,1435,17584,0.90269,1.03372
1018,1018,2018,Berlin,Owner,No,1.0,108,17584,0.83917,1.15046
1019,1019,2018,Berlin,Tenant,Yes,0.04103,35,17584,0.02477,0.06057
1020,1020,2018,Berlin,Tenant,No,0.95897,638,17584,0.8735,1.05137
1021,1021,2018,Brandenburg,Owner,No,1.0,253,17584,0.90009,1.10304
1022,1022,2018,Brandenburg,Tenant,No,1.0,429,17584,0.84396,1.14312
1023,1023,2018,Mecklenburg-Western Pomerania,Owner,No,1.0,117,17584,0.83491,1.18258
1024,1024,2018,Mecklenburg-Western Pomerania,Tenant,No,1.0,276,17584,0.86765,1.15252
1025,1025,2018,Saxony,Owner,No,1.0,332,17584,0.89568,1.11005
1026,1026,2018,Saxony,Tenant,Yes,0.04397,36,17584,0.03109,0.05771
1027,1027,2018,Saxony,Tenant,No,0.95603,674,17584,0.87036,1.03685
1028,1028,2018,Saxony-Anhalt,Owner,No,1.0,219,17584,0.86705,1.16673
1029,1029,2018,Saxony-Anhalt,Tenant,No,1.0,380,17584,0.87676,1.11197
1030,1030,2018,Thuringa,Owner,No,1.0,237,17584,0.8555,1.16819
1031,1031,2018,Thuringa,Tenant,No,1.0,375,17584,0.89026,1.12355
1032,1032,2019,Schleswig-Holstein,Owner,No,1.0,325,18132,0.88293,1.14646
1033,1033,2019,Schleswig-Holstein,Tenant,No,1.0,353,18132,0.86756,1.15678
1034,1034,2019,Hamburg,Owner,No,1.0,107,18132,0.76437,1.29472
1035,1035,2019,Hamburg,Tenant,No,1.0,271,18132,0.88358,1.12885
1036,1036,2019,Lower Saxony,Owner,Yes,0.03807,36,18132,0.02647,0.05236
1037,1037,2019,Lower Saxony,Owner,No,0.96193,789,18132,0.89532,1.0455
1038,1038,2019,Lower Saxony,Tenant,Yes,0.04974,39,18132,0.03055,0.06851
1039,1039,2019,Lower Saxony,Tenant,No,0.95026,907,18132,0.86645,1.03022
1040,1040,2019,Bremen,Owner,No,1.0,47,18132,0.59969,1.44592
1041,1041,2019,Bremen,Tenant,No,1.0,116,18132,0.77657,1.2688
1042,1042,2019,North Rhine-Westphalia,Owner,Yes,0.04622,59,18132,0.03528,0.05803
1043,1043,2019,North Rhine-Westphalia,Owner,No,0.95378,1511,18132,0.89573,1.02045
1044,1044,2019,North Rhine-Westphalia,Tenant,Yes,0.05183,132,18132,0.04201,0.05976
1045,1045,2019,North Rhine-Westphalia,Tenant,No,0.94817,2171,18132,0.8946,1.00348
1046,1046,2019,Hesse,Owner,No,1.0,525,18132,0.8938,1.10411
1047,1047,2019,Hesse,Tenant,Yes,0.06045,37,18132,0.03771,0.08783
1048,1048,2019,Hesse,Tenant,No,0.93955,715,18132,0.83818,1.02963
1049,1049,2019,"Rhineland-Palatinate, Saarland",Owner,No,1.0,480,18132,0.89145,1.10049
1050,1050,2019,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,534,18132,0.88473,1.10756
1051,1051,2019,Baden-Wuerttemberg,Owner,Yes,0.04236,41,18132,0.0264,0.06101
1052,1052,2019,Baden-Wuerttemberg,Owner,No,0.95764,926,18132,0.90288,1.02324
1053,1053,2019,Baden-Wuerttemberg,Tenant,Yes,0.03683,41,18132,0.02124,0.05442
1054,1054,2019,Baden-Wuerttemberg,Tenant,No,0.96317,939,18132,0.88794,1.04125
1055,1055,2019,Bavaria,Owner,Yes,0.04726,47,18132,0.03064,0.06437
1056,1056,2019,Bavaria,Owner,No,0.95274,1278,18132,0.88908,1.02872
1057,1057,2019,Bavaria,Tenant,Yes,0.05947,70,18132,0.04002,0.08106
1058,1058,2019,Bavaria,Tenant,No,0.94053,1390,18132,0.88787,1.00093
1059,1059,2019,Berlin,Owner,No,1.0,149,18132,0.82571,1.18767
1060,1060,2019,Berlin,Tenant,No,1.0,633,18132,0.90191,1.11655
1061,1061,2019,Brandenburg,Owner,No,1.0,338,18132,0.87236,1.1325
1062,1062,2019,Brandenburg,Tenant,No,1.0,414,18132,0.87084,1.19878
1063,1063,2019,Mecklenburg-Western Pomerania,Owner,No,1.0,159,18132,0.78721,1.22697
1064,1064,2019,Mecklenburg-Western Pomerania,Tenant,No,1.0,257,18132,0.86914,1.17207
1065,1065,2019,Saxony,Owner,No,1.0,408,18132,0.87514,1.12111
1066,1066,2019,Saxony,Tenant,Yes,0.04635,36,18132,0.03291,0.06058
1067,1067,2019,Saxony,Tenant,No,0.95365,643,18132,0.86942,1.04019
1068,1068,2019,Saxony-Anhalt,Owner,No,1.0,251,18132,0.84232,1.19746
1069,1069,2019,Saxony-Anhalt,Tenant,No,1.0,340,18132,0.86558,1.15391
1070,1070,2019,Thuringa,Owner,No,1.0,278,18132,0.81833,1.18736
1071,1071,2019,Thuringa,Tenant,No,1.0,340,18132,0.90033,1.13351
1072,1072,2020,Schleswig-Holstein,Owner,No,1.0,281,19028,0.8539,1.11535
1073,1073,2020,Schleswig-Holstein,Tenant,No,1.0,369,19028,0.84856,1.1762
1074,1074,2020,Hamburg,Owner,No,1.0,97,19028,0.74959,1.28694
1075,1075,2020,Hamburg,Tenant,No,1.0,321,19028,0.859,1.16736
1076,1076,2020,Lower Saxony,Owner,Yes,0.06472,41,19028,0.04199,0.08649
1077,1077,2020,Lower Saxony,Owner,No,0.93528,694,19028,0.85768,1.02171
1078,1078,2020,Lower Saxony,Tenant,Yes,0.03687,38,19028,0.02447,0.05474
1079,1079,2020,Lower Saxony,Tenant,No,0.96313,1036,19028,0.88316,1.05321
1080,1080,2020,Bremen,Owner,No,1.0,48,19028,0.61759,1.4376
1081,1081,2020,Bremen,Tenant,No,1.0,160,19028,0.76061,1.27794
1082,1082,2020,North Rhine-Westphalia,Owner,Yes,0.05481,54,19028,0.04263,0.06908
1083,1083,2020,North Rhine-Westphalia,Owner,No,0.94519,1307,19028,0.88422,1.00431
1084,1084,2020,North Rhine-Westphalia,Tenant,Yes,0.05572,143,19028,0.04182,0.06786
1085,1085,2020,North Rhine-Westphalia,Tenant,No,0.94428,2855,19028,0.88751,1.00432
1086,1086,2020,Hesse,Owner,No,1.0,461,19028,0.90329,1.09655
1087,1087,2020,Hesse,Tenant,Yes,0.04209,33,19028,0.02147,0.06287
1088,1088,2020,Hesse,Tenant,No,0.95791,840,19028,0.85883,1.05379
1089,1089,2020,"Rhineland-Palatinate, Saarland",Owner,No,1.0,424,19028,0.88622,1.10331
1090,1090,2020,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,586,19028,0.88101,1.1405
1091,1091,2020,Baden-Wuerttemberg,Owner,Yes,0.06091,39,19028,0.04248,0.07975
1092,1092,2020,Baden-Wuerttemberg,Owner,No,0.93909,845,19028,0.86956,1.01273
1093,1093,2020,Baden-Wuerttemberg,Tenant,Yes,0.03834,44,19028,0.02408,0.06128
1094,1094,2020,Baden-Wuerttemberg,Tenant,No,0.96166,1066,19028,0.88046,1.05017
1095,1095,2020,Bavaria,Owner,Yes,0.05286,43,19028,0.03529,0.073
1096,1096,2020,Bavaria,Owner,No,0.94714,1133,19028,0.87527,1.00369
1097,1097,2020,Bavaria,Tenant,Yes,0.0257,50,19028,0.01508,0.03919
1098,1098,2020,Bavaria,Tenant,No,0.9743,1671,19028,0.90998,1.0454
1099,1099,2020,Berlin,Owner,No,1.0,137,19028,0.81494,1.1922
1100,1100,2020,Berlin,Tenant,Yes,0.06763,39,19028,0.04397,0.0933
1101,1101,2020,Berlin,Tenant,No,0.93237,857,19028,0.83437,1.02003
1102,1102,2020,Brandenburg,Owner,No,1.0,307,19028,0.88994,1.13555
1103,1103,2020,Brandenburg,Tenant,No,1.0,402,19028,0.87697,1.13495
1104,1104,2020,Mecklenburg-Western Pomerania,Owner,No,1.0,120,19028,0.76876,1.25258
1105,1105,2020,Mecklenburg-Western Pomerania,Tenant,No,1.0,237,19028,0.86552,1.15106
1106,1106,2020,Saxony,Owner,No,1.0,351,19028,0.87152,1.14707
1107,1107,2020,Saxony,Tenant,Yes,0.05121,42,19028,0.03478,0.07379
1108,1108,2020,Saxony,Tenant,No,0.94879,669,19028,0.84878,1.05343
1109,1109,2020,Saxony-Anhalt,Owner,No,1.0,237,19028,0.84147,1.1825
1110,1110,2020,Saxony-Anhalt,Tenant,No,1.0,352,19028,0.82869,1.1687
1111,1111,2020,Thuringa,Owner,No,1.0,241,19028,0.81976,1.17765
1112,1112,2020,Thuringa,Tenant,No,1.0,358,19028,0.8705,1.13246
1113,1113,2021,Schleswig-Holstein,Owner,No,1.0,232,12160,0.84405,1.17891
1114,1114,2021,Schleswig-Holstein,Tenant,No,1.0,248,12160,0.81524,1.2023
1115,1115,2021,Hamburg,Owner,No,1.0,72,12160,0.72337,1.29475
1116,1116,2021,Hamburg,Tenant,No,1.0,215,12160,0.8341,1.16027
1117,1117,2021,Lower Saxony,Owner,No,1.0,540,12160,0.90122,1.11408
1118,1118,2021,Lower Saxony,Tenant,Yes,0.05606,37,12160,0.03229,0.08451
1119,1119,2021,Lower Saxony,Tenant,No,0.94394,606,12160,0.83815,1.06736
1120,1120,2021,Bremen,Tenant,No,1.0,80,12160,0.683,1.35805
1121,1121,2021,North Rhine-Westphalia,Owner,Yes,0.07694,55,12160,0.05763,0.10112
1122,1122,2021,North Rhine-Westphalia,Owner,No,0.92306,952,12160,0.85867,0.98469
1123,1123,2021,North Rhine-Westphalia,Tenant,Yes,0.04596,111,12160,0.03349,0.0625
1124,1124,2021,North Rhine-Westphalia,Tenant,No,0.95404,1565,12160,0.89201,1.00895
1125,1125,2021,Hesse,Owner,No,1.0,311,12160,0.87129,1.13848
1126,1126,2021,Hesse,Tenant,Yes,0.06315,34,12160,0.03495,0.096
1127,1127,2021,Hesse,Tenant,No,0.93685,496,12160,0.82282,1.03487
1128,1128,2021,"Rhineland-Palatinate, Saarland",Owner,No,1.0,285,12160,0.87119,1.13086
1129,1129,2021,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,320,12160,0.85252,1.19188
1130,1130,2021,Baden-Wuerttemberg,Owner,No,1.0,627,12160,0.89748,1.08866
1131,1131,2021,Baden-Wuerttemberg,Tenant,No,1.0,666,12160,0.89379,1.09262
1132,1132,2021,Bavaria,Owner,No,1.0,833,12160,0.89945,1.09457
1133,1133,2021,Bavaria,Tenant,Yes,0.04835,44,12160,0.03003,0.0707
1134,1134,2021,Bavaria,Tenant,No,0.95165,970,12160,0.87584,1.04795
1135,1135,2021,Berlin,Owner,No,1.0,106,12160,0.76809,1.3162
1136,1136,2021,Berlin,Tenant,No,1.0,519,12160,0.87958,1.09797
1137,1137,2021,Brandenburg,Owner,No,1.0,214,12160,0.83818,1.15492
1138,1138,2021,Brandenburg,Tenant,No,1.0,237,12160,0.82741,1.16406
1139,1139,2021,Mecklenburg-Western Pomerania,Owner,No,1.0,96,12160,0.7611,1.29907
1140,1140,2021,Mecklenburg-Western Pomerania,Tenant,No,1.0,164,12160,0.82003,1.21843
1141,1141,2021,Saxony,Owner,No,1.0,255,12160,0.84298,1.16962
1142,1142,2021,Saxony,Tenant,Yes,0.06276,41,12160,0.04193,0.09256
1143,1143,2021,Saxony,Tenant,No,0.93724,464,12160,0.82877,1.01993
1144,1144,2021,Saxony-Anhalt,Owner,No,1.0,146,12160,0.7675,1.24368
1145,1145,2021,Saxony-Anhalt,Tenant,No,1.0,229,12160,0.81845,1.16628
1146,1146,2021,Thuringa,Owner,No,1.0,160,12160,0.73746,1.25748
1147,1147,2021,Thuringa,Tenant,No,1.0,230,12160,0.82204,1.17664
