"hlf0291","year","quintil","n","percent","lower_confidence","upper_confidence"
"Ja","2000","1","380","0.0443247020254548","0.0399971600895388","0.0486522439613709"
"Ja","2000","2","378","0.0459118829988715","0.0415175181795393","0.0503062478182037"
"Ja","2000","3","253","0.0388710155039317","0.0342558596874221","0.0434861713204412"
"Ja","2000","4","155","0.033925027202725","0.0287777756532796","0.0390722787521704"
"Ja","2000","5","69","0.0272357600907716","0.0213259045420853","0.0331456156394578"
"Nein","2000","1","8309","0.955675297974545","0.951347756038629","0.960002839910461"
"Nein","2000","2","8336","0.954088117001128","0.949693752181796","0.958482481820461"
"Nein","2000","3","6485","0.961128984496068","0.956513828679559","0.965744140312578"
"Nein","2000","4","4597","0.966074972797275","0.96092772124783","0.97122222434672"
"Nein","2000","5","2845","0.972764239909228","0.966854384360542","0.978674095457915"
"Ja","2001","1","338","0.0469143098264379","0.0420546044840878","0.0517740151687881"
"Ja","2001","2","330","0.0453065504366319","0.0406439453718163","0.0499691555014474"
"Ja","2001","3","286","0.0468654478850951","0.0416485896136474","0.0520823061565427"
"Ja","2001","4","157","0.0367161176107697","0.031302570750635","0.0421296644709045"
"Ja","2001","5","68","0.0229095785243698","0.0174291648075816","0.028389992241158"
"Nein","2001","1","6935","0.953085690173562","0.948225984831212","0.957945395515912"
"Nein","2001","2","7313","0.954693449563368","0.950030844498553","0.959356054628184"
"Nein","2001","3","6019","0.953134552114905","0.947917693843457","0.958351410386353"
"Nein","2001","4","4479","0.96328388238923","0.957870335529096","0.968697429249365"
"Nein","2001","5","2795","0.97709042147563","0.971610007758842","0.982570835192418"
"Ja","2002","1","277","0.0441878804742109","0.0390912288034385","0.0492845321449833"
"Ja","2002","2","317","0.0550523640735792","0.0495414073288098","0.0605633208183486"
"Ja","2002","3","232","0.0441871213435452","0.0389718469782576","0.0494023957088328"
"Ja","2002","4","152","0.0257677935379673","0.0217107824064376","0.029824804669497"
"Ja","2002","5","131","0.0330525575027656","0.0283132242629396","0.0377918907425917"
"Nein","2002","1","5969","0.955812119525789","0.950715467855017","0.960908771196561"
"Nein","2002","2","6263","0.944947635926421","0.939436679181651","0.95045859267119"
"Nein","2002","3","5733","0.955812878656455","0.950597604291167","0.961028153021742"
"Nein","2002","4","5707","0.974232206462033","0.970175195330503","0.978289217593562"
"Nein","2002","5","5335","0.966947442497234","0.962208109257408","0.97168677573706"
"Ja","2003","1","224","0.0402603016315349","0.0351927356325966","0.0453278676304732"
"Ja","2003","2","286","0.0500418034979422","0.0445806462082844","0.0555029607876001"
"Ja","2003","3","250","0.0429599292595233","0.0378848379819116","0.048035020537135"
"Ja","2003","4","216","0.0347827977815885","0.0300826574120941","0.039482938151083"
"Ja","2003","5","106","0.0337006272407637","0.0286561403846476","0.0387451140968798"
"Nein","2003","1","5556","0.959739698368465","0.954672132369527","0.964807264367403"
"Nein","2003","2","5837","0.949958196502058","0.9444970392124","0.955419353791716"
"Nein","2003","3","5882","0.957040070740477","0.951964979462865","0.962115162018089"
"Nein","2003","4","5622","0.965217202218411","0.960517061848917","0.969917342587906"
"Nein","2003","5","4810","0.966299372759236","0.96125488590312","0.971343859615353"
"Ja","2004","1","263","0.0437158652109306","0.0383439577692048","0.0490877726526563"
"Ja","2004","2","275","0.04929242378943","0.0437793882906288","0.0548054592882312"
"Ja","2004","3","243","0.0482492841126116","0.0427752422268112","0.0537233259984121"
"Ja","2004","4","210","0.0403671987171036","0.0352518726141159","0.0454825248200912"
"Ja","2004","5","109","0.0236892610874226","0.0194175881419325","0.0279609340329126"
"Nein","2004","1","5302","0.956284134789069","0.950912227347344","0.961656042230795"
"Nein","2004","2","5648","0.95070757621057","0.945194540711769","0.956220611709371"
"Nein","2004","3","5644","0.951750715887388","0.946276674001588","0.957224757773189"
"Nein","2004","4","5477","0.959632801282896","0.954517475179909","0.964748127385884"
"Nein","2004","5","4760","0.976310738912577","0.972039065967087","0.980582411858067"
"Ja","2005","1","228","0.0382644595086733","0.0331417441212496","0.0433871748960969"
"Ja","2005","2","233","0.0496997851747838","0.0439531790293364","0.0554463913202311"
"Ja","2005","3","223","0.0405722360875254","0.0353764289595182","0.0457680432155327"
"Ja","2005","4","188","0.0387413525722702","0.0336203118070962","0.0438623933374443"
"Ja","2005","5","96","0.0222060668479169","0.0180508943016739","0.0263612393941599"
"Nein","2005","1","5159","0.961735540491327","0.956612825103903","0.96685825587875"
"Nein","2005","2","5261","0.950300214825216","0.944553608679769","0.956046820970664"
"Nein","2005","3","5316","0.959427763912475","0.954231956784467","0.964623571040482"
"Nein","2005","4","5267","0.96125864742773","0.956137606662556","0.966379688192904"
"Nein","2005","5","4735","0.977793933152083","0.97363876060584","0.981949105698326"
"Ja","2006","1","236","0.0393414711640475","0.0343025700569064","0.0443803722711886"
"Ja","2006","2","304","0.057225808004165","0.0513134983045176","0.0631381177038123"
"Ja","2006","3","262","0.0493919050547045","0.0438694006149477","0.0549144094944614"
"Ja","2006","4","254","0.0401596130058189","0.0352156213861427","0.0451036046254951"
"Ja","2006","5","96","0.0244275970585684","0.0201695002332926","0.0286856938838443"
"Nein","2006","1","5482","0.960658528835953","0.955619627728811","0.965697429943094"
"Nein","2006","2","5625","0.942774191995835","0.936861882296188","0.948686501695482"
"Nein","2006","3","5652","0.950608094945296","0.945085590505539","0.956130599385052"
"Nein","2006","4","5804","0.959840386994181","0.954896395374505","0.964784378613857"
"Nein","2006","5","4953","0.975572402941432","0.971314306116156","0.979830499766707"
"Ja","2007","1","199","0.0400407823683728","0.0345491044879959","0.0455324602487496"
"Ja","2007","2","249","0.0500223553091894","0.0442140680758885","0.0558306425424903"
"Ja","2007","3","288","0.0581181647308752","0.0519930470234253","0.0642432824383252"
"Ja","2007","4","212","0.0306349103249098","0.0261753143586156","0.0350945062912041"
"Ja","2007","5","111","0.0302413375380314","0.0254778964742778","0.0350047786017849"
"Nein","2007","1","4697","0.959959217631627","0.95446753975125","0.965450895512004"
"Nein","2007","2","5162","0.949977644690811","0.94416935745751","0.955785931924112"
"Nein","2007","3","5317","0.941881835269125","0.935756717561675","0.948006952976575"
"Nein","2007","4","5524","0.96936508967509","0.964905493708796","0.973824685641385"
"Nein","2007","5","4854","0.969758662461969","0.964995221398215","0.974522103525722"
"Ja","2008","1","178","0.040569971468522","0.0346620819571763","0.0464778609798677"
"Ja","2008","2","209","0.0529635903058003","0.046544361045855","0.0593828195657456"
"Ja","2008","3","246","0.0500535314627629","0.0442365379536294","0.0558705249718963"
"Ja","2008","4","213","0.0380972872227908","0.0330591411007366","0.043135433344845"
"Ja","2008","5","99","0.0270694870818547","0.0225576768793409","0.0315812972843685"
"Nein","2008","1","4106","0.959430028531478","0.953522139020132","0.965337918042824"
"Nein","2008","2","4467","0.9470364096942","0.940617180434254","0.953455638954145"
"Nein","2008","3","5152","0.949946468537237","0.944129475028104","0.955763462046371"
"Nein","2008","4","5333","0.961902712777209","0.956864566655155","0.966940858899263"
"Nein","2008","5","4871","0.972930512918145","0.968418702715631","0.977442323120659"
"Ja","2009","1","177","0.0459981877207361","0.0393184090188996","0.0526779664225725"
"Ja","2009","2","213","0.0518930718175419","0.0452694795027861","0.0585166641322978"
"Ja","2009","3","235","0.0520789013845631","0.0458412323094342","0.0583165704596921"
"Ja","2009","4","187","0.0392607817729943","0.0340580468352522","0.0444635167107364"
"Ja","2009","5","87","0.0212439286599243","0.0172097933055529","0.0252780640142957"
"Nein","2009","1","3601","0.954001812279264","0.947322033577428","0.9606815909811"
"Nein","2009","2","4095","0.948106928182458","0.941483335867702","0.954730520497214"
"Nein","2009","3","4639","0.947921098615437","0.941683429540308","0.954158767690566"
"Nein","2009","4","5166","0.960739218227006","0.955536483289264","0.965941953164748"
"Nein","2009","5","4821","0.978756071340076","0.974721935985704","0.982790206694447"
"Ja","2010","1","348","0.0477317041893792","0.043098239711961","0.0523651686667973"
"Ja","2010","2","316","0.0585143030500115","0.0534826717504396","0.0635459343495834"
"Ja","2010","3","285","0.0524280710305084","0.0472871912097174","0.0575689508512993"
"Ja","2010","4","199","0.0336585306610399","0.0295228131563347","0.0377942481657451"
"Ja","2010","5","122","0.0288424427017094","0.0247580348723856","0.0329268505310332"
"Nein","2010","1","7785","0.952268295810621","0.947634831333203","0.956901760288039"
"Nein","2010","2","8043","0.941485696949989","0.936454065650417","0.94651732824956"
"Nein","2010","3","6936","0.947571928969492","0.942431049148701","0.952712808790283"
"Nein","2010","4","7106","0.96634146933896","0.962205751834255","0.970477186843665"
"Nein","2010","5","6328","0.971157557298291","0.967073149468967","0.975241965127614"
"Ja","2011","1","373","0.0457325314513641","0.0413114545803038","0.0501536083224244"
"Ja","2011","2","320","0.0498393752044717","0.0454092453213973","0.054269505087546"
"Ja","2011","3","371","0.0520459901031722","0.0473906066833178","0.0567013735230266"
"Ja","2011","4","262","0.0299393081567027","0.0264744101433995","0.033404206170006"
"Ja","2011","5","178","0.0202968402071676","0.0172285809016965","0.0233650995126386"
"Nein","2011","1","8204","0.954267468548636","0.949846391677576","0.958688545419696"
"Nein","2011","2","8949","0.950160624795528","0.945730494912454","0.954590754678603"
"Nein","2011","3","8374","0.947954009896828","0.943298626476973","0.952609393316682"
"Nein","2011","4","9031","0.970060691843297","0.966595793829994","0.9735255898566"
"Nein","2011","5","7936","0.979703159792832","0.976634900487361","0.982771419098303"
"Ja","2012","1","281","0.0472692017801505","0.042345809059449","0.052192594500852"
"Ja","2012","2","368","0.062934054525951","0.0577929045032774","0.0680752045486245"
"Ja","2012","3","344","0.0535546718080089","0.04886200971616","0.0582473338998578"
"Ja","2012","4","309","0.0351498612096585","0.0314112648726507","0.0388884575466664"
"Ja","2012","5","160","0.0165377906922642","0.0138320301736611","0.0192435512108673"
"Nein","2012","1","6856","0.95273079821985","0.947807405499148","0.957654190940551"
"Nein","2012","2","8203","0.937065945474049","0.931924795451375","0.942207095496723"
"Nein","2012","3","8498","0.946445328191991","0.941752666100142","0.95113799028384"
"Nein","2012","4","9012","0.964850138790341","0.961111542453334","0.968588735127349"
"Nein","2012","5","8374","0.983462209307736","0.980756448789133","0.986167969826339"
"Ja","2013","1","394","0.0535441121336016","0.0488356167186313","0.0582526075485718"
"Ja","2013","2","429","0.0575676590847979","0.0529128968287107","0.0622224213408851"
"Ja","2013","3","397","0.0538352208814372","0.0492595809539599","0.0584108608089144"
"Ja","2013","4","389","0.0425627196007624","0.0387121310592382","0.0464133081422865"
"Ja","2013","5","194","0.0210500897228796","0.0181419358762992","0.02395824356946"
"Nein","2013","1","8387","0.946455887866398","0.941747392451428","0.951164383281369"
"Nein","2013","2","9190","0.942432340915202","0.937777578659115","0.947087103171289"
"Nein","2013","3","8949","0.946164779118563","0.941589139191086","0.95074041904604"
"Nein","2013","4","10169","0.957437280399238","0.953586691857714","0.961287868940762"
"Nein","2013","5","9166","0.97894991027712","0.97604175643054","0.981858064123701"
"Ja","2014","1","355","0.0524778040378007","0.0470730623138718","0.0578825457617295"
"Ja","2014","2","358","0.0582992872305275","0.0531143955338053","0.0634841789272497"
"Ja","2014","3","381","0.0630687997806202","0.0578208107358539","0.0683167888253865"
"Ja","2014","4","382","0.0380869153156369","0.0342652248250197","0.0419086058062541"
"Ja","2014","5","218","0.0223194795014894","0.0193078217170853","0.0253311372858935"
"Nein","2014","1","6184","0.947522195962199","0.942117454238271","0.952926937686128"
"Nein","2014","2","7487","0.941700712769473","0.93651582107275","0.946885604466195"
"Nein","2014","3","7861","0.93693120021938","0.931683211174614","0.942179189264146"
"Nein","2014","4","9254","0.961913084684363","0.958091394193746","0.96573477517498"
"Nein","2014","5","9024","0.977680520498511","0.974668862714106","0.980692178282915"
"Ja","2015","1","305","0.0478118963709921","0.0426513706944866","0.0529724220474975"
"Ja","2015","2","323","0.0565346064861324","0.0512062912290298","0.0618629217432351"
"Ja","2015","3","375","0.0599511886402084","0.054741938927654","0.0651604383527629"
"Ja","2015","4","369","0.0439844591705243","0.0398713144529002","0.0480976038881483"
"Ja","2015","5","188","0.0166029637394854","0.0140653479387154","0.0191405795402555"
"Nein","2015","1","6262","0.952188103629008","0.947027577952502","0.957348629305513"
"Nein","2015","2","6894","0.943465393513867","0.938137078256765","0.94879370877097"
"Nein","2015","3","7603","0.940048811359792","0.934839561647237","0.945258061072346"
"Nein","2015","4","9179","0.956015540829476","0.951902396111852","0.9601286855471"
"Nein","2015","5","9552","0.983397036260515","0.980859420459745","0.985934652061285"
"Ja","2016","1","1140","0.0526521849221447","0.0488005332824904","0.0565038365617989"
"Ja","2016","2","333","0.0688810415330063","0.0627034559956516","0.0750586270703609"
"Ja","2016","3","324","0.0590556939286964","0.0534839261848152","0.0646274616725776"
"Ja","2016","4","422","0.0477243197249203","0.0433853244117188","0.0520633150381217"
"Ja","2016","5","219","0.0223802899666177","0.019413343468894","0.0253472364643414"
"Nein","2016","1","11776","0.947347815077855","0.943496163438201","0.95119946671751"
"Nein","2016","2","6123","0.931118958466994","0.924941372929639","0.937296544004348"
"Nein","2016","3","6552","0.940944306071304","0.935372538327422","0.946516073815185"
"Nein","2016","4","8851","0.95227568027508","0.947936684961878","0.956614675588281"
"Nein","2016","5","9329","0.977619710033382","0.974652763535659","0.980586656531106"
"Ja","2017","1","991","0.0535522636929096","0.0498478051722926","0.0572567222135266"
"Ja","2017","2","342","0.0653676095533312","0.0593812567062748","0.0713539624003875"
"Ja","2017","3","404","0.0601756070631456","0.0547421994606303","0.0656090146656609"
"Ja","2017","4","437","0.0520922873472455","0.0477767257821097","0.0564078489123813"
"Ja","2017","5","313","0.0244804283074559","0.0216976962175178","0.027263160397394"
"Nein","2017","1","13197","0.94644773630709","0.942743277786473","0.950152194827708"
"Nein","2017","2","6207","0.934632390446669","0.928646037599612","0.940618743293725"
"Nein","2017","3","6955","0.939824392936854","0.934390985334339","0.94525780053937"
"Nein","2017","4","9748","0.947907712652755","0.943592151087619","0.95222327421789"
"Nein","2017","5","11534","0.975519571692544","0.972736839602606","0.978302303782482"
"Ja","2018","1","1029","0.0641191051677668","0.0597862855547556","0.0684519247807779"
"Ja","2018","2","494","0.0681518634590641","0.0619408338659408","0.0743628930521874"
"Ja","2018","3","452","0.0682924876403959","0.0624188868080282","0.0741660884727636"
"Ja","2018","4","450","0.0493689319624386","0.0451993589741358","0.0535385049507414"
"Ja","2018","5","320","0.0281836896968624","0.0252323199817839","0.0311350594119409"
"Nein","2018","1","11250","0.935880894832233","0.931548075219222","0.940213714445244"
"Nein","2018","2","5830","0.931848136540936","0.925637106947813","0.938059166134059"
"Nein","2018","3","6633","0.931707512359604","0.925833911527236","0.937581113191972"
"Nein","2018","4","9920","0.950631068037561","0.946461495049259","0.954800641025864"
"Nein","2018","5","11759","0.971816310303138","0.968864940588059","0.974767680018216"
"Ja","2019","1","734","0.0727043602388731","0.0676287345450483","0.077779985932698"
"Ja","2019","2","438","0.0641731825218751","0.0579437757081568","0.0704025893355933"
"Ja","2019","3","393","0.0650044141641761","0.0589133183687537","0.0710955099595986"
"Ja","2019","4","482","0.0575483845342483","0.0530348157725496","0.0620619532959471"
"Ja","2019","5","471","0.0303704365817334","0.0277230868754149","0.0330177862880519"
"Nein","2019","1","9319","0.927295639761127","0.922220014067302","0.932371265454952"
"Nein","2019","2","5507","0.935826817478125","0.929597410664407","0.942056224291843"
"Nein","2019","3","5900","0.934995585835824","0.928904490040401","0.941086681631246"
"Nein","2019","4","9745","0.942451615465752","0.937938046704053","0.94696518422745"
"Nein","2019","5","15670","0.969629563418267","0.966982213711948","0.972276913124585"
"Ja","2020","1","678","0.0656227661395004","0.0607051230766183","0.0705404092023825"
"Ja","2020","2","455","0.0737152757962882","0.06773937761446","0.0796911739781165"
"Ja","2020","3","418","0.0782258797182024","0.0716883366403436","0.0847634227960612"
"Ja","2020","4","502","0.0580691084370509","0.0536016836235617","0.06253653325054"
"Ja","2020","5","455","0.0335479971235703","0.0307365186198611","0.0363594756272795"
"Nein","2020","1","9062","0.9343772338605","0.929459590797617","0.939294876923382"
"Nein","2020","2","6890","0.926284724203712","0.920308826021883","0.93226062238554"
"Nein","2020","3","6063","0.921774120281798","0.915236577203939","0.928311663359656"
"Nein","2020","4","10026","0.941930891562949","0.93746346674946","0.946398316376438"
"Nein","2020","5","15302","0.96645200287643","0.963640524372721","0.969263481380139"
