year,quintil_oecd_hh,sampreg,hlf0291,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,3rd Quintile,West,Yes,0.02963,37,1167,0.01990,0.03936
1990,3rd Quintile,West,No,0.97037,1130,1167,0.96064,0.98010
1990,4th Quintile,West,No,0.98559,1132,1132,0.97864,0.99253
1990,5th Quintile,West,No,0.97677,1036,1036,0.96760,0.98595
1991,1st Quintile,West,No,0.97545,62,62,0.93662,1.01429
1991,1st Quintile,East,Yes,0.05534,88,1985,0.04528,0.06540
1991,1st Quintile,East,No,0.94466,1897,1985,0.93460,0.95472
1991,2nd Quintile,West,Yes,0.07171,63,1136,0.05670,0.08672
1991,2nd Quintile,West,No,0.92829,1073,1136,0.91328,0.94330
1991,3rd Quintile,West,Yes,0.04331,47,1173,0.03165,0.05496
1991,3rd Quintile,West,No,0.95669,1126,1173,0.94504,0.96835
1991,4th Quintile,West,Yes,0.03060,32,1184,0.02078,0.04041
1991,4th Quintile,West,No,0.96940,1152,1184,0.95959,0.97922
1991,5th Quintile,West,No,0.97990,1044,1044,0.97138,0.98841
1992,1st Quintile,West,Yes,0.10838,43,580,0.08306,0.13370
1992,1st Quintile,West,No,0.89162,537,580,0.86630,0.91694
1992,1st Quintile,East,Yes,0.07343,51,811,0.05547,0.09139
1992,1st Quintile,East,No,0.92657,760,811,0.90861,0.94453
1992,2nd Quintile,West,Yes,0.06580,43,864,0.04926,0.08234
1992,2nd Quintile,West,No,0.93420,821,864,0.91766,0.95074
1992,2nd Quintile,East,No,0.95780,599,599,0.94168,0.97391
1992,3rd Quintile,West,Yes,0.03396,31,1009,0.02278,0.04515
1992,3rd Quintile,West,No,0.96604,978,1009,0.95485,0.97722
1992,3rd Quintile,East,No,0.97021,317,317,0.95146,0.98895
1992,4th Quintile,West,Yes,0.03420,35,1138,0.02364,0.04477
1992,4th Quintile,West,No,0.96580,1103,1138,0.95523,0.97636
1992,4th Quintile,East,No,0.96125,124,124,0.92714,0.99536
1992,5th Quintile,West,No,0.97398,1011,1011,0.96417,0.98380
1993,1st Quintile,West,Yes,0.08841,48,698,0.06734,0.10949
1993,1st Quintile,West,No,0.91159,650,698,0.89051,0.93266
1993,1st Quintile,East,Yes,0.06872,36,599,0.04845,0.08900
1993,1st Quintile,East,No,0.93128,563,599,0.91100,0.95155
1993,2nd Quintile,West,Yes,0.06646,41,861,0.04981,0.08311
1993,2nd Quintile,West,No,0.93354,820,861,0.91689,0.95019
1993,2nd Quintile,East,No,0.95200,598,598,0.93486,0.96915
1993,3rd Quintile,West,Yes,0.03898,33,988,0.02690,0.05105
1993,3rd Quintile,West,No,0.96102,955,988,0.94895,0.97310
1993,3rd Quintile,East,No,0.95642,373,373,0.93568,0.97717
1993,4th Quintile,West,No,0.97106,1047,1047,0.96090,0.98122
1993,4th Quintile,East,No,0.96443,196,196,0.93844,0.99043
1993,5th Quintile,West,No,0.97135,1002,1002,0.96101,0.98168
1993,5th Quintile,East,No,0.99040,68,68,0.96705,1.01375
1994,1st Quintile,West,Yes,0.08901,55,815,0.06945,0.10858
1994,1st Quintile,West,No,0.91099,760,815,0.89142,0.93055
1994,1st Quintile,East,Yes,0.08841,37,515,0.06387,0.11296
1994,1st Quintile,East,No,0.91159,478,515,0.88704,0.93613
1994,2nd Quintile,West,Yes,0.06193,40,829,0.04551,0.07835
1994,2nd Quintile,West,No,0.93807,789,829,0.92165,0.95449
1994,2nd Quintile,East,No,0.95787,560,560,0.94121,0.97452
1994,3rd Quintile,West,No,0.97006,923,923,0.95906,0.98106
1994,3rd Quintile,East,No,0.95295,396,396,0.93207,0.97383
1994,4th Quintile,West,Yes,0.03352,31,1005,0.02239,0.04465
1994,4th Quintile,West,No,0.96648,974,1005,0.95535,0.97761
1994,4th Quintile,East,No,0.97216,230,230,0.95085,0.99347
1994,5th Quintile,West,No,0.97435,991,991,0.96451,0.98420
1994,5th Quintile,East,No,0.97486,114,114,0.94600,1.00373
1995,1st Quintile,West,Yes,0.07735,57,940,0.06026,0.09444
1995,1st Quintile,West,No,0.92265,883,940,0.90556,0.93974
1995,1st Quintile,East,No,0.92849,424,424,0.90393,0.95304
1995,2nd Quintile,West,Yes,0.06076,39,925,0.04536,0.07616
1995,2nd Quintile,West,No,0.93924,886,925,0.92384,0.95464
1995,2nd Quintile,East,No,0.92916,512,512,0.90692,0.95141
1995,3rd Quintile,West,Yes,0.04612,31,985,0.03301,0.05922
1995,3rd Quintile,West,No,0.95388,954,985,0.94078,0.96699
1995,3rd Quintile,East,No,0.96537,404,404,0.94752,0.98322
1995,4th Quintile,West,Yes,0.03592,32,993,0.02434,0.04750
1995,4th Quintile,West,No,0.96408,961,993,0.95250,0.97566
1995,4th Quintile,East,No,0.96010,272,272,0.93680,0.98341
1995,5th Quintile,West,No,0.97183,971,971,0.96142,0.98224
1995,5th Quintile,East,No,0.96465,127,127,0.93240,0.99689
1996,1st Quintile,West,Yes,0.06549,48,965,0.04987,0.08110
1996,1st Quintile,West,No,0.93451,917,965,0.91890,0.95013
1996,1st Quintile,East,No,0.93822,416,416,0.91506,0.96139
1996,2nd Quintile,West,Yes,0.05767,39,895,0.04239,0.07295
1996,2nd Quintile,West,No,0.94233,856,895,0.92705,0.95761
1996,2nd Quintile,East,No,0.94746,472,472,0.92731,0.96761
1996,3rd Quintile,West,No,0.96887,918,918,0.95763,0.98011
1996,3rd Quintile,East,No,0.96230,433,433,0.94433,0.98026
1996,4th Quintile,West,Yes,0.03597,39,1004,0.02445,0.04750
1996,4th Quintile,West,No,0.96403,965,1004,0.95250,0.97555
1996,4th Quintile,East,No,0.96229,285,285,0.94013,0.98444
1996,5th Quintile,West,No,0.97165,935,935,0.96101,0.98230
1996,5th Quintile,East,No,0.95451,153,153,0.92138,0.98764
1997,1st Quintile,West,Yes,0.06788,52,916,0.05158,0.08418
1997,1st Quintile,West,No,0.93212,864,916,0.91582,0.94842
1997,1st Quintile,East,No,0.94193,400,400,0.91898,0.96488
1997,2nd Quintile,West,Yes,0.05562,34,906,0.04068,0.07055
1997,2nd Quintile,West,No,0.94438,872,906,0.92945,0.95932
1997,2nd Quintile,East,No,0.93592,480,480,0.91399,0.95785
1997,3rd Quintile,West,No,0.96071,921,921,0.94816,0.97327
1997,3rd Quintile,East,No,0.96317,425,425,0.94525,0.98110
1997,4th Quintile,West,No,0.97825,962,962,0.96903,0.98747
1997,4th Quintile,East,No,0.93900,291,291,0.91145,0.96655
1997,5th Quintile,West,No,0.97470,929,929,0.96460,0.98481
1997,5th Quintile,East,No,0.96895,148,148,0.94091,0.99699
1998,1st Quintile,West,Yes,0.05152,42,1075,0.03830,0.06475
1998,1st Quintile,West,No,0.94848,1033,1075,0.93525,0.96170
1998,1st Quintile,East,No,0.95162,411,411,0.93085,0.97239
1998,2nd Quintile,West,Yes,0.04667,41,1072,0.03404,0.05930
1998,2nd Quintile,West,No,0.95333,1031,1072,0.94070,0.96596
1998,2nd Quintile,East,No,0.93641,479,479,0.91453,0.95828
1998,3rd Quintile,West,Yes,0.03582,35,1041,0.02452,0.04711
1998,3rd Quintile,West,No,0.96418,1006,1041,0.95289,0.97548
1998,3rd Quintile,East,No,0.96842,476,476,0.95269,0.98415
1998,4th Quintile,West,Yes,0.03879,41,1135,0.02755,0.05003
1998,4th Quintile,West,No,0.96121,1094,1135,0.94997,0.97245
1998,4th Quintile,East,No,0.95248,350,350,0.93015,0.97480
1998,5th Quintile,West,Yes,0.02960,33,1126,0.01970,0.03951
1998,5th Quintile,West,No,0.97040,1093,1126,0.96049,0.98030
1998,5th Quintile,East,No,0.96265,171,171,0.93414,0.99115
1999,1st Quintile,West,Yes,0.05690,44,1026,0.04272,0.07108
1999,1st Quintile,West,No,0.94310,982,1026,0.92892,0.95728
1999,1st Quintile,East,No,0.96827,466,466,0.95233,0.98420
1999,2nd Quintile,West,Yes,0.06345,45,991,0.04827,0.07864
1999,2nd Quintile,West,No,0.93655,946,991,0.92136,0.95173
1999,2nd Quintile,East,No,0.93009,507,507,0.90787,0.95231
1999,3rd Quintile,West,Yes,0.05094,39,1022,0.03745,0.06443
1999,3rd Quintile,West,No,0.94906,983,1022,0.93557,0.96255
1999,3rd Quintile,East,No,0.96608,454,454,0.94941,0.98275
1999,4th Quintile,West,Yes,0.04038,38,1089,0.02868,0.05207
1999,4th Quintile,West,No,0.95962,1051,1089,0.94793,0.97132
1999,4th Quintile,East,No,0.95857,285,285,0.93539,0.98175
1999,5th Quintile,West,No,0.97468,1057,1057,0.96521,0.98416
1999,5th Quintile,East,No,0.96500,149,149,0.93539,0.99461
2000,1st Quintile,West,Yes,0.03866,68,1805,0.02976,0.04756
2000,1st Quintile,West,No,0.96134,1737,1805,0.95244,0.97024
2000,1st Quintile,East,No,0.96759,726,726,0.95470,0.98048
2000,2nd Quintile,West,Yes,0.04670,79,1874,0.03715,0.05626
2000,2nd Quintile,West,No,0.95330,1795,1874,0.94374,0.96285
2000,2nd Quintile,East,Yes,0.05369,40,839,0.03843,0.06895
2000,2nd Quintile,East,No,0.94631,799,839,0.93105,0.96157
2000,3rd Quintile,West,Yes,0.05290,95,1899,0.04283,0.06297
2000,3rd Quintile,West,No,0.94710,1804,1899,0.93703,0.95717
2000,3rd Quintile,East,Yes,0.05271,34,751,0.03672,0.06870
2000,3rd Quintile,East,No,0.94729,717,751,0.93130,0.96328
2000,4th Quintile,West,Yes,0.03049,65,2127,0.02318,0.03779
2000,4th Quintile,West,No,0.96951,2062,2127,0.96221,0.97682
2000,4th Quintile,East,No,0.95935,454,454,0.94117,0.97754
2000,5th Quintile,West,Yes,0.02825,56,2166,0.02127,0.03523
2000,5th Quintile,West,No,0.97175,2110,2166,0.96477,0.97873
2000,5th Quintile,East,No,0.96887,252,252,0.94738,0.99035
2001,1st Quintile,West,Yes,0.03395,57,1548,0.02492,0.04297
2001,1st Quintile,West,No,0.96605,1491,1548,0.95703,0.97508
2001,1st Quintile,East,No,0.96413,657,657,0.94990,0.97836
2001,2nd Quintile,West,Yes,0.04127,65,1673,0.03173,0.05080
2001,2nd Quintile,West,No,0.95873,1608,1673,0.94920,0.96827
2001,2nd Quintile,East,Yes,0.05526,36,786,0.03928,0.07125
2001,2nd Quintile,East,No,0.94474,750,786,0.92875,0.96072
2001,3rd Quintile,West,Yes,0.04585,80,1761,0.03608,0.05563
2001,3rd Quintile,West,No,0.95415,1681,1761,0.94437,0.96392
2001,3rd Quintile,East,Yes,0.06017,31,673,0.04219,0.07815
2001,3rd Quintile,East,No,0.93983,642,673,0.92185,0.95781
2001,4th Quintile,West,Yes,0.04038,76,1915,0.03156,0.04920
2001,4th Quintile,West,No,0.95962,1839,1915,0.95080,0.96844
2001,4th Quintile,East,No,0.95089,436,436,0.93059,0.97120
2001,5th Quintile,West,Yes,0.03321,58,1934,0.02522,0.04120
2001,5th Quintile,West,No,0.96679,1876,1934,0.95880,0.97478
2001,5th Quintile,East,No,0.98070,241,241,0.96330,0.99811
2002,1st Quintile,West,Yes,0.04168,59,1437,0.03135,0.05202
2002,1st Quintile,West,No,0.95832,1378,1437,0.94798,0.96865
2002,1st Quintile,East,No,0.95501,632,632,0.93884,0.97118
2002,2nd Quintile,West,Yes,0.05337,73,1541,0.04215,0.06460
2002,2nd Quintile,West,No,0.94663,1468,1541,0.93540,0.95785
2002,2nd Quintile,East,Yes,0.06410,37,699,0.04593,0.08227
2002,2nd Quintile,East,No,0.93590,662,699,0.91773,0.95407
2002,3rd Quintile,West,Yes,0.04084,62,1659,0.03132,0.05037
2002,3rd Quintile,West,No,0.95916,1597,1659,0.94963,0.96868
2002,3rd Quintile,East,Yes,0.06400,32,613,0.04461,0.08339
2002,3rd Quintile,East,No,0.93600,581,613,0.91661,0.95539
2002,4th Quintile,West,Yes,0.04023,68,1853,0.03128,0.04918
2002,4th Quintile,West,No,0.95977,1785,1853,0.95082,0.96872
2002,4th Quintile,East,No,0.96430,497,497,0.94798,0.98063
2002,5th Quintile,West,Yes,0.02627,67,2879,0.02043,0.03212
2002,5th Quintile,West,No,0.97373,2812,2879,0.96788,0.97957
2002,5th Quintile,East,No,0.96385,344,344,0.94410,0.98360
2003,1st Quintile,West,Yes,0.04236,53,1431,0.03192,0.05280
2003,1st Quintile,West,No,0.95764,1378,1431,0.94720,0.96808
2003,1st Quintile,East,No,0.97266,606,606,0.95967,0.98566
2003,2nd Quintile,West,Yes,0.05537,76,1480,0.04371,0.06702
2003,2nd Quintile,West,No,0.94463,1404,1480,0.93298,0.95629
2003,2nd Quintile,East,Yes,0.07155,41,728,0.05281,0.09028
2003,2nd Quintile,East,No,0.92845,687,728,0.90972,0.94719
2003,3rd Quintile,West,Yes,0.04613,71,1604,0.03586,0.05640
2003,3rd Quintile,West,No,0.95387,1533,1604,0.94360,0.96414
2003,3rd Quintile,East,Yes,0.07074,41,628,0.05067,0.09081
2003,3rd Quintile,East,No,0.92926,587,628,0.90919,0.94933
2003,4th Quintile,West,Yes,0.03703,65,1803,0.02831,0.04574
2003,4th Quintile,West,No,0.96297,1738,1803,0.95426,0.97169
2003,4th Quintile,East,No,0.93988,448,448,0.91785,0.96192
2003,5th Quintile,West,Yes,0.02834,64,2676,0.02205,0.03463
2003,5th Quintile,West,No,0.97166,2612,2676,0.96537,0.97795
2003,5th Quintile,East,No,0.98475,351,351,0.97192,0.99759
2004,1st Quintile,West,Yes,0.04187,59,1350,0.03118,0.05256
2004,1st Quintile,West,No,0.95813,1291,1350,0.94744,0.96882
2004,1st Quintile,East,No,0.97504,596,596,0.96251,0.98758
2004,2nd Quintile,West,Yes,0.05616,75,1451,0.04431,0.06801
2004,2nd Quintile,West,No,0.94384,1376,1451,0.93199,0.95569
2004,2nd Quintile,East,Yes,0.07218,43,712,0.05316,0.09120
2004,2nd Quintile,East,No,0.92782,669,712,0.90880,0.94684
2004,3rd Quintile,West,Yes,0.04715,67,1581,0.03670,0.05760
2004,3rd Quintile,West,No,0.95285,1514,1581,0.94240,0.96330
2004,3rd Quintile,East,Yes,0.07971,39,611,0.05822,0.10121
2004,3rd Quintile,East,No,0.92029,572,611,0.89879,0.94178
2004,4th Quintile,West,Yes,0.04162,69,1777,0.03233,0.05090
2004,4th Quintile,West,No,0.95838,1708,1777,0.94910,0.96767
2004,4th Quintile,East,No,0.92799,462,462,0.90439,0.95159
2004,5th Quintile,West,Yes,0.02937,67,2620,0.02290,0.03583
2004,5th Quintile,West,No,0.97063,2553,2620,0.96417,0.97710
2004,5th Quintile,East,No,0.97283,329,329,0.95523,0.99042
2005,1st Quintile,West,Yes,0.03607,51,1334,0.02606,0.04608
2005,1st Quintile,West,No,0.96393,1283,1334,0.95392,0.97394
2005,1st Quintile,East,No,0.95501,610,610,0.93855,0.97147
2005,2nd Quintile,West,Yes,0.04948,65,1386,0.03806,0.06090
2005,2nd Quintile,West,No,0.95052,1321,1386,0.93910,0.96194
2005,2nd Quintile,East,Yes,0.06284,33,682,0.04462,0.08107
2005,2nd Quintile,East,No,0.93716,649,682,0.91893,0.95538
2005,3rd Quintile,West,Yes,0.04260,60,1517,0.03244,0.05277
2005,3rd Quintile,West,No,0.95740,1457,1517,0.94723,0.96756
2005,3rd Quintile,East,No,0.94449,554,554,0.92540,0.96357
2005,4th Quintile,West,Yes,0.04648,72,1747,0.03660,0.05635
2005,4th Quintile,West,No,0.95352,1675,1747,0.94365,0.96340
2005,4th Quintile,East,No,0.95783,444,444,0.93911,0.97654
2005,5th Quintile,West,Yes,0.02495,60,2521,0.01886,0.03104
2005,5th Quintile,West,No,0.97505,2461,2521,0.96896,0.98114
2005,5th Quintile,East,No,0.98122,319,319,0.96630,0.99614
2006,1st Quintile,West,Yes,0.03444,49,1433,0.02499,0.04388
2006,1st Quintile,West,No,0.96556,1384,1433,0.95612,0.97501
2006,1st Quintile,East,No,0.97235,646,646,0.95970,0.98501
2006,2nd Quintile,West,Yes,0.06231,88,1491,0.05003,0.07458
2006,2nd Quintile,West,No,0.93769,1403,1491,0.92542,0.94997
2006,2nd Quintile,East,Yes,0.07664,50,731,0.05735,0.09594
2006,2nd Quintile,East,No,0.92336,681,731,0.90406,0.94265
2006,3rd Quintile,West,Yes,0.04344,70,1713,0.03378,0.05309
2006,3rd Quintile,West,No,0.95656,1643,1713,0.94691,0.96622
2006,3rd Quintile,East,Yes,0.06621,39,674,0.04742,0.08500
2006,3rd Quintile,East,No,0.93379,635,674,0.91500,0.95258
2006,4th Quintile,West,Yes,0.04751,88,1984,0.03814,0.05687
2006,4th Quintile,West,No,0.95249,1896,1984,0.94313,0.96186
2006,4th Quintile,East,No,0.95833,486,486,0.94054,0.97611
2006,5th Quintile,West,Yes,0.02535,62,2711,0.01943,0.03126
2006,5th Quintile,West,No,0.97465,2649,2711,0.96874,0.98057
2006,5th Quintile,East,No,0.95793,339,339,0.93653,0.97933
2007,1st Quintile,West,Yes,0.03761,50,1349,0.02745,0.04777
2007,1st Quintile,West,No,0.96239,1299,1349,0.95223,0.97255
2007,1st Quintile,East,No,0.96592,590,590,0.95127,0.98058
2007,2nd Quintile,West,Yes,0.06271,81,1470,0.05031,0.07511
2007,2nd Quintile,West,No,0.93729,1389,1470,0.92489,0.94969
2007,2nd Quintile,East,Yes,0.04980,32,640,0.03293,0.06667
2007,2nd Quintile,East,No,0.95020,608,640,0.93333,0.96707
2007,3rd Quintile,West,Yes,0.03618,59,1564,0.02692,0.04544
2007,3rd Quintile,West,No,0.96382,1505,1564,0.95456,0.97308
2007,3rd Quintile,East,Yes,0.07471,40,651,0.05449,0.09492
2007,3rd Quintile,East,No,0.92529,611,651,0.90508,0.94551
2007,4th Quintile,West,Yes,0.04306,79,1820,0.03373,0.05239
2007,4th Quintile,West,No,0.95694,1741,1820,0.94761,0.96627
2007,4th Quintile,East,No,0.94685,487,487,0.92690,0.96679
2007,5th Quintile,West,Yes,0.02791,60,2487,0.02143,0.03438
2007,5th Quintile,West,No,0.97209,2427,2487,0.96562,0.97857
2007,5th Quintile,East,No,0.96700,335,335,0.94784,0.98616
2008,1st Quintile,West,Yes,0.04065,48,1283,0.02984,0.05146
2008,1st Quintile,West,No,0.95935,1235,1283,0.94854,0.97016
2008,1st Quintile,East,No,0.97830,573,573,0.96635,0.99024
2008,2nd Quintile,West,Yes,0.04858,63,1352,0.03711,0.06004
2008,2nd Quintile,West,No,0.95142,1289,1352,0.93996,0.96289
2008,2nd Quintile,East,Yes,0.06067,35,619,0.04185,0.07949
2008,2nd Quintile,East,No,0.93933,584,619,0.92051,0.95815
2008,3rd Quintile,West,Yes,0.04658,62,1499,0.03591,0.05725
2008,3rd Quintile,West,No,0.95342,1437,1499,0.94275,0.96409
2008,3rd Quintile,East,No,0.95708,643,643,0.94140,0.97276
2008,4th Quintile,West,Yes,0.04196,69,1685,0.03238,0.05153
2008,4th Quintile,West,No,0.95804,1616,1685,0.94847,0.96762
2008,4th Quintile,East,No,0.92739,403,403,0.90202,0.95275
2008,5th Quintile,West,Yes,0.02906,57,2349,0.02226,0.03585
2008,5th Quintile,West,No,0.97094,2292,2349,0.96415,0.97774
2008,5th Quintile,East,No,0.95454,337,337,0.93227,0.97681
2009,1st Quintile,West,Yes,0.05552,60,1207,0.04260,0.06845
2009,1st Quintile,West,No,0.94448,1147,1207,0.93155,0.95740
2009,1st Quintile,East,No,0.96468,566,566,0.94945,0.97990
2009,2nd Quintile,West,Yes,0.04996,71,1267,0.03796,0.06196
2009,2nd Quintile,West,No,0.95004,1196,1267,0.93804,0.96204
2009,2nd Quintile,East,Yes,0.07521,38,619,0.05441,0.09600
2009,2nd Quintile,East,No,0.92479,581,619,0.90400,0.94559
2009,3rd Quintile,West,Yes,0.04273,54,1355,0.03196,0.05351
2009,3rd Quintile,West,No,0.95727,1301,1355,0.94649,0.96804
2009,3rd Quintile,East,No,0.95706,565,565,0.94033,0.97379
2009,4th Quintile,West,Yes,0.03938,66,1636,0.02995,0.04881
2009,4th Quintile,West,No,0.96062,1570,1636,0.95119,0.97005
2009,4th Quintile,East,No,0.94897,406,406,0.92754,0.97041
2009,5th Quintile,West,Yes,0.02647,47,2153,0.01969,0.03325
2009,5th Quintile,West,No,0.97353,2106,2153,0.96675,0.98031
2009,5th Quintile,East,No,0.96381,324,324,0.94344,0.98418
2010,1st Quintile,West,Yes,0.03921,82,2282,0.03124,0.04718
2010,1st Quintile,West,No,0.96079,2200,2282,0.95282,0.96876
2010,1st Quintile,East,Yes,0.04381,37,866,0.03017,0.05745
2010,1st Quintile,East,No,0.95619,829,866,0.94255,0.96983
2010,2nd Quintile,West,Yes,0.06251,82,2060,0.05205,0.07296
2010,2nd Quintile,West,No,0.93749,1978,2060,0.92704,0.94795
2010,2nd Quintile,East,Yes,0.03828,32,860,0.02545,0.05111
2010,2nd Quintile,East,No,0.96172,828,860,0.94889,0.97455
2010,3rd Quintile,West,Yes,0.04084,75,1906,0.03196,0.04973
2010,3rd Quintile,West,No,0.95916,1831,1906,0.95027,0.96804
2010,3rd Quintile,East,No,0.95855,624,624,0.94290,0.97420
2010,4th Quintile,West,Yes,0.04476,64,1991,0.03567,0.05384
2010,4th Quintile,West,No,0.95524,1927,1991,0.94616,0.96433
2010,4th Quintile,East,No,0.96963,456,456,0.95386,0.98540
2010,5th Quintile,West,Yes,0.02545,50,2397,0.01915,0.03176
2010,5th Quintile,West,No,0.97455,2347,2397,0.96824,0.98085
2010,5th Quintile,East,No,0.95959,308,308,0.93757,0.98162
2011,1st Quintile,West,Yes,0.03308,85,2606,0.02621,0.03994
2011,1st Quintile,West,No,0.96692,2521,2606,0.96006,0.97379
2011,1st Quintile,East,Yes,0.03907,40,1100,0.02762,0.05053
2011,1st Quintile,East,No,0.96093,1060,1100,0.94947,0.97238
2011,2nd Quintile,West,Yes,0.04761,97,2453,0.03918,0.05603
2011,2nd Quintile,West,No,0.95239,2356,2453,0.94397,0.96082
2011,2nd Quintile,East,Yes,0.04685,43,958,0.03346,0.06024
2011,2nd Quintile,East,No,0.95315,915,958,0.93976,0.96654
2011,3rd Quintile,West,Yes,0.03432,76,2433,0.02708,0.04155
2011,3rd Quintile,West,No,0.96568,2357,2433,0.95845,0.97292
2011,3rd Quintile,East,Yes,0.04994,40,790,0.03474,0.06514
2011,3rd Quintile,East,No,0.95006,750,790,0.93486,0.96526
2011,4th Quintile,West,Yes,0.04071,91,2528,0.03300,0.04841
2011,4th Quintile,West,No,0.95929,2437,2528,0.95159,0.96700
2011,4th Quintile,East,No,0.96450,518,518,0.94854,0.98045
2011,5th Quintile,West,Yes,0.02727,61,2835,0.02127,0.03327
2011,5th Quintile,West,No,0.97273,2774,2835,0.96673,0.97873
2011,5th Quintile,East,No,0.97499,354,354,0.95870,0.99128
2012,1st Quintile,West,Yes,0.04332,85,2544,0.03541,0.05123
2012,1st Quintile,West,No,0.95668,2459,2544,0.94877,0.96459
2012,1st Quintile,East,Yes,0.04332,37,1054,0.03102,0.05561
2012,1st Quintile,East,No,0.95668,1017,1054,0.94439,0.96898
2012,2nd Quintile,West,Yes,0.05002,110,2498,0.04147,0.05857
2012,2nd Quintile,West,No,0.94998,2388,2498,0.94143,0.95853
2012,2nd Quintile,East,Yes,0.08276,53,812,0.06380,0.10173
2012,2nd Quintile,East,No,0.91724,759,812,0.89827,0.93620
2012,3rd Quintile,West,Yes,0.04081,80,2393,0.03288,0.04874
2012,3rd Quintile,West,No,0.95919,2313,2393,0.95126,0.96712
2012,3rd Quintile,East,Yes,0.05220,42,809,0.03686,0.06754
2012,3rd Quintile,East,No,0.94780,767,809,0.93246,0.96314
2012,4th Quintile,West,Yes,0.03643,81,2444,0.02900,0.04386
2012,4th Quintile,West,No,0.96357,2363,2444,0.95614,0.97100
2012,4th Quintile,East,No,0.96585,568,568,0.95090,0.98080
2012,5th Quintile,West,Yes,0.02201,49,2708,0.01649,0.02754
2012,5th Quintile,West,No,0.97799,2659,2708,0.97246,0.98351
2012,5th Quintile,East,No,0.97022,438,438,0.95428,0.98616
2013,1st Quintile,West,Yes,0.04739,132,3169,0.03999,0.05479
2013,1st Quintile,West,No,0.95261,3037,3169,0.94521,0.96001
2013,1st Quintile,East,Yes,0.04140,39,1071,0.02946,0.05334
2013,1st Quintile,East,No,0.95860,1032,1071,0.94666,0.97054
