year,bula_h,quintil_oecd_hh,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,North Rhine-Westphalia,5th Quintile,No,0.22927,63,254,0.17747,0.28107
1985,Hesse,1st Quintile,Yes,0.33689,40,121,0.25233,0.42146
1985,Hesse,1st Quintile,No,0.64975,81,121,0.56439,0.73510
1985,Hesse,2nd Quintile,Yes,0.50154,56,98,0.40204,0.60104
1985,Hesse,2nd Quintile,No,0.43134,42,98,0.33278,0.52990
1985,Hesse,3rd Quintile,Yes,0.58873,57,98,0.49081,0.68666
1985,Hesse,3rd Quintile,No,0.41002,41,98,0.31214,0.50790
1985,Hesse,4th Quintile,Yes,0.73809,71,108,0.65478,0.82140
1985,Hesse,4th Quintile,No,0.22325,37,108,0.14434,0.30215
1985,Hesse,5th Quintile,Yes,0.75407,71,71,0.65319,0.85495
1985,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.45043,36,80,0.34071,0.56014
1985,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.52819,44,80,0.41810,0.63827
1985,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.63524,42,42,0.48789,0.78258
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.77923,53,53,0.66650,0.89196
1985,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.71014,50,50,0.58310,0.83717
1985,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.69977,38,38,0.55208,0.84746
1985,Baden-Wuerttemberg,1st Quintile,Yes,0.47710,77,173,0.40245,0.55174
1985,Baden-Wuerttemberg,1st Quintile,No,0.51355,96,173,0.43885,0.58824
1985,Baden-Wuerttemberg,2nd Quintile,Yes,0.54269,93,185,0.47071,0.61467
1985,Baden-Wuerttemberg,2nd Quintile,No,0.42779,92,185,0.35630,0.49928
1985,Baden-Wuerttemberg,3rd Quintile,Yes,0.70286,142,227,0.64328,0.76244
1985,Baden-Wuerttemberg,3rd Quintile,No,0.27282,85,227,0.21475,0.33089
1985,Baden-Wuerttemberg,4th Quintile,Yes,0.73818,128,186,0.67483,0.80153
1985,Baden-Wuerttemberg,4th Quintile,No,0.21482,58,186,0.15564,0.27400
1985,Baden-Wuerttemberg,5th Quintile,Yes,0.78629,112,149,0.72024,0.85233
1985,Baden-Wuerttemberg,5th Quintile,No,0.19822,37,149,0.13399,0.26245
1985,Bavaria,1st Quintile,Yes,0.52744,73,135,0.44291,0.61197
1985,Bavaria,1st Quintile,No,0.44412,62,135,0.35999,0.52825
1985,Bavaria,2nd Quintile,Yes,0.64797,121,184,0.57878,0.71717
1985,Bavaria,2nd Quintile,No,0.29289,63,184,0.22696,0.35883
1985,Bavaria,3rd Quintile,Yes,0.67880,116,169,0.60819,0.74941
1985,Bavaria,3rd Quintile,No,0.29357,53,169,0.22470,0.36243
1985,Bavaria,4th Quintile,Yes,0.83341,143,179,0.77867,0.88815
1985,Bavaria,4th Quintile,No,0.14407,36,179,0.09248,0.19566
1985,Bavaria,5th Quintile,Yes,0.83808,157,190,0.78556,0.89060
1985,Bavaria,5th Quintile,No,0.13721,33,190,0.08816,0.18627
1985,Berlin,3rd Quintile,Yes,0.80755,34,34,0.67304,0.94205
1985,Berlin,4th Quintile,Yes,0.80837,32,32,0.66981,0.94692
1985,Berlin,5th Quintile,Yes,0.85257,42,42,0.74404,0.96109
1986,Lower Saxony,1st Quintile,Yes,0.43703,50,108,0.34304,0.53101
1986,Lower Saxony,1st Quintile,No,0.54655,58,108,0.45222,0.64087
1986,Lower Saxony,2nd Quintile,Yes,0.67141,68,104,0.58070,0.76212
1986,Lower Saxony,2nd Quintile,No,0.30976,36,104,0.22046,0.39906
1986,Lower Saxony,3rd Quintile,Yes,0.69265,71,104,0.60354,0.78175
1986,Lower Saxony,3rd Quintile,No,0.30459,33,104,0.21571,0.39347
1986,Lower Saxony,4th Quintile,Yes,0.64905,62,98,0.55407,0.74403
1986,Lower Saxony,4th Quintile,No,0.33928,36,98,0.24505,0.43350
1986,Lower Saxony,5th Quintile,Yes,0.72007,71,71,0.61490,0.82525
1986,North Rhine-Westphalia,1st Quintile,Yes,0.44882,122,289,0.39138,0.50627
1986,North Rhine-Westphalia,1st Quintile,No,0.54174,167,289,0.48420,0.59929
1986,North Rhine-Westphalia,2nd Quintile,Yes,0.57719,143,257,0.51668,0.63771
1986,North Rhine-Westphalia,2nd Quintile,No,0.39453,114,257,0.33466,0.45440
1986,North Rhine-Westphalia,3rd Quintile,Yes,0.60351,165,276,0.54569,0.66132
1986,North Rhine-Westphalia,3rd Quintile,No,0.39132,111,276,0.33364,0.44901
1986,North Rhine-Westphalia,4th Quintile,Yes,0.68682,183,275,0.63191,0.74174
1986,North Rhine-Westphalia,4th Quintile,No,0.29763,92,275,0.24349,0.35176
1986,North Rhine-Westphalia,5th Quintile,Yes,0.78350,189,241,0.73140,0.83561
1986,North Rhine-Westphalia,5th Quintile,No,0.20035,52,241,0.14971,0.25099
1986,Hesse,1st Quintile,Yes,0.40335,47,111,0.31167,0.49502
1986,Hesse,1st Quintile,No,0.51170,64,111,0.41828,0.60511
1986,Hesse,2nd Quintile,Yes,0.50751,51,97,0.40750,0.60752
1986,Hesse,2nd Quintile,No,0.44154,46,97,0.34220,0.54087
1986,Hesse,3rd Quintile,Yes,0.61862,42,42,0.46994,0.76730
1986,Hesse,4th Quintile,Yes,0.63143,63,108,0.54002,0.72284
1986,Hesse,4th Quintile,No,0.35827,45,108,0.26741,0.44912
1986,Hesse,5th Quintile,Yes,0.84028,79,79,0.75898,0.92158
1986,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.59400,40,40,0.43988,0.74813
1986,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.63457,56,56,0.50731,0.76184
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.71240,43,43,0.57551,0.84930
1986,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.72162,47,47,0.59209,0.85114
1986,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.79393,44,44,0.67303,0.91483
1986,Baden-Wuerttemberg,1st Quintile,Yes,0.51169,74,156,0.43299,0.59038
1986,Baden-Wuerttemberg,1st Quintile,No,0.47223,82,156,0.39363,0.55082
1986,Baden-Wuerttemberg,2nd Quintile,Yes,0.58647,99,185,0.51531,0.65763
1986,Baden-Wuerttemberg,2nd Quintile,No,0.39362,86,185,0.32303,0.46421
1986,Baden-Wuerttemberg,3rd Quintile,Yes,0.66908,125,205,0.60450,0.73365
1986,Baden-Wuerttemberg,3rd Quintile,No,0.29992,80,205,0.23704,0.36280
1986,Baden-Wuerttemberg,4th Quintile,Yes,0.76536,112,170,0.70147,0.82925
1986,Baden-Wuerttemberg,4th Quintile,No,0.21181,58,170,0.15021,0.27341
1986,Baden-Wuerttemberg,5th Quintile,Yes,0.79205,129,163,0.72956,0.85455
1986,Baden-Wuerttemberg,5th Quintile,No,0.17432,34,163,0.11590,0.23274
1986,Bavaria,1st Quintile,Yes,0.49067,66,128,0.40373,0.57762
1986,Bavaria,1st Quintile,No,0.45340,62,128,0.36681,0.53998
1986,Bavaria,2nd Quintile,Yes,0.67564,113,164,0.60377,0.74751
1986,Bavaria,2nd Quintile,No,0.30267,51,164,0.23214,0.37320
1986,Bavaria,3rd Quintile,Yes,0.70391,122,180,0.63703,0.77079
1986,Bavaria,3rd Quintile,No,0.26592,58,180,0.20119,0.33064
1986,Bavaria,4th Quintile,Yes,0.74039,122,160,0.67225,0.80854
1986,Bavaria,4th Quintile,No,0.20445,38,160,0.14176,0.26713
1986,Bavaria,5th Quintile,Yes,0.87279,152,152,0.81964,0.92594
1986,Berlin,3rd Quintile,Yes,0.80562,34,34,0.67060,0.94064
1986,Berlin,4th Quintile,Yes,0.71741,33,33,0.56141,0.87342
1986,Berlin,5th Quintile,Yes,0.84215,34,34,0.71776,0.96655
1987,Lower Saxony,1st Quintile,Yes,0.51874,56,109,0.42451,0.61297
1987,Lower Saxony,1st Quintile,No,0.48126,53,109,0.38703,0.57549
1987,Lower Saxony,2nd Quintile,Yes,0.65094,62,97,0.55559,0.74630
1987,Lower Saxony,2nd Quintile,No,0.34789,35,97,0.25261,0.44317
1987,Lower Saxony,3rd Quintile,Yes,0.61776,65,102,0.52299,0.71253
1987,Lower Saxony,3rd Quintile,No,0.34489,37,102,0.25219,0.43759
1987,Lower Saxony,4th Quintile,Yes,0.75065,71,71,0.64929,0.85200
1987,Lower Saxony,5th Quintile,Yes,0.70600,72,72,0.60003,0.81198
1987,North Rhine-Westphalia,1st Quintile,Yes,0.46548,122,285,0.40747,0.52349
1987,North Rhine-Westphalia,1st Quintile,No,0.52275,163,285,0.46466,0.58085
1987,North Rhine-Westphalia,2nd Quintile,Yes,0.54470,148,281,0.48636,0.60303
1987,North Rhine-Westphalia,2nd Quintile,No,0.41264,133,281,0.35498,0.47031
1987,North Rhine-Westphalia,3rd Quintile,Yes,0.62729,160,258,0.56818,0.68641
1987,North Rhine-Westphalia,3rd Quintile,No,0.36608,98,258,0.30719,0.42498
1987,North Rhine-Westphalia,4th Quintile,Yes,0.75445,171,242,0.70011,0.80879
1987,North Rhine-Westphalia,4th Quintile,No,0.23770,71,242,0.18395,0.29144
1987,North Rhine-Westphalia,5th Quintile,Yes,0.74346,194,260,0.69028,0.79665
1987,North Rhine-Westphalia,5th Quintile,No,0.24272,66,260,0.19051,0.29494
1987,Hesse,1st Quintile,Yes,0.35677,36,94,0.25940,0.45413
1987,Hesse,1st Quintile,No,0.56829,58,94,0.46762,0.66896
1987,Hesse,2nd Quintile,Yes,0.55950,49,82,0.45139,0.66762
1987,Hesse,2nd Quintile,No,0.42374,33,82,0.31613,0.53136
1987,Hesse,3rd Quintile,Yes,0.60215,58,93,0.50213,0.70217
1987,Hesse,3rd Quintile,No,0.29320,35,93,0.20018,0.38623
1987,Hesse,4th Quintile,Yes,0.70648,72,109,0.62060,0.79236
1987,Hesse,4th Quintile,No,0.26243,37,109,0.17945,0.34540
1987,Hesse,5th Quintile,Yes,0.80298,72,72,0.71045,0.89550
1987,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.46609,34,69,0.34752,0.58466
1987,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.48975,35,69,0.37093,0.60857
1987,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.53399,47,47,0.38983,0.67815
1987,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.65445,45,45,0.51394,0.79497
1987,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.67282,41,41,0.52741,0.81822
1987,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.81848,47,47,0.70709,0.92987
1987,Baden-Wuerttemberg,1st Quintile,Yes,0.46726,65,131,0.38149,0.55303
1987,Baden-Wuerttemberg,1st Quintile,No,0.49996,66,131,0.41401,0.58591
1987,Baden-Wuerttemberg,2nd Quintile,Yes,0.64139,105,190,0.57302,0.70977
1987,Baden-Wuerttemberg,2nd Quintile,No,0.35339,85,190,0.28524,0.42154
1987,Baden-Wuerttemberg,3rd Quintile,Yes,0.64582,113,195,0.57852,0.71312
1987,Baden-Wuerttemberg,3rd Quintile,No,0.32553,82,195,0.25959,0.39147
1987,Baden-Wuerttemberg,4th Quintile,Yes,0.81142,147,202,0.75734,0.86550
1987,Baden-Wuerttemberg,4th Quintile,No,0.17332,55,202,0.12099,0.22565
1987,Baden-Wuerttemberg,5th Quintile,Yes,0.76046,117,151,0.69216,0.82876
1987,Baden-Wuerttemberg,5th Quintile,No,0.21054,34,151,0.14530,0.27579
1987,Bavaria,1st Quintile,Yes,0.53129,78,138,0.44772,0.61485
1987,Bavaria,1st Quintile,No,0.42803,60,138,0.34518,0.51089
1987,Bavaria,2nd Quintile,Yes,0.62367,104,163,0.54907,0.69827
1987,Bavaria,2nd Quintile,No,0.33992,59,163,0.26697,0.41286
1987,Bavaria,3rd Quintile,Yes,0.72198,123,172,0.65483,0.78913
1987,Bavaria,3rd Quintile,No,0.24065,49,172,0.17658,0.30472
1987,Bavaria,4th Quintile,Yes,0.74299,115,160,0.67507,0.81091
1987,Bavaria,4th Quintile,No,0.21376,45,160,0.15004,0.27748
1987,Bavaria,5th Quintile,Yes,0.86924,142,142,0.81359,0.92489
1987,Berlin,3rd Quintile,Yes,0.70654,33,33,0.54877,0.86431
1987,Berlin,4th Quintile,Yes,0.83542,41,41,0.72050,0.95033
1987,Berlin,5th Quintile,Yes,0.90761,41,41,0.81787,0.99735
1988,Lower Saxony,1st Quintile,Yes,0.49701,49,97,0.39700,0.59703
1988,Lower Saxony,1st Quintile,No,0.47057,48,97,0.37072,0.57042
1988,Lower Saxony,2nd Quintile,Yes,0.73664,70,70,0.63271,0.84057
1988,Lower Saxony,3rd Quintile,Yes,0.73922,63,63,0.62993,0.84851
1988,Lower Saxony,4th Quintile,Yes,0.63148,69,110,0.54092,0.72204
1988,Lower Saxony,4th Quintile,No,0.36527,41,110,0.27488,0.45567
1988,Lower Saxony,5th Quintile,Yes,0.73194,69,69,0.62665,0.83722
1988,North Rhine-Westphalia,1st Quintile,Yes,0.46666,133,285,0.40863,0.52468
1988,North Rhine-Westphalia,1st Quintile,No,0.47932,152,285,0.42121,0.53742
1988,North Rhine-Westphalia,2nd Quintile,Yes,0.58087,140,257,0.52043,0.64131
1988,North Rhine-Westphalia,2nd Quintile,No,0.40056,117,257,0.34053,0.46059
1988,North Rhine-Westphalia,3rd Quintile,Yes,0.64197,148,237,0.58081,0.70314
1988,North Rhine-Westphalia,3rd Quintile,No,0.33127,89,237,0.27122,0.39132
1988,North Rhine-Westphalia,4th Quintile,Yes,0.67095,155,232,0.61036,0.73154
1988,North Rhine-Westphalia,4th Quintile,No,0.31792,77,232,0.25787,0.37797
1988,North Rhine-Westphalia,5th Quintile,Yes,0.76399,189,247,0.71093,0.81706
1988,North Rhine-Westphalia,5th Quintile,No,0.23601,58,247,0.18294,0.28907
1988,Hesse,1st Quintile,Yes,0.43837,42,89,0.33470,0.54204
1988,Hesse,1st Quintile,No,0.46453,47,89,0.36033,0.56874
1988,Hesse,2nd Quintile,Yes,0.51480,44,92,0.41212,0.61749
1988,Hesse,2nd Quintile,No,0.44400,48,92,0.34191,0.54609
1988,Hesse,3rd Quintile,Yes,0.74947,59,59,0.63795,0.86099
1988,Hesse,4th Quintile,Yes,0.59973,68,110,0.50775,0.69171
1988,Hesse,4th Quintile,No,0.34401,42,110,0.25483,0.43319
1988,Hesse,5th Quintile,Yes,0.79955,63,63,0.69989,0.89920
1988,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.55446,38,38,0.39431,0.71461
1988,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.50039,37,37,0.33706,0.66373
1988,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.67598,51,51,0.54625,0.80570
1988,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.71247,46,46,0.58023,0.84471
1988,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.77071,38,38,0.63526,0.90617
1988,Baden-Wuerttemberg,1st Quintile,Yes,0.48894,64,136,0.40461,0.57326
1988,Baden-Wuerttemberg,1st Quintile,No,0.48710,72,136,0.40278,0.57141
1988,Baden-Wuerttemberg,2nd Quintile,Yes,0.67339,105,183,0.60526,0.74153
1988,Baden-Wuerttemberg,2nd Quintile,No,0.30518,78,183,0.23828,0.37208
1988,Baden-Wuerttemberg,3rd Quintile,Yes,0.67632,116,193,0.61013,0.74250
1988,Baden-Wuerttemberg,3rd Quintile,No,0.30395,77,193,0.23888,0.36901
1988,Baden-Wuerttemberg,4th Quintile,Yes,0.74349,126,186,0.68056,0.80642
1988,Baden-Wuerttemberg,4th Quintile,No,0.23095,60,186,0.17022,0.29168
1988,Baden-Wuerttemberg,5th Quintile,Yes,0.77606,114,149,0.70889,0.84322
1988,Baden-Wuerttemberg,5th Quintile,No,0.20731,35,149,0.14200,0.27262
1988,Bavaria,1st Quintile,Yes,0.57754,82,134,0.49360,0.66149
1988,Bavaria,1st Quintile,No,0.38904,52,134,0.30618,0.47190
1988,Bavaria,2nd Quintile,Yes,0.67080,104,153,0.59609,0.74550
1988,Bavaria,2nd Quintile,No,0.28109,49,153,0.20963,0.35256
1988,Bavaria,3rd Quintile,Yes,0.70015,114,167,0.63045,0.76985
1988,Bavaria,3rd Quintile,No,0.25831,53,167,0.19172,0.32490
1988,Bavaria,4th Quintile,Yes,0.77855,122,163,0.71461,0.84249
1988,Bavaria,4th Quintile,No,0.19201,41,163,0.13136,0.25267
1988,Bavaria,5th Quintile,Yes,0.88023,133,133,0.82483,0.93562
1988,Berlin,3rd Quintile,Yes,0.76074,35,35,0.61734,0.90415
1988,Berlin,4th Quintile,Yes,0.84755,33,33,0.72300,0.97209
1988,Berlin,5th Quintile,Yes,0.91734,41,41,0.83201,1.00268
1989,Lower Saxony,1st Quintile,Yes,0.51089,53,99,0.41191,0.60986
1989,Lower Saxony,1st Quintile,No,0.46314,46,99,0.36441,0.56186
1989,Lower Saxony,2nd Quintile,Yes,0.66080,55,55,0.53452,0.78708
1989,Lower Saxony,3rd Quintile,Yes,0.66410,66,102,0.57198,0.75621
1989,Lower Saxony,3rd Quintile,No,0.33590,36,102,0.24379,0.42802
1989,Lower Saxony,4th Quintile,Yes,0.64927,69,110,0.55968,0.73885
1989,Lower Saxony,4th Quintile,No,0.34726,41,110,0.25788,0.43664
1989,Lower Saxony,5th Quintile,Yes,0.68226,60,60,0.56346,0.80107
1989,North Rhine-Westphalia,1st Quintile,Yes,0.46809,119,264,0.40778,0.52839
1989,North Rhine-Westphalia,1st Quintile,No,0.49782,145,264,0.43739,0.55825
1989,North Rhine-Westphalia,2nd Quintile,Yes,0.64098,149,252,0.58163,0.70032
1989,North Rhine-Westphalia,2nd Quintile,No,0.33898,103,252,0.28042,0.39755
1989,North Rhine-Westphalia,3rd Quintile,Yes,0.62596,159,254,0.56634,0.68559
1989,North Rhine-Westphalia,3rd Quintile,No,0.35328,95,254,0.29438,0.41218
1989,North Rhine-Westphalia,4th Quintile,Yes,0.70376,142,213,0.64229,0.76522
1989,North Rhine-Westphalia,4th Quintile,No,0.28275,71,213,0.22213,0.34337
1989,North Rhine-Westphalia,5th Quintile,Yes,0.78038,188,239,0.72778,0.83297
1989,North Rhine-Westphalia,5th Quintile,No,0.21962,51,239,0.16703,0.27222
1989,Hesse,1st Quintile,Yes,0.46836,46,94,0.36694,0.56978
1989,Hesse,1st Quintile,No,0.42316,48,94,0.32274,0.52357
1989,Hesse,2nd Quintile,Yes,0.56278,47,90,0.45972,0.66584
1989,Hesse,2nd Quintile,No,0.39554,43,90,0.29395,0.49713
1989,Hesse,3rd Quintile,Yes,0.63076,58,93,0.53214,0.72937
1989,Hesse,3rd Quintile,No,0.34228,35,93,0.24533,0.43924
1989,Hesse,4th Quintile,Yes,0.65393,64,96,0.55827,0.74959
1989,Hesse,4th Quintile,No,0.29751,32,96,0.20558,0.38944
1989,Hesse,5th Quintile,Yes,0.77460,65,65,0.67223,0.87697
1989,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.48962,38,69,0.37080,0.60843
1989,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.44663,31,69,0.32847,0.56479
1989,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.58463,50,81,0.47664,0.69261
1989,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.40193,31,81,0.29449,0.50937
1989,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.82167,48,48,0.71224,0.93111
1989,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.66720,37,37,0.51327,0.82113
1989,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.73576,31,31,0.57797,0.89354
1989,Baden-Wuerttemberg,1st Quintile,Yes,0.52568,63,138,0.44207,0.60930
1989,Baden-Wuerttemberg,1st Quintile,No,0.45899,75,138,0.37555,0.54244
1989,Baden-Wuerttemberg,2nd Quintile,Yes,0.66691,104,179,0.59767,0.73615
1989,Baden-Wuerttemberg,2nd Quintile,No,0.28274,75,179,0.21658,0.34890
1989,Baden-Wuerttemberg,3rd Quintile,Yes,0.72646,108,173,0.65984,0.79308
1989,Baden-Wuerttemberg,3rd Quintile,No,0.27354,65,173,0.20692,0.34016
1989,Baden-Wuerttemberg,4th Quintile,Yes,0.72426,126,187,0.66003,0.78848
1989,Baden-Wuerttemberg,4th Quintile,No,0.26196,61,187,0.19876,0.32515
1989,Baden-Wuerttemberg,5th Quintile,Yes,0.80592,105,105,0.72991,0.88193
1989,Bavaria,1st Quintile,Yes,0.53515,64,124,0.44700,0.62329
1989,Bavaria,1st Quintile,No,0.42817,60,124,0.34073,0.51562
1989,Bavaria,2nd Quintile,Yes,0.65678,106,156,0.58203,0.73152
1989,Bavaria,2nd Quintile,No,0.28761,50,156,0.21635,0.35887
1989,Bavaria,3rd Quintile,Yes,0.71009,107,147,0.63649,0.78369
1989,Bavaria,3rd Quintile,No,0.23578,40,147,0.16692,0.30463
