year,quintil_oecd_hh,sampreg,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,1st Quintile,East,Yes,0.38680,837,1939,0.36511,0.40848
1991,1st Quintile,East,No,0.58553,1102,1939,0.56359,0.60746
1991,2nd Quintile,West,Yes,0.54522,594,1137,0.51627,0.57418
1991,2nd Quintile,West,No,0.44107,543,1137,0.41219,0.46994
1991,3rd Quintile,West,Yes,0.68939,766,1171,0.66288,0.71591
1991,3rd Quintile,West,No,0.30488,405,1171,0.27850,0.33126
1991,4th Quintile,West,Yes,0.75024,837,1180,0.72553,0.77495
1991,4th Quintile,West,No,0.24279,343,1180,0.21831,0.26726
1991,5th Quintile,West,Yes,0.81613,860,1067,0.79287,0.83938
1991,5th Quintile,West,No,0.17901,207,1067,0.15600,0.20203
1992,1st Quintile,West,Yes,0.49397,282,577,0.45314,0.53480
1992,1st Quintile,West,No,0.47916,295,577,0.43836,0.51996
1992,1st Quintile,East,Yes,0.35503,297,771,0.32123,0.38883
1992,1st Quintile,East,No,0.58304,474,771,0.54822,0.61787
1992,2nd Quintile,West,Yes,0.64561,527,860,0.61362,0.67760
1992,2nd Quintile,West,No,0.33527,333,860,0.30370,0.36684
1992,2nd Quintile,East,Yes,0.38910,261,589,0.34970,0.42851
1992,2nd Quintile,East,No,0.53972,328,589,0.49943,0.58000
1992,3rd Quintile,West,Yes,0.71594,662,990,0.68783,0.74404
1992,3rd Quintile,West,No,0.25982,328,990,0.23248,0.28715
1992,3rd Quintile,East,Yes,0.51166,169,311,0.45602,0.56731
1992,3rd Quintile,East,No,0.43658,142,311,0.38137,0.49179
1992,4th Quintile,West,Yes,0.72883,796,1129,0.70289,0.75478
1992,4th Quintile,West,No,0.26261,333,1129,0.23693,0.28829
1992,4th Quintile,East,Yes,0.53451,72,124,0.44636,0.62266
1992,4th Quintile,East,No,0.39371,52,124,0.30736,0.48005
1992,5th Quintile,West,Yes,0.82991,841,1024,0.80688,0.85293
1992,5th Quintile,West,No,0.16197,183,1024,0.13939,0.18454
1992,5th Quintile,East,Yes,0.59700,36,36,0.43450,0.75950
1993,1st Quintile,West,Yes,0.52563,360,689,0.48831,0.56294
1993,1st Quintile,West,No,0.43802,329,689,0.40095,0.47510
1993,1st Quintile,East,Yes,0.33501,204,567,0.29613,0.37390
1993,1st Quintile,East,No,0.59174,363,567,0.55124,0.63223
1993,2nd Quintile,West,Yes,0.61891,513,847,0.58619,0.65164
1993,2nd Quintile,West,No,0.35757,334,847,0.32527,0.38986
1993,2nd Quintile,East,Yes,0.39729,261,596,0.35797,0.43661
1993,2nd Quintile,East,No,0.54182,335,596,0.50179,0.58186
1993,3rd Quintile,West,Yes,0.71080,645,966,0.68220,0.73941
1993,3rd Quintile,West,No,0.25112,321,966,0.22376,0.27849
1993,3rd Quintile,East,Yes,0.46479,188,363,0.41341,0.51617
1993,3rd Quintile,East,No,0.44790,175,363,0.39667,0.49913
1993,4th Quintile,West,Yes,0.73927,758,1061,0.71284,0.76570
1993,4th Quintile,West,No,0.23735,303,1061,0.21173,0.26296
1993,4th Quintile,East,Yes,0.54958,116,194,0.47938,0.61977
1993,4th Quintile,East,No,0.39176,78,194,0.32289,0.46063
1993,5th Quintile,West,Yes,0.81578,832,1010,0.79186,0.83970
1993,5th Quintile,West,No,0.15881,178,1010,0.13626,0.18137
1993,5th Quintile,East,Yes,0.52948,40,40,0.37283,0.68614
1994,1st Quintile,West,Yes,0.51957,409,789,0.48469,0.55446
1994,1st Quintile,West,No,0.43440,380,789,0.39979,0.46901
1994,1st Quintile,East,Yes,0.35663,187,484,0.31391,0.39935
1994,1st Quintile,East,No,0.56601,297,484,0.52181,0.61021
1994,2nd Quintile,West,Yes,0.66657,524,818,0.63425,0.69890
1994,2nd Quintile,West,No,0.31389,294,818,0.28207,0.34571
1994,2nd Quintile,East,Yes,0.40599,247,551,0.36495,0.44703
1994,2nd Quintile,East,No,0.53112,304,551,0.48942,0.57283
1994,3rd Quintile,West,Yes,0.70426,641,925,0.67484,0.73369
1994,3rd Quintile,West,No,0.25859,284,925,0.23036,0.28682
1994,3rd Quintile,East,Yes,0.41784,187,392,0.36895,0.46672
1994,3rd Quintile,East,No,0.52037,205,392,0.47085,0.56989
1994,4th Quintile,West,Yes,0.73118,706,979,0.70340,0.75897
1994,4th Quintile,West,No,0.23357,273,979,0.20705,0.26009
1994,4th Quintile,East,Yes,0.45283,117,222,0.38720,0.51846
1994,4th Quintile,East,No,0.44109,105,222,0.37563,0.50655
1994,5th Quintile,West,Yes,0.81681,830,991,0.79272,0.84091
1994,5th Quintile,West,No,0.15005,161,991,0.12780,0.17230
1994,5th Quintile,East,Yes,0.60493,73,112,0.51399,0.69588
1994,5th Quintile,East,No,0.34034,39,112,0.25219,0.42849
1995,1st Quintile,West,Yes,0.53874,495,922,0.50655,0.57094
1995,1st Quintile,West,No,0.42564,427,922,0.39371,0.45758
1995,1st Quintile,East,Yes,0.35627,161,418,0.31031,0.40224
1995,1st Quintile,East,No,0.54826,257,418,0.50050,0.59603
1995,2nd Quintile,West,Yes,0.68073,592,903,0.65031,0.71115
1995,2nd Quintile,West,No,0.28725,311,903,0.25772,0.31678
1995,2nd Quintile,East,Yes,0.38947,221,512,0.34719,0.43175
1995,2nd Quintile,East,No,0.53662,291,512,0.49339,0.57986
1995,3rd Quintile,West,Yes,0.69920,669,960,0.67017,0.72822
1995,3rd Quintile,West,No,0.26187,291,960,0.23405,0.28970
1995,3rd Quintile,East,Yes,0.46536,206,401,0.41648,0.51424
1995,3rd Quintile,East,No,0.48736,195,401,0.43837,0.53634
1995,4th Quintile,West,Yes,0.76563,734,959,0.73881,0.79245
1995,4th Quintile,West,No,0.19256,225,959,0.16759,0.21753
1995,4th Quintile,East,Yes,0.50521,152,266,0.44501,0.56541
1995,4th Quintile,East,No,0.39308,114,266,0.33427,0.45189
1995,5th Quintile,West,Yes,0.81614,825,977,0.79183,0.84044
1995,5th Quintile,West,No,0.14612,152,977,0.12396,0.16829
1995,5th Quintile,East,Yes,0.55466,80,125,0.46718,0.64214
1995,5th Quintile,East,No,0.37728,45,125,0.29197,0.46260
1996,1st Quintile,West,Yes,0.57644,524,938,0.54480,0.60808
1996,1st Quintile,West,No,0.37987,414,938,0.34879,0.41095
1996,1st Quintile,East,Yes,0.38555,176,404,0.33803,0.43308
1996,1st Quintile,East,No,0.51712,228,404,0.46834,0.56591
1996,2nd Quintile,West,Yes,0.67824,578,878,0.64733,0.70916
1996,2nd Quintile,West,No,0.29372,300,878,0.26358,0.32386
1996,2nd Quintile,East,Yes,0.41036,218,475,0.36608,0.45465
1996,2nd Quintile,East,No,0.52521,257,475,0.48025,0.57016
1996,3rd Quintile,West,Yes,0.75121,686,924,0.72332,0.77910
1996,3rd Quintile,West,No,0.22200,238,924,0.19519,0.24881
1996,3rd Quintile,East,Yes,0.45576,214,420,0.40807,0.50344
1996,3rd Quintile,East,No,0.47046,206,420,0.42266,0.51825
1996,4th Quintile,West,Yes,0.73233,730,972,0.70448,0.76018
1996,4th Quintile,West,No,0.23013,242,972,0.20366,0.25661
1996,4th Quintile,East,Yes,0.49159,146,276,0.43251,0.55068
1996,4th Quintile,East,No,0.43451,130,276,0.37592,0.49310
1996,5th Quintile,West,Yes,0.83124,800,937,0.80724,0.85523
1996,5th Quintile,West,No,0.13927,137,937,0.11709,0.16145
1996,5th Quintile,East,Yes,0.64931,110,156,0.57419,0.72443
1996,5th Quintile,East,No,0.32416,46,156,0.25048,0.39785
1997,1st Quintile,West,Yes,0.58425,517,891,0.55187,0.61663
1997,1st Quintile,West,No,0.37714,374,891,0.34530,0.40899
1997,1st Quintile,East,Yes,0.38841,167,384,0.33959,0.43722
1997,1st Quintile,East,No,0.52042,217,384,0.47038,0.57045
1997,2nd Quintile,West,Yes,0.68922,592,879,0.65860,0.71983
1997,2nd Quintile,West,No,0.26468,287,879,0.23550,0.29386
1997,2nd Quintile,East,Yes,0.44910,238,481,0.40460,0.49360
1997,2nd Quintile,East,No,0.48970,243,481,0.44498,0.53442
1997,3rd Quintile,West,Yes,0.76377,688,924,0.73637,0.79118
1997,3rd Quintile,West,No,0.20593,236,924,0.17984,0.23202
1997,3rd Quintile,East,Yes,0.44114,212,413,0.39320,0.48909
1997,3rd Quintile,East,No,0.48584,201,413,0.43758,0.53410
1997,4th Quintile,West,Yes,0.73631,733,955,0.70834,0.76427
1997,4th Quintile,West,No,0.22029,222,955,0.19399,0.24659
1997,4th Quintile,East,Yes,0.50466,161,295,0.44751,0.56182
1997,4th Quintile,East,No,0.42263,134,295,0.36616,0.47910
1997,5th Quintile,West,Yes,0.83016,796,930,0.80602,0.85431
1997,5th Quintile,West,No,0.13701,134,930,0.11490,0.15913
1997,5th Quintile,East,Yes,0.61971,97,145,0.54042,0.69900
1997,5th Quintile,East,No,0.32943,48,145,0.25266,0.40620
1998,1st Quintile,West,Yes,0.59762,644,1065,0.56815,0.62708
1998,1st Quintile,West,No,0.38933,421,1065,0.36004,0.41863
1998,1st Quintile,East,Yes,0.45528,197,423,0.40777,0.50279
1998,1st Quintile,East,No,0.52864,226,423,0.48101,0.57627
1998,2nd Quintile,West,Yes,0.72368,746,1069,0.69687,0.75050
1998,2nd Quintile,West,No,0.27368,323,1069,0.24694,0.30041
1998,2nd Quintile,East,Yes,0.46679,250,491,0.42261,0.51096
1998,2nd Quintile,East,No,0.50843,241,491,0.46416,0.55269
1998,3rd Quintile,West,Yes,0.76185,784,1036,0.73590,0.78780
1998,3rd Quintile,West,No,0.22916,252,1036,0.20356,0.25477
1998,3rd Quintile,East,Yes,0.50020,259,481,0.45547,0.54493
1998,3rd Quintile,East,No,0.48313,222,481,0.43842,0.52783
1998,4th Quintile,West,Yes,0.80204,892,1133,0.77883,0.82525
1998,4th Quintile,West,No,0.19622,241,1133,0.17309,0.21936
1998,4th Quintile,East,Yes,0.54842,207,361,0.49701,0.59983
1998,4th Quintile,East,No,0.44386,154,361,0.39253,0.49518
1998,5th Quintile,West,Yes,0.86868,986,1122,0.84890,0.88845
1998,5th Quintile,West,No,0.12613,136,1122,0.10669,0.14556
1998,5th Quintile,East,Yes,0.68590,118,177,0.61732,0.75447
1998,5th Quintile,East,No,0.29937,59,177,0.23171,0.36703
1999,1st Quintile,West,Yes,0.59482,610,1017,0.56463,0.62500
1999,1st Quintile,West,No,0.39184,407,1017,0.36182,0.42186
1999,1st Quintile,East,Yes,0.47283,238,468,0.42755,0.51811
1999,1st Quintile,East,No,0.49545,230,468,0.45010,0.54079
1999,2nd Quintile,West,Yes,0.71290,693,979,0.68454,0.74125
1999,2nd Quintile,West,No,0.27532,286,979,0.24733,0.30332
1999,2nd Quintile,East,Yes,0.48242,264,519,0.43939,0.52545
1999,2nd Quintile,East,No,0.49429,255,519,0.45123,0.53734
1999,3rd Quintile,West,Yes,0.80266,801,1011,0.77811,0.82720
1999,3rd Quintile,West,No,0.18442,210,1011,0.16050,0.20834
1999,3rd Quintile,East,Yes,0.49332,242,459,0.44753,0.53911
1999,3rd Quintile,East,No,0.48458,217,459,0.43881,0.53035
1999,4th Quintile,West,Yes,0.79240,860,1082,0.76822,0.81658
1999,4th Quintile,West,No,0.20092,222,1082,0.17703,0.22481
1999,4th Quintile,East,Yes,0.58817,177,293,0.53172,0.64462
1999,4th Quintile,East,No,0.39620,116,293,0.34010,0.45230
1999,5th Quintile,West,Yes,0.85878,941,1075,0.83795,0.87961
1999,5th Quintile,West,No,0.12793,134,1075,0.10795,0.14790
1999,5th Quintile,East,Yes,0.75941,115,154,0.69168,0.82714
1999,5th Quintile,East,No,0.22404,39,154,0.15797,0.29011
2000,1st Quintile,West,Yes,0.60962,1103,1779,0.58694,0.63229
2000,1st Quintile,West,No,0.37140,676,1779,0.34894,0.39386
2000,1st Quintile,East,Yes,0.42543,332,728,0.38950,0.46137
2000,1st Quintile,East,No,0.53661,396,728,0.50036,0.57286
2000,2nd Quintile,West,Yes,0.69695,1307,1845,0.67597,0.71793
2000,2nd Quintile,West,No,0.28566,538,1845,0.26505,0.30628
2000,2nd Quintile,East,Yes,0.49155,423,821,0.45733,0.52576
2000,2nd Quintile,East,No,0.48069,398,821,0.44649,0.51489
2000,3rd Quintile,West,Yes,0.75730,1483,1879,0.73791,0.77669
2000,3rd Quintile,West,No,0.23325,396,1879,0.21412,0.25237
2000,3rd Quintile,East,Yes,0.49728,399,740,0.46123,0.53332
2000,3rd Quintile,East,No,0.48625,341,740,0.45022,0.52229
2000,4th Quintile,West,Yes,0.81798,1764,2112,0.80152,0.83444
2000,4th Quintile,West,No,0.17258,348,2112,0.15646,0.18870
2000,4th Quintile,East,Yes,0.56429,279,468,0.51932,0.60926
2000,4th Quintile,East,No,0.42157,189,468,0.37678,0.46635
2000,5th Quintile,West,Yes,0.88578,1942,2144,0.87231,0.89925
2000,5th Quintile,West,No,0.10123,202,2144,0.08846,0.11400
2000,5th Quintile,East,Yes,0.72338,184,258,0.66869,0.77807
2000,5th Quintile,East,No,0.26561,74,258,0.21161,0.31961
2001,1st Quintile,West,Yes,0.59038,931,1513,0.56560,0.61517
2001,1st Quintile,West,No,0.38249,582,1513,0.35799,0.40698
2001,1st Quintile,East,Yes,0.42772,304,659,0.38992,0.46553
2001,1st Quintile,East,No,0.52712,355,659,0.48897,0.56527
2001,2nd Quintile,West,Yes,0.72470,1226,1653,0.70316,0.74624
2001,2nd Quintile,West,No,0.26009,427,1653,0.23894,0.28125
2001,2nd Quintile,East,Yes,0.48294,389,767,0.44756,0.51833
2001,2nd Quintile,East,No,0.49425,378,767,0.45885,0.52966
2001,3rd Quintile,West,Yes,0.77792,1388,1735,0.75835,0.79748
2001,3rd Quintile,West,No,0.20460,347,1735,0.18561,0.22359
2001,3rd Quintile,East,Yes,0.54443,383,661,0.50644,0.58243
2001,3rd Quintile,East,No,0.43293,278,661,0.39513,0.47073
2001,4th Quintile,West,Yes,0.82541,1609,1900,0.80834,0.84248
2001,4th Quintile,West,No,0.16287,291,1900,0.14626,0.17948
2001,4th Quintile,East,Yes,0.57995,268,448,0.53419,0.62570
2001,4th Quintile,East,No,0.40519,180,448,0.35968,0.45070
2001,5th Quintile,West,Yes,0.87806,1727,1910,0.86338,0.89274
2001,5th Quintile,West,No,0.10742,183,1910,0.09353,0.12131
2001,5th Quintile,East,Yes,0.67220,170,244,0.61318,0.73122
2001,5th Quintile,East,No,0.31953,74,244,0.26091,0.37816
2002,1st Quintile,West,Yes,0.59653,856,1390,0.57073,0.62233
2002,1st Quintile,West,No,0.36476,534,1390,0.33945,0.39008
2002,1st Quintile,East,Yes,0.42600,288,636,0.38754,0.46447
2002,1st Quintile,East,No,0.52555,348,636,0.48671,0.56439
2002,2nd Quintile,West,Yes,0.72248,1126,1508,0.69987,0.74508
2002,2nd Quintile,West,No,0.25448,382,1508,0.23249,0.27647
2002,2nd Quintile,East,Yes,0.53093,379,683,0.49347,0.56838
2002,2nd Quintile,East,No,0.44722,304,683,0.40991,0.48454
2002,3rd Quintile,West,Yes,0.78670,1317,1626,0.76678,0.80662
2002,3rd Quintile,West,No,0.19182,309,1626,0.17268,0.21097
2002,3rd Quintile,East,Yes,0.56303,345,597,0.52321,0.60285
2002,3rd Quintile,East,No,0.40244,252,597,0.36307,0.44181
2002,4th Quintile,West,Yes,0.81375,1546,1836,0.79594,0.83157
2002,4th Quintile,West,No,0.17632,290,1836,0.15888,0.19375
2002,4th Quintile,East,Yes,0.52303,292,500,0.47921,0.56686
2002,4th Quintile,East,No,0.45342,208,500,0.40974,0.49710
2002,5th Quintile,West,Yes,0.88367,2610,2841,0.87187,0.89546
2002,5th Quintile,West,No,0.09876,231,2841,0.08779,0.10973
2002,5th Quintile,East,Yes,0.67304,260,345,0.62346,0.72261
2002,5th Quintile,East,No,0.31133,85,345,0.26240,0.36026
2003,1st Quintile,West,Yes,0.60273,878,1391,0.57700,0.62845
2003,1st Quintile,West,No,0.36183,513,1391,0.33656,0.38709
2003,1st Quintile,East,Yes,0.44351,279,596,0.40359,0.48343
2003,1st Quintile,East,No,0.51512,317,596,0.47496,0.55528
2003,2nd Quintile,West,Yes,0.73378,1090,1449,0.71101,0.75654
2003,2nd Quintile,West,No,0.24465,359,1449,0.22250,0.26679
2003,2nd Quintile,East,Yes,0.47859,362,704,0.44167,0.51552
2003,2nd Quintile,East,No,0.48315,342,704,0.44621,0.52009
2003,3rd Quintile,West,Yes,0.77063,1263,1564,0.74978,0.79147
2003,3rd Quintile,West,No,0.20124,301,1564,0.18136,0.22111
2003,3rd Quintile,East,Yes,0.59524,368,613,0.55635,0.63413
2003,3rd Quintile,East,No,0.38217,245,613,0.34367,0.42067
2003,4th Quintile,West,Yes,0.81290,1507,1771,0.79473,0.83107
2003,4th Quintile,West,No,0.16487,264,1771,0.14758,0.18215
2003,4th Quintile,East,Yes,0.58026,288,461,0.53516,0.62536
2003,4th Quintile,East,No,0.40731,173,461,0.36241,0.45221
2003,5th Quintile,West,Yes,0.88637,2440,2647,0.87428,0.89846
2003,5th Quintile,West,No,0.10233,207,2647,0.09078,0.11388
2003,5th Quintile,East,Yes,0.72748,272,348,0.68063,0.77433
2003,5th Quintile,East,No,0.23656,76,348,0.19185,0.28127
2004,1st Quintile,West,Yes,0.60290,827,1300,0.57629,0.62951
2004,1st Quintile,West,No,0.36093,473,1300,0.33481,0.38705
2004,1st Quintile,East,Yes,0.45180,283,590,0.41161,0.49199
2004,1st Quintile,East,No,0.50622,307,590,0.46584,0.54659
2004,2nd Quintile,West,Yes,0.72106,1069,1422,0.69774,0.74438
2004,2nd Quintile,West,No,0.25512,353,1422,0.23246,0.27779
2004,2nd Quintile,East,Yes,0.53880,384,698,0.50179,0.57580
2004,2nd Quintile,East,No,0.43996,314,698,0.40311,0.47681
2004,3rd Quintile,West,Yes,0.78842,1266,1545,0.76804,0.80879
2004,3rd Quintile,West,No,0.18854,279,1545,0.16903,0.20805
2004,3rd Quintile,East,Yes,0.58487,360,593,0.54518,0.62457
2004,3rd Quintile,East,No,0.37932,233,593,0.34024,0.41841
2004,4th Quintile,West,Yes,0.81992,1502,1746,0.80189,0.83795
2004,4th Quintile,West,No,0.15864,244,1746,0.14150,0.17578
2004,4th Quintile,East,Yes,0.56966,298,477,0.52518,0.61414
2004,4th Quintile,East,No,0.40818,179,477,0.36402,0.45233
2004,5th Quintile,West,Yes,0.88928,2390,2577,0.87716,0.90139
2004,5th Quintile,West,No,0.08677,187,2577,0.07590,0.09764
2004,5th Quintile,East,Yes,0.71206,257,324,0.66268,0.76144
2004,5th Quintile,East,No,0.22624,67,324,0.18061,0.27187
2005,1st Quintile,West,Yes,0.65059,859,1328,0.62494,0.67624
2005,1st Quintile,West,No,0.34227,469,1328,0.31674,0.36780
2005,1st Quintile,East,Yes,0.48132,305,633,0.44237,0.52028
2005,1st Quintile,East,No,0.51188,328,633,0.47291,0.55085
2005,2nd Quintile,West,Yes,0.77016,1071,1385,0.74800,0.79233
2005,2nd Quintile,West,No,0.22807,314,1385,0.20597,0.25018
2005,2nd Quintile,East,Yes,0.54598,378,679,0.50850,0.58345
2005,2nd Quintile,East,No,0.44068,301,679,0.40331,0.47805
2005,3rd Quintile,West,Yes,0.81060,1248,1515,0.79086,0.83033
2005,3rd Quintile,West,No,0.18723,267,1515,0.16758,0.20688
2005,3rd Quintile,East,Yes,0.61952,366,581,0.58000,0.65903
2005,3rd Quintile,East,No,0.37906,215,581,0.33957,0.41854
2005,4th Quintile,West,Yes,0.84609,1510,1744,0.82915,0.86303
2005,4th Quintile,West,No,0.15199,234,1744,0.13514,0.16885
2005,4th Quintile,East,Yes,0.63195,310,465,0.58806,0.67583
2005,4th Quintile,East,No,0.36319,155,465,0.31943,0.40695
2005,5th Quintile,West,Yes,0.90473,2343,2519,0.89327,0.91620
2005,5th Quintile,West,No,0.09343,176,2519,0.08206,0.10479
2005,5th Quintile,East,Yes,0.78569,256,324,0.74094,0.83044
2005,5th Quintile,East,No,0.21431,68,324,0.16956,0.25906
2006,1st Quintile,West,Yes,0.63436,914,1429,0.60938,0.65934
2006,1st Quintile,West,No,0.36045,515,1429,0.33554,0.38535
2006,1st Quintile,East,Yes,0.51000,330,661,0.47186,0.54814
2006,1st Quintile,East,No,0.48487,331,661,0.44674,0.52300
2006,2nd Quintile,West,Yes,0.76917,1176,1488,0.74775,0.79059
2006,2nd Quintile,West,No,0.22829,312,1488,0.20696,0.24962
2006,2nd Quintile,East,Yes,0.55120,409,731,0.51512,0.58728
2006,2nd Quintile,East,No,0.44880,322,731,0.41272,0.48488
2006,3rd Quintile,West,Yes,0.81782,1420,1709,0.79951,0.83613
2006,3rd Quintile,West,No,0.17954,289,1709,0.16134,0.19775
2006,3rd Quintile,East,Yes,0.62915,425,672,0.59261,0.66570
2006,3rd Quintile,East,No,0.36784,247,672,0.33135,0.40432
2006,4th Quintile,West,Yes,0.85126,1731,1984,0.83559,0.86692
2006,4th Quintile,West,No,0.14874,253,1984,0.13308,0.16441
2006,4th Quintile,East,Yes,0.65370,341,509,0.61233,0.69508
2006,4th Quintile,East,No,0.34630,168,509,0.30492,0.38767
2006,5th Quintile,West,Yes,0.90468,2520,2710,0.89362,0.91574
2006,5th Quintile,West,No,0.09460,190,2710,0.08358,0.10562
2006,5th Quintile,East,Yes,0.79932,289,350,0.75730,0.84134
2006,5th Quintile,East,No,0.20068,61,350,0.15866,0.24270
2007,1st Quintile,West,Yes,0.66081,896,1342,0.63547,0.68615
2007,1st Quintile,West,No,0.33370,446,1342,0.30846,0.35894
2007,1st Quintile,East,Yes,0.54886,325,610,0.50933,0.58838
2007,1st Quintile,East,No,0.45068,285,610,0.41116,0.49020
2007,2nd Quintile,West,Yes,0.79386,1167,1465,0.77314,0.81458
2007,2nd Quintile,West,No,0.20071,298,1465,0.18019,0.22123
2007,2nd Quintile,East,Yes,0.54245,362,639,0.50379,0.58110
2007,2nd Quintile,East,No,0.45591,277,639,0.41726,0.49456
2007,3rd Quintile,West,Yes,0.82348,1309,1562,0.80456,0.84239
2007,3rd Quintile,West,No,0.17389,253,1562,0.15509,0.19269
2007,3rd Quintile,East,Yes,0.63157,406,651,0.59448,0.66865
2007,3rd Quintile,East,No,0.36843,245,651,0.33135,0.40552
2007,4th Quintile,West,Yes,0.86144,1602,1819,0.84556,0.87732
2007,4th Quintile,West,No,0.13794,217,1819,0.12209,0.15379
2007,4th Quintile,East,Yes,0.64800,356,512,0.60659,0.68941
2007,4th Quintile,East,No,0.34999,156,512,0.30864,0.39135
2007,5th Quintile,West,Yes,0.92072,2336,2487,0.91010,0.93134
2007,5th Quintile,West,No,0.07864,151,2487,0.06806,0.08923
2007,5th Quintile,East,Yes,0.74880,271,344,0.70290,0.79470
2007,5th Quintile,East,No,0.25120,73,344,0.20530,0.29710
