year,bula_h,rentown,hlc0083_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Bavaria,Owner,No,0.99958,1139,1139,0.99839,1.00077
2018,Bavaria,Tenant,Yes,0.01899,75,1474,0.01202,0.02596
2018,Bavaria,Tenant,No,0.98101,1399,1474,0.97404,0.98798
2018,Berlin,Owner,No,0.98932,112,112,0.97020,1.00844
2018,Berlin,Tenant,No,0.97624,649,649,0.96452,0.98797
2018,Brandenburg,Owner,No,0.99159,263,263,0.98054,1.00265
2018,Brandenburg,Tenant,Yes,0.04206,38,451,0.02351,0.06061
2018,Brandenburg,Tenant,No,0.95794,413,451,0.93939,0.97649
2018,Mecklenburg-Western Pomerania,Owner,No,0.99968,119,119,0.99643,1.00293
2018,Mecklenburg-Western Pomerania,Tenant,No,0.96072,276,276,0.93776,0.98368
2018,Saxony,Owner,No,0.99507,343,343,0.98765,1.00249
2018,Saxony,Tenant,Yes,0.03577,34,702,0.02202,0.04952
2018,Saxony,Tenant,No,0.96423,668,702,0.95048,0.97798
2018,Saxony-Anhalt,Tenant,No,0.97145,371,371,0.95448,0.98842
2018,Thuringa,Tenant,No,0.96641,372,372,0.94808,0.98474
2019,Schleswig-Holstein,Tenant,No,0.97006,356,356,0.95233,0.98779
2019,Hamburg,Tenant,No,0.97145,275,275,0.95172,0.99117
2019,Lower Saxony,Owner,No,0.99879,806,806,0.99639,1.00119
2019,Lower Saxony,Tenant,Yes,0.05570,58,940,0.04103,0.07037
2019,Lower Saxony,Tenant,No,0.94430,882,940,0.92963,0.95897
2019,Bremen,Tenant,Yes,0.01701,33,123,-0.00594,0.03996
2019,Bremen,Tenant,No,0.98299,90,123,0.96004,1.00594
2019,North Rhine-Westphalia,Owner,No,0.99789,1555,1555,0.99561,1.00017
2019,North Rhine-Westphalia,Tenant,Yes,0.02543,105,2295,0.01899,0.03187
2019,North Rhine-Westphalia,Tenant,No,0.97457,2190,2295,0.96813,0.98101
2019,Hesse,Tenant,No,0.97996,724,724,0.96974,0.99017
2019,"Rhineland-Palatinate, Saarland",Tenant,No,0.95867,544,544,0.94192,0.97541
2019,Baden-Wuerttemberg,Owner,No,0.99934,956,956,0.99771,1.00097
2019,Baden-Wuerttemberg,Tenant,Yes,0.03597,52,973,0.02426,0.04767
2019,Baden-Wuerttemberg,Tenant,No,0.96403,921,973,0.95233,0.97574
2019,Bavaria,Tenant,Yes,0.01905,39,1452,0.01202,0.02608
2019,Bavaria,Tenant,No,0.98095,1413,1452,0.97392,0.98798
2019,Berlin,Tenant,No,0.98108,643,643,0.97054,0.99162
2019,Brandenburg,Owner,No,0.97687,353,353,0.96116,0.99257
2019,Brandenburg,Tenant,No,0.96192,415,415,0.94349,0.98036
2019,Mecklenburg-Western Pomerania,Owner,No,0.99967,163,163,0.99687,1.00247
2019,Mecklenburg-Western Pomerania,Tenant,No,0.92804,257,257,0.89638,0.95970
2019,Saxony,Owner,No,0.99509,419,419,0.98839,1.00179
2019,Saxony,Tenant,No,0.97970,659,659,0.96893,0.99048
2019,Saxony-Anhalt,Owner,No,0.99386,259,259,0.98433,1.00339
2019,Saxony-Anhalt,Tenant,No,0.95041,329,329,0.92692,0.97391
2019,Thuringa,Tenant,No,0.96141,338,338,0.94085,0.98198
2020,Schleswig-Holstein,Owner,No,0.99860,290,290,0.99428,1.00291
2020,Schleswig-Holstein,Tenant,Yes,0.02195,32,391,0.00741,0.03650
2020,Schleswig-Holstein,Tenant,No,0.97805,359,391,0.96350,0.99259
2020,Hamburg,Tenant,No,0.98484,330,330,0.97163,0.99804
2020,Lower Saxony,Owner,No,0.99591,720,720,0.99125,1.00058
2020,Lower Saxony,Tenant,Yes,0.02427,45,1066,0.01503,0.03351
2020,Lower Saxony,Tenant,No,0.97573,1021,1066,0.96649,0.98497
2020,Bremen,Owner,No,0.99994,49,49,0.99772,1.00216
2020,Bremen,Tenant,No,0.97935,158,158,0.95711,1.00160
2020,North Rhine-Westphalia,Owner,No,0.99933,1327,1327,0.99793,1.00072
2020,North Rhine-Westphalia,Tenant,Yes,0.02199,176,2975,0.01672,0.02726
2020,North Rhine-Westphalia,Tenant,No,0.97801,2799,2975,0.97274,0.98328
2020,Hesse,Tenant,No,0.97245,842,842,0.96139,0.98352
2020,"Rhineland-Palatinate, Saarland",Tenant,No,0.96092,588,588,0.94524,0.97659
2020,Baden-Wuerttemberg,Owner,No,0.99974,849,849,0.99866,1.00082
2020,Baden-Wuerttemberg,Tenant,Yes,0.02935,36,1097,0.01935,0.03934
2020,Baden-Wuerttemberg,Tenant,No,0.97065,1061,1097,0.96066,0.98065
2020,Bavaria,Tenant,Yes,0.02433,56,1700,0.01701,0.03166
2020,Bavaria,Tenant,No,0.97567,1644,1700,0.96834,0.98299
2020,Berlin,Owner,No,0.99649,135,135,0.98649,1.00650
2020,Berlin,Tenant,No,0.98383,856,856,0.97538,0.99229
2020,Brandenburg,Owner,No,0.98007,317,317,0.96466,0.99548
2020,Brandenburg,Tenant,No,0.97441,407,407,0.95905,0.98977
2020,Mecklenburg-Western Pomerania,Owner,No,0.99956,119,119,0.99578,1.00334
2020,Mecklenburg-Western Pomerania,Tenant,No,0.97139,237,237,0.95012,0.99266
2020,Saxony,Owner,No,0.99718,364,364,0.99172,1.00264
2020,Saxony,Tenant,No,0.98079,691,691,0.97055,0.99103
2020,Saxony-Anhalt,Owner,No,0.99989,242,242,0.99858,1.00120
2020,Saxony-Anhalt,Tenant,No,0.94108,349,349,0.91634,0.96582
2020,Thuringa,Tenant,No,0.96056,354,354,0.94025,0.98086
2021,Schleswig-Holstein,Owner,No,0.99707,239,239,0.99021,1.00394
2021,Schleswig-Holstein,Tenant,No,0.98715,255,255,0.97331,1.00100
2021,Hamburg,Tenant,No,0.98247,215,215,0.96488,1.00005
2021,Lower Saxony,Owner,No,0.98684,563,563,0.97742,0.99626
2021,Lower Saxony,Tenant,Yes,0.03273,34,636,0.01889,0.04657
2021,Lower Saxony,Tenant,No,0.96727,602,636,0.95343,0.98111
2021,Bremen,Tenant,No,0.99976,78,78,0.99632,1.00320
2021,North Rhine-Westphalia,Owner,No,0.99674,1000,1000,0.99321,1.00028
2021,North Rhine-Westphalia,Tenant,Yes,0.02497,93,1663,0.01747,0.03247
2021,North Rhine-Westphalia,Tenant,No,0.97503,1570,1663,0.96753,0.98253
2021,Hesse,Tenant,Yes,0.04180,39,528,0.02471,0.05888
2021,Hesse,Tenant,No,0.95820,489,528,0.94112,0.97529
2021,"Rhineland-Palatinate, Saarland",Owner,No,0.99480,294,294,0.98656,1.00303
2021,"Rhineland-Palatinate, Saarland",Tenant,No,0.95226,316,316,0.92872,0.97581
2021,Baden-Wuerttemberg,Owner,No,0.99997,646,646,0.99954,1.00040
2021,Baden-Wuerttemberg,Tenant,Yes,0.04125,56,695,0.02645,0.05604
2021,Baden-Wuerttemberg,Tenant,No,0.95875,639,695,0.94396,0.97355
2021,Bavaria,Tenant,Yes,0.02140,44,1004,0.01245,0.03036
2021,Bavaria,Tenant,No,0.97860,960,1004,0.96964,0.98755
2021,Berlin,Tenant,No,0.98732,532,532,0.97781,0.99684
2021,Brandenburg,Owner,No,0.98685,225,225,0.97194,1.00177
2021,Brandenburg,Tenant,No,0.98646,236,236,0.97169,1.00124
2021,Mecklenburg-Western Pomerania,Owner,No,0.99949,100,100,0.99504,1.00394
2021,Mecklenburg-Western Pomerania,Tenant,No,0.91401,162,162,0.87071,0.95732
2021,Saxony,Owner,No,0.99855,264,264,0.99394,1.00315
2021,Saxony,Tenant,No,0.94954,480,480,0.92994,0.96915
2021,Saxony-Anhalt,Tenant,No,0.97658,238,238,0.95732,0.99583
2021,Thuringa,Owner,No,0.99389,168,168,0.98208,1.00571
2021,Thuringa,Tenant,No,0.96809,233,233,0.94547,0.99070
2022,Schleswig-Holstein,Owner,No,0.99840,312,312,0.99396,1.00284
2022,Schleswig-Holstein,Tenant,No,0.94453,369,369,0.92114,0.96792
2022,Hamburg,Tenant,No,0.97099,355,355,0.95351,0.98847
2022,Lower Saxony,Owner,No,0.99713,839,839,0.99351,1.00075
2022,Lower Saxony,Tenant,Yes,0.04577,47,909,0.03217,0.05936
2022,Lower Saxony,Tenant,No,0.95423,862,909,0.94064,0.96783
2022,Bremen,Owner,No,0.99199,40,40,0.96402,1.01997
2022,Bremen,Tenant,No,0.99335,111,111,0.97816,1.00854
2022,North Rhine-Westphalia,Owner,No,0.99962,1608,1608,0.99867,1.00057
2022,North Rhine-Westphalia,Tenant,Yes,0.03460,132,2665,0.02766,0.04154
2022,North Rhine-Westphalia,Tenant,No,0.96540,2533,2665,0.95846,0.97234
2022,Hesse,Owner,No,0.99740,465,465,0.99278,1.00203
2022,Hesse,Tenant,Yes,0.02056,34,855,0.01104,0.03007
2022,Hesse,Tenant,No,0.97944,821,855,0.96993,0.98896
2022,"Rhineland-Palatinate, Saarland",Tenant,No,0.97441,519,519,0.96081,0.98801
2022,Baden-Wuerttemberg,Owner,No,0.99424,1003,1003,0.98955,0.99892
2022,Baden-Wuerttemberg,Tenant,Yes,0.03136,43,1347,0.02205,0.04067
2022,Baden-Wuerttemberg,Tenant,No,0.96864,1304,1347,0.95933,0.97795
2022,Bavaria,Owner,No,0.99988,1314,1314,0.99930,1.00047
2022,Bavaria,Tenant,No,0.98401,1826,1826,0.97826,0.98977
2022,Berlin,Owner,No,0.98592,169,169,0.96810,1.00374
2022,Berlin,Tenant,No,0.95193,1011,1011,0.93874,0.96512
2022,Brandenburg,Owner,No,0.98382,323,323,0.97005,0.99760
2022,Brandenburg,Tenant,No,0.96863,412,412,0.95178,0.98548
2022,Mecklenburg-Western Pomerania,Owner,No,0.99711,129,129,0.98780,1.00641
2022,Mecklenburg-Western Pomerania,Tenant,No,0.92982,288,288,0.90027,0.95938
2022,Saxony,Owner,No,0.99883,467,467,0.99574,1.00193
2022,Saxony,Tenant,No,0.95844,818,818,0.94475,0.97213
2022,Saxony-Anhalt,Owner,No,0.99379,296,296,0.98483,1.00276
2022,Saxony-Anhalt,Tenant,No,0.97964,388,388,0.96557,0.99371
2022,Thuringa,Owner,No,0.98570,251,251,0.97098,1.00042
2022,Thuringa,Tenant,No,0.97153,332,332,0.95361,0.98945
