year,bula_h,pgisced97,plh0033,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Baden-Wuerttemberg,First Stage of Tertiary Education,Not concerned at all,0.47657,53,103,0.37964,0.57350
1984,Baden-Wuerttemberg,Second Stage of Tertiary Education,Somewhat concerned,0.30558,39,109,0.21870,0.39246
1984,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not concerned at all,0.59276,70,109,0.50009,0.68542
1984,Bavaria,Primary Level,Somewhat concerned,0.52363,37,70,0.40578,0.64148
1984,Bavaria,Primary Level,Not concerned at all,0.31448,33,70,0.20492,0.42403
1984,Bavaria,Lower Secondary Level,Very concerned,0.17636,113,574,0.14515,0.20757
1984,Bavaria,Lower Secondary Level,Somewhat concerned,0.43501,261,574,0.39442,0.47560
1984,Bavaria,Lower Secondary Level,Not concerned at all,0.38863,200,574,0.34872,0.42854
1984,Bavaria,Upper Secondary Level,Very concerned,0.15404,177,1016,0.13183,0.17625
1984,Bavaria,Upper Secondary Level,Somewhat concerned,0.45359,471,1016,0.42296,0.48422
1984,Bavaria,Upper Secondary Level,Not concerned at all,0.39237,368,1016,0.36233,0.42241
1984,Bavaria,First Stage of Tertiary Education,Somewhat concerned,0.36500,47,104,0.27203,0.45798
1984,Bavaria,First Stage of Tertiary Education,Not concerned at all,0.44601,57,104,0.35002,0.54201
1984,Bavaria,Second Stage of Tertiary Education,Somewhat concerned,0.30511,50,141,0.22883,0.38138
1984,Bavaria,Second Stage of Tertiary Education,Not concerned at all,0.62570,91,141,0.54554,0.70587
1984,Berlin,Lower Secondary Level,Very concerned,0.27268,31,68,0.16605,0.37932
1984,Berlin,Lower Secondary Level,Somewhat concerned,0.32671,37,68,0.21440,0.43901
1984,Berlin,Upper Secondary Level,Very concerned,0.16637,35,185,0.11256,0.22019
1984,Berlin,Upper Secondary Level,Somewhat concerned,0.37909,80,185,0.30898,0.44919
1984,Berlin,Upper Secondary Level,Not concerned at all,0.45454,70,185,0.38259,0.52649
1985,Schleswig-Holstein,Lower Secondary Level,Somewhat concerned,0.51672,45,45,0.36906,0.66438
1985,Schleswig-Holstein,Upper Secondary Level,Very concerned,0.18874,36,192,0.13325,0.24424
1985,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.47329,94,192,0.40248,0.54410
1985,Schleswig-Holstein,Upper Secondary Level,Not concerned at all,0.33797,62,192,0.27088,0.40505
1985,Hamburg,Upper Secondary Level,Somewhat concerned,0.44182,60,116,0.35106,0.53259
1985,Hamburg,Upper Secondary Level,Not concerned at all,0.43545,56,116,0.34482,0.52607
1985,Lower Saxony,Lower Secondary Level,Very concerned,0.21987,72,304,0.17324,0.26651
1985,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.45893,148,304,0.40282,0.51504
1985,Lower Saxony,Lower Secondary Level,Not concerned at all,0.32120,84,304,0.26862,0.37377
1985,Lower Saxony,Upper Secondary Level,Very concerned,0.21581,122,536,0.18095,0.25067
1985,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.49214,266,536,0.44977,0.53450
1985,Lower Saxony,Upper Secondary Level,Not concerned at all,0.29205,148,536,0.25352,0.33058
1985,Lower Saxony,First Stage of Tertiary Education,Somewhat concerned,0.47978,34,34,0.30933,0.65024
1985,Lower Saxony,Second Stage of Tertiary Education,Not concerned at all,0.58543,41,41,0.43276,0.73811
1985,Bremen,Upper Secondary Level,Very concerned,0.42864,31,31,0.25155,0.60573
1985,North Rhine-Westphalia,Primary Level,Very concerned,0.35235,77,241,0.29191,0.41279
1985,North Rhine-Westphalia,Primary Level,Somewhat concerned,0.34676,100,241,0.28655,0.40698
1985,North Rhine-Westphalia,Primary Level,Not concerned at all,0.30089,64,241,0.24286,0.35891
1985,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.23552,185,738,0.20488,0.26615
1985,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.42240,325,738,0.38673,0.45806
1985,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.34209,228,738,0.30784,0.37634
1985,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.20598,297,1380,0.18463,0.22733
1985,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.44627,641,1380,0.42004,0.47251
1985,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.34775,442,1380,0.32261,0.37288
1985,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Somewhat concerned,0.39293,33,64,0.27232,0.51353
1985,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not concerned at all,0.40946,31,64,0.28803,0.53089
1985,North Rhine-Westphalia,First Stage of Tertiary Education,Somewhat concerned,0.44788,66,132,0.36272,0.53304
1985,North Rhine-Westphalia,First Stage of Tertiary Education,Not concerned at all,0.44230,66,132,0.35725,0.52735
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.32837,82,197,0.26262,0.39411
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,Not concerned at all,0.55296,115,197,0.48336,0.62257
1985,Hesse,Primary Level,Very concerned,0.31425,31,68,0.20309,0.42541
1985,Hesse,Primary Level,Somewhat concerned,0.50295,37,68,0.38323,0.62267
1985,Hesse,Lower Secondary Level,Very concerned,0.13894,52,320,0.10098,0.17690
1985,Hesse,Lower Secondary Level,Somewhat concerned,0.44667,157,320,0.39211,0.50123
1985,Hesse,Lower Secondary Level,Not concerned at all,0.41439,111,320,0.36033,0.46845
1985,Hesse,Upper Secondary Level,Very concerned,0.16886,98,512,0.13638,0.20134
1985,Hesse,Upper Secondary Level,Somewhat concerned,0.46290,243,512,0.41967,0.50614
1985,Hesse,Upper Secondary Level,Not concerned at all,0.36824,171,512,0.32642,0.41006
1985,Hesse,Second Stage of Tertiary Education,Somewhat concerned,0.28751,31,78,0.18642,0.38861
1985,Hesse,Second Stage of Tertiary Education,Not concerned at all,0.59395,47,78,0.48425,0.70364
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very concerned,0.29757,79,262,0.24210,0.35304
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Somewhat concerned,0.41437,117,262,0.35460,0.47413
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not concerned at all,0.28806,66,262,0.23312,0.34300
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very concerned,0.21536,76,351,0.17229,0.25843
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Somewhat concerned,0.48125,172,351,0.42891,0.53360
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not concerned at all,0.30339,103,351,0.25522,0.35155
1985,Baden-Wuerttemberg,Primary Level,Very concerned,0.15791,49,241,0.11178,0.20405
1985,Baden-Wuerttemberg,Primary Level,Somewhat concerned,0.42389,109,241,0.36137,0.48641
1985,Baden-Wuerttemberg,Primary Level,Not concerned at all,0.41820,83,241,0.35579,0.48060
1985,Baden-Wuerttemberg,Lower Secondary Level,Very concerned,0.15975,121,597,0.13034,0.18917
1985,Baden-Wuerttemberg,Lower Secondary Level,Somewhat concerned,0.42913,269,597,0.38939,0.46887
1985,Baden-Wuerttemberg,Lower Secondary Level,Not concerned at all,0.41112,207,597,0.37161,0.45062
1985,Baden-Wuerttemberg,Upper Secondary Level,Very concerned,0.14740,146,854,0.12361,0.17119
1985,Baden-Wuerttemberg,Upper Secondary Level,Somewhat concerned,0.44037,370,854,0.40705,0.47368
1985,Baden-Wuerttemberg,Upper Secondary Level,Not concerned at all,0.41223,338,854,0.37919,0.44526
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,Somewhat concerned,0.46507,49,96,0.36477,0.56537
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,Not concerned at all,0.40974,47,96,0.31085,0.50864
1985,Baden-Wuerttemberg,Second Stage of Tertiary Education,Somewhat concerned,0.29999,35,102,0.21062,0.38936
1985,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not concerned at all,0.59122,67,102,0.49534,0.68709
1985,Bavaria,Primary Level,Somewhat concerned,0.44833,34,34,0.27865,0.61802
1985,Bavaria,Lower Secondary Level,Very concerned,0.20862,115,522,0.17373,0.24351
1985,Bavaria,Lower Secondary Level,Somewhat concerned,0.42793,233,522,0.38544,0.47041
1985,Bavaria,Lower Secondary Level,Not concerned at all,0.36346,174,522,0.32216,0.40476
1985,Bavaria,Upper Secondary Level,Very concerned,0.18050,167,924,0.15569,0.20531
1985,Bavaria,Upper Secondary Level,Somewhat concerned,0.45297,436,924,0.42086,0.48509
1985,Bavaria,Upper Secondary Level,Not concerned at all,0.36653,321,924,0.33544,0.39762
1985,Bavaria,First Stage of Tertiary Education,Somewhat concerned,0.45376,53,104,0.35761,0.54991
1985,Bavaria,First Stage of Tertiary Education,Not concerned at all,0.41680,51,104,0.32158,0.51201
1985,Bavaria,Second Stage of Tertiary Education,Somewhat concerned,0.28423,47,130,0.20639,0.36207
1985,Bavaria,Second Stage of Tertiary Education,Not concerned at all,0.63357,83,130,0.55042,0.71672
1985,Berlin,Lower Secondary Level,Somewhat concerned,0.50470,45,45,0.35697,0.65243
1985,Berlin,Upper Secondary Level,Very concerned,0.15491,34,158,0.09831,0.21150
1985,Berlin,Upper Secondary Level,Somewhat concerned,0.43645,68,158,0.35887,0.51402
1985,Berlin,Upper Secondary Level,Not concerned at all,0.40865,56,158,0.33175,0.48554
1986,Schleswig-Holstein,Lower Secondary Level,Somewhat concerned,0.40635,32,32,0.23345,0.57925
1986,Schleswig-Holstein,Upper Secondary Level,Very concerned,0.16712,31,176,0.11185,0.22240
1986,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.42906,77,176,0.35573,0.50239
1986,Schleswig-Holstein,Upper Secondary Level,Not concerned at all,0.40382,68,176,0.33112,0.47652
1986,Hamburg,Upper Secondary Level,Somewhat concerned,0.36059,50,115,0.27244,0.44873
1986,Hamburg,Upper Secondary Level,Not concerned at all,0.55126,65,115,0.45996,0.64256
1986,Lower Saxony,Lower Secondary Level,Very concerned,0.20238,67,309,0.15751,0.24725
1986,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.38333,125,309,0.32903,0.43763
1986,Lower Saxony,Lower Secondary Level,Not concerned at all,0.41429,117,309,0.35928,0.46930
1986,Lower Saxony,Upper Secondary Level,Very concerned,0.17033,96,523,0.13809,0.20258
1986,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.41991,230,523,0.37757,0.46225
1986,Lower Saxony,Upper Secondary Level,Not concerned at all,0.40976,197,523,0.36757,0.45195
1986,Lower Saxony,First Stage of Tertiary Education,Not concerned at all,0.51478,38,38,0.35374,0.67582
1986,Lower Saxony,Second Stage of Tertiary Education,Not concerned at all,0.63126,48,48,0.49333,0.76920
1986,North Rhine-Westphalia,Pre-primary Level,Not concerned at all,0.46779,32,32,0.29214,0.64344
1986,North Rhine-Westphalia,Primary Level,Very concerned,0.29739,78,244,0.23991,0.35486
1986,North Rhine-Westphalia,Primary Level,Somewhat concerned,0.41231,105,244,0.35041,0.47420
1986,North Rhine-Westphalia,Primary Level,Not concerned at all,0.29031,61,244,0.23324,0.34738
1986,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.16796,150,686,0.13996,0.19595
1986,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.43072,295,686,0.39364,0.46781
1986,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.40132,241,686,0.36461,0.43803
1986,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.19202,266,1334,0.17087,0.21316
1986,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.38729,546,1334,0.36114,0.41344
1986,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.42069,522,1334,0.39419,0.44719
1986,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Somewhat concerned,0.43732,35,67,0.31764,0.55699
1986,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not concerned at all,0.43396,32,67,0.31439,0.55353
1986,North Rhine-Westphalia,First Stage of Tertiary Education,Somewhat concerned,0.41326,61,126,0.32693,0.49958
1986,North Rhine-Westphalia,First Stage of Tertiary Education,Not concerned at all,0.45433,65,126,0.36704,0.54162
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.36189,79,196,0.29444,0.42934
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,Not concerned at all,0.54963,117,196,0.47979,0.61946
1986,Hesse,Primary Level,Somewhat concerned,0.49905,38,38,0.33793,0.66016
1986,Hesse,Lower Secondary Level,Very concerned,0.14385,51,291,0.10346,0.18425
1986,Hesse,Lower Secondary Level,Somewhat concerned,0.32246,112,291,0.26866,0.37625
1986,Hesse,Lower Secondary Level,Not concerned at all,0.53369,128,291,0.47627,0.59111
1986,Hesse,Upper Secondary Level,Very concerned,0.10806,57,461,0.07969,0.13643
1986,Hesse,Upper Secondary Level,Somewhat concerned,0.40103,195,461,0.35624,0.44582
1986,Hesse,Upper Secondary Level,Not concerned at all,0.49091,209,461,0.44523,0.53660
1986,Hesse,Second Stage of Tertiary Education,Not concerned at all,0.61713,55,55,0.48748,0.74678
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very concerned,0.23851,63,258,0.18641,0.29062
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Somewhat concerned,0.47644,125,258,0.41538,0.53750
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not concerned at all,0.28505,70,258,0.22985,0.34024
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very concerned,0.19650,73,366,0.15574,0.23727
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Somewhat concerned,0.45869,177,366,0.40757,0.50981
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not concerned at all,0.34481,116,366,0.29604,0.39357
1986,Baden-Wuerttemberg,Primary Level,Very concerned,0.14418,38,217,0.09733,0.19102
1986,Baden-Wuerttemberg,Primary Level,Somewhat concerned,0.49325,101,217,0.42657,0.55992
1986,Baden-Wuerttemberg,Primary Level,Not concerned at all,0.36258,78,217,0.29846,0.42669
1986,Baden-Wuerttemberg,Lower Secondary Level,Very concerned,0.14070,112,590,0.11262,0.16878
1986,Baden-Wuerttemberg,Lower Secondary Level,Somewhat concerned,0.40519,257,590,0.36554,0.44483
1986,Baden-Wuerttemberg,Lower Secondary Level,Not concerned at all,0.45411,221,590,0.41390,0.49432
1986,Baden-Wuerttemberg,Upper Secondary Level,Very concerned,0.13249,132,843,0.10959,0.15539
1986,Baden-Wuerttemberg,Upper Secondary Level,Somewhat concerned,0.40624,348,843,0.37307,0.43942
1986,Baden-Wuerttemberg,Upper Secondary Level,Not concerned at all,0.46127,363,843,0.42760,0.49494
1986,Baden-Wuerttemberg,First Stage of Tertiary Education,Somewhat concerned,0.36534,37,87,0.26357,0.46711
1986,Baden-Wuerttemberg,First Stage of Tertiary Education,Not concerned at all,0.47638,50,87,0.37082,0.58194
1986,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not concerned at all,0.67421,73,73,0.56595,0.78247
1986,Bavaria,Primary Level,Somewhat concerned,0.54545,36,36,0.38049,0.71042
1986,Bavaria,Lower Secondary Level,Very concerned,0.17083,79,472,0.13684,0.20482
1986,Bavaria,Lower Secondary Level,Somewhat concerned,0.45866,226,472,0.41366,0.50366
1986,Bavaria,Lower Secondary Level,Not concerned at all,0.37051,167,472,0.32689,0.41413
1986,Bavaria,Upper Secondary Level,Very concerned,0.14095,136,861,0.11769,0.16421
1986,Bavaria,Upper Secondary Level,Somewhat concerned,0.43162,383,861,0.39852,0.46473
1986,Bavaria,Upper Secondary Level,Not concerned at all,0.42742,342,861,0.39436,0.46049
1986,Bavaria,First Stage of Tertiary Education,Somewhat concerned,0.40513,40,89,0.30256,0.50770
1986,Bavaria,First Stage of Tertiary Education,Not concerned at all,0.46128,49,89,0.35713,0.56544
1986,Bavaria,Second Stage of Tertiary Education,Somewhat concerned,0.30647,55,131,0.22721,0.38572
1986,Bavaria,Second Stage of Tertiary Education,Not concerned at all,0.62524,76,131,0.54203,0.70845
1986,Berlin,Lower Secondary Level,Not concerned at all,0.51198,33,33,0.33879,0.68517
1986,Berlin,Upper Secondary Level,Somewhat concerned,0.33523,58,133,0.25470,0.41576
1986,Berlin,Upper Secondary Level,Not concerned at all,0.54491,75,133,0.45995,0.62986
1987,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.49245,91,151,0.41244,0.57245
1987,Schleswig-Holstein,Upper Secondary Level,Not concerned at all,0.33967,60,151,0.26388,0.41546
1987,Hamburg,Upper Secondary Level,Somewhat concerned,0.38107,51,95,0.28289,0.47925
1987,Hamburg,Upper Secondary Level,Not concerned at all,0.46471,44,95,0.36389,0.56554
1987,Lower Saxony,Lower Secondary Level,Very concerned,0.17655,56,289,0.13251,0.22058
1987,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.44321,138,289,0.38584,0.50059
1987,Lower Saxony,Lower Secondary Level,Not concerned at all,0.38024,95,289,0.32417,0.43631
1987,Lower Saxony,Upper Secondary Level,Very concerned,0.16739,90,547,0.13608,0.19871
1987,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.45631,265,547,0.41453,0.49809
1987,Lower Saxony,Upper Secondary Level,Not concerned at all,0.37630,192,547,0.33567,0.41694
1987,Lower Saxony,First Stage of Tertiary Education,Not concerned at all,0.50509,32,32,0.32909,0.68110
1987,Lower Saxony,Second Stage of Tertiary Education,Not concerned at all,0.65265,47,47,0.51506,0.79025
1987,North Rhine-Westphalia,Pre-primary Level,Somewhat concerned,0.42239,36,36,0.25875,0.58603
1987,North Rhine-Westphalia,Primary Level,Very concerned,0.36247,74,229,0.30007,0.42487
1987,North Rhine-Westphalia,Primary Level,Somewhat concerned,0.41970,106,229,0.35564,0.48376
1987,North Rhine-Westphalia,Primary Level,Not concerned at all,0.21783,49,229,0.16425,0.27141
1987,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.19086,144,673,0.16114,0.22057
1987,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.42461,300,673,0.38723,0.46198
1987,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.38454,229,673,0.34776,0.42132
1987,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.16994,240,1316,0.14964,0.19024
1987,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.45359,611,1316,0.42668,0.48050
1987,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.37646,465,1316,0.35028,0.40265
1987,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Somewhat concerned,0.43607,39,39,0.27840,0.59374
1987,North Rhine-Westphalia,First Stage of Tertiary Education,Somewhat concerned,0.57062,76,129,0.48487,0.65637
1987,North Rhine-Westphalia,First Stage of Tertiary Education,Not concerned at all,0.36229,53,129,0.27902,0.44556
1987,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.38477,88,193,0.31595,0.45359
1987,North Rhine-Westphalia,Second Stage of Tertiary Education,Not concerned at all,0.48848,105,193,0.41777,0.55918
1987,Hesse,Primary Level,Somewhat concerned,0.42783,38,38,0.26841,0.58726
1987,Hesse,Lower Secondary Level,Very concerned,0.09859,41,286,0.06398,0.13320
1987,Hesse,Lower Secondary Level,Somewhat concerned,0.39392,117,286,0.33719,0.45064
1987,Hesse,Lower Secondary Level,Not concerned at all,0.50750,128,286,0.44945,0.56554
1987,Hesse,Upper Secondary Level,Very concerned,0.12000,68,472,0.09065,0.14934
1987,Hesse,Upper Secondary Level,Somewhat concerned,0.45425,220,472,0.40928,0.49922
1987,Hesse,Upper Secondary Level,Not concerned at all,0.42575,184,472,0.38110,0.47041
1987,Hesse,Second Stage of Tertiary Education,Not concerned at all,0.62749,54,54,0.49732,0.75765
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very concerned,0.18019,48,253,0.13273,0.22764
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Somewhat concerned,0.44577,120,253,0.38440,0.50714
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not concerned at all,0.37405,85,253,0.31430,0.43379
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very concerned,0.16576,68,359,0.12724,0.20428
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Somewhat concerned,0.48367,179,359,0.43191,0.53544
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not concerned at all,0.35057,112,359,0.30114,0.39999
1987,Baden-Wuerttemberg,Primary Level,Very concerned,0.25726,52,219,0.19923,0.31529
1987,Baden-Wuerttemberg,Primary Level,Somewhat concerned,0.40940,102,219,0.34412,0.47467
1987,Baden-Wuerttemberg,Primary Level,Not concerned at all,0.33334,65,219,0.27076,0.39592
1987,Baden-Wuerttemberg,Lower Secondary Level,Very concerned,0.17225,115,596,0.14191,0.20259
1987,Baden-Wuerttemberg,Lower Secondary Level,Somewhat concerned,0.44492,295,596,0.40499,0.48485
1987,Baden-Wuerttemberg,Lower Secondary Level,Not concerned at all,0.38283,186,596,0.34377,0.42189
1987,Baden-Wuerttemberg,Upper Secondary Level,Very concerned,0.14259,128,822,0.11867,0.16651
1987,Baden-Wuerttemberg,Upper Secondary Level,Somewhat concerned,0.47559,396,822,0.44143,0.50975
1987,Baden-Wuerttemberg,Upper Secondary Level,Not concerned at all,0.38182,298,822,0.34858,0.41505
1987,Baden-Wuerttemberg,First Stage of Tertiary Education,Somewhat concerned,0.46889,51,99,0.37009,0.56769
1987,Baden-Wuerttemberg,First Stage of Tertiary Education,Not concerned at all,0.47174,48,99,0.37290,0.57058
1987,Baden-Wuerttemberg,Second Stage of Tertiary Education,Somewhat concerned,0.33112,35,100,0.23841,0.42382
1987,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not concerned at all,0.60934,65,100,0.51323,0.70545
1987,Bavaria,Primary Level,Not concerned at all,0.43734,33,33,0.26546,0.60921
1987,Bavaria,Lower Secondary Level,Very concerned,0.15445,74,458,0.12131,0.18758
1987,Bavaria,Lower Secondary Level,Somewhat concerned,0.49120,223,458,0.44537,0.53704
1987,Bavaria,Lower Secondary Level,Not concerned at all,0.35435,161,458,0.31050,0.39820
