"plh0033","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"Keine Sorgen","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1986","16-34 Jahre alt","kein Migrationshintergrund","505","0.180757094585848","0.166569262731189","0.194944926440506"
"Grosse Sorgen","1986","16-34 Jahre alt","direkter Migrationshintergrund","274","0.208705051975213","0.184656969391307","0.23275313455912"
"Grosse Sorgen","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1986","35-65 Jahre alt","kein Migrationshintergrund","566","0.154655846668652","0.143028821031846","0.166282872305458"
"Grosse Sorgen","1986","35-65 Jahre alt","direkter Migrationshintergrund","411","0.198423614640765","0.179307523607378","0.217539705674153"
"Grosse Sorgen","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1986","66 und älter","kein Migrationshintergrund","86","0.0887446976675089","0.0707651964918471","0.106724198843171"
"Grosse Sorgen","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1986","16-34 Jahre alt","kein Migrationshintergrund","1298","0.461300537408324","0.442921309478822","0.479679765337827"
"Einige Sorgen","1986","16-34 Jahre alt","direkter Migrationshintergrund","507","0.488017127129202","0.4584376818125","0.517596572445903"
"Einige Sorgen","1986","16-34 Jahre alt","indirekter Migrationshintergrund","58","0.362698048810478","0.279081649076585","0.446314448544372"
"Einige Sorgen","1986","35-65 Jahre alt","kein Migrationshintergrund","1544","0.414108203412613","0.39826896457447","0.429947442250756"
"Einige Sorgen","1986","35-65 Jahre alt","direkter Migrationshintergrund","733","0.43201239520093","0.408268744894802","0.455756045507057"
"Einige Sorgen","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1986","66 und älter","kein Migrationshintergrund","243","0.247130468943921","0.219858945165963","0.274401992721879"
"Einige Sorgen","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1986","16-34 Jahre alt","kein Migrationshintergrund","1023","0.357942368005828","0.340267524709846","0.37561721130181"
"Keine Sorgen","1986","16-34 Jahre alt","direkter Migrationshintergrund","316","0.303277820895585","0.276076191418563","0.330479450372607"
"Keine Sorgen","1986","16-34 Jahre alt","indirekter Migrationshintergrund","43","0.40844794542267","0.322958781055936","0.493937109789405"
"Keine Sorgen","1986","35-65 Jahre alt","kein Migrationshintergrund","1605","0.431235949918735","0.415310480945061","0.447161418892409"
"Keine Sorgen","1986","35-65 Jahre alt","direkter Migrationshintergrund","528","0.369563990158305","0.346427616798102","0.392700363518508"
"Keine Sorgen","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1986","66 und älter","kein Migrationshintergrund","632","0.66412483338857","0.634264118242406","0.693985548534733"
"Keine Sorgen","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1987","16-34 Jahre alt","kein Migrationshintergrund","485","0.174981612684752","0.160872959551328","0.189090265818176"
"Grosse Sorgen","1987","16-34 Jahre alt","direkter Migrationshintergrund","246","0.215455746245038","0.190728622842749","0.240182869647327"
"Grosse Sorgen","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1987","35-65 Jahre alt","kein Migrationshintergrund","532","0.152826921354527","0.141058278216543","0.164595564492511"
"Grosse Sorgen","1987","35-65 Jahre alt","direkter Migrationshintergrund","412","0.228291090850757","0.208238186988271","0.248343994713244"
"Grosse Sorgen","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1987","66 und älter","kein Migrationshintergrund","78","0.0797253665328519","0.0628865375299272","0.0965641955357766"
"Grosse Sorgen","1987","66 und älter","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1987","16-34 Jahre alt","kein Migrationshintergrund","1420","0.5065295946857","0.487964784920714","0.525094404450687"
"Einige Sorgen","1987","16-34 Jahre alt","direkter Migrationshintergrund","539","0.512494564336649","0.482432403388896","0.542556725284402"
"Einige Sorgen","1987","16-34 Jahre alt","indirekter Migrationshintergrund","69","0.530089723754519","0.448572569752734","0.611606877756305"
"Einige Sorgen","1987","35-65 Jahre alt","kein Migrationshintergrund","1654","0.459288709035595","0.442989520167259","0.475587897903931"
"Einige Sorgen","1987","35-65 Jahre alt","direkter Migrationshintergrund","777","0.477420827754238","0.453557403517902","0.501284251990574"
"Einige Sorgen","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1987","66 und älter","kein Migrationshintergrund","275","0.270422856014794","0.242809944167114","0.298035767862475"
"Einige Sorgen","1987","66 und älter","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1987","16-34 Jahre alt","kein Migrationshintergrund","881","0.318488792629548","0.301188991397622","0.335788593861474"
"Keine Sorgen","1987","16-34 Jahre alt","direkter Migrationshintergrund","277","0.272049689418313","0.245285085689221","0.298814293147405"
"Keine Sorgen","1987","16-34 Jahre alt","indirekter Migrationshintergrund","49","0.255581642510271","0.18433896870645","0.326824316314093"
"Keine Sorgen","1987","35-65 Jahre alt","kein Migrationshintergrund","1405","0.387884369609878","0.371947307585769","0.403821431633986"
"Keine Sorgen","1987","35-65 Jahre alt","direkter Migrationshintergrund","494","0.294288081395005","0.272515691851991","0.316060470938018"
"Keine Sorgen","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1987","66 und älter","kein Migrationshintergrund","641","0.649851777452354","0.620197454194478","0.679506100710229"
"Keine Sorgen","1987","66 und älter","direkter Migrationshintergrund","31","0.685918952935449","0.562122421191924","0.809715484678974"
"Keine Sorgen","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1988","16-34 Jahre alt","kein Migrationshintergrund","425","0.157249782874784","0.14328109815422","0.171218467595347"
"Grosse Sorgen","1988","16-34 Jahre alt","direkter Migrationshintergrund","273","0.2524140650838","0.225663638939706","0.279164491227895"
"Grosse Sorgen","1988","16-34 Jahre alt","indirekter Migrationshintergrund","41","0.223984878944989","0.165318177822497","0.282651580067481"
"Grosse Sorgen","1988","35-65 Jahre alt","kein Migrationshintergrund","518","0.157417548715419","0.145234837017148","0.16960026041369"
"Grosse Sorgen","1988","35-65 Jahre alt","direkter Migrationshintergrund","420","0.231139235674836","0.21035936492269","0.251919106426983"
"Grosse Sorgen","1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1988","66 und älter","kein Migrationshintergrund","89","0.0997686154426014","0.0808502495171154","0.118686981368088"
"Grosse Sorgen","1988","66 und älter","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1988","16-34 Jahre alt","kein Migrationshintergrund","1346","0.517472873093059","0.498298741112012","0.536647005074106"
"Einige Sorgen","1988","16-34 Jahre alt","direkter Migrationshintergrund","508","0.491852420384989","0.461066247391449","0.522638593378529"
"Einige Sorgen","1988","16-34 Jahre alt","indirekter Migrationshintergrund","96","0.420679754908091","0.351212140493031","0.49014736932315"
"Einige Sorgen","1988","35-65 Jahre alt","kein Migrationshintergrund","1584","0.45660081898806","0.439938362737004","0.473263275239116"
"Einige Sorgen","1988","35-65 Jahre alt","direkter Migrationshintergrund","754","0.476815006794534","0.452195193620063","0.501434819969005"
"Einige Sorgen","1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1988","66 und älter","kein Migrationshintergrund","266","0.271143964139468","0.243081201561517","0.299206726717419"
"Einige Sorgen","1988","66 und älter","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1988","16-34 Jahre alt","kein Migrationshintergrund","838","0.325277344032157","0.307301031679922","0.343253656384393"
"Keine Sorgen","1988","16-34 Jahre alt","direkter Migrationshintergrund","232","0.255733514531211","0.228867612703608","0.282599416358813"
"Keine Sorgen","1988","16-34 Jahre alt","indirekter Migrationshintergrund","57","0.355335366146921","0.2879860227433","0.422684709550541"
"Keine Sorgen","1988","35-65 Jahre alt","kein Migrationshintergrund","1331","0.385981632296521","0.369696728777543","0.402266535815499"
"Keine Sorgen","1988","35-65 Jahre alt","direkter Migrationshintergrund","407","0.292045757530629","0.26963223060228","0.314459284458978"
"Keine Sorgen","1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1988","66 und älter","kein Migrationshintergrund","609","0.629087420417931","0.598594371119443","0.659580469716419"
"Keine Sorgen","1988","66 und älter","direkter Migrationshintergrund","41","0.667278161651785","0.550926677984242","0.783629645319328"
"Keine Sorgen","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1989","16-34 Jahre alt","kein Migrationshintergrund","302","0.120423014916967","0.107835434505799","0.133010595328134"
"Grosse Sorgen","1989","16-34 Jahre alt","direkter Migrationshintergrund","262","0.266010469048866","0.237822979959628","0.294197958138104"
"Grosse Sorgen","1989","16-34 Jahre alt","indirekter Migrationshintergrund","52","0.235801649143531","0.180457675406228","0.291145622880834"
"Grosse Sorgen","1989","35-65 Jahre alt","kein Migrationshintergrund","396","0.127433978755086","0.115960833012819","0.138907124497354"
"Grosse Sorgen","1989","35-65 Jahre alt","direkter Migrationshintergrund","387","0.232465048193414","0.211429671423853","0.253500424962976"
"Grosse Sorgen","1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1989","66 und älter","kein Migrationshintergrund","64","0.0689488995921889","0.0526387234034339","0.0852590757809438"
"Grosse Sorgen","1989","66 und älter","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","1989","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1989","16-34 Jahre alt","kein Migrationshintergrund","1314","0.503796973635422","0.484459129171378","0.523134818099466"
"Einige Sorgen","1989","16-34 Jahre alt","direkter Migrationshintergrund","462","0.477090857006887","0.445228657070722","0.508953056943051"
"Einige Sorgen","1989","16-34 Jahre alt","indirekter Migrationshintergrund","99","0.408230733606129","0.344150671602822","0.472310795609435"
"Einige Sorgen","1989","35-65 Jahre alt","kein Migrationshintergrund","1380","0.424513466274857","0.407507392492796","0.441519540056917"
"Einige Sorgen","1989","35-65 Jahre alt","direkter Migrationshintergrund","701","0.427874470612654","0.40323529158153","0.452513649643779"
"Einige Sorgen","1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1989","66 und älter","kein Migrationshintergrund","266","0.293771288683488","0.264449829247697","0.323092748119279"
"Einige Sorgen","1989","66 und älter","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1989","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1989","16-34 Jahre alt","kein Migrationshintergrund","952","0.375780011447611","0.357047920630429","0.394512102264793"
"Keine Sorgen","1989","16-34 Jahre alt","direkter Migrationshintergrund","220","0.256898673944247","0.229026743900236","0.284770603988259"
"Keine Sorgen","1989","16-34 Jahre alt","indirekter Migrationshintergrund","75","0.35596761725034","0.293543419511885","0.418391814988796"
"Keine Sorgen","1989","35-65 Jahre alt","kein Migrationshintergrund","1469","0.448052554970057","0.430942394478081","0.465162715462033"
"Keine Sorgen","1989","35-65 Jahre alt","direkter Migrationshintergrund","461","0.339660481193931","0.316075880001811","0.363245082386052"
"Keine Sorgen","1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1989","66 und älter","kein Migrationshintergrund","597","0.637279811724323","0.606329917547253","0.668229705901393"
"Keine Sorgen","1989","66 und älter","direkter Migrationshintergrund","45","0.685548889225188","0.575194549402657","0.795903229047719"
"Keine Sorgen","1989","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1990","16-34 Jahre alt","kein Migrationshintergrund","863","0.17028224110102","0.158822751895199","0.18174173030684"
"Grosse Sorgen","1990","16-34 Jahre alt","direkter Migrationshintergrund","259","0.260872188708085","0.232528504974142","0.289215872442028"
"Grosse Sorgen","1990","16-34 Jahre alt","indirekter Migrationshintergrund","45","0.225657828002984","0.175329000595882","0.275986655410086"
"Grosse Sorgen","1990","35-65 Jahre alt","kein Migrationshintergrund","1044","0.158062632284168","0.148315629442144","0.167809635126193"
"Grosse Sorgen","1990","35-65 Jahre alt","direkter Migrationshintergrund","402","0.235022598059307","0.21443210893892","0.255613087179694"
"Grosse Sorgen","1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1990","66 und älter","kein Migrationshintergrund","138","0.087835803739067","0.0728087976042755","0.102862809873858"
"Grosse Sorgen","1990","66 und älter","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","1990","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1990","16-34 Jahre alt","kein Migrationshintergrund","2203","0.513242092913505","0.498003915361539","0.528480270465471"
"Einige Sorgen","1990","16-34 Jahre alt","direkter Migrationshintergrund","426","0.459957414070458","0.42778708921631","0.492127738924605"
"Einige Sorgen","1990","16-34 Jahre alt","indirekter Migrationshintergrund","132","0.444997507650071","0.385163042947687","0.504831972352454"
"Einige Sorgen","1990","35-65 Jahre alt","kein Migrationshintergrund","2596","0.451523563576512","0.438227110908095","0.464820016244929"
"Einige Sorgen","1990","35-65 Jahre alt","direkter Migrationshintergrund","770","0.456961073348072","0.432770696562685","0.481151450133459"
"Einige Sorgen","1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1990","66 und älter","kein Migrationshintergrund","447","0.305502649169539","0.281049040939221","0.329956257399858"
"Einige Sorgen","1990","66 und älter","direkter Migrationshintergrund","39","0.340879834273563","0.249339512809251","0.432420155737874"
"Einige Sorgen","1990","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1990","16-34 Jahre alt","kein Migrationshintergrund","1067","0.316475665985475","0.302296112999637","0.330655218971314"
"Keine Sorgen","1990","16-34 Jahre alt","direkter Migrationshintergrund","237","0.279170397221457","0.250214727141765","0.30812606730115"
"Keine Sorgen","1990","16-34 Jahre alt","indirekter Migrationshintergrund","88","0.329344664346946","0.272759815244375","0.385929513449516"
"Keine Sorgen","1990","35-65 Jahre alt","kein Migrationshintergrund","1741","0.39041380413932","0.377379233219526","0.403448375059114"
"Keine Sorgen","1990","35-65 Jahre alt","direkter Migrationshintergrund","457","0.308016328592621","0.285597013430494","0.330435643754748"
"Keine Sorgen","1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1990","66 und älter","kein Migrationshintergrund","778","0.606661547091394","0.580728317801972","0.632594776380816"
"Keine Sorgen","1990","66 und älter","direkter Migrationshintergrund","55","0.60888492927231","0.51464187196258","0.703127986582039"
"Keine Sorgen","1990","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1991","16-34 Jahre alt","kein Migrationshintergrund","864","0.17523665948066","0.163377970570228","0.187095348391092"
"Grosse Sorgen","1991","16-34 Jahre alt","direkter Migrationshintergrund","223","0.234280653586416","0.206328400368361","0.262232906804472"
"Grosse Sorgen","1991","16-34 Jahre alt","indirekter Migrationshintergrund","57","0.231855805680509","0.185544917176403","0.278166694184614"
"Grosse Sorgen","1991","35-65 Jahre alt","kein Migrationshintergrund","1163","0.171873467194567","0.161726094786765","0.182020839602369"
"Grosse Sorgen","1991","35-65 Jahre alt","direkter Migrationshintergrund","343","0.198142454816434","0.178672159772322","0.217612749860547"
"Grosse Sorgen","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1991","66 und älter","kein Migrationshintergrund","147","0.0980431825701902","0.082025279125302","0.114061086015078"
"Grosse Sorgen","1991","66 und älter","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1991","16-34 Jahre alt","kein Migrationshintergrund","2019","0.504924213360563","0.489328384498311","0.520520042222814"
"Einige Sorgen","1991","16-34 Jahre alt","direkter Migrationshintergrund","428","0.486684627193503","0.453698620097344","0.519670634289663"
"Einige Sorgen","1991","16-34 Jahre alt","indirekter Migrationshintergrund","138","0.413473166857141","0.359432542564656","0.467513791149626"
"Einige Sorgen","1991","35-65 Jahre alt","kein Migrationshintergrund","2454","0.442757528557506","0.429397545338972","0.456117511776041"
"Einige Sorgen","1991","35-65 Jahre alt","direkter Migrationshintergrund","786","0.479632376926874","0.455229303170159","0.504035450683588"
"Einige Sorgen","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1991","66 und älter","kein Migrationshintergrund","452","0.315939854038839","0.29089875133664","0.340980956741038"
"Einige Sorgen","1991","66 und älter","direkter Migrationshintergrund","46","0.328824947074837","0.245802445019824","0.41184744912985"
"Einige Sorgen","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1991","16-34 Jahre alt","kein Migrationshintergrund","1065","0.319839127158777","0.305290194380016","0.334388059937539"
"Keine Sorgen","1991","16-34 Jahre alt","direkter Migrationshintergrund","231","0.279034719220081","0.249434147718385","0.308635290721776"
"Keine Sorgen","1991","16-34 Jahre alt","indirekter Migrationshintergrund","124","0.35467102746235","0.302171404094777","0.407170650829923"
"Keine Sorgen","1991","35-65 Jahre alt","kein Migrationshintergrund","1693","0.385369004247927","0.372278799189646","0.398459209306208"
"Keine Sorgen","1991","35-65 Jahre alt","direkter Migrationshintergrund","481","0.322225168256692","0.29939770767573","0.345052628837654"
"Keine Sorgen","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1991","66 und älter","kein Migrationshintergrund","725","0.586016963390971","0.559486156091782","0.61254777069016"
"Keine Sorgen","1991","66 und älter","direkter Migrationshintergrund","59","0.553443085498565","0.46558728757527","0.641298883421859"
"Keine Sorgen","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1992","16-34 Jahre alt","kein Migrationshintergrund","713","0.154974801336223","0.143395508153467","0.166554094518978"
"Grosse Sorgen","1992","16-34 Jahre alt","direkter Migrationshintergrund","256","0.304622969508543","0.273461525396733","0.335784413620353"
"Grosse Sorgen","1992","16-34 Jahre alt","indirekter Migrationshintergrund","82","0.234146607437451","0.191569804466327","0.276723410408576"
"Grosse Sorgen","1992","35-65 Jahre alt","kein Migrationshintergrund","1096","0.176262127149011","0.165956848182482","0.186567406115541"
"Grosse Sorgen","1992","35-65 Jahre alt","direkter Migrationshintergrund","402","0.237878998630401","0.216756920000292","0.259001077260509"
"Grosse Sorgen","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1992","66 und älter","kein Migrationshintergrund","157","0.112565353623408","0.0954696772462051","0.129661030000611"
"Grosse Sorgen","1992","66 und älter","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","16-34 Jahre alt","kein Migrationshintergrund","2039","0.547206773385722","0.531279465725718","0.563134081045726"
"Einige Sorgen","1992","16-34 Jahre alt","direkter Migrationshintergrund","400","0.474313868861579","0.440505652956695","0.508122084766463"
"Einige Sorgen","1992","16-34 Jahre alt","indirekter Migrationshintergrund","161","0.421068777885019","0.371427117556292","0.470710438213746"
"Einige Sorgen","1992","35-65 Jahre alt","kein Migrationshintergrund","2717","0.500743968848429","0.48722152284629","0.514266414850568"
"Einige Sorgen","1992","35-65 Jahre alt","direkter Migrationshintergrund","762","0.482574752331218","0.457786109736009","0.507363394926427"
"Einige Sorgen","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","66 und älter","kein Migrationshintergrund","515","0.376841925022781","0.350630269707977","0.403053580337586"
"Einige Sorgen","1992","66 und älter","direkter Migrationshintergrund","54","0.342351047508937","0.263184547553732","0.421517547464142"
"Einige Sorgen","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","16-34 Jahre alt","kein Migrationshintergrund","1000","0.297818425278056","0.283185971115252","0.31245087944086"
"Keine Sorgen","1992","16-34 Jahre alt","direkter Migrationshintergrund","182","0.221063161629878","0.192967750482274","0.249158572777482"
"Keine Sorgen","1992","16-34 Jahre alt","indirekter Migrationshintergrund","137","0.344784614677529","0.296996238346224","0.392572991008835"
"Keine Sorgen","1992","35-65 Jahre alt","kein Migrationshintergrund","1439","0.32299390400256","0.310347146685119","0.33564066132"
"Keine Sorgen","1992","35-65 Jahre alt","direkter Migrationshintergrund","397","0.279546249038381","0.257283616012446","0.301808882064317"
"Keine Sorgen","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","66 und älter","kein Migrationshintergrund","641","0.510592721353811","0.483553869283764","0.537631573423857"
"Keine Sorgen","1992","66 und älter","direkter Migrationshintergrund","56","0.451594894246105","0.368565130126462","0.534624658365749"
"Keine Sorgen","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1993","16-34 Jahre alt","kein Migrationshintergrund","684","0.169919717899714","0.157722520336837","0.182116915462592"
"Grosse Sorgen","1993","16-34 Jahre alt","direkter Migrationshintergrund","263","0.302702385292112","0.271024263657976","0.334380506926248"
"Grosse Sorgen","1993","16-34 Jahre alt","indirekter Migrationshintergrund","97","0.218884663033276","0.180292951048108","0.257476375018444"
"Grosse Sorgen","1993","35-65 Jahre alt","kein Migrationshintergrund","1023","0.172800590174245","0.162500792922373","0.183100387426117"
"Grosse Sorgen","1993","35-65 Jahre alt","direkter Migrationshintergrund","451","0.269410766412562","0.247003972862137","0.291817559962988"
