year,pgisced97,quintil_oecd,pli0081,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Lower Secondary Level,2nd Quintile,Seldom,0.19825,120,564,0.16532,0.23118
1995,Lower Secondary Level,3rd Quintile,Daily,0.08055,40,488,0.05638,0.10472
1995,Lower Secondary Level,3rd Quintile,At least once per week,0.38400,207,488,0.34080,0.42720
1995,Lower Secondary Level,3rd Quintile,At least once per month,0.30827,151,488,0.26725,0.34928
1995,Lower Secondary Level,3rd Quintile,Seldom,0.17961,90,488,0.14552,0.21371
1995,Lower Secondary Level,4th Quintile,Daily,0.08955,43,397,0.06142,0.11767
1995,Lower Secondary Level,4th Quintile,At least once per week,0.37256,165,397,0.32493,0.42018
1995,Lower Secondary Level,4th Quintile,At least once per month,0.33051,123,397,0.28418,0.37684
1995,Lower Secondary Level,4th Quintile,Seldom,0.17140,66,397,0.13428,0.20851
1995,Lower Secondary Level,5th Quintile,At least once per week,0.43599,110,225,0.37105,0.50093
1995,Lower Secondary Level,5th Quintile,At least once per month,0.32476,76,225,0.26344,0.38609
1995,Lower Secondary Level,5th Quintile,Seldom,0.16280,39,225,0.11445,0.21115
1995,Upper Secondary Level,1st Quintile,Daily,0.08903,112,1169,0.07270,0.10536
1995,Upper Secondary Level,1st Quintile,At least once per week,0.39382,473,1169,0.36580,0.42184
1995,Upper Secondary Level,1st Quintile,At least once per month,0.27736,327,1169,0.25169,0.30304
1995,Upper Secondary Level,1st Quintile,Seldom,0.19215,212,1169,0.16955,0.21474
1995,Upper Secondary Level,1st Quintile,Never,0.03667,45,1169,0.02589,0.04745
1995,Upper Secondary Level,2nd Quintile,Daily,0.09113,148,1510,0.07661,0.10565
1995,Upper Secondary Level,2nd Quintile,At least once per week,0.42187,657,1510,0.39695,0.44678
1995,Upper Secondary Level,2nd Quintile,At least once per month,0.26791,396,1510,0.24557,0.29026
1995,Upper Secondary Level,2nd Quintile,Seldom,0.18672,266,1510,0.16706,0.20638
1995,Upper Secondary Level,2nd Quintile,Never,0.02911,43,1510,0.02063,0.03759
1995,Upper Secondary Level,3rd Quintile,Daily,0.08281,110,1416,0.06845,0.09717
1995,Upper Secondary Level,3rd Quintile,At least once per week,0.38565,588,1416,0.36029,0.41101
1995,Upper Secondary Level,3rd Quintile,At least once per month,0.29078,407,1416,0.26712,0.31444
1995,Upper Secondary Level,3rd Quintile,Seldom,0.20271,280,1416,0.18176,0.22365
1995,Upper Secondary Level,3rd Quintile,Never,0.02785,31,1416,0.01928,0.03643
1995,Upper Secondary Level,4th Quintile,Daily,0.07602,126,1395,0.06211,0.08993
1995,Upper Secondary Level,4th Quintile,At least once per week,0.39121,573,1395,0.36559,0.41683
1995,Upper Secondary Level,4th Quintile,At least once per month,0.29945,413,1395,0.27541,0.32350
1995,Upper Secondary Level,4th Quintile,Seldom,0.20715,283,1395,0.18588,0.22843
1995,Upper Secondary Level,5th Quintile,Daily,0.05247,58,1157,0.03961,0.06532
1995,Upper Secondary Level,5th Quintile,At least once per week,0.35943,448,1157,0.33177,0.38709
1995,Upper Secondary Level,5th Quintile,At least once per month,0.33422,397,1157,0.30703,0.36141
1995,Upper Secondary Level,5th Quintile,Seldom,0.23856,254,1157,0.21399,0.26313
1995,Post-secondary Non-tertiary Level,1st Quintile,At least once per week,0.33027,36,36,0.17445,0.48608
1995,Post-secondary Non-tertiary Level,2nd Quintile,At least once per week,0.32039,37,69,0.20948,0.43130
1995,Post-secondary Non-tertiary Level,2nd Quintile,At least once per month,0.42672,32,69,0.30916,0.54428
1995,Post-secondary Non-tertiary Level,3rd Quintile,At least once per week,0.42691,41,41,0.27362,0.58020
1995,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.38599,44,44,0.24048,0.53150
1995,First Stage of Tertiary Education,1st Quintile,At least once per week,0.32151,34,34,0.16215,0.48087
1995,First Stage of Tertiary Education,2nd Quintile,At least once per week,0.43150,54,126,0.34467,0.51833
1995,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.29086,38,126,0.21124,0.37048
1995,First Stage of Tertiary Education,2nd Quintile,Seldom,0.22052,34,126,0.14784,0.29321
1995,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.31448,61,161,0.24254,0.38643
1995,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.37200,66,161,0.29711,0.44690
1995,First Stage of Tertiary Education,3rd Quintile,Seldom,0.26362,34,161,0.19535,0.33189
1995,First Stage of Tertiary Education,4th Quintile,At least once per week,0.43760,77,159,0.36024,0.51495
1995,First Stage of Tertiary Education,4th Quintile,At least once per month,0.22849,48,159,0.16302,0.29396
1995,First Stage of Tertiary Education,4th Quintile,Seldom,0.22926,34,159,0.16372,0.29481
1995,First Stage of Tertiary Education,5th Quintile,At least once per week,0.38026,75,195,0.31195,0.44858
1995,First Stage of Tertiary Education,5th Quintile,At least once per month,0.35796,76,195,0.29050,0.42543
1995,First Stage of Tertiary Education,5th Quintile,Seldom,0.21355,44,195,0.15588,0.27122
1995,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.40279,59,92,0.30202,0.50357
1995,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.23246,33,92,0.14568,0.31925
1995,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.34647,91,240,0.28615,0.40680
1995,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.31374,98,240,0.25491,0.37257
1995,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.26776,51,240,0.21162,0.32390
1995,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.34092,112,288,0.28608,0.39576
1995,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.34826,116,288,0.29314,0.40338
1995,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.21669,60,288,0.16902,0.26435
1995,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.34514,145,374,0.29690,0.39339
1995,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.40152,153,374,0.35177,0.45127
1995,Second Stage of Tertiary Education,4th Quintile,Seldom,0.20148,76,374,0.16078,0.24219
1995,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.31441,199,608,0.27747,0.35134
1995,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.34019,230,608,0.30250,0.37788
1995,Second Stage of Tertiary Education,5th Quintile,Seldom,0.29962,179,608,0.26318,0.33606
1998,Pre-primary Level,2nd Quintile,At least once per week,0.37460,31,31,0.20139,0.54780
1998,Pre-primary Level,3rd Quintile,At least once per month,0.36653,31,31,0.19410,0.53896
1998,Primary Level,1st Quintile,Daily,0.25395,49,132,0.17941,0.32849
1998,Primary Level,1st Quintile,At least once per week,0.39969,83,132,0.31581,0.48358
1998,Primary Level,2nd Quintile,At least once per week,0.39176,44,44,0.24585,0.53766
1998,Primary Level,3rd Quintile,At least once per week,0.49774,34,34,0.32715,0.66833
1998,Lower Secondary Level,1st Quintile,Daily,0.11975,96,631,0.09440,0.14511
1998,Lower Secondary Level,1st Quintile,At least once per week,0.44424,303,631,0.40544,0.48304
1998,Lower Secondary Level,1st Quintile,At least once per month,0.22034,130,631,0.18798,0.25271
1998,Lower Secondary Level,1st Quintile,Seldom,0.16902,102,631,0.13976,0.19829
1998,Lower Secondary Level,2nd Quintile,Daily,0.13821,74,530,0.10880,0.16762
1998,Lower Secondary Level,2nd Quintile,At least once per week,0.44312,247,530,0.40079,0.48545
1998,Lower Secondary Level,2nd Quintile,At least once per month,0.21714,117,530,0.18200,0.25227
1998,Lower Secondary Level,2nd Quintile,Seldom,0.17300,92,530,0.14077,0.20523
1998,Lower Secondary Level,3rd Quintile,Daily,0.11503,55,441,0.08522,0.14484
1998,Lower Secondary Level,3rd Quintile,At least once per week,0.39128,190,441,0.34568,0.43688
1998,Lower Secondary Level,3rd Quintile,At least once per month,0.29687,119,441,0.25418,0.33956
1998,Lower Secondary Level,3rd Quintile,Seldom,0.15187,77,441,0.11834,0.18541
1998,Lower Secondary Level,4th Quintile,Daily,0.12170,43,351,0.08745,0.15595
1998,Lower Secondary Level,4th Quintile,At least once per week,0.34691,133,351,0.29705,0.39678
1998,Lower Secondary Level,4th Quintile,At least once per month,0.28868,104,351,0.24120,0.33615
1998,Lower Secondary Level,4th Quintile,Seldom,0.21661,71,351,0.17345,0.25976
1998,Lower Secondary Level,5th Quintile,At least once per week,0.41671,83,184,0.34527,0.48814
1998,Lower Secondary Level,5th Quintile,At least once per month,0.29348,61,184,0.22750,0.35945
1998,Lower Secondary Level,5th Quintile,Seldom,0.25129,40,184,0.18844,0.31413
1998,Upper Secondary Level,1st Quintile,Daily,0.08937,116,1055,0.07215,0.10659
1998,Upper Secondary Level,1st Quintile,At least once per week,0.45852,491,1055,0.42844,0.48860
1998,Upper Secondary Level,1st Quintile,At least once per month,0.21116,241,1055,0.18652,0.23580
1998,Upper Secondary Level,1st Quintile,Seldom,0.20284,207,1055,0.17856,0.22711
1998,Upper Secondary Level,2nd Quintile,Daily,0.09364,132,1302,0.07781,0.10947
1998,Upper Secondary Level,2nd Quintile,At least once per week,0.40523,564,1302,0.37855,0.43191
1998,Upper Secondary Level,2nd Quintile,At least once per month,0.29704,390,1302,0.27221,0.32187
1998,Upper Secondary Level,2nd Quintile,Seldom,0.17904,216,1302,0.15821,0.19987
1998,Upper Secondary Level,3rd Quintile,Daily,0.08755,120,1359,0.07252,0.10258
1998,Upper Secondary Level,3rd Quintile,At least once per week,0.38033,558,1359,0.35451,0.40615
1998,Upper Secondary Level,3rd Quintile,At least once per month,0.30187,433,1359,0.27745,0.32628
1998,Upper Secondary Level,3rd Quintile,Seldom,0.19762,248,1359,0.17644,0.21880
1998,Upper Secondary Level,4th Quintile,Daily,0.05859,94,1328,0.04595,0.07122
1998,Upper Secondary Level,4th Quintile,At least once per week,0.41501,574,1328,0.38850,0.44152
1998,Upper Secondary Level,4th Quintile,At least once per month,0.30148,414,1328,0.27679,0.32617
1998,Upper Secondary Level,4th Quintile,Seldom,0.20033,246,1328,0.17879,0.22186
1998,Upper Secondary Level,5th Quintile,Daily,0.05837,72,1043,0.04414,0.07261
1998,Upper Secondary Level,5th Quintile,At least once per week,0.36224,415,1043,0.33305,0.39142
1998,Upper Secondary Level,5th Quintile,At least once per month,0.34331,355,1043,0.31448,0.37214
1998,Upper Secondary Level,5th Quintile,Seldom,0.21246,201,1043,0.18762,0.23729
1998,Post-secondary Non-tertiary Level,1st Quintile,At least once per week,0.35396,35,35,0.19322,0.51470
1998,Post-secondary Non-tertiary Level,2nd Quintile,At least once per week,0.46143,32,32,0.28594,0.63692
1998,Post-secondary Non-tertiary Level,3rd Quintile,At least once per week,0.38199,37,37,0.22327,0.54071
1998,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.36518,47,93,0.26679,0.46357
1998,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.38842,46,93,0.28882,0.48801
1998,Post-secondary Non-tertiary Level,5th Quintile,At least once per week,0.45574,33,33,0.28318,0.62830
1998,First Stage of Tertiary Education,2nd Quintile,At least once per week,0.39937,52,95,0.30036,0.49838
1998,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.32815,43,95,0.23323,0.42307
1998,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.38535,66,152,0.30772,0.46297
1998,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.32203,51,152,0.24751,0.39656
1998,First Stage of Tertiary Education,3rd Quintile,Seldom,0.21794,35,152,0.15209,0.28380
1998,First Stage of Tertiary Education,4th Quintile,At least once per week,0.37798,79,150,0.30012,0.45584
1998,First Stage of Tertiary Education,4th Quintile,At least once per month,0.35634,71,150,0.27944,0.43324
1998,First Stage of Tertiary Education,5th Quintile,At least once per week,0.32994,65,177,0.26047,0.39941
1998,First Stage of Tertiary Education,5th Quintile,At least once per month,0.38177,69,177,0.30999,0.45354
1998,First Stage of Tertiary Education,5th Quintile,Seldom,0.24200,43,177,0.17873,0.30528
1998,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.37203,46,80,0.26544,0.47861
1998,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.30754,34,80,0.20578,0.40930
1998,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.27791,57,178,0.21191,0.34390
1998,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.31290,77,178,0.24459,0.38121
1998,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.26698,44,178,0.20181,0.33216
1998,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.37924,127,294,0.32368,0.43480
1998,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.37260,112,294,0.31724,0.42796
1998,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.19416,55,294,0.14886,0.23945
1998,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.27925,135,398,0.23512,0.32338
1998,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.39747,173,398,0.34933,0.44561
1998,Second Stage of Tertiary Education,4th Quintile,Seldom,0.25188,90,398,0.20918,0.29458
1998,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.30956,216,660,0.27426,0.34486
1998,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.37625,270,660,0.33927,0.41324
1998,Second Stage of Tertiary Education,5th Quintile,Seldom,0.26824,174,660,0.23441,0.30207
2003,Pre-primary Level,1st Quintile,At least once per week,0.34932,32,32,0.18149,0.51715
2003,Pre-primary Level,2nd Quintile,At least once per month,0.34904,39,39,0.19748,0.50060
2003,Pre-primary Level,3rd Quintile,At least once per week,0.26797,40,40,0.12897,0.40698
2003,Pre-primary Level,4th Quintile,At least once per week,0.24327,36,117,0.16519,0.32135
2003,Pre-primary Level,4th Quintile,At least once per month,0.41835,47,117,0.32858,0.50812
2003,Pre-primary Level,4th Quintile,Seldom,0.20158,34,117,0.12857,0.27459
2003,Pre-primary Level,5th Quintile,At least once per week,0.21487,43,169,0.15276,0.27698
2003,Pre-primary Level,5th Quintile,At least once per month,0.32713,62,169,0.25618,0.39808
2003,Pre-primary Level,5th Quintile,Seldom,0.32759,64,169,0.25662,0.39856
2003,Primary Level,1st Quintile,At least once per week,0.43604,54,54,0.30253,0.56954
2003,Primary Level,2nd Quintile,At least once per week,0.49897,34,34,0.32837,0.66956
2003,Lower Secondary Level,1st Quintile,Daily,0.12259,119,839,0.10038,0.14479
2003,Lower Secondary Level,1st Quintile,At least once per week,0.40668,341,839,0.37343,0.43994
2003,Lower Secondary Level,1st Quintile,At least once per month,0.20908,184,839,0.18154,0.23661
2003,Lower Secondary Level,1st Quintile,Seldom,0.18286,145,839,0.15669,0.20903
2003,Lower Secondary Level,1st Quintile,Never,0.06914,50,839,0.05197,0.08632
2003,Lower Secondary Level,2nd Quintile,Daily,0.10897,74,681,0.08555,0.13239
2003,Lower Secondary Level,2nd Quintile,At least once per week,0.42278,312,681,0.38565,0.45991
2003,Lower Secondary Level,2nd Quintile,At least once per month,0.24661,173,681,0.21422,0.27901
2003,Lower Secondary Level,2nd Quintile,Seldom,0.19165,122,681,0.16207,0.22124
2003,Lower Secondary Level,3rd Quintile,Daily,0.11652,55,470,0.08748,0.14556
2003,Lower Secondary Level,3rd Quintile,At least once per week,0.38790,204,470,0.34380,0.43200
2003,Lower Secondary Level,3rd Quintile,At least once per month,0.24862,117,470,0.20950,0.28773
2003,Lower Secondary Level,3rd Quintile,Seldom,0.19606,94,470,0.16013,0.23199
2003,Lower Secondary Level,4th Quintile,At least once per week,0.44174,177,371,0.39114,0.49234
2003,Lower Secondary Level,4th Quintile,At least once per month,0.26640,120,371,0.22135,0.31145
2003,Lower Secondary Level,4th Quintile,Seldom,0.17570,74,371,0.13692,0.21448
2003,Lower Secondary Level,5th Quintile,At least once per week,0.40820,117,258,0.34811,0.46829
2003,Lower Secondary Level,5th Quintile,At least once per month,0.23801,75,258,0.18594,0.29007
2003,Lower Secondary Level,5th Quintile,Seldom,0.24359,66,258,0.19111,0.29607
2003,Upper Secondary Level,1st Quintile,Daily,0.08787,160,1738,0.07456,0.10118
2003,Upper Secondary Level,1st Quintile,At least once per week,0.38580,694,1738,0.36291,0.40869
2003,Upper Secondary Level,1st Quintile,At least once per month,0.27519,502,1738,0.25419,0.29619
2003,Upper Secondary Level,1st Quintile,Seldom,0.18391,306,1738,0.16569,0.20212
2003,Upper Secondary Level,1st Quintile,Never,0.05971,76,1738,0.04856,0.07085
2003,Upper Secondary Level,2nd Quintile,Daily,0.07325,172,2251,0.06248,0.08401
2003,Upper Secondary Level,2nd Quintile,At least once per week,0.41934,1008,2251,0.39895,0.43973
2003,Upper Secondary Level,2nd Quintile,At least once per month,0.28941,640,2251,0.27067,0.30815
2003,Upper Secondary Level,2nd Quintile,Seldom,0.19250,395,2251,0.17621,0.20879
2003,Upper Secondary Level,2nd Quintile,Never,0.02051,36,2251,0.01466,0.02637
2003,Upper Secondary Level,3rd Quintile,Daily,0.06890,161,2326,0.05860,0.07919
2003,Upper Secondary Level,3rd Quintile,At least once per week,0.38303,936,2326,0.36327,0.40279
2003,Upper Secondary Level,3rd Quintile,At least once per month,0.31082,731,2326,0.29201,0.32964
2003,Upper Secondary Level,3rd Quintile,Seldom,0.20776,450,2326,0.19127,0.22426
2003,Upper Secondary Level,3rd Quintile,Never,0.02519,48,2326,0.01882,0.03155
2003,Upper Secondary Level,4th Quintile,Daily,0.06541,154,2259,0.05521,0.07561
2003,Upper Secondary Level,4th Quintile,At least once per week,0.43190,982,2259,0.41147,0.45233
2003,Upper Secondary Level,4th Quintile,At least once per month,0.28636,678,2259,0.26771,0.30500
2003,Upper Secondary Level,4th Quintile,Seldom,0.18484,392,2259,0.16883,0.20086
2003,Upper Secondary Level,4th Quintile,Never,0.02241,53,2259,0.01630,0.02851
2003,Upper Secondary Level,5th Quintile,Daily,0.05889,159,2462,0.04958,0.06819
2003,Upper Secondary Level,5th Quintile,At least once per week,0.39142,947,2462,0.37213,0.41070
2003,Upper Secondary Level,5th Quintile,At least once per month,0.30870,804,2462,0.29045,0.32695
2003,Upper Secondary Level,5th Quintile,Seldom,0.21889,516,2462,0.20255,0.23523
2003,Upper Secondary Level,5th Quintile,Never,0.01557,36,2462,0.01068,0.02046
2003,Post-secondary Non-tertiary Level,1st Quintile,At least once per week,0.35724,56,103,0.26424,0.45023
2003,Post-secondary Non-tertiary Level,1st Quintile,At least once per month,0.28633,47,103,0.19860,0.37406
2003,Post-secondary Non-tertiary Level,2nd Quintile,At least once per week,0.43035,69,114,0.33906,0.52164
2003,Post-secondary Non-tertiary Level,2nd Quintile,At least once per month,0.29106,45,114,0.20730,0.37481
2003,Post-secondary Non-tertiary Level,3rd Quintile,At least once per week,0.36847,84,187,0.29914,0.43779
2003,Post-secondary Non-tertiary Level,3rd Quintile,At least once per month,0.34949,70,187,0.28097,0.41801
2003,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.16706,33,187,0.11345,0.22067
2003,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.42135,105,232,0.35767,0.48502
2003,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.31667,82,232,0.25668,0.37666
2003,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.18032,45,232,0.13074,0.22990
2003,Post-secondary Non-tertiary Level,5th Quintile,At least once per week,0.43398,163,371,0.38348,0.48448
2003,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.29990,124,371,0.25321,0.34659
2003,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.18580,84,371,0.14617,0.22543
2003,First Stage of Tertiary Education,1st Quintile,At least once per week,0.45772,61,100,0.35957,0.55586
2003,First Stage of Tertiary Education,1st Quintile,At least once per month,0.24123,39,100,0.15696,0.32551
2003,First Stage of Tertiary Education,2nd Quintile,At least once per week,0.35783,98,228,0.29547,0.42019
2003,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.34842,83,228,0.28644,0.41040
2003,First Stage of Tertiary Education,2nd Quintile,Seldom,0.18577,47,228,0.13517,0.23636
2003,First Stage of Tertiary Education,3rd Quintile,Daily,0.08244,33,331,0.05276,0.11211
2003,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.39122,134,331,0.33856,0.44387
2003,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.31457,108,331,0.26447,0.36467
2003,First Stage of Tertiary Education,3rd Quintile,Seldom,0.15384,56,331,0.11491,0.19276
2003,First Stage of Tertiary Education,4th Quintile,Daily,0.08239,32,426,0.05625,0.10853
2003,First Stage of Tertiary Education,4th Quintile,At least once per week,0.40972,176,426,0.36296,0.45647
2003,First Stage of Tertiary Education,4th Quintile,At least once per month,0.31130,138,426,0.26728,0.35532
2003,First Stage of Tertiary Education,4th Quintile,Seldom,0.16089,80,426,0.12595,0.19582
2003,First Stage of Tertiary Education,5th Quintile,At least once per week,0.41111,187,468,0.36649,0.45574
2003,First Stage of Tertiary Education,5th Quintile,At least once per month,0.30759,178,468,0.26574,0.34945
2003,First Stage of Tertiary Education,5th Quintile,Seldom,0.20289,103,468,0.16642,0.23937
