syear,regtyp,pli0081,proportion,n,lower_confidence,upper_confidence
1998,Rural regions,2.0,0.13997032431286652,14238,0.1342712242793584,0.14566942434637464
1998,Urban regions,4.0,0.12075178407404791,14238,0.11539956226973005,0.12610400587836576
1998,Rural regions,3.0,0.11142513954638593,14238,0.10625657217740019,0.11659370691537167
1998,Rural regions,4.0,0.06556913728538119,14238,0.0615032540827698,0.06963502048799258
1998,Urban regions,1.0,0.0615417226029817,14238,0.05759420672220567,0.06548923848375773
1998,Rural regions,1.0,0.02847452836854377,14238,0.025742489067154394,0.031206567669933148
1998,Urban regions,5.0,0.013354059210061471,14238,0.011468592397237713,0.01523952602288523
1998,Rural regions,5.0,0.004027414682399491,14238,0.0029870910989791763,0.005067738265819806
2003,Urban regions,2.0,0.26386241945730105,22166,0.25806038008194426,0.2696644588326578
2003,Urban regions,3.0,0.20274072057355477,22166,0.19744795460463044,0.2080334865424791
2003,Urban regions,4.0,0.13277066884472274,22166,0.1283035196492024,0.1372378180402431
2003,Rural regions,2.0,0.13159088846537798,22166,0.12714060676706657,0.13604117016368938
2003,Rural regions,3.0,0.1061348579725928,22166,0.10207998336041062,0.11018973258477498
2003,Rural regions,4.0,0.0664307105907977,22166,0.06315224874118976,0.06970917244040566
2003,Urban regions,1.0,0.046555948815682,22166,0.04378232470044915,0.049329572930914854
2003,Rural regions,1.0,0.025728287503403214,22166,0.023643998709381133,0.027812576297425295
2003,Urban regions,5.0,0.018286595879843905,22166,0.016522707086435485,0.020050484673252326
2003,Rural regions,5.0,0.005898901896723841,22166,0.004890779483275603,0.0069070243101720784
2008,Urban regions,2.0,0.24799833627950504,19571,0.24194794659060523,0.25404872596840483
2008,Urban regions,3.0,0.2002703545804305,19571,0.19466336829387065,0.20587734086699033
2008,Urban regions,4.0,0.14146823333679942,19571,0.1365855651417667,0.14635090153183214
2008,Rural regions,2.0,0.13268170947280858,19571,0.12792896632226175,0.1374344526233554
2008,Rural regions,3.0,0.1056462514297598,19571,0.10133968377085131,0.10995281908866827
2008,Rural regions,4.0,0.06930435686804617,19571,0.06574612969302407,0.07286258404306828
2008,Urban regions,1.0,0.05115940521992305,19571,0.0480726020697501,0.054246208370096
2008,Rural regions,1.0,0.029687012581886243,19571,0.02730913915648351,0.032064886007288976
2008,Urban regions,5.0,0.014713528127274618,19571,0.01302662852922818,0.016400427725321055
2008,Rural regions,5.0,0.007070812103566601,19571,0.005896878998743688,0.008244745208389513
2013,Urban regions,2.0,0.2389756500531057,31177,0.23424179438911838,0.24370950571709302
2013,Urban regions,3.0,0.19464222493214273,31177,0.19024729588679182,0.19903715397749364
2013,Rural regions,2.0,0.14118248692026278,31177,0.1373172175101301,0.14504775633039546
2013,Urban regions,4.0,0.1365406553636757,31177,0.13272919990971874,0.14035211081763269
2013,Rural regions,3.0,0.10908304157979623,31177,0.10562256318423313,0.11254351997535933
2013,Rural regions,4.0,0.07312851579402856,31177,0.07023855434185951,0.0760184772461976
2013,Urban regions,1.0,0.046890366232642304,31177,0.044543695527038886,0.04923703693824572
2013,Rural regions,1.0,0.03320089689626687,31177,0.031212138907120268,0.035189654885413466
2013,Urban regions,5.0,0.017544549781676567,31177,0.016087191084628995,0.019001908478724138
2013,Rural regions,5.0,0.00881161244640258,31177,0.007774216118469403,0.009849008774335756
2019,Urban regions,2.0,0.23667224480038251,29565,0.2318272164607615,0.24151727314000354
2019,Urban regions,3.0,0.20153000239062874,29565,0.19695737002691704,0.20610263475434043
2019,Urban regions,4.0,0.14662522910192047,29565,0.14259303545353663,0.1506574227503043
2019,Rural regions,2.0,0.1336361463064786,29565,0.1297575081678859,0.13751478444507131
2019,Rural regions,3.0,0.10534703960474938,29565,0.10184754281632816,0.1088465363931706
2019,Rural regions,4.0,0.07231651924456133,29565,0.06936404717080384,0.07526899131831881
2019,Urban regions,1.0,0.04183600286875448,29565,0.039553758490988376,0.04411824724652059
2019,Rural regions,1.0,0.028050043828193483,29565,0.02616788679877146,0.029932200857615505
2019,Urban regions,5.0,0.023707068292294207,29565,0.021972880488451904,0.02544125609613651
2019,Rural regions,5.0,0.010279703562036816,29565,0.009129926438570024,0.011429480685503608
2021,Urban regions,2.0,0.25541327124563445,19931,0.24935887414917848,0.26146766834209045
2021,Urban regions,3.0,0.18626309662398138,19931,0.18085808114349014,0.19166811210447263
2021,Urban regions,4.0,0.149825378346915,19931,0.14487043963844373,0.15478031705538628
2021,Rural regions,2.0,0.1410360884749709,19931,0.13620389724279405,0.14586827970714775
2021,Rural regions,3.0,0.08940628637951106,19931,0.0854449850585171,0.09336758770050503
2021,Rural regions,4.0,0.06559953434225844,19931,0.062162305651976,0.06903676303254089
2021,Urban regions,1.0,0.04342258440046566,19931,0.04059308619818239,0.046252082602748934
2021,Rural regions,1.0,0.03370197904540163,19931,0.03119659230892774,0.036207365781875514
2021,Urban regions,5.0,0.02770663562281723,19931,0.025427962214074964,0.029985309031559493
2021,Rural regions,5.0,0.0076251455180442376,19931,0.006417461078930297,0.008832829957158178
