year,pli0081,regtyp,sampreg,proportion,n,lower_confidence,upper_confidence
1995,Seldom,Urban regions,East,0.08519108280254777,17246,0.08102455634204099,0.08935760926305454
1995,Never,Urban regions,West,0.6744186046511628,17246,0.6674249136257275,0.681412295676598
1995,Never,Rural regions,West,0.14987080103359174,17246,0.14454343102777967,0.1551981710394038
1995,Never,Rural regions,East,0.11369509043927649,17246,0.10895731672907165,0.11843286414948133
1995,Never,Urban regions,East,0.06201550387596899,17246,0.05841585741358957,0.06561515033834842
1998,Daily,Urban regions,West,0.6406995230524642,18147,0.6337186498628681,0.6476803962420604
1998,Daily,Rural regions,East,0.17885532591414943,18147,0.1732794329233627,0.18443121890493616
1998,Daily,Rural regions,West,0.13751987281399047,18147,0.13250902824861432,0.14253071737936662
1998,Daily,Urban regions,East,0.04292527821939587,18147,0.03997622144187012,0.04587433499692161
1998,At least once per week,Urban regions,West,0.5798611111111112,18147,0.5726796620434348,0.5870425601787875
1998,At least once per week,Rural regions,East,0.17569444444444443,18147,0.17015741567912998,0.18123147320975888
1998,At least once per week,Rural regions,West,0.16371527777777778,18147,0.15833164612533865,0.1690989094302169
1998,At least once per week,Urban regions,East,0.08072916666666667,18147,0.07676555929929478,0.08469277403403856
1998,At least once per month,Urban regions,West,0.5066046966731899,18147,0.4993304878695603,0.5138789054768194
1998,At least once per month,Rural regions,East,0.21868884540117417,18147,0.21267462997967654,0.2247030608226718
1998,At least once per month,Rural regions,West,0.15924657534246575,18147,0.15392275949138398,0.16457039119354752
1998,At least once per month,Urban regions,East,0.11545988258317025,18147,0.11081015001603038,0.12010961515031011
1998,Seldom,Urban regions,West,0.5649805447470817,18147,0.5577673984877699,0.5721936910063935
1998,Seldom,Rural regions,West,0.19182879377431908,18147,0.18610001256362602,0.19755757498501214
1998,Seldom,Rural regions,East,0.15953307392996108,18147,0.15420537920017502,0.16486076865974714
1998,Seldom,Urban regions,East,0.08365758754863813,18147,0.0796291631830085,0.08768601191426775
1998,Never,Urban regions,West,0.6890756302521008,18147,0.6823409888084507,0.6958102716957509
1998,Never,Rural regions,West,0.14705882352941177,18147,0.14190584021951327,0.15221180683931027
1998,Never,Urban regions,East,0.08823529411764706,18147,0.08410846763360258,0.09236212060169155
1998,Never,Rural regions,East,0.07563025210084033,18147,0.07178323348701009,0.07947727071467058
2003,Daily,Urban regions,West,0.5802547770700637,27727,0.5744457035426779,0.5860638505974495
2003,Daily,Rural regions,West,0.1840764331210191,27727,0.17951471480813072,0.18863815143390747
2003,Daily,Rural regions,East,0.1681528662420382,27727,0.16375057744406235,0.17255515504001406
2003,Daily,Urban regions,East,0.06751592356687898,27727,0.06456248155209438,0.07046936558166358
2003,At least once per week,Urban regions,West,0.593121877541536,27727,0.5873394690151323,0.5989042860679397
2003,At least once per week,Rural regions,West,0.17032647844777507,27727,0.1659016205420917,0.17475133635345844
2003,At least once per week,Rural regions,East,0.162542116881608,27727,0.15819932443877807,0.16688490932443792
2003,At least once per week,Urban regions,East,0.07400952712908099,27727,0.07092810140313797,0.077090952855024
2003,At least once per month,Urban regions,West,0.5647691618108471,27727,0.5589333678885583,0.570604955733136
2003,At least once per month,Rural regions,East,0.17570596145226355,27727,0.17122636431954527,0.18018555858498184
2003,At least once per month,Rural regions,West,0.166890781413417,27727,0.16250171882217032,0.1712798440046637
2003,At least once per month,Urban regions,East,0.09263409532347229,27727,0.08922152750877066,0.09604666313817392
2003,Seldom,Urban regions,West,0.5895644071744701,27727,0.5837742178233367,0.5953545965256035
2003,Seldom,Rural regions,West,0.19240624272070814,27727,0.18776632065337198,0.1970461647880443
2003,Seldom,Rural regions,East,0.1418588399720475,27727,0.13775195821814665,0.14596572172594838
2003,Seldom,Urban regions,East,0.07617051013277429,27727,0.07304807105954805,0.07929294920600052
2003,Never,Urban regions,West,0.6934865900383141,27727,0.6880597327152435,0.6989134473613848
2003,Never,Rural regions,West,0.1475095785440613,27727,0.14333551078129986,0.15168364630682274
2003,Never,Rural regions,East,0.09386973180076628,27727,0.0904368192730788,0.09730264432845377
2003,Never,Urban regions,East,0.06513409961685823,27727,0.062229518586604124,0.06803868064711234
2008,Daily,Urban regions,West,0.5665594855305466,23673,0.5602467596473314,0.5728722114137618
2008,Daily,Rural regions,West,0.19421221864951768,23673,0.18917282788282577,0.1992516094162096
2008,Daily,Rural regions,East,0.1729903536977492,23673,0.16817203354535265,0.17780867385014576
2008,Daily,Urban regions,East,0.06623794212218649,23673,0.06306982703656672,0.06940605720780627
2008,At least once per week,Urban regions,West,0.5700628243649276,23673,0.5637562534732137,0.5763693952566415
2008,At least once per week,Rural regions,West,0.18478557771100793,23673,0.17984133951341533,0.18972981590860052
2008,At least once per week,Rural regions,East,0.1637530729308932,23673,0.15903905294967277,0.16846709291211362
2008,At least once per week,Urban regions,East,0.08139852499317127,23673,0.07791514174369721,0.08488190824264533
2008,At least once per month,Urban regions,West,0.5603331067301156,23673,0.5540102339130661,0.5666559795471651
2008,At least once per month,Rural regions,East,0.17505098572399727,23673,0.17021009525180542,0.17989187619618913
2008,At least once per month,Rural regions,West,0.17029231815091775,23673,0.1655039282457524,0.17508070805608308
2008,At least once per month,Urban regions,East,0.0943235893949694,23673,0.09060030585896042,0.09804687293097838
2008,Seldom,Urban regions,West,0.5878145041933892,23673,0.5815440944052753,0.5940849139815031
2008,Seldom,Rural regions,West,0.1852491366551554,23673,0.18030010840011648,0.19019816491019434
2008,Seldom,Rural regions,East,0.14356191415885544,23673,0.13909510879965534,0.14802871951805555
2008,Seldom,Urban regions,East,0.0833744449925999,23673,0.07985282994640372,0.08689606003879607
2008,Never,Urban regions,West,0.6205250596658711,23673,0.6143434634200268,0.6267066559117155
2008,Never,Rural regions,West,0.18377088305489261,23673,0.17883717082176026,0.18870459528802497
2008,Never,Rural regions,East,0.14081145584725538,23673,0.1363805486351085,0.14524236305940225
2008,Never,Urban regions,East,0.05489260143198091,23673,0.05199107246717405,0.05779413039678777
2013,Daily,Urban regions,West,0.5289783889980354,44486,0.5243398226368324,0.5336169553592384
2013,Daily,Rural regions,West,0.23968565815324164,44486,0.23571865991035834,0.24365265639612493
2013,Daily,Rural regions,East,0.17485265225933203,44486,0.1713228834693127,0.17838242104935134
2013,Daily,Urban regions,East,0.05648330058939096,44486,0.0543380441140339,0.05862855706474802
2013,At least once per week,Urban regions,West,0.5531870860927153,44486,0.5485670723487202,0.5578070998367104
2013,At least once per week,Rural regions,West,0.22609685430463577,44486,0.22220967155659652,0.22998403705267503
2013,At least once per week,Rural regions,East,0.1452814569536424,44486,0.14200683590634436,0.14855607800094042
2013,At least once per week,Urban regions,East,0.07543460264900662,44486,0.0729804672836014,0.07788873801441183
2013,At least once per month,Urban regions,West,0.5509067357512953,44486,0.546284504128447,0.5555289673741437
2013,At least once per month,Rural regions,West,0.20466321243523317,44486,0.2009140019639286,0.20841242290653772
2013,At least once per month,Rural regions,East,0.1544041450777202,44486,0.15104634145880444,0.15776194869663598
2013,At least once per month,Urban regions,East,0.0900259067357513,44486,0.08736614545913761,0.09268566801236498
2013,Seldom,Urban regions,West,0.5829268292682926,44486,0.5783448033489672,0.5875088551876181
2013,Seldom,Rural regions,West,0.21425891181988743,44486,0.2104460280027607,0.21807179563701418
2013,Seldom,Rural regions,East,0.13452157598499062,44486,0.1313507786192721,0.13769237335070914
2013,Seldom,Urban regions,East,0.06829268292682927,44486,0.06594860938444418,0.07063675646921437
2013,Never,Urban regions,West,0.5940298507462687,44486,0.5894663767732126,0.5985933247193248
2013,Never,Rural regions,West,0.21641791044776118,44486,0.21259113267540827,0.2202446882201141
2013,Never,Rural regions,East,0.11791044776119403,44486,0.11491351585080775,0.1209073796715803
2013,Never,Urban regions,East,0.07164179104477612,44486,0.06924524707797125,0.074038335011581
2019,Daily,Urban regions,West,0.5285062713797035,42417,0.5237556641036867,0.5332568786557204
2019,Daily,Rural regions,West,0.24572405929304447,42417,0.241626973436613,0.24982114514947595
2019,Daily,Rural regions,East,0.1556442417331813,42417,0.15219427140013653,0.1590942120662261
2019,Daily,Urban regions,East,0.0701254275940707,42417,0.06769526101476103,0.07255559417338037
2019,At least once per week,Urban regions,West,0.5706907682375726,42417,0.5659802180619172,0.575401318413228
2019,At least once per week,Rural regions,West,0.2164837529588982,42417,0.21256432438807557,0.22040318152972085
2019,At least once per week,Rural regions,East,0.14439423283839037,42417,0.14104921935867054,0.1477392463181102
2019,At least once per week,Urban regions,East,0.0684312459651388,42417,0.06602842851563712,0.07083406341464049
2019,At least once per month,Urban regions,West,0.5738769150869903,42417,0.5691707949941007,0.57858303517988
2019,At least once per month,Rural regions,West,0.19462477278628929,42417,0.1908570036048515,0.19839254196772707
2019,At least once per month,Rural regions,East,0.14866268501687874,42417,0.14527706730809978,0.1520483027256577
2019,At least once per month,Urban regions,East,0.0828356271098416,42417,0.08021250645523262,0.08545874776445059
2019,Seldom,Urban regions,West,0.5885350318471337,42417,0.5838518751547839,0.5932181885394836
2019,Seldom,Rural regions,West,0.20382165605095542,42417,0.1999879709237785,0.20765534117813234
2019,Seldom,Rural regions,East,0.1264786169244768,42417,0.12331538218901911,0.12964185165993447
2019,Seldom,Urban regions,East,0.08116469517743403,42417,0.07856580148725854,0.08376358886760953
2019,Never,Urban regions,West,0.6436107854630715,42417,0.6390529354496282,0.6481686354765148
2019,Never,Rural regions,West,0.17936694021101993,42417,0.17571577234094488,0.18301810808109498
2019,Never,Rural regions,East,0.123094958968347,42417,0.11996828560335611,0.12622163233333789
2019,Never,Urban regions,East,0.053927315357561546,42417,0.051777739633581066,0.05607689108154203
2021,Daily,Urban regions,West,0.5041509433962265,27598,0.49825202614600295,0.51004986064645
2021,Daily,Rural regions,West,0.2588679245283019,27598,0.25370014244571737,0.2640357066108864
2021,Daily,Rural regions,East,0.1781132075471698,27598,0.17359910595063632,0.1826273091437033
2021,Daily,Urban regions,East,0.05886792452830188,27598,0.05609088593048665,0.061644963126117114
2021,At least once per week,Urban regions,West,0.5679048597856409,27598,0.5620603949538486,0.5737493246174331
2021,At least once per week,Rural regions,West,0.21215680516811042,27598,0.2073332678414797,0.21698034249474113
2021,At least once per week,Rural regions,East,0.14359124944942006,27598,0.139453903833138,0.14772859506570213
2021,At least once per week,Urban regions,East,0.07634708559682866,27598,0.07321403145207352,0.07948013974158381
2021,At least once per month,Urban regions,West,0.5857263513513513,27598,0.5799145829096224,0.5915381197930802
2021,At least once per month,Rural regions,West,0.19320101351351351,27598,0.18854295823248848,0.19785906879453855
2021,At least once per month,Rural regions,East,0.1311233108108108,27598,0.1271409895504589,0.1351056320711627
2021,At least once per month,Urban regions,East,0.08994932432432433,27598,0.08657373964483202,0.09332490900381664
2021,Seldom,Urban regions,West,0.6203728721967036,27598,0.6146472553099144,0.6260984890834927
2021,Seldom,Rural regions,West,0.19886517157524994,27598,0.19415594661623023,0.20357439653426965
2021,Seldom,Rural regions,East,0.10564712239935152,27598,0.10202051488820868,0.10927372991049436
2021,Seldom,Urban regions,East,0.07511483382869495,27598,0.07200509419600847,0.07822457346138144
2021,Never,Urban regions,West,0.7232289950576606,27598,0.7179504348913863,0.7285075552239348
2021,Never,Rural regions,West,0.1301482701812191,27598,0.12617855743249598,0.13411798292994223
2021,Never,Rural regions,East,0.085667215815486,27598,0.08236521832772818,0.08896921330324382
2021,Never,Urban regions,East,0.060955518945634266,27598,0.058132805025322136,0.0637782328659464
