year,bula_h,pgisced97,pli0081,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.40918,136,313,0.35462,0.46374
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per month,0.25915,82,313,0.21053,0.30777
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.19435,61,313,0.15044,0.23825
1990,Baden-Wuerttemberg,Primary Level,At least once per week,0.37712,91,91,0.27699,0.47726
1990,Baden-Wuerttemberg,Lower Secondary Level,Daily,0.13685,61,483,0.10617,0.16754
1990,Baden-Wuerttemberg,Lower Secondary Level,At least once per week,0.35818,202,483,0.31537,0.40098
1990,Baden-Wuerttemberg,Lower Secondary Level,At least once per month,0.26801,120,483,0.22847,0.30755
1990,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.19829,100,483,0.16270,0.23389
1990,Baden-Wuerttemberg,Upper Secondary Level,Daily,0.08544,75,774,0.06573,0.10514
1990,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.37780,321,774,0.34362,0.41198
1990,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.30661,220,774,0.27411,0.33912
1990,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.21092,158,774,0.18216,0.23968
1990,Baden-Wuerttemberg,First Stage of Tertiary Education,At least once per week,0.44874,42,42,0.29649,0.60098
1990,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per week,0.34249,33,67,0.22800,0.45697
1990,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.32292,34,67,0.21011,0.43574
1990,Bavaria,Lower Secondary Level,At least once per week,0.34359,151,352,0.29391,0.39328
1990,Bavaria,Lower Secondary Level,At least once per month,0.35052,123,352,0.30060,0.40043
1990,Bavaria,Lower Secondary Level,Seldom,0.19200,78,352,0.15079,0.23320
1990,Bavaria,Upper Secondary Level,Daily,0.05613,42,784,0.04001,0.07225
1990,Bavaria,Upper Secondary Level,At least once per week,0.35841,298,784,0.32482,0.39200
1990,Bavaria,Upper Secondary Level,At least once per month,0.29587,246,784,0.26389,0.32784
1990,Bavaria,Upper Secondary Level,Seldom,0.26307,198,784,0.23223,0.29391
1990,Bavaria,Second Stage of Tertiary Education,At least once per week,0.35188,46,129,0.26915,0.43462
1990,Bavaria,Second Stage of Tertiary Education,At least once per month,0.34813,46,129,0.26560,0.43066
1990,Bavaria,Second Stage of Tertiary Education,Seldom,0.24042,37,129,0.16638,0.31445
1990,Berlin,Upper Secondary Level,At least once per week,0.22499,44,90,0.13823,0.31174
1990,Berlin,Upper Secondary Level,At least once per month,0.22530,46,90,0.13850,0.31210
1995,Schleswig-Holstein,Upper Secondary Level,At least once per week,0.41032,62,117,0.32081,0.49984
1995,Schleswig-Holstein,Upper Secondary Level,At least once per month,0.34702,55,117,0.26040,0.43365
1995,Lower Saxony,Lower Secondary Level,At least once per week,0.37175,91,192,0.30322,0.44029
1995,Lower Saxony,Lower Secondary Level,At least once per month,0.28029,63,192,0.21659,0.34399
1995,Lower Saxony,Lower Secondary Level,Seldom,0.19516,38,192,0.13895,0.25137
1995,Lower Saxony,Upper Secondary Level,At least once per week,0.34241,199,480,0.29992,0.38491
1995,Lower Saxony,Upper Secondary Level,At least once per month,0.32494,152,480,0.28300,0.36688
1995,Lower Saxony,Upper Secondary Level,Seldom,0.26403,129,480,0.22456,0.30351
1995,Lower Saxony,Second Stage of Tertiary Education,At least once per week,0.32242,33,65,0.20791,0.43693
1995,Lower Saxony,Second Stage of Tertiary Education,At least once per month,0.35653,32,65,0.23918,0.47388
1995,North Rhine-Westphalia,Primary Level,At least once per week,0.32188,48,48,0.18831,0.45545
1995,North Rhine-Westphalia,Lower Secondary Level,Daily,0.09991,56,512,0.07391,0.12591
1995,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.38074,208,512,0.33864,0.42284
1995,North Rhine-Westphalia,Lower Secondary Level,At least once per month,0.28889,134,512,0.24959,0.32819
1995,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.17705,81,512,0.14395,0.21014
1995,North Rhine-Westphalia,Lower Secondary Level,Never,0.04031,33,512,0.02326,0.05737
1995,North Rhine-Westphalia,Upper Secondary Level,Daily,0.07508,108,1270,0.06058,0.08958
1995,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.39352,531,1270,0.36664,0.42040
1995,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.31061,374,1270,0.28515,0.33607
1995,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.18980,225,1270,0.16823,0.21138
1995,North Rhine-Westphalia,Upper Secondary Level,Never,0.02192,32,1270,0.01386,0.02997
1995,North Rhine-Westphalia,Post-secondary Non-tertiary Level,At least once per week,0.31256,44,84,0.21284,0.41229
1995,North Rhine-Westphalia,Post-secondary Non-tertiary Level,At least once per month,0.39973,40,84,0.29435,0.50511
1995,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per week,0.36449,55,106,0.27243,0.45655
1995,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per month,0.37894,51,106,0.28615,0.47173
1995,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per week,0.34819,91,247,0.28866,0.40773
1995,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per month,0.30331,92,247,0.24586,0.36075
1995,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.26756,64,247,0.21224,0.32288
1995,Hesse,Lower Secondary Level,At least once per week,0.45064,93,189,0.37952,0.52176
1995,Hesse,Lower Secondary Level,At least once per month,0.26347,58,189,0.20050,0.32644
1995,Hesse,Lower Secondary Level,Seldom,0.14195,38,189,0.09206,0.19184
1995,Hesse,Upper Secondary Level,Daily,0.09536,43,420,0.06724,0.12349
1995,Hesse,Upper Secondary Level,At least once per week,0.41158,196,420,0.36446,0.45870
1995,Hesse,Upper Secondary Level,At least once per month,0.24627,95,420,0.20501,0.28752
1995,Hesse,Upper Secondary Level,Seldom,0.21075,86,420,0.17170,0.24980
1995,Hesse,Second Stage of Tertiary Education,At least once per month,0.39695,46,77,0.28695,0.50695
1995,Hesse,Second Stage of Tertiary Education,Seldom,0.27496,31,77,0.17457,0.37534
1995,"Rhineland-Palatinate, Saarland",Lower Secondary Level,At least once per week,0.42440,88,168,0.34943,0.49936
1995,"Rhineland-Palatinate, Saarland",Lower Secondary Level,At least once per month,0.21571,42,168,0.15333,0.27809
1995,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.18480,38,168,0.12593,0.24367
1995,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Daily,0.09886,37,333,0.06675,0.13096
1995,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.39126,143,333,0.33877,0.44376
1995,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per month,0.27045,89,333,0.22267,0.31823
1995,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.18583,64,333,0.14399,0.22767
1995,Baden-Wuerttemberg,Primary Level,At least once per week,0.34799,83,83,0.24489,0.45109
1995,Baden-Wuerttemberg,Lower Secondary Level,Daily,0.13889,61,420,0.10578,0.17201
1995,Baden-Wuerttemberg,Lower Secondary Level,At least once per week,0.39586,194,420,0.34903,0.44268
1995,Baden-Wuerttemberg,Lower Secondary Level,At least once per month,0.25018,97,420,0.20871,0.29165
1995,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.19761,68,420,0.15948,0.23574
1995,Baden-Wuerttemberg,Upper Secondary Level,Daily,0.12274,103,784,0.09975,0.14572
1995,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.35760,306,784,0.32403,0.39117
1995,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.27873,213,784,0.24732,0.31013
1995,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.22281,162,784,0.19366,0.25196
1995,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,At least once per week,0.44084,31,31,0.26317,0.61850
1995,Baden-Wuerttemberg,First Stage of Tertiary Education,At least once per week,0.39129,38,73,0.27856,0.50402
1995,Baden-Wuerttemberg,First Stage of Tertiary Education,At least once per month,0.38328,35,73,0.27098,0.49559
1995,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per week,0.34027,47,124,0.25654,0.42400
1995,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per month,0.39376,45,124,0.30742,0.48011
1995,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.23769,32,124,0.16247,0.31292
1995,Bavaria,Primary Level,At least once per week,0.66611,42,42,0.52175,0.81047
1995,Bavaria,Lower Secondary Level,At least once per week,0.38701,156,318,0.33339,0.44063
1995,Bavaria,Lower Secondary Level,At least once per month,0.26858,95,318,0.21979,0.31737
1995,Bavaria,Lower Secondary Level,Seldom,0.23157,67,318,0.18513,0.27801
1995,Bavaria,Upper Secondary Level,Daily,0.06706,53,837,0.05011,0.08402
1995,Bavaria,Upper Secondary Level,At least once per week,0.37752,344,837,0.34465,0.41038
1995,Bavaria,Upper Secondary Level,At least once per month,0.30737,263,837,0.27609,0.33864
1995,Bavaria,Upper Secondary Level,Seldom,0.22107,177,837,0.19294,0.24920
1995,Bavaria,First Stage of Tertiary Education,At least once per week,0.42210,38,70,0.30556,0.53864
1995,Bavaria,First Stage of Tertiary Education,Seldom,0.29966,32,70,0.19157,0.40775
1995,Bavaria,Second Stage of Tertiary Education,At least once per week,0.30347,55,166,0.23332,0.37362
1995,Bavaria,Second Stage of Tertiary Education,At least once per month,0.31587,56,166,0.24494,0.38680
1995,Bavaria,Second Stage of Tertiary Education,Seldom,0.34580,55,166,0.27323,0.41837
1995,Berlin,Lower Secondary Level,At least once per week,0.48373,37,37,0.32048,0.64698
1995,Berlin,Upper Secondary Level,At least once per week,0.38782,104,223,0.32372,0.45192
1995,Berlin,Upper Secondary Level,At least once per month,0.29427,73,223,0.23433,0.35422
1995,Berlin,Upper Secondary Level,Seldom,0.20647,46,223,0.15322,0.25971
1995,Berlin,Second Stage of Tertiary Education,At least once per week,0.30358,42,136,0.22602,0.38114
1995,Berlin,Second Stage of Tertiary Education,At least once per month,0.31880,55,136,0.24019,0.39741
1995,Berlin,Second Stage of Tertiary Education,Seldom,0.29968,39,136,0.22240,0.37696
1995,Brandenburg,Upper Secondary Level,At least once per week,0.44776,132,271,0.38845,0.50708
1995,Brandenburg,Upper Secondary Level,At least once per month,0.23361,76,271,0.18314,0.28408
1995,Brandenburg,Upper Secondary Level,Seldom,0.19627,63,271,0.14890,0.24365
1995,Brandenburg,Second Stage of Tertiary Education,At least once per week,0.36955,53,107,0.27766,0.46144
1995,Brandenburg,Second Stage of Tertiary Education,At least once per month,0.39808,54,107,0.30489,0.49127
1995,Mecklenburg-Western Pomerania,Upper Secondary Level,At least once per week,0.38257,89,204,0.31571,0.44943
1995,Mecklenburg-Western Pomerania,Upper Secondary Level,At least once per month,0.36468,80,204,0.29846,0.43090
1995,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.14042,35,204,0.09262,0.18821
1995,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,At least once per week,0.39205,35,35,0.22795,0.55616
1995,Saxony,Lower Secondary Level,At least once per week,0.38532,47,80,0.27800,0.49264
1995,Saxony,Lower Secondary Level,At least once per month,0.22054,33,80,0.12911,0.31197
1995,Saxony,Upper Secondary Level,Daily,0.05900,34,611,0.04030,0.07770
1995,Saxony,Upper Secondary Level,At least once per week,0.39813,231,611,0.35929,0.43698
1995,Saxony,Upper Secondary Level,At least once per month,0.33885,226,611,0.30129,0.37641
1995,Saxony,Upper Secondary Level,Seldom,0.17796,120,611,0.14761,0.20831
1995,Saxony,Second Stage of Tertiary Education,At least once per week,0.39003,89,224,0.32602,0.45405
1995,Saxony,Second Stage of Tertiary Education,At least once per month,0.40495,99,224,0.34052,0.46938
1995,Saxony,Second Stage of Tertiary Education,Seldom,0.16915,36,224,0.11995,0.21835
1995,Saxony-Anhalt,Upper Secondary Level,Daily,0.10612,42,372,0.07478,0.13746
1995,Saxony-Anhalt,Upper Secondary Level,At least once per week,0.49709,181,372,0.44622,0.54797
1995,Saxony-Anhalt,Upper Secondary Level,At least once per month,0.24347,92,372,0.19980,0.28714
1995,Saxony-Anhalt,Upper Secondary Level,Seldom,0.13929,57,372,0.10406,0.17452
1995,Saxony-Anhalt,Second Stage of Tertiary Education,At least once per week,0.48669,65,110,0.39286,0.58053
1995,Saxony-Anhalt,Second Stage of Tertiary Education,At least once per month,0.24103,45,110,0.16074,0.32133
1995,Thuringa,Upper Secondary Level,At least once per week,0.46951,175,370,0.41859,0.52043
1995,Thuringa,Upper Secondary Level,At least once per month,0.24809,124,370,0.20402,0.29215
1995,Thuringa,Upper Secondary Level,Seldom,0.18764,71,370,0.14781,0.22748
1995,Thuringa,Second Stage of Tertiary Education,At least once per week,0.36174,45,89,0.26135,0.46214
1995,Thuringa,Second Stage of Tertiary Education,At least once per month,0.37298,44,89,0.27193,0.47402
1998,Schleswig-Holstein,Upper Secondary Level,At least once per week,0.40157,71,167,0.32700,0.47615
1998,Schleswig-Holstein,Upper Secondary Level,At least once per month,0.33042,59,167,0.25887,0.40198
1998,Schleswig-Holstein,Upper Secondary Level,Seldom,0.18839,37,167,0.12891,0.24787
1998,Lower Saxony,Lower Secondary Level,At least once per week,0.36866,89,202,0.30196,0.43536
1998,Lower Saxony,Lower Secondary Level,At least once per month,0.28179,61,202,0.21960,0.34398
1998,Lower Saxony,Lower Secondary Level,Seldom,0.23723,52,202,0.17842,0.29604
1998,Lower Saxony,Upper Secondary Level,Daily,0.06295,40,559,0.04280,0.08310
1998,Lower Saxony,Upper Secondary Level,At least once per week,0.37189,231,559,0.33179,0.41199
1998,Lower Saxony,Upper Secondary Level,At least once per month,0.31018,167,559,0.27180,0.34856
1998,Lower Saxony,Upper Secondary Level,Seldom,0.23416,121,559,0.19902,0.26929
1998,Lower Saxony,Post-secondary Non-tertiary Level,At least once per month,0.46111,31,31,0.28273,0.63949
1998,Lower Saxony,First Stage of Tertiary Education,At least once per week,0.37650,33,33,0.20862,0.54437
1998,Lower Saxony,Second Stage of Tertiary Education,At least once per week,0.35959,46,125,0.27512,0.44405
1998,Lower Saxony,Second Stage of Tertiary Education,At least once per month,0.35901,46,125,0.27458,0.44345
1998,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.23746,33,125,0.16256,0.31235
1998,North Rhine-Westphalia,Pre-primary Level,At least once per week,0.44090,31,31,0.26323,0.61856
1998,North Rhine-Westphalia,Primary Level,At least once per week,0.40870,53,53,0.27508,0.54232
1998,North Rhine-Westphalia,Lower Secondary Level,Daily,0.13524,81,522,0.10587,0.16460
1998,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.46035,247,522,0.41755,0.50315
1998,North Rhine-Westphalia,Lower Secondary Level,At least once per month,0.22537,114,522,0.18950,0.26125
1998,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.15301,80,522,0.12209,0.18392
1998,North Rhine-Westphalia,Upper Secondary Level,Daily,0.09082,132,1312,0.07527,0.10638
1998,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.43093,606,1312,0.40413,0.45774
1998,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.26588,363,1312,0.24197,0.28980
1998,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.17200,211,1312,0.15157,0.19243
1998,North Rhine-Westphalia,Post-secondary Non-tertiary Level,At least once per week,0.47950,68,102,0.38207,0.57693
1998,North Rhine-Westphalia,Post-secondary Non-tertiary Level,At least once per month,0.27737,34,102,0.19006,0.36469
1998,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per week,0.37818,71,125,0.29282,0.46353
1998,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per month,0.34073,54,125,0.25730,0.42415
1998,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per week,0.33881,116,292,0.28443,0.39319
1998,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per month,0.36695,109,292,0.31157,0.42232
1998,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.22106,67,292,0.17338,0.26874
1998,Hesse,Lower Secondary Level,At least once per week,0.39995,83,135,0.31700,0.48289
1998,Hesse,Lower Secondary Level,At least once per month,0.25868,52,135,0.18453,0.33282
1998,Hesse,Upper Secondary Level,Daily,0.06496,33,423,0.04145,0.08848
1998,Hesse,Upper Secondary Level,At least once per week,0.38656,188,423,0.34010,0.43302
1998,Hesse,Upper Secondary Level,At least once per month,0.29378,113,423,0.25032,0.33724
1998,Hesse,Upper Secondary Level,Seldom,0.22182,89,423,0.18218,0.26146
1998,Hesse,Second Stage of Tertiary Education,At least once per week,0.28859,35,112,0.20430,0.37289
1998,Hesse,Second Stage of Tertiary Education,At least once per month,0.31315,40,112,0.22687,0.39943
1998,Hesse,Second Stage of Tertiary Education,Seldom,0.32111,37,112,0.23425,0.40797
1998,"Rhineland-Palatinate, Saarland",Lower Secondary Level,At least once per week,0.44007,96,185,0.36835,0.51180
1998,"Rhineland-Palatinate, Saarland",Lower Secondary Level,At least once per month,0.22997,50,185,0.16916,0.29077
1998,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.20161,39,185,0.14364,0.25958
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Daily,0.09859,37,387,0.06885,0.12833
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.42697,183,387,0.37763,0.47632
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per month,0.25028,94,387,0.20706,0.29349
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.21009,73,387,0.16945,0.25073
1998,Baden-Wuerttemberg,Primary Level,Daily,0.26725,42,101,0.18052,0.35399
1998,Baden-Wuerttemberg,Primary Level,At least once per week,0.43577,59,101,0.33858,0.53295
1998,Baden-Wuerttemberg,Lower Secondary Level,Daily,0.15360,84,434,0.11964,0.18757
1998,Baden-Wuerttemberg,Lower Secondary Level,At least once per week,0.45049,211,434,0.40362,0.49735
1998,Baden-Wuerttemberg,Lower Secondary Level,At least once per month,0.20683,80,434,0.16868,0.24499
1998,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.15508,59,434,0.12098,0.18917
1998,Baden-Wuerttemberg,Upper Secondary Level,Daily,0.11115,107,784,0.08913,0.13317
1998,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.44692,366,784,0.41209,0.48174
1998,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.24842,182,784,0.21816,0.27869
1998,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.17316,129,784,0.14665,0.19966
1998,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,At least once per week,0.49170,36,36,0.32607,0.65732
1998,Baden-Wuerttemberg,First Stage of Tertiary Education,At least once per week,0.48326,47,47,0.33885,0.62767
1998,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per week,0.23019,42,139,0.15995,0.30042
1998,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per month,0.41598,58,139,0.33375,0.49822
1998,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.31400,39,139,0.23656,0.39143
1998,Bavaria,Primary Level,At least once per week,0.51460,31,31,0.33575,0.69345
1998,Bavaria,Lower Secondary Level,Daily,0.07956,32,380,0.05232,0.10681
1998,Bavaria,Lower Secondary Level,At least once per week,0.45825,183,380,0.40808,0.50841
1998,Bavaria,Lower Secondary Level,At least once per month,0.22995,83,380,0.18758,0.27231
1998,Bavaria,Lower Secondary Level,Seldom,0.21641,82,380,0.17495,0.25787
1998,Bavaria,Upper Secondary Level,Daily,0.06799,67,908,0.05161,0.08437
1998,Bavaria,Upper Secondary Level,At least once per week,0.39059,378,908,0.35884,0.42235
1998,Bavaria,Upper Secondary Level,At least once per month,0.27964,260,908,0.25043,0.30885
1998,Bavaria,Upper Secondary Level,Seldom,0.24114,203,908,0.21330,0.26898
1998,Bavaria,First Stage of Tertiary Education,At least once per week,0.31547,38,108,0.22742,0.40353
1998,Bavaria,First Stage of Tertiary Education,At least once per month,0.27972,36,108,0.19467,0.36477
1998,Bavaria,First Stage of Tertiary Education,Seldom,0.31281,34,108,0.22496,0.40066
1998,Bavaria,Second Stage of Tertiary Education,At least once per week,0.34668,67,191,0.27901,0.41435
1998,Bavaria,Second Stage of Tertiary Education,At least once per month,0.27153,61,191,0.20829,0.33477
1998,Bavaria,Second Stage of Tertiary Education,Seldom,0.32714,63,191,0.26042,0.39385
1998,Berlin,Upper Secondary Level,At least once per week,0.35601,83,201,0.28965,0.42237
1998,Berlin,Upper Secondary Level,At least once per month,0.35362,84,201,0.28736,0.41988
1998,Berlin,Upper Secondary Level,Seldom,0.17867,34,201,0.12558,0.23176
1998,Berlin,Second Stage of Tertiary Education,At least once per month,0.39745,67,119,0.30915,0.48574
1998,Berlin,Second Stage of Tertiary Education,Seldom,0.32891,52,119,0.24414,0.41368
1998,Brandenburg,Upper Secondary Level,At least once per week,0.46496,136,292,0.40766,0.52227
1998,Brandenburg,Upper Secondary Level,At least once per month,0.33199,115,292,0.27788,0.38610
1998,Brandenburg,Upper Secondary Level,Seldom,0.10803,41,292,0.07236,0.14369
1998,Brandenburg,Second Stage of Tertiary Education,At least once per week,0.35279,53,117,0.26583,0.43975
1998,Brandenburg,Second Stage of Tertiary Education,At least once per month,0.39353,64,117,0.30462,0.48243
1998,Mecklenburg-Western Pomerania,Upper Secondary Level,At least once per week,0.38069,89,169,0.30726,0.45411
1998,Mecklenburg-Western Pomerania,Upper Secondary Level,At least once per month,0.34955,80,169,0.27744,0.42165
1998,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,At least once per week,0.35278,37,37,0.19669,0.50887
1998,Saxony,Lower Secondary Level,At least once per week,0.35198,40,88,0.25163,0.45234
1998,Saxony,Lower Secondary Level,At least once per month,0.38287,48,88,0.28073,0.48501
1998,Saxony,Upper Secondary Level,Daily,0.05582,37,650,0.03816,0.07348
1998,Saxony,Upper Secondary Level,At least once per week,0.39512,250,650,0.35751,0.43273
1998,Saxony,Upper Secondary Level,At least once per month,0.36003,248,650,0.32310,0.39696
1998,Saxony,Upper Secondary Level,Seldom,0.18167,115,650,0.15200,0.21133
1998,Saxony,Second Stage of Tertiary Education,At least once per week,0.31848,81,233,0.25853,0.37843
1998,Saxony,Second Stage of Tertiary Education,At least once per month,0.44935,117,233,0.38534,0.51336
1998,Saxony,Second Stage of Tertiary Education,Seldom,0.18234,35,233,0.13265,0.23202
1998,Saxony-Anhalt,Lower Secondary Level,At least once per week,0.50155,39,39,0.34257,0.66053
1998,Saxony-Anhalt,Upper Secondary Level,Daily,0.09143,32,350,0.06119,0.12167
1998,Saxony-Anhalt,Upper Secondary Level,At least once per week,0.44307,153,350,0.39095,0.49518
1998,Saxony-Anhalt,Upper Secondary Level,At least once per month,0.31700,117,350,0.26819,0.36582
1998,Saxony-Anhalt,Upper Secondary Level,Seldom,0.12520,48,350,0.09048,0.15992
1998,Saxony-Anhalt,Second Stage of Tertiary Education,At least once per week,0.45176,61,118,0.36158,0.54194
1998,Saxony-Anhalt,Second Stage of Tertiary Education,At least once per month,0.35909,57,118,0.27216,0.44601
1998,Thuringa,Lower Secondary Level,At least once per week,0.40516,31,31,0.22948,0.58083
1998,Thuringa,Upper Secondary Level,Daily,0.11722,52,444,0.08726,0.14718
1998,Thuringa,Upper Secondary Level,At least once per week,0.44850,189,444,0.40219,0.49482
1998,Thuringa,Upper Secondary Level,At least once per month,0.26658,123,444,0.22541,0.30776
1998,Thuringa,Upper Secondary Level,Seldom,0.16769,80,444,0.13290,0.20248
1998,Thuringa,Second Stage of Tertiary Education,At least once per week,0.37379,49,99,0.27800,0.46958
1998,Thuringa,Second Stage of Tertiary Education,At least once per month,0.34965,50,99,0.25524,0.44407
