"hgeqpter","year","quintil","n","percent","lower_confidence","upper_confidence"
"Ja","2001","3","4981","0.803025721287759","0.793130017529559","0.81292142504596"
"Ja","2001","4","3826","0.833332183731817","0.822548395855898","0.844115971607735"
"Ja","2001","5","2559","0.90116305212908","0.890177221202218","0.912148883055941"
"Nein","2001","1","2462","0.345065666358444","0.334038113354644","0.356093219362245"
"Nein","2001","2","2102","0.265552328166472","0.255570854699922","0.275533801633021"
"Nein","2001","3","1224","0.196974278712241","0.187078574954041","0.206869982470441"
"Nein","2001","4","762","0.166667816268183","0.155884028392265","0.177451604144102"
"Nein","2001","5","276","0.0988369478709203","0.0878511169440588","0.109822778797782"
"Ja","2002","1","3925","0.670550249656526","0.658705754507005","0.682394744806047"
"Ja","2002","2","4754","0.744692651856768","0.734072067904702","0.755313235808834"
"Ja","2002","3","4677","0.799318745864346","0.789079130389207","0.809558361339484"
"Ja","2002","4","4842","0.836706869104496","0.827147058063303","0.846266680145689"
"Ja","2002","5","4965","0.890874775361276","0.882558629125195","0.899190921597357"
"Nein","2002","1","2124","0.329449750343474","0.317605255193953","0.341294245492995"
"Nein","2002","2","1721","0.255307348143232","0.244686764191166","0.265927932095298"
"Nein","2002","3","1200","0.200681254135654","0.190441638660516","0.210920869610793"
"Nein","2002","4","901","0.163293130895504","0.153733319854311","0.172852941936697"
"Nein","2002","5","435","0.109125224638724","0.100809078402643","0.117441370874805"
"Ja","2003","1","3588","0.654298897079307","0.641824663759855","0.666773130398759"
"Ja","2003","2","4438","0.74542180834073","0.73441570350672","0.75642791317474"
"Ja","2003","3","4802","0.800776072154721","0.790685583178098","0.810866561131343"
"Ja","2003","4","4850","0.842503165199114","0.833073056781154","0.851933273617073"
"Ja","2003","5","4526","0.911334026898114","0.903335592625525","0.919332461170703"
"Nein","2003","1","1996","0.345701102920693","0.333226869601241","0.358175336240145"
"Nein","2003","2","1580","0.25457819165927","0.24357208682526","0.26558429649328"
"Nein","2003","3","1217","0.199223927845279","0.189133438868657","0.209314416821902"
"Nein","2003","4","882","0.157496834800886","0.148066726382927","0.166926943218846"
"Nein","2003","5","326","0.0886659731018861","0.0806675388292969","0.0966644073744753"
"Ja","2004","1","3565","0.669535076706928","0.656975249948115","0.682094903465741"
"Ja","2004","2","4355","0.764323705203137","0.753406632795353","0.775240777610921"
"Ja","2004","3","4560","0.797149299223185","0.786760065476383","0.807538532969988"
"Ja","2004","4","4753","0.826852696508671","0.816926677222439","0.836778715794903"
"Ja","2004","5","4468","0.925898139376318","0.918488046788879","0.933308231963758"
"Nein","2004","1","1823","0.330464923293072","0.317905096534259","0.343024750051885"
"Nein","2004","2","1451","0.235676294796863","0.224759222389079","0.246593367204647"
"Nein","2004","3","1195","0.202850700776814","0.192461467030012","0.213239934523617"
"Nein","2004","4","829","0.173147303491329","0.163221284205097","0.183073322777561"
"Nein","2004","5","332","0.0741018606236818","0.0666917680362421","0.0815119532111216"
"Ja","2005","1","3517","0.656663893295959","0.643963045934641","0.669364740657278"
"Ja","2005","2","4236","0.785523625894497","0.77466806714522","0.796379184643774"
"Ja","2005","3","4481","0.823400934500519","0.813348668965063","0.833453200035976"
"Ja","2005","4","4706","0.852763779323865","0.84335547426902","0.862172084378711"
"Ja","2005","5","4492","0.915885665421978","0.908058037686509","0.923713293157447"
"Nein","2005","1","1852","0.343336106704041","0.330635259342722","0.356036954065359"
"Nein","2005","2","1256","0.214476374105503","0.203620815356226","0.22533193285478"
"Nein","2005","3","1047","0.176599065499481","0.166546799964024","0.186651331034938"
"Nein","2005","4","743","0.147236220676134","0.137827915621289","0.15664452573098"
"Nein","2005","5","338","0.084114334578022","0.0762867068425528","0.0919419623134912"
"Ja","2006","1","3795","0.671281808385142","0.659089139129135","0.683474477641149"
"Ja","2006","2","4582","0.785284207480261","0.774822416554851","0.795745998405671"
"Ja","2006","3","4796","0.820627776470114","0.810846285623315","0.830409267316914"
"Ja","2006","4","5284","0.862556976462284","0.853885869360658","0.87122808356391"
"Ja","2006","5","4714","0.90900181946805","0.901067911679534","0.916935727256566"
"Nein","2006","1","1907","0.328718191614858","0.316525522358851","0.340910860870865"
"Nein","2006","2","1336","0.214715792519739","0.204254001594329","0.225177583445149"
"Nein","2006","3","1114","0.179372223529886","0.169590732683086","0.189153714376685"
"Nein","2006","4","773","0.137443023537716","0.12877191643609","0.146114130639343"
"Nein","2006","5","334","0.0909981805319499","0.083064272743434","0.0989320883204657"
"Ja","2007","1","3396","0.714673139474343","0.702004827614985","0.727341451333701"
"Ja","2007","2","4112","0.766980724068898","0.755710348442428","0.778251099695368"
"Ja","2007","3","4600","0.835671232322329","0.825967226152365","0.845375238492293"
"Ja","2007","4","5004","0.865665493556354","0.85683746264129","0.874493524471418"
"Ja","2007","5","4644","0.917006572021457","0.90933147226144","0.924681671781474"
"Nein","2007","1","1485","0.285326860525657","0.272658548666299","0.297995172385015"
"Nein","2007","2","1293","0.233019275931102","0.221748900304632","0.244289651557572"
"Nein","2007","3","1002","0.164328767677671","0.154624761507707","0.174032773847635"
"Nein","2007","4","728","0.134334506443646","0.125506475528582","0.14316253735871"
"Nein","2007","5","319","0.082993427978543","0.0753183282185259","0.0906685277385601"
"Ja","2008","1","2936","0.696878537214646","0.683099536562234","0.710657537867057"
"Ja","2008","2","3607","0.784239617975484","0.772444374384363","0.796034861566606"
"Ja","2008","3","4469","0.84372253028985","0.834032154289017","0.853412906290683"
"Ja","2008","4","4817","0.857568595942309","0.848372210252479","0.86676498163214"
"Ja","2008","5","4648","0.929124710691243","0.921989644271636","0.93625977711085"
"Nein","2008","1","1338","0.303121462785354","0.289342462132943","0.316900463437766"
"Nein","2008","2","1065","0.215760382024516","0.203965138433394","0.227555625615637"
"Nein","2008","3","925","0.15627746971015","0.146587093709317","0.165967845710983"
"Nein","2008","4","731","0.142431404057691","0.13323501836786","0.151627789747521"
"Nein","2008","5","321","0.0708752893087573","0.0637402228891504","0.0780103557283643"
"Ja","2009","1","2587","0.697887051411056","0.683237498079576","0.712536604742535"
"Ja","2009","2","3312","0.792435094769756","0.780313139517782","0.804557050021729"
"Ja","2009","3","3980","0.830704705724196","0.82017657891632","0.841232832532072"
"Ja","2009","4","4650","0.873603426308297","0.864695873025706","0.882510979590887"
"Ja","2009","5","4564","0.916642548730659","0.908907616038272","0.924377481423046"
"Nein","2009","1","1187","0.302112948588944","0.287463395257465","0.316762501920424"
"Nein","2009","2","988","0.207564905230244","0.195442949978271","0.219686860482218"
"Nein","2009","3","894","0.169295294275804","0.158767167467928","0.179823421083679"
"Nein","2009","4","696","0.126396573691703","0.117489020409113","0.135304126974294"
"Nein","2009","5","342","0.0833574512693411","0.0756225185769537","0.0910923839617285"
"Ja","2010","1","5780","0.68527880762248","0.675182725180892","0.695374890064069"
"Ja","2010","2","6519","0.759468342372747","0.750305338555878","0.768631346189616"
"Ja","2010","3","6078","0.841364114775595","0.832935962710047","0.849792266841144"
"Ja","2010","4","6424","0.870596454964585","0.86289685440857","0.878296055520601"
"Ja","2010","5","6027","0.925418039356122","0.919004632097261","0.931831446614984"
"Nein","2010","1","2348","0.31472119237752","0.304625109935931","0.324817274819108"
"Nein","2010","2","1839","0.240531657627253","0.231368653810384","0.249694661444122"
"Nein","2010","3","1140","0.158635885224405","0.150207733158856","0.167064037289954"
"Nein","2010","4","876","0.129403545035415","0.121703944479399","0.13710314559143"
"Nein","2010","5","419","0.0745819606438776","0.0681685533850163","0.080995367902739"
"Ja","2011","1","6227","0.704851713527634","0.695199000409204","0.714504426646065"
"Ja","2011","2","7397","0.792555854283466","0.784299896305374","0.800811812261557"
"Ja","2011","3","7375","0.844201494266828","0.836600021939313","0.851802966594343"
"Ja","2011","4","8188","0.873691719650519","0.866938019453258","0.88044541984778"
"Ja","2011","5","7538","0.918628543296978","0.912679644202237","0.924577442391719"
"Nein","2011","1","2350","0.295148286472366","0.285495573353935","0.304800999590796"
"Nein","2011","2","1869","0.207444145716534","0.199188187738443","0.215700103694626"
"Nein","2011","3","1369","0.155798505733172","0.148197033405657","0.163399978060687"
"Nein","2011","4","1106","0.126308280349481","0.11955458015222","0.133061980546742"
"Nein","2011","5","576","0.0813714567030217","0.0754225576082806","0.0873203557977628"
"Ja","2012","1","5216","0.717246293440829","0.706798404384298","0.72769418249736"
"Ja","2012","2","6983","0.798606157570239","0.790115882425381","0.807096432715097"
"Ja","2012","3","7378","0.843554000728056","0.83598198493199","0.851126016524122"
"Ja","2012","4","8168","0.871943142926521","0.865159146077971","0.878727139775071"
"Ja","2012","5","7905","0.91542373334131","0.909520266733973","0.921327199948648"
"Nein","2012","1","1921","0.282753706559171","0.27230581750264","0.293201595615702"
"Nein","2012","2","1588","0.201393842429761","0.192903567284903","0.209884117574619"
"Nein","2012","3","1464","0.156445999271944","0.148873983475878","0.16401801506801"
"Nein","2012","4","1152","0.128056857073479","0.121272860224929","0.134840853922029"
"Nein","2012","5","629","0.0845762666586896","0.0786728000513519","0.0904797332660273"
"Ja","2013","1","6504","0.702481015288498","0.69291897123933","0.712043059337666"
"Ja","2013","2","7678","0.786755296880863","0.778569855690751","0.794940738070975"
"Ja","2013","3","7945","0.840673398040601","0.833253584321506","0.848093211759696"
"Ja","2013","4","9245","0.873107119627969","0.866758056359765","0.879456182896173"
"Ja","2013","5","8643","0.917837632588019","0.912274369874601","0.923400895301437"
"Nein","2013","1","2277","0.297518984711502","0.287956940662334","0.30708102876067"
"Nein","2013","2","1941","0.213244703119137","0.205059261929025","0.221430144309249"
"Nein","2013","3","1401","0.159326601959399","0.151906788240304","0.166746415678494"
"Nein","2013","4","1313","0.126892880372031","0.120543817103827","0.133241943640235"
"Nein","2013","5","717","0.0821623674119809","0.0765991046985628","0.0877256301253991"
"Ja","2014","1","4816","0.708061639030791","0.69704184345671","0.719081434604872"
"Ja","2014","2","6226","0.772022833554865","0.76273932022245","0.78130634688728"
"Ja","2014","3","6918","0.828870339248104","0.820738469208146","0.837002209288063"
"Ja","2014","4","8453","0.873777931080859","0.86714744535336","0.880408416808359"
"Ja","2014","5","8523","0.916116438094249","0.910464740986824","0.921768135201674"
"Nein","2014","1","1723","0.291938360969209","0.280918565395128","0.30295815654329"
"Nein","2014","2","1619","0.227977166445135","0.21869365311272","0.23726067977755"
"Nein","2014","3","1322","0.171129660751896","0.162997790711937","0.179261530791854"
"Nein","2014","4","1184","0.126222068919141","0.119591583191641","0.13285255464664"
"Nein","2014","5","719","0.0838835619057506","0.0782318647983255","0.0895352590131756"
"Ja","2015","1","4683","0.68628842457716","0.675062671177719","0.6975141779766"
"Ja","2015","2","5670","0.789035316957882","0.779621777903054","0.79844885601271"
"Ja","2015","3","6587","0.834031045876501","0.825864949286879","0.842197142466122"
"Ja","2015","4","8258","0.865971377841247","0.859137174106104","0.87280558157639"
"Ja","2015","5","8926","0.912664753722432","0.907057902573027","0.918271604871837"
"Nein","2015","1","1880","0.31371157542284","0.3024858220234","0.324937328822281"
"Nein","2015","2","1546","0.210964683042118","0.20155114398729","0.220378222096946"
"Nein","2015","3","1387","0.165968954123499","0.157802857533878","0.17413505071312"
"Nein","2015","4","1288","0.134028622158753","0.12719441842361","0.140862825893896"
"Nein","2015","5","814","0.0873352462775678","0.0817283951281629","0.0929420974269727"
"Ja","2016","1","7969","0.650599984032905","0.642378782044987","0.658821186020822"
"Ja","2016","2","5140","0.797681257132212","0.787879588610491","0.807482925653934"
"Ja","2016","3","5637","0.817421827358655","0.808290630617134","0.826553024100176"
"Ja","2016","4","8135","0.883363943361713","0.876830769596456","0.889897117126969"
"Ja","2016","5","8735","0.909706219134622","0.903957195012347","0.915455243256897"
"Nein","2016","1","4951","0.349400015967095","0.341178813979178","0.357621217955013"
"Nein","2016","2","1313","0.202318742867788","0.192517074346066","0.212120411389509"
"Nein","2016","3","1239","0.182578172641345","0.173446975899824","0.191709369382866"
"Nein","2016","4","1138","0.116636056638287","0.110102882873031","0.123169230403544"
"Nein","2016","5","812","0.0902937808653781","0.0845447567431034","0.0960428049876528"
"Ja","2017","1","8760","0.667801969602982","0.660056190033501","0.675547749172463"
"Ja","2017","2","5073","0.774254947722067","0.764128785732602","0.784381109711532"
"Ja","2017","3","5961","0.803629433139091","0.794554450637273","0.812704415640909"
"Ja","2017","4","8821","0.872669370561827","0.866193986804524","0.879144754319129"
"Ja","2017","5","10843","0.910240998182757","0.90509391602791","0.915388080337605"
"Nein","2017","1","5444","0.332198030397018","0.324452250827537","0.339943809966499"
"Nein","2017","2","1475","0.225745052277933","0.215618890288468","0.235871214267398"
"Nein","2017","3","1400","0.196370566860909","0.187295584359091","0.205445549362727"
"Nein","2017","4","1359","0.127330629438173","0.120855245680871","0.133806013195476"
"Nein","2017","5","1004","0.0897590018172425","0.0846119196623946","0.0949060839720904"
"Ja","2018","1","7500","0.662660285330382","0.654104137231952","0.671216433428812"
"Ja","2018","2","4552","0.767365662825985","0.756869839711485","0.777861485940486"
"Ja","2018","3","5831","0.82983343144573","0.821069760305075","0.838597102586385"
"Ja","2018","4","8902","0.864266730777792","0.857671419984056","0.870862041571527"
"Ja","2018","5","11038","0.913297909026909","0.908279643722649","0.91831617433117"
"Nein","2018","1","4230","0.337339714669618","0.328783566571188","0.345895862768047"
"Nein","2018","2","1673","0.232634337174015","0.222138514059514","0.243130160288515"
"Nein","2018","3","1232","0.17016656855427","0.161402897413615","0.178930239694925"
"Nein","2018","4","1458","0.135733269222208","0.129137958428473","0.142328580015943"
"Nein","2018","5","1041","0.0867020909730907","0.08168382566883","0.0917203562773514"
"Ja","2019","1","6057","0.658909804629704","0.649396218168215","0.668423391091193"
"Ja","2019","2","3880","0.776015347779857","0.764851046352608","0.787179649207106"
"Ja","2019","3","4594","0.8315387655592","0.821715881718706","0.841361649399695"
"Ja","2019","4","7404","0.861068677086833","0.853794109807654","0.868343244366012"
"Ja","2019","5","10137","0.915453071855801","0.910273589189093","0.920632554522508"
"Nein","2019","1","3482","0.341090195370296","0.331576608908807","0.350603781831785"
"Nein","2019","2","1477","0.223984652220143","0.212820350792893","0.235148953647392"
"Nein","2019","3","983","0.168461234440799","0.158638350600305","0.178284118281294"
"Nein","2019","4","1280","0.138931322913167","0.131656755633988","0.146205890192346"
"Nein","2019","5","946","0.0845469281441992","0.0793674454774914","0.089726410810907"
"Ja","2020","1","6186","0.661475759207782","0.652082903814115","0.670868614601449"
"Ja","2020","2","5199","0.782873412195595","0.773445938122022","0.792300886269169"
"Ja","2020","3","5073","0.797688456898491","0.7879103771942","0.807466536602781"
"Ja","2020","4","8723","0.865808307085099","0.859300071110965","0.872316543059233"
"Ja","2020","5","14190","0.902243505359922","0.897606998583207","0.906880012136638"
"Nein","2020","1","3564","0.338524240792218","0.329131385398551","0.347917096185885"
"Nein","2020","2","2148","0.217126587804405","0.207699113730831","0.226554061877978"
"Nein","2020","3","1411","0.202311543101509","0.192533463397219","0.2120896228058"
"Nein","2020","4","1814","0.134191692914901","0.127683456940767","0.140699928889035"
"Nein","2020","5","1571","0.0977564946400775","0.0931199878633618","0.102393001416793"
