,Unnamed: 0,year,quintil_oecd_hh,sampreg,hgeqpter,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
123,123,1994,2nd Quintile,West,No,0.32675,304,6263,0.29982,0.36064
124,124,1994,2nd Quintile,East,Yes,0.434,242,6263,0.40394,0.46197
125,125,1994,2nd Quintile,East,No,0.566,301,6263,0.52875,0.60208
126,126,1994,3rd Quintile,West,Yes,0.73992,649,6263,0.70776,0.77658
127,127,1994,3rd Quintile,West,No,0.26008,284,6263,0.23596,0.28717
128,128,1994,3rd Quintile,East,Yes,0.43462,183,6263,0.40118,0.47173
129,129,1994,3rd Quintile,East,No,0.56538,204,6263,0.52223,0.61028
130,130,1994,4th Quintile,West,Yes,0.75806,717,6263,0.72839,0.79481
131,131,1994,4th Quintile,West,No,0.24194,275,6263,0.21896,0.26255
132,132,1994,4th Quintile,East,Yes,0.51785,120,6263,0.46725,0.56506
133,133,1994,4th Quintile,East,No,0.48215,102,6263,0.43285,0.53215
134,134,1994,5th Quintile,West,Yes,0.84409,824,6263,0.81108,0.87964
135,135,1994,5th Quintile,West,No,0.15591,158,6263,0.13621,0.17245
136,136,1994,5th Quintile,East,Yes,0.64196,72,6263,0.57235,0.71633
137,137,1994,5th Quintile,East,No,0.35804,38,6263,0.27752,0.4644
138,138,1995,1st Quintile,West,Yes,0.55333,489,6443,0.51341,0.59593
139,139,1995,1st Quintile,West,No,0.44667,416,6443,0.4154,0.49181
140,140,1995,1st Quintile,East,Yes,0.39796,167,6443,0.36625,0.43577
141,141,1995,1st Quintile,East,No,0.60204,259,6443,0.56364,0.64339
142,142,1995,2nd Quintile,West,Yes,0.70076,590,6443,0.65661,0.74017
143,143,1995,2nd Quintile,West,No,0.29924,323,6443,0.26767,0.33175
144,144,1995,2nd Quintile,East,Yes,0.41932,219,6443,0.38961,0.44963
145,145,1995,2nd Quintile,East,No,0.58068,291,6443,0.54233,0.62233
146,146,1995,3rd Quintile,West,Yes,0.73574,677,6443,0.68608,0.77553
147,147,1995,3rd Quintile,West,No,0.26426,284,6443,0.2389,0.29243
148,148,1995,3rd Quintile,East,Yes,0.48998,202,6443,0.44523,0.52729
149,149,1995,3rd Quintile,East,No,0.51002,190,6443,0.46841,0.55441
150,150,1995,4th Quintile,West,Yes,0.79554,730,6443,0.75594,0.83649
151,151,1995,4th Quintile,West,No,0.20446,231,6443,0.1836,0.22491
152,152,1995,4th Quintile,East,Yes,0.55597,153,6443,0.50433,0.61684
153,153,1995,4th Quintile,East,No,0.44403,117,6443,0.3991,0.49232
154,154,1995,5th Quintile,West,Yes,0.84944,829,6443,0.80876,0.8844
155,155,1995,5th Quintile,West,No,0.15056,152,6443,0.1351,0.16625
156,156,1995,5th Quintile,East,Yes,0.59479,79,6443,0.53338,0.66219
157,157,1995,5th Quintile,East,No,0.40521,45,6443,0.31936,0.49273
158,158,1996,1st Quintile,West,Yes,0.60459,506,6380,0.55574,0.64283
159,159,1996,1st Quintile,West,No,0.39541,398,6380,0.36315,0.428
160,160,1996,1st Quintile,East,Yes,0.42943,176,6380,0.3931,0.46622
161,161,1996,1st Quintile,East,No,0.57057,229,6380,0.52556,0.60536
162,162,1996,2nd Quintile,West,Yes,0.69569,598,6380,0.65365,0.73664
163,163,1996,2nd Quintile,West,No,0.30431,319,6380,0.27232,0.33309
164,164,1996,2nd Quintile,East,Yes,0.44263,226,6380,0.41379,0.47559
165,165,1996,2nd Quintile,East,No,0.55737,259,6380,0.52498,0.6012
166,166,1996,3rd Quintile,West,Yes,0.77072,681,6380,0.7332,0.81423
167,167,1996,3rd Quintile,West,No,0.22928,236,6380,0.20709,0.2552
168,168,1996,3rd Quintile,East,Yes,0.49024,216,6380,0.45547,0.52036
169,169,1996,3rd Quintile,East,No,0.50976,207,6380,0.47105,0.54645
170,170,1996,4th Quintile,West,Yes,0.76813,744,6380,0.73543,0.80857
171,171,1996,4th Quintile,West,No,0.23187,245,6380,0.21131,0.25507
172,172,1996,4th Quintile,East,Yes,0.52482,137,6380,0.47234,0.57435
173,173,1996,4th Quintile,East,No,0.47518,127,6380,0.42061,0.53239
174,174,1996,5th Quintile,West,Yes,0.85037,789,6380,0.81773,0.89178
175,175,1996,5th Quintile,West,No,0.14963,133,6380,0.13343,0.16611
176,176,1996,5th Quintile,East,Yes,0.66737,109,6380,0.5975,0.73149
177,177,1996,5th Quintile,East,No,0.33263,45,6380,0.26645,0.4249
178,178,1997,1st Quintile,West,Yes,0.61045,494,6297,0.56891,0.65367
179,179,1997,1st Quintile,West,No,0.38955,364,6297,0.35102,0.43329
180,180,1997,1st Quintile,East,Yes,0.41781,171,6297,0.38053,0.4504
181,181,1997,1st Quintile,East,No,0.58219,230,6297,0.54185,0.62002
182,182,1997,2nd Quintile,West,Yes,0.71711,607,6297,0.66913,0.76187
183,183,1997,2nd Quintile,West,No,0.28289,295,6297,0.25318,0.31441
184,184,1997,2nd Quintile,East,Yes,0.46281,236,6297,0.43431,0.49569
185,185,1997,2nd Quintile,East,No,0.53719,255,6297,0.49986,0.56915
186,186,1997,3rd Quintile,West,Yes,0.78245,676,6297,0.74044,0.82253
187,187,1997,3rd Quintile,West,No,0.21755,238,6297,0.19553,0.24158
188,188,1997,3rd Quintile,East,Yes,0.51551,211,6297,0.48065,0.5577
189,189,1997,3rd Quintile,East,No,0.48449,173,6297,0.43662,0.53031
190,190,1997,4th Quintile,West,Yes,0.7722,736,6297,0.73572,0.80412
191,191,1997,4th Quintile,West,No,0.2278,221,6297,0.20132,0.25166
192,192,1997,4th Quintile,East,Yes,0.52722,155,6297,0.48252,0.57534
193,193,1997,4th Quintile,East,No,0.47278,139,6297,0.42514,0.52333
194,194,1997,5th Quintile,West,Yes,0.86068,813,6297,0.82642,0.89889
195,195,1997,5th Quintile,West,No,0.13932,135,6297,0.12263,0.15768
196,196,1997,5th Quintile,East,Yes,0.67284,102,6297,0.5847,0.78105
197,197,1997,5th Quintile,East,No,0.32716,46,6297,0.26628,0.38281
198,198,1998,1st Quintile,West,Yes,0.59977,627,7358,0.57006,0.62575
199,199,1998,1st Quintile,West,No,0.40023,421,7358,0.37362,0.42824
200,200,1998,1st Quintile,East,Yes,0.46979,207,7358,0.43329,0.51098
201,201,1998,1st Quintile,East,No,0.53021,226,7358,0.48764,0.57052
202,202,1998,2nd Quintile,West,Yes,0.71357,747,7358,0.67862,0.75055
203,203,1998,2nd Quintile,West,No,0.28643,335,7358,0.25989,0.30568
204,204,1998,2nd Quintile,East,Yes,0.47564,253,7358,0.44178,0.51382
205,205,1998,2nd Quintile,East,No,0.52436,249,7358,0.48762,0.5661
206,206,1998,3rd Quintile,West,Yes,0.77843,785,7358,0.74621,0.81719
207,207,1998,3rd Quintile,West,No,0.22157,251,7358,0.2028,0.23941
208,208,1998,3rd Quintile,East,Yes,0.50898,257,7358,0.47582,0.55093
209,209,1998,3rd Quintile,East,No,0.49102,220,7358,0.44775,0.52613
210,210,1998,4th Quintile,West,Yes,0.79924,891,7358,0.76389,0.83223
211,211,1998,4th Quintile,West,No,0.20076,234,7358,0.1831,0.21752
212,212,1998,4th Quintile,East,Yes,0.54431,193,7358,0.50296,0.58594
213,213,1998,4th Quintile,East,No,0.45569,150,7358,0.41146,0.50222
214,214,1998,5th Quintile,West,Yes,0.88232,1002,7358,0.84953,0.91619
215,215,1998,5th Quintile,West,No,0.11768,132,7358,0.10453,0.13141
216,216,1998,5th Quintile,East,Yes,0.70926,121,7358,0.62108,0.82552
217,217,1998,5th Quintile,East,No,0.29074,57,7358,0.24366,0.3377
218,218,1999,1st Quintile,West,Yes,0.60413,587,7057,0.56477,0.63845
219,219,1999,1st Quintile,West,No,0.39587,395,7057,0.36209,0.42436
220,220,1999,1st Quintile,East,Yes,0.49792,242,7057,0.46048,0.54129
221,221,1999,1st Quintile,East,No,0.50208,229,7057,0.45946,0.54896
222,222,1999,2nd Quintile,West,Yes,0.72679,704,7057,0.6857,0.76372
223,223,1999,2nd Quintile,West,No,0.27321,288,7057,0.24844,0.29773
224,224,1999,2nd Quintile,East,Yes,0.48261,262,7057,0.44521,0.52113
225,225,1999,2nd Quintile,East,No,0.51739,257,7057,0.48302,0.55668
226,226,1999,3rd Quintile,West,Yes,0.8065,811,7057,0.7631,0.8467
227,227,1999,3rd Quintile,West,No,0.1935,220,7057,0.17527,0.21742
228,228,1999,3rd Quintile,East,Yes,0.50616,241,7057,0.46826,0.54541
229,229,1999,3rd Quintile,East,No,0.49384,218,7057,0.45416,0.53732
230,230,1999,4th Quintile,West,Yes,0.79882,860,7057,0.77001,0.83496
231,231,1999,4th Quintile,West,No,0.20118,223,7057,0.18468,0.21872
232,232,1999,4th Quintile,East,Yes,0.60564,179,7057,0.54669,0.66535
233,233,1999,4th Quintile,East,No,0.39436,113,7057,0.34827,0.44508
234,234,1999,5th Quintile,West,Yes,0.86871,943,7057,0.82891,0.90272
235,235,1999,5th Quintile,West,No,0.13129,133,7057,0.11662,0.14934
236,236,1999,5th Quintile,East,Yes,0.75968,112,7057,0.6604,0.88529
237,237,1999,5th Quintile,East,No,0.24032,40,7057,0.20123,0.28221
238,238,2000,1st Quintile,West,Yes,0.61885,1094,12774,0.60013,0.63834
239,239,2000,1st Quintile,West,No,0.38115,679,12774,0.3633,0.39665
240,240,2000,1st Quintile,East,Yes,0.44382,328,12774,0.42019,0.46565
241,241,2000,1st Quintile,East,No,0.55618,388,12774,0.52639,0.58629
242,242,2000,2nd Quintile,West,Yes,0.70897,1299,12774,0.68267,0.73206
243,243,2000,2nd Quintile,West,No,0.29103,531,12774,0.27779,0.30633
244,244,2000,2nd Quintile,East,Yes,0.49944,428,12774,0.47787,0.52777
245,245,2000,2nd Quintile,East,No,0.50056,414,12774,0.4746,0.52148
246,246,2000,3rd Quintile,West,Yes,0.76679,1508,12774,0.74075,0.78543
247,247,2000,3rd Quintile,West,No,0.23321,397,12774,0.22092,0.24751
248,248,2000,3rd Quintile,East,Yes,0.50871,403,12774,0.48538,0.53806
249,249,2000,3rd Quintile,East,No,0.49129,337,12774,0.46693,0.51811
250,250,2000,4th Quintile,West,Yes,0.82534,1745,12774,0.80557,0.84791
251,251,2000,4th Quintile,West,No,0.17466,352,12774,0.16531,0.18341
252,252,2000,4th Quintile,East,Yes,0.57235,272,12774,0.54103,0.60819
253,253,2000,4th Quintile,East,No,0.42765,187,12774,0.39611,0.45689
254,254,2000,5th Quintile,West,Yes,0.89809,1953,12774,0.87665,0.92071
255,255,2000,5th Quintile,West,No,0.10191,201,12774,0.09382,0.10937
256,256,2000,5th Quintile,East,Yes,0.73821,186,12774,0.66159,0.80756
257,257,2000,5th Quintile,East,No,0.26179,72,12774,0.2303,0.29125
258,258,2001,1st Quintile,West,Yes,0.61163,923,11491,0.58496,0.63516
259,259,2001,1st Quintile,West,No,0.38837,569,11491,0.36795,0.40623
260,260,2001,1st Quintile,East,Yes,0.44256,301,11491,0.41736,0.47448
261,261,2001,1st Quintile,East,No,0.55744,362,11491,0.53082,0.5879
262,262,2001,2nd Quintile,West,Yes,0.72297,1213,11491,0.7012,0.74935
263,263,2001,2nd Quintile,West,No,0.27703,445,11491,0.26022,0.29276
264,264,2001,2nd Quintile,East,Yes,0.51193,403,11491,0.48689,0.53816
265,265,2001,2nd Quintile,East,No,0.48807,362,11491,0.45943,0.51472
266,266,2001,3rd Quintile,West,Yes,0.79551,1404,11491,0.77125,0.81656
267,267,2001,3rd Quintile,West,No,0.20449,345,11491,0.19139,0.21688
268,268,2001,3rd Quintile,East,Yes,0.54617,379,11491,0.51298,0.57652
269,269,2001,3rd Quintile,East,No,0.45383,289,11491,0.42843,0.48205
270,270,2001,4th Quintile,West,Yes,0.83846,1609,11491,0.81263,0.86663
271,271,2001,4th Quintile,West,No,0.16154,288,11491,0.15168,0.17287
272,272,2001,4th Quintile,East,Yes,0.58385,268,11491,0.53892,0.62807
273,273,2001,4th Quintile,East,No,0.41615,181,11491,0.38093,0.45647
274,274,2001,5th Quintile,West,Yes,0.89091,1733,11491,0.86914,0.91218
275,275,2001,5th Quintile,West,No,0.10909,183,11491,0.10112,0.11919
276,276,2001,5th Quintile,East,Yes,0.67873,163,11491,0.61084,0.74988
277,277,2001,5th Quintile,East,No,0.32127,71,11491,0.2836,0.35678
278,278,2002,1st Quintile,West,Yes,0.62295,853,11962,0.59763,0.6418
279,279,2002,1st Quintile,West,No,0.37705,528,11962,0.3573,0.39722
280,280,2002,1st Quintile,East,Yes,0.44781,290,11962,0.4124,0.47533
281,281,2002,1st Quintile,East,No,0.55219,345,11962,0.511,0.58747
282,282,2002,2nd Quintile,West,Yes,0.73637,1106,11962,0.70935,0.76262
283,283,2002,2nd Quintile,West,No,0.26363,390,11962,0.24666,0.27698
284,284,2002,2nd Quintile,East,Yes,0.5362,379,11962,0.50486,0.56983
285,285,2002,2nd Quintile,East,No,0.4638,311,11962,0.43737,0.49351
286,286,2002,3rd Quintile,West,Yes,0.80431,1332,11962,0.7806,0.82934
287,287,2002,3rd Quintile,West,No,0.19569,310,11962,0.18277,0.2063
288,288,2002,3rd Quintile,East,Yes,0.58118,342,11962,0.53974,0.62088
289,289,2002,3rd Quintile,East,No,0.41882,253,11962,0.38757,0.45117
290,290,2002,4th Quintile,West,Yes,0.83154,1558,11962,0.80779,0.85957
291,291,2002,4th Quintile,West,No,0.16846,277,11962,0.15663,0.18289
292,292,2002,4th Quintile,East,Yes,0.54888,292,11962,0.50178,0.58839
293,293,2002,4th Quintile,East,No,0.45112,202,11962,0.41382,0.48409
294,294,2002,5th Quintile,West,Yes,0.89136,2606,11962,0.86264,0.91957
295,295,2002,5th Quintile,West,No,0.10864,241,11962,0.09635,0.12084
296,296,2002,5th Quintile,East,Yes,0.67657,261,11962,0.60525,0.75478
297,297,2002,5th Quintile,East,No,0.32343,86,11962,0.2709,0.38141
298,298,2003,1st Quintile,West,Yes,0.6274,850,11544,0.60503,0.65155
299,299,2003,1st Quintile,West,No,0.3726,510,11544,0.35423,0.39128
300,300,2003,1st Quintile,East,Yes,0.46557,282,11544,0.43482,0.49963
301,301,2003,1st Quintile,East,No,0.53443,314,11544,0.49997,0.57213
302,302,2003,2nd Quintile,West,Yes,0.75229,1100,11544,0.72532,0.78128
303,303,2003,2nd Quintile,West,No,0.24771,352,11544,0.23028,0.26496
304,304,2003,2nd Quintile,East,Yes,0.49739,362,11544,0.47009,0.52963
305,305,2003,2nd Quintile,East,No,0.50261,350,11544,0.47374,0.53024
306,306,2003,3rd Quintile,West,Yes,0.79086,1279,11544,0.76103,0.82173
307,307,2003,3rd Quintile,West,No,0.20914,309,11544,0.19543,0.22189
308,308,2003,3rd Quintile,East,Yes,0.60856,373,11544,0.57252,0.64615
309,309,2003,3rd Quintile,East,No,0.39144,246,11544,0.36118,0.42136
310,310,2003,4th Quintile,West,Yes,0.82296,1508,11544,0.79268,0.8545
311,311,2003,4th Quintile,West,No,0.17704,272,11544,0.1653,0.19154
312,312,2003,4th Quintile,East,Yes,0.58229,278,11544,0.52593,0.63583
313,313,2003,4th Quintile,East,No,0.41771,168,11544,0.37484,0.45806
314,314,2003,5th Quintile,West,Yes,0.90176,2441,11544,0.87068,0.93376
315,315,2003,5th Quintile,West,No,0.09824,201,11544,0.08857,0.10915
316,316,2003,5th Quintile,East,Yes,0.75463,274,11544,0.67132,0.86715
317,317,2003,5th Quintile,East,No,0.24537,75,11544,0.20002,0.28807
318,318,2004,1st Quintile,West,Yes,0.63046,818,11272,0.6021,0.65883
319,319,2004,1st Quintile,West,No,0.36954,466,11272,0.34603,0.39201
320,320,2004,1st Quintile,East,Yes,0.47489,286,11272,0.44446,0.51246
321,321,2004,1st Quintile,East,No,0.52511,308,11272,0.48827,0.55984
322,322,2004,2nd Quintile,West,Yes,0.74404,1086,11272,0.71491,0.77304
323,323,2004,2nd Quintile,West,No,0.25596,350,11272,0.23721,0.27271
324,324,2004,2nd Quintile,East,Yes,0.54643,385,11272,0.51201,0.58389
325,325,2004,2nd Quintile,East,No,0.45357,316,11272,0.4188,0.49264
326,326,2004,3rd Quintile,West,Yes,0.79843,1252,11272,0.76677,0.82908
327,327,2004,3rd Quintile,West,No,0.20157,290,11272,0.18592,0.2162
328,328,2004,3rd Quintile,East,Yes,0.59727,360,11272,0.54861,0.64122
329,329,2004,3rd Quintile,East,No,0.40273,231,11272,0.36947,0.43627
330,330,2004,4th Quintile,West,Yes,0.83722,1494,11272,0.80377,0.86585
331,331,2004,4th Quintile,West,No,0.16278,242,11272,0.14905,0.17979
332,332,2004,4th Quintile,East,Yes,0.5835,291,11272,0.53087,0.63633
333,333,2004,4th Quintile,East,No,0.4165,178,11272,0.37952,0.46467
334,334,2004,5th Quintile,West,Yes,0.91113,2404,11272,0.88061,0.94316
335,335,2004,5th Quintile,West,No,0.08887,188,11272,0.07859,0.09904
336,336,2004,5th Quintile,East,Yes,0.77284,260,11272,0.67387,0.88303
337,337,2004,5th Quintile,East,No,0.22716,67,11272,0.18437,0.28323
338,338,2005,1st Quintile,West,Yes,0.65434,846,11173,0.62326,0.68213
339,339,2005,1st Quintile,West,No,0.34566,461,11173,0.32718,0.36482
340,340,2005,1st Quintile,East,Yes,0.47352,303,11173,0.43579,0.51692
341,341,2005,1st Quintile,East,No,0.52648,337,11173,0.48756,0.56671
342,342,2005,2nd Quintile,West,Yes,0.76888,1081,11173,0.73697,0.80136
343,343,2005,2nd Quintile,West,No,0.23112,318,11173,0.21386,0.24694
344,344,2005,2nd Quintile,East,Yes,0.56269,390,11173,0.52245,0.59679
345,345,2005,2nd Quintile,East,No,0.43731,299,11173,0.3998,0.46822
346,346,2005,3rd Quintile,West,Yes,0.80447,1226,11173,0.77163,0.83959
347,347,2005,3rd Quintile,West,No,0.19553,283,11173,0.18167,0.21074
348,348,2005,3rd Quintile,East,Yes,0.61879,362,11173,0.56915,0.65791
349,349,2005,3rd Quintile,East,No,0.38121,213,11173,0.34987,0.41742
350,350,2005,4th Quintile,West,Yes,0.85286,1527,11173,0.82387,0.88454
