year,bula_h,rentown,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Mecklenburg-Western Pomerania,Tenant,No,0.37933,83,246,0.31857,0.44009
2014,Saxony,Owner,Yes,0.67818,221,326,0.62739,0.72897
2014,Saxony,Owner,No,0.32182,105,326,0.27103,0.37261
2014,Saxony,Tenant,Yes,0.65355,426,625,0.61621,0.69088
2014,Saxony,Tenant,No,0.34645,199,625,0.30912,0.38379
2014,Saxony-Anhalt,Owner,Yes,0.61560,156,236,0.55341,0.67780
2014,Saxony-Anhalt,Owner,No,0.38440,80,236,0.32220,0.44659
2014,Saxony-Anhalt,Tenant,Yes,0.60095,208,348,0.54942,0.65247
2014,Saxony-Anhalt,Tenant,No,0.39905,140,348,0.34753,0.45058
2014,Thuringa,Owner,Yes,0.70538,193,268,0.65070,0.76006
2014,Thuringa,Owner,No,0.29462,75,268,0.23994,0.34930
2014,Thuringa,Tenant,Yes,0.58316,201,324,0.52939,0.63693
2014,Thuringa,Tenant,No,0.41684,123,324,0.36307,0.47061
2015,Schleswig-Holstein,Owner,Yes,0.93734,242,242,0.90674,0.96794
2015,Schleswig-Holstein,Tenant,Yes,0.77533,226,298,0.72786,0.82280
2015,Schleswig-Holstein,Tenant,No,0.22467,72,298,0.17720,0.27214
2015,Hamburg,Owner,Yes,0.99889,74,74,0.99126,1.00652
2015,Hamburg,Tenant,Yes,0.85249,178,178,0.80024,0.90473
2015,Lower Saxony,Owner,Yes,0.91889,703,747,0.89929,0.93848
2015,Lower Saxony,Owner,No,0.08111,44,747,0.06152,0.10071
2015,Lower Saxony,Tenant,Yes,0.80994,595,746,0.78176,0.83811
2015,Lower Saxony,Tenant,No,0.19006,151,746,0.16189,0.21824
2015,Bremen,Owner,Yes,0.95530,38,38,0.88871,1.02188
2015,Bremen,Tenant,Yes,0.86927,65,65,0.78668,0.95186
2015,North Rhine-Westphalia,Owner,Yes,0.93141,1208,1298,0.91765,0.94516
2015,North Rhine-Westphalia,Owner,No,0.06859,90,1298,0.05484,0.08235
2015,North Rhine-Westphalia,Tenant,Yes,0.73979,1424,1908,0.72010,0.75949
2015,North Rhine-Westphalia,Tenant,No,0.26021,484,1908,0.24051,0.27990
2015,Hesse,Owner,Yes,0.89868,434,477,0.87158,0.92579
2015,Hesse,Owner,No,0.10132,43,477,0.07421,0.12842
2015,Hesse,Tenant,Yes,0.70090,474,650,0.66567,0.73612
2015,Hesse,Tenant,No,0.29910,176,650,0.26388,0.33433
2015,"Rhineland-Palatinate, Saarland",Owner,Yes,0.89547,425,467,0.86769,0.92325
2015,"Rhineland-Palatinate, Saarland",Owner,No,0.10453,42,467,0.07675,0.13231
2015,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.68717,308,455,0.64452,0.72982
2015,"Rhineland-Palatinate, Saarland",Tenant,No,0.31283,147,455,0.27018,0.35548
2015,Baden-Wuerttemberg,Owner,Yes,0.94633,874,920,0.93176,0.96090
2015,Baden-Wuerttemberg,Owner,No,0.05367,46,920,0.03910,0.06824
2015,Baden-Wuerttemberg,Tenant,Yes,0.76125,691,906,0.73348,0.78903
2015,Baden-Wuerttemberg,Tenant,No,0.23875,215,906,0.21097,0.26652
2015,Bavaria,Owner,Yes,0.93104,1134,1198,0.91669,0.94540
2015,Bavaria,Owner,No,0.06896,64,1198,0.05460,0.08331
2015,Bavaria,Tenant,Yes,0.75566,1079,1388,0.73305,0.77828
2015,Bavaria,Tenant,No,0.24434,309,1388,0.22172,0.26695
2015,Berlin,Owner,Yes,0.94543,104,104,0.90156,0.98929
2015,Berlin,Tenant,Yes,0.76077,420,537,0.72466,0.79689
2015,Berlin,Tenant,No,0.23923,117,537,0.20311,0.27534
2015,Brandenburg,Owner,Yes,0.76800,202,262,0.71679,0.81921
2015,Brandenburg,Owner,No,0.23200,60,262,0.18079,0.28321
2015,Brandenburg,Tenant,Yes,0.68594,238,345,0.63689,0.73499
2015,Brandenburg,Tenant,No,0.31406,107,345,0.26501,0.36311
2015,Mecklenburg-Western Pomerania,Owner,Yes,0.85273,92,92,0.77991,0.92554
2015,Mecklenburg-Western Pomerania,Tenant,Yes,0.57889,159,236,0.51576,0.64201
2015,Mecklenburg-Western Pomerania,Tenant,No,0.42111,77,236,0.35799,0.48424
2015,Saxony,Owner,Yes,0.69349,219,318,0.64274,0.74424
2015,Saxony,Owner,No,0.30651,99,318,0.25576,0.35726
2015,Saxony,Tenant,Yes,0.63535,400,597,0.59671,0.67399
2015,Saxony,Tenant,No,0.36465,197,597,0.32601,0.40329
2015,Saxony-Anhalt,Owner,Yes,0.67786,152,216,0.61539,0.74032
2015,Saxony-Anhalt,Owner,No,0.32214,64,216,0.25968,0.38461
2015,Saxony-Anhalt,Tenant,Yes,0.58309,193,330,0.52981,0.63637
2015,Saxony-Anhalt,Tenant,No,0.41691,137,330,0.36363,0.47019
2015,Thuringa,Owner,Yes,0.71750,176,241,0.66054,0.77446
2015,Thuringa,Owner,No,0.28250,65,241,0.22554,0.33946
2015,Thuringa,Tenant,Yes,0.59201,207,339,0.53961,0.64440
2015,Thuringa,Tenant,No,0.40799,132,339,0.35560,0.46039
2016,Schleswig-Holstein,Not included in this version of the questionnaire,Yes,0.42069,76,126,0.33414,0.50723
2016,Schleswig-Holstein,Not included in this version of the questionnaire,No,0.57931,50,126,0.49277,0.66586
2016,Schleswig-Holstein,Owner,Yes,0.93879,226,226,0.90747,0.97011
2016,Schleswig-Holstein,Tenant,Yes,0.74935,198,268,0.69736,0.80133
2016,Schleswig-Holstein,Tenant,No,0.25065,70,268,0.19867,0.30264
2016,Hamburg,Tenant,Yes,0.83845,165,165,0.78212,0.89478
2016,Lower Saxony,Not included in this version of the questionnaire,Yes,0.42558,120,224,0.36069,0.49048
2016,Lower Saxony,Not included in this version of the questionnaire,No,0.57442,104,224,0.50952,0.63931
2016,Lower Saxony,Owner,Yes,0.92263,654,693,0.90273,0.94254
2016,Lower Saxony,Owner,No,0.07737,39,693,0.05746,0.09727
2016,Lower Saxony,Tenant,Yes,0.77739,504,654,0.74549,0.80930
2016,Lower Saxony,Tenant,No,0.22261,150,654,0.19070,0.25451
2016,Bremen,Owner,Yes,0.94821,34,34,0.87259,1.02382
2016,Bremen,Tenant,Yes,0.88296,62,62,0.80229,0.96363
2016,North Rhine-Westphalia,Not included in this version of the questionnaire,Yes,0.39620,240,471,0.35198,0.44042
2016,North Rhine-Westphalia,Not included in this version of the questionnaire,No,0.60380,231,471,0.55958,0.64802
2016,North Rhine-Westphalia,Owner,Yes,0.93792,1146,1216,0.92435,0.95149
2016,North Rhine-Westphalia,Owner,No,0.06208,70,1216,0.04851,0.07565
2016,North Rhine-Westphalia,Tenant,Yes,0.74628,1293,1691,0.72554,0.76703
2016,North Rhine-Westphalia,Tenant,No,0.25372,398,1691,0.23297,0.27446
2016,Hesse,Not included in this version of the questionnaire,Yes,0.37976,65,149,0.30157,0.45795
2016,Hesse,Not included in this version of the questionnaire,No,0.62024,84,149,0.54205,0.69843
2016,Hesse,Owner,Yes,0.91827,389,426,0.89222,0.94431
2016,Hesse,Owner,No,0.08173,37,426,0.05569,0.10778
2016,Hesse,Tenant,Yes,0.71651,424,552,0.67888,0.75414
2016,Hesse,Tenant,No,0.28349,128,552,0.24586,0.32112
2016,"Rhineland-Palatinate, Saarland",Not included in this version of the questionnaire,Yes,0.47803,93,189,0.40662,0.54943
2016,"Rhineland-Palatinate, Saarland",Not included in this version of the questionnaire,No,0.52197,96,189,0.45057,0.59338
2016,"Rhineland-Palatinate, Saarland",Owner,Yes,0.92265,410,442,0.89772,0.94758
2016,"Rhineland-Palatinate, Saarland",Owner,No,0.07735,32,442,0.05242,0.10228
2016,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.65011,281,406,0.60366,0.69656
2016,"Rhineland-Palatinate, Saarland",Tenant,No,0.34989,125,406,0.30344,0.39634
2016,Baden-Wuerttemberg,Not included in this version of the questionnaire,Yes,0.46478,128,239,0.40141,0.52815
2016,Baden-Wuerttemberg,Not included in this version of the questionnaire,No,0.53522,111,239,0.47185,0.59859
2016,Baden-Wuerttemberg,Owner,Yes,0.93732,810,854,0.92105,0.95359
2016,Baden-Wuerttemberg,Owner,No,0.06268,44,854,0.04641,0.07895
2016,Baden-Wuerttemberg,Tenant,Yes,0.75377,584,771,0.72334,0.78420
2016,Baden-Wuerttemberg,Tenant,No,0.24623,187,771,0.21580,0.27666
2016,Bavaria,Not included in this version of the questionnaire,Yes,0.52078,128,229,0.45593,0.58563
2016,Bavaria,Not included in this version of the questionnaire,No,0.47922,101,229,0.41437,0.54407
2016,Bavaria,Owner,Yes,0.92987,1035,1098,0.91476,0.94498
2016,Bavaria,Owner,No,0.07013,63,1098,0.05502,0.08524
2016,Bavaria,Tenant,Yes,0.76213,944,1200,0.73803,0.78623
2016,Bavaria,Tenant,No,0.23787,256,1200,0.21377,0.26197
2016,Berlin,Not included in this version of the questionnaire,Yes,0.56058,44,44,0.41224,0.70893
2016,Berlin,Owner,Yes,0.94813,102,102,0.90488,0.99138
2016,Berlin,Tenant,Yes,0.76555,388,501,0.72842,0.80269
2016,Berlin,Tenant,No,0.23445,113,501,0.19731,0.27158
2016,Brandenburg,Not included in this version of the questionnaire,Yes,0.55904,54,88,0.45470,0.66337
2016,Brandenburg,Not included in this version of the questionnaire,No,0.44096,34,88,0.33663,0.54530
2016,Brandenburg,Owner,Yes,0.74228,186,254,0.68838,0.79617
2016,Brandenburg,Owner,No,0.25772,68,254,0.20383,0.31162
2016,Brandenburg,Tenant,Yes,0.69642,215,308,0.64498,0.74785
2016,Brandenburg,Tenant,No,0.30358,93,308,0.25215,0.35502
2016,Mecklenburg-Western Pomerania,Not included in this version of the questionnaire,Yes,0.82036,41,41,0.70140,0.93933
2016,Mecklenburg-Western Pomerania,Owner,Yes,0.77176,86,86,0.68254,0.86099
2016,Mecklenburg-Western Pomerania,Tenant,Yes,0.60578,146,220,0.54105,0.67050
2016,Mecklenburg-Western Pomerania,Tenant,No,0.39422,74,220,0.32950,0.45895
2016,Saxony,Not included in this version of the questionnaire,Yes,0.38618,47,106,0.29305,0.47930
2016,Saxony,Not included in this version of the questionnaire,No,0.61382,59,106,0.52070,0.70695
2016,Saxony,Owner,Yes,0.73024,223,304,0.68026,0.78021
2016,Saxony,Owner,No,0.26976,81,304,0.21979,0.31974
2016,Saxony,Tenant,Yes,0.64771,377,560,0.60811,0.68731
2016,Saxony,Tenant,No,0.35229,183,560,0.31269,0.39189
2016,Saxony-Anhalt,Not included in this version of the questionnaire,No,0.58436,39,39,0.42766,0.74106
2016,Saxony-Anhalt,Owner,Yes,0.64502,139,211,0.58030,0.70974
2016,Saxony-Anhalt,Owner,No,0.35498,72,211,0.29026,0.41970
2016,Saxony-Anhalt,Tenant,Yes,0.58180,177,302,0.52608,0.63753
2016,Saxony-Anhalt,Tenant,No,0.41820,125,302,0.36247,0.47392
2016,Thuringa,Not included in this version of the questionnaire,Yes,0.80198,43,43,0.68146,0.92250
2016,Thuringa,Owner,Yes,0.71788,178,242,0.66106,0.77470
2016,Thuringa,Owner,No,0.28212,64,242,0.22530,0.33894
2016,Thuringa,Tenant,Yes,0.60870,194,300,0.55338,0.66402
2016,Thuringa,Tenant,No,0.39130,106,300,0.33598,0.44662
2017,Schleswig-Holstein,Owner,Yes,0.93984,269,269,0.91138,0.96831
2017,Schleswig-Holstein,Tenant,Yes,0.75993,287,406,0.71833,0.80153
2017,Schleswig-Holstein,Tenant,No,0.24007,119,406,0.19847,0.28167
2017,Hamburg,Owner,Yes,0.99013,83,83,0.96874,1.01153
2017,Hamburg,Tenant,Yes,0.87831,210,241,0.83694,0.91967
2017,Hamburg,Tenant,No,0.12169,31,241,0.08033,0.16306
2017,Lower Saxony,Not included in this version of the questionnaire,Yes,0.51439,89,154,0.43520,0.59359
2017,Lower Saxony,Not included in this version of the questionnaire,No,0.48561,65,154,0.40641,0.56480
2017,Lower Saxony,Owner,Yes,0.93429,777,812,0.91723,0.95134
2017,Lower Saxony,Owner,No,0.06571,35,812,0.04866,0.08277
2017,Lower Saxony,Tenant,Yes,0.78144,680,936,0.75495,0.80793
2017,Lower Saxony,Tenant,No,0.21856,256,936,0.19207,0.24505
2017,Bremen,Owner,Yes,0.86243,42,42,0.75700,0.96787
2017,Bremen,Tenant,Yes,0.84309,99,136,0.78174,0.90445
2017,Bremen,Tenant,No,0.15691,37,136,0.09555,0.21826
2017,North Rhine-Westphalia,Not included in this version of the questionnaire,Yes,0.48837,141,271,0.42875,0.54800
2017,North Rhine-Westphalia,Not included in this version of the questionnaire,No,0.51163,130,271,0.45200,0.57125
2017,North Rhine-Westphalia,Owner,Yes,0.94118,1332,1402,0.92886,0.95350
2017,North Rhine-Westphalia,Owner,No,0.05882,70,1402,0.04650,0.07114
2017,North Rhine-Westphalia,Tenant,Yes,0.73549,1557,2154,0.71686,0.75412
2017,North Rhine-Westphalia,Tenant,No,0.26451,597,2154,0.24588,0.28314
2017,Hesse,Not included in this version of the questionnaire,No,0.67391,40,40,0.52678,0.82104
2017,Hesse,Owner,Yes,0.90624,423,469,0.87983,0.93265
2017,Hesse,Owner,No,0.09376,46,469,0.06735,0.12017
2017,Hesse,Tenant,Yes,0.70277,508,740,0.66982,0.73572
2017,Hesse,Tenant,No,0.29723,232,740,0.26428,0.33018
2017,"Rhineland-Palatinate, Saarland",Owner,Yes,0.90170,421,464,0.87458,0.92882
2017,"Rhineland-Palatinate, Saarland",Owner,No,0.09830,43,464,0.07118,0.12542
2017,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.66457,356,549,0.62503,0.70410
2017,"Rhineland-Palatinate, Saarland",Tenant,No,0.33543,193,549,0.29590,0.37497
2017,Baden-Wuerttemberg,Not included in this version of the questionnaire,No,0.52835,32,32,0.35262,0.70408
2017,Baden-Wuerttemberg,Owner,Yes,0.93840,878,923,0.92288,0.95392
2017,Baden-Wuerttemberg,Owner,No,0.06160,45,923,0.04608,0.07712
2017,Baden-Wuerttemberg,Tenant,Yes,0.77074,732,1026,0.74500,0.79647
2017,Baden-Wuerttemberg,Tenant,No,0.22926,294,1026,0.20353,0.25500
2017,Bavaria,Not included in this version of the questionnaire,No,0.53318,39,39,0.37456,0.69181
2017,Bavaria,Owner,Yes,0.92808,1129,1196,0.91343,0.94273
2017,Bavaria,Owner,No,0.07192,67,1196,0.05727,0.08657
2017,Bavaria,Tenant,Yes,0.73673,1136,1495,0.71439,0.75906
2017,Bavaria,Tenant,No,0.26327,359,1495,0.24094,0.28561
2017,Berlin,Owner,Yes,0.96078,107,107,0.92383,0.99774
2017,Berlin,Tenant,Yes,0.74265,458,598,0.70758,0.77772
2017,Berlin,Tenant,No,0.25735,140,598,0.22228,0.29242
2017,Brandenburg,Owner,Yes,0.78847,216,280,0.74055,0.83639
2017,Brandenburg,Owner,No,0.21153,64,280,0.16361,0.25945
2017,Brandenburg,Tenant,Yes,0.67880,283,419,0.63404,0.72357
2017,Brandenburg,Tenant,No,0.32120,136,419,0.27643,0.36596
2017,Mecklenburg-Western Pomerania,Owner,Yes,0.82926,106,106,0.75729,0.90124
2017,Mecklenburg-Western Pomerania,Tenant,Yes,0.61460,188,268,0.55622,0.67297
2017,Mecklenburg-Western Pomerania,Tenant,No,0.38540,80,268,0.32703,0.44378
2017,Saxony,Owner,Yes,0.68291,251,359,0.63471,0.73112
2017,Saxony,Owner,No,0.31709,108,359,0.26888,0.36529
2017,Saxony,Tenant,Yes,0.62503,464,698,0.58909,0.66097
2017,Saxony,Tenant,No,0.37497,234,698,0.33903,0.41091
2017,Saxony-Anhalt,Owner,Yes,0.66612,158,237,0.60595,0.72629
2017,Saxony-Anhalt,Owner,No,0.33388,79,237,0.27371,0.39405
2017,Saxony-Anhalt,Tenant,Yes,0.56699,203,383,0.51730,0.61668
2017,Saxony-Anhalt,Tenant,No,0.43301,180,383,0.38332,0.48270
2017,Thuringa,Owner,Yes,0.71230,197,268,0.65800,0.76660
2017,Thuringa,Owner,No,0.28770,71,268,0.23340,0.34200
2017,Thuringa,Tenant,Yes,0.62305,231,365,0.57326,0.67283
2017,Thuringa,Tenant,No,0.37695,134,365,0.32717,0.42674
2018,Schleswig-Holstein,Owner,Yes,0.95840,261,261,0.93412,0.98267
2018,Schleswig-Holstein,Tenant,Yes,0.78909,290,405,0.74931,0.82888
2018,Schleswig-Holstein,Tenant,No,0.21091,115,405,0.17112,0.25069
2018,Hamburg,Owner,Yes,0.98261,75,75,0.95282,1.01239
2018,Hamburg,Tenant,Yes,0.91901,250,284,0.88723,0.95080
2018,Hamburg,Tenant,No,0.08099,34,284,0.04920,0.11277
2018,Lower Saxony,Owner,Yes,0.96300,729,763,0.94959,0.97640
2018,Lower Saxony,Owner,No,0.03700,34,763,0.02360,0.05041
2018,Lower Saxony,Tenant,Yes,0.77958,738,1022,0.75415,0.80500
2018,Lower Saxony,Tenant,No,0.22042,284,1022,0.19500,0.24585
2018,Bremen,Owner,Yes,0.90664,51,51,0.82599,0.98728
2018,Bremen,Tenant,Yes,0.85762,102,102,0.78947,0.92577
2018,North Rhine-Westphalia,Owner,Yes,0.92967,1260,1340,0.91597,0.94336
2018,North Rhine-Westphalia,Owner,No,0.07033,80,1340,0.05664,0.08403
2018,North Rhine-Westphalia,Tenant,Yes,0.74343,1694,2383,0.72589,0.76097
2018,North Rhine-Westphalia,Tenant,No,0.25657,689,2383,0.23903,0.27411
2018,Hesse,Owner,Yes,0.89999,405,449,0.87221,0.92777
2018,Hesse,Owner,No,0.10001,44,449,0.07223,0.12779
2018,Hesse,Tenant,Yes,0.73873,532,765,0.70757,0.76988
2018,Hesse,Tenant,No,0.26127,233,765,0.23012,0.29243
2018,"Rhineland-Palatinate, Saarland",Owner,Yes,0.93151,418,418,0.90727,0.95575
2018,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.65645,376,609,0.61870,0.69420
2018,"Rhineland-Palatinate, Saarland",Tenant,No,0.34355,233,609,0.30580,0.38130
2018,Baden-Wuerttemberg,Owner,Yes,0.94114,832,877,0.92555,0.95672
2018,Baden-Wuerttemberg,Owner,No,0.05886,45,877,0.04328,0.07445
2018,Baden-Wuerttemberg,Tenant,Yes,0.77659,701,986,0.75058,0.80261
2018,Baden-Wuerttemberg,Tenant,No,0.22341,285,986,0.19739,0.24942
2018,Bavaria,Owner,Yes,0.92175,1089,1152,0.90624,0.93727
2018,Bavaria,Owner,No,0.07825,63,1152,0.06273,0.09376
2018,Bavaria,Tenant,Yes,0.73347,1077,1469,0.71085,0.75608
2018,Bavaria,Tenant,No,0.26653,392,1469,0.24392,0.28915
2018,Berlin,Owner,Yes,0.89395,99,99,0.83298,0.95491
2018,Berlin,Tenant,Yes,0.75079,491,660,0.71776,0.78381
2018,Berlin,Tenant,No,0.24921,169,660,0.21619,0.28224
2018,Brandenburg,Owner,Yes,0.79676,215,269,0.74859,0.84494
2018,Brandenburg,Owner,No,0.20324,54,269,0.15506,0.25141
2018,Brandenburg,Tenant,Yes,0.67705,313,451,0.63384,0.72025
2018,Brandenburg,Tenant,No,0.32295,138,451,0.27975,0.36616
2018,Mecklenburg-Western Pomerania,Owner,Yes,0.78193,101,101,0.70099,0.86286
2018,Mecklenburg-Western Pomerania,Tenant,Yes,0.65125,209,293,0.59659,0.70591
2018,Mecklenburg-Western Pomerania,Tenant,No,0.34875,84,293,0.29409,0.40341
2018,Saxony,Owner,Yes,0.68083,246,350,0.63193,0.72974
2018,Saxony,Owner,No,0.31917,104,350,0.27026,0.36807
2018,Saxony,Tenant,Yes,0.66742,483,700,0.63249,0.70235
2018,Saxony,Tenant,No,0.33258,217,700,0.29765,0.36751
2018,Saxony-Anhalt,Owner,Yes,0.66479,152,227,0.60324,0.72633
2018,Saxony-Anhalt,Owner,No,0.33521,75,227,0.27367,0.39676
2018,Saxony-Anhalt,Tenant,Yes,0.58353,233,394,0.53479,0.63227
2018,Saxony-Anhalt,Tenant,No,0.41647,161,394,0.36773,0.46521
2018,Thuringa,Owner,Yes,0.77077,183,248,0.71835,0.82319
2018,Thuringa,Owner,No,0.22923,65,248,0.17681,0.28165
2018,Thuringa,Tenant,Yes,0.64902,258,390,0.60159,0.69645
2018,Thuringa,Tenant,No,0.35098,132,390,0.30355,0.39841
2019,Schleswig-Holstein,Owner,Yes,0.95021,237,237,0.92245,0.97796
2019,Schleswig-Holstein,Tenant,Yes,0.81997,233,327,0.77826,0.86168
2019,Schleswig-Holstein,Tenant,No,0.18003,94,327,0.13832,0.22174
2019,Hamburg,Owner,Yes,0.98495,66,66,0.95535,1.01455
2019,Hamburg,Tenant,Yes,0.93397,221,221,0.90116,0.96679
2019,Lower Saxony,Owner,Yes,0.95785,661,661,0.94252,0.97318
2019,Lower Saxony,Tenant,Yes,0.77469,595,808,0.74587,0.80352
2019,Lower Saxony,Tenant,No,0.22531,213,808,0.19648,0.25413
2019,Bremen,Owner,Yes,0.89177,40,40,0.79427,0.98927
2019,Bremen,Tenant,Yes,0.88375,87,87,0.81600,0.95149
2019,North Rhine-Westphalia,Owner,Yes,0.92777,1112,1179,0.91298,0.94255
2019,North Rhine-Westphalia,Owner,No,0.07223,67,1179,0.05745,0.08702
2019,North Rhine-Westphalia,Tenant,Yes,0.75810,1434,2010,0.73937,0.77683
2019,North Rhine-Westphalia,Tenant,No,0.24190,576,2010,0.22317,0.26063
2019,Hesse,Owner,Yes,0.90208,353,392,0.87262,0.93154
2019,Hesse,Owner,No,0.09792,39,392,0.06846,0.12738
2019,Hesse,Tenant,Yes,0.73800,423,619,0.70333,0.77267
2019,Hesse,Tenant,No,0.26200,196,619,0.22733,0.29667
2019,"Rhineland-Palatinate, Saarland",Owner,Yes,0.93374,368,368,0.90829,0.95919
2019,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.65513,290,473,0.61225,0.69802
2019,"Rhineland-Palatinate, Saarland",Tenant,No,0.34487,183,473,0.30198,0.38775
2019,Baden-Wuerttemberg,Owner,Yes,0.94669,712,746,0.93056,0.96282
2019,Baden-Wuerttemberg,Owner,No,0.05331,34,746,0.03718,0.06944
2019,Baden-Wuerttemberg,Tenant,Yes,0.79043,591,821,0.76257,0.81828
2019,Baden-Wuerttemberg,Tenant,No,0.20957,230,821,0.18172,0.23743
2019,Bavaria,Owner,Yes,0.93804,949,1003,0.92312,0.95297
2019,Bavaria,Owner,No,0.06196,54,1003,0.04703,0.07688
2019,Bavaria,Tenant,Yes,0.71035,854,1202,0.68469,0.73600
2019,Bavaria,Tenant,No,0.28965,348,1202,0.26400,0.31531
2019,Berlin,Owner,Yes,0.87458,88,88,0.80499,0.94418
2019,Berlin,Tenant,Yes,0.76557,404,534,0.72961,0.80154
2019,Berlin,Tenant,No,0.23443,130,534,0.19846,0.27039
2019,Brandenburg,Owner,Yes,0.78822,204,259,0.73836,0.83807
2019,Brandenburg,Owner,No,0.21178,55,259,0.16193,0.26164
2019,Brandenburg,Tenant,Yes,0.70307,268,375,0.65676,0.74938
2019,Brandenburg,Tenant,No,0.29693,107,375,0.25062,0.34324
2019,Mecklenburg-Western Pomerania,Owner,Yes,0.78900,92,92,0.70517,0.87283
2019,Mecklenburg-Western Pomerania,Tenant,Yes,0.71105,179,230,0.65234,0.76976
2019,Mecklenburg-Western Pomerania,Tenant,No,0.28895,51,230,0.23024,0.34766
2019,Saxony,Owner,Yes,0.68243,221,305,0.63010,0.73476
2019,Saxony,Owner,No,0.31757,84,305,0.26524,0.36990
2019,Saxony,Tenant,Yes,0.66290,409,586,0.62460,0.70121
2019,Saxony,Tenant,No,0.33710,177,586,0.29879,0.37540
2019,Saxony-Anhalt,Owner,Yes,0.63392,133,199,0.56682,0.70102
2019,Saxony-Anhalt,Owner,No,0.36608,66,199,0.29898,0.43318
2019,Saxony-Anhalt,Tenant,Yes,0.61749,192,313,0.56356,0.67142
2019,Saxony-Anhalt,Tenant,No,0.38251,121,313,0.32858,0.43644
2019,Thuringa,Owner,Yes,0.74905,156,214,0.69083,0.80728
2019,Thuringa,Owner,No,0.25095,58,214,0.19272,0.30917
2019,Thuringa,Tenant,Yes,0.67227,207,314,0.62027,0.72427
2019,Thuringa,Tenant,No,0.32773,107,314,0.27573,0.37973
2020,Schleswig-Holstein,Owner,Yes,0.98269,287,287,0.96758,0.99781
2020,Schleswig-Holstein,Tenant,Yes,0.80885,283,396,0.77008,0.84763
2020,Schleswig-Holstein,Tenant,No,0.19115,113,396,0.15237,0.22992
2020,Hamburg,Owner,Yes,0.98603,97,97,0.96255,1.00951
2020,Hamburg,Tenant,Yes,0.90702,290,338,0.87602,0.93803
2020,Hamburg,Tenant,No,0.09298,48,338,0.06197,0.12398
2020,Lower Saxony,Owner,Yes,0.94725,707,739,0.93112,0.96338
2020,Lower Saxony,Owner,No,0.05275,32,739,0.03662,0.06888
2020,Lower Saxony,Tenant,Yes,0.75782,763,1074,0.73218,0.78345
2020,Lower Saxony,Tenant,No,0.24218,311,1074,0.21655,0.26782
2020,Bremen,Owner,Yes,0.90503,48,48,0.82121,0.98885
2020,Bremen,Tenant,Yes,0.81881,124,163,0.75950,0.87812
2020,Bremen,Tenant,No,0.18119,39,163,0.12188,0.24050
2020,North Rhine-Westphalia,Owner,Yes,0.93865,1293,1360,0.92589,0.95140
2020,North Rhine-Westphalia,Owner,No,0.06135,67,1360,0.04860,0.07411
2020,North Rhine-Westphalia,Tenant,Yes,0.75603,1996,2998,0.74066,0.77141
2020,North Rhine-Westphalia,Tenant,No,0.24397,1002,2998,0.22859,0.25934
2020,Hesse,Owner,Yes,0.89998,440,478,0.87306,0.92691
2020,Hesse,Owner,No,0.10002,38,478,0.07309,0.12694
2020,Hesse,Tenant,Yes,0.74094,567,871,0.71183,0.77005
2020,Hesse,Tenant,No,0.25906,304,871,0.22995,0.28817
2020,"Rhineland-Palatinate, Saarland",Owner,Yes,0.92822,411,411,0.90324,0.95321
2020,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.65688,378,609,0.61914,0.69462
2020,"Rhineland-Palatinate, Saarland",Tenant,No,0.34312,231,609,0.30538,0.38086
2020,Baden-Wuerttemberg,Owner,Yes,0.95453,846,882,0.94078,0.96829
2020,Baden-Wuerttemberg,Owner,No,0.04547,36,882,0.03171,0.05922
2020,Baden-Wuerttemberg,Tenant,Yes,0.77425,777,1110,0.74965,0.79886
2020,Baden-Wuerttemberg,Tenant,No,0.22575,333,1110,0.20114,0.25035
2020,Bavaria,Owner,Yes,0.94196,1124,1179,0.92861,0.95531
2020,Bavaria,Owner,No,0.05804,55,1179,0.04469,0.07139
2020,Bavaria,Tenant,Yes,0.72551,1230,1724,0.70444,0.74658
2020,Bavaria,Tenant,No,0.27449,494,1724,0.25342,0.29556
2020,Berlin,Owner,Yes,0.85425,124,124,0.79189,0.91661
2020,Berlin,Tenant,Yes,0.74635,642,898,0.71788,0.77483
2020,Berlin,Tenant,No,0.25365,256,898,0.22517,0.28212
2020,Brandenburg,Owner,Yes,0.83051,274,325,0.78965,0.87136
2020,Brandenburg,Owner,No,0.16949,51,325,0.12864,0.21035
2020,Brandenburg,Tenant,Yes,0.75971,314,427,0.71913,0.80028
2020,Brandenburg,Tenant,No,0.24029,113,427,0.19972,0.28087
2020,Mecklenburg-Western Pomerania,Owner,Yes,0.79624,105,105,0.71883,0.87365
2020,Mecklenburg-Western Pomerania,Tenant,Yes,0.69899,190,249,0.64190,0.75607
2020,Mecklenburg-Western Pomerania,Tenant,No,0.30101,59,249,0.24393,0.35810
2020,Saxony,Owner,Yes,0.71906,283,371,0.67327,0.76486
2020,Saxony,Owner,No,0.28094,88,371,0.23514,0.32673
2020,Saxony,Tenant,Yes,0.65064,472,709,0.61552,0.68575
2020,Saxony,Tenant,No,0.34936,237,709,0.31425,0.38448
