year,bula_h,regtyp,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Hesse,Rural regions,Yes,0.55050,38,38,0.39021,0.71079
1987,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.61086,173,282,0.55386,0.66787
1987,"Rhineland-Palatinate, Saarland",Urban regions,No,0.36663,109,282,0.31028,0.42297
1987,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.60654,41,41,0.45514,0.75793
1987,Baden-Wuerttemberg,Urban regions,Yes,0.66424,461,740,0.63019,0.69829
1987,Baden-Wuerttemberg,Urban regions,No,0.31189,279,740,0.27849,0.34529
1987,Baden-Wuerttemberg,Rural regions,Yes,0.71972,86,130,0.64221,0.79722
1987,Baden-Wuerttemberg,Rural regions,No,0.26997,44,130,0.19336,0.34658
1987,Bavaria,Urban regions,Yes,0.72992,321,447,0.68872,0.77113
1987,Bavaria,Urban regions,No,0.24130,126,447,0.20159,0.28101
1987,Bavaria,Rural regions,Yes,0.66109,241,352,0.61157,0.71061
1987,Bavaria,Rural regions,No,0.30050,111,352,0.25254,0.34847
1987,Berlin,Urban regions,Yes,0.81529,157,197,0.76096,0.86962
1987,Berlin,Urban regions,No,0.17535,40,197,0.12211,0.22859
1988,Schleswig-Holstein,Urban regions,Yes,0.68573,50,50,0.55575,0.81571
1988,Schleswig-Holstein,Rural regions,Yes,0.74790,66,66,0.64233,0.85346
1988,Hamburg,Urban regions,Yes,0.68381,79,114,0.59808,0.76955
1988,Hamburg,Urban regions,No,0.31442,35,114,0.22882,0.40003
1988,Lower Saxony,Urban regions,Yes,0.64977,159,246,0.59003,0.70950
1988,Lower Saxony,Urban regions,No,0.34414,87,246,0.28465,0.40363
1988,Lower Saxony,Rural regions,Yes,0.67683,161,238,0.61729,0.73638
1988,Lower Saxony,Rural regions,No,0.30705,77,238,0.24832,0.36578
1988,Bremen,Urban regions,Yes,0.89496,53,53,0.81162,0.97829
1988,North Rhine-Westphalia,Urban regions,Yes,0.62020,743,1227,0.59304,0.64737
1988,North Rhine-Westphalia,Urban regions,No,0.35611,484,1227,0.32930,0.38291
1988,Hesse,Urban regions,Yes,0.63278,236,388,0.58475,0.68080
1988,Hesse,Urban regions,No,0.32360,152,388,0.27699,0.37021
1988,Hesse,Rural regions,Yes,0.55286,40,40,0.39682,0.70891
1988,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.64168,177,277,0.58511,0.69826
1988,"Rhineland-Palatinate, Saarland",Urban regions,No,0.33840,100,277,0.28257,0.39422
1988,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.58541,33,33,0.41472,0.75611
1988,Baden-Wuerttemberg,Urban regions,Yes,0.66915,449,728,0.63495,0.70335
1988,Baden-Wuerttemberg,Urban regions,No,0.30615,279,728,0.27264,0.33965
1988,Baden-Wuerttemberg,Rural regions,Yes,0.71769,76,119,0.63647,0.79891
1988,Baden-Wuerttemberg,Rural regions,No,0.28078,43,119,0.19970,0.36186
1988,Bavaria,Urban regions,Yes,0.76352,324,439,0.72372,0.80331
1988,Bavaria,Urban regions,No,0.21216,115,439,0.17387,0.25045
1988,Bavaria,Rural regions,Yes,0.67631,231,331,0.62583,0.72679
1988,Bavaria,Rural regions,No,0.28135,100,331,0.23283,0.32986
1988,Berlin,Urban regions,Yes,0.80180,147,186,0.74436,0.85925
1988,Berlin,Urban regions,No,0.18515,39,186,0.12918,0.24112
1989,Schleswig-Holstein,Urban regions,Yes,0.67201,51,51,0.54187,0.80214
1989,Schleswig-Holstein,Rural regions,Yes,0.72888,58,58,0.61348,0.84429
1989,Hamburg,Urban regions,Yes,0.71836,81,113,0.63505,0.80166
1989,Hamburg,Urban regions,No,0.28035,32,113,0.19717,0.36354
1989,Lower Saxony,Urban regions,Yes,0.60845,152,247,0.54745,0.66944
1989,Lower Saxony,Urban regions,No,0.37609,95,247,0.31556,0.43662
1989,Lower Saxony,Rural regions,Yes,0.65048,151,228,0.58845,0.71251
1989,Lower Saxony,Rural regions,No,0.32927,77,228,0.26814,0.39041
1989,Bremen,Urban regions,Yes,0.88855,56,56,0.80538,0.97172
1989,North Rhine-Westphalia,Urban regions,Yes,0.64318,738,1193,0.61598,0.67037
1989,North Rhine-Westphalia,Urban regions,No,0.33851,455,1193,0.31164,0.36537
1989,Hesse,Urban regions,Yes,0.63905,243,396,0.59168,0.68641
1989,Hesse,Urban regions,No,0.31567,153,396,0.26984,0.36151
1989,Hesse,Rural regions,Yes,0.53773,37,37,0.37487,0.70060
1989,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.65471,178,269,0.59779,0.71164
1989,"Rhineland-Palatinate, Saarland",Urban regions,No,0.31751,91,269,0.26178,0.37324
1989,Baden-Wuerttemberg,Urban regions,Yes,0.68164,431,695,0.64698,0.71629
1989,Baden-Wuerttemberg,Urban regions,No,0.29158,264,695,0.25776,0.32539
1989,Baden-Wuerttemberg,Rural regions,Yes,0.74384,75,113,0.66300,0.82468
1989,Baden-Wuerttemberg,Rural regions,No,0.25459,38,113,0.17391,0.33527
1989,Bavaria,Urban regions,Yes,0.75717,312,424,0.71631,0.79804
1989,Bavaria,Urban regions,No,0.21624,112,424,0.17701,0.25548
1989,Bavaria,Rural regions,Yes,0.65563,225,329,0.60421,0.70706
1989,Bavaria,Rural regions,No,0.29136,104,329,0.24219,0.34054
1989,Berlin,Urban regions,Yes,0.77875,143,183,0.71844,0.83906
1989,Berlin,Urban regions,No,0.20373,40,183,0.14521,0.26225
1990,Schleswig-Holstein,Urban regions,Yes,0.67198,50,50,0.54053,0.80344
1990,Schleswig-Holstein,Rural regions,Yes,0.66855,50,50,0.53674,0.80035
1990,Hamburg,Urban regions,Yes,0.69793,74,105,0.60968,0.78618
1990,Hamburg,Urban regions,No,0.30072,31,105,0.21258,0.38885
1990,Lower Saxony,Urban regions,Yes,0.63868,153,244,0.57828,0.69908
1990,Lower Saxony,Urban regions,No,0.34371,91,244,0.28399,0.40343
1990,Lower Saxony,Rural regions,Yes,0.66242,154,232,0.60144,0.72340
1990,Lower Saxony,Rural regions,No,0.32670,78,232,0.26622,0.38718
1990,Bremen,Urban regions,Yes,0.90301,54,54,0.82334,0.98269
1990,North Rhine-Westphalia,Urban regions,Yes,0.63798,714,1165,0.61037,0.66559
1990,North Rhine-Westphalia,Urban regions,No,0.33843,451,1165,0.31125,0.36562
1990,Hesse,Urban regions,Yes,0.66156,242,385,0.61423,0.70888
1990,Hesse,Urban regions,No,0.28294,143,385,0.23788,0.32799
1990,Hesse,Rural regions,Yes,0.58485,38,38,0.42608,0.74363
1990,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.65275,178,263,0.59510,0.71040
1990,"Rhineland-Palatinate, Saarland",Urban regions,No,0.31882,85,263,0.26239,0.37525
1990,Baden-Wuerttemberg,Urban regions,Yes,0.69348,438,691,0.65908,0.72788
1990,Baden-Wuerttemberg,Urban regions,No,0.28145,253,691,0.24790,0.31501
1990,Baden-Wuerttemberg,Rural regions,Yes,0.71394,74,113,0.63025,0.79764
1990,Baden-Wuerttemberg,Rural regions,No,0.28448,39,113,0.20092,0.36804
1990,Bavaria,Urban regions,Yes,0.74738,305,419,0.70573,0.78904
1990,Bavaria,Urban regions,No,0.23023,114,419,0.18987,0.27058
1990,Bavaria,Rural regions,Yes,0.66341,234,338,0.61296,0.71386
1990,Bavaria,Rural regions,No,0.27646,104,338,0.22871,0.32422
1990,Berlin,Urban regions,Yes,0.68031,223,263,0.62384,0.73678
1990,Berlin,Urban regions,No,0.13553,40,263,0.09409,0.17698
1990,Brandenburg,Rural regions,Yes,0.42330,146,146,0.34288,0.50372
1990,Mecklenburg-Western Pomerania,Rural regions,Yes,0.40389,94,94,0.30417,0.50362
1990,Saxony,Urban regions,Yes,0.37909,146,146,0.30012,0.45806
1990,Saxony,Rural regions,Yes,0.26304,92,92,0.17258,0.35351
1990,Saxony-Anhalt,Urban regions,Yes,0.37357,33,33,0.20596,0.54118
1990,Saxony-Anhalt,Rural regions,Yes,0.28970,104,104,0.20210,0.37731
1990,Thuringa,Urban regions,Yes,0.33945,39,39,0.18889,0.49001
1990,Thuringa,Rural regions,Yes,0.42124,103,103,0.32542,0.51706
1991,Schleswig-Holstein,Urban regions,Yes,0.69433,54,54,0.57030,0.81836
1991,Schleswig-Holstein,Rural regions,Yes,0.69937,56,56,0.57819,0.82055
1991,Hamburg,Urban regions,Yes,0.63268,66,103,0.53912,0.72623
1991,Hamburg,Urban regions,No,0.36732,37,103,0.27377,0.46088
1991,Lower Saxony,Urban regions,Yes,0.66102,154,246,0.60174,0.72029
1991,Lower Saxony,Urban regions,No,0.33432,92,246,0.27525,0.39339
1991,Lower Saxony,Rural regions,Yes,0.69413,160,231,0.63458,0.75368
1991,Lower Saxony,Rural regions,No,0.30587,71,231,0.24632,0.36542
1991,Bremen,Urban regions,Yes,0.85609,50,50,0.75781,0.95437
1991,North Rhine-Westphalia,Urban regions,Yes,0.65755,763,1209,0.63079,0.68431
1991,North Rhine-Westphalia,Urban regions,No,0.33295,446,1209,0.30637,0.35953
1991,Hesse,Urban regions,Yes,0.73957,269,397,0.69635,0.78280
1991,Hesse,Urban regions,No,0.25491,128,397,0.21198,0.29783
1991,Hesse,Rural regions,Yes,0.58623,37,37,0.42535,0.74712
1991,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.63525,174,274,0.57815,0.69235
1991,"Rhineland-Palatinate, Saarland",Urban regions,No,0.36041,100,274,0.30345,0.41736
1991,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.58419,31,31,0.40782,0.76055
1991,Baden-Wuerttemberg,Urban regions,Yes,0.72711,459,721,0.69457,0.75965
1991,Baden-Wuerttemberg,Urban regions,No,0.26876,262,721,0.23638,0.30114
1991,Baden-Wuerttemberg,Rural regions,Yes,0.73590,74,110,0.65314,0.81866
1991,Baden-Wuerttemberg,Rural regions,No,0.26410,36,110,0.18134,0.34686
1991,Bavaria,Urban regions,Yes,0.77207,322,424,0.73210,0.81205
1991,Bavaria,Urban regions,No,0.21319,102,424,0.17416,0.25222
1991,Bavaria,Rural regions,Yes,0.72948,265,368,0.68403,0.77493
1991,Bavaria,Rural regions,No,0.26175,103,368,0.21678,0.30673
1991,Berlin,Urban regions,Yes,0.73098,226,308,0.68138,0.78059
1991,Berlin,Urban regions,No,0.24410,82,308,0.19605,0.29215
1991,Brandenburg,Rural regions,Yes,0.41391,138,293,0.35742,0.47041
1991,Brandenburg,Rural regions,No,0.57352,155,293,0.51680,0.63025
1991,Mecklenburg-Western Pomerania,Rural regions,Yes,0.41795,88,189,0.34745,0.48846
1991,Mecklenburg-Western Pomerania,Rural regions,No,0.56716,101,189,0.49633,0.63798
1991,Saxony,Urban regions,Yes,0.40432,133,297,0.34841,0.46022
1991,Saxony,Urban regions,No,0.57525,164,297,0.51894,0.63156
1991,Saxony,Rural regions,Yes,0.24579,84,278,0.19508,0.29649
1991,Saxony,Rural regions,No,0.74147,194,278,0.68990,0.79303
1991,Saxony-Anhalt,Urban regions,Yes,0.36071,33,73,0.24979,0.47163
1991,Saxony-Anhalt,Urban regions,No,0.49523,40,73,0.37974,0.61072
1991,Saxony-Anhalt,Rural regions,Yes,0.30138,95,278,0.24734,0.35541
1991,Saxony-Anhalt,Rural regions,No,0.67201,183,278,0.61672,0.72730
1991,Thuringa,Urban regions,Yes,0.35697,37,96,0.26063,0.45332
1991,Thuringa,Urban regions,No,0.61478,59,96,0.51691,0.71264
1991,Thuringa,Rural regions,Yes,0.46797,101,218,0.40158,0.53436
1991,Thuringa,Rural regions,No,0.50514,117,218,0.43862,0.57167
1992,Schleswig-Holstein,Urban regions,Yes,0.69393,54,54,0.56986,0.81801
1992,Schleswig-Holstein,Rural regions,Yes,0.69552,52,52,0.56922,0.82182
1992,Hamburg,Urban regions,Yes,0.63893,61,93,0.54079,0.73708
1992,Hamburg,Urban regions,No,0.36107,32,93,0.26292,0.45921
1992,Lower Saxony,Urban regions,Yes,0.68474,160,243,0.62620,0.74328
1992,Lower Saxony,Urban regions,No,0.29048,83,243,0.23328,0.34768
1992,Lower Saxony,Rural regions,Yes,0.69201,160,230,0.63222,0.75181
1992,Lower Saxony,Rural regions,No,0.29323,70,230,0.23426,0.35219
1992,Bremen,Urban regions,Yes,0.84196,50,50,0.73982,0.94410
1992,North Rhine-Westphalia,Urban regions,Yes,0.66825,766,1204,0.64164,0.69486
1992,North Rhine-Westphalia,Urban regions,No,0.31703,438,1204,0.29074,0.34333
1992,Hesse,Urban regions,Yes,0.71764,263,388,0.67279,0.76249
1992,Hesse,Urban regions,No,0.26364,125,388,0.21974,0.30754
1992,Hesse,Rural regions,Yes,0.58544,39,39,0.42881,0.74208
1992,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.64785,179,278,0.59160,0.70410
1992,"Rhineland-Palatinate, Saarland",Urban regions,No,0.34829,99,278,0.29219,0.40440
1992,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.58997,31,31,0.41396,0.76597
1992,Baden-Wuerttemberg,Urban regions,Yes,0.72276,458,712,0.68985,0.75566
1992,Baden-Wuerttemberg,Urban regions,No,0.26680,254,712,0.23429,0.29932
1992,Baden-Wuerttemberg,Rural regions,Yes,0.76238,72,108,0.68173,0.84303
1992,Baden-Wuerttemberg,Rural regions,No,0.22987,36,108,0.15015,0.30960
1992,Bavaria,Urban regions,Yes,0.77951,330,433,0.74041,0.81860
1992,Bavaria,Urban regions,No,0.19906,103,433,0.16141,0.23672
1992,Bavaria,Rural regions,Yes,0.73253,269,369,0.68730,0.77775
1992,Bavaria,Rural regions,No,0.24937,100,369,0.20516,0.29357
1992,Berlin,Urban regions,Yes,0.72912,228,301,0.67883,0.77941
1992,Berlin,Urban regions,No,0.20323,73,301,0.15769,0.24877
1992,Brandenburg,Rural regions,Yes,0.43225,134,271,0.37316,0.49134
1992,Brandenburg,Rural regions,No,0.53602,137,271,0.47653,0.59550
1992,Mecklenburg-Western Pomerania,Rural regions,Yes,0.44824,80,167,0.37258,0.52389
1992,Mecklenburg-Western Pomerania,Rural regions,No,0.53820,87,167,0.46236,0.61404
1992,Saxony,Urban regions,Yes,0.44157,136,287,0.38402,0.49913
1992,Saxony,Urban regions,No,0.51183,151,287,0.45390,0.56976
1992,Saxony,Rural regions,Yes,0.26154,82,262,0.20823,0.31486
1992,Saxony,Rural regions,No,0.71482,180,262,0.66004,0.76959
1992,Saxony-Anhalt,Urban regions,Yes,0.37280,35,74,0.26188,0.48373
1992,Saxony-Anhalt,Urban regions,No,0.47110,39,74,0.35659,0.58561
1992,Saxony-Anhalt,Rural regions,Yes,0.31864,93,265,0.26243,0.37484
1992,Saxony-Anhalt,Rural regions,No,0.63561,172,265,0.57756,0.69366
1992,Thuringa,Urban regions,Yes,0.36181,36,88,0.26083,0.46278
1992,Thuringa,Urban regions,No,0.54973,52,88,0.44518,0.65427
1992,Thuringa,Rural regions,Yes,0.44183,99,210,0.37451,0.50916
1992,Thuringa,Rural regions,No,0.47578,111,210,0.40807,0.54349
1993,Schleswig-Holstein,Urban regions,Yes,0.66869,56,56,0.54429,0.79308
1993,Schleswig-Holstein,Rural regions,Yes,0.68356,55,55,0.55951,0.80761
1993,Hamburg,Urban regions,Yes,0.63194,59,90,0.53174,0.73213
1993,Hamburg,Urban regions,No,0.36806,31,90,0.26787,0.46826
1993,Lower Saxony,Urban regions,Yes,0.67489,163,248,0.61647,0.73330
1993,Lower Saxony,Urban regions,No,0.29304,85,248,0.23628,0.34981
1993,Lower Saxony,Rural regions,Yes,0.70843,172,244,0.65129,0.76557
1993,Lower Saxony,Rural regions,No,0.28119,72,244,0.22467,0.33772
1993,Bremen,Urban regions,Yes,0.78703,47,47,0.66871,0.90534
1993,North Rhine-Westphalia,Urban regions,Yes,0.66505,764,1200,0.63834,0.69177
1993,North Rhine-Westphalia,Urban regions,No,0.30693,436,1200,0.28082,0.33304
1993,Hesse,Urban regions,Yes,0.70420,258,388,0.65872,0.74967
1993,Hesse,Urban regions,No,0.27036,130,388,0.22611,0.31461
1993,Hesse,Rural regions,Yes,0.60685,39,39,0.45154,0.76215
1993,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.66594,177,264,0.60894,0.72295
1993,"Rhineland-Palatinate, Saarland",Urban regions,No,0.33082,87,264,0.27395,0.38768
1993,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.57946,32,32,0.40568,0.75323
1993,Baden-Wuerttemberg,Urban regions,Yes,0.72586,472,719,0.69323,0.75849
1993,Baden-Wuerttemberg,Urban regions,No,0.25084,247,719,0.21913,0.28255
1993,Baden-Wuerttemberg,Rural regions,Yes,0.70240,67,107,0.61537,0.78944
1993,Baden-Wuerttemberg,Rural regions,No,0.26375,40,107,0.17986,0.34764
1993,Bavaria,Urban regions,Yes,0.76399,333,434,0.72399,0.80399
1993,Bavaria,Urban regions,No,0.19695,101,434,0.15949,0.23441
1993,Bavaria,Rural regions,Yes,0.70472,261,366,0.65792,0.75152
1993,Bavaria,Rural regions,No,0.25261,105,366,0.20804,0.29719
1993,Berlin,Urban regions,Yes,0.69396,221,292,0.64101,0.74691
1993,Berlin,Urban regions,No,0.20285,71,292,0.15665,0.24906
1993,Brandenburg,Rural regions,Yes,0.45082,135,268,0.39114,0.51050
1993,Brandenburg,Rural regions,No,0.51480,133,268,0.45485,0.57475
1993,Mecklenburg-Western Pomerania,Rural regions,Yes,0.45805,81,168,0.38249,0.53362
1993,Mecklenburg-Western Pomerania,Rural regions,No,0.49635,87,168,0.42051,0.57218
1993,Saxony,Urban regions,Yes,0.44745,131,275,0.38858,0.50633
1993,Saxony,Urban regions,No,0.49401,144,275,0.43481,0.55321
1993,Saxony,Rural regions,Yes,0.23927,80,263,0.18761,0.29093
1993,Saxony,Rural regions,No,0.73604,183,263,0.68266,0.78941
1993,Saxony-Anhalt,Urban regions,Yes,0.45626,39,72,0.34040,0.57212
1993,Saxony-Anhalt,Urban regions,No,0.40892,33,72,0.29456,0.52327
1993,Saxony-Anhalt,Rural regions,Yes,0.30536,90,260,0.24927,0.36145
1993,Saxony-Anhalt,Rural regions,No,0.63393,170,260,0.57527,0.69260
1993,Thuringa,Urban regions,Yes,0.39527,36,85,0.29071,0.49982
1993,Thuringa,Urban regions,No,0.54945,49,85,0.44304,0.65585
1993,Thuringa,Rural regions,Yes,0.43764,98,216,0.37133,0.50396
1993,Thuringa,Rural regions,No,0.48336,118,216,0.41656,0.55016
1994,Schleswig-Holstein,Urban regions,Yes,0.71023,54,54,0.58809,0.83236
1994,Schleswig-Holstein,Rural regions,Yes,0.69897,55,55,0.57662,0.82132
1994,Hamburg,Urban regions,Yes,0.63180,60,60,0.50872,0.75487
1994,Lower Saxony,Urban regions,Yes,0.63777,165,250,0.57807,0.69747
1994,Lower Saxony,Urban regions,No,0.30295,85,250,0.24588,0.36003
1994,Lower Saxony,Rural regions,Yes,0.69306,169,237,0.63422,0.75191
1994,Lower Saxony,Rural regions,No,0.29511,68,237,0.23692,0.35330
1994,Bremen,Urban regions,Yes,0.78668,44,44,0.66423,0.90912
1994,North Rhine-Westphalia,Urban regions,Yes,0.66009,743,1164,0.63286,0.68731
1994,North Rhine-Westphalia,Urban regions,No,0.29914,421,1164,0.27282,0.32546
1994,Hesse,Urban regions,Yes,0.70327,258,385,0.65758,0.74896
1994,Hesse,Urban regions,No,0.27635,127,385,0.23162,0.32108
1994,Hesse,Rural regions,Yes,0.59021,38,38,0.43175,0.74868
1994,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.68426,185,265,0.62819,0.74033
1994,"Rhineland-Palatinate, Saarland",Urban regions,No,0.30890,80,265,0.25316,0.36464
1994,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.69985,36,36,0.54800,0.85169
1994,Baden-Wuerttemberg,Urban regions,Yes,0.73349,477,700,0.70071,0.76627
1994,Baden-Wuerttemberg,Urban regions,No,0.24545,223,700,0.21355,0.27736
1994,Baden-Wuerttemberg,Rural regions,Yes,0.70790,69,106,0.62092,0.79488
1994,Baden-Wuerttemberg,Rural regions,No,0.25842,37,106,0.17469,0.34215
1994,Bavaria,Urban regions,Yes,0.77883,330,425,0.73933,0.81834
1994,Bavaria,Urban regions,No,0.18699,95,425,0.14987,0.22410
1994,Bavaria,Rural regions,Yes,0.69947,277,378,0.65319,0.74575
1994,Bavaria,Rural regions,No,0.23486,101,378,0.19207,0.27765
1994,Berlin,Urban regions,Yes,0.69052,213,285,0.63676,0.74429
1994,Berlin,Urban regions,No,0.20463,72,285,0.15771,0.25155
1994,Brandenburg,Rural regions,Yes,0.45483,130,259,0.39407,0.51559
1994,Brandenburg,Rural regions,No,0.50477,129,259,0.44376,0.56578
1994,Mecklenburg-Western Pomerania,Rural regions,Yes,0.48057,82,162,0.40339,0.55774
1994,Mecklenburg-Western Pomerania,Rural regions,No,0.47126,80,162,0.39415,0.54837
1994,Saxony,Urban regions,Yes,0.45162,137,277,0.39290,0.51033
1994,Saxony,Urban regions,No,0.48429,140,277,0.42533,0.54325
1994,Saxony,Rural regions,Yes,0.26470,83,260,0.21097,0.31843
1994,Saxony,Rural regions,No,0.70925,177,260,0.65395,0.76456
1994,Saxony-Anhalt,Urban regions,Yes,0.44672,37,72,0.33108,0.56236
1994,Saxony-Anhalt,Urban regions,No,0.49056,35,72,0.37427,0.60684
1994,Saxony-Anhalt,Rural regions,Yes,0.30919,88,249,0.25167,0.36671
1994,Saxony-Anhalt,Rural regions,No,0.61115,161,249,0.55048,0.67183
1994,Thuringa,Urban regions,Yes,0.44445,43,93,0.34291,0.54599
1994,Thuringa,Urban regions,No,0.52255,50,93,0.42048,0.62461
1994,Thuringa,Rural regions,Yes,0.41302,97,215,0.34705,0.47899
1994,Thuringa,Rural regions,No,0.48153,118,215,0.41458,0.54847
1995,Schleswig-Holstein,Urban regions,Yes,0.72534,55,55,0.60629,0.84439
1995,Schleswig-Holstein,Rural regions,Yes,0.70307,56,56,0.58231,0.82382
1995,Hamburg,Urban regions,Yes,0.64756,57,57,0.52244,0.77269
1995,Lower Saxony,Urban regions,Yes,0.66620,177,266,0.60942,0.72298
1995,Lower Saxony,Urban regions,No,0.29300,89,266,0.23820,0.34780
