year,bula_h,regtyp,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Hamburg,Urban regions,No,0.33549,45,173,0.26492,0.40605
2003,Lower Saxony,Urban regions,Yes,0.80069,393,476,0.76476,0.83662
2003,Lower Saxony,Urban regions,No,0.17306,83,476,0.13903,0.20708
2003,Lower Saxony,Rural regions,Yes,0.80523,414,490,0.77013,0.84033
2003,Lower Saxony,Rural regions,No,0.17362,76,490,0.14005,0.20719
2003,Bremen,Urban regions,Yes,0.73618,83,83,0.64079,0.83157
2003,North Rhine-Westphalia,Urban regions,Yes,0.75967,1933,2394,0.74255,0.77679
2003,North Rhine-Westphalia,Urban regions,No,0.21246,461,2394,0.19607,0.22885
2003,North Rhine-Westphalia,Rural regions,Yes,0.80038,49,49,0.68730,0.91346
2003,Hesse,Urban regions,Yes,0.73182,523,657,0.69792,0.76572
2003,Hesse,Urban regions,No,0.24075,134,657,0.20803,0.27346
2003,Hesse,Rural regions,Yes,0.74909,104,104,0.66537,0.83282
2003,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.74114,434,550,0.70450,0.77778
2003,"Rhineland-Palatinate, Saarland",Urban regions,No,0.24183,116,550,0.20601,0.27765
2003,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.73900,128,164,0.67158,0.80643
2003,"Rhineland-Palatinate, Saarland",Rural regions,No,0.24363,36,164,0.17773,0.30954
2003,Baden-Wuerttemberg,Urban regions,Yes,0.79203,1016,1248,0.76950,0.81455
2003,Baden-Wuerttemberg,Urban regions,No,0.18681,232,1248,0.16518,0.20844
2003,Baden-Wuerttemberg,Rural regions,Yes,0.74904,93,93,0.66044,0.83764
2003,Bavaria,Urban regions,Yes,0.81184,723,849,0.78554,0.83815
2003,Bavaria,Urban regions,No,0.16606,126,849,0.14102,0.19111
2003,Bavaria,Rural regions,Yes,0.79977,653,780,0.77167,0.82787
2003,Bavaria,Rural regions,No,0.18191,127,780,0.15482,0.20900
2003,Berlin,Urban regions,Yes,0.68771,355,478,0.64612,0.72930
2003,Berlin,Urban regions,No,0.28663,123,478,0.24605,0.32721
2003,Brandenburg,Rural regions,Yes,0.55730,268,449,0.51130,0.60329
2003,Brandenburg,Rural regions,No,0.42311,181,449,0.37736,0.46886
2003,Mecklenburg-Western Pomerania,Urban regions,Yes,0.77981,33,33,0.63623,0.92338
2003,Mecklenburg-Western Pomerania,Rural regions,Yes,0.55298,141,233,0.48901,0.61696
2003,Mecklenburg-Western Pomerania,Rural regions,No,0.41652,92,233,0.35309,0.47996
2003,Saxony,Urban regions,Yes,0.57057,251,407,0.52242,0.61872
2003,Saxony,Urban regions,No,0.39253,156,407,0.34503,0.44003
2003,Saxony,Rural regions,Yes,0.45614,198,408,0.40775,0.50453
2003,Saxony,Rural regions,No,0.51141,210,408,0.46284,0.55997
2003,Saxony-Anhalt,Urban regions,Yes,0.66098,70,70,0.54928,0.77267
2003,Saxony-Anhalt,Rural regions,Yes,0.46409,190,378,0.41375,0.51443
2003,Saxony-Anhalt,Rural regions,No,0.50502,188,378,0.45455,0.55549
2003,Thuringa,Urban regions,Yes,0.60480,86,140,0.52352,0.68608
2003,Thuringa,Urban regions,No,0.38471,54,140,0.30382,0.46559
2003,Thuringa,Rural regions,Yes,0.43716,164,326,0.38323,0.49109
2003,Thuringa,Rural regions,No,0.51553,162,326,0.46120,0.56987
2004,Schleswig-Holstein,Urban regions,Yes,0.66408,120,158,0.59020,0.73796
2004,Schleswig-Holstein,Urban regions,No,0.32584,38,158,0.25253,0.39916
2004,Schleswig-Holstein,Rural regions,Yes,0.73894,165,204,0.67852,0.79936
2004,Schleswig-Holstein,Rural regions,No,0.26106,39,204,0.20064,0.32148
2004,Hamburg,Urban regions,Yes,0.66619,132,173,0.59572,0.73667
2004,Hamburg,Urban regions,No,0.28512,41,173,0.21765,0.35259
2004,Lower Saxony,Urban regions,Yes,0.78449,390,470,0.74728,0.82170
2004,Lower Saxony,Urban regions,No,0.17641,80,470,0.14192,0.21091
2004,Lower Saxony,Rural regions,Yes,0.80470,419,488,0.76949,0.83991
2004,Lower Saxony,Rural regions,No,0.16413,69,488,0.13124,0.19703
2004,Bremen,Urban regions,Yes,0.80079,82,82,0.71381,0.88777
2004,North Rhine-Westphalia,Urban regions,Yes,0.76826,1886,2323,0.75109,0.78542
2004,North Rhine-Westphalia,Urban regions,No,0.20562,437,2323,0.18918,0.22206
2004,North Rhine-Westphalia,Rural regions,Yes,0.83850,48,48,0.73330,0.94371
2004,Hesse,Urban regions,Yes,0.74587,514,637,0.71204,0.77971
2004,Hesse,Urban regions,No,0.22782,123,637,0.19523,0.26042
2004,Hesse,Rural regions,Yes,0.75184,101,101,0.66718,0.83650
2004,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.74349,426,534,0.70641,0.78056
2004,"Rhineland-Palatinate, Saarland",Urban regions,No,0.23546,108,534,0.19944,0.27148
2004,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.72835,124,160,0.65920,0.79749
2004,"Rhineland-Palatinate, Saarland",Rural regions,No,0.25190,36,160,0.18442,0.31937
2004,Baden-Wuerttemberg,Urban regions,Yes,0.79679,993,1213,0.77414,0.81944
2004,Baden-Wuerttemberg,Urban regions,No,0.18692,220,1213,0.16497,0.20887
2004,Baden-Wuerttemberg,Rural regions,Yes,0.74900,92,92,0.65992,0.83809
2004,Bavaria,Urban regions,Yes,0.81202,707,816,0.78520,0.83885
2004,Bavaria,Urban regions,No,0.16143,109,816,0.13617,0.18669
2004,Bavaria,Rural regions,Yes,0.79084,650,765,0.76200,0.81968
2004,Bavaria,Rural regions,No,0.17307,115,765,0.14624,0.19989
2004,Berlin,Urban regions,Yes,0.69795,357,469,0.65636,0.73955
2004,Berlin,Urban regions,No,0.26802,112,469,0.22789,0.30814
2004,Brandenburg,Urban regions,Yes,0.75012,31,31,0.59520,0.90505
2004,Brandenburg,Rural regions,Yes,0.58178,272,435,0.53538,0.62819
2004,Brandenburg,Rural regions,No,0.39912,163,435,0.35305,0.44520
2004,Mecklenburg-Western Pomerania,Urban regions,Yes,0.69816,35,35,0.54385,0.85246
2004,Mecklenburg-Western Pomerania,Rural regions,Yes,0.54527,140,231,0.48091,0.60962
2004,Mecklenburg-Western Pomerania,Rural regions,No,0.42568,91,231,0.36178,0.48958
2004,Saxony,Urban regions,Yes,0.55681,239,397,0.50789,0.60574
2004,Saxony,Urban regions,No,0.40516,158,397,0.35680,0.45351
2004,Saxony,Rural regions,Yes,0.46673,201,396,0.41753,0.51593
2004,Saxony,Rural regions,No,0.49466,195,396,0.44536,0.54397
2004,Saxony-Anhalt,Urban regions,Yes,0.71248,71,71,0.60645,0.81851
2004,Saxony-Anhalt,Rural regions,Yes,0.47708,190,370,0.42612,0.52805
2004,Saxony-Anhalt,Rural regions,No,0.48485,180,370,0.43386,0.53585
2004,Thuringa,Urban regions,Yes,0.58513,85,140,0.50322,0.66704
2004,Thuringa,Urban regions,No,0.40875,55,140,0.32702,0.49048
2004,Thuringa,Rural regions,Yes,0.44821,168,325,0.39406,0.50236
2004,Thuringa,Rural regions,No,0.50653,157,325,0.45209,0.56097
2005,Schleswig-Holstein,Urban regions,Yes,0.74799,127,127,0.67218,0.82380
2005,Schleswig-Holstein,Rural regions,Yes,0.83031,176,176,0.77469,0.88592
2005,Hamburg,Urban regions,Yes,0.68551,133,176,0.61671,0.75430
2005,Hamburg,Urban regions,No,0.31449,43,176,0.24570,0.38329
2005,Lower Saxony,Urban regions,Yes,0.79481,381,466,0.75810,0.83152
2005,Lower Saxony,Urban regions,No,0.20519,85,466,0.16848,0.24190
2005,Lower Saxony,Rural regions,Yes,0.87815,424,479,0.84883,0.90748
2005,Lower Saxony,Rural regions,No,0.12073,55,479,0.09152,0.14994
2005,Bremen,Urban regions,Yes,0.81353,72,72,0.72294,0.90413
2005,North Rhine-Westphalia,Urban regions,Yes,0.79418,1886,2306,0.77767,0.81069
2005,North Rhine-Westphalia,Urban regions,No,0.20207,420,2306,0.18568,0.21846
2005,North Rhine-Westphalia,Rural regions,Yes,0.95387,49,49,0.89453,1.01322
2005,Hesse,Urban regions,Yes,0.76683,513,632,0.73383,0.79982
2005,Hesse,Urban regions,No,0.22963,119,632,0.19682,0.26245
2005,Hesse,Rural regions,Yes,0.80162,107,107,0.72570,0.87753
2005,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.77004,418,520,0.73383,0.80624
2005,"Rhineland-Palatinate, Saarland",Urban regions,No,0.22431,102,520,0.18842,0.26019
2005,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.82722,133,133,0.76272,0.89171
2005,Baden-Wuerttemberg,Urban regions,Yes,0.82454,996,1209,0.80310,0.84599
2005,Baden-Wuerttemberg,Urban regions,No,0.17489,213,1209,0.15347,0.19632
2005,Baden-Wuerttemberg,Rural regions,Yes,0.75158,85,85,0.65917,0.84398
2005,Bavaria,Urban regions,Yes,0.84379,693,797,0.81857,0.86901
2005,Bavaria,Urban regions,No,0.15200,104,797,0.12706,0.17694
2005,Bavaria,Rural regions,Yes,0.79344,627,755,0.76454,0.82233
2005,Bavaria,Rural regions,No,0.20297,128,755,0.17426,0.23168
2005,Berlin,Urban regions,Yes,0.73961,353,458,0.69937,0.77984
2005,Berlin,Urban regions,No,0.25733,105,458,0.21724,0.29741
2005,Brandenburg,Rural regions,Yes,0.62302,280,427,0.57699,0.66904
2005,Brandenburg,Rural regions,No,0.37501,147,427,0.32904,0.42098
2005,Mecklenburg-Western Pomerania,Urban regions,Yes,0.80701,32,32,0.66808,0.94593
2005,Mecklenburg-Western Pomerania,Rural regions,Yes,0.62161,161,235,0.55947,0.68375
2005,Mecklenburg-Western Pomerania,Rural regions,No,0.37839,74,235,0.31625,0.44053
2005,Saxony,Urban regions,Yes,0.55557,246,413,0.50759,0.60355
2005,Saxony,Urban regions,No,0.42707,167,413,0.37930,0.47483
2005,Saxony,Rural regions,Yes,0.50140,208,396,0.45209,0.55070
2005,Saxony,Rural regions,No,0.49860,188,396,0.44930,0.54791
2005,Saxony-Anhalt,Urban regions,Yes,0.68521,72,72,0.57717,0.79324
2005,Saxony-Anhalt,Rural regions,Yes,0.47149,184,367,0.42035,0.52263
2005,Saxony-Anhalt,Rural regions,No,0.52612,183,367,0.47496,0.57727
2005,Thuringa,Urban regions,Yes,0.60549,85,137,0.52335,0.68763
2005,Thuringa,Urban regions,No,0.39061,52,137,0.30861,0.47261
2005,Thuringa,Rural regions,Yes,0.52611,175,324,0.47166,0.58057
2005,Thuringa,Rural regions,No,0.45966,149,324,0.40531,0.51401
2006,Schleswig-Holstein,Urban regions,Yes,0.81198,138,138,0.74655,0.87741
2006,Schleswig-Holstein,Rural regions,Yes,0.77691,188,230,0.72298,0.83083
2006,Schleswig-Holstein,Rural regions,No,0.22309,42,230,0.16917,0.27702
2006,Hamburg,Urban regions,Yes,0.75196,158,194,0.69102,0.81289
2006,Hamburg,Urban regions,No,0.24804,36,194,0.18711,0.30898
2006,Lower Saxony,Urban regions,Yes,0.82113,443,525,0.78831,0.85394
2006,Lower Saxony,Urban regions,No,0.17796,82,525,0.14521,0.21071
2006,Lower Saxony,Rural regions,Yes,0.86223,482,548,0.83335,0.89112
2006,Lower Saxony,Rural regions,No,0.13777,66,548,0.10888,0.16665
2006,Bremen,Urban regions,Yes,0.86877,80,80,0.79431,0.94323
2006,North Rhine-Westphalia,Urban regions,Yes,0.78653,2015,2471,0.77037,0.80269
2006,North Rhine-Westphalia,Urban regions,No,0.21101,456,2471,0.19491,0.22710
2006,North Rhine-Westphalia,Rural regions,Yes,0.94713,59,59,0.88954,1.00472
2006,Hesse,Urban regions,Yes,0.76128,555,688,0.72940,0.79316
2006,Hesse,Urban regions,No,0.23182,133,688,0.20027,0.26338
2006,Hesse,Rural regions,Yes,0.81284,129,129,0.74527,0.88041
2006,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.76812,447,550,0.73282,0.80342
2006,"Rhineland-Palatinate, Saarland",Urban regions,No,0.22622,103,550,0.19123,0.26122
2006,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.81672,149,149,0.75439,0.87906
2006,Baden-Wuerttemberg,Urban regions,Yes,0.80760,1109,1347,0.78654,0.82866
2006,Baden-Wuerttemberg,Urban regions,No,0.19216,238,1347,0.17111,0.21321
2006,Baden-Wuerttemberg,Rural regions,Yes,0.76660,98,98,0.68242,0.85078
2006,Bavaria,Urban regions,Yes,0.83632,753,867,0.81168,0.86096
2006,Bavaria,Urban regions,No,0.16368,114,867,0.13904,0.18832
2006,Bavaria,Rural regions,Yes,0.81884,740,860,0.79308,0.84460
2006,Bavaria,Rural regions,No,0.17495,120,860,0.14954,0.20035
2006,Berlin,Urban regions,Yes,0.71694,361,484,0.67677,0.75712
2006,Berlin,Urban regions,No,0.28306,123,484,0.24288,0.32323
2006,Brandenburg,Rural regions,Yes,0.65099,326,486,0.60857,0.69341
2006,Brandenburg,Rural regions,No,0.34901,160,486,0.30659,0.39143
2006,Mecklenburg-Western Pomerania,Urban regions,Yes,0.85190,34,34,0.73071,0.97309
2006,Mecklenburg-Western Pomerania,Rural regions,Yes,0.63374,180,263,0.57540,0.69208
2006,Mecklenburg-Western Pomerania,Rural regions,No,0.36320,83,263,0.30497,0.42144
2006,Saxony,Urban regions,Yes,0.58450,278,454,0.53911,0.62988
2006,Saxony,Urban regions,No,0.40694,176,454,0.36170,0.45218
2006,Saxony,Rural regions,Yes,0.49140,222,422,0.44365,0.53916
2006,Saxony,Rural regions,No,0.50860,200,422,0.46084,0.55635
2006,Saxony-Anhalt,Urban regions,Yes,0.70200,69,69,0.59329,0.81071
2006,Saxony-Anhalt,Rural regions,Yes,0.51652,204,395,0.46718,0.56586
2006,Saxony-Anhalt,Rural regions,No,0.48083,191,395,0.43149,0.53016
2006,Thuringa,Urban regions,Yes,0.65207,98,147,0.57481,0.72934
2006,Thuringa,Urban regions,No,0.34793,49,147,0.27066,0.42519
2006,Thuringa,Rural regions,Yes,0.56414,213,367,0.51334,0.61494
2006,Thuringa,Rural regions,No,0.43470,154,367,0.38391,0.48548
2007,Schleswig-Holstein,Urban regions,Yes,0.83185,125,125,0.76602,0.89768
2007,Schleswig-Holstein,Rural regions,Yes,0.77484,169,216,0.71901,0.83068
2007,Schleswig-Holstein,Rural regions,No,0.22516,47,216,0.16932,0.28099
2007,Hamburg,Urban regions,Yes,0.78461,155,190,0.72600,0.84322
2007,Hamburg,Urban regions,No,0.21539,35,190,0.15678,0.27400
2007,Lower Saxony,Urban regions,Yes,0.84145,426,489,0.80904,0.87386
2007,Lower Saxony,Urban regions,No,0.15855,63,489,0.12614,0.19096
2007,Lower Saxony,Rural regions,Yes,0.83859,445,517,0.80684,0.87033
2007,Lower Saxony,Rural regions,No,0.16141,72,517,0.12967,0.19316
2007,Bremen,Urban regions,Yes,0.83728,78,78,0.75483,0.91972
2007,North Rhine-Westphalia,Urban regions,Yes,0.80668,1890,2279,0.79046,0.82290
2007,North Rhine-Westphalia,Urban regions,No,0.19006,389,2279,0.17395,0.20618
2007,North Rhine-Westphalia,Rural regions,Yes,0.94120,53,53,0.87725,1.00514
2007,Hesse,Urban regions,Yes,0.79508,536,640,0.76378,0.82637
2007,Hesse,Urban regions,No,0.19833,104,640,0.16742,0.22925
2007,Hesse,Rural regions,Yes,0.79708,116,116,0.72357,0.87058
2007,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.79556,422,507,0.76042,0.83070
2007,"Rhineland-Palatinate, Saarland",Urban regions,No,0.20240,85,507,0.16739,0.23741
2007,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.83188,131,131,0.76759,0.89617
2007,Baden-Wuerttemberg,Urban regions,Yes,0.82358,1025,1231,0.80228,0.84489
2007,Baden-Wuerttemberg,Urban regions,No,0.17548,206,1231,0.15422,0.19674
2007,Baden-Wuerttemberg,Rural regions,Yes,0.83531,99,99,0.76187,0.90874
2007,Bavaria,Urban regions,Yes,0.83167,710,822,0.80608,0.85727
2007,Bavaria,Urban regions,No,0.16833,112,822,0.14273,0.19392
2007,Bavaria,Rural regions,Yes,0.83785,712,817,0.81256,0.86314
2007,Bavaria,Rural regions,No,0.15554,105,817,0.13067,0.18040
2007,Berlin,Urban regions,Yes,0.75221,361,463,0.71284,0.79158
2007,Berlin,Urban regions,No,0.24562,102,463,0.20637,0.28487
2007,Brandenburg,Urban regions,Yes,0.74312,33,33,0.59174,0.89450
2007,Brandenburg,Rural regions,Yes,0.62455,296,445,0.57951,0.66960
2007,Brandenburg,Rural regions,No,0.37545,149,445,0.33040,0.42049
2007,Mecklenburg-Western Pomerania,Urban regions,Yes,0.89058,35,35,0.78565,0.99551
2007,Mecklenburg-Western Pomerania,Rural regions,Yes,0.63924,163,242,0.57861,0.69987
2007,Mecklenburg-Western Pomerania,Rural regions,No,0.35748,79,242,0.29697,0.41799
2007,Saxony,Urban regions,Yes,0.61477,264,422,0.56829,0.66126
2007,Saxony,Urban regions,No,0.38436,158,422,0.33789,0.43082
2007,Saxony,Rural regions,Yes,0.49809,231,411,0.44970,0.54649
2007,Saxony,Rural regions,No,0.50191,180,411,0.45351,0.55030
2007,Saxony-Anhalt,Urban regions,Yes,0.72660,65,65,0.61741,0.83580
2007,Saxony-Anhalt,Rural regions,Yes,0.51612,191,370,0.46513,0.56711
2007,Saxony-Anhalt,Rural regions,No,0.48080,179,370,0.42982,0.53178
2007,Thuringa,Urban regions,Yes,0.73284,101,142,0.65981,0.80588
2007,Thuringa,Urban regions,No,0.26716,41,142,0.19412,0.34019
2007,Thuringa,Rural regions,Yes,0.56221,201,347,0.50993,0.61449
2007,Thuringa,Rural regions,No,0.43779,146,347,0.38551,0.49007
2008,Schleswig-Holstein,Urban regions,Yes,0.83769,113,113,0.76940,0.90598
2008,Schleswig-Holstein,Rural regions,Yes,0.77774,164,201,0.72012,0.83536
2008,Schleswig-Holstein,Rural regions,No,0.22226,37,201,0.16464,0.27988
2008,Hamburg,Urban regions,Yes,0.79524,156,156,0.73171,0.85877
2008,Lower Saxony,Urban regions,Yes,0.83971,412,473,0.80661,0.87281
2008,Lower Saxony,Urban regions,No,0.16029,61,473,0.12719,0.19339
2008,Lower Saxony,Rural regions,Yes,0.84694,430,492,0.81509,0.87879
2008,Lower Saxony,Rural regions,No,0.15306,62,492,0.12121,0.18491
2008,Bremen,Urban regions,Yes,0.83993,73,73,0.75523,0.92463
2008,North Rhine-Westphalia,Urban regions,Yes,0.81170,1766,2118,0.79504,0.82835
2008,North Rhine-Westphalia,Urban regions,No,0.18608,352,2118,0.16950,0.20265
2008,North Rhine-Westphalia,Rural regions,Yes,0.93042,50,50,0.85917,1.00166
2008,Hesse,Urban regions,Yes,0.79106,509,605,0.75863,0.82348
2008,Hesse,Urban regions,No,0.20438,96,605,0.17222,0.23654
2008,Hesse,Rural regions,Yes,0.82338,107,107,0.75079,0.89598
2008,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.81653,399,475,0.78169,0.85138
2008,"Rhineland-Palatinate, Saarland",Urban regions,No,0.18347,76,475,0.14862,0.21831
2008,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.83076,122,122,0.76395,0.89757
2008,Baden-Wuerttemberg,Urban regions,Yes,0.82941,971,1167,0.80782,0.85100
2008,Baden-Wuerttemberg,Urban regions,No,0.16956,196,1167,0.14802,0.19110
2008,Baden-Wuerttemberg,Rural regions,Yes,0.85569,100,100,0.78647,0.92491
2008,Bavaria,Urban regions,Yes,0.82819,659,765,0.80145,0.85494
2008,Bavaria,Urban regions,No,0.17181,106,765,0.14506,0.19855
2008,Bavaria,Rural regions,Yes,0.84256,669,770,0.81682,0.86830
2008,Bavaria,Rural regions,No,0.15342,101,770,0.12795,0.17890
2008,Berlin,Urban regions,Yes,0.75822,352,449,0.71857,0.79787
2008,Berlin,Urban regions,No,0.23897,97,449,0.19948,0.27846
2008,Brandenburg,Urban regions,Yes,0.76004,32,32,0.60971,0.91038
2008,Brandenburg,Rural regions,Yes,0.67623,292,427,0.63179,0.72066
2008,Brandenburg,Rural regions,No,0.32377,135,427,0.27934,0.36821
2008,Mecklenburg-Western Pomerania,Urban regions,Yes,0.95003,37,37,0.87886,1.02121
2008,Mecklenburg-Western Pomerania,Rural regions,Yes,0.65601,165,235,0.59514,0.71687
2008,Mecklenburg-Western Pomerania,Rural regions,No,0.34068,70,235,0.27995,0.40140
2008,Saxony,Urban regions,Yes,0.65395,267,411,0.60790,0.70000
2008,Saxony,Urban regions,No,0.34605,144,411,0.30000,0.39210
2008,Saxony,Rural regions,Yes,0.52701,222,389,0.47733,0.57669
2008,Saxony,Rural regions,No,0.47299,167,389,0.42331,0.52267
2008,Saxony-Anhalt,Urban regions,Yes,0.76315,70,70,0.66283,0.86347
2008,Saxony-Anhalt,Rural regions,Yes,0.53944,183,341,0.48645,0.59242
2008,Saxony-Anhalt,Rural regions,No,0.46056,158,341,0.40758,0.51355
2008,Thuringa,Urban regions,Yes,0.69124,103,143,0.61526,0.76723
2008,Thuringa,Urban regions,No,0.30876,40,143,0.23277,0.38474
2008,Thuringa,Rural regions,Yes,0.60511,202,330,0.55229,0.65793
2008,Thuringa,Rural regions,No,0.39489,128,330,0.34207,0.44771
2009,Schleswig-Holstein,Urban regions,Yes,0.84997,97,97,0.77853,0.92140
2009,Schleswig-Holstein,Rural regions,Yes,0.83691,158,193,0.78465,0.88917
2009,Schleswig-Holstein,Rural regions,No,0.16309,35,193,0.11083,0.21535
2009,Hamburg,Urban regions,Yes,0.82224,155,155,0.76186,0.88262
2009,Lower Saxony,Urban regions,Yes,0.84460,383,440,0.81071,0.87849
2009,Lower Saxony,Urban regions,No,0.15540,57,440,0.12151,0.18929
2009,Lower Saxony,Rural regions,Yes,0.84755,413,475,0.81519,0.87991
2009,Lower Saxony,Rural regions,No,0.15245,62,475,0.12009,0.18481
2009,Bremen,Urban regions,Yes,0.89940,68,68,0.82738,0.97143
2009,North Rhine-Westphalia,Urban regions,Yes,0.82797,1669,1972,0.81131,0.84463
2009,North Rhine-Westphalia,Urban regions,No,0.17019,303,1972,0.15359,0.18678
2009,North Rhine-Westphalia,Rural regions,Yes,0.89536,49,49,0.80876,0.98195
2009,Hesse,Urban regions,Yes,0.79635,476,569,0.76323,0.82947
2009,Hesse,Urban regions,No,0.20365,93,569,0.17053,0.23677
2009,Hesse,Rural regions,Yes,0.82016,105,105,0.74634,0.89397
2009,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.80838,374,449,0.77193,0.84482
2009,"Rhineland-Palatinate, Saarland",Urban regions,No,0.19162,75,449,0.15518,0.22807
2009,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.79030,112,112,0.71456,0.86603
2009,Baden-Wuerttemberg,Urban regions,Yes,0.84112,880,1048,0.81898,0.86327
2009,Baden-Wuerttemberg,Urban regions,No,0.15761,168,1048,0.13554,0.17968
2009,Baden-Wuerttemberg,Rural regions,Yes,0.83919,90,90,0.76286,0.91551
2009,Bavaria,Urban regions,Yes,0.82437,617,721,0.79658,0.85216
2009,Bavaria,Urban regions,No,0.17252,104,721,0.14492,0.20011
2009,Bavaria,Rural regions,Yes,0.83888,631,730,0.81220,0.86557
2009,Bavaria,Rural regions,No,0.15592,99,730,0.12958,0.18225
2009,Berlin,Urban regions,Yes,0.75453,343,439,0.71423,0.79484
2009,Berlin,Urban regions,No,0.24547,96,439,0.20516,0.28577
2009,Brandenburg,Urban regions,Yes,0.77235,32,32,0.62475,0.91996
2009,Brandenburg,Rural regions,Yes,0.64708,272,408,0.60065,0.69351
2009,Brandenburg,Rural regions,No,0.35292,136,408,0.30649,0.39935
2009,Mecklenburg-Western Pomerania,Urban regions,Yes,0.96882,32,32,0.90764,1.03000
2009,Mecklenburg-Western Pomerania,Rural regions,Yes,0.66113,168,234,0.60035,0.72191
2009,Mecklenburg-Western Pomerania,Rural regions,No,0.33532,66,234,0.27470,0.39594
2009,Saxony,Urban regions,Yes,0.64274,255,387,0.59493,0.69054
2009,Saxony,Urban regions,No,0.35142,132,387,0.30380,0.39905
2009,Saxony,Rural regions,Yes,0.54956,219,368,0.49866,0.60047
2009,Saxony,Rural regions,No,0.44958,149,368,0.39868,0.50047
2009,Saxony-Anhalt,Urban regions,Yes,0.76881,64,64,0.66470,0.87292
2009,Saxony-Anhalt,Rural regions,Yes,0.55782,186,333,0.50440,0.61124
2009,Saxony-Anhalt,Rural regions,No,0.44218,147,333,0.38876,0.49560
2009,Thuringa,Urban regions,Yes,0.65401,97,140,0.57493,0.73309
2009,Thuringa,Urban regions,No,0.34599,43,140,0.26691,0.42507
2009,Thuringa,Rural regions,Yes,0.58370,187,311,0.52882,0.63857
2009,Thuringa,Rural regions,No,0.41588,124,311,0.36102,0.47075
2010,Schleswig-Holstein,Urban regions,Yes,0.85767,138,138,0.79916,0.91618
2010,Schleswig-Holstein,Rural regions,Yes,0.80896,239,296,0.76410,0.85382
2010,Schleswig-Holstein,Rural regions,No,0.19104,57,296,0.14618,0.23590
2010,Hamburg,Urban regions,Yes,0.84439,215,215,0.79582,0.89296
2010,Lower Saxony,Urban regions,Yes,0.83327,500,589,0.80314,0.86339
2010,Lower Saxony,Urban regions,No,0.16673,89,589,0.13661,0.19686
2010,Lower Saxony,Rural regions,Yes,0.85125,576,671,0.82430,0.87819
2010,Lower Saxony,Rural regions,No,0.14875,95,671,0.12181,0.17570
2010,Bremen,Urban regions,Yes,0.83103,92,92,0.75404,0.90803
2010,North Rhine-Westphalia,Urban regions,Yes,0.82867,2292,2741,0.81456,0.84277
2010,North Rhine-Westphalia,Urban regions,No,0.16950,449,2741,0.15545,0.18355
2010,North Rhine-Westphalia,Rural regions,Yes,0.91821,61,61,0.84887,0.98755
2010,Hesse,Urban regions,Yes,0.79738,635,767,0.76891,0.82584
2010,Hesse,Urban regions,No,0.20098,132,767,0.17260,0.22936
2010,Hesse,Rural regions,Yes,0.83252,158,198,0.78038,0.88467
2010,Hesse,Rural regions,No,0.16748,40,198,0.11533,0.21962
2010,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.79196,476,590,0.75918,0.82474
2010,"Rhineland-Palatinate, Saarland",Urban regions,No,0.20527,114,590,0.17265,0.23789
2010,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.81125,158,158,0.75004,0.87246
2010,Baden-Wuerttemberg,Urban regions,Yes,0.84244,1260,1467,0.82380,0.86109
2010,Baden-Wuerttemberg,Urban regions,No,0.15756,207,1467,0.13891,0.17620
2010,Baden-Wuerttemberg,Rural regions,Yes,0.82245,136,136,0.75799,0.88692
2010,Bavaria,Urban regions,Yes,0.83042,809,943,0.80646,0.85439
2010,Bavaria,Urban regions,No,0.16882,134,943,0.14490,0.19274
2010,Bavaria,Rural regions,Yes,0.81704,948,1091,0.79408,0.83999
2010,Bavaria,Rural regions,No,0.17778,143,1091,0.15508,0.20048
2010,Berlin,Urban regions,Yes,0.73859,473,593,0.70319,0.77399
2010,Berlin,Urban regions,No,0.25675,120,593,0.22156,0.29194
2010,Brandenburg,Urban regions,Yes,0.65555,33,33,0.49091,0.82020
2010,Brandenburg,Rural regions,Yes,0.67073,348,515,0.63010,0.71135
2010,Brandenburg,Rural regions,No,0.32785,167,515,0.28727,0.36844
2010,Mecklenburg-Western Pomerania,Urban regions,Yes,0.94397,44,44,0.87523,1.01271
2010,Mecklenburg-Western Pomerania,Rural regions,Yes,0.67080,227,303,0.61780,0.72380
2010,Mecklenburg-Western Pomerania,Rural regions,No,0.32920,76,303,0.27620,0.38220
2010,Saxony,Urban regions,Yes,0.68738,336,498,0.64662,0.72813
2010,Saxony,Urban regions,No,0.31262,162,498,0.27187,0.35338
