"plh0012_h","year","sampreg","n","percent","lower_confidence","upper_confidence"
"Die Linke","2001","Westdeutschland, alte Bundeslaender","53","0.00728533906726044","0.00536118970662786","0.00920948842789303"
"Die Linke","2001","Ostdeutschland, neue Bundeslaender","380","0.216058319491155","0.197114106683645","0.235002532298666"
"NPD/Republikaner/Die Rechte","2001","Westdeutschland, alte Bundeslaender","67","0.00733921241191539","0.00540801424620899","0.00927041057762179"
"NPD/Republikaner/Die Rechte","2001","Ostdeutschland, neue Bundeslaender","31","0.0150620707389925","0.00945551735790093","0.0206686241200841"
"Andere","2001","Westdeutschland, alte Bundeslaender","62","0.00966150152424231","0.00744832618282018","0.0118746768656644"
"Andere","2001","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","2001","Westdeutschland, alte Bundeslaender","38","0.0055743030699628","0.00388975605623546","0.00725885008369015"
"SPD/Buendnis90/Gruene","2001","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","2001","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","2001","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","2001","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","2001","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2001","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2001","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","2001","Westdeutschland, alte Bundeslaender","","","",""
"CDU/CSU","2001","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","2001","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","2001","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2001","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2001","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2001","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2001","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","2001","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","2001","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2001","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2001","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2001","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2001","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","2001","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","2001","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2001","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2001","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","2001","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","2001","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","2001","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","2001","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","2001","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","2001","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","2001","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","2001","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","2001","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","2001","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","2001","Westdeutschland, alte Bundeslaender","","","",""
"AfD","2001","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2001","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2001","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","2001","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","2001","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","2002","Westdeutschland, alte Bundeslaender","3701","0.441823490727742","0.431310106844385","0.4523368746111"
"SPD","2002","Ostdeutschland, neue Bundeslaender","564","0.297907075968359","0.277466357516639","0.318347794420079"
"CDU","2002","Westdeutschland, alte Bundeslaender","2656","0.31173721484005","0.301930945606332","0.321543484073769"
"CDU","2002","Ostdeutschland, neue Bundeslaender","622","0.303058493786706","0.282517576020652","0.323599411552761"
"CSU","2002","Westdeutschland, alte Bundeslaender","791","0.0914540869662282","0.0853515932319314","0.097556580700525"
"CSU","2002","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","2002","Westdeutschland, alte Bundeslaender","409","0.041486279051586","0.0372646142004086","0.0457079439027635"
"FDP","2002","Ostdeutschland, neue Bundeslaender","75","0.0351763378237014","0.0269423971487023","0.0434102784987005"
"Buendnis90/Gruene","2002","Westdeutschland, alte Bundeslaender","675","0.068901212785199","0.0635390047744719","0.0742634207959261"
"Buendnis90/Gruene","2002","Ostdeutschland, neue Bundeslaender","81","0.0392736407918791","0.030591858642426","0.0479554229413322"
"Die Linke","2002","Westdeutschland, alte Bundeslaender","78","0.0102391171309119","0.00810789487919163","0.0123703393826322"
"Die Linke","2002","Ostdeutschland, neue Bundeslaender","475","0.264554405697071","0.244839658003469","0.284269153390673"
"NPD/Republikaner/Die Rechte","2002","Westdeutschland, alte Bundeslaender","49","0.00734752169598213","0.0055395093253519","0.00915553406661235"
"NPD/Republikaner/Die Rechte","2002","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","2002","Westdeutschland, alte Bundeslaender","79","0.0105192267958045","0.00835935520233302","0.0126790983892759"
"Andere","2002","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","2002","Westdeutschland, alte Bundeslaender","43","0.0060712662563965","0.00442670669858837","0.00771582581420463"
"SPD/Buendnis90/Gruene","2002","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","2002","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","2002","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","2002","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","2002","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2002","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2002","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","2002","Westdeutschland, alte Bundeslaender","56","0.0074462378499432","0.00562621091340989","0.00926626478647652"
"CDU/CSU","2002","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","2002","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","2002","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2002","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2002","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2002","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2002","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","2002","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","2002","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2002","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2002","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2002","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2002","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","2002","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","2002","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2002","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2002","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","2002","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","2002","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","2002","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","2002","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","2002","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","2002","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","2002","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","2002","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","2002","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","2002","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","2002","Westdeutschland, alte Bundeslaender","","","",""
"AfD","2002","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2002","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2002","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","2002","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","2002","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","2003","Westdeutschland, alte Bundeslaender","3285","0.390965301686715","0.380702798490076","0.401227804883354"
"SPD","2003","Ostdeutschland, neue Bundeslaender","629","0.323932744861353","0.303402685792909","0.344462803929797"
"CDU","2003","Westdeutschland, alte Bundeslaender","3037","0.347277733687978","0.337264695719373","0.357290771656584"
"CDU","2003","Ostdeutschland, neue Bundeslaender","727","0.339773568950973","0.318995313950184","0.360551823951761"
"CSU","2003","Westdeutschland, alte Bundeslaender","794","0.0849220170420081","0.0790592534369995","0.0907847806470166"
"CSU","2003","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","2003","Westdeutschland, alte Bundeslaender","355","0.0377741768892647","0.0337645940700964","0.0417837597084331"
"FDP","2003","Ostdeutschland, neue Bundeslaender","69","0.0338795644805588","0.0259426378402551","0.0418164911208624"
"Buendnis90/Gruene","2003","Westdeutschland, alte Bundeslaender","877","0.0952005620701196","0.089028090519111","0.101373033621128"
"Buendnis90/Gruene","2003","Ostdeutschland, neue Bundeslaender","124","0.0614708359687214","0.0509336106077183","0.0720080613297245"
"Die Linke","2003","Westdeutschland, alte Bundeslaender","42","0.00455334429286928","0.00313742851723149","0.00596926006850706"
"Die Linke","2003","Ostdeutschland, neue Bundeslaender","344","0.186082549895052","0.169009511119352","0.203155588670751"
"NPD/Republikaner/Die Rechte","2003","Westdeutschland, alte Bundeslaender","38","0.00535507712235889","0.00382017714530753","0.00688997709941025"
"NPD/Republikaner/Die Rechte","2003","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","2003","Westdeutschland, alte Bundeslaender","69","0.00849042356275456","0.00656078346811164","0.0104200636573975"
"Andere","2003","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","2003","Westdeutschland, alte Bundeslaender","73","0.00864468970367014","0.00669774977084821","0.0105916296364921"
"SPD/Buendnis90/Gruene","2003","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","2003","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","2003","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","2003","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","2003","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2003","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2003","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","2003","Westdeutschland, alte Bundeslaender","74","0.0113550293677806","0.00912670971173364","0.0135833490238275"
"CDU/CSU","2003","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","2003","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","2003","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2003","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2003","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2003","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2003","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","2003","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","2003","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2003","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2003","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2003","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2003","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","2003","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","2003","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2003","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2003","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","2003","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","2003","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","2003","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","2003","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","2003","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","2003","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","2003","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","2003","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","2003","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","2003","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","2003","Westdeutschland, alte Bundeslaender","","","",""
"AfD","2003","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2003","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2003","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","2003","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","2003","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","2004","Westdeutschland, alte Bundeslaender","2653","0.370435600736676","0.359439347487053","0.381431853986299"
"SPD","2004","Ostdeutschland, neue Bundeslaender","445","0.275691091066918","0.254129569830985","0.297252612302851"
"CDU","2004","Westdeutschland, alte Bundeslaender","2658","0.359090180848431","0.348166512122511","0.37001384957435"
"CDU","2004","Ostdeutschland, neue Bundeslaender","576","0.333242106307626","0.310497933976641","0.355986278638611"
"CSU","2004","Westdeutschland, alte Bundeslaender","726","0.095374837282866","0.0886864789827933","0.102063195582939"
"CSU","2004","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","2004","Westdeutschland, alte Bundeslaender","318","0.0391203278340436","0.0347055989363845","0.0435350567317027"
"FDP","2004","Ostdeutschland, neue Bundeslaender","65","0.0358923048158313","0.0269165792143606","0.0448680304173021"
"Buendnis90/Gruene","2004","Westdeutschland, alte Bundeslaender","773","0.0947875604368979","0.0881176619634012","0.101457458910394"
"Buendnis90/Gruene","2004","Ostdeutschland, neue Bundeslaender","105","0.0602483133064145","0.0487671704078361","0.0717294562049928"
"Die Linke","2004","Westdeutschland, alte Bundeslaender","56","0.00851218874010862","0.00642032878721001","0.0106040486930072"
"Die Linke","2004","Ostdeutschland, neue Bundeslaender","363","0.231418178641213","0.211068858296602","0.251767498985823"
"NPD/Republikaner/Die Rechte","2004","Westdeutschland, alte Bundeslaender","42","0.00676043101595053","0.00489455624374331","0.00862630578815775"
"NPD/Republikaner/Die Rechte","2004","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","2004","Westdeutschland, alte Bundeslaender","73","0.00986044378583249","0.00761053594146778","0.0121103516301972"
"Andere","2004","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","2004","Westdeutschland, alte Bundeslaender","48","0.00618783023293583","0.00440220775647826","0.0079734527093934"
"SPD/Buendnis90/Gruene","2004","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","2004","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","2004","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","2004","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","2004","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2004","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2004","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","2004","Westdeutschland, alte Bundeslaender","47","0.00682232803577979","0.00494798936220091","0.00869666670935866"
"CDU/CSU","2004","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","2004","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","2004","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2004","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2004","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2004","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2004","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","2004","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","2004","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2004","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2004","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2004","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2004","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","2004","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","2004","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2004","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2004","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","2004","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","2004","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","2004","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","2004","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","2004","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","2004","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","2004","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","2004","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","2004","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","2004","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","2004","Westdeutschland, alte Bundeslaender","","","",""
"AfD","2004","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2004","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2004","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","2004","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","2004","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","2005","Westdeutschland, alte Bundeslaender","2805","0.392967185502628","0.381805970912111","0.404128400093145"
"SPD","2005","Ostdeutschland, neue Bundeslaender","492","0.271544396530406","0.250682780958264","0.292406012102549"
"CDU","2005","Westdeutschland, alte Bundeslaender","2470","0.331388310118473","0.320631517257893","0.342145102979053"
"CDU","2005","Ostdeutschland, neue Bundeslaender","563","0.296673449799059","0.275247315721407","0.318099583876711"
"CSU","2005","Westdeutschland, alte Bundeslaender","661","0.0912378677788326","0.0846576554840051","0.0978180800736602"
"CSU","2005","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","2005","Westdeutschland, alte Bundeslaender","313","0.0361650720131379","0.0318985574922466","0.0404315865340291"
"FDP","2005","Ostdeutschland, neue Bundeslaender","72","0.0368978349297896","0.0280555889401931","0.0457400809193861"
"Buendnis90/Gruene","2005","Westdeutschland, alte Bundeslaender","784","0.103771545902986","0.0968024612796098","0.110740630526362"
"Buendnis90/Gruene","2005","Ostdeutschland, neue Bundeslaender","118","0.0751893262712337","0.0628204431762542","0.0875582093662132"
"Die Linke","2005","Westdeutschland, alte Bundeslaender","58","0.00862253323409951","0.0065097050040011","0.0107353614641979"
"Die Linke","2005","Ostdeutschland, neue Bundeslaender","379","0.21882939229699","0.199436090964239","0.238222693629742"
"NPD/Republikaner/Die Rechte","2005","Westdeutschland, alte Bundeslaender","74","0.0118394507148027","0.00936768807642212","0.0143112133531834"
"NPD/Republikaner/Die Rechte","2005","Ostdeutschland, neue Bundeslaender","55","0.0544656095004446","0.043821095928597","0.0651101230722921"
"Andere","2005","Westdeutschland, alte Bundeslaender","63","0.00912753124501538","0.00695426579498553","0.0113007966950452"
"Andere","2005","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","2005","Westdeutschland, alte Bundeslaender","57","0.00635828257826165","0.00454188024243997","0.00817468491408333"
"SPD/Buendnis90/Gruene","2005","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","2005","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","2005","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","2005","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","2005","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2005","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2005","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","2005","Westdeutschland, alte Bundeslaender","52","0.00590030614059544","0.00415013920963206","0.00765047307155882"
"CDU/CSU","2005","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","2005","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","2005","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2005","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2005","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2005","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2005","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","2005","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","2005","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2005","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2005","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2005","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2005","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","2005","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","2005","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2005","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2005","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","2005","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","2005","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","2005","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","2005","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","2005","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","2005","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","2005","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","2005","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","2005","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","2005","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","2005","Westdeutschland, alte Bundeslaender","","","",""
"AfD","2005","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2005","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2005","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","2005","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","2005","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","2006","Westdeutschland, alte Bundeslaender","3224","0.394030165586365","0.383631835593574","0.404428495579157"
"SPD","2006","Ostdeutschland, neue Bundeslaender","587","0.284585483451449","0.264879250897213","0.304291716005684"
"CDU","2006","Westdeutschland, alte Bundeslaender","2891","0.328881748546787","0.318884217330756","0.338879279762818"
"CDU","2006","Ostdeutschland, neue Bundeslaender","670","0.31926325054606","0.298903032641424","0.339623468450696"
"CSU","2006","Westdeutschland, alte Bundeslaender","715","0.0808228131862543","0.0750226534069315","0.086622972965577"
"CSU","2006","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","2006","Westdeutschland, alte Bundeslaender","403","0.0458845083507028","0.0414319781638633","0.0503370385375423"
"FDP","2006","Ostdeutschland, neue Bundeslaender","90","0.0399714100510645","0.0314161113789857","0.0485267087231432"
"Buendnis90/Gruene","2006","Westdeutschland, alte Bundeslaender","824","0.0907527853470915","0.084639927046325","0.096865643647858"
"Buendnis90/Gruene","2006","Ostdeutschland, neue Bundeslaender","118","0.0568433322802029","0.0467310300223678","0.066955634538038"
"Die Linke","2006","Westdeutschland, alte Bundeslaender","158","0.0211674408496223","0.0181043368778862","0.0242305448213584"
"Die Linke","2006","Ostdeutschland, neue Bundeslaender","458","0.243236844252346","0.224499284627706","0.261974403876985"
"NPD/Republikaner/Die Rechte","2006","Westdeutschland, alte Bundeslaender","83","0.0130577060625341","0.0106419522045247","0.0154734599205436"
"NPD/Republikaner/Die Rechte","2006","Ostdeutschland, neue Bundeslaender","49","0.0365070617103032","0.028316172233492","0.0446979511871145"
"Andere","2006","Westdeutschland, alte Bundeslaender","74","0.00958240540564113","0.00750930755511484","0.0116555032561674"
"Andere","2006","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","2006","Westdeutschland, alte Bundeslaender","44","0.00660456273381852","0.00488088340722419","0.00832824206041285"
"SPD/Buendnis90/Gruene","2006","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","2006","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","2006","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","2006","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","2006","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2006","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2006","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","2006","Westdeutschland, alte Bundeslaender","40","0.00500146479807755","0.00350028335770627","0.00650264623844882"
"CDU/CSU","2006","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","2006","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","2006","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2006","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2006","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2006","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2006","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","2006","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","2006","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2006","Westdeutschland, alte Bundeslaender","","","",""
