"plh0012_h","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"SPD/Buendnis90/Gruene","1984","(Fach-)Abitur","","","",""
"SPD/Buendnis90/Gruene","1984","AkademikerInnen","","","",""
"SPD/CDU","1984","(noch) kein Abschluss","","","",""
"SPD/CDU","1984","Hauptschulabschluss","","","",""
"SPD/CDU","1984","Realschulabschluss","","","",""
"SPD/CDU","1984","(Fach-)Abitur","","","",""
"SPD/CDU","1984","AkademikerInnen","","","",""
"SPD/FDP","1984","(noch) kein Abschluss","","","",""
"SPD/FDP","1984","Hauptschulabschluss","","","",""
"SPD/FDP","1984","Realschulabschluss","","","",""
"SPD/FDP","1984","(Fach-)Abitur","","","",""
"SPD/FDP","1984","AkademikerInnen","","","",""
"SPD/DVU(Rep/NPD)","1984","(noch) kein Abschluss","","","",""
"SPD/DVU(Rep/NPD)","1984","Hauptschulabschluss","","","",""
"SPD/DVU(Rep/NPD)","1984","Realschulabschluss","","","",""
"SPD/DVU(Rep/NPD)","1984","(Fach-)Abitur","","","",""
"SPD/DVU(Rep/NPD)","1984","AkademikerInnen","","","",""
"CDU/CSU","1984","(noch) kein Abschluss","32","0.0866517980987722","0.0580638095346115","0.115239786662933"
"CDU/CSU","1984","Hauptschulabschluss","371","0.0860448441497557","0.0772728605081593","0.0948168277913521"
"CDU/CSU","1984","Realschulabschluss","124","0.112239275350076","0.0935427276340063","0.130935823066145"
"CDU/CSU","1984","(Fach-)Abitur","47","0.0858572898602066","0.061471338720612","0.110243240999801"
"CDU/CSU","1984","AkademikerInnen","55","0.103051622729257","0.0765614997620785","0.129541745696435"
"CDU/FDP","1984","(noch) kein Abschluss","","","",""
"CDU/FDP","1984","Hauptschulabschluss","","","",""
"CDU/FDP","1984","Realschulabschluss","","","",""
"CDU/FDP","1984","(Fach-)Abitur","","","",""
"CDU/FDP","1984","AkademikerInnen","","","",""
"CDU/Buendnis90/Gruene","1984","(noch) kein Abschluss","","","",""
"CDU/Buendnis90/Gruene","1984","Hauptschulabschluss","","","",""
"CDU/Buendnis90/Gruene","1984","Realschulabschluss","","","",""
"CDU/Buendnis90/Gruene","1984","(Fach-)Abitur","","","",""
"CDU/Buendnis90/Gruene","1984","AkademikerInnen","","","",""
"Buendnis90/Gruene/Die Linke","1984","(noch) kein Abschluss","","","",""
"Buendnis90/Gruene/Die Linke","1984","Hauptschulabschluss","","","",""
"Buendnis90/Gruene/Die Linke","1984","Realschulabschluss","","","",""
"Buendnis90/Gruene/Die Linke","1984","(Fach-)Abitur","","","",""
"Buendnis90/Gruene/Die Linke","1984","AkademikerInnen","","","",""
"SPD/Die Linke","1984","(noch) kein Abschluss","","","",""
"SPD/Die Linke","1984","Hauptschulabschluss","","","",""
"SPD/Die Linke","1984","Realschulabschluss","","","",""
"SPD/Die Linke","1984","(Fach-)Abitur","","","",""
"SPD/Die Linke","1984","AkademikerInnen","","","",""
"Gruene/DVU(Rep/NPD)","1984","(noch) kein Abschluss","","","",""
"Gruene/DVU(Rep/NPD)","1984","Hauptschulabschluss","","","",""
"Gruene/DVU(Rep/NPD)","1984","Realschulabschluss","","","",""
"Gruene/DVU(Rep/NPD)","1984","(Fach-)Abitur","","","",""
"Gruene/DVU(Rep/NPD)","1984","AkademikerInnen","","","",""
"Die Linke /DVU(Rep/NPD)","1984","(noch) kein Abschluss","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Hauptschulabschluss","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Realschulabschluss","","","",""
"Die Linke /DVU(Rep/NPD)","1984","(Fach-)Abitur","","","",""
"Die Linke /DVU(Rep/NPD)","1984","AkademikerInnen","","","",""
"CDU/Die Linke","1984","(noch) kein Abschluss","","","",""
"CDU/Die Linke","1984","Hauptschulabschluss","","","",""
"CDU/Die Linke","1984","Realschulabschluss","","","",""
"CDU/Die Linke","1984","(Fach-)Abitur","","","",""
"CDU/Die Linke","1984","AkademikerInnen","","","",""
"CDU/DVU(Rep/NPD)","1984","(noch) kein Abschluss","","","",""
"CDU/DVU(Rep/NPD)","1984","Hauptschulabschluss","","","",""
"CDU/DVU(Rep/NPD)","1984","Realschulabschluss","","","",""
"CDU/DVU(Rep/NPD)","1984","(Fach-)Abitur","","","",""
"CDU/DVU(Rep/NPD)","1984","AkademikerInnen","","","",""
"CSU/FDP","1984","(noch) kein Abschluss","","","",""
"CSU/FDP","1984","Hauptschulabschluss","","","",""
"CSU/FDP","1984","Realschulabschluss","","","",""
"CSU/FDP","1984","(Fach-)Abitur","","","",""
"CSU/FDP","1984","AkademikerInnen","","","",""
"Gruene/FDP","1984","(noch) kein Abschluss","","","",""
"Gruene/FDP","1984","Hauptschulabschluss","","","",""
"Gruene/FDP","1984","Realschulabschluss","","","",""
"Gruene/FDP","1984","(Fach-)Abitur","","","",""
"Gruene/FDP","1984","AkademikerInnen","","","",""
"FDP/Die Linke","1984","(noch) kein Abschluss","","","",""
"FDP/Die Linke","1984","Hauptschulabschluss","","","",""
"FDP/Die Linke","1984","Realschulabschluss","","","",""
"FDP/Die Linke","1984","(Fach-)Abitur","","","",""
"FDP/Die Linke","1984","AkademikerInnen","","","",""
"FDP/NPD","1984","(noch) kein Abschluss","","","",""
"FDP/NPD","1984","Hauptschulabschluss","","","",""
"FDP/NPD","1984","Realschulabschluss","","","",""
"FDP/NPD","1984","(Fach-)Abitur","","","",""
"FDP/NPD","1984","AkademikerInnen","","","",""
"Piratenpartei","1984","(noch) kein Abschluss","","","",""
"Piratenpartei","1984","Hauptschulabschluss","","","",""
"Piratenpartei","1984","Realschulabschluss","","","",""
"Piratenpartei","1984","(Fach-)Abitur","","","",""
"Piratenpartei","1984","AkademikerInnen","","","",""
"AfD","1984","(noch) kein Abschluss","","","",""
"AfD","1984","Hauptschulabschluss","","","",""
"AfD","1984","Realschulabschluss","","","",""
"AfD","1984","(Fach-)Abitur","","","",""
"AfD","1984","AkademikerInnen","","","",""
"CDU+/oder CSU/AfD","1984","(noch) kein Abschluss","","","",""
"CDU+/oder CSU/AfD","1984","Hauptschulabschluss","","","",""
"CDU+/oder CSU/AfD","1984","Realschulabschluss","","","",""
"CDU+/oder CSU/AfD","1984","(Fach-)Abitur","","","",""
"CDU+/oder CSU/AfD","1984","AkademikerInnen","","","",""
"SPD/AfD","1984","(noch) kein Abschluss","","","",""
"SPD/AfD","1984","Hauptschulabschluss","","","",""
"SPD/AfD","1984","Realschulabschluss","","","",""
"SPD/AfD","1984","(Fach-)Abitur","","","",""
"SPD/AfD","1984","AkademikerInnen","","","",""
"SPD","1985","(noch) kein Abschluss","189","0.483393493848679","0.425274343443436","0.541512644253923"
"SPD","1985","Hauptschulabschluss","1795","0.502427917037811","0.485566923865163","0.519288910210458"
"SPD","1985","Realschulabschluss","426","0.373808927875592","0.344710863311615","0.402906992439569"
"SPD","1985","(Fach-)Abitur","177","0.308173427712111","0.266909385727758","0.349437469696464"
"SPD","1985","AkademikerInnen","197","0.34844651741188","0.307766054821599","0.389126980002162"
"CDU","1985","(noch) kein Abschluss","","","",""
"CDU","1985","Hauptschulabschluss","902","0.298855510631427","0.2834188745761","0.314292146686754"
"CDU","1985","Realschulabschluss","323","0.328826993810821","0.300572547284196","0.357081440337447"
"CDU","1985","(Fach-)Abitur","100","0.257145432453697","0.218086815674751","0.296204049232644"
"CDU","1985","AkademikerInnen","144","0.293405068449402","0.254530834114831","0.332279302783973"
"CSU","1985","(noch) kein Abschluss","","","",""
"CSU","1985","Hauptschulabschluss","190","0.0653605586462861","0.0570257007804308","0.0736954165121414"
"CSU","1985","Realschulabschluss","59","0.0624472864824449","0.0478946907110342","0.0769998822538557"
"CSU","1985","(Fach-)Abitur","","","",""
"CSU","1985","AkademikerInnen","","","",""
"FDP","1985","(noch) kein Abschluss","","","",""
"FDP","1985","Hauptschulabschluss","76","0.0261503414973602","0.0207688468964217","0.0315318360982986"
"FDP","1985","Realschulabschluss","44","0.0486380931976507","0.0357006939127067","0.0615754924825948"
"FDP","1985","(Fach-)Abitur","","","",""
"FDP","1985","AkademikerInnen","51","0.103087165348188","0.0771262380097164","0.129048092686659"
"Buendnis90/Gruene","1985","(noch) kein Abschluss","32","0.138961117938344","0.0987314032660366","0.17919083261065"
"Buendnis90/Gruene","1985","Hauptschulabschluss","106","0.0245244955193877","0.019308628699742","0.0297403623390334"
"Buendnis90/Gruene","1985","Realschulabschluss","88","0.0729318879521756","0.0572931975429998","0.0885705783613514"
"Buendnis90/Gruene","1985","(Fach-)Abitur","115","0.240446281069895","0.20225503466107","0.27863752747872"
"Buendnis90/Gruene","1985","AkademikerInnen","64","0.115329297017135","0.0880581485035542","0.142600445530717"
"Die Linke","1985","(noch) kein Abschluss","","","",""
"Die Linke","1985","Hauptschulabschluss","","","",""
"Die Linke","1985","Realschulabschluss","","","",""
"Die Linke","1985","(Fach-)Abitur","","","",""
"Die Linke","1985","AkademikerInnen","","","",""
"NPD/Republikaner/Die Rechte","1985","(noch) kein Abschluss","","","",""
"NPD/Republikaner/Die Rechte","1985","Hauptschulabschluss","","","",""
"NPD/Republikaner/Die Rechte","1985","Realschulabschluss","","","",""
"NPD/Republikaner/Die Rechte","1985","(Fach-)Abitur","","","",""
"NPD/Republikaner/Die Rechte","1985","AkademikerInnen","","","",""
"Andere","1985","(noch) kein Abschluss","","","",""
"Andere","1985","Hauptschulabschluss","","","",""
"Andere","1985","Realschulabschluss","","","",""
"Andere","1985","(Fach-)Abitur","","","",""
"Andere","1985","AkademikerInnen","","","",""
"SPD/Buendnis90/Gruene","1985","(noch) kein Abschluss","","","",""
"SPD/Buendnis90/Gruene","1985","Hauptschulabschluss","","","",""
"SPD/Buendnis90/Gruene","1985","Realschulabschluss","","","",""
"SPD/Buendnis90/Gruene","1985","(Fach-)Abitur","","","",""
"SPD/Buendnis90/Gruene","1985","AkademikerInnen","","","",""
"SPD/CDU","1985","(noch) kein Abschluss","","","",""
"SPD/CDU","1985","Hauptschulabschluss","","","",""
"SPD/CDU","1985","Realschulabschluss","","","",""
"SPD/CDU","1985","(Fach-)Abitur","","","",""
"SPD/CDU","1985","AkademikerInnen","","","",""
"SPD/FDP","1985","(noch) kein Abschluss","","","",""
"SPD/FDP","1985","Hauptschulabschluss","","","",""
"SPD/FDP","1985","Realschulabschluss","","","",""
"SPD/FDP","1985","(Fach-)Abitur","","","",""
"SPD/FDP","1985","AkademikerInnen","","","",""
"SPD/DVU(Rep/NPD)","1985","(noch) kein Abschluss","","","",""
"SPD/DVU(Rep/NPD)","1985","Hauptschulabschluss","","","",""
"SPD/DVU(Rep/NPD)","1985","Realschulabschluss","","","",""
"SPD/DVU(Rep/NPD)","1985","(Fach-)Abitur","","","",""
"SPD/DVU(Rep/NPD)","1985","AkademikerInnen","","","",""
"CDU/CSU","1985","(noch) kein Abschluss","","","",""
"CDU/CSU","1985","Hauptschulabschluss","292","0.0773667970923985","0.0683571015154227","0.0863764926693743"
"CDU/CSU","1985","Realschulabschluss","116","0.108212141284045","0.0895287974737141","0.126895485094377"
"CDU/CSU","1985","(Fach-)Abitur","51","0.102883103689464","0.0757329620522153","0.130033245326712"
"CDU/CSU","1985","AkademikerInnen","45","0.0810737078477364","0.0577701012522512","0.104377314443222"
"CDU/FDP","1985","(noch) kein Abschluss","","","",""
"CDU/FDP","1985","Hauptschulabschluss","","","",""
"CDU/FDP","1985","Realschulabschluss","","","",""
"CDU/FDP","1985","(Fach-)Abitur","","","",""
"CDU/FDP","1985","AkademikerInnen","","","",""
"CDU/Buendnis90/Gruene","1985","(noch) kein Abschluss","","","",""
"CDU/Buendnis90/Gruene","1985","Hauptschulabschluss","","","",""
"CDU/Buendnis90/Gruene","1985","Realschulabschluss","","","",""
"CDU/Buendnis90/Gruene","1985","(Fach-)Abitur","","","",""
"CDU/Buendnis90/Gruene","1985","AkademikerInnen","","","",""
"Buendnis90/Gruene/Die Linke","1985","(noch) kein Abschluss","","","",""
"Buendnis90/Gruene/Die Linke","1985","Hauptschulabschluss","","","",""
"Buendnis90/Gruene/Die Linke","1985","Realschulabschluss","","","",""
"Buendnis90/Gruene/Die Linke","1985","(Fach-)Abitur","","","",""
"Buendnis90/Gruene/Die Linke","1985","AkademikerInnen","","","",""
"SPD/Die Linke","1985","(noch) kein Abschluss","","","",""
"SPD/Die Linke","1985","Hauptschulabschluss","","","",""
"SPD/Die Linke","1985","Realschulabschluss","","","",""
"SPD/Die Linke","1985","(Fach-)Abitur","","","",""
"SPD/Die Linke","1985","AkademikerInnen","","","",""
"Gruene/DVU(Rep/NPD)","1985","(noch) kein Abschluss","","","",""
"Gruene/DVU(Rep/NPD)","1985","Hauptschulabschluss","","","",""
"Gruene/DVU(Rep/NPD)","1985","Realschulabschluss","","","",""
"Gruene/DVU(Rep/NPD)","1985","(Fach-)Abitur","","","",""
"Gruene/DVU(Rep/NPD)","1985","AkademikerInnen","","","",""
"Die Linke /DVU(Rep/NPD)","1985","(noch) kein Abschluss","","","",""
"Die Linke /DVU(Rep/NPD)","1985","Hauptschulabschluss","","","",""
"Die Linke /DVU(Rep/NPD)","1985","Realschulabschluss","","","",""
"Die Linke /DVU(Rep/NPD)","1985","(Fach-)Abitur","","","",""
"Die Linke /DVU(Rep/NPD)","1985","AkademikerInnen","","","",""
"CDU/Die Linke","1985","(noch) kein Abschluss","","","",""
"CDU/Die Linke","1985","Hauptschulabschluss","","","",""
"CDU/Die Linke","1985","Realschulabschluss","","","",""
"CDU/Die Linke","1985","(Fach-)Abitur","","","",""
"CDU/Die Linke","1985","AkademikerInnen","","","",""
"CDU/DVU(Rep/NPD)","1985","(noch) kein Abschluss","","","",""
"CDU/DVU(Rep/NPD)","1985","Hauptschulabschluss","","","",""
"CDU/DVU(Rep/NPD)","1985","Realschulabschluss","","","",""
"CDU/DVU(Rep/NPD)","1985","(Fach-)Abitur","","","",""
"CDU/DVU(Rep/NPD)","1985","AkademikerInnen","","","",""
"CSU/FDP","1985","(noch) kein Abschluss","","","",""
"CSU/FDP","1985","Hauptschulabschluss","","","",""
"CSU/FDP","1985","Realschulabschluss","","","",""
"CSU/FDP","1985","(Fach-)Abitur","","","",""
"CSU/FDP","1985","AkademikerInnen","","","",""
"Gruene/FDP","1985","(noch) kein Abschluss","","","",""
"Gruene/FDP","1985","Hauptschulabschluss","","","",""
"Gruene/FDP","1985","Realschulabschluss","","","",""
"Gruene/FDP","1985","(Fach-)Abitur","","","",""
"Gruene/FDP","1985","AkademikerInnen","","","",""
"FDP/Die Linke","1985","(noch) kein Abschluss","","","",""
"FDP/Die Linke","1985","Hauptschulabschluss","","","",""
"FDP/Die Linke","1985","Realschulabschluss","","","",""
"FDP/Die Linke","1985","(Fach-)Abitur","","","",""
"FDP/Die Linke","1985","AkademikerInnen","","","",""
"FDP/NPD","1985","(noch) kein Abschluss","","","",""
"FDP/NPD","1985","Hauptschulabschluss","","","",""
"FDP/NPD","1985","Realschulabschluss","","","",""
"FDP/NPD","1985","(Fach-)Abitur","","","",""
"FDP/NPD","1985","AkademikerInnen","","","",""
"Piratenpartei","1985","(noch) kein Abschluss","","","",""
"Piratenpartei","1985","Hauptschulabschluss","","","",""
"Piratenpartei","1985","Realschulabschluss","","","",""
"Piratenpartei","1985","(Fach-)Abitur","","","",""
"Piratenpartei","1985","AkademikerInnen","","","",""
"AfD","1985","(noch) kein Abschluss","","","",""
"AfD","1985","Hauptschulabschluss","","","",""
"AfD","1985","Realschulabschluss","","","",""
"AfD","1985","(Fach-)Abitur","","","",""
"AfD","1985","AkademikerInnen","","","",""
"CDU+/oder CSU/AfD","1985","(noch) kein Abschluss","","","",""
"CDU+/oder CSU/AfD","1985","Hauptschulabschluss","","","",""
"CDU+/oder CSU/AfD","1985","Realschulabschluss","","","",""
"CDU+/oder CSU/AfD","1985","(Fach-)Abitur","","","",""
"CDU+/oder CSU/AfD","1985","AkademikerInnen","","","",""
"SPD/AfD","1985","(noch) kein Abschluss","","","",""
"SPD/AfD","1985","Hauptschulabschluss","","","",""
"SPD/AfD","1985","Realschulabschluss","","","",""
"SPD/AfD","1985","(Fach-)Abitur","","","",""
"SPD/AfD","1985","AkademikerInnen","","","",""
"SPD","1986","(noch) kein Abschluss","191","0.540885350549767","0.481334888460239","0.600435812639296"
"SPD","1986","Hauptschulabschluss","1702","0.511831723390343","0.494441986680302","0.529221460100385"
"SPD","1986","Realschulabschluss","399","0.376468416375381","0.346394221209567","0.406542611541196"
"SPD","1986","(Fach-)Abitur","194","0.353918129234216","0.310915355559272","0.396920902909161"
"SPD","1986","AkademikerInnen","178","0.319823297087069","0.279384003052465","0.360262591121673"
"CDU","1986","(noch) kein Abschluss","","","",""
"CDU","1986","Hauptschulabschluss","855","0.29737853674185","0.281476229280962","0.313280844202738"
"CDU","1986","Realschulabschluss","307","0.336173536577253","0.30685045867664","0.365496614477865"
"CDU","1986","(Fach-)Abitur","95","0.246845728464452","0.208070348145923","0.285621108782981"
"CDU","1986","AkademikerInnen","134","0.280495041672525","0.241544174508201","0.319445908836849"
"CSU","1986","(noch) kein Abschluss","","","",""
"CSU","1986","Hauptschulabschluss","174","0.0635693878678478","0.0550813668600652","0.0720574088756304"
"CSU","1986","Realschulabschluss","61","0.0644387160244565","0.0491978350426225","0.0796795970062904"
"CSU","1986","(Fach-)Abitur","","","",""
"CSU","1986","AkademikerInnen","","","",""
"FDP","1986","(noch) kein Abschluss","","","",""
"FDP","1986","Hauptschulabschluss","63","0.0223512245983208","0.017208577517866","0.0274938716787756"
"FDP","1986","Realschulabschluss","44","0.0456163947525913","0.0326648229938049","0.0585679665113777"
"FDP","1986","(Fach-)Abitur","","","",""
"FDP","1986","AkademikerInnen","39","0.0834771945710726","0.0594947636904314","0.107459625451714"
"Buendnis90/Gruene","1986","(noch) kein Abschluss","","","",""
"Buendnis90/Gruene","1986","Hauptschulabschluss","84","0.0223774223395199","0.0172318312519725","0.0275230134270672"
"Buendnis90/Gruene","1986","Realschulabschluss","78","0.0653038231108459","0.0499680721067988","0.0806395741148931"
"Buendnis90/Gruene","1986","(Fach-)Abitur","110","0.224197041902789","0.1866918025957","0.261702281209879"
"Buendnis90/Gruene","1986","AkademikerInnen","79","0.147083862582733","0.116374321966688","0.177793403198779"
"Die Linke","1986","(noch) kein Abschluss","","","",""
"Die Linke","1986","Hauptschulabschluss","","","",""
"Die Linke","1986","Realschulabschluss","","","",""
"Die Linke","1986","(Fach-)Abitur","","","",""
"Die Linke","1986","AkademikerInnen","","","",""
"NPD/Republikaner/Die Rechte","1986","(noch) kein Abschluss","","","",""
"NPD/Republikaner/Die Rechte","1986","Hauptschulabschluss","","","",""
"NPD/Republikaner/Die Rechte","1986","Realschulabschluss","","","",""
"NPD/Republikaner/Die Rechte","1986","(Fach-)Abitur","","","",""
"NPD/Republikaner/Die Rechte","1986","AkademikerInnen","","","",""
"Andere","1986","(noch) kein Abschluss","","","",""
"Andere","1986","Hauptschulabschluss","","","",""
"Andere","1986","Realschulabschluss","","","",""
"Andere","1986","(Fach-)Abitur","","","",""
"Andere","1986","AkademikerInnen","","","",""
"SPD/Buendnis90/Gruene","1986","(noch) kein Abschluss","","","",""
"SPD/Buendnis90/Gruene","1986","Hauptschulabschluss","","","",""
"SPD/Buendnis90/Gruene","1986","Realschulabschluss","","","",""
"SPD/Buendnis90/Gruene","1986","(Fach-)Abitur","","","",""
"SPD/Buendnis90/Gruene","1986","AkademikerInnen","","","",""
"SPD/CDU","1986","(noch) kein Abschluss","","","",""
"SPD/CDU","1986","Hauptschulabschluss","","","",""
"SPD/CDU","1986","Realschulabschluss","","","",""
"SPD/CDU","1986","(Fach-)Abitur","","","",""
"SPD/CDU","1986","AkademikerInnen","","","",""
"SPD/FDP","1986","(noch) kein Abschluss","","","",""
"SPD/FDP","1986","Hauptschulabschluss","","","",""
"SPD/FDP","1986","Realschulabschluss","","","",""
"SPD/FDP","1986","(Fach-)Abitur","","","",""
"SPD/FDP","1986","AkademikerInnen","","","",""
"SPD/DVU(Rep/NPD)","1986","(noch) kein Abschluss","","","",""
"SPD/DVU(Rep/NPD)","1986","Hauptschulabschluss","","","",""
"SPD/DVU(Rep/NPD)","1986","Realschulabschluss","","","",""
"SPD/DVU(Rep/NPD)","1986","(Fach-)Abitur","","","",""
"SPD/DVU(Rep/NPD)","1986","AkademikerInnen","","","",""
"CDU/CSU","1986","(noch) kein Abschluss","","","",""
"CDU/CSU","1986","Hauptschulabschluss","276","0.0761797030752541","0.0669506314289853","0.0854087747215228"
"CDU/CSU","1986","Realschulabschluss","104","0.108206577580654","0.0889242491929779","0.127488905968329"
"CDU/CSU","1986","(Fach-)Abitur","44","0.093496672213133","0.0673158028099361","0.11967754161633"
"CDU/CSU","1986","AkademikerInnen","52","0.100236300033879","0.0741978943767353","0.126274705691022"
"CDU/FDP","1986","(noch) kein Abschluss","","","",""
"CDU/FDP","1986","Hauptschulabschluss","","","",""
"CDU/FDP","1986","Realschulabschluss","","","",""
"CDU/FDP","1986","(Fach-)Abitur","","","",""
"CDU/FDP","1986","AkademikerInnen","","","",""
"CDU/Buendnis90/Gruene","1986","(noch) kein Abschluss","","","",""
"CDU/Buendnis90/Gruene","1986","Hauptschulabschluss","","","",""
"CDU/Buendnis90/Gruene","1986","Realschulabschluss","","","",""
"CDU/Buendnis90/Gruene","1986","(Fach-)Abitur","","","",""
"CDU/Buendnis90/Gruene","1986","AkademikerInnen","","","",""
"Buendnis90/Gruene/Die Linke","1986","(noch) kein Abschluss","","","",""
"Buendnis90/Gruene/Die Linke","1986","Hauptschulabschluss","","","",""
"Buendnis90/Gruene/Die Linke","1986","Realschulabschluss","","","",""
"Buendnis90/Gruene/Die Linke","1986","(Fach-)Abitur","","","",""
"Buendnis90/Gruene/Die Linke","1986","AkademikerInnen","","","",""
"SPD/Die Linke","1986","(noch) kein Abschluss","","","",""
"SPD/Die Linke","1986","Hauptschulabschluss","","","",""
"SPD/Die Linke","1986","Realschulabschluss","","","",""
"SPD/Die Linke","1986","(Fach-)Abitur","","","",""
"SPD/Die Linke","1986","AkademikerInnen","","","",""
"Gruene/DVU(Rep/NPD)","1986","(noch) kein Abschluss","","","",""
"Gruene/DVU(Rep/NPD)","1986","Hauptschulabschluss","","","",""
"Gruene/DVU(Rep/NPD)","1986","Realschulabschluss","","","",""
"Gruene/DVU(Rep/NPD)","1986","(Fach-)Abitur","","","",""
"Gruene/DVU(Rep/NPD)","1986","AkademikerInnen","","","",""
"Die Linke /DVU(Rep/NPD)","1986","(noch) kein Abschluss","","","",""
"Die Linke /DVU(Rep/NPD)","1986","Hauptschulabschluss","","","",""
"Die Linke /DVU(Rep/NPD)","1986","Realschulabschluss","","","",""
"Die Linke /DVU(Rep/NPD)","1986","(Fach-)Abitur","","","",""
"Die Linke /DVU(Rep/NPD)","1986","AkademikerInnen","","","",""
"CDU/Die Linke","1986","(noch) kein Abschluss","","","",""
"CDU/Die Linke","1986","Hauptschulabschluss","","","",""
"CDU/Die Linke","1986","Realschulabschluss","","","",""
"CDU/Die Linke","1986","(Fach-)Abitur","","","",""
"CDU/Die Linke","1986","AkademikerInnen","","","",""
"CDU/DVU(Rep/NPD)","1986","(noch) kein Abschluss","","","",""
"CDU/DVU(Rep/NPD)","1986","Hauptschulabschluss","","","",""
"CDU/DVU(Rep/NPD)","1986","Realschulabschluss","","","",""
"CDU/DVU(Rep/NPD)","1986","(Fach-)Abitur","","","",""
"CDU/DVU(Rep/NPD)","1986","AkademikerInnen","","","",""
"CSU/FDP","1986","(noch) kein Abschluss","","","",""
"CSU/FDP","1986","Hauptschulabschluss","","","",""
"CSU/FDP","1986","Realschulabschluss","","","",""
"CSU/FDP","1986","(Fach-)Abitur","","","",""
"CSU/FDP","1986","AkademikerInnen","","","",""
"Gruene/FDP","1986","(noch) kein Abschluss","","","",""
"Gruene/FDP","1986","Hauptschulabschluss","","","",""
"Gruene/FDP","1986","Realschulabschluss","","","",""
"Gruene/FDP","1986","(Fach-)Abitur","","","",""
"Gruene/FDP","1986","AkademikerInnen","","","",""
"FDP/Die Linke","1986","(noch) kein Abschluss","","","",""
"FDP/Die Linke","1986","Hauptschulabschluss","","","",""
"FDP/Die Linke","1986","Realschulabschluss","","","",""
"FDP/Die Linke","1986","(Fach-)Abitur","","","",""
"FDP/Die Linke","1986","AkademikerInnen","","","",""
"FDP/NPD","1986","(noch) kein Abschluss","","","",""
"FDP/NPD","1986","Hauptschulabschluss","","","",""
"FDP/NPD","1986","Realschulabschluss","","","",""
"FDP/NPD","1986","(Fach-)Abitur","","","",""
