"plh0012_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"CSU","1984","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"CSU","1984","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"CSU","1984","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"CSU","1984","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"CSU","1984","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"CSU","1984","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"CSU","1984","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"CSU","1984","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"CSU","1984","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"CSU","1984","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"CSU","1984","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"CSU","1984","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"CSU","1984","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"CSU","1984","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"FDP","1984","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"FDP","1984","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","Niedersachsen","Westdeutschland, alte Bundeslaender","","","",""
"FDP","1984","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"FDP","1984","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","47","0.0277524015428733","0.0201597761659397","0.0353450269198069"
"FDP","1984","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","Hessen","Westdeutschland, alte Bundeslaender","","","",""
"FDP","1984","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"FDP","1984","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","39","0.0461705170049847","0.0334164362812098","0.0589245977287595"
"FDP","1984","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","Bayern","Westdeutschland, alte Bundeslaender","","","",""
"FDP","1984","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"FDP","1984","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"FDP","1984","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"FDP","1984","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"FDP","1984","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"FDP","1984","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"FDP","1984","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"FDP","1984","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Niedersachsen","Westdeutschland, alte Bundeslaender","41","0.0475963233155035","0.0314385165989517","0.0637541300320553"
"Buendnis90/Gruene","1984","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","116","0.0522534179346057","0.0419671765312574","0.062539659337954"
"Buendnis90/Gruene","1984","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Hessen","Westdeutschland, alte Bundeslaender","65","0.0944230103486767","0.0722646999055344","0.116581320791819"
"Buendnis90/Gruene","1984","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","70","0.0630427259139136","0.0482717630361092","0.077813688791718"
"Buendnis90/Gruene","1984","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Bayern","Westdeutschland, alte Bundeslaender","61","0.0464155155178772","0.0340723324301901","0.0587586986055642"
"Buendnis90/Gruene","1984","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1984","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1984","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1984","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1984","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1984","Niedersachsen","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1984","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1984","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1984","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1984","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1984","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1984","Hessen","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1984","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1984","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1984","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1984","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1984","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1984","Bayern","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1984","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1984","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1984","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1984","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1984","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1984","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1984","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1984","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1984","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1984","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1984","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1984","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1984","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1984","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1984","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Niedersachsen","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Hessen","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Bayern","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1984","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1984","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1984","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1984","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1984","Niedersachsen","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1984","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1984","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1984","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1984","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1984","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1984","Hessen","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1984","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1984","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1984","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1984","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1984","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1984","Bayern","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1984","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1984","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1984","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1984","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1984","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1984","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1984","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1984","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1984","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1984","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1984","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1984","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1984","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1984","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1984","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Niedersachsen","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Hessen","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Bayern","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1984","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1984","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1984","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1984","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1984","Niedersachsen","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1984","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1984","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1984","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1984","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1984","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1984","Hessen","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1984","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1984","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
