"plh0012_h","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"FDP","1986","35-65 Jahre alt","weiblich","37","0.0275172665270436","0.0191462802718652","0.035888252782222"
"FDP","1986","66 und älter","maennlich","","","",""
"FDP","1986","66 und älter","weiblich","","","",""
"Buendnis90/Gruene","1986","16-34 Jahre alt","maennlich","144","0.138886857776776","0.117168384264799","0.160605331288754"
"Buendnis90/Gruene","1986","16-34 Jahre alt","weiblich","142","0.193305804930737","0.165803922945333","0.220807686916142"
"Buendnis90/Gruene","1986","35-65 Jahre alt","maennlich","47","0.0295319087281639","0.0213184817041302","0.0377453357521975"
"Buendnis90/Gruene","1986","35-65 Jahre alt","weiblich","48","0.0281231425322867","0.0196631383364118","0.0365831467281616"
"Buendnis90/Gruene","1986","66 und älter","maennlich","","","",""
"Buendnis90/Gruene","1986","66 und älter","weiblich","","","",""
"Die Linke","1986","16-34 Jahre alt","maennlich","","","",""
"Die Linke","1986","16-34 Jahre alt","weiblich","","","",""
"Die Linke","1986","35-65 Jahre alt","maennlich","","","",""
"Die Linke","1986","35-65 Jahre alt","weiblich","","","",""
"Die Linke","1986","66 und älter","maennlich","","","",""
"Die Linke","1986","66 und älter","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1986","16-34 Jahre alt","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1986","16-34 Jahre alt","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1986","35-65 Jahre alt","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1986","35-65 Jahre alt","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1986","66 und älter","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1986","66 und älter","weiblich","","","",""
"Andere","1986","16-34 Jahre alt","maennlich","","","",""
"Andere","1986","16-34 Jahre alt","weiblich","","","",""
"Andere","1986","35-65 Jahre alt","maennlich","","","",""
"Andere","1986","35-65 Jahre alt","weiblich","","","",""
"Andere","1986","66 und älter","maennlich","","","",""
"Andere","1986","66 und älter","weiblich","","","",""
"SPD/Buendnis90/Gruene","1986","16-34 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","1986","16-34 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","1986","35-65 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","1986","35-65 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","1986","66 und älter","maennlich","","","",""
"SPD/Buendnis90/Gruene","1986","66 und älter","weiblich","","","",""
"SPD/CDU","1986","16-34 Jahre alt","maennlich","","","",""
"SPD/CDU","1986","16-34 Jahre alt","weiblich","","","",""
"SPD/CDU","1986","35-65 Jahre alt","maennlich","","","",""
"SPD/CDU","1986","35-65 Jahre alt","weiblich","","","",""
"SPD/CDU","1986","66 und älter","maennlich","","","",""
"SPD/CDU","1986","66 und älter","weiblich","","","",""
"SPD/FDP","1986","16-34 Jahre alt","maennlich","","","",""
"SPD/FDP","1986","16-34 Jahre alt","weiblich","","","",""
"SPD/FDP","1986","35-65 Jahre alt","maennlich","","","",""
"SPD/FDP","1986","35-65 Jahre alt","weiblich","","","",""
"SPD/FDP","1986","66 und älter","maennlich","","","",""
"SPD/FDP","1986","66 und älter","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1986","16-34 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1986","16-34 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1986","35-65 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1986","35-65 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1986","66 und älter","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1986","66 und älter","weiblich","","","",""
"CDU/CSU","1986","16-34 Jahre alt","maennlich","93","0.0997150412712998","0.0808985368685357","0.118531545674064"
"CDU/CSU","1986","16-34 Jahre alt","weiblich","75","0.0923528940057569","0.0721892385227571","0.112516549488757"
"CDU/CSU","1986","35-65 Jahre alt","maennlich","168","0.0959971414640653","0.081704843351814","0.110289439576317"
"CDU/CSU","1986","35-65 Jahre alt","weiblich","123","0.0749054995971873","0.0614350237928674","0.0883759754015071"
"CDU/CSU","1986","66 und älter","maennlich","","","",""
"CDU/CSU","1986","66 und älter","weiblich","","","",""
"CDU/FDP","1986","16-34 Jahre alt","maennlich","","","",""
"CDU/FDP","1986","16-34 Jahre alt","weiblich","","","",""
"CDU/FDP","1986","35-65 Jahre alt","maennlich","","","",""
"CDU/FDP","1986","35-65 Jahre alt","weiblich","","","",""
"CDU/FDP","1986","66 und älter","maennlich","","","",""
"CDU/FDP","1986","66 und älter","weiblich","","","",""
"CDU/Buendnis90/Gruene","1986","16-34 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","1986","16-34 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","1986","35-65 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","1986","35-65 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","1986","66 und älter","maennlich","","","",""
"CDU/Buendnis90/Gruene","1986","66 und älter","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1986","16-34 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1986","16-34 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1986","35-65 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1986","35-65 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1986","66 und älter","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1986","66 und älter","weiblich","","","",""
"SPD/Die Linke","1986","16-34 Jahre alt","maennlich","","","",""
"SPD/Die Linke","1986","16-34 Jahre alt","weiblich","","","",""
"SPD/Die Linke","1986","35-65 Jahre alt","maennlich","","","",""
"SPD/Die Linke","1986","35-65 Jahre alt","weiblich","","","",""
"SPD/Die Linke","1986","66 und älter","maennlich","","","",""
"SPD/Die Linke","1986","66 und älter","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1986","16-34 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1986","16-34 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1986","35-65 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1986","35-65 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1986","66 und älter","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1986","66 und älter","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1986","16-34 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1986","16-34 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1986","35-65 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1986","35-65 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1986","66 und älter","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1986","66 und älter","weiblich","","","",""
"CDU/Die Linke","1986","16-34 Jahre alt","maennlich","","","",""
"CDU/Die Linke","1986","16-34 Jahre alt","weiblich","","","",""
"CDU/Die Linke","1986","35-65 Jahre alt","maennlich","","","",""
"CDU/Die Linke","1986","35-65 Jahre alt","weiblich","","","",""
"CDU/Die Linke","1986","66 und älter","maennlich","","","",""
"CDU/Die Linke","1986","66 und älter","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1986","16-34 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1986","16-34 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1986","35-65 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1986","35-65 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1986","66 und älter","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1986","66 und älter","weiblich","","","",""
"CSU/FDP","1986","16-34 Jahre alt","maennlich","","","",""
"CSU/FDP","1986","16-34 Jahre alt","weiblich","","","",""
"CSU/FDP","1986","35-65 Jahre alt","maennlich","","","",""
"CSU/FDP","1986","35-65 Jahre alt","weiblich","","","",""
"CSU/FDP","1986","66 und älter","maennlich","","","",""
"CSU/FDP","1986","66 und älter","weiblich","","","",""
"Gruene/FDP","1986","16-34 Jahre alt","maennlich","","","",""
"Gruene/FDP","1986","16-34 Jahre alt","weiblich","","","",""
"Gruene/FDP","1986","35-65 Jahre alt","maennlich","","","",""
"Gruene/FDP","1986","35-65 Jahre alt","weiblich","","","",""
"Gruene/FDP","1986","66 und älter","maennlich","","","",""
"Gruene/FDP","1986","66 und älter","weiblich","","","",""
"FDP/Die Linke","1986","16-34 Jahre alt","maennlich","","","",""
"FDP/Die Linke","1986","16-34 Jahre alt","weiblich","","","",""
"FDP/Die Linke","1986","35-65 Jahre alt","maennlich","","","",""
"FDP/Die Linke","1986","35-65 Jahre alt","weiblich","","","",""
"FDP/Die Linke","1986","66 und älter","maennlich","","","",""
"FDP/Die Linke","1986","66 und älter","weiblich","","","",""
"FDP/NPD","1986","16-34 Jahre alt","maennlich","","","",""
"FDP/NPD","1986","16-34 Jahre alt","weiblich","","","",""
"FDP/NPD","1986","35-65 Jahre alt","maennlich","","","",""
"FDP/NPD","1986","35-65 Jahre alt","weiblich","","","",""
"FDP/NPD","1986","66 und älter","maennlich","","","",""
"FDP/NPD","1986","66 und älter","weiblich","","","",""
"Piratenpartei","1986","16-34 Jahre alt","maennlich","","","",""
"Piratenpartei","1986","16-34 Jahre alt","weiblich","","","",""
"Piratenpartei","1986","35-65 Jahre alt","maennlich","","","",""
"Piratenpartei","1986","35-65 Jahre alt","weiblich","","","",""
"Piratenpartei","1986","66 und älter","maennlich","","","",""
"Piratenpartei","1986","66 und älter","weiblich","","","",""
"AfD","1986","16-34 Jahre alt","maennlich","","","",""
"AfD","1986","16-34 Jahre alt","weiblich","","","",""
"AfD","1986","35-65 Jahre alt","maennlich","","","",""
"AfD","1986","35-65 Jahre alt","weiblich","","","",""
"AfD","1986","66 und älter","maennlich","","","",""
"AfD","1986","66 und älter","weiblich","","","",""
"CDU+/oder CSU/AfD","1986","16-34 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","1986","16-34 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","1986","35-65 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","1986","35-65 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","1986","66 und älter","maennlich","","","",""
"CDU+/oder CSU/AfD","1986","66 und älter","weiblich","","","",""
"SPD/AfD","1986","16-34 Jahre alt","maennlich","","","",""
"SPD/AfD","1986","16-34 Jahre alt","weiblich","","","",""
"SPD/AfD","1986","35-65 Jahre alt","maennlich","","","",""
"SPD/AfD","1986","35-65 Jahre alt","weiblich","","","",""
"SPD/AfD","1986","66 und älter","maennlich","","","",""
"SPD/AfD","1986","66 und älter","weiblich","","","",""
"SPD","1987","16-34 Jahre alt","maennlich","472","0.396081442928683","0.366694208859801","0.425468676997565"
"SPD","1987","16-34 Jahre alt","weiblich","378","0.39472355004938","0.362112401059706","0.427334699039053"
"SPD","1987","35-65 Jahre alt","maennlich","820","0.454015860369345","0.430172568717612","0.477859152021078"
"SPD","1987","35-65 Jahre alt","weiblich","673","0.413547109010746","0.388854585597322","0.438239632424171"
"SPD","1987","66 und älter","maennlich","108","0.386234690003349","0.330293924552753","0.442175455453944"
"SPD","1987","66 und älter","weiblich","167","0.412337601930672","0.364217616586083","0.460457587275261"
"CDU","1987","16-34 Jahre alt","maennlich","210","0.231497231673465","0.206153363779077","0.256841099567852"
"CDU","1987","16-34 Jahre alt","weiblich","179","0.23138598951578","0.203249794151169","0.259522184880391"
"CDU","1987","35-65 Jahre alt","maennlich","424","0.282952618676824","0.261381559453522","0.304523677900125"
"CDU","1987","35-65 Jahre alt","weiblich","475","0.336975617257765","0.313275505026785","0.360675729488744"
"CDU","1987","66 und älter","maennlich","103","0.332447808704602","0.278321807010483","0.386573810398722"
"CDU","1987","66 und älter","weiblich","148","0.359759664313848","0.312844546103736","0.406674782523961"
"CSU","1987","16-34 Jahre alt","maennlich","55","0.0632695874567912","0.0486416838884991","0.0778974910250834"
"CSU","1987","16-34 Jahre alt","weiblich","","","",""
"CSU","1987","35-65 Jahre alt","maennlich","73","0.0515106225340627","0.0409252701458345","0.0620959749222909"
"CSU","1987","35-65 Jahre alt","weiblich","72","0.0530553732160362","0.0418167427149951","0.0642940037170772"
"CSU","1987","66 und älter","maennlich","34","0.116595637181139","0.0797214448592629","0.153469829503015"
"CSU","1987","66 und älter","weiblich","","","",""
"FDP","1987","16-34 Jahre alt","maennlich","40","0.0450149412808905","0.0325567811305538","0.0574731014312273"
"FDP","1987","16-34 Jahre alt","weiblich","","","",""
"FDP","1987","35-65 Jahre alt","maennlich","93","0.0581583684406416","0.046950171994546","0.0693665648867373"
"FDP","1987","35-65 Jahre alt","weiblich","77","0.0553229394184603","0.0438604031668147","0.066785475670106"
"FDP","1987","66 und älter","maennlich","","","",""
"FDP","1987","66 und älter","weiblich","","","",""
"Buendnis90/Gruene","1987","16-34 Jahre alt","maennlich","163","0.148183866880052","0.126836187603022","0.169531546157082"
"Buendnis90/Gruene","1987","16-34 Jahre alt","weiblich","167","0.195217439584621","0.168772579249186","0.221662299920057"
"Buendnis90/Gruene","1987","35-65 Jahre alt","maennlich","62","0.032684341162024","0.0241691449056017","0.0411995374184463"
"Buendnis90/Gruene","1987","35-65 Jahre alt","weiblich","75","0.0406278376884749","0.0307288262848216","0.0505268490921282"
"Buendnis90/Gruene","1987","66 und älter","maennlich","","","",""
"Buendnis90/Gruene","1987","66 und älter","weiblich","","","",""
"Die Linke","1987","16-34 Jahre alt","maennlich","","","",""
"Die Linke","1987","16-34 Jahre alt","weiblich","","","",""
"Die Linke","1987","35-65 Jahre alt","maennlich","","","",""
"Die Linke","1987","35-65 Jahre alt","weiblich","","","",""
"Die Linke","1987","66 und älter","maennlich","","","",""
"Die Linke","1987","66 und älter","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1987","16-34 Jahre alt","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1987","16-34 Jahre alt","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1987","35-65 Jahre alt","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1987","35-65 Jahre alt","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1987","66 und älter","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1987","66 und älter","weiblich","","","",""
"Andere","1987","16-34 Jahre alt","maennlich","","","",""
"Andere","1987","16-34 Jahre alt","weiblich","","","",""
"Andere","1987","35-65 Jahre alt","maennlich","","","",""
"Andere","1987","35-65 Jahre alt","weiblich","","","",""
"Andere","1987","66 und älter","maennlich","","","",""
"Andere","1987","66 und älter","weiblich","","","",""
"SPD/Buendnis90/Gruene","1987","16-34 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","1987","16-34 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","1987","35-65 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","1987","35-65 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","1987","66 und älter","maennlich","","","",""
"SPD/Buendnis90/Gruene","1987","66 und älter","weiblich","","","",""
"SPD/CDU","1987","16-34 Jahre alt","maennlich","","","",""
"SPD/CDU","1987","16-34 Jahre alt","weiblich","","","",""
"SPD/CDU","1987","35-65 Jahre alt","maennlich","","","",""
"SPD/CDU","1987","35-65 Jahre alt","weiblich","","","",""
"SPD/CDU","1987","66 und älter","maennlich","","","",""
"SPD/CDU","1987","66 und älter","weiblich","","","",""
"SPD/FDP","1987","16-34 Jahre alt","maennlich","","","",""
"SPD/FDP","1987","16-34 Jahre alt","weiblich","","","",""
"SPD/FDP","1987","35-65 Jahre alt","maennlich","","","",""
"SPD/FDP","1987","35-65 Jahre alt","weiblich","","","",""
"SPD/FDP","1987","66 und älter","maennlich","","","",""
"SPD/FDP","1987","66 und älter","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1987","16-34 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1987","16-34 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1987","35-65 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1987","35-65 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1987","66 und älter","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1987","66 und älter","weiblich","","","",""
"CDU/CSU","1987","16-34 Jahre alt","maennlich","117","0.10915063225606","0.0904139564270292","0.127887308085092"
"CDU/CSU","1987","16-34 Jahre alt","weiblich","86","0.101736177322684","0.0815672707019346","0.121905083943434"
"CDU/CSU","1987","35-65 Jahre alt","maennlich","190","0.111494756880765","0.0964218191416695","0.12656769461986"
"CDU/CSU","1987","35-65 Jahre alt","weiblich","151","0.0974662070902015","0.0825950355693937","0.112337378611009"
"CDU/CSU","1987","66 und älter","maennlich","","","",""
"CDU/CSU","1987","66 und älter","weiblich","32","0.0786723786098514","0.0523543563010852","0.104990400918618"
"CDU/FDP","1987","16-34 Jahre alt","maennlich","","","",""
"CDU/FDP","1987","16-34 Jahre alt","weiblich","","","",""
"CDU/FDP","1987","35-65 Jahre alt","maennlich","","","",""
"CDU/FDP","1987","35-65 Jahre alt","weiblich","","","",""
"CDU/FDP","1987","66 und älter","maennlich","","","",""
"CDU/FDP","1987","66 und älter","weiblich","","","",""
"CDU/Buendnis90/Gruene","1987","16-34 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","1987","16-34 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","1987","35-65 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","1987","35-65 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","1987","66 und älter","maennlich","","","",""
"CDU/Buendnis90/Gruene","1987","66 und älter","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1987","16-34 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1987","16-34 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1987","35-65 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1987","35-65 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1987","66 und älter","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1987","66 und älter","weiblich","","","",""
"SPD/Die Linke","1987","16-34 Jahre alt","maennlich","","","",""
"SPD/Die Linke","1987","16-34 Jahre alt","weiblich","","","",""
"SPD/Die Linke","1987","35-65 Jahre alt","maennlich","","","",""
"SPD/Die Linke","1987","35-65 Jahre alt","weiblich","","","",""
"SPD/Die Linke","1987","66 und älter","maennlich","","","",""
