"year","hhtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2008","Alleinerziehende","","","","","","","","","","","","","",""
"2008","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"2008","Sonstige","","","","","","","","","","","","","",""
"2009","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"2009","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"2009","Alleinerziehende","","","","","","","","","","","","","",""
"2009","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"2009","Sonstige","","","","","","","","","","","","","",""
"2010","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"2010","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"2010","Alleinerziehende","","","","","","","","","","","","","",""
"2010","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"2010","Sonstige","","","","","","","","","","","","","",""
"2011","(Ehe-)Paar ohne Kind(er)","478.8","431.67","4291","216.67","303.33","600","800","1500","470.71","486.89","34.67","4000","433.333343505859","433.333343505859"
"2011","1-Pers.- Haushalt","282.98","213.33","3432","130","200","346.67","433.33","1083.33","276.83","289.13","0","3000","216.66667175293","216.66667175293"
"2011","Alleinerziehende","399.61","364.17","767","200","260","450","650","1000","385.31","413.91","50","2600","346.666656494141","400"
"2011","Paar mit Kind(ern)","616.76","510","3193","303.33","400","700","1000","2000","605.14","628.38","100","4333.33","520","520"
"2011","Sonstige","526.05","416.67","172","200","300","650","866.67","1300","485.68","566.42","86.67","1603.33","400","520"
"2012","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"2012","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"2012","Alleinerziehende","","","","","","","","","","","","","",""
"2012","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"2012","Sonstige","","","","","","","","","","","","","",""
"2013","(Ehe-)Paar ohne Kind(er)","490.94","431.67","4422","220","303.33","600","800","1600","481.22","500.66","1","5200","433.333343505859","433.333343505859"
"2013","1-Pers.- Haushalt","279.78","214.5","3560","130","200","346.67","433.33","866.67","274.04","285.52","0","2600","216.66667175293","216.66667175293"
"2013","Alleinerziehende","413.53","380","954","200","260","500","650","1300","398.32","428.74","60","2166.67","350","400"
"2013","Paar mit Kind(ern)","596.8","515","4058","300","400","650","900","1733.33","586.62","606.98","100","4333.33","500","520"
"2013","Sonstige","482.72","416.67","446","200","300","650","800","1733.33","451.45","513.99","70","2600","433.333343505859","450"
"2014","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"2014","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"2014","Alleinerziehende","","","","","","","","","","","","","",""
"2014","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"2014","Sonstige","","","","","","","","","","","","","",""
"2015","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"2015","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"2015","Alleinerziehende","","","","","","","","","","","","","",""
"2015","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"2015","Sonstige","","","","","","","","","","","","","",""
"2016","(Ehe-)Paar ohne Kind(er)","481.3","429.17","4038","220","320","600","800","1516.67","472.83","489.77","56.33","4333.33","433.333343505859","433.333343505859"
"2016","1-Pers.- Haushalt","283.23","227.5","3341","130","200","346.67","433.33","866.67","277.6","288.86","4.33","2166.67","216.66667175293","238.33332824707"
"2016","Alleinerziehende","407.89","395","1507","216.67","260","476.67","650","1083.33","396.55","419.23","50","2166.67","368.333343505859","400"
"2016","Paar mit Kind(ern)","605.15","510","4948","303.33","433.33","700","1000","1733.33","596.55","613.75","45","5200","520","550"
"2016","Sonstige","525.95","416.67","290","216.67","346.67","650","866.67","1733.33","488.8","563.1","80","2000","433.333343505859","450"
"2017","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"2017","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"2017","Alleinerziehende","","","","","","","","","","","","","",""
"2017","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"2017","Sonstige","","","","","","","","","","","","","",""
"2018","(Ehe-)Paar ohne Kind(er)","495.06","431.67","4586","250","346.67","600","800","1500","487.66","502.46","43.33","2600","433.333343505859","433.333343505859"
"2018","1-Pers.- Haushalt","291.87","245","4377","130","200","350","500","866.67","286.67","297.07","4.33","2600","216.66667175293","250"
"2018","Alleinerziehende","425.7","395","1705","216.67","260","500","650","1200","413.87","437.53","49","2600","433.333343505859","433.333343505859"
"2018","Paar mit Kind(ern)","611.21","510","6209","320","433.33","700","900","1733.33","602.08","620.34","43.33","8692.67","600","650"
"2018","Sonstige","526.59","488.33","527","216.67","303.33","650","866.67","1500","488.33","564.85","60","5000","500","600"
"2019","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"2019","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"2019","Alleinerziehende","","","","","","","","","","","","","",""
"2019","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"2019","Sonstige","","","","","","","","","","","","","",""
"2020","(Ehe-)Paar ohne Kind(er)","506.64","431.67","5076","250","346.67","600","866.67","1733.33","497.84","515.44","10","5200","433.333343505859","433.333343505859"
"2020","1-Pers.- Haushalt","300","245","5266","130","200","350","500","1000","294.27","305.73","1","2600","250","260"
"2020","Alleinerziehende","442.81","416.67","1556","216.67","300","500","650","1300","428.08","457.54","60","5200","433.333343505859","433.333343505859"
"2020","Paar mit Kind(ern)","646.59","592.5","6321","346.67","433.33","800","1000","1733.33","636.77","656.41","8.67","8666.67","650","650"
"2020","Sonstige","560.4","416.67","590","216.67","346.67","650","1000","1516.67","528.32","592.48","8.67","2600","433.333343505859","520"
