"year","hhtyp","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1988","Sonstige","Staedtischer Raum","1248.14","281.5","591","1012.78","1483.5"
"1989","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","345.74","0","476","221.84","469.64"
"1989","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","373.87","0","1840","296.78","450.96"
"1989","1-Pers.- Haushalt","Laendlicher Raum","504.82","0","166","251.57","758.07"
"1989","1-Pers.- Haushalt","Staedtischer Raum","377.2","0","874","281.5","472.9"
"1989","Alleinerziehende","Laendlicher Raum","1713.16","153.5","140","1224.89","2201.43"
"1989","Alleinerziehende","Staedtischer Raum","1483.23","230","520","1284.92","1681.54"
"1989","Paar mit Kind(ern)","Laendlicher Raum","1870.93","859","1614","1734.78","2007.08"
"1989","Paar mit Kind(ern)","Staedtischer Raum","1507.73","727","6129","1446.9","1568.56"
"1989","Sonstige","Laendlicher Raum","1697.94","521.5","217","1137.82","2258.06"
"1989","Sonstige","Staedtischer Raum","1679.37","675","618","1474.94","1883.8"
"1990","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","331.03","0","504","225.19","436.87"
"1990","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","305.53","0","1864","240.91","370.15"
"1990","1-Pers.- Haushalt","Laendlicher Raum","244.9","0","182","133.17","356.63"
"1990","1-Pers.- Haushalt","Staedtischer Raum","257.47","0","819","177.1","337.84"
"1990","Alleinerziehende","Laendlicher Raum","1932.16","383.5","117","1266.27","2598.05"
"1990","Alleinerziehende","Staedtischer Raum","1650.23","153.5","523","1438.82","1861.64"
"1990","Paar mit Kind(ern)","Laendlicher Raum","1716.46","889.5","1578","1590.94","1841.98"
"1990","Paar mit Kind(ern)","Staedtischer Raum","1593.07","726","5948","1525.85","1660.29"
"1990","Sonstige","Laendlicher Raum","1305.35","601","213","1016.22","1594.48"
"1990","Sonstige","Staedtischer Raum","1964.32","767","685","1745.81","2182.83"
"1991","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","220.33","0","488","111.61","329.05"
"1991","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","301.42","0","1908","237.05","365.79"
"1991","1-Pers.- Haushalt","Laendlicher Raum","283.49","0","172","109.2","457.78"
"1991","1-Pers.- Haushalt","Staedtischer Raum","288","0","831","204.8","371.2"
"1991","Alleinerziehende","Laendlicher Raum","1704.06","347","145","1130.28","2277.84"
"1991","Alleinerziehende","Staedtischer Raum","1620.77","337.5","514","1425.56","1815.98"
"1991","Paar mit Kind(ern)","Laendlicher Raum","1961.39","887.5","1606","1826.57","2096.21"
"1991","Paar mit Kind(ern)","Staedtischer Raum","1528.73","733","5861","1468.19","1589.27"
"1991","Sonstige","Laendlicher Raum","1402.85","153.5","242","1076.42","1729.28"
"1991","Sonstige","Staedtischer Raum","1668.25","643.5","660","1471.41","1865.09"
"1992","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","406.22","0","1046","303.42","509.02"
"1992","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","395.52","0","2320","323.01","468.03"
"1992","1-Pers.- Haushalt","Laendlicher Raum","297.27","0","351","206.41","388.13"
"1992","1-Pers.- Haushalt","Staedtischer Raum","363.6","0","942","271.67","455.53"
"1992","Alleinerziehende","Laendlicher Raum","1938.51","402","294","1560.36","2316.66"
"1992","Alleinerziehende","Staedtischer Raum","1920.07","476","659","1666.42","2173.72"
"1992","Paar mit Kind(ern)","Laendlicher Raum","2330.74","1109.5","3967","2236.84","2424.64"
"1992","Paar mit Kind(ern)","Staedtischer Raum","1722.49","734.5","6864","1661.37","1783.61"
"1992","Sonstige","Laendlicher Raum","2003.92","713","483","1800.25","2207.59"
"1992","Sonstige","Staedtischer Raum","1407.52","473","737","1202.81","1612.23"
"1993","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","642.56","0","1084","499.95","785.17"
"1993","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","434.4","0","2364","355.61","513.19"
"1993","1-Pers.- Haushalt","Laendlicher Raum","556.57","0","393","397.12","716.02"
"1993","1-Pers.- Haushalt","Staedtischer Raum","345.46","0","969","261.27","429.65"
"1993","Alleinerziehende","Laendlicher Raum","2655.33","580","305","2199.05","3111.61"
"1993","Alleinerziehende","Staedtischer Raum","2157.82","598.5","613","1890.45","2425.19"
"1993","Paar mit Kind(ern)","Laendlicher Raum","2607.22","1215","3845","2499.05","2715.39"
"1993","Paar mit Kind(ern)","Staedtischer Raum","1942.28","874.5","6720","1873.55","2011.01"
"1993","Sonstige","Laendlicher Raum","2279.48","1079.5","492","2004.16","2554.8"
"1993","Sonstige","Staedtischer Raum","1921.19","843.5","743","1626.65","2215.73"
"1994","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","841.1","0","1138","650.78","1031.42"
"1994","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","524.81","0","2400","432.04","617.58"
"1994","1-Pers.- Haushalt","Laendlicher Raum","595.58","0","396","376.4","814.76"
"1994","1-Pers.- Haushalt","Staedtischer Raum","437.21","0","966","327.87","546.55"
"1994","Alleinerziehende","Laendlicher Raum","2769.27","444.5","283","2334.35","3204.19"
"1994","Alleinerziehende","Staedtischer Raum","2555.87","823","599","2205.77","2905.97"
"1994","Paar mit Kind(ern)","Laendlicher Raum","2768.42","1211.5","3709","2645.16","2891.68"
"1994","Paar mit Kind(ern)","Staedtischer Raum","2232.24","1033","6457","2151.21","2313.27"
"1994","Sonstige","Laendlicher Raum","2149.78","417","471","1836.15","2463.41"
"1994","Sonstige","Staedtischer Raum","2188.4","406","719","1908.79","2468.01"
"1995","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","805.93","0","1172","645.48","966.38"
"1995","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","535.8","0","2482","443.21","628.39"
"1995","1-Pers.- Haushalt","Laendlicher Raum","527.7","0","403","368.95","686.45"
"1995","1-Pers.- Haushalt","Staedtischer Raum","452.54","0","1001","349.12","555.96"
"1995","Alleinerziehende","Laendlicher Raum","2551.91","368","314","2116.28","2987.54"
"1995","Alleinerziehende","Staedtischer Raum","2592.75","819.5","628","2269.01","2916.49"
"1995","Paar mit Kind(ern)","Laendlicher Raum","2884.95","1196.5","3886","2761.63","3008.27"
"1995","Paar mit Kind(ern)","Staedtischer Raum","2253.54","912.5","6637","2172.03","2335.05"
"1995","Sonstige","Laendlicher Raum","3628.77","1165.5","429","3064.71","4192.83"
"1995","Sonstige","Staedtischer Raum","2788.44","828.5","760","2500.08","3076.8"
"1996","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1307.92","0","1220","1104.61","1511.23"
"1996","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","955.83","0","2462","818.37","1093.29"
"1996","1-Pers.- Haushalt","Laendlicher Raum","497.53","0","424","317.12","677.94"
"1996","1-Pers.- Haushalt","Staedtischer Raum","490.73","0","1009","372","609.46"
"1996","Alleinerziehende","Laendlicher Raum","2222.73","1131","313","1851.07","2594.39"
"1996","Alleinerziehende","Staedtischer Raum","2596.03","942","646","2298.19","2893.87"
"1996","Paar mit Kind(ern)","Laendlicher Raum","3046.28","1275","3699","2913.96","3178.6"
"1996","Paar mit Kind(ern)","Staedtischer Raum","2344.71","1033","6458","2258.43","2430.99"
"1996","Sonstige","Laendlicher Raum","4601.52","1414","418","4017.17","5185.87"
"1996","Sonstige","Staedtischer Raum","3462.33","1073.5","690","3103.06","3821.6"
"1997","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1518.83","0","1252","1287.24","1750.42"
"1997","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1032.72","0","2506","896.95","1168.49"
"1997","1-Pers.- Haushalt","Laendlicher Raum","681.83","0","414","463.51","900.15"
"1997","1-Pers.- Haushalt","Staedtischer Raum","611.08","0","987","483.96","738.2"
"1997","Alleinerziehende","Laendlicher Raum","3794.19","2304.5","337","3295.32","4293.06"
"1997","Alleinerziehende","Staedtischer Raum","3654.9","2362","630","3322.29","3987.51"
"1997","Paar mit Kind(ern)","Laendlicher Raum","4255","2426.5","3578","4112.9","4397.1"
"1997","Paar mit Kind(ern)","Staedtischer Raum","3363.23","2425.5","6228","3269.26","3457.2"
"1997","Sonstige","Laendlicher Raum","4669.17","3027","392","4198.92","5139.42"
"1997","Sonstige","Staedtischer Raum","3905.03","613.5","682","3508.65","4301.41"
"1998","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1414.3","0","1474","1238.64","1589.96"
"1998","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","972.42","0","2884","847.25","1097.59"
"1998","1-Pers.- Haushalt","Laendlicher Raum","631.12","0","490","452.7","809.54"
"1998","1-Pers.- Haushalt","Staedtischer Raum","622.7","0","1216","506.08","739.32"
"1998","Alleinerziehende","Laendlicher Raum","4046.28","2638.5","361","3607.78","4484.78"
"1998","Alleinerziehende","Staedtischer Raum","3828.33","2265.5","744","3485.94","4170.72"
"1998","Paar mit Kind(ern)","Laendlicher Raum","4466.79","3047","3937","4334.06","4599.52"
"1998","Paar mit Kind(ern)","Staedtischer Raum","3730.24","2694.5","6645","3634.3","3826.18"
"1998","Sonstige","Laendlicher Raum","4452.91","2577","357","3899.99","5005.83"
"1998","Sonstige","Staedtischer Raum","3492.66","2208.5","648","3172.54","3812.78"
"1999","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1438.8","0","1482","1247.38","1630.22"
"1999","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","785.06","0","2830","682.88","887.24"
"1999","1-Pers.- Haushalt","Laendlicher Raum","784.79","0","482","576.2","993.38"
"1999","1-Pers.- Haushalt","Staedtischer Raum","576.15","0","1156","459.81","692.49"
"1999","Alleinerziehende","Laendlicher Raum","4311.01","2646","411","3862.09","4759.93"
"1999","Alleinerziehende","Staedtischer Raum","3997.66","2546.5","704","3680.75","4314.57"
"1999","Paar mit Kind(ern)","Laendlicher Raum","4619.75","3126","3750","4479.32","4760.18"
"1999","Paar mit Kind(ern)","Staedtischer Raum","3794.7","2696.5","6507","3699.71","3889.69"
"1999","Sonstige","Laendlicher Raum","3895.57","2899","246","3448.44","4342.7"
"1999","Sonstige","Staedtischer Raum","3729.79","2147.5","420","3276.7","4182.88"
"2000","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1182.84","0","2662","1054.92","1310.76"
"2000","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","806.61","0","5274","733.56","879.66"
"2000","1-Pers.- Haushalt","Laendlicher Raum","699.5","0","987","556.65","842.35"
"2000","1-Pers.- Haushalt","Staedtischer Raum","571.94","0","2273","485.35","658.53"
"2000","Alleinerziehende","Laendlicher Raum","5113.45","3006.5","649","4688.15","5538.75"
"2000","Alleinerziehende","Staedtischer Raum","4065.56","2991","1262","3820.36","4310.76"
"2000","Paar mit Kind(ern)","Laendlicher Raum","4746.34","3037","6390","4640.37","4852.31"
"2000","Paar mit Kind(ern)","Staedtischer Raum","4140.48","3066","11112","4068.07","4212.89"
"2000","Sonstige","Laendlicher Raum","3925.79","2692","461","3543.49","4308.09"
"2000","Sonstige","Staedtischer Raum","3499.46","1517.5","737","3140.19","3858.73"
"2001","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1355.12","0","2436","1209.85","1500.39"
"2001","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","911.36","0","4742","833.38","989.34"
"2001","1-Pers.- Haushalt","Laendlicher Raum","797.92","0","870","623.79","972.05"
"2001","1-Pers.- Haushalt","Staedtischer Raum","643.45","0","2056","547.5","739.4"
"2001","Alleinerziehende","Laendlicher Raum","4623.11","3251.5","613","4208.14","5038.08"
"2001","Alleinerziehende","Staedtischer Raum","4486.51","3091.5","1148","4213.33","4759.69"
"2001","Paar mit Kind(ern)","Laendlicher Raum","4952.67","3304.5","5700","4836.24","5069.1"
"2001","Paar mit Kind(ern)","Staedtischer Raum","4238.16","3307.5","10098","4162.75","4313.57"
"2001","Sonstige","Laendlicher Raum","4019.45","2505","357","3592.65","4446.25"
"2001","Sonstige","Staedtischer Raum","3895.06","2362","708","3544.42","4245.7"
"2002","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1346.78","0","2536","1218.54","1475.02"
"2002","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","903.15","0","5268","834.3","972"
"2002","1-Pers.- Haushalt","Laendlicher Raum","819.94","0","864","664.01","975.87"
"2002","1-Pers.- Haushalt","Staedtischer Raum","675.08","0","2074","583.21","766.95"
"2002","Alleinerziehende","Laendlicher Raum","4661.43","3278.5","644","4308.03","5014.83"
"2002","Alleinerziehende","Staedtischer Raum","4692.77","2670","1126","4403.02","4982.52"
"2002","Paar mit Kind(ern)","Laendlicher Raum","5419.46","3901","5726","5307.8","5531.12"
"2002","Paar mit Kind(ern)","Staedtischer Raum","4430.15","3306","10860","4358.46","4501.84"
"2002","Sonstige","Laendlicher Raum","3994.16","2930","353","3553.31","4435.01"
"2002","Sonstige","Staedtischer Raum","3505.52","1890.5","665","3130.03","3881.01"
"2003","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1332.48","0","2532","1213.96","1451"
"2003","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","924.77","0","5104","854.43","995.11"
"2003","1-Pers.- Haushalt","Laendlicher Raum","848.68","0","854","698.65","998.71"
"2003","1-Pers.- Haushalt","Staedtischer Raum","740.1","0","2065","648.26","831.94"
"2003","Alleinerziehende","Laendlicher Raum","5317.74","3656","603","4956.81","5678.67"
"2003","Alleinerziehende","Staedtischer Raum","4926.55","3659","1139","4662.91","5190.19"
"2003","Paar mit Kind(ern)","Laendlicher Raum","5823.85","4596","5348","5700.68","5947.02"
"2003","Paar mit Kind(ern)","Staedtischer Raum","5000.48","3695","10278","4919.13","5081.83"
"2003","Sonstige","Laendlicher Raum","4749.88","3828","303","4167.3","5332.46"
"2003","Sonstige","Staedtischer Raum","4812.37","3200","566","4362.8","5261.94"
"2004","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1207.94","0","2500","1095.29","1320.59"
"2004","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1092.51","0","5138","1010.6","1174.42"
"2004","1-Pers.- Haushalt","Laendlicher Raum","940.17","0","857","779.79","1100.55"
"2004","1-Pers.- Haushalt","Staedtischer Raum","825.11","0","2004","726.13","924.09"
"2004","Alleinerziehende","Laendlicher Raum","4924.23","3660","568","4551.7","5296.76"
"2004","Alleinerziehende","Staedtischer Raum","5191.46","3690","1118","4923.96","5458.96"
"2004","Paar mit Kind(ern)","Laendlicher Raum","6086.5","4915","5158","5954.25","6218.75"
"2004","Paar mit Kind(ern)","Staedtischer Raum","5197.24","3714","9789","5111.41","5283.07"
"2004","Sonstige","Laendlicher Raum","4136.11","3334.5","283","3570.95","4701.27"
"2004","Sonstige","Staedtischer Raum","3815.94","2666","516","3368.78","4263.1"
"2005","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1219.67","0","2422","1106.34","1333"
"2005","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1010.28","0","4962","929.78","1090.78"
"2005","1-Pers.- Haushalt","Laendlicher Raum","1080.99","0","870","911.02","1250.96"
"2005","1-Pers.- Haushalt","Staedtischer Raum","940.77","0","2043","834.91","1046.63"
"2005","Alleinerziehende","Laendlicher Raum","5751.39","3684","601","5338.92","6163.86"
"2005","Alleinerziehende","Staedtischer Raum","5558.99","3685.5","1135","5243.44","5874.54"
"2005","Paar mit Kind(ern)","Laendlicher Raum","6048.03","5020","4782","5905.89","6190.17"
"2005","Paar mit Kind(ern)","Staedtischer Raum","5159.94","3695","9142","5070.96","5248.92"
"2005","Sonstige","Laendlicher Raum","4949.38","2754","279","4292.26","5606.5"
"2005","Sonstige","Staedtischer Raum","4284.23","2484.5","470","3775.09","4793.37"
"2006","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1207.16","0","2762","1087.08","1327.24"
"2006","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1026.72","0","5554","946.68","1106.76"
"2006","1-Pers.- Haushalt","Laendlicher Raum","1091.59","0","1037","927.95","1255.23"
"2006","1-Pers.- Haushalt","Staedtischer Raum","1044.1","0","2263","926.66","1161.54"
"2006","Alleinerziehende","Laendlicher Raum","6650.11","4310","702","6220.9","7079.32"
"2006","Alleinerziehende","Staedtischer Raum","6046.91","3685.5","1222","5743.21","6350.61"
"2006","Paar mit Kind(ern)","Laendlicher Raum","6062.94","4387.5","5048","5910.53","6215.35"
"2006","Paar mit Kind(ern)","Staedtischer Raum","5539.71","3714","9340","5447.39","5632.03"
"2006","Sonstige","Laendlicher Raum","5461.92","4423","304","4886.98","6036.86"
"2006","Sonstige","Staedtischer Raum","4653.74","3691.5","436","4146.99","5160.49"
"2007","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1329.66","0","2624","1206.82","1452.5"
"2007","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1066.86","0","5128","972.05","1161.67"
"2007","1-Pers.- Haushalt","Laendlicher Raum","1035.95","0","994","870.44","1201.46"
"2007","1-Pers.- Haushalt","Staedtischer Raum","1041.64","0","2127","926.84","1156.44"
"2007","Alleinerziehende","Laendlicher Raum","7510.18","5494","653","7018.59","8001.77"
"2007","Alleinerziehende","Staedtischer Raum","6828.41","4084.5","1121","6437.9","7218.92"
"2007","Paar mit Kind(ern)","Laendlicher Raum","5672.88","4114","4639","5526.02","5819.74"
"2007","Paar mit Kind(ern)","Staedtischer Raum","5594.14","3695","8708","5490.59","5697.69"
"2007","Sonstige","Laendlicher Raum","6758.58","5596","253","5984.26","7532.9"
"2007","Sonstige","Staedtischer Raum","4937.2","1847.5","371","4378.58","5495.82"
"2008","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1147.62","0","2542","1033.23","1262.01"
"2008","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","926.48","0","4926","845.37","1007.59"
"2008","1-Pers.- Haushalt","Laendlicher Raum","1130.49","0","943","937.54","1323.44"
"2008","1-Pers.- Haushalt","Staedtischer Raum","1140.23","0","2054","1021.99","1258.47"
"2008","Alleinerziehende","Laendlicher Raum","6473.54","3984","642","6015.27","6931.81"
"2008","Alleinerziehende","Staedtischer Raum","6715.73","3678","1072","6320.3","7111.16"
"2008","Paar mit Kind(ern)","Laendlicher Raum","5423.24","3719","4190","5274.98","5571.5"
"2008","Paar mit Kind(ern)","Staedtischer Raum","5237.09","3695","7971","5136.37","5337.81"
"2008","Sonstige","Laendlicher Raum","7085.45","4926.5","246","6018.11","8152.79"
"2008","Sonstige","Staedtischer Raum","4337.14","3396","291","3733.57","4940.71"
"2009","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","966.06","0","2488","858.75","1073.37"
"2009","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","812.17","0","4612","740.86","883.48"
"2009","1-Pers.- Haushalt","Laendlicher Raum","991.03","0","889","813.6","1168.46"
"2009","1-Pers.- Haushalt","Staedtischer Raum","1035.06","0","1971","916.33","1153.79"
"2009","Alleinerziehende","Laendlicher Raum","5786.13","3684","618","5311.11","6261.15"
"2009","Alleinerziehende","Staedtischer Raum","6343.96","3684","971","5954.51","6733.41"
"2009","Paar mit Kind(ern)","Laendlicher Raum","5500.4","3895.5","3990","5343.31","5657.49"
"2009","Paar mit Kind(ern)","Staedtischer Raum","5235.58","3695","7238","5126.63","5344.53"
"2009","Sonstige","Laendlicher Raum","3625.3","1764","197","2857.48","4393.12"
"2009","Sonstige","Staedtischer Raum","3839.49","2715","247","3391.41","4287.57"
"2010","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","962.39","0","2322","854.85","1069.93"
"2010","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","984.58","0","4422","907.57","1061.59"
"2010","1-Pers.- Haushalt","Laendlicher Raum","1026.7","0","852","847.63","1205.77"
"2010","1-Pers.- Haushalt","Staedtischer Raum","1122.06","0","1859","998.43","1245.69"
"2010","Alleinerziehende","Laendlicher Raum","5758","3924","1676","5471.14","6044.86"
"2010","Alleinerziehende","Staedtischer Raum","7192.99","4572","3071","6962.8","7423.18"
"2010","Paar mit Kind(ern)","Laendlicher Raum","5715.05","4264","8023","5585.79","5844.31"
"2010","Paar mit Kind(ern)","Staedtischer Raum","5628.76","3932","14644","5529.02","5728.5"
"2010","Sonstige","Laendlicher Raum","5026.15","4161","269","4272.69","5779.61"
"2010","Sonstige","Staedtischer Raum","3904.27","2490","330","3194.8","4613.74"
"2011","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1024.12","0","3218","914.99","1133.25"
"2011","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","947.44","0","5530","867.56","1027.32"
"2011","1-Pers.- Haushalt","Laendlicher Raum","1147.07","0","1140","981.29","1312.85"
"2011","1-Pers.- Haushalt","Staedtischer Raum","1237.81","0","2411","1098.35","1377.27"
"2011","Alleinerziehende","Laendlicher Raum","6264.85","4395","2060","6002.01","6527.69"
"2011","Alleinerziehende","Staedtischer Raum","7217.68","4404","3806","7004.82","7430.54"
"2011","Paar mit Kind(ern)","Laendlicher Raum","5739.18","4408","9063","5611.14","5867.22"
"2011","Paar mit Kind(ern)","Staedtischer Raum","5804.85","4412","15991","5701.99","5907.71"
"2011","Sonstige","Laendlicher Raum","4330.88","2357.5","340","3597.93","5063.83"
"2011","Sonstige","Staedtischer Raum","5982.58","3424","442","5227.66","6737.5"
"2012","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1019.63","0","3360","914.89","1124.37"
"2012","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","878.51","0","5540","795.81","961.21"
"2012","1-Pers.- Haushalt","Laendlicher Raum","1166.29","0","1219","997.52","1335.06"
"2012","1-Pers.- Haushalt","Staedtischer Raum","1156.39","0","2464","1039.65","1273.13"
"2012","Alleinerziehende","Laendlicher Raum","6388.22","4404","2020","6121.73","6654.71"
"2012","Alleinerziehende","Staedtischer Raum","7056.31","4398","3573","6827.56","7285.06"
"2012","Paar mit Kind(ern)","Laendlicher Raum","5527.29","4409","8493","5407.67","5646.91"
"2012","Paar mit Kind(ern)","Staedtischer Raum","5673.29","4412","14971","5575.56","5771.02"
"2012","Sonstige","Laendlicher Raum","6574","4094","363","5818.48","7329.52"
"2012","Sonstige","Staedtischer Raum","7993.65","5621.5","403","7221.37","8765.93"
"2013","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1033.02","0","3354","917.78","1148.26"
"2013","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","862.83","0","5924","780.22","945.44"
"2013","1-Pers.- Haushalt","Laendlicher Raum","1200.81","0","1220","1035.89","1365.73"
"2013","1-Pers.- Haushalt","Staedtischer Raum","1288.29","0","2624","1153.56","1423.02"
"2013","Alleinerziehende","Laendlicher Raum","6103.59","4392","1970","5829.03","6378.15"
"2013","Alleinerziehende","Staedtischer Raum","7143.59","4417","3832","6924.97","7362.21"
"2013","Paar mit Kind(ern)","Laendlicher Raum","5454.54","4414","8993","5326.44","5582.64"
"2013","Paar mit Kind(ern)","Staedtischer Raum","5869.87","4404","17928","5776.38","5963.36"
"2013","Sonstige","Laendlicher Raum","6660.34","5310.5","615","6074.97","7245.71"
"2013","Sonstige","Staedtischer Raum","5530.71","2814","1205","5100.43","5960.99"
"2014","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1012.44","0","3240","899.33","1125.55"
"2014","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","996.87","0","5486","911.8","1081.94"
"2014","1-Pers.- Haushalt","Laendlicher Raum","1327.06","0","1144","1153.91","1500.21"
"2014","1-Pers.- Haushalt","Staedtischer Raum","1379.35","0","2422","1242.93","1515.77"
"2014","Alleinerziehende","Laendlicher Raum","5885.7","4398.5","1647","5572.43","6198.97"
"2014","Alleinerziehende","Staedtischer Raum","7395.58","4398","3041","7134.33","7656.83"
"2014","Paar mit Kind(ern)","Laendlicher Raum","5503.67","4398","7847","5360.68","5646.66"
