year,migback,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,No migration background,Satisfactory,0.30005,3342,9776,0.29096,0.30913
1997,No migration background,Poor,0.11558,1184,9776,0.10924,0.12191
1997,No migration background,Bad,0.03562,335,9776,0.03195,0.03929
1997,Direct migration background,Very good,0.09689,221,2468,0.08522,0.10857
1997,Direct migration background,Good,0.35087,1023,2468,0.33204,0.36971
1997,Direct migration background,Satisfactory,0.29654,733,2468,0.27852,0.31456
1997,Direct migration background,Poor,0.15555,378,2468,0.14125,0.16986
1997,Direct migration background,Bad,0.04607,113,2468,0.03780,0.05435
1997,Indirect migration background,Very good,0.09338,154,561,0.06928,0.11748
1997,Indirect migration background,Good,0.17653,289,561,0.14495,0.20811
1997,Indirect migration background,Satisfactory,0.06990,85,561,0.04878,0.09102
1997,Indirect migration background,Poor,0.02205,33,561,0.00989,0.03421
1998,No migration background,Very good,0.07724,1086,11220,0.07230,0.08219
1998,No migration background,Good,0.33169,4803,11220,0.32298,0.34041
1998,No migration background,Satisfactory,0.27650,3592,11220,0.26822,0.28478
1998,No migration background,Poor,0.11304,1331,11220,0.10718,0.11890
1998,No migration background,Bad,0.03738,408,11220,0.03387,0.04090
1998,Direct migration background,Very good,0.09572,211,2392,0.08393,0.10752
1998,Direct migration background,Good,0.37983,1017,2392,0.36038,0.39929
1998,Direct migration background,Satisfactory,0.28571,707,2392,0.26760,0.30382
1998,Direct migration background,Poor,0.13933,356,2392,0.12545,0.15321
1998,Direct migration background,Bad,0.04289,101,2392,0.03477,0.05101
1998,Indirect migration background,Very good,0.11212,177,589,0.08662,0.13762
1998,Indirect migration background,Good,0.17112,277,589,0.14068,0.20156
1998,Indirect migration background,Satisfactory,0.07404,93,589,0.05288,0.09521
1998,Indirect migration background,Poor,0.02841,42,589,0.01498,0.04184
1999,No migration background,Very good,0.06948,918,10845,0.06469,0.07426
1999,No migration background,Good,0.32434,4500,10845,0.31553,0.33315
1999,No migration background,Satisfactory,0.28947,3689,10845,0.28094,0.29801
1999,No migration background,Poor,0.11743,1340,10845,0.11137,0.12349
1999,No migration background,Bad,0.03847,398,10845,0.03485,0.04209
1999,Direct migration background,Very good,0.09009,210,2197,0.07811,0.10206
1999,Direct migration background,Good,0.37335,902,2197,0.35312,0.39358
1999,Direct migration background,Satisfactory,0.29383,660,2197,0.27478,0.31289
1999,Direct migration background,Poor,0.15132,337,2197,0.13634,0.16631
1999,Direct migration background,Bad,0.03738,88,2197,0.02945,0.04531
1999,Indirect migration background,Very good,0.10691,169,596,0.08208,0.13174
1999,Indirect migration background,Good,0.17761,285,596,0.14690,0.20832
1999,Indirect migration background,Satisfactory,0.08305,111,596,0.06087,0.10522
1999,Indirect migration background,Poor,0.02425,31,596,0.01189,0.03661
2000,No migration background,Very good,0.08714,2076,19948,0.08323,0.09106
2000,No migration background,Good,0.32037,8061,19948,0.31389,0.32684
2000,No migration background,Satisfactory,0.28916,6621,19948,0.28287,0.29546
2000,No migration background,Poor,0.11268,2485,19948,0.10829,0.11707
2000,No migration background,Bad,0.03421,705,19948,0.03169,0.03673
2000,Direct migration background,Very good,0.11115,376,3302,0.10043,0.12188
2000,Direct migration background,Good,0.34953,1304,3302,0.33326,0.36579
2000,Direct migration background,Satisfactory,0.29259,1030,3302,0.27707,0.30811
2000,Direct migration background,Poor,0.12613,460,3302,0.11480,0.13746
2000,Direct migration background,Bad,0.03810,132,3302,0.03157,0.04464
2000,Indirect migration background,Very good,0.09791,221,807,0.07739,0.11843
2000,Indirect migration background,Good,0.17851,387,807,0.15207,0.20495
2000,Indirect migration background,Satisfactory,0.08544,156,807,0.06615,0.10474
2000,Indirect migration background,Poor,0.02220,43,807,0.01203,0.03237
2001,No migration background,Very good,0.08593,1882,18215,0.08186,0.09000
2001,No migration background,Good,0.31907,7285,18215,0.31230,0.32584
2001,No migration background,Satisfactory,0.29061,6093,18215,0.28402,0.29720
2001,No migration background,Poor,0.11666,2303,18215,0.11199,0.12132
2001,No migration background,Bad,0.03451,652,18215,0.03186,0.03716
2001,Direct migration background,Very good,0.11847,342,2911,0.10673,0.13021
2001,Direct migration background,Good,0.36019,1148,2911,0.34275,0.37763
2001,Direct migration background,Satisfactory,0.27515,889,2911,0.25892,0.29138
2001,Direct migration background,Poor,0.14119,419,2911,0.12854,0.15384
2001,Direct migration background,Bad,0.03730,113,2911,0.03041,0.04418
2001,Indirect migration background,Very good,0.09313,195,755,0.07239,0.11387
2001,Indirect migration background,Good,0.17251,367,755,0.14554,0.19947
2001,Indirect migration background,Satisfactory,0.08833,156,755,0.06808,0.10859
2001,Indirect migration background,Poor,0.01463,37,755,0.00606,0.02320
2002,No migration background,Very good,0.07530,1905,19425,0.07159,0.07901
2002,No migration background,Good,0.32246,8022,19425,0.31588,0.32903
2002,No migration background,Satisfactory,0.29769,6492,19425,0.29126,0.30412
2002,No migration background,Poor,0.11677,2368,19425,0.11226,0.12129
2002,No migration background,Bad,0.03509,638,19425,0.03251,0.03768
2002,Direct migration background,Very good,0.09155,267,2793,0.08086,0.10225
2002,Direct migration background,Good,0.34616,1070,2793,0.32851,0.36381
2002,Direct migration background,Satisfactory,0.30660,869,2793,0.28949,0.32370
2002,Direct migration background,Poor,0.15454,472,2793,0.14114,0.16795
2002,Direct migration background,Bad,0.04452,115,2793,0.03687,0.05217
2002,Indirect migration background,Very good,0.06989,174,759,0.05174,0.08804
2002,Indirect migration background,Good,0.17336,370,759,0.14641,0.20031
2002,Indirect migration background,Satisfactory,0.10288,166,759,0.08125,0.12451
2002,Indirect migration background,Poor,0.02406,49,759,0.01315,0.03497
2003,No migration background,Very good,0.07244,1794,18740,0.06872,0.07615
2003,No migration background,Good,0.33680,7893,18740,0.33003,0.34356
2003,No migration background,Satisfactory,0.28448,6050,18740,0.27802,0.29094
2003,No migration background,Poor,0.11945,2368,18740,0.11481,0.12410
2003,No migration background,Bad,0.03655,635,18740,0.03386,0.03924
2003,Direct migration background,Very good,0.10691,277,2615,0.09506,0.11875
2003,Direct migration background,Good,0.33943,998,2615,0.32128,0.35758
2003,Direct migration background,Satisfactory,0.30370,816,2615,0.28608,0.32133
2003,Direct migration background,Poor,0.14755,407,2615,0.13396,0.16115
2003,Direct migration background,Bad,0.04784,117,2615,0.03966,0.05603
2003,Indirect migration background,Very good,0.07838,172,761,0.05927,0.09749
2003,Indirect migration background,Good,0.18672,380,761,0.15901,0.21442
2003,Indirect migration background,Satisfactory,0.08384,153,761,0.06414,0.10355
2003,Indirect migration background,Poor,0.03437,56,761,0.02141,0.04732
2004,No migration background,Very good,0.07666,1740,18243,0.07280,0.08052
2004,No migration background,Good,0.32301,7580,18243,0.31622,0.32980
2004,No migration background,Satisfactory,0.28170,5852,18243,0.27518,0.28823
2004,No migration background,Poor,0.12905,2394,18243,0.12419,0.13392
2004,No migration background,Bad,0.04082,677,18243,0.03795,0.04370
2004,Direct migration background,Very good,0.11005,271,2533,0.09786,0.12224
2004,Direct migration background,Good,0.34946,970,2533,0.33088,0.36803
2004,Direct migration background,Satisfactory,0.28085,777,2533,0.26334,0.29835
2004,Direct migration background,Poor,0.16966,398,2533,0.15504,0.18428
2004,Direct migration background,Bad,0.04805,117,2533,0.03972,0.05638
2004,Indirect migration background,Very good,0.09302,186,784,0.07267,0.11336
2004,Indirect migration background,Good,0.19720,402,784,0.16933,0.22507
2004,Indirect migration background,Satisfactory,0.09529,156,784,0.07473,0.11586
2004,Indirect migration background,Poor,0.02848,40,784,0.01683,0.04013
2005,No migration background,Very good,0.07223,1576,17448,0.06839,0.07607
2005,No migration background,Good,0.32069,7013,17448,0.31376,0.32761
2005,No migration background,Satisfactory,0.28918,5808,17448,0.28245,0.29591
2005,No migration background,Poor,0.13137,2409,17448,0.12636,0.13638
2005,No migration background,Bad,0.03835,642,17448,0.03550,0.04120
2005,Direct migration background,Very good,0.08349,204,2360,0.07233,0.09465
2005,Direct migration background,Good,0.33651,876,2360,0.31744,0.35558
2005,Direct migration background,Satisfactory,0.32426,771,2360,0.30537,0.34315
2005,Direct migration background,Poor,0.16173,379,2360,0.14688,0.17659
2005,Direct migration background,Bad,0.05371,130,2360,0.04461,0.06280
2005,Indirect migration background,Very good,0.08033,165,812,0.06162,0.09903
2005,Indirect migration background,Good,0.22114,416,812,0.19258,0.24970
2005,Indirect migration background,Satisfactory,0.11274,185,812,0.09097,0.13450
2005,Indirect migration background,Poor,0.03799,46,812,0.02484,0.05115
2006,No migration background,Very good,0.07651,1722,19002,0.07274,0.08029
2006,No migration background,Good,0.32387,7668,19002,0.31721,0.33052
2006,No migration background,Satisfactory,0.29425,6347,19002,0.28777,0.30073
2006,No migration background,Poor,0.12207,2511,19002,0.11741,0.12672
2006,No migration background,Bad,0.04198,754,19002,0.03913,0.04483
2006,Direct migration background,Very good,0.09753,231,2384,0.08562,0.10944
2006,Direct migration background,Good,0.34187,867,2384,0.32283,0.36092
2006,Direct migration background,Satisfactory,0.30879,778,2384,0.29024,0.32734
2006,Direct migration background,Poor,0.16438,379,2384,0.14950,0.17926
2006,Direct migration background,Bad,0.05183,129,2384,0.04293,0.06073
2006,Indirect migration background,Very good,0.08091,161,838,0.06244,0.09939
2006,Indirect migration background,Good,0.23046,437,838,0.20193,0.25899
2006,Indirect migration background,Satisfactory,0.11138,179,838,0.09006,0.13269
2006,Indirect migration background,Poor,0.03574,61,838,0.02316,0.04832
2007,No migration background,Very good,0.07118,1546,17835,0.06740,0.07495
2007,No migration background,Good,0.32828,7199,17835,0.32139,0.33517
2007,No migration background,Satisfactory,0.29667,5978,17835,0.28996,0.30337
2007,No migration background,Poor,0.12873,2458,17835,0.12381,0.13365
2007,No migration background,Bad,0.03614,654,17835,0.03340,0.03888
2007,Direct migration background,Very good,0.08121,166,2131,0.06961,0.09281
2007,Direct migration background,Good,0.34417,824,2131,0.32399,0.36434
2007,Direct migration background,Satisfactory,0.32738,697,2131,0.30745,0.34731
2007,Direct migration background,Poor,0.16460,334,2131,0.14886,0.18035
2007,Direct migration background,Bad,0.05501,110,2131,0.04533,0.06469
2007,Indirect migration background,Very good,0.09432,161,818,0.07428,0.11436
2007,Indirect migration background,Good,0.23037,408,818,0.20149,0.25924
2007,Indirect migration background,Satisfactory,0.11982,194,818,0.09755,0.14209
2007,Indirect migration background,Poor,0.03965,55,818,0.02627,0.05303
2008,No migration background,Very good,0.07259,1451,16815,0.06867,0.07652
2008,No migration background,Good,0.33091,6742,16815,0.32380,0.33802
2008,No migration background,Satisfactory,0.29577,5620,16815,0.28887,0.30267
2008,No migration background,Poor,0.12834,2391,16815,0.12329,0.13340
2008,No migration background,Bad,0.03518,611,16815,0.03239,0.03796
2008,Direct migration background,Very good,0.09038,161,1907,0.07751,0.10326
2008,Direct migration background,Good,0.33825,701,1907,0.31701,0.35949
2008,Direct migration background,Satisfactory,0.31173,607,1907,0.29093,0.33252
2008,Direct migration background,Poor,0.18192,332,1907,0.16460,0.19924
2008,Direct migration background,Bad,0.05528,106,1907,0.04502,0.06554
2008,Indirect migration background,Very good,0.12075,183,808,0.09826,0.14323
2008,Indirect migration background,Good,0.24284,392,808,0.21325,0.27243
2008,Indirect migration background,Satisfactory,0.12597,178,808,0.10308,0.14887
2008,Indirect migration background,Poor,0.03407,55,808,0.02156,0.04659
2009,No migration background,Very good,0.06784,1282,15800,0.06391,0.07176
2009,No migration background,Good,0.31905,6169,15800,0.31178,0.32632
2009,No migration background,Satisfactory,0.31364,5555,15800,0.30640,0.32087
2009,No migration background,Poor,0.12512,2202,15800,0.11997,0.13028
2009,No migration background,Bad,0.03674,592,15800,0.03380,0.03967
2009,Direct migration background,Very good,0.08858,136,1665,0.07493,0.10223
2009,Direct migration background,Good,0.33980,596,1665,0.31704,0.36256
2009,Direct migration background,Satisfactory,0.31555,547,1665,0.29322,0.33788
2009,Direct migration background,Poor,0.18851,293,1665,0.16972,0.20730
2009,Direct migration background,Bad,0.04983,93,1665,0.03938,0.06029
2009,Indirect migration background,Very good,0.11502,142,741,0.09203,0.13800
2009,Indirect migration background,Good,0.26428,381,741,0.23251,0.29606
2009,Indirect migration background,Satisfactory,0.13424,160,741,0.10967,0.15880
2009,Indirect migration background,Poor,0.04065,58,741,0.02642,0.05488
2010,No migration background,Very good,0.07828,2299,20170,0.07457,0.08199
2010,No migration background,Good,0.31958,8178,20170,0.31314,0.32601
2010,No migration background,Satisfactory,0.29913,6345,20170,0.29281,0.30545
2010,No migration background,Poor,0.13258,2657,20170,0.12790,0.13726
2010,No migration background,Bad,0.03768,691,20170,0.03505,0.04031
2010,Direct migration background,Very good,0.10162,421,2958,0.09073,0.11251
2010,Direct migration background,Good,0.36356,1214,2958,0.34622,0.38090
2010,Direct migration background,Satisfactory,0.28939,825,2958,0.27305,0.30574
2010,Direct migration background,Poor,0.15682,374,2958,0.14371,0.16992
2010,Direct migration background,Bad,0.06039,124,2958,0.05180,0.06897
2010,Indirect migration background,Very good,0.10656,255,1164,0.08883,0.12429
2010,Indirect migration background,Good,0.19984,536,1164,0.17685,0.22282
2010,Indirect migration background,Satisfactory,0.13233,280,1164,0.11286,0.15180
2010,Indirect migration background,Poor,0.04133,93,1164,0.02989,0.05277
2011,No migration background,Very good,0.08413,2592,24192,0.08063,0.08762
2011,No migration background,Good,0.32312,9827,24192,0.31722,0.32901
2011,No migration background,Satisfactory,0.28753,7637,24192,0.28183,0.29324
2011,No migration background,Poor,0.13080,3258,24192,0.12655,0.13505
2011,No migration background,Bad,0.03755,878,24192,0.03515,0.03994
2011,Direct migration background,Very good,0.11065,448,3319,0.09997,0.12132
2011,Direct migration background,Good,0.36077,1315,3319,0.34443,0.37711
2011,Direct migration background,Satisfactory,0.28939,938,3319,0.27396,0.30482
2011,Direct migration background,Poor,0.16459,477,3319,0.15197,0.17721
2011,Direct migration background,Bad,0.04573,141,3319,0.03863,0.05284
2011,Indirect migration background,Very good,0.09458,268,1335,0.07888,0.11029
2011,Indirect migration background,Good,0.23101,649,1335,0.20839,0.25363
2011,Indirect migration background,Satisfactory,0.11663,302,1335,0.09940,0.13385
2011,Indirect migration background,Poor,0.03752,116,1335,0.02733,0.04772
2012,No migration background,Very good,0.08198,2410,23675,0.07849,0.08548
2012,No migration background,Good,0.32730,9763,23675,0.32132,0.33328
2012,No migration background,Satisfactory,0.29803,7643,23675,0.29220,0.30385
2012,No migration background,Poor,0.12288,3056,23675,0.11870,0.12706
2012,No migration background,Bad,0.03461,803,23675,0.03228,0.03694
2012,Direct migration background,Very good,0.10275,381,3152,0.09214,0.11335
2012,Direct migration background,Good,0.37664,1288,3152,0.35972,0.39356
2012,Direct migration background,Satisfactory,0.29484,899,3152,0.27892,0.31076
2012,Direct migration background,Poor,0.15905,453,3152,0.14628,0.17182
2012,Direct migration background,Bad,0.03772,131,3152,0.03107,0.04437
2012,Indirect migration background,Very good,0.11045,268,1291,0.09335,0.12756
2012,Indirect migration background,Good,0.21982,600,1291,0.19722,0.24242
2012,Indirect migration background,Satisfactory,0.10711,304,1291,0.09023,0.12398
2012,Indirect migration background,Poor,0.04411,119,1291,0.03291,0.05532
2013,No migration background,Very good,0.07915,2287,22485,0.07562,0.08268
2013,No migration background,Good,0.31964,8945,22485,0.31354,0.32574
2013,No migration background,Satisfactory,0.29886,7321,22485,0.29287,0.30484
2013,No migration background,Poor,0.13213,3132,22485,0.12771,0.13656
2013,No migration background,Bad,0.03856,800,22485,0.03604,0.04108
2013,Direct migration background,Very good,0.15250,1141,6510,0.14377,0.16123
2013,Direct migration background,Good,0.35689,2598,6510,0.34525,0.36852
2013,Direct migration background,Satisfactory,0.26480,1660,6510,0.25408,0.27552
2013,Direct migration background,Poor,0.14755,856,6510,0.13893,0.15617
2013,Direct migration background,Bad,0.04419,255,6510,0.03920,0.04918
2013,Indirect migration background,Very good,0.12610,559,2160,0.11210,0.14010
2013,Indirect migration background,Good,0.22059,943,2160,0.20310,0.23808
2013,Indirect migration background,Satisfactory,0.11082,469,2160,0.09758,0.12406
2013,Indirect migration background,Poor,0.03316,153,2160,0.02561,0.04072
2013,Indirect migration background,Bad,0.00686,36,2160,0.00338,0.01034
2014,No migration background,Very good,0.07879,1923,20505,0.07510,0.08248
2014,No migration background,Good,0.32028,8149,20505,0.31389,0.32667
2014,No migration background,Satisfactory,0.29555,6748,20505,0.28930,0.30179
2014,No migration background,Poor,0.14014,2983,20505,0.13539,0.14489
2014,No migration background,Bad,0.03441,702,20505,0.03191,0.03690
2014,Direct migration background,Very good,0.12180,696,5271,0.11297,0.13063
2014,Direct migration background,Good,0.36902,2134,5271,0.35599,0.38204
2014,Direct migration background,Satisfactory,0.28725,1514,5271,0.27503,0.29947
2014,Direct migration background,Poor,0.14532,722,5271,0.13580,0.15483
2014,Direct migration background,Bad,0.04515,205,5271,0.03954,0.05075
2014,Indirect migration background,Very good,0.12082,421,1851,0.10597,0.13568
2014,Indirect migration background,Good,0.22521,834,1851,0.20617,0.24424
2014,Indirect migration background,Satisfactory,0.12351,426,1851,0.10852,0.13851
2014,Indirect migration background,Poor,0.03680,136,1851,0.02822,0.04538
2014,Indirect migration background,Bad,0.00848,34,1851,0.00430,0.01266
2015,No migration background,Very good,0.07759,1773,19529,0.07384,0.08134
2015,No migration background,Good,0.32144,7686,19529,0.31489,0.32799
2015,No migration background,Satisfactory,0.29710,6580,19529,0.29069,0.30351
2015,No migration background,Poor,0.13804,2828,19529,0.13320,0.14288
2015,No migration background,Bad,0.03606,662,19529,0.03345,0.03868
2015,Direct migration background,Very good,0.14536,1092,6043,0.13647,0.15424
2015,Direct migration background,Good,0.37139,2543,6043,0.35921,0.38357
2015,Direct migration background,Satisfactory,0.26588,1482,6043,0.25474,0.27702
2015,Direct migration background,Poor,0.13341,727,6043,0.12483,0.14198
2015,Direct migration background,Bad,0.04828,199,6043,0.04288,0.05369
2015,Indirect migration background,Very good,0.10366,363,1709,0.08920,0.11812
2015,Indirect migration background,Good,0.23567,787,1709,0.21554,0.25580
2015,Indirect migration background,Satisfactory,0.12108,397,1709,0.10561,0.13655
2015,Indirect migration background,Poor,0.04233,162,1709,0.03278,0.05188
2016,No migration background,Very good,0.07187,1638,18170,0.06811,0.07562
2016,No migration background,Good,0.32771,7129,18170,0.32088,0.33453
2016,No migration background,Satisfactory,0.29469,6146,18170,0.28806,0.30132
2016,No migration background,Poor,0.13778,2619,18170,0.13277,0.14279
2016,No migration background,Bad,0.03545,638,18170,0.03276,0.03814
2016,Direct migration background,Very good,0.12722,1893,7976,0.11991,0.13453
2016,Direct migration background,Good,0.37150,3058,7976,0.36089,0.38211
2016,Direct migration background,Satisfactory,0.26261,1722,7976,0.25295,0.27226
2016,Direct migration background,Poor,0.14833,998,7976,0.14053,0.15614
2016,Direct migration background,Bad,0.04313,305,7976,0.03867,0.04759
2016,Indirect migration background,Very good,0.10694,328,1583,0.09171,0.12216
2016,Indirect migration background,Good,0.24214,703,1583,0.22103,0.26325
2016,Indirect migration background,Satisfactory,0.13833,404,1583,0.12131,0.15534
2016,Indirect migration background,Poor,0.04079,148,1583,0.03104,0.05054
2017,No migration background,Very good,0.07916,2068,20487,0.07547,0.08286
2017,No migration background,Good,0.32154,8063,20487,0.31515,0.32794
2017,No migration background,Satisfactory,0.29871,6847,20487,0.29244,0.30497
2017,No migration background,Poor,0.13472,2838,20487,0.13004,0.13939
2017,No migration background,Bad,0.03315,671,20487,0.03070,0.03560
2017,Direct migration background,Very good,0.12177,2143,8853,0.11496,0.12858
2017,Direct migration background,Good,0.36387,3409,8853,0.35385,0.37390
2017,Direct migration background,Satisfactory,0.28121,1985,8853,0.27184,0.29057
2017,Direct migration background,Poor,0.14756,1043,8853,0.14017,0.15495
2017,Direct migration background,Bad,0.03638,273,8853,0.03248,0.04028
2017,Indirect migration background,Very good,0.11203,376,1732,0.09717,0.12689
2017,Indirect migration background,Good,0.23553,753,1732,0.21554,0.25552
2017,Indirect migration background,Satisfactory,0.12452,436,1732,0.10897,0.14007
2017,Indirect migration background,Poor,0.04945,167,1732,0.03924,0.05966
2018,No migration background,Very good,0.07978,2010,19775,0.07600,0.08356
2018,No migration background,Good,0.32802,7845,19775,0.32148,0.33456
2018,No migration background,Satisfactory,0.30031,6551,19775,0.29392,0.30670
2018,No migration background,Poor,0.13075,2733,19775,0.12605,0.13545
2018,No migration background,Bad,0.03256,636,19775,0.03009,0.03504
2018,Direct migration background,Very good,0.13144,2132,8244,0.12415,0.13874
2018,Direct migration background,Good,0.35269,2943,8244,0.34237,0.36300
2018,Direct migration background,Satisfactory,0.28680,1960,8244,0.27704,0.29657
2018,Direct migration background,Poor,0.13938,924,8244,0.13190,0.14685
2018,Direct migration background,Bad,0.03856,285,8244,0.03441,0.04272
2018,Indirect migration background,Very good,0.12293,412,1730,0.10745,0.13841
2018,Indirect migration background,Good,0.22647,721,1730,0.20674,0.24620
2018,Indirect migration background,Satisfactory,0.13038,409,1730,0.11451,0.14626
2018,Indirect migration background,Poor,0.04435,143,1730,0.03464,0.05405
2018,Indirect migration background,Bad,0.01239,45,1730,0.00718,0.01760
2019,No migration background,Very good,0.07832,2270,20464,0.07464,0.08200
2019,No migration background,Good,0.33673,8341,20464,0.33025,0.34320
2019,No migration background,Satisfactory,0.28697,6539,20464,0.28077,0.29317
2019,No migration background,Poor,0.13314,2699,20464,0.12848,0.13779
2019,No migration background,Bad,0.03088,615,20464,0.02851,0.03325
2019,Direct migration background,Very good,0.13079,1755,7420,0.12312,0.13846
2019,Direct migration background,Good,0.35521,2876,7420,0.34432,0.36611
2019,Direct migration background,Satisfactory,0.29219,1705,7420,0.28185,0.30254
2019,Direct migration background,Poor,0.13675,849,7420,0.12893,0.14457
2019,Direct migration background,Bad,0.03579,235,7420,0.03156,0.04002
2019,Indirect migration background,Very good,0.10400,360,1653,0.08928,0.11872
2019,Indirect migration background,Good,0.23419,711,1653,0.21377,0.25461
2019,Indirect migration background,Satisfactory,0.13400,397,1653,0.11757,0.15043
2019,Indirect migration background,Poor,0.04133,149,1653,0.03173,0.05092
2019,Indirect migration background,Bad,0.01377,36,1653,0.00815,0.01939
2020,No migration background,Very good,0.08684,2090,18869,0.08282,0.09086
2020,No migration background,Good,0.33159,7772,18869,0.32487,0.33831
2020,No migration background,Satisfactory,0.28963,5974,18869,0.28316,0.29611
2020,No migration background,Poor,0.12513,2470,18869,0.12040,0.12985
2020,No migration background,Bad,0.03189,563,18869,0.02939,0.03440
2020,Direct migration background,Very good,0.13965,2735,9362,0.13263,0.14667
2020,Direct migration background,Good,0.34847,3757,9362,0.33882,0.35812
2020,Direct migration background,Satisfactory,0.27904,1795,9362,0.26996,0.28813
2020,Direct migration background,Poor,0.15344,848,9362,0.14613,0.16074
2020,Direct migration background,Bad,0.02926,227,9362,0.02585,0.03268
2020,Indirect migration background,Very good,0.11380,349,1624,0.09835,0.12925
2020,Indirect migration background,Good,0.23435,721,1624,0.21374,0.25495
2020,Indirect migration background,Satisfactory,0.12361,380,1624,0.10760,0.13962
2020,Indirect migration background,Poor,0.03827,138,1624,0.02894,0.04760
2020,Indirect migration background,Bad,0.00788,36,1624,0.00358,0.01218
2021,No migration background,Very good,0.09917,1688,13439,0.09412,0.10422
2021,No migration background,Good,0.32441,5389,13439,0.31650,0.33233
2021,No migration background,Satisfactory,0.27861,4114,13439,0.27103,0.28619
2021,No migration background,Poor,0.12876,1782,13439,0.12310,0.13442
2021,No migration background,Bad,0.03463,466,13439,0.03153,0.03772
2021,Direct migration background,Very good,0.13860,1311,5490,0.12946,0.14774
2021,Direct migration background,Good,0.32175,2132,5490,0.30939,0.33411
2021,Direct migration background,Satisfactory,0.28892,1178,5490,0.27693,0.30091
2021,Direct migration background,Poor,0.15528,670,5490,0.14570,0.16486
2021,Direct migration background,Bad,0.03731,199,5490,0.03229,0.04232
2021,Indirect migration background,Very good,0.10146,220,963,0.08238,0.12054
