year,age_gr,bula_h,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,66 and older,Thuringa,Satisfactory,0.42195,34,34,0.25344,0.59045
1994,17-29 y.,Schleswig-Holstein,Good,0.42220,32,32,0.24833,0.59607
1994,17-29 y.,Lower Saxony,Very good,0.18971,56,260,0.14196,0.23746
1994,17-29 y.,Lower Saxony,Good,0.51932,137,260,0.45847,0.58017
1994,17-29 y.,Lower Saxony,Satisfactory,0.21818,67,260,0.16788,0.26848
1994,17-29 y.,North Rhine-Westphalia,Very good,0.21681,156,656,0.18526,0.24837
1994,17-29 y.,North Rhine-Westphalia,Good,0.51499,326,656,0.47671,0.55326
1994,17-29 y.,North Rhine-Westphalia,Satisfactory,0.18429,125,656,0.15459,0.21398
1994,17-29 y.,North Rhine-Westphalia,Poor,0.07910,49,656,0.05843,0.09977
1994,17-29 y.,Hesse,Very good,0.17149,55,229,0.12256,0.22041
1994,17-29 y.,Hesse,Good,0.58798,137,229,0.52409,0.65187
1994,17-29 y.,Hesse,Satisfactory,0.17368,37,229,0.12450,0.22285
1994,17-29 y.,"Rhineland-Palatinate, Saarland",Very good,0.17757,34,110,0.10583,0.24931
1994,17-29 y.,"Rhineland-Palatinate, Saarland",Good,0.49789,76,110,0.40402,0.59175
1994,17-29 y.,Baden-Wuerttemberg,Very good,0.18146,121,517,0.14821,0.21471
1994,17-29 y.,Baden-Wuerttemberg,Good,0.53892,299,517,0.49591,0.58194
1994,17-29 y.,Baden-Wuerttemberg,Satisfactory,0.22449,97,517,0.18849,0.26049
1994,17-29 y.,Bavaria,Very good,0.25961,115,401,0.21665,0.30258
1994,17-29 y.,Bavaria,Good,0.47394,201,401,0.42501,0.52287
1994,17-29 y.,Bavaria,Satisfactory,0.21261,85,401,0.17251,0.25270
1994,17-29 y.,Berlin,Good,0.44487,64,64,0.32216,0.56759
1994,17-29 y.,Brandenburg,Very good,0.20993,33,129,0.13938,0.28049
1994,17-29 y.,Brandenburg,Good,0.47394,63,129,0.38744,0.56045
1994,17-29 y.,Brandenburg,Satisfactory,0.27940,33,129,0.20167,0.35714
1994,17-29 y.,Mecklenburg-Western Pomerania,Good,0.45740,46,46,0.31184,0.60296
1994,17-29 y.,Saxony,Very good,0.19182,49,233,0.14116,0.24249
1994,17-29 y.,Saxony,Good,0.57403,139,233,0.51040,0.63766
1994,17-29 y.,Saxony,Satisfactory,0.21760,45,233,0.16450,0.27069
1994,17-29 y.,Saxony-Anhalt,Very good,0.17773,32,133,0.11251,0.24295
1994,17-29 y.,Saxony-Anhalt,Good,0.63068,101,133,0.54834,0.71301
1994,17-29 y.,Thuringa,Good,0.52298,87,134,0.43810,0.60787
1994,17-29 y.,Thuringa,Satisfactory,0.31875,47,134,0.23955,0.39794
1994,30-45 y.,Schleswig-Holstein,Good,0.43519,39,39,0.27755,0.59283
1994,30-45 y.,Lower Saxony,Good,0.46655,117,206,0.39825,0.53484
1994,30-45 y.,Lower Saxony,Satisfactory,0.30096,89,206,0.23817,0.36375
1994,30-45 y.,North Rhine-Westphalia,Very good,0.09622,82,800,0.07577,0.11667
1994,30-45 y.,North Rhine-Westphalia,Good,0.44186,365,800,0.40742,0.47629
1994,30-45 y.,North Rhine-Westphalia,Satisfactory,0.31511,252,800,0.28290,0.34732
1994,30-45 y.,North Rhine-Westphalia,Poor,0.12517,101,800,0.10222,0.14812
1994,30-45 y.,Hesse,Good,0.56796,148,216,0.50175,0.63418
1994,30-45 y.,Hesse,Satisfactory,0.25404,68,216,0.19585,0.31223
1994,30-45 y.,"Rhineland-Palatinate, Saarland",Good,0.50810,110,160,0.43039,0.58581
1994,30-45 y.,"Rhineland-Palatinate, Saarland",Satisfactory,0.26054,50,160,0.19232,0.32877
1994,30-45 y.,Baden-Wuerttemberg,Very good,0.09323,51,493,0.06754,0.11892
1994,30-45 y.,Baden-Wuerttemberg,Good,0.45432,228,493,0.41033,0.49832
1994,30-45 y.,Baden-Wuerttemberg,Satisfactory,0.32595,153,493,0.28453,0.36737
1994,30-45 y.,Baden-Wuerttemberg,Poor,0.09928,61,493,0.07286,0.12570
1994,30-45 y.,Bavaria,Very good,0.12688,71,497,0.09759,0.15618
1994,30-45 y.,Bavaria,Good,0.48653,243,497,0.44254,0.53052
1994,30-45 y.,Bavaria,Satisfactory,0.29980,145,497,0.25948,0.34012
1994,30-45 y.,Bavaria,Poor,0.06196,38,497,0.04074,0.08318
1994,30-45 y.,Berlin,Good,0.47391,83,133,0.38873,0.55909
1994,30-45 y.,Berlin,Satisfactory,0.25075,50,133,0.17680,0.32469
1994,30-45 y.,Brandenburg,Good,0.45566,101,181,0.38290,0.52842
1994,30-45 y.,Brandenburg,Satisfactory,0.35688,80,181,0.28690,0.42687
1994,30-45 y.,Mecklenburg-Western Pomerania,Good,0.51889,75,122,0.42987,0.60792
1994,30-45 y.,Mecklenburg-Western Pomerania,Satisfactory,0.31110,47,122,0.22861,0.39359
1994,30-45 y.,Saxony,Very good,0.08982,37,366,0.06049,0.11916
1994,30-45 y.,Saxony,Good,0.53075,208,366,0.47955,0.58194
1994,30-45 y.,Saxony,Satisfactory,0.29058,121,366,0.24400,0.33716
1994,30-45 y.,Saxony-Anhalt,Good,0.51528,126,186,0.44326,0.58730
1994,30-45 y.,Saxony-Anhalt,Satisfactory,0.26457,60,186,0.20101,0.32814
1994,30-45 y.,Thuringa,Good,0.44255,109,185,0.37078,0.51432
1994,30-45 y.,Thuringa,Satisfactory,0.31507,76,185,0.24795,0.38219
1994,46-65 y.,Schleswig-Holstein,Good,0.36872,31,70,0.25488,0.48256
1994,46-65 y.,Schleswig-Holstein,Satisfactory,0.40788,39,70,0.29192,0.52384
1994,46-65 y.,Lower Saxony,Good,0.34431,100,276,0.28815,0.40047
1994,46-65 y.,Lower Saxony,Satisfactory,0.40204,126,276,0.34409,0.45999
1994,46-65 y.,Lower Saxony,Poor,0.15600,50,276,0.11311,0.19889
1994,46-65 y.,North Rhine-Westphalia,Good,0.32677,244,670,0.29123,0.36231
1994,46-65 y.,North Rhine-Westphalia,Satisfactory,0.36026,242,670,0.32388,0.39664
1994,46-65 y.,North Rhine-Westphalia,Poor,0.22978,152,670,0.19790,0.26166
1994,46-65 y.,North Rhine-Westphalia,Bad,0.04166,32,670,0.02652,0.05680
1994,46-65 y.,Hesse,Good,0.32374,95,249,0.26551,0.38198
1994,46-65 y.,Hesse,Satisfactory,0.34363,93,249,0.28452,0.40274
1994,46-65 y.,Hesse,Poor,0.18386,61,249,0.13565,0.23207
1994,46-65 y.,"Rhineland-Palatinate, Saarland",Good,0.31931,61,164,0.24774,0.39088
1994,46-65 y.,"Rhineland-Palatinate, Saarland",Satisfactory,0.37304,62,164,0.29880,0.44729
1994,46-65 y.,"Rhineland-Palatinate, Saarland",Poor,0.22523,41,164,0.16110,0.28936
1994,46-65 y.,Baden-Wuerttemberg,Good,0.29629,146,461,0.25457,0.33802
1994,46-65 y.,Baden-Wuerttemberg,Satisfactory,0.43185,208,461,0.38659,0.47712
1994,46-65 y.,Baden-Wuerttemberg,Poor,0.18755,107,461,0.15188,0.22323
1994,46-65 y.,Bavaria,Good,0.30429,149,412,0.25980,0.34877
1994,46-65 y.,Bavaria,Satisfactory,0.42537,177,412,0.37758,0.47317
1994,46-65 y.,Bavaria,Poor,0.17619,86,412,0.13936,0.21303
1994,46-65 y.,Berlin,Good,0.17356,40,169,0.11629,0.23083
1994,46-65 y.,Berlin,Satisfactory,0.44879,79,169,0.37358,0.52400
1994,46-65 y.,Berlin,Poor,0.28900,50,169,0.22045,0.35755
1994,46-65 y.,Brandenburg,Good,0.27876,54,167,0.21055,0.34697
1994,46-65 y.,Brandenburg,Satisfactory,0.45871,82,167,0.38291,0.53452
1994,46-65 y.,Brandenburg,Poor,0.16554,31,167,0.10900,0.22208
1994,46-65 y.,Mecklenburg-Western Pomerania,Good,0.35309,49,106,0.26167,0.44451
1994,46-65 y.,Mecklenburg-Western Pomerania,Satisfactory,0.43538,57,106,0.34054,0.53021
1994,46-65 y.,Saxony,Good,0.28016,102,338,0.23222,0.32811
1994,46-65 y.,Saxony,Satisfactory,0.49146,173,338,0.43809,0.54484
1994,46-65 y.,Saxony,Poor,0.17764,63,338,0.13684,0.21845
1994,46-65 y.,Saxony-Anhalt,Good,0.27421,64,214,0.21430,0.33412
1994,46-65 y.,Saxony-Anhalt,Satisfactory,0.46607,112,214,0.39908,0.53307
1994,46-65 y.,Saxony-Anhalt,Poor,0.16683,38,214,0.11676,0.21690
1994,46-65 y.,Thuringa,Good,0.34698,66,153,0.27131,0.42266
1994,46-65 y.,Thuringa,Satisfactory,0.41633,87,153,0.33797,0.49470
1994,66 and older,Lower Saxony,Satisfactory,0.32836,44,79,0.22414,0.43258
1994,66 and older,Lower Saxony,Poor,0.33047,35,79,0.22608,0.43486
1994,66 and older,North Rhine-Westphalia,Good,0.13942,39,261,0.09731,0.18152
1994,66 and older,North Rhine-Westphalia,Satisfactory,0.44888,115,261,0.38842,0.50934
1994,66 and older,North Rhine-Westphalia,Poor,0.25914,73,261,0.20588,0.31240
1994,66 and older,North Rhine-Westphalia,Bad,0.11834,34,261,0.07908,0.15760
1994,66 and older,Hesse,Satisfactory,0.35897,41,41,0.21031,0.50763
1994,66 and older,"Rhineland-Palatinate, Saarland",Satisfactory,0.46717,46,46,0.32140,0.61295
1994,66 and older,Baden-Wuerttemberg,Good,0.21842,38,157,0.15358,0.28325
1994,66 and older,Baden-Wuerttemberg,Satisfactory,0.39768,73,157,0.32088,0.47448
1994,66 and older,Baden-Wuerttemberg,Poor,0.25621,46,157,0.18771,0.32472
1994,66 and older,Bavaria,Good,0.17707,41,176,0.12051,0.23363
1994,66 and older,Bavaria,Satisfactory,0.43850,86,176,0.36498,0.51201
1994,66 and older,Bavaria,Poor,0.28187,49,176,0.21521,0.34853
1994,66 and older,Brandenburg,Satisfactory,0.54972,37,37,0.38720,0.71224
1994,66 and older,Saxony,Satisfactory,0.45555,61,61,0.32953,0.58157
1994,66 and older,Thuringa,Satisfactory,0.50280,38,38,0.34169,0.66391
1995,17-29 y.,Schleswig-Holstein,Good,0.54808,38,38,0.38772,0.70844
1995,17-29 y.,Lower Saxony,Very good,0.16202,52,247,0.11598,0.20807
1995,17-29 y.,Lower Saxony,Good,0.58144,154,247,0.51980,0.64309
1995,17-29 y.,Lower Saxony,Satisfactory,0.16052,41,247,0.11465,0.20639
1995,17-29 y.,North Rhine-Westphalia,Very good,0.23837,165,660,0.20584,0.27091
1995,17-29 y.,North Rhine-Westphalia,Good,0.50081,345,660,0.46263,0.53898
1995,17-29 y.,North Rhine-Westphalia,Satisfactory,0.19056,115,660,0.16057,0.22054
1995,17-29 y.,North Rhine-Westphalia,Poor,0.05075,35,660,0.03399,0.06750
1995,17-29 y.,Hesse,Very good,0.16114,42,224,0.11289,0.20940
1995,17-29 y.,Hesse,Good,0.60959,139,224,0.54556,0.67362
1995,17-29 y.,Hesse,Satisfactory,0.18325,43,224,0.13248,0.23403
1995,17-29 y.,"Rhineland-Palatinate, Saarland",Very good,0.23128,39,133,0.15935,0.30322
1995,17-29 y.,"Rhineland-Palatinate, Saarland",Good,0.53895,94,133,0.45391,0.62398
1995,17-29 y.,Baden-Wuerttemberg,Very good,0.15870,110,483,0.12608,0.19132
1995,17-29 y.,Baden-Wuerttemberg,Good,0.57630,282,483,0.53219,0.62042
1995,17-29 y.,Baden-Wuerttemberg,Satisfactory,0.19050,91,483,0.15544,0.22556
1995,17-29 y.,Bavaria,Very good,0.25102,112,419,0.20945,0.29259
1995,17-29 y.,Bavaria,Good,0.47499,213,419,0.42712,0.52286
1995,17-29 y.,Bavaria,Satisfactory,0.20477,94,419,0.16609,0.24346
1995,17-29 y.,Berlin,Good,0.52501,61,93,0.42297,0.62706
1995,17-29 y.,Berlin,Satisfactory,0.19210,32,93,0.11160,0.27260
1995,17-29 y.,Brandenburg,Good,0.63995,81,81,0.53476,0.74514
1995,17-29 y.,Mecklenburg-Western Pomerania,Good,0.54751,64,64,0.42460,0.67042
1995,17-29 y.,Saxony,Very good,0.17703,44,222,0.12671,0.22736
1995,17-29 y.,Saxony,Good,0.58310,130,222,0.51810,0.64811
1995,17-29 y.,Saxony,Satisfactory,0.15758,48,222,0.10955,0.20562
1995,17-29 y.,Saxony-Anhalt,Good,0.56807,90,127,0.48158,0.65456
1995,17-29 y.,Saxony-Anhalt,Satisfactory,0.26655,37,127,0.18934,0.34375
1995,17-29 y.,Thuringa,Good,0.51477,75,117,0.42382,0.60572
1995,17-29 y.,Thuringa,Satisfactory,0.27277,42,117,0.19172,0.35382
1995,30-45 y.,Schleswig-Holstein,Good,0.54527,50,50,0.40585,0.68470
1995,30-45 y.,Lower Saxony,Good,0.46681,153,270,0.40719,0.52643
1995,30-45 y.,Lower Saxony,Satisfactory,0.33774,117,270,0.28122,0.39426
1995,30-45 y.,North Rhine-Westphalia,Very good,0.07728,84,880,0.05963,0.09494
1995,30-45 y.,North Rhine-Westphalia,Good,0.47108,424,880,0.43808,0.50408
1995,30-45 y.,North Rhine-Westphalia,Satisfactory,0.34315,275,880,0.31177,0.37454
1995,30-45 y.,North Rhine-Westphalia,Poor,0.09692,97,880,0.07736,0.11647
1995,30-45 y.,Hesse,Very good,0.09048,32,267,0.05600,0.12495
1995,30-45 y.,Hesse,Good,0.46264,148,267,0.40272,0.52256
1995,30-45 y.,Hesse,Satisfactory,0.32628,87,267,0.26994,0.38263
1995,30-45 y.,"Rhineland-Palatinate, Saarland",Good,0.44677,122,207,0.37888,0.51466
1995,30-45 y.,"Rhineland-Palatinate, Saarland",Satisfactory,0.33593,85,207,0.27143,0.40042
1995,30-45 y.,Baden-Wuerttemberg,Very good,0.10920,65,561,0.08337,0.13503
1995,30-45 y.,Baden-Wuerttemberg,Good,0.44943,270,561,0.40823,0.49063
1995,30-45 y.,Baden-Wuerttemberg,Satisfactory,0.35213,178,561,0.31257,0.39169
1995,30-45 y.,Baden-Wuerttemberg,Poor,0.06815,48,561,0.04728,0.08902
1995,30-45 y.,Bavaria,Very good,0.14074,78,540,0.11138,0.17009
1995,30-45 y.,Bavaria,Good,0.49050,273,540,0.44829,0.53270
1995,30-45 y.,Bavaria,Satisfactory,0.26430,141,540,0.22708,0.30153
1995,30-45 y.,Bavaria,Poor,0.08937,48,540,0.06529,0.11345
1995,30-45 y.,Berlin,Good,0.51770,89,148,0.43693,0.59848
1995,30-45 y.,Berlin,Satisfactory,0.29686,59,148,0.22300,0.37072
1995,30-45 y.,Brandenburg,Good,0.44663,96,169,0.37146,0.52181
1995,30-45 y.,Brandenburg,Satisfactory,0.36141,73,169,0.28877,0.43406
1995,30-45 y.,Mecklenburg-Western Pomerania,Good,0.54681,72,103,0.45020,0.64342
1995,30-45 y.,Mecklenburg-Western Pomerania,Satisfactory,0.26454,31,103,0.17894,0.35014
1995,30-45 y.,Saxony,Good,0.53565,195,317,0.48066,0.59064
1995,30-45 y.,Saxony,Satisfactory,0.29935,122,317,0.24886,0.34985
1995,30-45 y.,Saxony-Anhalt,Good,0.48352,106,173,0.40884,0.55821
1995,30-45 y.,Saxony-Anhalt,Satisfactory,0.30319,67,173,0.23450,0.37188
1995,30-45 y.,Thuringa,Good,0.48378,111,196,0.41364,0.55392
1995,30-45 y.,Thuringa,Satisfactory,0.36266,85,196,0.29518,0.43014
1995,46-65 y.,Schleswig-Holstein,Satisfactory,0.45185,35,35,0.28457,0.61914
1995,46-65 y.,Lower Saxony,Good,0.35010,107,283,0.29443,0.40578
1995,46-65 y.,Lower Saxony,Satisfactory,0.34452,117,283,0.28905,0.39998
1995,46-65 y.,Lower Saxony,Poor,0.19989,59,283,0.15321,0.24657
1995,46-65 y.,North Rhine-Westphalia,Good,0.33830,264,720,0.30371,0.37288
1995,46-65 y.,North Rhine-Westphalia,Satisfactory,0.39851,279,720,0.36272,0.43430
1995,46-65 y.,North Rhine-Westphalia,Poor,0.18728,144,720,0.15876,0.21580
1995,46-65 y.,North Rhine-Westphalia,Bad,0.04188,33,720,0.02724,0.05652
1995,46-65 y.,Hesse,Good,0.41536,111,262,0.35558,0.47515
1995,46-65 y.,Hesse,Satisfactory,0.33250,93,262,0.27534,0.38965
1995,46-65 y.,Hesse,Poor,0.17225,58,262,0.12644,0.21807
1995,46-65 y.,"Rhineland-Palatinate, Saarland",Good,0.30440,55,165,0.23397,0.37483
1995,46-65 y.,"Rhineland-Palatinate, Saarland",Satisfactory,0.43975,78,165,0.36378,0.51572
1995,46-65 y.,"Rhineland-Palatinate, Saarland",Poor,0.16019,32,165,0.10405,0.21633
1995,46-65 y.,Baden-Wuerttemberg,Good,0.26574,139,490,0.22658,0.30489
1995,46-65 y.,Baden-Wuerttemberg,Satisfactory,0.44273,207,490,0.39870,0.48675
1995,46-65 y.,Baden-Wuerttemberg,Poor,0.19645,112,490,0.16123,0.23167
1995,46-65 y.,Baden-Wuerttemberg,Bad,0.06411,32,490,0.04240,0.08583
1995,46-65 y.,Bavaria,Good,0.30629,153,445,0.26341,0.34917
1995,46-65 y.,Bavaria,Satisfactory,0.38909,192,445,0.34374,0.43444
1995,46-65 y.,Bavaria,Poor,0.21040,100,445,0.17248,0.24831
1995,46-65 y.,Berlin,Good,0.28746,56,166,0.21840,0.35651
1995,46-65 y.,Berlin,Satisfactory,0.30670,57,166,0.23634,0.37707
1995,46-65 y.,Berlin,Poor,0.28900,53,166,0.21983,0.35817
1995,46-65 y.,Brandenburg,Good,0.27454,52,168,0.20686,0.34223
1995,46-65 y.,Brandenburg,Satisfactory,0.45174,80,168,0.37626,0.52722
