year,bula_h,sampreg,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Baden-Wuerttemberg,West,No,0.40920,444,921,0.37743,0.44098
1985,Bavaria,West,Yes,0.58658,491,862,0.55369,0.61948
1985,Bavaria,West,No,0.38845,371,862,0.35589,0.42100
1985,Berlin,West,No,0.84712,171,171,0.79302,0.90122
1986,Schleswig-Holstein,West,Yes,0.63243,101,158,0.55701,0.70785
1986,Schleswig-Holstein,West,No,0.34474,57,158,0.27039,0.41908
1986,Hamburg,West,No,0.77001,111,111,0.69136,0.84865
1986,Lower Saxony,West,Yes,0.64168,326,504,0.59977,0.68358
1986,Lower Saxony,West,No,0.33374,178,504,0.29253,0.37495
1986,Bremen,West,No,0.76877,47,47,0.64693,0.89062
1986,North Rhine-Westphalia,West,Yes,0.49470,674,1342,0.46794,0.52146
1986,North Rhine-Westphalia,West,No,0.49053,668,1342,0.46377,0.51729
1986,Hesse,West,Yes,0.54300,238,485,0.49862,0.58738
1986,Hesse,West,No,0.41990,247,485,0.37593,0.46387
1986,"Rhineland-Palatinate, Saarland",West,Yes,0.62399,224,348,0.57303,0.67496
1986,"Rhineland-Palatinate, Saarland",West,No,0.35346,124,348,0.30316,0.40376
1986,Baden-Wuerttemberg,West,Yes,0.57817,469,877,0.54547,0.61087
1986,Baden-Wuerttemberg,West,No,0.39661,408,877,0.36422,0.42901
1986,Bavaria,West,Yes,0.57439,464,806,0.54023,0.60855
1986,Bavaria,West,No,0.39613,342,806,0.36235,0.42992
1986,Berlin,West,No,0.87397,173,173,0.82437,0.92357
1987,Schleswig-Holstein,West,Yes,0.63739,103,160,0.56267,0.71212
1987,Schleswig-Holstein,West,No,0.33872,57,160,0.26515,0.41228
1987,Hamburg,West,No,0.76610,97,97,0.68142,0.85078
1987,Lower Saxony,West,Yes,0.62933,322,503,0.58708,0.67158
1987,Lower Saxony,West,No,0.35231,181,503,0.31053,0.39410
1987,Bremen,West,No,0.77327,45,45,0.64955,0.89699
1987,North Rhine-Westphalia,West,Yes,0.49178,675,1332,0.46492,0.51864
1987,North Rhine-Westphalia,West,No,0.49459,657,1332,0.46773,0.52145
1987,Hesse,West,Yes,0.54345,231,477,0.49870,0.58819
1987,Hesse,West,No,0.42258,246,477,0.37821,0.46696
1987,"Rhineland-Palatinate, Saarland",West,Yes,0.63315,225,347,0.58237,0.68393
1987,"Rhineland-Palatinate, Saarland",West,No,0.35396,122,347,0.30357,0.40435
1987,Baden-Wuerttemberg,West,Yes,0.56614,458,865,0.53310,0.59919
1987,Baden-Wuerttemberg,West,No,0.40984,407,865,0.37705,0.44263
1987,Bavaria,West,Yes,0.57184,455,800,0.53753,0.60615
1987,Bavaria,West,No,0.40279,345,800,0.36878,0.43680
1987,Berlin,West,No,0.84980,170,170,0.79594,0.90367
1988,Schleswig-Holstein,West,Yes,0.65380,104,160,0.57985,0.72775
1988,Schleswig-Holstein,West,No,0.32424,56,160,0.25148,0.39700
1988,Hamburg,West,Yes,0.26503,32,115,0.18401,0.34605
1988,Hamburg,West,No,0.71788,83,115,0.63527,0.80049
1988,Lower Saxony,West,Yes,0.64884,308,483,0.60622,0.69145
1988,Lower Saxony,West,No,0.34084,175,483,0.29852,0.38316
1988,Bremen,West,No,0.74312,42,42,0.60938,0.87686
1988,North Rhine-Westphalia,West,Yes,0.50650,660,1266,0.47895,0.53405
1988,North Rhine-Westphalia,West,No,0.47639,606,1266,0.44886,0.50391
1988,Hesse,West,Yes,0.55873,224,455,0.51305,0.60440
1988,Hesse,West,No,0.41311,231,455,0.36782,0.45841
1988,"Rhineland-Palatinate, Saarland",West,Yes,0.67247,224,333,0.62199,0.72296
1988,"Rhineland-Palatinate, Saarland",West,No,0.31637,109,333,0.26634,0.36639
1988,Baden-Wuerttemberg,West,Yes,0.58372,456,843,0.55042,0.61701
1988,Baden-Wuerttemberg,West,No,0.39342,387,843,0.36043,0.42642
1988,Bavaria,West,Yes,0.59214,447,771,0.55743,0.62686
1988,Bavaria,West,No,0.38421,324,771,0.34986,0.41857
1988,Berlin,West,No,0.84648,162,162,0.79079,0.90216
1989,Schleswig-Holstein,West,Yes,0.61395,93,153,0.53656,0.69135
1989,Schleswig-Holstein,West,No,0.36394,60,153,0.28745,0.44043
1989,Hamburg,West,No,0.74836,83,83,0.65443,0.84229
1989,Lower Saxony,West,Yes,0.65576,306,474,0.61294,0.69858
1989,Lower Saxony,West,No,0.32669,168,474,0.28442,0.36896
1989,Bremen,West,No,0.73820,43,43,0.60524,0.87115
1989,North Rhine-Westphalia,West,Yes,0.51665,651,1228,0.48869,0.54461
1989,North Rhine-Westphalia,West,No,0.46895,577,1228,0.44103,0.49687
1989,Hesse,West,Yes,0.53883,222,461,0.49328,0.58439
1989,Hesse,West,No,0.42906,239,461,0.38383,0.47429
1989,"Rhineland-Palatinate, Saarland",West,Yes,0.68976,221,317,0.63875,0.74076
1989,"Rhineland-Palatinate, Saarland",West,No,0.29225,96,317,0.24210,0.34239
1989,Baden-Wuerttemberg,West,Yes,0.59357,444,806,0.55964,0.62750
1989,Baden-Wuerttemberg,West,No,0.38363,362,806,0.35004,0.41722
1989,Bavaria,West,Yes,0.58649,437,758,0.55141,0.62157
1989,Bavaria,West,No,0.38626,321,758,0.35158,0.42095
1989,Berlin,West,No,0.84233,158,158,0.78532,0.89933
1990,Schleswig-Holstein,West,Yes,0.64096,92,147,0.56314,0.71878
1990,Schleswig-Holstein,West,No,0.33618,55,147,0.25955,0.41281
1990,Hamburg,West,No,0.77768,79,79,0.68540,0.86996
1990,Lower Saxony,West,Yes,0.65177,308,474,0.60884,0.69471
1990,Lower Saxony,West,No,0.32930,166,474,0.28695,0.37165
1990,Bremen,West,No,0.74602,41,41,0.61113,0.88092
1990,North Rhine-Westphalia,West,Yes,0.52269,653,1202,0.49444,0.55094
1990,North Rhine-Westphalia,West,No,0.45786,549,1202,0.42968,0.48604
1990,Hesse,West,Yes,0.54746,222,451,0.50147,0.59345
1990,Hesse,West,No,0.41149,229,451,0.36602,0.45695
1990,"Rhineland-Palatinate, Saarland",West,Yes,0.69052,216,312,0.63914,0.74190
1990,"Rhineland-Palatinate, Saarland",West,No,0.29016,96,312,0.23972,0.34060
1990,Baden-Wuerttemberg,West,Yes,0.60367,444,803,0.56982,0.63752
1990,Baden-Wuerttemberg,West,No,0.37552,359,803,0.34200,0.40903
1990,Bavaria,West,Yes,0.59013,445,761,0.55516,0.62510
1990,Bavaria,West,No,0.38005,316,761,0.34554,0.41456
1990,Berlin,West,No,0.82196,146,146,0.75969,0.88423
1990,Brandenburg,East,Yes,0.54353,203,203,0.47484,0.61223
1990,Mecklenburg-Western Pomerania,East,Yes,0.53893,131,131,0.45324,0.62463
1990,Saxony,East,Yes,0.40187,281,281,0.34444,0.45929
1990,Saxony-Anhalt,East,Yes,0.48002,195,195,0.40971,0.55032
1990,Thuringa,East,Yes,0.46339,185,185,0.39134,0.53544
1991,Schleswig-Holstein,West,Yes,0.67196,101,154,0.59756,0.74635
1991,Schleswig-Holstein,West,No,0.32804,53,154,0.25365,0.40244
1991,Hamburg,West,No,0.74727,75,75,0.64825,0.84629
1991,Lower Saxony,West,Yes,0.66683,310,478,0.62453,0.70913
1991,Lower Saxony,West,No,0.33317,168,478,0.29087,0.37547
1991,Bremen,West,No,0.75649,39,39,0.62003,0.89296
1991,North Rhine-Westphalia,West,Yes,0.52145,652,1243,0.49367,0.54923
1991,North Rhine-Westphalia,West,No,0.47266,591,1243,0.44489,0.50042
1991,Hesse,West,Yes,0.56737,228,461,0.52209,0.61264
1991,Hesse,West,No,0.42711,233,461,0.38190,0.47231
1991,"Rhineland-Palatinate, Saarland",West,Yes,0.64918,217,327,0.59738,0.70099
1991,"Rhineland-Palatinate, Saarland",West,No,0.34718,110,327,0.29550,0.39886
1991,Baden-Wuerttemberg,West,Yes,0.63694,483,830,0.60420,0.66967
1991,Baden-Wuerttemberg,West,No,0.35522,347,830,0.32264,0.38780
1991,Bavaria,West,Yes,0.60858,465,793,0.57459,0.64257
1991,Bavaria,West,No,0.38215,328,793,0.34830,0.41599
1991,Berlin,West,No,0.84473,151,151,0.78677,0.90269
1991,Berlin,East,No,0.78577,112,112,0.70944,0.86210
1991,Brandenburg,East,Yes,0.56650,191,317,0.51186,0.62114
1991,Brandenburg,East,No,0.42156,126,317,0.36711,0.47601
1991,Mecklenburg-Western Pomerania,East,Yes,0.51498,118,218,0.44848,0.58148
1991,Mecklenburg-Western Pomerania,East,No,0.47330,100,218,0.40687,0.53974
1991,Saxony,East,Yes,0.40733,261,589,0.36761,0.44704
1991,Saxony,East,No,0.57904,328,589,0.53913,0.61895
1991,Saxony-Anhalt,East,Yes,0.43813,173,357,0.38659,0.48967
1991,Saxony-Anhalt,East,No,0.51244,184,357,0.46051,0.56436
1991,Thuringa,East,Yes,0.47036,178,322,0.41575,0.52496
1991,Thuringa,East,No,0.49043,144,322,0.43574,0.54512
1992,Schleswig-Holstein,West,Yes,0.67351,96,145,0.59692,0.75010
1992,Schleswig-Holstein,West,No,0.31096,49,145,0.23536,0.38657
1992,Hamburg,West,No,0.70776,64,64,0.59546,0.82007
1992,Lower Saxony,West,Yes,0.65073,307,476,0.60785,0.69360
1992,Lower Saxony,West,No,0.32769,169,476,0.28548,0.36990
1992,Bremen,West,No,0.74685,39,39,0.60860,0.88510
1992,North Rhine-Westphalia,West,Yes,0.53242,658,1238,0.50462,0.56023
1992,North Rhine-Westphalia,West,No,0.45629,580,1238,0.42854,0.48405
1992,Hesse,West,Yes,0.57381,231,455,0.52832,0.61930
1992,Hesse,West,No,0.40594,224,455,0.36077,0.45111
1992,"Rhineland-Palatinate, Saarland",West,Yes,0.64684,215,329,0.59511,0.69856
1992,"Rhineland-Palatinate, Saarland",West,No,0.34990,114,329,0.29828,0.40152
1992,Baden-Wuerttemberg,West,Yes,0.63847,478,823,0.60563,0.67132
1992,Baden-Wuerttemberg,West,No,0.34871,345,823,0.31613,0.38129
1992,Bavaria,West,Yes,0.59413,465,804,0.56016,0.62809
1992,Bavaria,West,No,0.38935,339,804,0.35562,0.42308
1992,Berlin,West,No,0.85323,149,149,0.79622,0.91025
1992,Berlin,East,No,0.70678,110,110,0.62132,0.79225
1992,Brandenburg,East,Yes,0.58031,187,303,0.52465,0.63597
1992,Brandenburg,East,No,0.36249,116,303,0.30827,0.41671
1992,Mecklenburg-Western Pomerania,East,Yes,0.48811,100,196,0.41795,0.55827
1992,Mecklenburg-Western Pomerania,East,No,0.50190,96,196,0.43172,0.57208
1992,Saxony,East,Yes,0.38991,245,561,0.34951,0.43031
1992,Saxony,East,No,0.57188,316,561,0.53090,0.61286
1992,Saxony-Anhalt,East,Yes,0.42316,165,343,0.37080,0.47553
1992,Saxony-Anhalt,East,No,0.48932,178,343,0.43634,0.54230
1992,Thuringa,East,Yes,0.47075,171,310,0.41509,0.52640
1992,Thuringa,East,No,0.45191,139,310,0.39642,0.50741
1993,Schleswig-Holstein,West,Yes,0.65087,101,155,0.57558,0.72616
1993,Schleswig-Holstein,West,No,0.32267,54,155,0.24883,0.39651
1993,Hamburg,West,No,0.73991,64,64,0.63158,0.84824
1993,Lower Saxony,West,Yes,0.65869,313,492,0.61675,0.70063
1993,Lower Saxony,West,No,0.31647,179,492,0.27533,0.35761
1993,Bremen,West,No,0.68603,36,36,0.53227,0.83978
1993,North Rhine-Westphalia,West,Yes,0.53232,665,1232,0.50445,0.56019
1993,North Rhine-Westphalia,West,No,0.44335,567,1232,0.41560,0.47110
1993,Hesse,West,Yes,0.58369,234,453,0.53824,0.62913
1993,Hesse,West,No,0.39684,219,453,0.35174,0.44195
1993,"Rhineland-Palatinate, Saarland",West,Yes,0.67129,217,314,0.61925,0.72333
1993,"Rhineland-Palatinate, Saarland",West,No,0.31567,97,314,0.26418,0.36716
1993,Baden-Wuerttemberg,West,Yes,0.63643,476,826,0.60361,0.66925
1993,Baden-Wuerttemberg,West,No,0.33452,350,826,0.30233,0.36672
1993,Bavaria,West,Yes,0.57250,465,799,0.53818,0.60683
1993,Bavaria,West,No,0.38647,334,799,0.35268,0.42025
1993,Berlin,West,No,0.82114,141,141,0.75766,0.88462
1993,Berlin,East,No,0.69797,107,107,0.61057,0.78538
1993,Brandenburg,East,Yes,0.59111,180,294,0.53481,0.64740
1993,Brandenburg,East,No,0.36126,114,294,0.30626,0.41627
1993,Mecklenburg-Western Pomerania,East,Yes,0.52967,104,193,0.45907,0.60027
1993,Mecklenburg-Western Pomerania,East,No,0.43648,89,193,0.36633,0.50664
1993,Saxony,East,Yes,0.41095,236,537,0.36929,0.45260
1993,Saxony,East,No,0.54512,301,537,0.50297,0.58728
1993,Saxony-Anhalt,East,Yes,0.43205,156,329,0.37844,0.48566
1993,Saxony-Anhalt,East,No,0.47936,173,329,0.42530,0.53343
1993,Thuringa,East,Yes,0.49342,170,303,0.43703,0.54981
1993,Thuringa,East,No,0.44623,133,303,0.39017,0.50230
1994,Schleswig-Holstein,West,Yes,0.66509,101,150,0.58931,0.74088
1994,Schleswig-Holstein,West,No,0.32289,49,150,0.24782,0.39797
1994,Hamburg,West,No,0.70781,63,63,0.59461,0.82101
1994,Lower Saxony,West,Yes,0.66431,321,487,0.62233,0.70630
1994,Lower Saxony,West,No,0.29617,166,487,0.25558,0.33676
1994,Bremen,West,No,0.66265,32,32,0.49621,0.82909
1994,North Rhine-Westphalia,West,Yes,0.54859,656,1197,0.52039,0.57680
1994,North Rhine-Westphalia,West,No,0.41380,541,1197,0.38588,0.44171
1994,Hesse,West,Yes,0.58525,232,451,0.53972,0.63077
1994,Hesse,West,No,0.40305,219,451,0.35773,0.44837
1994,"Rhineland-Palatinate, Saarland",West,Yes,0.64873,214,317,0.59609,0.70136
1994,"Rhineland-Palatinate, Saarland",West,No,0.34445,103,317,0.29205,0.39684
1994,Baden-Wuerttemberg,West,Yes,0.63170,466,805,0.59836,0.66504
1994,Baden-Wuerttemberg,West,No,0.33650,339,805,0.30384,0.36917
1994,Bavaria,West,Yes,0.58053,483,801,0.54634,0.61473
1994,Bavaria,West,No,0.36633,318,801,0.33295,0.39972
1994,Berlin,West,No,0.81510,138,138,0.75009,0.88011
1994,Berlin,East,No,0.67476,101,101,0.58294,0.76658
1994,Brandenburg,East,Yes,0.58909,174,286,0.53197,0.64622
1994,Brandenburg,East,No,0.36317,112,286,0.30734,0.41901
1994,Mecklenburg-Western Pomerania,East,Yes,0.47898,95,189,0.40757,0.55039
1994,Mecklenburg-Western Pomerania,East,No,0.48088,94,189,0.40946,0.55230
1994,Saxony,East,Yes,0.41235,240,536,0.37063,0.45406
1994,Saxony,East,No,0.53939,296,536,0.49715,0.58163
1994,Saxony-Anhalt,East,Yes,0.42640,152,319,0.37204,0.48076
1994,Saxony-Anhalt,East,No,0.48643,167,319,0.43150,0.54137
1994,Thuringa,East,Yes,0.47073,176,310,0.41508,0.52639
1994,Thuringa,East,No,0.46031,134,310,0.40474,0.51588
1995,Schleswig-Holstein,West,Yes,0.70847,104,150,0.63549,0.78144
1995,Schleswig-Holstein,West,No,0.27773,46,150,0.20582,0.34965
1995,Hamburg,West,No,0.69602,56,56,0.57446,0.81759
1995,Lower Saxony,West,Yes,0.68651,345,517,0.64648,0.72654
1995,Lower Saxony,West,No,0.28972,172,517,0.25058,0.32886
1995,Bremen,West,No,0.65923,34,34,0.49752,0.82095
1995,North Rhine-Westphalia,West,Yes,0.55300,679,1262,0.52556,0.58044
1995,North Rhine-Westphalia,West,No,0.40288,583,1262,0.37581,0.42996
1995,Hesse,West,Yes,0.55816,235,471,0.51326,0.60306
1995,Hesse,West,No,0.42436,236,471,0.37967,0.46904
1995,"Rhineland-Palatinate, Saarland",West,Yes,0.63175,222,344,0.58071,0.68280
1995,"Rhineland-Palatinate, Saarland",West,No,0.36168,122,344,0.31083,0.41253
1995,Baden-Wuerttemberg,West,Yes,0.61044,470,841,0.57747,0.64342
1995,Baden-Wuerttemberg,West,No,0.35257,371,841,0.32026,0.38488
1995,Bavaria,West,Yes,0.56644,495,836,0.53282,0.60005
1995,Bavaria,West,No,0.36728,341,836,0.33458,0.39997
1995,Berlin,West,No,0.83887,153,153,0.78043,0.89732
1995,Berlin,East,No,0.67358,99,99,0.58075,0.76642
1995,Brandenburg,East,Yes,0.56653,160,270,0.50731,0.62575
1995,Brandenburg,East,No,0.37797,110,270,0.32002,0.43591
1995,Mecklenburg-Western Pomerania,East,Yes,0.45418,93,189,0.38301,0.52536
1995,Mecklenburg-Western Pomerania,East,No,0.46477,96,189,0.39347,0.53606
1995,Saxony,East,Yes,0.39507,227,522,0.35309,0.43705
1995,Saxony,East,No,0.54865,295,522,0.50592,0.59138
1995,Saxony-Anhalt,East,Yes,0.45393,157,314,0.39877,0.50909
1995,Saxony-Anhalt,East,No,0.44917,157,314,0.39406,0.50428
1995,Thuringa,East,Yes,0.47133,175,302,0.41493,0.52772
1995,Thuringa,East,No,0.45363,127,302,0.39739,0.50988
1996,Schleswig-Holstein,West,Yes,0.69670,102,147,0.62214,0.77127
1996,Schleswig-Holstein,West,No,0.28946,45,147,0.21590,0.36302
1996,Hamburg,West,No,0.74316,57,57,0.62873,0.85759
1996,Lower Saxony,West,Yes,0.65980,338,518,0.61896,0.70064
1996,Lower Saxony,West,No,0.31855,180,518,0.27838,0.35871
1996,Bremen,West,No,0.60448,31,31,0.42951,0.77946
1996,North Rhine-Westphalia,West,Yes,0.55498,677,1254,0.52746,0.58250
1996,North Rhine-Westphalia,West,No,0.40974,577,1254,0.38251,0.43697
1996,Hesse,West,Yes,0.57001,240,451,0.52427,0.61575
1996,Hesse,West,No,0.40715,211,451,0.36175,0.45254
1996,"Rhineland-Palatinate, Saarland",West,Yes,0.63797,224,338,0.58666,0.68928
1996,"Rhineland-Palatinate, Saarland",West,No,0.33468,114,338,0.28430,0.38506
1996,Baden-Wuerttemberg,West,Yes,0.60930,445,819,0.57586,0.64273
1996,Baden-Wuerttemberg,West,No,0.35592,374,819,0.32311,0.38873
1996,Bavaria,West,Yes,0.58526,504,836,0.55184,0.61868
1996,Bavaria,West,No,0.36549,332,836,0.33282,0.39815
1996,Berlin,West,No,0.81709,140,140,0.75282,0.88136
1996,Berlin,East,No,0.71495,100,100,0.62602,0.80388
1996,Brandenburg,East,Yes,0.56687,166,281,0.50883,0.62491
1996,Brandenburg,East,No,0.37382,115,281,0.31715,0.43049
1996,Mecklenburg-Western Pomerania,East,Yes,0.46007,95,189,0.38883,0.53132
1996,Mecklenburg-Western Pomerania,East,No,0.47825,94,189,0.40684,0.54966
1996,Saxony,East,Yes,0.42523,249,526,0.38294,0.46752
1996,Saxony,East,No,0.51113,277,526,0.46837,0.55389
1996,Saxony-Anhalt,East,Yes,0.41254,149,307,0.35738,0.46770
1996,Saxony-Anhalt,East,No,0.48567,158,307,0.42967,0.54167
1996,Thuringa,East,Yes,0.46717,174,309,0.41145,0.52289
1996,Thuringa,East,No,0.47737,135,309,0.42159,0.53315
1997,Schleswig-Holstein,West,Yes,0.70538,97,136,0.62848,0.78228
1997,Schleswig-Holstein,West,No,0.26931,39,136,0.19448,0.34414
1997,Hamburg,West,No,0.70351,53,53,0.57937,0.82764
1997,Lower Saxony,West,Yes,0.66581,344,516,0.62507,0.70655
1997,Lower Saxony,West,No,0.30812,172,516,0.26824,0.34800
1997,North Rhine-Westphalia,West,Yes,0.55639,689,1244,0.52877,0.58401
1997,North Rhine-Westphalia,West,No,0.40899,555,1244,0.38166,0.43632
1997,Hesse,West,Yes,0.58106,234,421,0.53387,0.62824
1997,Hesse,West,No,0.38870,187,421,0.34208,0.43531
1997,"Rhineland-Palatinate, Saarland",West,Yes,0.65038,235,348,0.60021,0.70055
1997,"Rhineland-Palatinate, Saarland",West,No,0.32517,113,348,0.27588,0.37445
1997,Baden-Wuerttemberg,West,Yes,0.59580,445,816,0.56211,0.62949
1997,Baden-Wuerttemberg,West,No,0.36083,371,816,0.32786,0.39380
1997,Bavaria,West,Yes,0.59561,511,821,0.56202,0.62920
1997,Bavaria,West,No,0.35271,310,821,0.32001,0.38542
1997,Berlin,West,No,0.78908,130,130,0.71868,0.85948
1997,Berlin,East,No,0.72454,102,102,0.63742,0.81167
1997,Brandenburg,East,Yes,0.55287,168,286,0.49515,0.61060
1997,Brandenburg,East,No,0.38234,118,286,0.32592,0.43876
1997,Mecklenburg-Western Pomerania,East,Yes,0.48242,97,188,0.41080,0.55404
1997,Mecklenburg-Western Pomerania,East,No,0.47186,91,188,0.40031,0.54341
1997,Saxony,East,Yes,0.42361,238,511,0.38072,0.46650
1997,Saxony,East,No,0.50135,273,511,0.45796,0.54475
1997,Saxony-Anhalt,East,Yes,0.40357,149,309,0.34878,0.45836
1997,Saxony-Anhalt,East,No,0.51820,160,309,0.46239,0.57400
1997,Thuringa,East,Yes,0.46472,167,303,0.40847,0.52097
1997,Thuringa,East,No,0.48005,136,303,0.42370,0.53639
1998,Schleswig-Holstein,West,Yes,0.74799,137,186,0.68542,0.81055
1998,Schleswig-Holstein,West,No,0.25201,49,186,0.18945,0.31458
1998,Hamburg,West,No,0.77152,72,72,0.67386,0.86918
1998,Lower Saxony,West,Yes,0.69096,417,615,0.65441,0.72751
1998,Lower Saxony,West,No,0.30647,198,615,0.27000,0.34294
1998,Bremen,West,No,0.63062,35,35,0.46839,0.79285
1998,North Rhine-Westphalia,West,Yes,0.53289,803,1486,0.50752,0.55827
1998,North Rhine-Westphalia,West,No,0.46226,683,1486,0.43690,0.48761
1998,Hesse,West,Yes,0.57413,282,491,0.53035,0.61792
1998,Hesse,West,No,0.42093,209,491,0.37721,0.46464
1998,"Rhineland-Palatinate, Saarland",West,Yes,0.62170,271,414,0.57493,0.66848
1998,"Rhineland-Palatinate, Saarland",West,No,0.37115,143,414,0.32455,0.41774
1998,Baden-Wuerttemberg,West,Yes,0.58611,501,921,0.55428,0.61794
1998,Baden-Wuerttemberg,West,No,0.40598,420,921,0.37424,0.43771
1998,Bavaria,West,Yes,0.61158,607,974,0.58096,0.64221
1998,Bavaria,West,No,0.37921,367,974,0.34872,0.40970
1998,Berlin,West,Yes,0.16920,32,188,0.11546,0.22294
1998,Berlin,West,No,0.81431,156,188,0.75858,0.87005
1998,Berlin,East,No,0.88575,118,118,0.82810,0.94339
1998,Brandenburg,East,Yes,0.49654,164,318,0.44150,0.55158
1998,Brandenburg,East,No,0.49112,154,318,0.43609,0.54616
1998,Mecklenburg-Western Pomerania,East,Yes,0.44315,94,208,0.37548,0.51082
1998,Mecklenburg-Western Pomerania,East,No,0.55219,114,208,0.48445,0.61993
1998,Saxony,East,Yes,0.43533,263,578,0.39487,0.47578
1998,Saxony,East,No,0.54582,315,578,0.50519,0.58645
1998,Saxony-Anhalt,East,Yes,0.40708,155,348,0.35538,0.45877
1998,Saxony-Anhalt,East,No,0.56980,193,348,0.51770,0.62189
1998,Thuringa,East,Yes,0.48875,194,354,0.43660,0.54089
1998,Thuringa,East,No,0.50974,160,354,0.45759,0.56189
1999,Schleswig-Holstein,West,Yes,0.73600,128,175,0.67050,0.80149
1999,Schleswig-Holstein,West,No,0.25335,47,175,0.18873,0.31798
1999,Hamburg,West,No,0.75779,62,62,0.65028,0.86531
1999,Lower Saxony,West,Yes,0.68498,406,596,0.64766,0.72231
1999,Lower Saxony,West,No,0.30418,190,596,0.26721,0.34114
1999,Bremen,West,No,0.62985,31,31,0.45707,0.80263
1999,North Rhine-Westphalia,West,Yes,0.51361,766,1404,0.48746,0.53977
1999,North Rhine-Westphalia,West,No,0.47060,638,1404,0.44448,0.49672
1999,Hesse,West,Yes,0.59752,278,465,0.55289,0.64214
1999,Hesse,West,No,0.40135,187,465,0.35675,0.44595
1999,"Rhineland-Palatinate, Saarland",West,Yes,0.65391,274,399,0.60717,0.70065
1999,"Rhineland-Palatinate, Saarland",West,No,0.33681,125,399,0.29038,0.38325
1999,Baden-Wuerttemberg,West,Yes,0.58404,474,875,0.55136,0.61671
1999,Baden-Wuerttemberg,West,No,0.40388,401,875,0.37135,0.43641
1999,Bavaria,West,Yes,0.61811,583,932,0.58690,0.64932
1999,Bavaria,West,No,0.37099,349,932,0.33996,0.40202
1999,Berlin,West,Yes,0.17660,33,178,0.12043,0.23278
1999,Berlin,West,No,0.79602,145,178,0.73665,0.85538
1999,Berlin,East,No,0.85740,112,112,0.79235,0.92245
1999,Brandenburg,East,Yes,0.51417,166,304,0.45789,0.57045
1999,Brandenburg,East,No,0.46336,138,304,0.40721,0.51950
1999,Mecklenburg-Western Pomerania,East,Yes,0.44210,90,203,0.37361,0.51059
1999,Mecklenburg-Western Pomerania,East,No,0.55354,113,203,0.48498,0.62209
1999,Saxony,East,Yes,0.45250,270,568,0.41153,0.49347
1999,Saxony,East,No,0.52252,298,568,0.48140,0.56363
1999,Saxony-Anhalt,East,Yes,0.39222,155,345,0.34062,0.44381
1999,Saxony-Anhalt,East,No,0.58097,190,345,0.52883,0.63311
1999,Thuringa,East,Yes,0.49720,197,353,0.44496,0.54943
1999,Thuringa,East,No,0.49692,156,353,0.44469,0.54915
2000,Schleswig-Holstein,West,Yes,0.71565,289,400,0.67139,0.75992
2000,Schleswig-Holstein,West,No,0.27601,111,400,0.23214,0.31987
2000,Hamburg,West,Yes,0.25104,58,177,0.18698,0.31511
2000,Hamburg,West,No,0.67872,119,177,0.60973,0.74771
2000,Lower Saxony,West,Yes,0.69399,782,1072,0.66639,0.72159
