year,bula_h,rentown,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,"Rhineland-Palatinate, Saarland",Owner,Yes,0.91345,402,441,0.88717,0.93972
2010,"Rhineland-Palatinate, Saarland",Owner,No,0.08655,39,441,0.06028,0.11283
2010,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.43034,161,334,0.37716,0.48352
2010,"Rhineland-Palatinate, Saarland",Tenant,No,0.56940,173,334,0.51622,0.62259
2010,Baden-Wuerttemberg,Owner,Yes,0.82962,735,850,0.80432,0.85491
2010,Baden-Wuerttemberg,Owner,No,0.17038,115,850,0.14509,0.19568
2010,Baden-Wuerttemberg,Tenant,Yes,0.36348,339,775,0.32960,0.39737
2010,Baden-Wuerttemberg,Tenant,No,0.63652,436,775,0.60263,0.67040
2010,Bavaria,Owner,Yes,0.86631,982,1085,0.84605,0.88657
2010,Bavaria,Owner,No,0.13369,103,1085,0.11343,0.15395
2010,Bavaria,Tenant,Yes,0.39152,456,946,0.36040,0.42264
2010,Bavaria,Tenant,No,0.60065,490,946,0.56942,0.63188
2010,Berlin,Owner,Yes,0.58527,77,77,0.47450,0.69603
2010,Berlin,Tenant,Yes,0.09178,74,487,0.06612,0.11745
2010,Berlin,Tenant,No,0.90195,413,487,0.87551,0.92839
2010,Brandenburg,Owner,Yes,0.96611,217,217,0.94198,0.99024
2010,Brandenburg,Tenant,Yes,0.25008,97,334,0.20357,0.29659
2010,Brandenburg,Tenant,No,0.74992,237,334,0.70341,0.79643
2010,Mecklenburg-Western Pomerania,Owner,Yes,0.81301,124,124,0.74410,0.88191
2010,Mecklenburg-Western Pomerania,Tenant,Yes,0.32595,66,217,0.26344,0.38846
2010,Mecklenburg-Western Pomerania,Tenant,No,0.67405,151,217,0.61154,0.73656
2010,Saxony,Owner,Yes,0.90280,308,339,0.87122,0.93438
2010,Saxony,Owner,No,0.09720,31,339,0.06562,0.12878
2010,Saxony,Tenant,Yes,0.32550,217,596,0.28785,0.36315
2010,Saxony,Tenant,No,0.67137,379,596,0.63363,0.70911
2010,Saxony-Anhalt,Owner,Yes,0.93499,230,230,0.90306,0.96692
2010,Saxony-Anhalt,Tenant,Yes,0.19567,82,290,0.14994,0.24141
2010,Saxony-Anhalt,Tenant,No,0.79789,208,290,0.75159,0.84419
2010,Thuringa,Owner,Yes,0.94661,240,240,0.91811,0.97511
2010,Thuringa,Tenant,Yes,0.38645,115,279,0.32921,0.44369
2010,Thuringa,Tenant,No,0.61355,164,279,0.55631,0.67079
2011,Schleswig-Holstein,Owner,Yes,0.91880,263,263,0.88573,0.95188
2011,Schleswig-Holstein,Tenant,Yes,0.32728,141,324,0.27611,0.37845
2011,Schleswig-Holstein,Tenant,No,0.67272,183,324,0.62155,0.72389
2011,Hamburg,Owner,Yes,0.75141,53,53,0.63394,0.86888
2011,Hamburg,Tenant,Yes,0.21320,58,200,0.15629,0.27010
2011,Hamburg,Tenant,No,0.78561,142,200,0.72859,0.84263
2011,Lower Saxony,Owner,Yes,0.94821,817,848,0.93329,0.96313
2011,Lower Saxony,Owner,No,0.05158,31,848,0.03669,0.06648
2011,Lower Saxony,Tenant,Yes,0.55004,409,666,0.51223,0.58786
2011,Lower Saxony,Tenant,No,0.44996,257,666,0.41214,0.48777
2011,Bremen,Tenant,No,0.70769,63,63,0.59448,0.82091
2011,North Rhine-Westphalia,Owner,Yes,0.84717,1309,1463,0.82873,0.86561
2011,North Rhine-Westphalia,Owner,No,0.15283,154,1463,0.13439,0.17127
2011,North Rhine-Westphalia,Tenant,Yes,0.37263,781,1832,0.35048,0.39477
2011,North Rhine-Westphalia,Tenant,No,0.62737,1051,1832,0.60523,0.64952
2011,Hesse,Owner,Yes,0.84614,485,555,0.81610,0.87619
2011,Hesse,Owner,No,0.15386,70,555,0.12381,0.18390
2011,Hesse,Tenant,Yes,0.38402,258,602,0.34513,0.42290
2011,Hesse,Tenant,No,0.61568,344,602,0.57679,0.65457
2011,"Rhineland-Palatinate, Saarland",Owner,Yes,0.90132,490,537,0.87607,0.92657
2011,"Rhineland-Palatinate, Saarland",Owner,No,0.09868,47,537,0.07343,0.12393
2011,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.46246,195,406,0.41390,0.51102
2011,"Rhineland-Palatinate, Saarland",Tenant,No,0.53696,211,406,0.48840,0.58553
2011,Baden-Wuerttemberg,Owner,Yes,0.82192,945,1083,0.79912,0.84471
2011,Baden-Wuerttemberg,Owner,No,0.17808,138,1083,0.15529,0.20088
2011,Baden-Wuerttemberg,Tenant,Yes,0.36474,392,917,0.33357,0.39591
2011,Baden-Wuerttemberg,Tenant,No,0.63306,525,917,0.60185,0.66428
2011,Bavaria,Owner,Yes,0.83650,1208,1363,0.81686,0.85614
2011,Bavaria,Owner,No,0.16350,155,1363,0.14386,0.18314
2011,Bavaria,Tenant,Yes,0.41490,607,1209,0.38712,0.44269
2011,Bavaria,Tenant,No,0.57798,602,1209,0.55013,0.60584
2011,Berlin,Owner,Yes,0.69776,98,98,0.60637,0.78915
2011,Berlin,Tenant,Yes,0.10153,83,548,0.07622,0.12684
2011,Berlin,Tenant,No,0.89786,465,548,0.87248,0.92324
2011,Brandenburg,Owner,Yes,0.95853,275,275,0.93492,0.98213
2011,Brandenburg,Tenant,Yes,0.28892,116,395,0.24416,0.33367
2011,Brandenburg,Tenant,No,0.71108,279,395,0.66633,0.75584
2011,Mecklenburg-Western Pomerania,Owner,Yes,0.91876,138,138,0.87301,0.96451
2011,Mecklenburg-Western Pomerania,Tenant,Yes,0.20794,62,262,0.15870,0.25718
2011,Mecklenburg-Western Pomerania,Tenant,No,0.79206,200,262,0.74282,0.84130
2011,Saxony,Owner,Yes,0.92975,339,370,0.90368,0.95583
2011,Saxony,Owner,No,0.07025,31,370,0.04417,0.09632
2011,Saxony,Tenant,Yes,0.36639,262,685,0.33028,0.40250
2011,Saxony,Tenant,No,0.63169,423,685,0.59554,0.66784
2011,Saxony-Anhalt,Owner,Yes,0.94895,256,256,0.92193,0.97596
2011,Saxony-Anhalt,Tenant,Yes,0.28565,113,380,0.24017,0.33113
2011,Saxony-Anhalt,Tenant,No,0.71198,267,380,0.66638,0.75757
2011,Thuringa,Owner,Yes,0.94985,273,273,0.92391,0.97579
2011,Thuringa,Tenant,Yes,0.32881,130,363,0.28041,0.37720
2011,Thuringa,Tenant,No,0.67119,233,363,0.62280,0.71959
2012,Schleswig-Holstein,Owner,Yes,0.91881,267,267,0.88599,0.95163
2012,Schleswig-Holstein,Tenant,Yes,0.34848,130,317,0.29595,0.40102
2012,Schleswig-Holstein,Tenant,No,0.65152,187,317,0.59898,0.70405
2012,Hamburg,Owner,Yes,0.77344,57,57,0.66380,0.88308
2012,Hamburg,Tenant,Yes,0.17884,45,200,0.12559,0.23208
2012,Hamburg,Tenant,No,0.82116,155,200,0.76792,0.87441
2012,Lower Saxony,Owner,Yes,0.94728,791,791,0.93170,0.96286
2012,Lower Saxony,Tenant,Yes,0.55200,402,659,0.51400,0.59000
2012,Lower Saxony,Tenant,No,0.44800,257,659,0.41000,0.48600
2012,Bremen,Owner,Yes,0.74351,37,37,0.60085,0.88616
2012,Bremen,Tenant,No,0.60225,53,53,0.46922,0.73528
2012,North Rhine-Westphalia,Owner,Yes,0.85206,1292,1443,0.83373,0.87038
2012,North Rhine-Westphalia,Owner,No,0.14794,151,1443,0.12962,0.16627
2012,North Rhine-Westphalia,Tenant,Yes,0.37672,760,1762,0.35409,0.39935
2012,North Rhine-Westphalia,Tenant,No,0.62102,1002,1762,0.59837,0.64368
2012,Hesse,Owner,Yes,0.81592,502,569,0.78405,0.84779
2012,Hesse,Owner,No,0.18408,67,569,0.15221,0.21595
2012,Hesse,Tenant,Yes,0.37889,251,569,0.33900,0.41879
2012,Hesse,Tenant,No,0.62111,318,569,0.58121,0.66100
2012,"Rhineland-Palatinate, Saarland",Owner,Yes,0.89185,464,510,0.86487,0.91883
2012,"Rhineland-Palatinate, Saarland",Owner,No,0.10815,46,510,0.08117,0.13513
2012,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.45021,193,419,0.40252,0.49791
2012,"Rhineland-Palatinate, Saarland",Tenant,No,0.54456,226,419,0.49682,0.59231
2012,Baden-Wuerttemberg,Owner,Yes,0.84798,936,1055,0.82630,0.86965
2012,Baden-Wuerttemberg,Owner,No,0.15202,119,1055,0.13035,0.17370
2012,Baden-Wuerttemberg,Tenant,Yes,0.40875,392,852,0.37572,0.44178
2012,Baden-Wuerttemberg,Tenant,No,0.59125,460,852,0.55822,0.62428
2012,Bavaria,Owner,Yes,0.84077,1184,1328,0.82108,0.86046
2012,Bavaria,Owner,No,0.15923,144,1328,0.13954,0.17892
2012,Bavaria,Tenant,Yes,0.38356,585,1202,0.35606,0.41106
2012,Bavaria,Tenant,No,0.60992,617,1202,0.58233,0.63750
2012,Berlin,Owner,Yes,0.68475,104,104,0.59502,0.77448
2012,Berlin,Tenant,Yes,0.13593,92,566,0.10767,0.16419
2012,Berlin,Tenant,No,0.86136,474,566,0.83287,0.88986
2012,Brandenburg,Owner,Yes,0.96345,280,280,0.94143,0.98547
2012,Brandenburg,Tenant,Yes,0.24093,106,376,0.19765,0.28421
2012,Brandenburg,Tenant,No,0.75907,270,376,0.71579,0.80235
2012,Mecklenburg-Western Pomerania,Owner,Yes,0.90925,125,125,0.85868,0.95981
2012,Mecklenburg-Western Pomerania,Tenant,Yes,0.19480,63,270,0.14747,0.24213
2012,Mecklenburg-Western Pomerania,Tenant,No,0.80520,207,270,0.75787,0.85253
2012,Saxony,Owner,Yes,0.92074,342,373,0.89329,0.94819
2012,Saxony,Owner,No,0.07926,31,373,0.05181,0.10671
2012,Saxony,Tenant,Yes,0.32553,239,702,0.29084,0.36021
2012,Saxony,Tenant,No,0.67447,463,702,0.63979,0.70916
2012,Saxony-Anhalt,Owner,Yes,0.94740,246,246,0.91945,0.97535
2012,Saxony-Anhalt,Tenant,Yes,0.23465,101,365,0.19111,0.27818
2012,Saxony-Anhalt,Tenant,No,0.76535,264,365,0.72182,0.80889
2012,Thuringa,Owner,Yes,0.94398,259,259,0.91592,0.97204
2012,Thuringa,Tenant,Yes,0.32577,138,362,0.27743,0.37412
2012,Thuringa,Tenant,No,0.67423,224,362,0.62588,0.72257
2013,Schleswig-Holstein,Owner,Yes,0.91353,261,261,0.87936,0.94769
2013,Schleswig-Holstein,Tenant,Yes,0.35004,131,372,0.30150,0.39858
2013,Schleswig-Holstein,Tenant,No,0.64996,241,372,0.60142,0.69850
2013,Hamburg,Owner,Yes,0.78187,61,61,0.67737,0.88637
2013,Hamburg,Tenant,Yes,0.16520,56,260,0.11997,0.21043
2013,Hamburg,Tenant,No,0.83480,204,260,0.78957,0.88003
2013,Lower Saxony,Owner,Yes,0.92960,787,820,0.91208,0.94712
2013,Lower Saxony,Owner,No,0.07040,33,820,0.05288,0.08792
2013,Lower Saxony,Tenant,Yes,0.55263,478,808,0.51832,0.58694
2013,Lower Saxony,Tenant,No,0.44671,330,808,0.41241,0.48101
2013,Bremen,Owner,Yes,0.83586,39,39,0.71808,0.95363
2013,Bremen,Tenant,Yes,0.42782,38,100,0.33035,0.52528
2013,Bremen,Tenant,No,0.57218,62,100,0.47472,0.66965
2013,North Rhine-Westphalia,Owner,Yes,0.86755,1344,1505,0.85041,0.88468
2013,North Rhine-Westphalia,Owner,No,0.13245,161,1505,0.11532,0.14959
2013,North Rhine-Westphalia,Tenant,Yes,0.40755,897,2158,0.38682,0.42829
2013,North Rhine-Westphalia,Tenant,No,0.59209,1261,2158,0.57135,0.61283
2013,Hesse,Owner,Yes,0.81202,507,573,0.78000,0.84404
2013,Hesse,Owner,No,0.18798,66,573,0.15596,0.22000
2013,Hesse,Tenant,Yes,0.41595,289,735,0.38029,0.45161
2013,Hesse,Tenant,No,0.58405,446,735,0.54839,0.61971
2013,"Rhineland-Palatinate, Saarland",Owner,Yes,0.88505,497,550,0.85837,0.91173
2013,"Rhineland-Palatinate, Saarland",Owner,No,0.11495,53,550,0.08827,0.14163
2013,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.43307,218,485,0.38893,0.47722
2013,"Rhineland-Palatinate, Saarland",Tenant,No,0.56693,267,485,0.52278,0.61107
2013,Baden-Wuerttemberg,Owner,Yes,0.84042,949,1089,0.81865,0.86218
2013,Baden-Wuerttemberg,Owner,No,0.15958,140,1089,0.13782,0.18135
2013,Baden-Wuerttemberg,Tenant,Yes,0.41457,449,1045,0.38468,0.44445
2013,Baden-Wuerttemberg,Tenant,No,0.58543,596,1045,0.55555,0.61532
2013,Bavaria,Owner,Yes,0.83270,1185,1349,0.81278,0.85263
2013,Bavaria,Owner,No,0.16730,164,1349,0.14737,0.18722
2013,Bavaria,Tenant,Yes,0.37859,645,1497,0.35401,0.40317
2013,Bavaria,Tenant,No,0.61962,852,1497,0.59502,0.64423
2013,Berlin,Owner,Yes,0.73926,102,102,0.65363,0.82488
2013,Berlin,Tenant,Yes,0.13603,95,643,0.10951,0.16255
2013,Berlin,Tenant,No,0.86397,548,643,0.83745,0.89049
2013,Brandenburg,Owner,Yes,0.96691,266,266,0.94537,0.98844
2013,Brandenburg,Tenant,Yes,0.22897,112,398,0.18764,0.27030
2013,Brandenburg,Tenant,No,0.77103,286,398,0.72970,0.81236
2013,Mecklenburg-Western Pomerania,Owner,Yes,0.86917,114,114,0.80699,0.93134
2013,Mecklenburg-Western Pomerania,Tenant,Yes,0.21079,66,260,0.16111,0.26046
2013,Mecklenburg-Western Pomerania,Tenant,No,0.78921,194,260,0.73954,0.83889
2013,Saxony,Owner,Yes,0.94495,335,335,0.92049,0.96941
2013,Saxony,Tenant,Yes,0.31238,225,687,0.27770,0.34706
2013,Saxony,Tenant,No,0.68644,462,687,0.65172,0.72116
2013,Saxony-Anhalt,Owner,Yes,0.92146,235,235,0.88699,0.95593
2013,Saxony-Anhalt,Tenant,Yes,0.28528,116,383,0.24000,0.33057
2013,Saxony-Anhalt,Tenant,No,0.71472,267,383,0.66943,0.76000
2013,Thuringa,Owner,Yes,0.97496,270,270,0.95629,0.99363
2013,Thuringa,Tenant,Yes,0.33905,120,327,0.28767,0.39044
2013,Thuringa,Tenant,No,0.66095,207,327,0.60956,0.71233
2014,Schleswig-Holstein,Owner,Yes,0.91174,243,243,0.87599,0.94748
2014,Schleswig-Holstein,Tenant,Yes,0.36049,113,307,0.30670,0.41429
2014,Schleswig-Holstein,Tenant,No,0.63951,194,307,0.58571,0.69330
2014,Hamburg,Owner,Yes,0.78416,61,61,0.68007,0.88826
2014,Hamburg,Tenant,Yes,0.16777,35,197,0.11546,0.22008
2014,Hamburg,Tenant,No,0.83223,162,197,0.77992,0.88454
2014,Lower Saxony,Owner,Yes,0.94606,735,767,0.93007,0.96206
2014,Lower Saxony,Owner,No,0.05394,32,767,0.03794,0.06993
2014,Lower Saxony,Tenant,Yes,0.55398,414,699,0.51711,0.59086
2014,Lower Saxony,Tenant,No,0.44602,285,699,0.40914,0.48289
2014,Bremen,Owner,Yes,0.81149,37,37,0.68372,0.93925
2014,Bremen,Tenant,Yes,0.39352,31,81,0.28647,0.50057
2014,Bremen,Tenant,No,0.60648,50,81,0.49943,0.71353
2014,North Rhine-Westphalia,Owner,Yes,0.86657,1234,1373,0.84858,0.88456
2014,North Rhine-Westphalia,Owner,No,0.13343,139,1373,0.11544,0.15142
2014,North Rhine-Westphalia,Tenant,Yes,0.42270,826,1852,0.40019,0.44520
2014,North Rhine-Westphalia,Tenant,No,0.57181,1026,1852,0.54926,0.59435
2014,Hesse,Owner,Yes,0.81889,460,522,0.78582,0.85196
2014,Hesse,Owner,No,0.18111,62,522,0.14804,0.21418
2014,Hesse,Tenant,Yes,0.43263,244,592,0.39269,0.47258
2014,Hesse,Tenant,No,0.56737,348,592,0.52742,0.60731
2014,"Rhineland-Palatinate, Saarland",Owner,Yes,0.86323,440,487,0.83268,0.89378
2014,"Rhineland-Palatinate, Saarland",Owner,No,0.12590,47,487,0.09641,0.15540
2014,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.46644,201,433,0.41940,0.51349
2014,"Rhineland-Palatinate, Saarland",Tenant,No,0.53356,232,433,0.48651,0.58060
2014,Baden-Wuerttemberg,Owner,Yes,0.83894,843,969,0.81578,0.86210
2014,Baden-Wuerttemberg,Owner,No,0.16106,126,969,0.13790,0.18422
2014,Baden-Wuerttemberg,Tenant,Yes,0.41383,364,857,0.38083,0.44682
2014,Baden-Wuerttemberg,Tenant,No,0.58617,493,857,0.55318,0.61917
2014,Bavaria,Owner,Yes,0.82174,1095,1251,0.80052,0.84295
2014,Bavaria,Owner,No,0.17826,156,1251,0.15705,0.19948
2014,Bavaria,Tenant,Yes,0.41879,586,1299,0.39195,0.44563
2014,Bavaria,Tenant,No,0.58069,713,1299,0.55384,0.60753
2014,Berlin,Owner,Yes,0.71715,86,86,0.62140,0.81290
2014,Berlin,Tenant,Yes,0.14729,93,544,0.11748,0.17710
2014,Berlin,Tenant,No,0.85271,451,544,0.82290,0.88252
2014,Brandenburg,Owner,Yes,0.97044,250,250,0.94940,0.99148
2014,Brandenburg,Tenant,Yes,0.26729,113,365,0.22182,0.31275
2014,Brandenburg,Tenant,No,0.73271,252,365,0.68725,0.77818
2014,Mecklenburg-Western Pomerania,Owner,Yes,0.86140,101,101,0.79367,0.92912
2014,Mecklenburg-Western Pomerania,Tenant,Yes,0.21074,67,246,0.15967,0.26181
2014,Mecklenburg-Western Pomerania,Tenant,No,0.78926,179,246,0.73819,0.84033
2014,Saxony,Owner,Yes,0.90956,298,298,0.87694,0.94218
2014,Saxony,Tenant,Yes,0.32649,220,626,0.28973,0.36325
2014,Saxony,Tenant,No,0.67351,406,626,0.63675,0.71027
2014,Saxony-Anhalt,Owner,Yes,0.92990,218,218,0.89593,0.96387
2014,Saxony-Anhalt,Tenant,Yes,0.23598,80,347,0.19124,0.28072
2014,Saxony-Anhalt,Tenant,No,0.75759,267,347,0.71244,0.80275
2014,Thuringa,Owner,Yes,0.97111,255,255,0.95052,0.99171
2014,Thuringa,Tenant,Yes,0.36137,118,324,0.30898,0.41376
2014,Thuringa,Tenant,No,0.63701,206,324,0.58457,0.68946
2015,Schleswig-Holstein,Owner,Yes,0.93161,236,236,0.89934,0.96388
2015,Schleswig-Holstein,Tenant,Yes,0.34399,119,297,0.28988,0.39811
2015,Schleswig-Holstein,Tenant,No,0.64824,178,297,0.59383,0.70264
2015,Hamburg,Owner,Yes,0.69949,58,58,0.58046,0.81851
2015,Hamburg,Tenant,Yes,0.16153,39,208,0.11140,0.21167
2015,Hamburg,Tenant,No,0.83847,169,208,0.78833,0.88860
2015,Lower Saxony,Owner,Yes,0.93480,710,747,0.91708,0.95252
2015,Lower Saxony,Owner,No,0.06520,37,747,0.04748,0.08292
2015,Lower Saxony,Tenant,Yes,0.47885,389,746,0.44298,0.51472
2015,Lower Saxony,Tenant,No,0.51989,357,746,0.48401,0.55577
2015,Bremen,Owner,Yes,0.78920,33,33,0.64788,0.93053
2015,Bremen,Tenant,No,0.69540,53,53,0.57031,0.82049
2015,North Rhine-Westphalia,Owner,Yes,0.84453,1146,1299,0.82482,0.86424
2015,North Rhine-Westphalia,Owner,No,0.15547,153,1299,0.13576,0.17518
2015,North Rhine-Westphalia,Tenant,Yes,0.40175,748,1906,0.37974,0.42377
2015,North Rhine-Westphalia,Tenant,No,0.59170,1158,1906,0.56963,0.61377
2015,Hesse,Owner,Yes,0.83672,423,477,0.80351,0.86992
2015,Hesse,Owner,No,0.16328,54,477,0.13008,0.19649
2015,Hesse,Tenant,Yes,0.38662,245,650,0.34915,0.42408
2015,Hesse,Tenant,No,0.60913,405,650,0.57159,0.64667
2015,"Rhineland-Palatinate, Saarland",Owner,Yes,0.86863,420,467,0.83796,0.89930
2015,"Rhineland-Palatinate, Saarland",Owner,No,0.13137,47,467,0.10070,0.16204
2015,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.43307,185,455,0.38749,0.47865
2015,"Rhineland-Palatinate, Saarland",Tenant,No,0.56693,270,455,0.52135,0.61251
2015,Baden-Wuerttemberg,Owner,Yes,0.81657,779,920,0.79155,0.84159
2015,Baden-Wuerttemberg,Owner,No,0.18343,141,920,0.15841,0.20845
2015,Baden-Wuerttemberg,Tenant,Yes,0.43145,377,906,0.39918,0.46372
2015,Baden-Wuerttemberg,Tenant,No,0.56855,529,906,0.53628,0.60082
2015,Bavaria,Owner,Yes,0.80805,1041,1198,0.78573,0.83036
2015,Bavaria,Owner,No,0.19195,157,1198,0.16964,0.21427
2015,Bavaria,Tenant,Yes,0.39477,582,1388,0.36905,0.42050
2015,Bavaria,Tenant,No,0.60523,806,1388,0.57950,0.63095
2015,Berlin,Owner,Yes,0.70761,86,86,0.61092,0.80431
2015,Berlin,Tenant,Yes,0.12319,82,537,0.09536,0.15101
2015,Berlin,Tenant,No,0.87681,455,537,0.84899,0.90464
2015,Brandenburg,Owner,Yes,0.96119,253,253,0.93734,0.98504
2015,Brandenburg,Tenant,Yes,0.29373,106,345,0.24560,0.34186
2015,Brandenburg,Tenant,No,0.70627,239,345,0.65814,0.75440
2015,Mecklenburg-Western Pomerania,Owner,Yes,0.95189,111,111,0.91190,0.99188
2015,Mecklenburg-Western Pomerania,Tenant,Yes,0.14220,50,236,0.09755,0.18686
2015,Mecklenburg-Western Pomerania,Tenant,No,0.85780,186,236,0.81314,0.90245
2015,Saxony,Owner,Yes,0.91664,291,291,0.88482,0.94846
2015,Saxony,Tenant,Yes,0.33470,211,596,0.29679,0.37262
2015,Saxony,Tenant,No,0.66179,385,596,0.62377,0.69980
2015,Saxony-Anhalt,Owner,Yes,0.89532,197,197,0.85245,0.93818
2015,Saxony-Anhalt,Tenant,Yes,0.21785,78,329,0.17318,0.26253
2015,Saxony-Anhalt,Tenant,No,0.77478,251,329,0.72958,0.81999
2015,Thuringa,Owner,Yes,0.95626,224,224,0.92942,0.98310
2015,Thuringa,Tenant,Yes,0.27711,114,338,0.22933,0.32490
2015,Thuringa,Tenant,No,0.72223,224,338,0.67441,0.77005
2016,Schleswig-Holstein,Owner,Yes,0.93883,223,223,0.90730,0.97035
2016,Schleswig-Holstein,Tenant,Yes,0.40028,112,268,0.34151,0.45905
2016,Schleswig-Holstein,Tenant,No,0.59972,156,268,0.54095,0.65849
2016,Hamburg,Owner,Yes,0.74984,58,58,0.63740,0.86228
2016,Hamburg,Tenant,Yes,0.14410,33,190,0.09403,0.19417
2016,Hamburg,Tenant,No,0.85590,157,190,0.80583,0.90597
2016,Lower Saxony,Owner,Yes,0.92759,656,693,0.90828,0.94690
2016,Lower Saxony,Owner,No,0.07241,37,693,0.05310,0.09172
2016,Lower Saxony,Tenant,Yes,0.50360,348,654,0.46525,0.54195
2016,Lower Saxony,Tenant,No,0.49585,306,654,0.45750,0.53420
2016,Bremen,Tenant,No,0.56275,40,40,0.40706,0.71843
2016,North Rhine-Westphalia,Owner,Yes,0.86930,1088,1216,0.85034,0.88825
2016,North Rhine-Westphalia,Owner,No,0.13070,128,1216,0.11175,0.14966
2016,North Rhine-Westphalia,Tenant,Yes,0.40024,660,1690,0.37688,0.42361
2016,North Rhine-Westphalia,Tenant,No,0.59673,1030,1690,0.57334,0.62013
2016,Hesse,Owner,Yes,0.81803,373,426,0.78135,0.85472
2016,Hesse,Owner,No,0.18197,53,426,0.14528,0.21865
2016,Hesse,Tenant,Yes,0.36120,201,552,0.32109,0.40131
2016,Hesse,Tenant,No,0.63880,351,552,0.59869,0.67891
2016,"Rhineland-Palatinate, Saarland",Owner,Yes,0.87458,398,442,0.84367,0.90549
2016,"Rhineland-Palatinate, Saarland",Owner,No,0.12542,44,442,0.09451,0.15633
2016,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.40461,156,405,0.35675,0.45247
2016,"Rhineland-Palatinate, Saarland",Tenant,No,0.59493,249,405,0.54706,0.64280
2016,Baden-Wuerttemberg,Owner,Yes,0.81034,730,854,0.78403,0.83665
2016,Baden-Wuerttemberg,Owner,No,0.18966,124,854,0.16335,0.21597
2016,Baden-Wuerttemberg,Tenant,Yes,0.43160,330,770,0.39659,0.46660
2016,Baden-Wuerttemberg,Tenant,No,0.55918,440,770,0.52408,0.59427
2016,Bavaria,Owner,Yes,0.80266,946,1098,0.77911,0.82622
2016,Bavaria,Owner,No,0.19708,152,1098,0.17354,0.22062
2016,Bavaria,Tenant,Yes,0.38228,503,1200,0.35478,0.40979
2016,Bavaria,Tenant,No,0.61772,697,1200,0.59021,0.64522
2016,Berlin,Owner,Yes,0.68355,79,79,0.58033,0.78676
2016,Berlin,Tenant,Yes,0.10315,60,501,0.07649,0.12981
2016,Berlin,Tenant,No,0.89685,441,501,0.87019,0.92351
2016,Brandenburg,Owner,Yes,0.94932,243,243,0.92169,0.97696
2016,Brandenburg,Tenant,Yes,0.26528,97,307,0.21581,0.31475
2016,Brandenburg,Tenant,No,0.71265,210,307,0.66195,0.76336
2016,Mecklenburg-Western Pomerania,Owner,Yes,0.93876,104,104,0.89246,0.98507
2016,Mecklenburg-Western Pomerania,Tenant,Yes,0.17309,57,220,0.12299,0.22320
2016,Mecklenburg-Western Pomerania,Tenant,No,0.82691,163,220,0.77680,0.87701
2016,Saxony,Owner,Yes,0.90490,278,278,0.87035,0.93945
2016,Saxony,Tenant,Yes,0.31143,192,560,0.27304,0.34982
2016,Saxony,Tenant,No,0.68751,368,560,0.64908,0.72593
2016,Saxony-Anhalt,Owner,Yes,0.94781,196,196,0.91659,0.97903
2016,Saxony-Anhalt,Tenant,Yes,0.20274,61,302,0.15732,0.24816
2016,Saxony-Anhalt,Tenant,No,0.79726,241,302,0.75184,0.84268
2016,Thuringa,Owner,Yes,0.94386,224,224,0.91364,0.97407
2016,Thuringa,Tenant,Yes,0.25393,93,301,0.20467,0.30318
2016,Thuringa,Tenant,No,0.74588,208,301,0.69662,0.79515
2017,Schleswig-Holstein,Owner,Yes,0.92569,265,265,0.89405,0.95733
2017,Schleswig-Holstein,Tenant,Yes,0.50146,164,406,0.45276,0.55016
2017,Schleswig-Holstein,Tenant,No,0.49854,242,406,0.44984,0.54724
2017,Hamburg,Owner,Yes,0.71633,65,65,0.60589,0.82677
2017,Hamburg,Tenant,Yes,0.19675,44,239,0.14625,0.24726
2017,Hamburg,Tenant,No,0.80286,195,239,0.75232,0.85341
2017,Lower Saxony,Owner,Yes,0.93608,777,812,0.91925,0.95292
2017,Lower Saxony,Owner,No,0.06392,35,812,0.04708,0.08075
2017,Lower Saxony,Tenant,Yes,0.49414,475,936,0.46210,0.52619
2017,Lower Saxony,Tenant,No,0.50586,461,936,0.47381,0.53790
2017,Bremen,Owner,Yes,0.70878,37,37,0.56037,0.85719
2017,Bremen,Tenant,Yes,0.35692,41,136,0.27611,0.43774
2017,Bremen,Tenant,No,0.64152,95,136,0.56063,0.72242
2017,North Rhine-Westphalia,Owner,Yes,0.85753,1255,1402,0.83923,0.87584
2017,North Rhine-Westphalia,Owner,No,0.14247,147,1402,0.12416,0.16077
2017,North Rhine-Westphalia,Tenant,Yes,0.40140,820,2153,0.38069,0.42211
2017,North Rhine-Westphalia,Tenant,No,0.59597,1333,2153,0.57523,0.61670
2017,Hesse,Owner,Yes,0.82765,416,469,0.79344,0.86187
2017,Hesse,Owner,No,0.17235,53,469,0.13813,0.20656
2017,Hesse,Tenant,Yes,0.33941,257,740,0.30527,0.37355
2017,Hesse,Tenant,No,0.66059,483,740,0.62645,0.69473
2017,"Rhineland-Palatinate, Saarland",Owner,Yes,0.85004,413,464,0.81752,0.88256
2017,"Rhineland-Palatinate, Saarland",Owner,No,0.14996,51,464,0.11744,0.18248
2017,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.42240,212,548,0.38100,0.46379
