"pgoeffd","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"nein","2019","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","508","0.843953687562584","0.813514165280086","0.874393209845083"
"nein","2019","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","67","1","1","1"
"nein","2019","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2267","0.834742979870323","0.82061259541587","0.848873364324776"
"nein","2019","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","269","0.875627994870619","0.838470372747364","0.912785616993874"
"nein","2019","Realschulabschluss","Westdeutschland, alte Bundeslaender","2122","0.747962286999709","0.732013525155977","0.763911048843442"
"nein","2019","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1043","0.803367106911674","0.781516655010088","0.82521755881326"
"nein","2019","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1806","0.73769520168754","0.720011421942466","0.755378981432615"
"nein","2019","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","297","0.72764762137256","0.683064050761072","0.772231191984048"
"nein","2019","AkademikerInnen","Westdeutschland, alte Bundeslaender","2111","0.619683531479071","0.60316266206482","0.636204400893321"
"nein","2019","AkademikerInnen","Ostdeutschland, neue Bundeslaender","485","0.580606657190929","0.546644956067027","0.614568358314831"
