"pgoeffd","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"nein","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2934","0.802958692937032","0.78985566394475","0.816061721929314"
"nein","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","756","0.698160986477482","0.670858723021718","0.725463249933246"
"nein","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","279","0.68736454885209","0.640508372581092","0.734220725123088"
"nein","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","287","0.497186425747904","0.456140146872671","0.538232704623137"
"nein","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","43","0.117267883166067","0.0870330574606856","0.147502708871448"
"ja","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","561","0.200930173126411","0.187279658039763","0.214580688213058"
"ja","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","320","0.303341634171802","0.275321916110394","0.331361352233211"
"ja","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","98","0.322303611574282","0.274746955714746","0.369860267433819"
"ja","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","273","0.499255924806858","0.457582897672743","0.540928951940973"
"ja","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","392","0.882732116833933","0.852497291128552","0.912966942539314"
"nein","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2749","0.799069826873589","0.785419311786942","0.812720341960237"
"nein","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","714","0.696658365828198","0.668638647766789","0.724678083889606"
"nein","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","273","0.677696388425718","0.630139732566181","0.725253044285254"
"nein","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","280","0.500744075193142","0.459071048059027","0.542417102327257"
"nein","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1987","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","41","0.107806296622564","0.0785946671391701","0.137017926105957"
"ja","1987","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1987","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","557","0.196208462681943","0.182716130828014","0.209700794535873"
"ja","1987","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1987","Realschulabschluss","Westdeutschland, alte Bundeslaender","335","0.312974533711941","0.285177391003175","0.340771676420707"
"ja","1987","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1987","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","107","0.337306247287043","0.290383393423478","0.384229101150609"
"ja","1987","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1987","AkademikerInnen","Westdeutschland, alte Bundeslaender","267","0.485738015595377","0.444119511476999","0.527356519713756"
"ja","1987","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1987","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","392","0.892193703377436","0.862982073894043","0.92140533286083"
"nein","1987","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1987","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2771","0.803791537318057","0.790299205464127","0.817283869171986"
"nein","1987","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1987","Realschulabschluss","Westdeutschland, alte Bundeslaender","734","0.687025466288059","0.659228323579293","0.714822608996825"
"nein","1987","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1987","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","283","0.662693752712957","0.615770898849391","0.709616606576522"
"nein","1987","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1987","AkademikerInnen","Westdeutschland, alte Bundeslaender","287","0.514261984404622","0.472643480286244","0.555880488523001"
"nein","1987","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1988","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","39","0.0810066196374032","0.0542682734590509","0.107744965815756"
"ja","1988","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1988","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","528","0.196023477640261","0.182354019036293","0.209692936244229"
"ja","1988","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1988","Realschulabschluss","Westdeutschland, alte Bundeslaender","320","0.301933268097956","0.274463677646992","0.32940285854892"
"ja","1988","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1988","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","103","0.323518097850357","0.276481741260167","0.370554454440547"
"ja","1988","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1988","AkademikerInnen","Westdeutschland, alte Bundeslaender","247","0.466535059749253","0.424340541521066","0.508729577977439"
"ja","1988","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1988","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","361","0.918993380362597","0.892255034184244","0.945731726540949"
"nein","1988","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1988","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2712","0.803976522359739","0.790307063755771","0.817645980963707"
"nein","1988","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1988","Realschulabschluss","Westdeutschland, alte Bundeslaender","753","0.698066731902044","0.67059714145108","0.725536322353008"
"nein","1988","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1988","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","277","0.676481902149643","0.629445545559453","0.723518258739833"
"nein","1988","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1988","AkademikerInnen","Westdeutschland, alte Bundeslaender","290","0.533464940250747","0.491270422022561","0.575659458478934"
"nein","1988","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1989","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","45","0.106988648089077","0.0767353139238609","0.137241982254294"
"ja","1989","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1989","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","527","0.192367793274389","0.178824873277102","0.205910713271675"
"ja","1989","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1989","Realschulabschluss","Westdeutschland, alte Bundeslaender","325","0.299598358964927","0.272552511997841","0.326644205932013"
"ja","1989","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1989","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","102","0.284173018063351","0.241243045118072","0.32710299100863"
"ja","1989","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1989","AkademikerInnen","Westdeutschland, alte Bundeslaender","243","0.451427236954337","0.40991371767376","0.492940756234914"
"ja","1989","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1989","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","356","0.893011351910923","0.862758017745706","0.923264686076139"
"nein","1989","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1989","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2727","0.807632206725611","0.794089286728325","0.821175126722898"
"nein","1989","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1989","Realschulabschluss","Westdeutschland, alte Bundeslaender","777","0.700401641035073","0.673355794067987","0.727447488002159"
"nein","1989","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1989","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","322","0.715826981936649","0.67289700899137","0.758756954881928"
"nein","1989","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1989","AkademikerInnen","Westdeutschland, alte Bundeslaender","309","0.548572763045663","0.507059243765086","0.59008628232624"
"nein","1989","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","39","0.0984654564910346","0.0683901161096007","0.128540796872468"
"ja","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","503","0.193109095798017","0.179238124900088","0.206980066695947"
"ja","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","282","0.274611024299649","0.247881094687643","0.301340953911656"
"ja","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","325","0.30575961092462","0.278243615028874","0.333275606820366"
"ja","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","381","0.282045165403841","0.25795146066471","0.306138870142972"
"ja","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","109","0.29327950575905","0.24904964347914","0.33750936803896"
"ja","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","231","0.436420823853369","0.394668692602775","0.478172955103964"
"ja","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","421","0.507587755918105","0.473657662442701","0.541517849393509"
"nein","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","338","0.901534543508965","0.871459203127532","0.931609883890399"
"nein","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2608","0.806890904201983","0.793019933304053","0.820761875099912"
"nein","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","789","0.725388975700351","0.698659046088344","0.752118905312357"
"nein","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","752","0.69424038907538","0.666724393179634","0.721756384971126"
"nein","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","959","0.717954834596159","0.693861129857028","0.74204853933529"
"nein","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","298","0.70672049424095","0.66249063196104","0.75095035652086"
"nein","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","57","0.739877921195257","0.643138566239187","0.836617276151328"
"nein","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","311","0.563579176146631","0.521827044896036","0.605331307397225"
"nein","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","413","0.492412244081895","0.458482150606491","0.526342337557299"
"ja","1991","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","47","0.132630315232734","0.0991396710915559","0.166120959373912"
"ja","1991","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1991","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","524","0.195519795806112","0.181752711145627","0.209286880466596"
"ja","1991","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","194","0.266748585744924","0.235830376258177","0.297666795231671"
"ja","1991","Realschulabschluss","Westdeutschland, alte Bundeslaender","339","0.297520944178969","0.270662801855643","0.324379086502294"
"ja","1991","Realschulabschluss","Ostdeutschland, neue Bundeslaender","319","0.266217650956312","0.241084790233234","0.29135051167939"
"ja","1991","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","123","0.286453082754398","0.245227659749493","0.327678505759304"
"ja","1991","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1991","AkademikerInnen","Westdeutschland, alte Bundeslaender","240","0.434314488355871","0.39362330221086","0.475005674500882"
"ja","1991","AkademikerInnen","Ostdeutschland, neue Bundeslaender","362","0.475689305758267","0.440019014550591","0.511359596965942"
"nein","1991","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","347","0.867369684767266","0.833879040626088","0.900860328908444"
"nein","1991","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1991","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2664","0.804480204193888","0.790713119533404","0.818247288854373"
"nein","1991","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","592","0.733251414255076","0.702333204768329","0.764169623741823"
"nein","1991","Realschulabschluss","Westdeutschland, alte Bundeslaender","774","0.702479055821031","0.675620913497706","0.729337198144357"
"nein","1991","Realschulabschluss","Ostdeutschland, neue Bundeslaender","869","0.733782349043688","0.70864948832061","0.758915209766766"
"nein","1991","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","339","0.713546917245602","0.672321494240696","0.754772340250507"
"nein","1991","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","51","0.740854785662273","0.635937068732598","0.845772502591948"
"nein","1991","AkademikerInnen","Westdeutschland, alte Bundeslaender","330","0.565685511644129","0.524994325499118","0.60637669778914"
"nein","1991","AkademikerInnen","Ostdeutschland, neue Bundeslaender","391","0.524310694241733","0.488640403034058","0.559980985449409"
"ja","1992","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","45","0.165301224493803","0.125818096106693","0.204784352880913"
"ja","1992","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1992","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","498","0.191455989671782","0.177383960203823","0.205528019139741"
"ja","1992","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","178","0.308894787259162","0.271955524021017","0.345834050497308"
"ja","1992","Realschulabschluss","Westdeutschland, alte Bundeslaender","349","0.311323998821275","0.283998121805481","0.338649875837069"
"ja","1992","Realschulabschluss","Ostdeutschland, neue Bundeslaender","318","0.303148577669809","0.275374599873102","0.330922555466516"
"ja","1992","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","133","0.342951446764454","0.299043819190815","0.386859074338092"
"ja","1992","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1992","AkademikerInnen","Westdeutschland, alte Bundeslaender","236","0.435178081264417","0.394333998003728","0.476022164525107"
"ja","1992","AkademikerInnen","Ostdeutschland, neue Bundeslaender","347","0.510992197287979","0.473393029484583","0.548591365091375"
"nein","1992","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","295","0.834698775506197","0.795215647119087","0.874181903893307"
"nein","1992","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1992","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2505","0.808544010328218","0.794471980860259","0.822616039796177"
"nein","1992","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","423","0.691105212740838","0.654165949502692","0.728044475978983"
"nein","1992","Realschulabschluss","Westdeutschland, alte Bundeslaender","754","0.688676001178725","0.661350124162931","0.716001878194519"
"nein","1992","Realschulabschluss","Ostdeutschland, neue Bundeslaender","734","0.696851422330191","0.669077444533484","0.724625400126898"
"nein","1992","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","316","0.657048553235546","0.613140925661908","0.700956180809185"
"nein","1992","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","43","0.681634877218901","0.564732910514781","0.798536843923021"
"nein","1992","AkademikerInnen","Westdeutschland, alte Bundeslaender","330","0.564821918735583","0.523977835474893","0.605666001996272"
"nein","1992","AkademikerInnen","Ostdeutschland, neue Bundeslaender","332","0.489007802712021","0.451408634908625","0.526606970515417"
"ja","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","46","0.198473047040914","0.155569926332885","0.241376167748943"
"ja","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","463","0.183124969149739","0.169153863361326","0.197096074938152"
"ja","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","141","0.292293939093495","0.251858113106483","0.332729765080506"
"ja","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","354","0.303053302184085","0.27645672956046","0.329649874807711"
"ja","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","287","0.265196145621804","0.238025595589359","0.292366695654248"
"ja","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","134","0.323343355800895","0.28078300032157","0.365903711280219"
"ja","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","243","0.426635827802074","0.386625419986746","0.466646235617401"
"ja","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","329","0.507215992290425","0.468663132066372","0.545768852514478"
"nein","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","286","0.801526952959086","0.758623832251057","0.844430073667115"
"nein","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2481","0.816875030850261","0.802903925061848","0.830846136638674"
"nein","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","345","0.707706060906505","0.667270234919494","0.748141886893517"
"nein","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","793","0.696946697815915","0.670350125192289","0.72354327043954"
"nein","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","727","0.734803854378196","0.707633304345752","0.761974404410641"
"nein","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","330","0.676656644199106","0.634096288719781","0.71921699967843"
"nein","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","43","0.632508821022235","0.520364917382571","0.744652724661898"
"nein","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","344","0.573364172197926","0.533353764382599","0.613374580013254"
"nein","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","317","0.492784007709575","0.454231147485522","0.531336867933628"
"ja","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","39","0.174261152371193","0.130602458252639","0.217919846489747"
"ja","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","429","0.186233643348465","0.171301450493048","0.201165836203882"
"ja","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","114","0.261402259738365","0.220759463808806","0.302045055667924"
"ja","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","352","0.317326468246093","0.289871355223084","0.344781581269102"
"ja","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","256","0.253323049782821","0.225897000363398","0.280749099202245"
"ja","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","125","0.322452381213648","0.279266226130157","0.365638536297139"
"ja","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","31","0.369272641664827","0.262851246870038","0.475694036459616"
"ja","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","248","0.425356107927626","0.386025606828296","0.464686609026956"
"ja","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","318","0.498859282983713","0.459815967466736","0.53790259850069"
"nein","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","251","0.825738847628807","0.782080153510253","0.869397541747361"
"nein","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2182","0.813766356651535","0.798834163796118","0.828698549506952"
"nein","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","335","0.738597740261635","0.697954944332076","0.779240536191194"
"nein","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","752","0.682673531753907","0.655218418730898","0.710128644776916"
"nein","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","710","0.746676950217179","0.719250900797755","0.774102999636603"
"nein","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","325","0.677547618786352","0.634361463702861","0.720733773869843"
"nein","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","48","0.630727358335173","0.524305963540384","0.737148753129963"
"nein","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","359","0.574643892072374","0.535313390973044","0.613974393171704"
"nein","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","312","0.501140717016287","0.46209740149931","0.540184032533264"
"ja","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","40","0.164498137402187","0.120195849543011","0.208800425261362"
"ja","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","446","0.189136994510122","0.174417073740468","0.203856915279777"
"ja","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","104","0.25892194988585","0.217898947213639","0.299944952558062"
"ja","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","365","0.302690536399373","0.276857696451998","0.328523376346747"
"ja","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","259","0.25322358905622","0.226497525917381","0.279949652195059"
"ja","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","140","0.31142915404507","0.27222612317221","0.350632184917931"
"ja","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","37","0.377292690766643","0.278247052514167","0.476338329019118"
"ja","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","280","0.404408929417099","0.36856081641237","0.440257042421828"
"ja","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","290","0.45156290441408","0.412547993254381","0.49057781557378"
"nein","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","229","0.835501862597813","0.791199574738638","0.879804150456989"
"nein","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2273","0.810863005489878","0.796143084720223","0.825582926259532"
"nein","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","334","0.74107805011415","0.700055047441938","0.782101052786361"
"nein","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","850","0.697309463600627","0.671476623653253","0.723142303548002"
"nein","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","758","0.74677641094378","0.72005034780494","0.773502474082619"
"nein","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","396","0.68857084595493","0.649367815082069","0.72777387682779"
"nein","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","55","0.622707309233357","0.523661670980882","0.721752947485833"
"nein","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","440","0.595591070582901","0.559742957578172","0.63143918358763"
"nein","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","335","0.54843709558592","0.50942218442622","0.587452006745619"
"ja","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","40","0.203067048610797","0.152277986825307","0.253856110396288"
"ja","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","423","0.18883101508321","0.173664348018353","0.203997682148066"
"ja","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","92","0.259920734981152","0.216503252369015","0.303338217593289"
"ja","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","355","0.310494445179822","0.284027132706486","0.336961757653158"
"ja","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","234","0.245386304055518","0.218207994004232","0.272564614106804"
"ja","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","142","0.304225542550854","0.264605467948034","0.343845617153673"
