"pgoeffd","year","sex","n","percent","lower_confidence","upper_confidence"
"nein","2014","weiblich","5627","0.693246927819005","0.683107528014706","0.703386327623304"
"ja","2015","maennlich","1391","0.196391534532503","0.187368740421238","0.205414328643769"
"ja","2015","weiblich","2261","0.306232974147973","0.296032693950104","0.316433254345842"
"nein","2015","maennlich","6056","0.803608465467497","0.794585671356231","0.812631259578762"
"nein","2015","weiblich","5583","0.693767025852027","0.683566745654159","0.703967306049896"
"ja","2016","maennlich","1360","0.207476232814077","0.198003333245438","0.216949132382716"
"ja","2016","weiblich","2140","0.299168941049757","0.288711470800825","0.309626411298689"
"nein","2016","maennlich","5679","0.792523767185923","0.783050867617284","0.801996666754562"
"nein","2016","weiblich","5225","0.700831058950243","0.69037358870131","0.711288529199175"
"ja","2017","maennlich","1558","0.20343469895102","0.194729724223939","0.212139673678101"
"ja","2017","weiblich","2467","0.301073262794306","0.291208104698846","0.310938420889766"
"nein","2017","maennlich","6657","0.79656530104898","0.787860326321899","0.805270275776061"
"nein","2017","weiblich","5839","0.698926737205694","0.689061579110234","0.708791895301154"
"ja","2018","maennlich","1523","0.215318324457167","0.206262877675194","0.22437377123914"
"ja","2018","weiblich","2350","0.305551478057036","0.29537892668651","0.315724029427562"
"nein","2018","maennlich","6392","0.784681675542833","0.77562622876086","0.793737122324806"
"nein","2018","weiblich","5527","0.694448521942964","0.684275970572438","0.70462107331349"
"ja","2019","maennlich","1444","0.214338292002163","0.205111172981467","0.223565411022858"
"ja","2019","weiblich","2290","0.308027321130788","0.297698565746404","0.318356076515172"
"nein","2019","maennlich","6154","0.785661707997837","0.776434588977142","0.794888827018533"
"nein","2019","weiblich","5385","0.691972678869212","0.681643923484828","0.702301434253596"
