"pgoeffd","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"nein","1984","Hessen","weiblich","202","0.684768192712184","0.630251086537106","0.739285298887262"
"nein","1984","Rheinland-Pfalz,Saarland","maennlich","233","0.782387964836765","0.734898024058696","0.829877905614834"
"nein","1984","Rheinland-Pfalz,Saarland","weiblich","122","0.72647008838645","0.658246046035586","0.794694130737314"
"nein","1984","Baden-Wuerttemberg","maennlich","781","0.815329133171441","0.790062366699301","0.840595899643581"
"nein","1984","Baden-Wuerttemberg","weiblich","428","0.755499371344394","0.719148234972612","0.791850507716177"
"nein","1984","Bayern","maennlich","608","0.77782649122757","0.748173936421454","0.807479046033687"
"nein","1984","Bayern","weiblich","410","0.782096720712425","0.746408191766171","0.81778524965868"
"nein","1984","Saarland","maennlich","","","",""
"nein","1984","Saarland","weiblich","","","",""
"nein","1984","Berlin","maennlich","96","0.565573892380439","0.486773399772898","0.644374384987981"
"nein","1984","Berlin","weiblich","81","0.688840816032532","0.603479791798257","0.774201840266808"
"nein","1984","Brandenburg","maennlich","","","",""
"nein","1984","Brandenburg","weiblich","","","",""
"nein","1984","Mecklenburg-Vorpommern","maennlich","","","",""
"nein","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"nein","1984","Sachsen","maennlich","","","",""
"nein","1984","Sachsen","weiblich","","","",""
"nein","1984","Sachsen-Anhalt","maennlich","","","",""
"nein","1984","Sachsen-Anhalt","weiblich","","","",""
"nein","1984","Thueringen","maennlich","","","",""
"nein","1984","Thueringen","weiblich","","","",""
"ja","1985","Schleswig-Holstein","maennlich","33","0.300704197644136","0.218997884936543","0.382410510351728"
"ja","1985","Schleswig-Holstein","weiblich","","","",""
"ja","1985","Hamburg","maennlich","","","",""
"ja","1985","Hamburg","weiblich","","","",""
"ja","1985","Niedersachsen","maennlich","89","0.289531207892674","0.241179709754154","0.337882706031195"
"ja","1985","Niedersachsen","weiblich","55","0.279168595140089","0.21906626155179","0.339270928728388"
"ja","1985","Bremen","maennlich","","","",""
"ja","1985","Bremen","weiblich","","","",""
"ja","1985","Nordrhein-Westfalen","maennlich","207","0.228328521500295","0.202939278743044","0.253717764257546"
"ja","1985","Nordrhein-Westfalen","weiblich","156","0.331728119533002","0.291868473910578","0.371587765155425"
"ja","1985","Hessen","maennlich","87","0.250075049969872","0.208510398127233","0.291639701812511"
"ja","1985","Hessen","weiblich","66","0.320603151761186","0.258649700914838","0.382556602607533"
"ja","1985","Rheinland-Pfalz,Saarland","maennlich","51","0.235378110192539","0.183811591071922","0.286944629313156"
"ja","1985","Rheinland-Pfalz,Saarland","weiblich","43","0.321864544206589","0.24555802555488","0.398171062858297"
"ja","1985","Baden-Wuerttemberg","maennlich","111","0.186925681332911","0.159705902610869","0.214145460054953"
"ja","1985","Baden-Wuerttemberg","weiblich","99","0.241721998426439","0.203341866857469","0.280102129995408"
"ja","1985","Bayern","maennlich","132","0.225621106172555","0.193659247850774","0.257582964494337"
"ja","1985","Bayern","weiblich","92","0.224607246266117","0.185876718733439","0.263337773798794"
"ja","1985","Saarland","maennlich","","","",""
"ja","1985","Saarland","weiblich","","","",""
"ja","1985","Berlin","maennlich","52","0.492411080905237","0.403332071075753","0.581490090734721"
"ja","1985","Berlin","weiblich","","","",""
"ja","1985","Brandenburg","maennlich","","","",""
"ja","1985","Brandenburg","weiblich","","","",""
"ja","1985","Mecklenburg-Vorpommern","maennlich","","","",""
"ja","1985","Mecklenburg-Vorpommern","weiblich","","","",""
"ja","1985","Sachsen","maennlich","","","",""
"ja","1985","Sachsen","weiblich","","","",""
"ja","1985","Sachsen-Anhalt","maennlich","","","",""
"ja","1985","Sachsen-Anhalt","weiblich","","","",""
"ja","1985","Thueringen","maennlich","","","",""
"ja","1985","Thueringen","weiblich","","","",""
"nein","1985","Schleswig-Holstein","maennlich","88","0.699295802355864","0.617589489648272","0.781002115063457"
"nein","1985","Schleswig-Holstein","weiblich","58","0.765962495101371","0.670140779638565","0.861784210564177"
"nein","1985","Hamburg","maennlich","68","0.749873914126943","0.66137706791351","0.838370760340375"
"nein","1985","Hamburg","weiblich","46","0.723305928157481","0.615377199141497","0.831234657173465"
"nein","1985","Niedersachsen","maennlich","249","0.710468792107326","0.662117293968805","0.758820290245846"
"nein","1985","Niedersachsen","weiblich","159","0.720831404859911","0.660729071271612","0.780933738448209"
"nein","1985","Bremen","maennlich","","","",""
"nein","1985","Bremen","weiblich","","","",""
"nein","1985","Nordrhein-Westfalen","maennlich","843","0.771671478499705","0.746282235742453","0.797060721256956"
"nein","1985","Nordrhein-Westfalen","weiblich","380","0.668271880466998","0.628412234844575","0.708131526089422"
"nein","1985","Hessen","maennlich","330","0.749924950030128","0.708360298187489","0.791489601872767"
"nein","1985","Hessen","weiblich","152","0.679396848238814","0.617443397392467","0.741350299085162"
"nein","1985","Rheinland-Pfalz,Saarland","maennlich","209","0.764621889807461","0.713055370686844","0.816188408928078"
"nein","1985","Rheinland-Pfalz,Saarland","weiblich","101","0.678135455793411","0.601828937141703","0.75444197444512"
"nein","1985","Baden-Wuerttemberg","maennlich","677","0.813074318667089","0.785854539945047","0.840294097389131"
"nein","1985","Baden-Wuerttemberg","weiblich","379","0.758278001573561","0.719897870004592","0.796658133142531"
"nein","1985","Bayern","maennlich","525","0.774378893827445","0.742417035505663","0.806340752149226"
"nein","1985","Bayern","weiblich","354","0.775392753733883","0.736662226201206","0.814123281266561"
"nein","1985","Saarland","maennlich","","","",""
"nein","1985","Saarland","weiblich","","","",""
"nein","1985","Berlin","maennlich","69","0.507588919094763","0.418509909265279","0.596667928924247"
"nein","1985","Berlin","weiblich","61","0.68385030458255","0.587249666763359","0.780450942401742"
"nein","1985","Brandenburg","maennlich","","","",""
"nein","1985","Brandenburg","weiblich","","","",""
"nein","1985","Mecklenburg-Vorpommern","maennlich","","","",""
"nein","1985","Mecklenburg-Vorpommern","weiblich","","","",""
"nein","1985","Sachsen","maennlich","","","",""
"nein","1985","Sachsen","weiblich","","","",""
"nein","1985","Sachsen-Anhalt","maennlich","","","",""
"nein","1985","Sachsen-Anhalt","weiblich","","","",""
"nein","1985","Thueringen","maennlich","","","",""
"nein","1985","Thueringen","weiblich","","","",""
"ja","1986","Schleswig-Holstein","maennlich","30","0.292454456329516","0.208582805550807","0.376326107108225"
"ja","1986","Schleswig-Holstein","weiblich","","","",""
"ja","1986","Hamburg","maennlich","","","",""
"ja","1986","Hamburg","weiblich","","","",""
"ja","1986","Niedersachsen","maennlich","85","0.276837292192276","0.229486054156795","0.324188530227758"
"ja","1986","Niedersachsen","weiblich","55","0.280628713886791","0.220004032978329","0.341253394795254"
"ja","1986","Bremen","maennlich","","","",""
"ja","1986","Bremen","weiblich","","","",""
"ja","1986","Nordrhein-Westfalen","maennlich","199","0.235073982161854","0.208497918078373","0.261650046245335"
"ja","1986","Nordrhein-Westfalen","weiblich","149","0.329320671080907","0.28791951695446","0.370721825207355"
"ja","1986","Hessen","maennlich","80","0.274908434474268","0.229168239943531","0.320648629005005"
"ja","1986","Hessen","weiblich","60","0.328434829419527","0.264456690355178","0.392412968483876"
"ja","1986","Rheinland-Pfalz,Saarland","maennlich","45","0.211018379929781","0.161035451913358","0.261001307946203"
"ja","1986","Rheinland-Pfalz,Saarland","weiblich","42","0.325402204145308","0.247513694307743","0.403290713982874"
"ja","1986","Baden-Wuerttemberg","maennlich","113","0.201858901163972","0.173284490769891","0.230433311558053"
"ja","1986","Baden-Wuerttemberg","weiblich","96","0.261335874417157","0.220696413388112","0.301975335446202"
"ja","1986","Bayern","maennlich","131","0.246803235651944","0.212447436821096","0.281159034482792"
"ja","1986","Bayern","weiblich","88","0.230198196652823","0.18955012910312","0.270846264202526"
"ja","1986","Saarland","maennlich","","","",""
"ja","1986","Saarland","weiblich","","","",""
"ja","1986","Berlin","maennlich","50","0.464459641879934","0.376321147156039","0.552598136603829"
"ja","1986","Berlin","weiblich","","","",""
"ja","1986","Brandenburg","maennlich","","","",""
"ja","1986","Brandenburg","weiblich","","","",""
"ja","1986","Mecklenburg-Vorpommern","maennlich","","","",""
"ja","1986","Mecklenburg-Vorpommern","weiblich","","","",""
"ja","1986","Sachsen","maennlich","","","",""
"ja","1986","Sachsen","weiblich","","","",""
"ja","1986","Sachsen-Anhalt","maennlich","","","",""
"ja","1986","Sachsen-Anhalt","weiblich","","","",""
"ja","1986","Thueringen","maennlich","","","",""
"ja","1986","Thueringen","weiblich","","","",""
"nein","1986","Schleswig-Holstein","maennlich","83","0.707545543670484","0.623673892891775","0.791417194449192"
"nein","1986","Schleswig-Holstein","weiblich","51","0.764810359071653","0.663256445357063","0.866364272786243"
"nein","1986","Hamburg","maennlich","60","0.766956407426635","0.673730102998328","0.860182711854942"
"nein","1986","Hamburg","weiblich","34","0.67881067072919","0.550660884058246","0.806960457400135"
"nein","1986","Niedersachsen","maennlich","258","0.723162707807724","0.675811469772242","0.770513945843205"
"nein","1986","Niedersachsen","weiblich","156","0.719371286113209","0.658746605204746","0.779995967021671"
"nein","1986","Bremen","maennlich","","","",""
"nein","1986","Bremen","weiblich","","","",""
"nein","1986","Nordrhein-Westfalen","maennlich","779","0.764926017838146","0.738349953754665","0.791502081921627"
"nein","1986","Nordrhein-Westfalen","weiblich","346","0.670679328919093","0.629278174792646","0.71208048304554"
"nein","1986","Hessen","maennlich","286","0.725091565525732","0.679351370994995","0.770831760056469"
"nein","1986","Hessen","weiblich","147","0.671565170580473","0.607587031516124","0.735543309644822"
"nein","1986","Rheinland-Pfalz,Saarland","maennlich","211","0.788981620070219","0.738998692053797","0.838964548086642"
"nein","1986","Rheinland-Pfalz,Saarland","weiblich","97","0.674597795854691","0.596709286017126","0.752486305692257"
"nein","1986","Baden-Wuerttemberg","maennlich","645","0.798141098836028","0.769566688441947","0.826715509230109"
"nein","1986","Baden-Wuerttemberg","weiblich","353","0.738664125582843","0.698024664553798","0.779303586611888"
"nein","1986","Bayern","maennlich","474","0.753196764348056","0.718840965517208","0.787552563178904"
"nein","1986","Bayern","weiblich","324","0.769801803347177","0.729153735797474","0.81044987089688"
"nein","1986","Saarland","maennlich","","","",""
"nein","1986","Saarland","weiblich","","","",""
"nein","1986","Berlin","maennlich","73","0.535540358120066","0.447401863396171","0.623678852843961"
"nein","1986","Berlin","weiblich","54","0.68409895028623","0.580933141749666","0.787264758822794"
"nein","1986","Brandenburg","maennlich","","","",""
"nein","1986","Brandenburg","weiblich","","","",""
"nein","1986","Mecklenburg-Vorpommern","maennlich","","","",""
"nein","1986","Mecklenburg-Vorpommern","weiblich","","","",""
"nein","1986","Sachsen","maennlich","","","",""
"nein","1986","Sachsen","weiblich","","","",""
"nein","1986","Sachsen-Anhalt","maennlich","","","",""
"nein","1986","Sachsen-Anhalt","weiblich","","","",""
"nein","1986","Thueringen","maennlich","","","",""
"nein","1986","Thueringen","weiblich","","","",""
"ja","1987","Schleswig-Holstein","maennlich","31","0.279947718225962","0.197530842563712","0.362364593888212"
"ja","1987","Schleswig-Holstein","weiblich","","","",""
"ja","1987","Hamburg","maennlich","","","",""
"ja","1987","Hamburg","weiblich","","","",""
"ja","1987","Niedersachsen","maennlich","87","0.279565819772435","0.232616022237624","0.326515617307245"
"ja","1987","Niedersachsen","weiblich","66","0.314192633532274","0.254716978419641","0.373668288644906"
"ja","1987","Bremen","maennlich","","","",""
"ja","1987","Bremen","weiblich","","","",""
"ja","1987","Nordrhein-Westfalen","maennlich","207","0.245415561807634","0.218250259322295","0.272580864292972"
"ja","1987","Nordrhein-Westfalen","weiblich","165","0.349214446669383","0.308435735838612","0.389993157500153"
"ja","1987","Hessen","maennlich","75","0.246192114731965","0.202992107746942","0.289392121716988"
"ja","1987","Hessen","weiblich","51","0.273119111719396","0.21356160179143","0.332676621647363"
"ja","1987","Rheinland-Pfalz,Saarland","maennlich","43","0.204377688453221","0.155362391824047","0.253392985082395"
"ja","1987","Rheinland-Pfalz,Saarland","weiblich","35","0.291693594535993","0.213856525529477","0.369530663542508"
"ja","1987","Baden-Wuerttemberg","maennlich","109","0.19428293817082","0.165948422487952","0.222617453853687"
"ja","1987","Baden-Wuerttemberg","weiblich","98","0.257629540393315","0.217178183792812","0.298080896993817"
"ja","1987","Bayern","maennlich","120","0.231722804268652","0.198045851020705","0.265399757516599"
"ja","1987","Bayern","weiblich","99","0.236977678357312","0.197245342807814","0.276710013906809"
"ja","1987","Saarland","maennlich","","","",""
"ja","1987","Saarland","weiblich","","","",""
"ja","1987","Berlin","maennlich","54","0.504488542368022","0.417188325489152","0.591788759246891"
"ja","1987","Berlin","weiblich","","","",""
"ja","1987","Brandenburg","maennlich","","","",""
"ja","1987","Brandenburg","weiblich","","","",""
"ja","1987","Mecklenburg-Vorpommern","maennlich","","","",""
"ja","1987","Mecklenburg-Vorpommern","weiblich","","","",""
"ja","1987","Sachsen","maennlich","","","",""
"ja","1987","Sachsen","weiblich","","","",""
"ja","1987","Sachsen-Anhalt","maennlich","","","",""
"ja","1987","Sachsen-Anhalt","weiblich","","","",""
"ja","1987","Thueringen","maennlich","","","",""
"ja","1987","Thueringen","weiblich","","","",""
"nein","1987","Schleswig-Holstein","maennlich","83","0.720052281774038","0.637635406111788","0.802469157436288"
"nein","1987","Schleswig-Holstein","weiblich","48","0.720764727090373","0.61253214377722","0.828997310403527"
"nein","1987","Hamburg","maennlich","57","0.786986951597169","0.693063611053998","0.88091029214034"
"nein","1987","Hamburg","weiblich","33","0.719203331662856","0.590727634619875","0.847679028705837"
"nein","1987","Niedersachsen","maennlich","264","0.720434180227565","0.673484382692754","0.767383977762376"
"nein","1987","Niedersachsen","weiblich","168","0.685807366467726","0.626331711355094","0.745283021580359"
"nein","1987","Bremen","maennlich","","","",""
"nein","1987","Bremen","weiblich","","","",""
"nein","1987","Nordrhein-Westfalen","maennlich","757","0.754584438192366","0.727419135707028","0.781749740677705"
"nein","1987","Nordrhein-Westfalen","weiblich","360","0.650785553330617","0.610006842499847","0.691564264161388"
"nein","1987","Hessen","maennlich","307","0.753807885268035","0.710607878283012","0.797007892253058"
"nein","1987","Hessen","weiblich","164","0.726880888280603","0.667323378352637","0.78643839820857"
"nein","1987","Rheinland-Pfalz,Saarland","maennlich","217","0.795622311546779","0.746607014917605","0.844637608175953"
"nein","1987","Rheinland-Pfalz,Saarland","weiblich","96","0.708306405464008","0.630469336457492","0.786143474470523"
"nein","1987","Baden-Wuerttemberg","maennlich","640","0.80571706182918","0.777382546146313","0.834051577512048"
"nein","1987","Baden-Wuerttemberg","weiblich","351","0.742370459606685","0.701919103006183","0.782821816207188"
"nein","1987","Bayern","maennlich","483","0.768277195731348","0.734600242483401","0.801954148979295"
"nein","1987","Bayern","weiblich","341","0.763022321642688","0.723289986093191","0.802754657192186"
"nein","1987","Saarland","maennlich","","","",""
"nein","1987","Saarland","weiblich","","","",""
"nein","1987","Berlin","maennlich","72","0.495511457631978","0.408211240753109","0.582811674510848"
"nein","1987","Berlin","weiblich","64","0.691104197248703","0.59617382940158","0.786034565095825"
"nein","1987","Brandenburg","maennlich","","","",""
"nein","1987","Brandenburg","weiblich","","","",""
"nein","1987","Mecklenburg-Vorpommern","maennlich","","","",""
"nein","1987","Mecklenburg-Vorpommern","weiblich","","","",""
"nein","1987","Sachsen","maennlich","","","",""
"nein","1987","Sachsen","weiblich","","","",""
"nein","1987","Sachsen-Anhalt","maennlich","","","",""
"nein","1987","Sachsen-Anhalt","weiblich","","","",""
"nein","1987","Thueringen","maennlich","","","",""
"nein","1987","Thueringen","weiblich","","","",""
"ja","1988","Schleswig-Holstein","maennlich","","","",""
"ja","1988","Schleswig-Holstein","weiblich","","","",""
"ja","1988","Hamburg","maennlich","","","",""
"ja","1988","Hamburg","weiblich","","","",""
"ja","1988","Niedersachsen","maennlich","81","0.268414664105888","0.221381248715371","0.315448079496404"
"ja","1988","Niedersachsen","weiblich","59","0.316948111283825","0.254898059570686","0.378998162996963"
"ja","1988","Bremen","maennlich","","","",""
"ja","1988","Bremen","weiblich","","","",""
"ja","1988","Nordrhein-Westfalen","maennlich","191","0.239225004431873","0.211880271485919","0.266569737377827"
"ja","1988","Nordrhein-Westfalen","weiblich","166","0.340175855973874","0.300105168561253","0.380246543386495"
"ja","1988","Hessen","maennlich","67","0.236687121330706","0.192718841455945","0.280655401205467"
"ja","1988","Hessen","weiblich","54","0.28683694764018","0.226380750585186","0.347293144695175"
"ja","1988","Rheinland-Pfalz,Saarland","maennlich","37","0.195778754367535","0.145472765308171","0.246084743426899"
"ja","1988","Rheinland-Pfalz,Saarland","weiblich","31","0.245706209427966","0.174394244119445","0.317018174736487"
"ja","1988","Baden-Wuerttemberg","maennlich","100","0.190425700854423","0.161825443206298","0.219025958502548"
"ja","1988","Baden-Wuerttemberg","weiblich","104","0.270859111647861","0.2302478364516","0.311470386844123"
"ja","1988","Bayern","maennlich","117","0.230245937107729","0.196101995886412","0.264389878329045"
"ja","1988","Bayern","weiblich","88","0.217676882710981","0.178627094620938","0.256726670801023"
"ja","1988","Saarland","maennlich","","","",""
"ja","1988","Saarland","weiblich","","","",""
"ja","1988","Berlin","maennlich","49","0.478746705008346","0.391173672244319","0.566319737772373"
"ja","1988","Berlin","weiblich","","","",""
"ja","1988","Brandenburg","maennlich","","","",""
"ja","1988","Brandenburg","weiblich","","","",""
"ja","1988","Mecklenburg-Vorpommern","maennlich","","","",""
"ja","1988","Mecklenburg-Vorpommern","weiblich","","","",""
"ja","1988","Sachsen","maennlich","","","",""
"ja","1988","Sachsen","weiblich","","","",""
"ja","1988","Sachsen-Anhalt","maennlich","","","",""
"ja","1988","Sachsen-Anhalt","weiblich","","","",""
"ja","1988","Thueringen","maennlich","","","",""
"ja","1988","Thueringen","weiblich","","","",""
"nein","1988","Schleswig-Holstein","maennlich","86","0.717550032995011","0.634544751291029","0.800555314698993"
"nein","1988","Schleswig-Holstein","weiblich","47","0.68665360371468","0.575584851293332","0.797722356136028"
"nein","1988","Hamburg","maennlich","56","0.852781379356687","0.769777326628141","0.935785432085233"
"nein","1988","Hamburg","weiblich","","","",""
"nein","1988","Niedersachsen","maennlich","260","0.731585335894112","0.684551920503596","0.778618751284629"
"nein","1988","Niedersachsen","weiblich","157","0.683051888716176","0.621001837003037","0.745101940429314"
"nein","1988","Bremen","maennlich","","","",""
"nein","1988","Bremen","weiblich","","","",""
"nein","1988","Nordrhein-Westfalen","maennlich","744","0.760774995568127","0.733430262622173","0.788119728514081"
"nein","1988","Nordrhein-Westfalen","weiblich","371","0.659824144026126","0.619753456613505","0.699894831438748"
"nein","1988","Hessen","maennlich","292","0.763312878669294","0.719344598794533","0.807281158544055"
"nein","1988","Hessen","weiblich","161","0.71316305235982","0.652706855304825","0.773619249414814"
"nein","1988","Rheinland-Pfalz,Saarland","maennlich","202","0.804221245632465","0.753915256573101","0.854527234691829"
"nein","1988","Rheinland-Pfalz,Saarland","weiblich","109","0.754293790572034","0.682981825263513","0.825605755880555"
"nein","1988","Baden-Wuerttemberg","maennlich","624","0.809574299145577","0.780974041497452","0.838174556793702"
"nein","1988","Baden-Wuerttemberg","weiblich","356","0.729140888352139","0.688529613155877","0.7697521635484"
"nein","1988","Bayern","maennlich","467","0.769754062892271","0.735610121670954","0.803898004113588"
"nein","1988","Bayern","weiblich","341","0.78232311728902","0.743273329198977","0.821372905379062"
"nein","1988","Saarland","maennlich","","","",""
"nein","1988","Saarland","weiblich","","","",""
"nein","1988","Berlin","maennlich","76","0.521253294991654","0.433680262227627","0.608826327755681"
"nein","1988","Berlin","weiblich","62","0.684228945016734","0.588197444149303","0.780260445884165"
"nein","1988","Brandenburg","maennlich","","","",""
"nein","1988","Brandenburg","weiblich","","","",""
"nein","1988","Mecklenburg-Vorpommern","maennlich","","","",""
"nein","1988","Mecklenburg-Vorpommern","weiblich","","","",""
"nein","1988","Sachsen","maennlich","","","",""
"nein","1988","Sachsen","weiblich","","","",""
"nein","1988","Sachsen-Anhalt","maennlich","","","",""
"nein","1988","Sachsen-Anhalt","weiblich","","","",""
"nein","1988","Thueringen","maennlich","","","",""
"nein","1988","Thueringen","weiblich","","","",""
"ja","1989","Schleswig-Holstein","maennlich","","","",""
"ja","1989","Schleswig-Holstein","weiblich","","","",""
"ja","1989","Hamburg","maennlich","","","",""
"ja","1989","Hamburg","weiblich","","","",""
"ja","1989","Niedersachsen","maennlich","82","0.262075427857863","0.215262330192648","0.308888525523079"
"ja","1989","Niedersachsen","weiblich","63","0.3202938562241","0.2590545077831","0.381533204665101"
"ja","1989","Bremen","maennlich","","","",""
"ja","1989","Bremen","weiblich","","","",""
"ja","1989","Nordrhein-Westfalen","maennlich","183","0.220288582763608","0.193794608783082","0.246782556744133"
"ja","1989","Nordrhein-Westfalen","weiblich","169","0.338013000912479","0.29865862479","0.377367377034957"
"ja","1989","Hessen","maennlich","72","0.272144610323785","0.226610434633845","0.317678786013725"
"ja","1989","Hessen","weiblich","54","0.250146307838825","0.194295762669123","0.305996853008528"
"ja","1989","Rheinland-Pfalz,Saarland","maennlich","35","0.164766872287631","0.11812416409011","0.211409580485152"
"ja","1989","Rheinland-Pfalz,Saarland","weiblich","33","0.216593982920175","0.151323170126928","0.281864795713422"
"ja","1989","Baden-Wuerttemberg","maennlich","94","0.182692051015912","0.154168327398494","0.21121577463333"
"ja","1989","Baden-Wuerttemberg","weiblich","108","0.261921791498624","0.222991553492291","0.300852029504956"
"ja","1989","Bayern","maennlich","121","0.238465585800486","0.204079740215257","0.272851431385714"
"ja","1989","Bayern","weiblich","93","0.229671956365596","0.190765940488989","0.268577972242203"
"ja","1989","Saarland","maennlich","","","",""
"ja","1989","Saarland","weiblich","","","",""
"ja","1989","Berlin","maennlich","44","0.432837590117977","0.345979697266525","0.51969548296943"
"ja","1989","Berlin","weiblich","","","",""
"ja","1989","Brandenburg","maennlich","","","",""
"ja","1989","Brandenburg","weiblich","","","",""
"ja","1989","Mecklenburg-Vorpommern","maennlich","","","",""
"ja","1989","Mecklenburg-Vorpommern","weiblich","","","",""
"ja","1989","Sachsen","maennlich","","","",""
"ja","1989","Sachsen","weiblich","","","",""
"ja","1989","Sachsen-Anhalt","maennlich","","","",""
"ja","1989","Sachsen-Anhalt","weiblich","","","",""
"ja","1989","Thueringen","maennlich","","","",""
"ja","1989","Thueringen","weiblich","","","",""
"nein","1989","Schleswig-Holstein","maennlich","79","0.707032930598632","0.621197727794673","0.792868133402592"
"nein","1989","Schleswig-Holstein","weiblich","47","0.690902116564695","0.579413018923283","0.802391214206108"
"nein","1989","Hamburg","maennlich","57","0.892831986563448","0.81876440741088","0.966899565716016"
"nein","1989","Hamburg","weiblich","40","0.786794916400724","0.674388124442232","0.899201708359216"
"nein","1989","Niedersachsen","maennlich","257","0.737924572142137","0.691111474476921","0.784737669807352"
"nein","1989","Niedersachsen","weiblich","160","0.6797061437759","0.618466795334899","0.7409454922169"
"nein","1989","Bremen","maennlich","","","",""
"nein","1989","Bremen","weiblich","","","",""
"nein","1989","Nordrhein-Westfalen","maennlich","757","0.779711417236392","0.753217443255866","0.806205391216918"
"nein","1989","Nordrhein-Westfalen","weiblich","386","0.661986999087521","0.622632622965043","0.70134137521"
"nein","1989","Hessen","maennlich","295","0.727855389676215","0.682321213986275","0.773389565366155"
"nein","1989","Hessen","weiblich","177","0.749853692161175","0.694003146991472","0.805704237330877"
"nein","1989","Rheinland-Pfalz,Saarland","maennlich","208","0.835233127712369","0.788590419514848","0.88187583590989"
"nein","1989","Rheinland-Pfalz,Saarland","weiblich","120","0.783406017079825","0.718135204286578","0.848676829873072"
"nein","1989","Baden-Wuerttemberg","maennlich","611","0.817307948984088","0.78878422536667","0.845831672601506"
"nein","1989","Baden-Wuerttemberg","weiblich","382","0.738078208501376","0.699147970495044","0.777008446507709"
"nein","1989","Bayern","maennlich","469","0.761534414199514","0.727148568614286","0.795920259784743"
"nein","1989","Bayern","weiblich","356","0.770328043634404","0.731422027757798","0.809234059511011"
"nein","1989","Saarland","maennlich","","","",""
"nein","1989","Saarland","weiblich","","","",""
"nein","1989","Berlin","maennlich","81","0.567162409882023","0.48030451703057","0.654020302733475"
"nein","1989","Berlin","weiblich","63","0.655939143253107","0.558864995884442","0.753013290621772"
"nein","1989","Brandenburg","maennlich","","","",""
"nein","1989","Brandenburg","weiblich","","","",""
"nein","1989","Mecklenburg-Vorpommern","maennlich","","","",""
"nein","1989","Mecklenburg-Vorpommern","weiblich","","","",""
"nein","1989","Sachsen","maennlich","","","",""
