"pgoeffd","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"ja","1987","Westdeutschland, alte Bundeslaender","maennlich","746","0.244218600698779","0.230271408248388","0.258165793149169"
"ja","1987","Westdeutschland, alte Bundeslaender","weiblich","575","0.288128190649244","0.269254827206443","0.307001554092046"
"ja","1987","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"ja","1987","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"nein","1987","Westdeutschland, alte Bundeslaender","maennlich","2899","0.755781399301221","0.741834206850831","0.769728591751612"
"nein","1987","Westdeutschland, alte Bundeslaender","weiblich","1637","0.711871809350756","0.692998445907954","0.730745172793557"
"nein","1987","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"nein","1987","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"ja","1988","Westdeutschland, alte Bundeslaender","maennlich","690","0.238320638612304","0.224243791992635","0.252397485231972"
"ja","1988","Westdeutschland, alte Bundeslaender","weiblich","566","0.284928188113187","0.26611778654125","0.303738589685124"
"ja","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"ja","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"nein","1988","Westdeutschland, alte Bundeslaender","maennlich","2829","0.761679361387696","0.747602514768028","0.775756208007365"
"nein","1988","Westdeutschland, alte Bundeslaender","weiblich","1646","0.715071811886813","0.696261410314876","0.73388221345875"
"nein","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"nein","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"ja","1989","Westdeutschland, alte Bundeslaender","maennlich","675","0.230104025268033","0.216189654908263","0.244018395627802"
"ja","1989","Westdeutschland, alte Bundeslaender","weiblich","583","0.280202620189731","0.261955634723992","0.29844960565547"
"ja","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"ja","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"nein","1989","Westdeutschland, alte Bundeslaender","maennlich","2840","0.769895974731967","0.755981604372198","0.783810345091737"
"nein","1989","Westdeutschland, alte Bundeslaender","weiblich","1744","0.719797379810269","0.70155039434453","0.738044365276008"
"nein","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"nein","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"ja","1990","Westdeutschland, alte Bundeslaender","maennlich","644","0.226969042979854","0.212835296136218","0.24110278982349"
"ja","1990","Westdeutschland, alte Bundeslaender","weiblich","581","0.288207825919124","0.269534427628421","0.306881224209828"
"ja","1990","Ostdeutschland, neue Bundeslaender","maennlich","442","0.26105528465965","0.240512559600913","0.281598009718387"
"ja","1990","Ostdeutschland, neue Bundeslaender","weiblich","669","0.42032392578977","0.395977132436534","0.444670719143006"
"nein","1990","Westdeutschland, alte Bundeslaender","maennlich","2730","0.773030957020146","0.75889721017651","0.787164703863782"
"nein","1990","Westdeutschland, alte Bundeslaender","weiblich","1679","0.711792174080876","0.693118775790172","0.73046557237158"
"nein","1990","Ostdeutschland, neue Bundeslaender","maennlich","1314","0.73894471534035","0.718401990281614","0.759487440399087"
"nein","1990","Ostdeutschland, neue Bundeslaender","weiblich","910","0.579676074210229","0.555329280856994","0.604022867563465"
"ja","1991","Westdeutschland, alte Bundeslaender","maennlich","672","0.227910302392249","0.21395307317066","0.241867531613839"
"ja","1991","Westdeutschland, alte Bundeslaender","weiblich","625","0.290328012148691","0.272137672628614","0.308518351668769"
"ja","1991","Ostdeutschland, neue Bundeslaender","maennlich","337","0.239551288597699","0.218066419587301","0.261036157608097"
"ja","1991","Ostdeutschland, neue Bundeslaender","weiblich","563","0.422187503236766","0.395400591001067","0.448974415472465"
"nein","1991","Westdeutschland, alte Bundeslaender","maennlich","2798","0.772089697607751","0.758132468386161","0.78604692682934"
"nein","1991","Westdeutschland, alte Bundeslaender","weiblich","1767","0.709671987851309","0.691481648331231","0.727862327371386"
"nein","1991","Ostdeutschland, neue Bundeslaender","maennlich","1179","0.760448711402301","0.738963842391903","0.781933580412699"
"nein","1991","Ostdeutschland, neue Bundeslaender","weiblich","743","0.577812496763234","0.551025584527535","0.604599408998932"
"ja","1992","Westdeutschland, alte Bundeslaender","maennlich","641","0.226680996609889","0.212434870052292","0.240927123167486"
"ja","1992","Westdeutschland, alte Bundeslaender","weiblich","644","0.314085367741306","0.29504176308543","0.333128972397182"
"ja","1992","Ostdeutschland, neue Bundeslaender","maennlich","342","0.273948324357626","0.249988857305753","0.297907791409499"
"ja","1992","Ostdeutschland, neue Bundeslaender","weiblich","528","0.478393203852512","0.448792396848883","0.507994010856141"
"nein","1992","Westdeutschland, alte Bundeslaender","maennlich","2677","0.773319003390111","0.759072876832514","0.787565129947708"
"nein","1992","Westdeutschland, alte Bundeslaender","weiblich","1638","0.685914632258694","0.666871027602818","0.70495823691457"
"nein","1992","Ostdeutschland, neue Bundeslaender","maennlich","989","0.726051675642374","0.7020922085905","0.750011142694247"
"nein","1992","Ostdeutschland, neue Bundeslaender","weiblich","566","0.521606796147488","0.492005989143859","0.551207603151117"
"ja","1993","Westdeutschland, alte Bundeslaender","maennlich","632","0.225723801911847","0.211436415620581","0.240011188203114"
"ja","1993","Westdeutschland, alte Bundeslaender","weiblich","639","0.29913928523942","0.280579266001951","0.317699304476888"
"ja","1993","Ostdeutschland, neue Bundeslaender","maennlich","310","0.249783612740177","0.225542347069107","0.274024878411247"
"ja","1993","Ostdeutschland, neue Bundeslaender","weiblich","483","0.464702354707326","0.434124448361397","0.495280261053256"
"nein","1993","Westdeutschland, alte Bundeslaender","maennlich","2657","0.774276198088153","0.759988811796886","0.78856358437942"
"nein","1993","Westdeutschland, alte Bundeslaender","weiblich","1699","0.70086071476058","0.682300695523112","0.719420733998049"
"nein","1993","Ostdeutschland, neue Bundeslaender","maennlich","915","0.750216387259823","0.725975121588753","0.774457652930892"
"nein","1993","Ostdeutschland, neue Bundeslaender","weiblich","539","0.535297645292674","0.504719738946744","0.565875551638603"
"ja","1994","Westdeutschland, alte Bundeslaender","maennlich","610","0.231905297907862","0.216958873412657","0.246851722403066"
"ja","1994","Westdeutschland, alte Bundeslaender","weiblich","617","0.309274888320624","0.289855139983623","0.328694636657624"
"ja","1994","Ostdeutschland, neue Bundeslaender","maennlich","279","0.238783123897173","0.214416214474107","0.26315003332024"
"ja","1994","Ostdeutschland, neue Bundeslaender","weiblich","449","0.457570744876129","0.42636335675418","0.488778132998078"
"nein","1994","Westdeutschland, alte Bundeslaender","maennlich","2453","0.768094702092138","0.753148277596934","0.783041126587343"
"nein","1994","Westdeutschland, alte Bundeslaender","weiblich","1559","0.690725111679376","0.671305363342376","0.710144860016377"
"nein","1994","Ostdeutschland, neue Bundeslaender","maennlich","897","0.761216876102827","0.73684996667976","0.785583785525894"
"nein","1994","Ostdeutschland, neue Bundeslaender","weiblich","530","0.542429255123871","0.511221867001922","0.57363664324582"
"ja","1995","Westdeutschland, alte Bundeslaender","maennlich","616","0.223695772080149","0.209458426932106","0.237933117228192"
"ja","1995","Westdeutschland, alte Bundeslaender","weiblich","694","0.318085823202791","0.299311626174002","0.336860020231579"
"ja","1995","Ostdeutschland, neue Bundeslaender","maennlich","254","0.221741220939516","0.198158430339459","0.245324011539573"
"ja","1995","Ostdeutschland, neue Bundeslaender","weiblich","447","0.447090277913449","0.41642745531308","0.477753100513818"
"nein","1995","Westdeutschland, alte Bundeslaender","maennlich","2675","0.776304227919851","0.762066882771808","0.790541573067894"
"nein","1995","Westdeutschland, alte Bundeslaender","weiblich","1670","0.681914176797209","0.663139979768421","0.700688373825998"
"nein","1995","Ostdeutschland, neue Bundeslaender","maennlich","938","0.778258779060484","0.754675988460427","0.801841569660541"
"nein","1995","Ostdeutschland, neue Bundeslaender","weiblich","563","0.552909722086551","0.522246899486182","0.58357254468692"
"ja","1996","Westdeutschland, alte Bundeslaender","maennlich","589","0.224301754768916","0.209709742932616","0.238893766605216"
"ja","1996","Westdeutschland, alte Bundeslaender","weiblich","675","0.323026203782903","0.30370377843423","0.342348629131577"
"ja","1996","Ostdeutschland, neue Bundeslaender","maennlich","231","0.213956012913366","0.189874089625386","0.238037936201347"
"ja","1996","Ostdeutschland, neue Bundeslaender","weiblich","420","0.442729504680325","0.411357865945573","0.474101143415076"
"nein","1996","Westdeutschland, alte Bundeslaender","maennlich","2550","0.775698245231084","0.761106233394784","0.790290257067384"
"nein","1996","Westdeutschland, alte Bundeslaender","weiblich","1575","0.676973796217097","0.657651370868423","0.69629622156577"
"nein","1996","Ostdeutschland, neue Bundeslaender","maennlich","883","0.786043987086634","0.761962063798653","0.810125910374614"
"nein","1996","Ostdeutschland, neue Bundeslaender","weiblich","543","0.557270495319676","0.525898856584924","0.588642134054427"
"ja","1997","Westdeutschland, alte Bundeslaender","maennlich","589","0.224752529241406","0.210037163476917","0.239467895005895"
"ja","1997","Westdeutschland, alte Bundeslaender","weiblich","662","0.30846378510689","0.289324546580716","0.327603023633064"
"ja","1997","Ostdeutschland, neue Bundeslaender","maennlich","235","0.220437385542346","0.195951119768302","0.24492365131639"
"ja","1997","Ostdeutschland, neue Bundeslaender","weiblich","405","0.425617294029294","0.39425869037758","0.456975897681007"
"nein","1997","Westdeutschland, alte Bundeslaender","maennlich","2502","0.775247470758594","0.760532104994105","0.789962836523083"
"nein","1997","Westdeutschland, alte Bundeslaender","weiblich","1575","0.69153621489311","0.672396976366936","0.710675453419284"
"nein","1997","Ostdeutschland, neue Bundeslaender","maennlich","866","0.779562614457654","0.75507634868361","0.804048880231698"
"nein","1997","Ostdeutschland, neue Bundeslaender","weiblich","550","0.574382705970706","0.543024102318993","0.60574130962242"
"ja","1998","Westdeutschland, alte Bundeslaender","maennlich","649","0.214873394249692","0.20115779941612","0.228588989083264"
"ja","1998","Westdeutschland, alte Bundeslaender","weiblich","765","0.319275194439795","0.301047983314531","0.337502405565059"
"ja","1998","Ostdeutschland, neue Bundeslaender","maennlich","224","0.200021207783374","0.17704126936997","0.223001146196778"
"ja","1998","Ostdeutschland, neue Bundeslaender","weiblich","433","0.45806090103781","0.42707170418603","0.48905009788959"
"nein","1998","Westdeutschland, alte Bundeslaender","maennlich","2796","0.785126605750308","0.771411010916736","0.79884220058388"
"nein","1998","Westdeutschland, alte Bundeslaender","weiblich","1748","0.680724805560205","0.662497594434941","0.698952016685469"
"nein","1998","Ostdeutschland, neue Bundeslaender","maennlich","940","0.799978792216626","0.776998853803222","0.82295873063003"
"nein","1998","Ostdeutschland, neue Bundeslaender","weiblich","560","0.54193909896219","0.510949902110411","0.57292829581397"
"ja","1999","Westdeutschland, alte Bundeslaender","maennlich","581","0.20862372545272","0.194402617760045","0.222844833145395"
"ja","1999","Westdeutschland, alte Bundeslaender","weiblich","676","0.312353513690661","0.293441833906099","0.331265193475222"
"ja","1999","Ostdeutschland, neue Bundeslaender","maennlich","217","0.210661884377714","0.186442746994734","0.234881021760694"
"ja","1999","Ostdeutschland, neue Bundeslaender","weiblich","403","0.433418086898587","0.401939553837586","0.464896619959588"
"nein","1999","Westdeutschland, alte Bundeslaender","maennlich","2555","0.79137627454728","0.777155166854605","0.805597382239955"
"nein","1999","Westdeutschland, alte Bundeslaender","weiblich","1631","0.68764648630934","0.668734806524778","0.706558166093901"
"nein","1999","Ostdeutschland, neue Bundeslaender","maennlich","872","0.789338115622286","0.765118978239306","0.813557253005266"
"nein","1999","Ostdeutschland, neue Bundeslaender","weiblich","549","0.566581913101413","0.535103380040412","0.598060446162414"
"ja","2000","Westdeutschland, alte Bundeslaender","maennlich","1165","0.19533023069203","0.185287841781577","0.205372619602483"
"ja","2000","Westdeutschland, alte Bundeslaender","weiblich","1287","0.276557961288814","0.26365717799352","0.289458744584108"
"ja","2000","Ostdeutschland, neue Bundeslaender","maennlich","327","0.196021037257615","0.177172095184067","0.214869979331163"
"ja","2000","Ostdeutschland, neue Bundeslaender","weiblich","550","0.353487811670763","0.329311574637792","0.377664048703734"
"nein","2000","Westdeutschland, alte Bundeslaender","maennlich","4822","0.80466976930797","0.794627380397517","0.814712158218423"
"nein","2000","Westdeutschland, alte Bundeslaender","weiblich","3331","0.723442038711186","0.710541255415892","0.73634282200648"
"nein","2000","Ostdeutschland, neue Bundeslaender","maennlich","1377","0.803978962742385","0.785130020668837","0.822827904815933"
"nein","2000","Ostdeutschland, neue Bundeslaender","weiblich","952","0.646512188329237","0.622335951296266","0.670688425362208"
"ja","2001","Westdeutschland, alte Bundeslaender","maennlich","986","0.198019123155","0.187037884650438","0.209000361659561"
"ja","2001","Westdeutschland, alte Bundeslaender","weiblich","1123","0.275653374912102","0.261791955569191","0.289514794255013"
"ja","2001","Ostdeutschland, neue Bundeslaender","maennlich","298","0.206928271330803","0.186317355506249","0.227539187155358"
"ja","2001","Ostdeutschland, neue Bundeslaender","weiblich","481","0.348814008172727","0.323161737571327","0.374466278774128"
"nein","2001","Westdeutschland, alte Bundeslaender","maennlich","4073","0.801980876845","0.790999638340439","0.812962115349562"
"nein","2001","Westdeutschland, alte Bundeslaender","weiblich","2869","0.724346625087898","0.710485205744987","0.738208044430809"
"nein","2001","Ostdeutschland, neue Bundeslaender","maennlich","1186","0.793071728669197","0.772460812844642","0.813682644493751"
"nein","2001","Ostdeutschland, neue Bundeslaender","weiblich","845","0.651185991827273","0.625533721225872","0.676838262428674"
"ja","2002","Westdeutschland, alte Bundeslaender","maennlich","1201","0.197264990921211","0.186950753457636","0.207579228384786"
"ja","2002","Westdeutschland, alte Bundeslaender","weiblich","1398","0.273737807801919","0.261005543377988","0.286470072225849"
"ja","2002","Ostdeutschland, neue Bundeslaender","maennlich","315","0.200762641257078","0.180775786049405","0.220749496464751"
"ja","2002","Ostdeutschland, neue Bundeslaender","weiblich","502","0.325054092212354","0.300430410198879","0.349677774225828"
"nein","2002","Westdeutschland, alte Bundeslaender","maennlich","4517","0.802735009078789","0.792420771615214","0.813049246542364"
"nein","2002","Westdeutschland, alte Bundeslaender","weiblich","3313","0.726262192198081","0.713529927774151","0.738994456622012"
"nein","2002","Ostdeutschland, neue Bundeslaender","maennlich","1228","0.799237358742922","0.779250503535249","0.819224213950595"
"nein","2002","Ostdeutschland, neue Bundeslaender","weiblich","888","0.674945907787646","0.650322225774172","0.699569589801121"
"ja","2003","Westdeutschland, alte Bundeslaender","maennlich","1062","0.206546370440767","0.195346601767622","0.217746139113911"
"ja","2003","Westdeutschland, alte Bundeslaender","weiblich","1285","0.29170036226157","0.27795196262136","0.305448761901779"
"ja","2003","Ostdeutschland, neue Bundeslaender","maennlich","304","0.215534421733378","0.193744769064156","0.237324074402601"
"ja","2003","Ostdeutschland, neue Bundeslaender","weiblich","459","0.340702152635407","0.314333346460762","0.367070958810052"
"nein","2003","Westdeutschland, alte Bundeslaender","maennlich","3957","0.793453629559233","0.782253860886089","0.804653398232378"
"nein","2003","Westdeutschland, alte Bundeslaender","weiblich","2914","0.70829963773843","0.694551238098221","0.72204803737864"
"nein","2003","Ostdeutschland, neue Bundeslaender","maennlich","1064","0.784465578266622","0.762675925597399","0.806255230935844"
"nein","2003","Ostdeutschland, neue Bundeslaender","weiblich","782","0.659297847364593","0.632929041189948","0.685666653539238"
"ja","2004","Westdeutschland, alte Bundeslaender","maennlich","1054","0.203473500106727","0.192418145862711","0.214528854350744"
"ja","2004","Westdeutschland, alte Bundeslaender","weiblich","1302","0.279874067100338","0.266502272474447","0.293245861726229"
"ja","2004","Ostdeutschland, neue Bundeslaender","maennlich","305","0.212888031531999","0.191566895278163","0.234209167785835"
"ja","2004","Ostdeutschland, neue Bundeslaender","weiblich","454","0.308284917722351","0.283467189047506","0.333102646397196"
"nein","2004","Westdeutschland, alte Bundeslaender","maennlich","4040","0.796526499893273","0.785471145649256","0.807581854137289"
"nein","2004","Westdeutschland, alte Bundeslaender","weiblich","3028","0.720125932899662","0.706754138273771","0.733497727525553"
"nein","2004","Ostdeutschland, neue Bundeslaender","maennlich","1111","0.787111968468001","0.765790832214165","0.808433104721837"
"nein","2004","Ostdeutschland, neue Bundeslaender","weiblich","876","0.691715082277649","0.666897353602804","0.716532810952494"
"ja","2005","Westdeutschland, alte Bundeslaender","maennlich","940","0.201103307040101","0.189410407147133","0.212796206933069"
"ja","2005","Westdeutschland, alte Bundeslaender","weiblich","1198","0.2843766927003","0.270243934836198","0.298509450564402"
"ja","2005","Ostdeutschland, neue Bundeslaender","maennlich","270","0.214403463150516","0.191814091931201","0.236992834369832"
"ja","2005","Ostdeutschland, neue Bundeslaender","weiblich","418","0.335069222274156","0.308068863860182","0.36206958068813"
"nein","2005","Westdeutschland, alte Bundeslaender","maennlich","3574","0.798896692959899","0.787203793066931","0.810589592852867"
"nein","2005","Westdeutschland, alte Bundeslaender","weiblich","2716","0.7156233072997","0.701490549435598","0.729756065163802"
"nein","2005","Ostdeutschland, neue Bundeslaender","maennlich","998","0.785596536849483","0.763007165630168","0.808185908068799"
"nein","2005","Ostdeutschland, neue Bundeslaender","weiblich","756","0.664930777725844","0.63793041931187","0.691931136139818"
"ja","2006","Westdeutschland, alte Bundeslaender","maennlich","987","0.200736583209667","0.189207685802461","0.212265480616873"
"ja","2006","Westdeutschland, alte Bundeslaender","weiblich","1262","0.287386695755392","0.27344932439112","0.301324067119664"
"ja","2006","Ostdeutschland, neue Bundeslaender","maennlich","265","0.216808921630437","0.194056100171275","0.239561743089599"
"ja","2006","Ostdeutschland, neue Bundeslaender","weiblich","431","0.330380914998643","0.304009473143415","0.356752356853872"
"nein","2006","Westdeutschland, alte Bundeslaender","maennlich","3650","0.799263416790333","0.787734519383127","0.810792314197539"
"nein","2006","Westdeutschland, alte Bundeslaender","weiblich","2788","0.712613304244608","0.698675932880336","0.72655067560888"
"nein","2006","Ostdeutschland, neue Bundeslaender","maennlich","995","0.783191078369563","0.760438256910401","0.805943899828725"
"nein","2006","Ostdeutschland, neue Bundeslaender","weiblich","791","0.669619085001356","0.643247643146128","0.695990526856585"
"ja","2007","Westdeutschland, alte Bundeslaender","maennlich","1003","0.199829084548024","0.188406862616948","0.2112513064791"
"ja","2007","Westdeutschland, alte Bundeslaender","weiblich","1209","0.264394057365444","0.251013556885172","0.277774557845716"
"ja","2007","Ostdeutschland, neue Bundeslaender","maennlich","258","0.192193105692958","0.171151107779612","0.213235103606304"
"ja","2007","Ostdeutschland, neue Bundeslaender","weiblich","419","0.321957232731929","0.296371305349632","0.347543160114225"
"nein","2007","Westdeutschland, alte Bundeslaender","maennlich","3705","0.800170915451976","0.7887486935209","0.811593137383052"
"nein","2007","Westdeutschland, alte Bundeslaender","weiblich","2964","0.735605942634556","0.722225442154284","0.748986443114828"
"nein","2007","Ostdeutschland, neue Bundeslaender","maennlich","1089","0.807806894307042","0.786764896393696","0.828848892220388"
"nein","2007","Ostdeutschland, neue Bundeslaender","weiblich","862","0.678042767268071","0.652456839885775","0.703628694650368"
"ja","2008","Westdeutschland, alte Bundeslaender","maennlich","907","0.200375361415435","0.188308419835619","0.21244230299525"
"ja","2008","Westdeutschland, alte Bundeslaender","weiblich","1110","0.25810682227965","0.244206429143425","0.272007215415875"
"ja","2008","Ostdeutschland, neue Bundeslaender","maennlich","234","0.196884257701372","0.174742759524058","0.219025755878687"
"ja","2008","Ostdeutschland, neue Bundeslaender","weiblich","379","0.305662223138545","0.279321030238001","0.33200341603909"
"nein","2008","Westdeutschland, alte Bundeslaender","maennlich","3320","0.799624638584565","0.78755769700475","0.81169158016438"
"nein","2008","Westdeutschland, alte Bundeslaender","weiblich","2697","0.74189317772035","0.727992784584125","0.755793570856575"
"nein","2008","Ostdeutschland, neue Bundeslaender","maennlich","1005","0.803115742298628","0.780974244121313","0.825257240475942"
"nein","2008","Ostdeutschland, neue Bundeslaender","weiblich","796","0.694337776861455","0.667996583960911","0.720678969761999"
"ja","2009","Westdeutschland, alte Bundeslaender","maennlich","838","0.184304834167834","0.172333904603192","0.196275763732475"
"ja","2009","Westdeutschland, alte Bundeslaender","weiblich","1119","0.269545285561408","0.255405512516957","0.283685058605859"
"ja","2009","Ostdeutschland, neue Bundeslaender","maennlich","226","0.199078481588015","0.176726810565388","0.221430152610643"
"ja","2009","Ostdeutschland, neue Bundeslaender","weiblich","371","0.28577618266575","0.260075011663627","0.311477353667874"
"nein","2009","Westdeutschland, alte Bundeslaender","maennlich","3192","0.815695165832166","0.803724236267525","0.827666095396808"
"nein","2009","Westdeutschland, alte Bundeslaender","weiblich","2664","0.730454714438592","0.716314941394141","0.744594487483043"
"nein","2009","Ostdeutschland, neue Bundeslaender","maennlich","1000","0.800921518411985","0.778569847389357","0.823273189434612"
"nein","2009","Ostdeutschland, neue Bundeslaender","weiblich","816","0.71422381733425","0.688522646332126","0.739924988336373"
"ja","2010","Westdeutschland, alte Bundeslaender","maennlich","1108","0.195503623366259","0.185124878822229","0.205882367910289"
"ja","2010","Westdeutschland, alte Bundeslaender","weiblich","1430","0.275157115065871","0.262729843429209","0.287584386702533"
"ja","2010","Ostdeutschland, neue Bundeslaender","maennlich","265","0.211115899366911","0.190345512391294","0.231886286342528"
"ja","2010","Ostdeutschland, neue Bundeslaender","weiblich","399","0.279877578171692","0.256722208719393","0.303032947623991"
"nein","2010","Westdeutschland, alte Bundeslaender","maennlich","4501","0.804496376633741","0.794117632089711","0.814875121177771"
"nein","2010","Westdeutschland, alte Bundeslaender","weiblich","3531","0.724842884934129","0.712415613297467","0.737270156570791"
"nein","2010","Ostdeutschland, neue Bundeslaender","maennlich","1218","0.788884100633089","0.768113713657472","0.809654487608706"
"nein","2010","Ostdeutschland, neue Bundeslaender","weiblich","1045","0.720122421828308","0.696967052376009","0.743277791280607"
"ja","2011","Westdeutschland, alte Bundeslaender","maennlich","1303","0.201982497811875","0.192163299801979","0.211801695821772"
"ja","2011","Westdeutschland, alte Bundeslaender","weiblich","1829","0.281566166313921","0.270454777524065","0.292677555103777"
"ja","2011","Ostdeutschland, neue Bundeslaender","maennlich","327","0.197369900548259","0.178320568942437","0.21641923215408"
"ja","2011","Ostdeutschland, neue Bundeslaender","weiblich","487","0.281855850477099","0.260698195917947","0.303013505036251"
"nein","2011","Westdeutschland, alte Bundeslaender","maennlich","5119","0.798017502188125","0.788198304178228","0.807836700198021"
"nein","2011","Westdeutschland, alte Bundeslaender","weiblich","4465","0.718433833686079","0.707322444896223","0.729545222475935"
"nein","2011","Ostdeutschland, neue Bundeslaender","maennlich","1350","0.802630099451741","0.78358076784592","0.821679431057563"
"nein","2011","Ostdeutschland, neue Bundeslaender","weiblich","1250","0.718144149522901","0.696986494963749","0.739301804082053"
"ja","2012","Westdeutschland, alte Bundeslaender","maennlich","1240","0.201379675146027","0.19136827607648","0.211391074215573"
"ja","2012","Westdeutschland, alte Bundeslaender","weiblich","1829","0.286571892389338","0.275367414482114","0.297776370296562"
"ja","2012","Ostdeutschland, neue Bundeslaender","maennlich","323","0.197082450216481","0.177776972076219","0.216387928356742"
"ja","2012","Ostdeutschland, neue Bundeslaender","weiblich","468","0.292957950028478","0.271436983255704","0.314478916801252"
"nein","2012","Westdeutschland, alte Bundeslaender","maennlich","4924","0.798620324853973","0.788608925784427","0.80863172392352"
"nein","2012","Westdeutschland, alte Bundeslaender","weiblich","4427","0.713428107610662","0.702223629703438","0.724632585517886"
"nein","2012","Ostdeutschland, neue Bundeslaender","maennlich","1308","0.802917549783519","0.783612071643258","0.822223027923781"
"nein","2012","Ostdeutschland, neue Bundeslaender","weiblich","1250","0.707042049971522","0.685521083198748","0.728563016744296"
"ja","2013","Westdeutschland, alte Bundeslaender","maennlich","1254","0.19979186767558","0.190367031995129","0.20921670335603"
"ja","2013","Westdeutschland, alte Bundeslaender","weiblich","2048","0.300697602485793","0.290115852084421","0.311279352887165"
"ja","2013","Ostdeutschland, neue Bundeslaender","maennlich","305","0.202805550670029","0.182762427380895","0.222848673959163"
"ja","2013","Ostdeutschland, neue Bundeslaender","weiblich","501","0.306415005071812","0.284494212098153","0.328335798045471"
"nein","2013","Westdeutschland, alte Bundeslaender","maennlich","5660","0.80020813232442","0.79078329664397","0.809632968004871"
"nein","2013","Westdeutschland, alte Bundeslaender","weiblich","5166","0.699302397514207","0.688720647112835","0.709884147915579"
"nein","2013","Ostdeutschland, neue Bundeslaender","maennlich","1241","0.797194449329971","0.777151326040837","0.817237572619105"
"nein","2013","Ostdeutschland, neue Bundeslaender","weiblich","1198","0.693584994928188","0.671664201954529","0.715505787901847"
"ja","2014","Westdeutschland, alte Bundeslaender","maennlich","1180","0.213734478220957","0.203420850979685","0.224048105462228"
"ja","2014","Westdeutschland, alte Bundeslaender","weiblich","1882","0.308188324303152","0.296887255852408","0.319489392753896"
"ja","2014","Ostdeutschland, neue Bundeslaender","maennlich","255","0.188969740304646","0.168418815682725","0.209520664926568"
"ja","2014","Ostdeutschland, neue Bundeslaender","weiblich","437","0.299678757885614","0.276746139542523","0.322611376228705"
"nein","2014","Westdeutschland, alte Bundeslaender","maennlich","4889","0.786265521779043","0.775951894537772","0.796579149020315"
"nein","2014","Westdeutschland, alte Bundeslaender","weiblich","4531","0.691811675696848","0.680510607246104","0.703112744147592"
"nein","2014","Ostdeutschland, neue Bundeslaender","maennlich","1139","0.811030259695354","0.790479335073432","0.831581184317275"
"nein","2014","Ostdeutschland, neue Bundeslaender","weiblich","1096","0.700321242114386","0.677388623771295","0.723253860457477"
"ja","2015","Westdeutschland, alte Bundeslaender","maennlich","1135","0.199514876351755","0.189486933440484","0.209542819263026"
