"pgoeffd","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"ja","2006","16-34 Jahre alt","556","0.214090126701016","0.198623695620508","0.229556557781524"
"ja","2006","35-65 Jahre alt","2380","0.25858401676002","0.249180647932119","0.26798738558792"
"ja","2006","66 und älter","","","",""
"nein","2006","16-34 Jahre alt","2146","0.785909873298984","0.770443442218476","0.801376304379492"
"nein","2006","35-65 Jahre alt","5949","0.74141598323998","0.73201261441208","0.750819352067881"
"nein","2006","66 und älter","129","0.926405325400455","0.882840872539042","0.969969778261868"
"ja","2007","16-34 Jahre alt","590","0.190786932388324","0.176726676653108","0.20484718812354"
"ja","2007","35-65 Jahre alt","2284","0.253101498622875","0.243764015877008","0.262438981368742"
"ja","2007","66 und älter","","","",""
"nein","2007","16-34 Jahre alt","2410","0.809213067611676","0.79515281187646","0.823273323346892"
"nein","2007","35-65 Jahre alt","6045","0.746898501377125","0.737561018631258","0.756235984122992"
"nein","2007","66 und älter","165","0.905755156732776","0.863073030650425","0.948437282815127"
"ja","2008","16-34 Jahre alt","503","0.174414119713261","0.159814170048713","0.189014069377809"
"ja","2008","35-65 Jahre alt","2117","0.254833252725108","0.245096216581606","0.264570288868611"
"ja","2008","66 und älter","","","",""
"nein","2008","16-34 Jahre alt","2092","0.825585880286739","0.810985930622191","0.840185829951287"
"nein","2008","35-65 Jahre alt","5577","0.745166747274892","0.735429711131389","0.754903783418394"
"nein","2008","66 und älter","149","0.940219676380493","0.903369181246305","0.977070171514681"
"ja","2009","16-34 Jahre alt","525","0.181024792608078","0.166178902448805","0.195870682767351"
"ja","2009","35-65 Jahre alt","2010","0.249806602509057","0.239954645076705","0.259658559941409"
"ja","2009","66 und älter","","","",""
"nein","2009","16-34 Jahre alt","2059","0.818975207391922","0.804129317232648","0.833821097551195"
"nein","2009","35-65 Jahre alt","5407","0.750193397490943","0.740341440058591","0.760045354923295"
"nein","2009","66 und älter","206","0.916213124683092","0.880010247784086","0.952416001582097"
"ja","2010","16-34 Jahre alt","670","0.189662157528912","0.176731439664322","0.202592875393503"
"ja","2010","35-65 Jahre alt","2514","0.255133237183956","0.246493039370077","0.263773434997835"
"ja","2010","66 und älter","","","",""
"nein","2010","16-34 Jahre alt","2861","0.810337842471088","0.797407124606497","0.823268560335678"
"nein","2010","35-65 Jahre alt","7265","0.744866762816044","0.736226565002165","0.753506960629923"
"nein","2010","66 und älter","169","0.899058126999432","0.855880690633252","0.942235563365612"
"ja","2011","16-34 Jahre alt","769","0.195243501702871","0.182883597167962","0.20760340623778"
"ja","2011","35-65 Jahre alt","3153","0.259072955135276","0.251227821964338","0.266918088306214"
"ja","2011","66 und älter","","","",""
"nein","2011","16-34 Jahre alt","3182","0.804756498297129","0.79239659376222","0.817116402832038"
"nein","2011","35-65 Jahre alt","8828","0.740927044864724","0.733081911693786","0.748772178035662"
"nein","2011","66 und älter","174","0.88230831165463","0.837423585728867","0.927193037580393"
"ja","2012","16-34 Jahre alt","709","0.204412498504689","0.191435960726603","0.217389036282775"
"ja","2012","35-65 Jahre alt","3127","0.258111302276571","0.250238779703919","0.265983824849223"
"ja","2012","66 und älter","","","",""
"nein","2012","16-34 Jahre alt","3001","0.795587501495311","0.782610963717225","0.808564039273396"
"nein","2012","35-65 Jahre alt","8742","0.741888697723429","0.734016175150777","0.749761220296081"
"nein","2012","66 und älter","166","0.864676251678338","0.816037203729544","0.913315299627131"
"ja","2013","16-34 Jahre alt","901","0.212536176079952","0.200920396146232","0.224151956013673"
"ja","2013","35-65 Jahre alt","3180","0.265291431687928","0.257537663294258","0.273045200081598"
"ja","2013","66 und älter","","","",""
"nein","2013","16-34 Jahre alt","3864","0.787463823920048","0.775848043986327","0.799079603853769"
"nein","2013","35-65 Jahre alt","9274","0.734708568312072","0.726954799918402","0.742462336705742"
"nein","2013","66 und älter","127","0.807556298275014","0.745293879815799","0.869818716734229"
"ja","2014","16-34 Jahre alt","792","0.229515369186394","0.216592900295624","0.242437838077164"
"ja","2014","35-65 Jahre alt","2929","0.269063119129021","0.26082942814958","0.277296810108462"
"ja","2014","66 und älter","33","0.181128009533754","0.127348629253674","0.234907389813835"
"nein","2014","16-34 Jahre alt","3276","0.770484630813606","0.757562161922836","0.783407099704376"
"nein","2014","35-65 Jahre alt","8215","0.730936880870979","0.722703189891538","0.73917057185042"
"nein","2014","66 und älter","164","0.818871990466246","0.765092610186165","0.872651370746326"
"ja","2015","16-34 Jahre alt","761","0.210206547766215","0.197803930941348","0.222609164591083"
"ja","2015","35-65 Jahre alt","2853","0.267999478906529","0.25969940518593","0.276299552627127"
"ja","2015","66 und älter","38","0.166803408615469","0.115894863742335","0.217711953488602"
"nein","2015","16-34 Jahre alt","3385","0.789793452233785","0.777390835408917","0.802196069058652"
"nein","2015","35-65 Jahre alt","8086","0.732000521093471","0.723700447372873","0.74030059481407"
"nein","2015","66 und älter","168","0.833196591384531","0.782288046511398","0.884105136257665"
"ja","2016","16-34 Jahre alt","744","0.223315523025953","0.210093120150579","0.236537925901328"
"ja","2016","35-65 Jahre alt","2717","0.26559953032676","0.257103236198429","0.274095824455091"
"ja","2016","66 und älter","39","0.172387026019028","0.121661772869873","0.223112279168183"
"nein","2016","16-34 Jahre alt","3067","0.776684476974047","0.763462074098672","0.789906879849421"
"nein","2016","35-65 Jahre alt","7663","0.73440046967324","0.725904175544909","0.742896763801571"
"nein","2016","66 und älter","174","0.827612973980972","0.776887720831817","0.878338227130127"
"ja","2017","16-34 Jahre alt","873","0.218676885055317","0.206637296157383","0.230716473953251"
"ja","2017","35-65 Jahre alt","3104","0.26721712955834","0.259211272305856","0.275222986810824"
"ja","2017","66 und älter","48","0.1557442491543","0.111411511299722","0.200076987008878"
"nein","2017","16-34 Jahre alt","3655","0.781323114944683","0.76928352604675","0.793362703842617"
"nein","2017","35-65 Jahre alt","8632","0.73278287044166","0.724777013189176","0.740788727694144"
"nein","2017","66 und älter","209","0.8442557508457","0.799923012991122","0.888588488700278"
"ja","2018","16-34 Jahre alt","870","0.225037275815081","0.212860211065278","0.237214340564884"
"ja","2018","35-65 Jahre alt","2954","0.276184724843013","0.267835050451236","0.28453439923479"
"ja","2018","66 und älter","49","0.155529251531145","0.111392887260613","0.199665615801677"
"nein","2018","16-34 Jahre alt","3648","0.774962724184919","0.762785659435116","0.787139788934722"
"nein","2018","35-65 Jahre alt","8061","0.723815275156987","0.71546560076521","0.732164949548764"
"nein","2018","66 und älter","210","0.844470748468855","0.800334384198323","0.888607112739387"
"ja","2019","16-34 Jahre alt","839","0.23486376738077","0.222085911152097","0.247641623609443"
"ja","2019","35-65 Jahre alt","2842","0.27157594626349","0.263164638521248","0.279987254005732"
"ja","2019","66 und älter","55","0.203432139522542","0.158548297563632","0.248315981481453"
"nein","2019","16-34 Jahre alt","3389","0.76513623261923","0.752358376390558","0.777914088847903"
"nein","2019","35-65 Jahre alt","7899","0.72842405373651","0.720012745994268","0.736835361478752"
"nein","2019","66 und älter","254","0.796567860477458","0.751684018518547","0.841451702436368"
