"pgoeffd","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"nein","1987","66 und älter","Hauptschulabschluss","","","",""
"nein","1987","66 und älter","Realschulabschluss","","","",""
"nein","1987","66 und älter","(Fach-)Abitur","","","",""
"nein","1987","66 und älter","AkademikerInnen","","","",""
"ja","1988","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","1988","16-34 Jahre alt","Hauptschulabschluss","138","0.150175160113522","0.130062915451613","0.17028740477543"
"ja","1988","16-34 Jahre alt","Realschulabschluss","174","0.276527612663978","0.24184770806214","0.311207517265815"
"ja","1988","16-34 Jahre alt","(Fach-)Abitur","61","0.288185562974721","0.231239400809048","0.345131725140393"
"ja","1988","16-34 Jahre alt","AkademikerInnen","53","0.319078651563434","0.246398320509822","0.391758982617046"
"ja","1988","35-65 Jahre alt","(noch) kein Abschluss","33","0.0977118704974501","0.0641681578774752","0.131255583117425"
"ja","1988","35-65 Jahre alt","Hauptschulabschluss","389","0.220009239382818","0.20193082524827","0.238087653517366"
"ja","1988","35-65 Jahre alt","Realschulabschluss","146","0.339466981473736","0.294710091761635","0.384223871185838"
"ja","1988","35-65 Jahre alt","(Fach-)Abitur","42","0.407818294296553","0.324920676222116","0.49071591237099"
"ja","1988","35-65 Jahre alt","AkademikerInnen","193","0.542681500922748","0.491782873004328","0.593580128841168"
"ja","1988","66 und älter","(noch) kein Abschluss","","","",""
"ja","1988","66 und älter","Hauptschulabschluss","","","",""
"ja","1988","66 und älter","Realschulabschluss","","","",""
"ja","1988","66 und älter","(Fach-)Abitur","","","",""
"ja","1988","66 und älter","AkademikerInnen","","","",""
"nein","1988","16-34 Jahre alt","(noch) kein Abschluss","93","0.946648340423116","0.902379433430246","0.990917247415985"
"nein","1988","16-34 Jahre alt","Hauptschulabschluss","1074","0.849824839886478","0.82971259522457","0.869937084548387"
"nein","1988","16-34 Jahre alt","Realschulabschluss","465","0.723472387336022","0.688792482734185","0.75815229193786"
"nein","1988","16-34 Jahre alt","(Fach-)Abitur","182","0.711814437025279","0.654868274859607","0.768760599190951"
"nein","1988","16-34 Jahre alt","AkademikerInnen","105","0.680921348436566","0.608241017382954","0.753601679490178"
"nein","1988","35-65 Jahre alt","(noch) kein Abschluss","268","0.90228812950255","0.868744416882575","0.935831842122525"
"nein","1988","35-65 Jahre alt","Hauptschulabschluss","1628","0.779990760617182","0.761912346482634","0.79806917475173"
"nein","1988","35-65 Jahre alt","Realschulabschluss","284","0.660533018526264","0.615776128814162","0.705289908238365"
"nein","1988","35-65 Jahre alt","(Fach-)Abitur","93","0.592181705703447","0.50928408762901","0.675079323777884"
"nein","1988","35-65 Jahre alt","AkademikerInnen","175","0.457318499077252","0.406419871158832","0.508217126995672"
"nein","1988","66 und älter","(noch) kein Abschluss","","","",""
"nein","1988","66 und älter","Hauptschulabschluss","","","",""
"nein","1988","66 und älter","Realschulabschluss","","","",""
"nein","1988","66 und älter","(Fach-)Abitur","","","",""
"nein","1988","66 und älter","AkademikerInnen","","","",""
"ja","1989","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","1989","16-34 Jahre alt","Hauptschulabschluss","155","0.153371296599093","0.133411116052353","0.173331477145833"
"ja","1989","16-34 Jahre alt","Realschulabschluss","179","0.263022354974201","0.22985756549478","0.296187144453623"
"ja","1989","16-34 Jahre alt","(Fach-)Abitur","69","0.277500400410028","0.224959610012502","0.330041190807555"
"ja","1989","16-34 Jahre alt","AkademikerInnen","53","0.31480374884805","0.244364082155078","0.385243415541021"
"ja","1989","35-65 Jahre alt","(noch) kein Abschluss","37","0.133465071555587","0.0947233349794628","0.17220680813171"
"ja","1989","35-65 Jahre alt","Hauptschulabschluss","367","0.211917437439685","0.193939616875183","0.229895258004187"
"ja","1989","35-65 Jahre alt","Realschulabschluss","146","0.350724944946323","0.305249642718026","0.396200247174619"
"ja","1989","35-65 Jahre alt","(Fach-)Abitur","33","0.321863547140954","0.244196797082227","0.399530297199681"
"ja","1989","35-65 Jahre alt","AkademikerInnen","188","0.515581429339685","0.464999955203027","0.566162903476343"
"ja","1989","66 und älter","(noch) kein Abschluss","","","",""
"ja","1989","66 und älter","Hauptschulabschluss","","","",""
"ja","1989","66 und älter","Realschulabschluss","","","",""
"ja","1989","66 und älter","(Fach-)Abitur","","","",""
"ja","1989","66 und älter","AkademikerInnen","","","",""
"nein","1989","16-34 Jahre alt","(noch) kein Abschluss","97","0.930599692312768","0.881990814869507","0.979208569756029"
"nein","1989","16-34 Jahre alt","Hauptschulabschluss","1097","0.846628703400907","0.826668522854167","0.866588883947647"
"nein","1989","16-34 Jahre alt","Realschulabschluss","498","0.736977645025799","0.703812855546377","0.77014243450522"
"nein","1989","16-34 Jahre alt","(Fach-)Abitur","210","0.722499599589971","0.669958809192445","0.775040389987498"
"nein","1989","16-34 Jahre alt","AkademikerInnen","114","0.68519625115195","0.614756584458979","0.755635917844922"
"nein","1989","35-65 Jahre alt","(noch) kein Abschluss","259","0.866534928444413","0.82779319186829","0.905276665020537"
"nein","1989","35-65 Jahre alt","Hauptschulabschluss","1618","0.788082562560315","0.770104741995812","0.806060383124817"
"nein","1989","35-65 Jahre alt","Realschulabschluss","277","0.649275055053677","0.603799752825381","0.694750357281974"
"nein","1989","35-65 Jahre alt","(Fach-)Abitur","106","0.678136452859046","0.600469702800319","0.755803202917773"
"nein","1989","35-65 Jahre alt","AkademikerInnen","187","0.484418570660315","0.433837096523657","0.535000044796974"
"nein","1989","66 und älter","(noch) kein Abschluss","","","",""
"nein","1989","66 und älter","Hauptschulabschluss","","","",""
"nein","1989","66 und älter","Realschulabschluss","","","",""
"nein","1989","66 und älter","(Fach-)Abitur","","","",""
"nein","1989","66 und älter","AkademikerInnen","","","",""
"ja","1990","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","1990","16-34 Jahre alt","Hauptschulabschluss","178","0.15546213021494","0.136032401657359","0.174891858772522"
"ja","1990","16-34 Jahre alt","Realschulabschluss","433","0.273401252354048","0.251269696977863","0.295532807730232"
"ja","1990","16-34 Jahre alt","(Fach-)Abitur","91","0.294141418321967","0.243662171900679","0.344620664743255"
"ja","1990","16-34 Jahre alt","AkademikerInnen","205","0.415132726946222","0.368286375475812","0.461979078416632"
"ja","1990","35-65 Jahre alt","(noch) kein Abschluss","33","0.137386815012198","0.0978335653731841","0.176940064651212"
"ja","1990","35-65 Jahre alt","Hauptschulabschluss","603","0.228192995743671","0.212712025900238","0.243673965587104"
"ja","1990","35-65 Jahre alt","Realschulabschluss","272","0.336125334098987","0.304406153108919","0.367844515089054"
"ja","1990","35-65 Jahre alt","(Fach-)Abitur","40","0.301215476466541","0.23142368809686","0.371007264836221"
"ja","1990","35-65 Jahre alt","AkademikerInnen","444","0.486825313057796","0.454855913184438","0.518794712931153"
"ja","1990","66 und älter","(noch) kein Abschluss","","","",""
"ja","1990","66 und älter","Hauptschulabschluss","","","",""
"ja","1990","66 und älter","Realschulabschluss","","","",""
"ja","1990","66 und älter","(Fach-)Abitur","","","",""
"ja","1990","66 und älter","AkademikerInnen","","","",""
"nein","1990","16-34 Jahre alt","(noch) kein Abschluss","84","0.949776659457383","0.905147601303715","0.994405717611051"
"nein","1990","16-34 Jahre alt","Hauptschulabschluss","1158","0.84453786978506","0.825108141227478","0.863967598342641"
"nein","1990","16-34 Jahre alt","Realschulabschluss","1125","0.726598747645952","0.704467192269768","0.748730303022137"
"nein","1990","16-34 Jahre alt","(Fach-)Abitur","222","0.705858581678033","0.655379335256745","0.756337828099321"
"nein","1990","16-34 Jahre alt","AkademikerInnen","220","0.584867273053778","0.538020921583368","0.631713624524188"
"nein","1990","35-65 Jahre alt","(noch) kein Abschluss","258","0.862613184987802","0.823059935348788","0.902166434626816"
"nein","1990","35-65 Jahre alt","Hauptschulabschluss","2220","0.771807004256329","0.756326034412896","0.787287974099762"
"nein","1990","35-65 Jahre alt","Realschulabschluss","580","0.663874665901013","0.632155484910946","0.695593846891081"
"nein","1990","35-65 Jahre alt","(Fach-)Abitur","126","0.698784523533459","0.628992735163779","0.76857631190314"
"nein","1990","35-65 Jahre alt","AkademikerInnen","495","0.513174686942204","0.481205287068847","0.545144086815562"
"nein","1990","66 und älter","(noch) kein Abschluss","","","",""
"nein","1990","66 und älter","Hauptschulabschluss","","","",""
"nein","1990","66 und älter","Realschulabschluss","","","",""
"nein","1990","66 und älter","(Fach-)Abitur","","","",""
"nein","1990","66 und älter","AkademikerInnen","","","",""
"ja","1991","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","1991","16-34 Jahre alt","Hauptschulabschluss","182","0.166547788309806","0.146333771534471","0.18676180508514"
"ja","1991","16-34 Jahre alt","Realschulabschluss","394","0.278463998483906","0.255149963223071","0.30177803374474"
"ja","1991","16-34 Jahre alt","(Fach-)Abitur","97","0.299845448575492","0.251214068959772","0.348476828191213"
"ja","1991","16-34 Jahre alt","AkademikerInnen","187","0.414972166496249","0.36607163989838","0.463872693094118"
"ja","1991","35-65 Jahre alt","(noch) kein Abschluss","40","0.172130695177488","0.129342639876935","0.21491875047804"
"ja","1991","35-65 Jahre alt","Hauptschulabschluss","535","0.222570991878638","0.206736363389121","0.238405620368155"
"ja","1991","35-65 Jahre alt","Realschulabschluss","262","0.299474502972679","0.269126091454604","0.329822914490754"
"ja","1991","35-65 Jahre alt","(Fach-)Abitur","42","0.26687142392418","0.202432257478526","0.331310590369834"
"ja","1991","35-65 Jahre alt","AkademikerInnen","414","0.466976996874557","0.434808347635054","0.49914564611406"
"ja","1991","66 und älter","(noch) kein Abschluss","","","",""
"ja","1991","66 und älter","Hauptschulabschluss","","","",""
"ja","1991","66 und älter","Realschulabschluss","","","",""
"ja","1991","66 und älter","(Fach-)Abitur","","","",""
"ja","1991","66 und älter","AkademikerInnen","","","",""
"nein","1991","16-34 Jahre alt","(noch) kein Abschluss","98","0.9102272867382","0.856563422399441","0.963891151076959"
"nein","1991","16-34 Jahre alt","Hauptschulabschluss","1123","0.833452211690194","0.81323819491486","0.853666228465529"
"nein","1991","16-34 Jahre alt","Realschulabschluss","1026","0.721536001516094","0.69822196625526","0.744850036776929"
"nein","1991","16-34 Jahre alt","(Fach-)Abitur","244","0.700154551424508","0.651523171808787","0.748785931040228"
"nein","1991","16-34 Jahre alt","AkademikerInnen","203","0.585027833503751","0.536127306905882","0.63392836010162"
"nein","1991","35-65 Jahre alt","(noch) kein Abschluss","259","0.827869304822512","0.78508124952196","0.870657360123065"
"nein","1991","35-65 Jahre alt","Hauptschulabschluss","2116","0.777429008121362","0.761594379631845","0.793263636610879"
"nein","1991","35-65 Jahre alt","Realschulabschluss","613","0.700525497027321","0.670177085509246","0.730873908545396"
"nein","1991","35-65 Jahre alt","(Fach-)Abitur","139","0.73312857607582","0.668689409630166","0.797567742521474"
"nein","1991","35-65 Jahre alt","AkademikerInnen","510","0.533023003125443","0.50085435388594","0.565191652364946"
"nein","1991","66 und älter","(noch) kein Abschluss","","","",""
"nein","1991","66 und älter","Hauptschulabschluss","","","",""
"nein","1991","66 und älter","Realschulabschluss","","","",""
"nein","1991","66 und älter","(Fach-)Abitur","","","",""
"nein","1991","66 und älter","AkademikerInnen","","","",""
"ja","1992","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","1992","16-34 Jahre alt","Hauptschulabschluss","167","0.143164395338755","0.123273310290133","0.163055480387377"
"ja","1992","16-34 Jahre alt","Realschulabschluss","382","0.292189348806019","0.267401458495873","0.316977239116165"
"ja","1992","16-34 Jahre alt","(Fach-)Abitur","106","0.380568621216207","0.327944203432504","0.433193038999911"
"ja","1992","16-34 Jahre alt","AkademikerInnen","170","0.45916637840071","0.406505784718061","0.511826972083358"
"ja","1992","35-65 Jahre alt","(noch) kein Abschluss","39","0.18651686667904","0.140140493984983","0.232893239373098"
"ja","1992","35-65 Jahre alt","Hauptschulabschluss","508","0.230161506804488","0.213327877979985","0.24699513562899"
"ja","1992","35-65 Jahre alt","Realschulabschluss","284","0.32949731497255","0.298064902872345","0.360929727072756"
"ja","1992","35-65 Jahre alt","(Fach-)Abitur","45","0.277438913521583","0.211848170976346","0.34302965606682"
"ja","1992","35-65 Jahre alt","AkademikerInnen","413","0.466588771391268","0.433886527738036","0.4992910150445"
"ja","1992","66 und älter","(noch) kein Abschluss","","","",""
"ja","1992","66 und älter","Hauptschulabschluss","","","",""
"ja","1992","66 und älter","Realschulabschluss","","","",""
"ja","1992","66 und älter","(Fach-)Abitur","","","",""
"ja","1992","66 und älter","AkademikerInnen","","","",""
"nein","1992","16-34 Jahre alt","(noch) kein Abschluss","76","0.855845833508553","0.782038445750775","0.929653221266331"
"nein","1992","16-34 Jahre alt","Hauptschulabschluss","1024","0.856835604661245","0.836944519612623","0.876726689709867"
"nein","1992","16-34 Jahre alt","Realschulabschluss","911","0.707810651193981","0.683022760883835","0.732598541504127"
"nein","1992","16-34 Jahre alt","(Fach-)Abitur","221","0.619431378783793","0.566806961000089","0.672055796567496"
"nein","1992","16-34 Jahre alt","AkademikerInnen","174","0.54083362159929","0.488173027916642","0.593494215281939"
"nein","1992","35-65 Jahre alt","(noch) kein Abschluss","232","0.81348313332096","0.767106760626902","0.859859506015017"
"nein","1992","35-65 Jahre alt","Hauptschulabschluss","1894","0.769838493195512","0.75300486437101","0.786672122020015"
"nein","1992","35-65 Jahre alt","Realschulabschluss","575","0.67050268502745","0.639070272927244","0.701935097127655"
"nein","1992","35-65 Jahre alt","(Fach-)Abitur","134","0.722561086478417","0.65697034393318","0.788151829023654"
"nein","1992","35-65 Jahre alt","AkademikerInnen","481","0.533411228608732","0.5007089849555","0.566113472261964"
"nein","1992","66 und älter","(noch) kein Abschluss","","","",""
"nein","1992","66 und älter","Hauptschulabschluss","","","",""
"nein","1992","66 und älter","Realschulabschluss","","","",""
"nein","1992","66 und älter","(Fach-)Abitur","","","",""
"nein","1992","66 und älter","AkademikerInnen","","","",""
"ja","1993","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","1993","16-34 Jahre alt","Hauptschulabschluss","151","0.137727688957328","0.117896354148712","0.157559023765945"
"ja","1993","16-34 Jahre alt","Realschulabschluss","363","0.269169083194891","0.24488092575238","0.293457240637403"
"ja","1993","16-34 Jahre alt","(Fach-)Abitur","108","0.342325588359789","0.292257190157984","0.392393986561594"
"ja","1993","16-34 Jahre alt","AkademikerInnen","160","0.43039149536407","0.377370758332711","0.48341223239543"
"ja","1993","35-65 Jahre alt","(noch) kein Abschluss","36","0.177969075818337","0.131743048969344","0.22419510266733"
"ja","1993","35-65 Jahre alt","Hauptschulabschluss","452","0.216269086331561","0.199284185208434","0.233253987454688"
"ja","1993","35-65 Jahre alt","Realschulabschluss","277","0.318658806085401","0.287802685445021","0.349514926725781"
"ja","1993","35-65 Jahre alt","(Fach-)Abitur","54","0.302560319675703","0.23672080828244","0.368399831068967"
"ja","1993","35-65 Jahre alt","AkademikerInnen","411","0.464193175532095","0.431446837920161","0.496939513144029"
"ja","1993","66 und älter","(noch) kein Abschluss","","","",""
"ja","1993","66 und älter","Hauptschulabschluss","","","",""
"ja","1993","66 und älter","Realschulabschluss","","","",""
"ja","1993","66 und älter","(Fach-)Abitur","","","",""
"ja","1993","66 und älter","AkademikerInnen","","","",""
"nein","1993","16-34 Jahre alt","(noch) kein Abschluss","70","0.747845192630969","0.655528952639369","0.840161432622569"
"nein","1993","16-34 Jahre alt","Hauptschulabschluss","1009","0.862272311042672","0.842440976234055","0.882103645851288"
"nein","1993","16-34 Jahre alt","Realschulabschluss","918","0.730830916805109","0.706542759362597","0.75511907424762"
"nein","1993","16-34 Jahre alt","(Fach-)Abitur","237","0.657674411640211","0.607606013438406","0.707742809842016"
"nein","1993","16-34 Jahre alt","AkademikerInnen","175","0.56960850463593","0.51658776760457","0.622629241667289"
"nein","1993","35-65 Jahre alt","(noch) kein Abschluss","227","0.822030924181663","0.77580489733267","0.868256951030656"
"nein","1993","35-65 Jahre alt","Hauptschulabschluss","1805","0.783730913668439","0.766746012545312","0.800715814791566"
"nein","1993","35-65 Jahre alt","Realschulabschluss","599","0.681341193914599","0.650485073274219","0.712197314554979"
"nein","1993","35-65 Jahre alt","(Fach-)Abitur","133","0.697439680324297","0.631600168931033","0.763279191717561"
"nein","1993","35-65 Jahre alt","AkademikerInnen","480","0.535806824467905","0.503060486855971","0.568553162079839"
"nein","1993","66 und älter","(noch) kein Abschluss","","","",""
"nein","1993","66 und älter","Hauptschulabschluss","","","",""
"nein","1993","66 und älter","Realschulabschluss","","","",""
"nein","1993","66 und älter","(Fach-)Abitur","","","",""
"nein","1993","66 und älter","AkademikerInnen","","","",""
"ja","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","1994","16-34 Jahre alt","Hauptschulabschluss","125","0.139860201018072","0.118178021906665","0.16154238012948"
"ja","1994","16-34 Jahre alt","Realschulabschluss","324","0.272579626085437","0.24715146980514","0.298007782365733"
