"pgoeffd","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"ja","2004","35-65 Jahre alt","Realschulabschluss","695","0.266149018126265","0.248979007194599","0.283319029057931"
"ja","2004","35-65 Jahre alt","(Fach-)Abitur","189","0.267607666300763","0.236132903556593","0.299082429044932"
"ja","2004","35-65 Jahre alt","AkademikerInnen","1042","0.366566711060656","0.348023281529877","0.385110140591434"
"ja","2004","66 und älter","(noch) kein Abschluss","","","",""
"ja","2004","66 und älter","Hauptschulabschluss","","","",""
"ja","2004","66 und älter","Realschulabschluss","","","",""
"ja","2004","66 und älter","(Fach-)Abitur","","","",""
"ja","2004","66 und älter","AkademikerInnen","","","",""
"nein","2004","16-34 Jahre alt","(noch) kein Abschluss","62","0.918691465212379","0.853248405204286","0.984134525220471"
"nein","2004","16-34 Jahre alt","Hauptschulabschluss","660","0.851733125601657","0.826368044612762","0.877098206590552"
"nein","2004","16-34 Jahre alt","Realschulabschluss","1001","0.778335265362894","0.755354849432684","0.801315681293104"
"nein","2004","16-34 Jahre alt","(Fach-)Abitur","572","0.773606249386216","0.743268622591911","0.803943876180521"
"nein","2004","16-34 Jahre alt","AkademikerInnen","278","0.642751934134471","0.599056733037018","0.686447135231923"
"nein","2004","35-65 Jahre alt","(noch) kein Abschluss","53","0.889745044546445","0.811782843042664","0.967707246050225"
"nein","2004","35-65 Jahre alt","Hauptschulabschluss","2172","0.817907472288592","0.803132974383907","0.832681970193278"
"nein","2004","35-65 Jahre alt","Realschulabschluss","1850","0.733850981873735","0.716680970942068","0.751020992805401"
"nein","2004","35-65 Jahre alt","(Fach-)Abitur","571","0.732392333699237","0.700917570955068","0.763867096443406"
"nein","2004","35-65 Jahre alt","AkademikerInnen","1552","0.633433288939344","0.614889859408566","0.651976718470123"
"nein","2004","66 und älter","(noch) kein Abschluss","","","",""
"nein","2004","66 und älter","Hauptschulabschluss","59","0.96771034608023","0.923350752269157","1.0120699398913"
"nein","2004","66 und älter","Realschulabschluss","","","",""
"nein","2004","66 und älter","(Fach-)Abitur","","","",""
"nein","2004","66 und älter","AkademikerInnen","57","0.949736950640477","0.895785403870715","1.00368849741024"
"ja","2005","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2005","16-34 Jahre alt","Hauptschulabschluss","78","0.149002968393897","0.120390779011351","0.177615157776444"
"ja","2005","16-34 Jahre alt","Realschulabschluss","195","0.218860396943968","0.19367053218992","0.244050261698017"
"ja","2005","16-34 Jahre alt","(Fach-)Abitur","116","0.227627194791012","0.194020712226961","0.261233677355062"
"ja","2005","16-34 Jahre alt","AkademikerInnen","162","0.307582759294339","0.263074767840051","0.352090750748627"
"ja","2005","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2005","35-65 Jahre alt","Hauptschulabschluss","405","0.18219059929266","0.16656422153916","0.197816977046159"
"ja","2005","35-65 Jahre alt","Realschulabschluss","666","0.266513004902597","0.248846294438692","0.284179715366503"
"ja","2005","35-65 Jahre alt","(Fach-)Abitur","186","0.258949713185723","0.226996756606118","0.290902669765328"
"ja","2005","35-65 Jahre alt","AkademikerInnen","974","0.375592190506782","0.356201328129353","0.394983052884211"
"ja","2005","66 und älter","(noch) kein Abschluss","","","",""
"ja","2005","66 und älter","Hauptschulabschluss","","","",""
"ja","2005","66 und älter","Realschulabschluss","","","",""
"ja","2005","66 und älter","(Fach-)Abitur","","","",""
"ja","2005","66 und älter","AkademikerInnen","","","",""
"nein","2005","16-34 Jahre alt","(noch) kein Abschluss","40","0.933423349876083","0.857117740900217","1.00972895885195"
"nein","2005","16-34 Jahre alt","Hauptschulabschluss","517","0.850997031606103","0.822384842223556","0.879609220988649"
"nein","2005","16-34 Jahre alt","Realschulabschluss","840","0.781139603056031","0.755949738301983","0.80632946781008"
"nein","2005","16-34 Jahre alt","(Fach-)Abitur","482","0.772372805208988","0.738766322644938","0.805979287773039"
"nein","2005","16-34 Jahre alt","AkademikerInnen","251","0.692417240705661","0.647909249251373","0.736925232159949"
"nein","2005","35-65 Jahre alt","(noch) kein Abschluss","40","0.831203827961567","0.729395927038987","0.933011728884148"
"nein","2005","35-65 Jahre alt","Hauptschulabschluss","1939","0.81780940070734","0.802183022953841","0.83343577846084"
"nein","2005","35-65 Jahre alt","Realschulabschluss","1740","0.733486995097403","0.715820284633498","0.751153705561308"
"nein","2005","35-65 Jahre alt","(Fach-)Abitur","536","0.741050286814277","0.709097330234672","0.773003243393882"
"nein","2005","35-65 Jahre alt","AkademikerInnen","1422","0.624407809493218","0.605016947115789","0.643798671870647"
"nein","2005","66 und älter","(noch) kein Abschluss","","","",""
"nein","2005","66 und älter","Hauptschulabschluss","39","0.923971887885128","0.843815169661598","1.00412860610866"
"nein","2005","66 und älter","Realschulabschluss","","","",""
"nein","2005","66 und älter","(Fach-)Abitur","","","",""
"nein","2005","66 und älter","AkademikerInnen","49","0.959082323181504","0.904713938482031","1.01345070788098"
"ja","2006","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2006","16-34 Jahre alt","Hauptschulabschluss","81","0.174143085793781","0.142333552872393","0.205952618715168"
"ja","2006","16-34 Jahre alt","Realschulabschluss","173","0.193054415375424","0.168203167754814","0.217905662996033"
"ja","2006","16-34 Jahre alt","(Fach-)Abitur","118","0.232928847667287","0.198617065356839","0.267240629977736"
"ja","2006","16-34 Jahre alt","AkademikerInnen","159","0.332481898889301","0.287640341324741","0.37732345645386"
"ja","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2006","35-65 Jahre alt","Hauptschulabschluss","425","0.181033466037365","0.165676619854928","0.196390312219802"
"ja","2006","35-65 Jahre alt","Realschulabschluss","717","0.264590536541542","0.247482924020668","0.281698149062415"
"ja","2006","35-65 Jahre alt","(Fach-)Abitur","207","0.265068021506228","0.233668036278441","0.296468006734014"
"ja","2006","35-65 Jahre alt","AkademikerInnen","1017","0.365767440888838","0.34700700050251","0.384527881275165"
"ja","2006","66 und älter","(noch) kein Abschluss","","","",""
"ja","2006","66 und älter","Hauptschulabschluss","","","",""
"ja","2006","66 und älter","Realschulabschluss","","","",""
"ja","2006","66 und älter","(Fach-)Abitur","","","",""
"ja","2006","66 und älter","AkademikerInnen","","","",""
"nein","2006","16-34 Jahre alt","(noch) kein Abschluss","34","0.984562402282693","0.94371865764159","1.0254061469238"
"nein","2006","16-34 Jahre alt","Hauptschulabschluss","465","0.825856914206219","0.794047381284832","0.857666447127607"
"nein","2006","16-34 Jahre alt","Realschulabschluss","796","0.806945584624577","0.782094337003967","0.831796832245186"
"nein","2006","16-34 Jahre alt","(Fach-)Abitur","465","0.767071152332713","0.732759370022264","0.801382934643161"
"nein","2006","16-34 Jahre alt","AkademikerInnen","265","0.667518101110699","0.62267654354614","0.712359658675259"
"nein","2006","35-65 Jahre alt","(noch) kein Abschluss","42","0.875693464253291","0.78514396794082","0.966242960565761"
"nein","2006","35-65 Jahre alt","Hauptschulabschluss","1990","0.818966533962635","0.803609687780198","0.834323380145073"
"nein","2006","35-65 Jahre alt","Realschulabschluss","1837","0.735409463458458","0.718301850937585","0.752517075979332"
"nein","2006","35-65 Jahre alt","(Fach-)Abitur","552","0.734931978493772","0.703531993265986","0.766331963721558"
"nein","2006","35-65 Jahre alt","AkademikerInnen","1515","0.634232559111162","0.615472118724835","0.65299299949749"
"nein","2006","66 und älter","(noch) kein Abschluss","","","",""
"nein","2006","66 und älter","Hauptschulabschluss","53","0.941942445136768","0.880693920510002","1.00319096976353"
"nein","2006","66 und älter","Realschulabschluss","","","",""
"nein","2006","66 und älter","(Fach-)Abitur","","","",""
"nein","2006","66 und älter","AkademikerInnen","49","0.872281017586796","0.78325700882382","0.961305026349772"
"ja","2007","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2007","16-34 Jahre alt","Hauptschulabschluss","81","0.109554950127955","0.0845634669826783","0.134546433273232"
"ja","2007","16-34 Jahre alt","Realschulabschluss","164","0.168432412422622","0.145282846831596","0.191581978013649"
"ja","2007","16-34 Jahre alt","(Fach-)Abitur","137","0.225626114732314","0.19361524509438","0.257636984370249"
"ja","2007","16-34 Jahre alt","AkademikerInnen","173","0.348527909735583","0.305448886236797","0.391606933234369"
"ja","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2007","35-65 Jahre alt","Hauptschulabschluss","394","0.168990281763344","0.153809948690918","0.184170614835771"
"ja","2007","35-65 Jahre alt","Realschulabschluss","678","0.251720025293518","0.23512065263791","0.268319397949126"
"ja","2007","35-65 Jahre alt","(Fach-)Abitur","209","0.268437402139661","0.237824999903891","0.299049804375431"
"ja","2007","35-65 Jahre alt","AkademikerInnen","988","0.366325919255986","0.347390409801824","0.385261428710148"
"ja","2007","66 und älter","(noch) kein Abschluss","","","",""
"ja","2007","66 und älter","Hauptschulabschluss","","","",""
"ja","2007","66 und älter","Realschulabschluss","","","",""
"ja","2007","66 und älter","(Fach-)Abitur","","","",""
"ja","2007","66 und älter","AkademikerInnen","","","",""
"nein","2007","16-34 Jahre alt","(noch) kein Abschluss","46","0.854629173119008","0.755938175706486","0.95332017053153"
"nein","2007","16-34 Jahre alt","Hauptschulabschluss","519","0.890445049872045","0.865453566726768","0.915436533017322"
"nein","2007","16-34 Jahre alt","Realschulabschluss","840","0.831567587577378","0.808418021986351","0.854717153168404"
"nein","2007","16-34 Jahre alt","(Fach-)Abitur","518","0.774373885267686","0.742363015629751","0.80638475490562"
"nein","2007","16-34 Jahre alt","AkademikerInnen","297","0.651472090264417","0.608393066765631","0.694551113763203"
"nein","2007","35-65 Jahre alt","(noch) kein Abschluss","33","0.806789482828861","0.688782051049967","0.924796914607755"
"nein","2007","35-65 Jahre alt","Hauptschulabschluss","1947","0.831009718236656","0.815829385164229","0.846190051309082"
"nein","2007","35-65 Jahre alt","Realschulabschluss","1948","0.748279974706482","0.731680602050874","0.764879347362091"
"nein","2007","35-65 Jahre alt","(Fach-)Abitur","596","0.731562597860339","0.700950195624569","0.762175000096109"
"nein","2007","35-65 Jahre alt","AkademikerInnen","1499","0.633674080744014","0.614738571289852","0.652609590198176"
"nein","2007","66 und älter","(noch) kein Abschluss","","","",""
"nein","2007","66 und älter","Hauptschulabschluss","70","0.954225633759446","0.906282836409038","1.00216843110985"
"nein","2007","66 und älter","Realschulabschluss","","","",""
"nein","2007","66 und älter","(Fach-)Abitur","","","",""
"nein","2007","66 und älter","AkademikerInnen","67","0.778571665555666","0.68642774567249","0.870715585438843"
"ja","2008","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2008","16-34 Jahre alt","Hauptschulabschluss","54","0.0993679446931322","0.0722356513131003","0.126500238073164"
"ja","2008","16-34 Jahre alt","Realschulabschluss","153","0.182847853108755","0.157438500133347","0.208257206084163"
"ja","2008","16-34 Jahre alt","(Fach-)Abitur","110","0.172726132976731","0.141134620110758","0.204317645842704"
"ja","2008","16-34 Jahre alt","AkademikerInnen","150","0.283400889860755","0.240855922678736","0.325945857042774"
"ja","2008","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2008","35-65 Jahre alt","Hauptschulabschluss","364","0.168608954416656","0.152738577927655","0.184479330905658"
"ja","2008","35-65 Jahre alt","Realschulabschluss","639","0.255119334248471","0.237811793459848","0.272426875037093"
"ja","2008","35-65 Jahre alt","(Fach-)Abitur","201","0.271655573838477","0.240134929684637","0.303176217992318"
"ja","2008","35-65 Jahre alt","AkademikerInnen","903","0.370244792601872","0.35047640956188","0.390013175641865"
"ja","2008","66 und älter","(noch) kein Abschluss","","","",""
"ja","2008","66 und älter","Hauptschulabschluss","","","",""
"ja","2008","66 und älter","Realschulabschluss","","","",""
"ja","2008","66 und älter","(Fach-)Abitur","","","",""
"ja","2008","66 und älter","AkademikerInnen","","","",""
"nein","2008","16-34 Jahre alt","(noch) kein Abschluss","40","0.798593828521225","0.678723077834085","0.918464579208366"
"nein","2008","16-34 Jahre alt","Hauptschulabschluss","413","0.900632055306868","0.873499761926836","0.9277643486869"
"nein","2008","16-34 Jahre alt","Realschulabschluss","736","0.817152146891244","0.791742793915836","0.842561499866653"
"nein","2008","16-34 Jahre alt","(Fach-)Abitur","440","0.827273867023269","0.795682354157296","0.858865379889242"
"nein","2008","16-34 Jahre alt","AkademikerInnen","281","0.716599110139245","0.674054142957226","0.759144077321264"
"nein","2008","35-65 Jahre alt","(noch) kein Abschluss","33","0.852166918283229","0.744824445352209","0.959509391214249"
"nein","2008","35-65 Jahre alt","Hauptschulabschluss","1774","0.831391045583343","0.815520669094342","0.847261422072345"
"nein","2008","35-65 Jahre alt","Realschulabschluss","1798","0.744880665751529","0.727573124962907","0.762188206540152"
"nein","2008","35-65 Jahre alt","(Fach-)Abitur","564","0.728344426161523","0.696823782007682","0.759865070315363"
"nein","2008","35-65 Jahre alt","AkademikerInnen","1389","0.629755207398128","0.609986824358135","0.64952359043812"
"nein","2008","66 und älter","(noch) kein Abschluss","","","",""
"nein","2008","66 und älter","Hauptschulabschluss","63","0.977739903459147","0.942147991785413","1.01333181513288"
"nein","2008","66 und älter","Realschulabschluss","","","",""
"nein","2008","66 und älter","(Fach-)Abitur","","","",""
"nein","2008","66 und älter","AkademikerInnen","62","0.84416330580619","0.757956464350133","0.930370147262247"
"ja","2009","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2009","16-34 Jahre alt","Hauptschulabschluss","56","0.11663737426897","0.0860843967701656","0.147190351767774"
"ja","2009","16-34 Jahre alt","Realschulabschluss","144","0.178085843131955","0.152471359285749","0.203700326978161"
"ja","2009","16-34 Jahre alt","(Fach-)Abitur","110","0.161394748207811","0.130732145663104","0.192057350752519"
"ja","2009","16-34 Jahre alt","AkademikerInnen","179","0.327251439154894","0.284419789690089","0.370083088619698"
"ja","2009","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2009","35-65 Jahre alt","Hauptschulabschluss","350","0.167501993464458","0.151172988774793","0.183830998154124"
"ja","2009","35-65 Jahre alt","Realschulabschluss","607","0.250490303197634","0.233226976267861","0.267753630127406"
"ja","2009","35-65 Jahre alt","(Fach-)Abitur","179","0.248954987844267","0.217435994289944","0.28047398139859"
"ja","2009","35-65 Jahre alt","AkademikerInnen","859","0.355737676726052","0.335751091706541","0.375724261745563"
"ja","2009","66 und älter","(noch) kein Abschluss","","","",""
"ja","2009","66 und älter","Hauptschulabschluss","","","",""
"ja","2009","66 und älter","Realschulabschluss","","","",""
"ja","2009","66 und älter","(Fach-)Abitur","","","",""
"ja","2009","66 und älter","AkademikerInnen","","","",""
"nein","2009","16-34 Jahre alt","(noch) kein Abschluss","52","0.925402475718651","0.85532495203214","0.995479999405161"
"nein","2009","16-34 Jahre alt","Hauptschulabschluss","368","0.883362625731031","0.852809648232227","0.913915603229834"
"nein","2009","16-34 Jahre alt","Realschulabschluss","713","0.821914156868045","0.796299673021839","0.847528640714251"
"nein","2009","16-34 Jahre alt","(Fach-)Abitur","443","0.838605251792189","0.807942649247481","0.869267854336896"
"nein","2009","16-34 Jahre alt","AkademikerInnen","282","0.672748560845106","0.629916911380302","0.715580210309911"
"nein","2009","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"nein","2009","35-65 Jahre alt","Hauptschulabschluss","1659","0.832498006535542","0.816169001845876","0.848827011225207"
"nein","2009","35-65 Jahre alt","Realschulabschluss","1813","0.749509696802366","0.732246369872594","0.766773023732139"
"nein","2009","35-65 Jahre alt","(Fach-)Abitur","544","0.751045012155733","0.71952601860141","0.782564005710056"
"nein","2009","35-65 Jahre alt","AkademikerInnen","1345","0.644262323273948","0.624275738254437","0.664248908293459"
"nein","2009","66 und älter","(noch) kein Abschluss","","","",""
"nein","2009","66 und älter","Hauptschulabschluss","92","0.96718712135628","0.931173932136816","1.00320031057574"
"nein","2009","66 und älter","Realschulabschluss","31","0.856885451939852","0.737405676532928","0.976365227346775"
"nein","2009","66 und älter","(Fach-)Abitur","","","",""
"nein","2009","66 und älter","AkademikerInnen","78","0.860954993155673","0.790635692940142","0.931274293371204"
"ja","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2010","16-34 Jahre alt","Hauptschulabschluss","69","0.120293011563806","0.0957341991080816","0.144851824019531"
"ja","2010","16-34 Jahre alt","Realschulabschluss","174","0.137492178330035","0.118270687439158","0.156713669220913"
"ja","2010","16-34 Jahre alt","(Fach-)Abitur","144","0.213179930942508","0.182796889034022","0.243562972850995"
"ja","2010","16-34 Jahre alt","AkademikerInnen","240","0.348031378077896","0.311126765387149","0.384935990768643"
"ja","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2010","35-65 Jahre alt","Hauptschulabschluss","402","0.17278967417075","0.157886090018777","0.187693258322723"
"ja","2010","35-65 Jahre alt","Realschulabschluss","743","0.255595581702993","0.240437389879929","0.270753773526057"
"ja","2010","35-65 Jahre alt","(Fach-)Abitur","271","0.257721174565513","0.232287007933035","0.283155341197991"
"ja","2010","35-65 Jahre alt","AkademikerInnen","1086","0.360336493677678","0.342857001476499","0.377815985878858"
"ja","2010","66 und älter","(noch) kein Abschluss","","","",""
"ja","2010","66 und älter","Hauptschulabschluss","","","",""
"ja","2010","66 und älter","Realschulabschluss","","","",""
"ja","2010","66 und älter","(Fach-)Abitur","","","",""
"ja","2010","66 und älter","AkademikerInnen","","","",""
"nein","2010","16-34 Jahre alt","(noch) kein Abschluss","73","0.920171933716991","0.860781650888251","0.979562216545732"
"nein","2010","16-34 Jahre alt","Hauptschulabschluss","605","0.879706988436194","0.855148175980469","0.904265800891918"
"nein","2010","16-34 Jahre alt","Realschulabschluss","1059","0.862507821669965","0.843286330779087","0.881729312560842"
"nein","2010","16-34 Jahre alt","(Fach-)Abitur","554","0.786820069057492","0.756437027149005","0.817203110965978"
"nein","2010","16-34 Jahre alt","AkademikerInnen","400","0.651968621922104","0.615064009231357","0.688873234612851"
"nein","2010","35-65 Jahre alt","(noch) kein Abschluss","62","0.941898817897196","0.887097162030351","0.996700473764041"
"nein","2010","35-65 Jahre alt","Hauptschulabschluss","2070","0.82721032582925","0.812306741677277","0.842113909981223"
"nein","2010","35-65 Jahre alt","Realschulabschluss","2438","0.744404418297007","0.729246226473943","0.759562610120071"
"nein","2010","35-65 Jahre alt","(Fach-)Abitur","865","0.742278825434487","0.716844658802009","0.767712992066965"
"nein","2010","35-65 Jahre alt","AkademikerInnen","1812","0.639663506322322","0.622184014121142","0.657142998523501"
"nein","2010","66 und älter","(noch) kein Abschluss","","","",""
"nein","2010","66 und älter","Hauptschulabschluss","72","0.975219960503442","0.939801105366967","1.01063881563992"
"nein","2010","66 und älter","Realschulabschluss","","","",""
"nein","2010","66 und älter","(Fach-)Abitur","","","",""
"nein","2010","66 und älter","AkademikerInnen","66","0.815440509651675","0.729348048736841","0.901532970566509"
"ja","2011","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2011","16-34 Jahre alt","Hauptschulabschluss","71","0.111880029319891","0.0891839369271025","0.134576121712679"
"ja","2011","16-34 Jahre alt","Realschulabschluss","210","0.168175690225644","0.147929460573346","0.188421919877942"
"ja","2011","16-34 Jahre alt","(Fach-)Abitur","170","0.207885716905673","0.179334575278509","0.236436858532838"
"ja","2011","16-34 Jahre alt","AkademikerInnen","254","0.320001645413889","0.285952164513389","0.354051126314389"
"ja","2011","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2011","35-65 Jahre alt","Hauptschulabschluss","488","0.17632450073026","0.162660049348475","0.189988952112046"
"ja","2011","35-65 Jahre alt","Realschulabschluss","962","0.252661954444506","0.239090115205214","0.266233793683798"
"ja","2011","35-65 Jahre alt","(Fach-)Abitur","353","0.251261758817964","0.228982763165975","0.273540754469952"
"ja","2011","35-65 Jahre alt","AkademikerInnen","1326","0.376228123592238","0.360020737620674","0.392435509563802"
"ja","2011","66 und älter","(noch) kein Abschluss","","","",""
"ja","2011","66 und älter","Hauptschulabschluss","","","",""
"ja","2011","66 und älter","Realschulabschluss","","","",""
"ja","2011","66 und älter","(Fach-)Abitur","","","",""
"ja","2011","66 und älter","AkademikerInnen","","","",""
"nein","2011","16-34 Jahre alt","(noch) kein Abschluss","92","0.93420432585876","0.885611998704124","0.982796653013396"
"nein","2011","16-34 Jahre alt","Hauptschulabschluss","670","0.888119970680109","0.865423878287321","0.910816063072898"
"nein","2011","16-34 Jahre alt","Realschulabschluss","1101","0.831824309774356","0.811578080122058","0.852070539426654"
"nein","2011","16-34 Jahre alt","(Fach-)Abitur","606","0.792114283094327","0.763563141467162","0.820665424721491"
"nein","2011","16-34 Jahre alt","AkademikerInnen","467","0.679998354586111","0.645948873685611","0.714047835486611"
"nein","2011","35-65 Jahre alt","(noch) kein Abschluss","97","0.843473118214436","0.775571232037423","0.91137500439145"
"nein","2011","35-65 Jahre alt","Hauptschulabschluss","2500","0.82367549926974","0.810011047887954","0.837339950651525"
"nein","2011","35-65 Jahre alt","Realschulabschluss","2976","0.747338045555494","0.733766206316202","0.760909884794786"
"nein","2011","35-65 Jahre alt","(Fach-)Abitur","1103","0.748738241182036","0.726459245530048","0.771017236834025"
"nein","2011","35-65 Jahre alt","AkademikerInnen","2106","0.623771876407762","0.607564490436198","0.639979262379326"
"nein","2011","66 und älter","(noch) kein Abschluss","","","",""
"nein","2011","66 und älter","Hauptschulabschluss","73","0.951639315778069","0.904629829639006","0.998648801917133"
"nein","2011","66 und älter","Realschulabschluss","","","",""
"nein","2011","66 und älter","(Fach-)Abitur","","","",""
"nein","2011","66 und älter","AkademikerInnen","67","0.796640905280052","0.708987522215979","0.884294288344125"
"ja","2012","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2012","16-34 Jahre alt","Hauptschulabschluss","66","0.107712956599386","0.0851929419737634","0.130232971225008"
"ja","2012","16-34 Jahre alt","Realschulabschluss","186","0.162362908798584","0.141321323887074","0.183404493710093"
"ja","2012","16-34 Jahre alt","(Fach-)Abitur","172","0.229872591786832","0.200018029495969","0.259727154077694"
"ja","2012","16-34 Jahre alt","AkademikerInnen","234","0.346787284700823","0.310282449008621","0.383292120393025"
"ja","2012","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2012","35-65 Jahre alt","Hauptschulabschluss","492","0.178366455241035","0.164404534501462","0.192328375980609"
"ja","2012","35-65 Jahre alt","Realschulabschluss","936","0.24675807371852","0.233303108909657","0.260213038527383"
"ja","2012","35-65 Jahre alt","(Fach-)Abitur","362","0.254914862654316","0.232874757937422","0.27695496737121"
"ja","2012","35-65 Jahre alt","AkademikerInnen","1315","0.37479110670897","0.35847680455778","0.39110540886016"
"ja","2012","66 und älter","(noch) kein Abschluss","","","",""
"ja","2012","66 und älter","Hauptschulabschluss","","","",""
"ja","2012","66 und älter","Realschulabschluss","","","",""
"ja","2012","66 und älter","(Fach-)Abitur","","","",""
"ja","2012","66 und älter","AkademikerInnen","","","",""
"nein","2012","16-34 Jahre alt","(noch) kein Abschluss","109","0.948954849701044","0.908553517707792","0.989356181694297"
"nein","2012","16-34 Jahre alt","Hauptschulabschluss","662","0.892287043400614","0.869767028774992","0.914807058026237"
"nein","2012","16-34 Jahre alt","Realschulabschluss","994","0.837637091201416","0.816595506289907","0.858678676112926"
"nein","2012","16-34 Jahre alt","(Fach-)Abitur","591","0.770127408213168","0.740272845922306","0.799981970504031"
"nein","2012","16-34 Jahre alt","AkademikerInnen","419","0.653212715299177","0.616707879606975","0.689717550991379"
"nein","2012","35-65 Jahre alt","(noch) kein Abschluss","100","0.902924870210563","0.848094790490009","0.957754949931117"
"nein","2012","35-65 Jahre alt","Hauptschulabschluss","2396","0.821633544758965","0.807671624019391","0.835595465498538"
"nein","2012","35-65 Jahre alt","Realschulabschluss","3008","0.75324192628148","0.739786961472617","0.766696891090343"
"nein","2012","35-65 Jahre alt","(Fach-)Abitur","1140","0.745085137345684","0.72304503262879","0.767125242062578"
"nein","2012","35-65 Jahre alt","AkademikerInnen","2067","0.62520889329103","0.60889459113984","0.64152319544222"
"nein","2012","66 und älter","(noch) kein Abschluss","","","",""
"nein","2012","66 und älter","Hauptschulabschluss","73","0.956592007902189","0.911657212549596","1.00152680325478"
"nein","2012","66 und älter","Realschulabschluss","","","",""
"nein","2012","66 und älter","(Fach-)Abitur","","","",""
"nein","2012","66 und älter","AkademikerInnen","60","0.778923343573835","0.683071461151863","0.874775225995807"
"ja","2013","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2013","16-34 Jahre alt","Hauptschulabschluss","94","0.116144411022854","0.0962063891005849","0.136082432945123"
"ja","2013","16-34 Jahre alt","Realschulabschluss","224","0.164334423750785","0.145107197628251","0.18356164987332"
"ja","2013","16-34 Jahre alt","(Fach-)Abitur","202","0.246026586792003","0.219224951590622","0.272828221993383"
"ja","2013","16-34 Jahre alt","AkademikerInnen","302","0.327085792385657","0.295472218260354","0.35869936651096"
"ja","2013","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2013","35-65 Jahre alt","Hauptschulabschluss","496","0.166071850995741","0.153279453780588","0.178864248210894"
"ja","2013","35-65 Jahre alt","Realschulabschluss","902","0.251340531285605","0.237351969329247","0.265329093241962"
"ja","2013","35-65 Jahre alt","(Fach-)Abitur","422","0.258236373505762","0.238173114993605","0.278299632017918"
"ja","2013","35-65 Jahre alt","AkademikerInnen","1326","0.416115515629528","0.399566631309123","0.432664399949934"
"ja","2013","66 und älter","(noch) kein Abschluss","","","",""
"ja","2013","66 und älter","Hauptschulabschluss","","","",""
"ja","2013","66 und älter","Realschulabschluss","","","",""
"ja","2013","66 und älter","(Fach-)Abitur","","","",""
"ja","2013","66 und älter","AkademikerInnen","","","",""
"nein","2013","16-34 Jahre alt","(noch) kein Abschluss","162","0.909633018073983","0.867275573215584","0.951990462932382"
"nein","2013","16-34 Jahre alt","Hauptschulabschluss","898","0.883855588977146","0.863917567054877","0.903793610899415"
"nein","2013","16-34 Jahre alt","Realschulabschluss","1203","0.835665576249214","0.81643835012668","0.854892802371749"
"nein","2013","16-34 Jahre alt","(Fach-)Abitur","790","0.753973413207997","0.727171778006617","0.780775048409378"
"nein","2013","16-34 Jahre alt","AkademikerInnen","544","0.672914207614343","0.64130063348904","0.704527781739646"
"nein","2013","35-65 Jahre alt","(noch) kein Abschluss","171","0.892451488175371","0.847928312786595","0.936974663564147"
"nein","2013","35-65 Jahre alt","Hauptschulabschluss","2755","0.833928149004259","0.821135751789106","0.846720546219412"
"nein","2013","35-65 Jahre alt","Realschulabschluss","2792","0.748659468714395","0.734670906758038","0.762648030670753"
"nein","2013","35-65 Jahre alt","(Fach-)Abitur","1406","0.741763626494239","0.721700367982082","0.761826885006396"
"nein","2013","35-65 Jahre alt","AkademikerInnen","2082","0.583884484370471","0.567335600050066","0.600433368690877"
"nein","2013","66 und älter","(noch) kein Abschluss","","","",""
"nein","2013","66 und älter","Hauptschulabschluss","65","0.839408831830145","0.757929326167849","0.92088833749244"
"nein","2013","66 und älter","Realschulabschluss","","","",""
"nein","2013","66 und älter","(Fach-)Abitur","","","",""
"nein","2013","66 und älter","AkademikerInnen","33","0.737719123497493","0.604688299910137","0.870749947084849"
"ja","2014","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2014","16-34 Jahre alt","Hauptschulabschluss","67","0.0866019009132859","0.0673045908145522","0.10589921101202"
"ja","2014","16-34 Jahre alt","Realschulabschluss","192","0.162644812047809","0.14142605246136","0.183863571634259"
"ja","2014","16-34 Jahre alt","(Fach-)Abitur","198","0.269168282703527","0.240012960459849","0.298323604947205"
"ja","2014","16-34 Jahre alt","AkademikerInnen","253","0.356962896751268","0.322015965382952","0.391909828119583"
"ja","2014","35-65 Jahre alt","(noch) kein Abschluss","","","",""
