year,sex,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,female,At least once per month,0.12427,1073,6556,0.11628,0.13225
1997,female,Seldom,0.30208,2541,6556,0.29097,0.31320
1997,female,Never,0.34756,2537,6556,0.33603,0.35908
1998,male,At least once per week,0.04735,469,6871,0.04233,0.05237
1998,male,At least once per month,0.14622,1238,6871,0.13787,0.15458
1998,male,Seldom,0.31444,2709,6871,0.30346,0.32542
1998,male,Never,0.30594,2455,6871,0.29505,0.31684
1998,female,At least once per week,0.03548,353,7298,0.03123,0.03972
1998,female,At least once per month,0.12648,1194,7298,0.11885,0.13411
1998,female,Seldom,0.29582,2779,7298,0.28535,0.30629
1998,female,Never,0.36810,2972,7298,0.35703,0.37916
1999,male,At least once per week,0.07361,650,6579,0.06730,0.07992
1999,male,At least once per month,0.16244,1329,6579,0.15353,0.17136
1999,male,Seldom,0.34223,2822,6579,0.33076,0.35370
1999,male,Never,0.23702,1778,6579,0.22674,0.24729
1999,female,At least once per week,0.04614,440,7013,0.04123,0.05105
1999,female,At least once per month,0.12000,1165,7013,0.11239,0.12760
1999,female,Seldom,0.33226,2974,7013,0.32124,0.34329
1999,female,Never,0.32929,2434,7013,0.31829,0.34029
2001,male,At least once per week,0.07220,976,10457,0.06724,0.07717
2001,male,At least once per month,0.15738,2022,10457,0.15040,0.16436
2001,male,Seldom,0.32063,4193,10457,0.31168,0.32957
2001,male,Never,0.26440,3266,10457,0.25595,0.27285
2001,female,At least once per week,0.04738,697,11304,0.04346,0.05130
2001,female,At least once per month,0.12763,1926,11304,0.12148,0.13378
2001,female,Seldom,0.31104,4515,11304,0.30251,0.31958
2001,female,Never,0.34169,4166,11304,0.33294,0.35043
2003,male,At least once per week,0.04208,582,10640,0.03826,0.04589
2003,male,At least once per month,0.14187,1898,10640,0.13524,0.14850
2003,male,Seldom,0.32435,4434,10640,0.31546,0.33325
2003,male,Never,0.31301,3726,10640,0.30420,0.32183
2003,female,At least once per week,0.03173,507,11434,0.02852,0.03494
2003,female,At least once per month,0.13049,2009,11434,0.12432,0.13667
2003,female,Seldom,0.30405,4564,11434,0.29562,0.31248
2003,female,Never,0.36855,4354,11434,0.35971,0.37739
2005,male,At least once per week,0.06464,781,9851,0.05978,0.06950
2005,male,At least once per month,0.16148,1904,9851,0.15421,0.16874
2005,male,Seldom,0.35627,4384,9851,0.34681,0.36573
2005,male,Never,0.24569,2782,9851,0.23719,0.25419
2005,female,At least once per week,0.03929,569,10742,0.03561,0.04296
2005,female,At least once per month,0.13632,1912,10742,0.12983,0.14281
2005,female,Seldom,0.34843,4710,10742,0.33941,0.35744
2005,female,Never,0.31892,3551,10742,0.31011,0.32774
2007,male,At least once per week,0.06048,686,9722,0.05574,0.06522
2007,male,At least once per month,0.15252,1842,9722,0.14537,0.15967
2007,male,Seldom,0.36247,4382,9722,0.35292,0.37203
2007,male,Never,0.24535,2812,9722,0.23679,0.25390
2007,female,At least once per week,0.03567,513,10679,0.03215,0.03919
2007,female,At least once per month,0.13193,1817,10679,0.12551,0.13835
2007,female,Seldom,0.35846,4791,10679,0.34937,0.36756
2007,female,Never,0.31017,3558,10679,0.30140,0.31895
2008,male,At least once per week,0.03351,334,9180,0.02983,0.03720
2008,male,At least once per month,0.14227,1471,9180,0.13512,0.14941
2008,male,Seldom,0.35001,3998,9180,0.34025,0.35977
2008,male,Never,0.30335,3377,9180,0.29394,0.31275
2008,female,At least once per week,0.02486,310,10074,0.02182,0.02790
2008,female,At least once per month,0.12586,1606,10074,0.11938,0.13234
2008,female,Seldom,0.33903,4267,10074,0.32979,0.34828
2008,female,Never,0.35383,3891,10074,0.34449,0.36316
2009,male,At least once per week,0.05710,563,8568,0.05218,0.06201
2009,male,At least once per month,0.16649,1618,8568,0.15860,0.17438
2009,male,Seldom,0.38555,4060,8568,0.37524,0.39585
2009,male,Never,0.22253,2327,8568,0.21372,0.23134
2009,female,At least once per week,0.03717,412,9364,0.03334,0.04101
2009,female,At least once per month,0.13542,1556,9364,0.12849,0.14235
2009,female,Seldom,0.38183,4423,9364,0.37199,0.39167
2009,female,Never,0.28959,2973,9364,0.28040,0.29878
2011,male,At least once per week,0.05341,757,12802,0.04952,0.05731
2011,male,At least once per month,0.16204,2287,12802,0.15565,0.16842
2011,male,Seldom,0.37503,6096,12802,0.36665,0.38342
2011,male,Never,0.23375,3662,12802,0.22641,0.24108
2011,female,At least once per week,0.03782,618,15479,0.03482,0.04083
2011,female,At least once per month,0.14499,2575,15479,0.13944,0.15054
2011,female,Seldom,0.36130,7445,15479,0.35374,0.36887
2011,female,Never,0.29762,4841,15479,0.29041,0.30482
2013,male,At least once per week,0.02506,307,11504,0.02221,0.02792
2013,male,At least once per month,0.13966,2052,11504,0.13332,0.14599
2013,male,Seldom,0.33420,5440,11504,0.32558,0.34282
2013,male,Never,0.25128,3705,11504,0.24335,0.25921
2013,female,At least once per week,0.01683,296,13916,0.01469,0.01896
2013,female,At least once per month,0.14103,2644,13916,0.13525,0.14681
2013,female,Seldom,0.33140,6619,13916,0.32358,0.33922
2013,female,Never,0.28095,4357,13916,0.27348,0.28842
2015,male,At least once per week,0.04179,564,12284,0.03825,0.04533
2015,male,At least once per month,0.17082,2357,12284,0.16417,0.17748
2015,male,Seldom,0.38657,5885,12284,0.37795,0.39518
2015,male,Never,0.23796,3478,12284,0.23043,0.24549
2015,female,At least once per week,0.02479,438,14430,0.02225,0.02733
2015,female,At least once per month,0.15121,2638,14430,0.14536,0.15705
2015,female,Seldom,0.39189,7170,14430,0.38392,0.39985
2015,female,Never,0.27738,4184,14430,0.27008,0.28469
2017,male,At least once per week,0.04740,721,14501,0.04394,0.05086
2017,male,At least once per month,0.19065,2961,14501,0.18426,0.19704
2017,male,Seldom,0.38034,6334,14501,0.37244,0.38824
2017,male,Never,0.21133,4485,14501,0.20469,0.21798
2017,female,At least once per week,0.02571,478,15966,0.02325,0.02816
2017,female,At least once per month,0.17551,3154,15966,0.16961,0.18141
2017,female,Seldom,0.38166,7216,15966,0.37412,0.38919
2017,female,Never,0.26083,5118,15966,0.25402,0.26764
2018,male,At least once per week,0.00024,55,1866,-0.00046,0.00094
2018,male,At least once per month,0.00122,200,1866,-0.00037,0.00280
2018,male,Seldom,0.00176,417,1866,-0.00014,0.00366
2018,male,Never,0.00410,1194,1866,0.00120,0.00699
2018,female,At least once per month,0.00025,71,1268,-0.00062,0.00112
2018,female,Seldom,0.00067,223,1268,-0.00075,0.00210
2018,female,Never,0.00272,974,1268,-0.00015,0.00559
2019,male,At least once per week,0.01721,290,14092,0.01507,0.01936
2019,male,At least once per month,0.18076,2804,14092,0.17441,0.18711
2019,male,Seldom,0.38246,6309,14092,0.37444,0.39049
2019,male,Never,0.24911,4689,14092,0.24197,0.25625
2019,female,At least once per week,0.01750,302,14677,0.01538,0.01962
2019,female,At least once per month,0.16920,2925,14677,0.16313,0.17527
2019,female,Seldom,0.37389,6687,14677,0.36606,0.38172
2019,female,Never,0.28255,4763,14677,0.27527,0.28984
