year,regtyp,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Rural regions,Never,0.30631,3198,9292,0.29694,0.31569
2015,Urban regions,At least once per week,0.03426,676,17437,0.03156,0.03696
2015,Urban regions,At least once per month,0.17478,3490,17437,0.16914,0.18042
2015,Urban regions,Seldom,0.38231,8376,17437,0.37510,0.38952
2015,Urban regions,Never,0.24834,4895,17437,0.24193,0.25475
2015,Rural regions,At least once per week,0.03081,326,9277,0.02729,0.03432
2015,Rural regions,At least once per month,0.13137,1505,9277,0.12449,0.13824
2015,Rural regions,Seldom,0.40398,4679,9277,0.39399,0.41396
2015,Rural regions,Never,0.27837,2767,9277,0.26925,0.28750
2017,Urban regions,At least once per week,0.03720,804,19871,0.03457,0.03983
2017,Urban regions,At least once per month,0.19375,4199,19871,0.18825,0.19924
2017,Urban regions,Seldom,0.37304,8655,19871,0.36631,0.37976
2017,Urban regions,Never,0.23105,6213,19871,0.22519,0.23691
2017,Rural regions,At least once per week,0.03484,395,10596,0.03135,0.03833
2017,Rural regions,At least once per month,0.15949,1916,10596,0.15252,0.16647
2017,Rural regions,Seldom,0.39842,4895,10596,0.38909,0.40774
2017,Rural regions,Never,0.24776,3390,10596,0.23954,0.25598
2018,Urban regions,At least once per week,0.00014,47,2304,-0.00034,0.00062
2018,Urban regions,At least once per month,0.00076,200,2304,-0.00037,0.00189
2018,Urban regions,Seldom,0.00129,502,2304,-0.00018,0.00276
2018,Urban regions,Never,0.00358,1555,2304,0.00114,0.00602
2018,Rural regions,At least once per month,0.00065,71,822,-0.00109,0.00240
2018,Rural regions,Seldom,0.00103,138,822,-0.00116,0.00323
2018,Rural regions,Never,0.00302,613,822,-0.00073,0.00677
2019,Urban regions,At least once per week,0.01966,409,18609,0.01767,0.02166
2019,Urban regions,At least once per month,0.18200,3854,18609,0.17646,0.18755
2019,Urban regions,Seldom,0.37696,8297,18609,0.36999,0.38392
2019,Urban regions,Never,0.25686,6049,18609,0.25058,0.26313
2019,Rural regions,At least once per week,0.01063,149,9613,0.00858,0.01268
2019,Rural regions,At least once per month,0.15258,1695,9613,0.14539,0.15977
2019,Rural regions,Seldom,0.38197,4466,9613,0.37226,0.39169
2019,Rural regions,Never,0.29192,3303,9613,0.28283,0.30101
