year,sampreg,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,West,Never,0.30552,3273,9118,0.29606,0.31497
1997,East,At least once per week,0.06374,298,3611,0.05577,0.07170
1997,East,At least once per month,0.12001,595,3611,0.10941,0.13061
1997,East,Seldom,0.33840,1593,3611,0.32296,0.35383
1997,East,Never,0.30683,1125,3611,0.29179,0.32188
1998,West,At least once per week,0.04064,574,10318,0.03683,0.04445
1998,West,At least once per month,0.13981,1832,10318,0.13312,0.14650
1998,West,Seldom,0.30008,3864,10318,0.29124,0.30892
1998,West,Never,0.33644,4048,10318,0.32732,0.34555
1998,East,At least once per week,0.04402,248,3851,0.03754,0.05050
1998,East,At least once per month,0.12036,600,3851,0.11008,0.13064
1998,East,Seldom,0.32563,1624,3851,0.31083,0.34044
1998,East,Never,0.34322,1379,3851,0.32822,0.35822
1999,West,At least once per week,0.05969,782,9837,0.05501,0.06437
1999,West,At least once per month,0.14001,1804,9837,0.13315,0.14686
1999,West,Seldom,0.33124,4046,9837,0.32194,0.34054
1999,West,Never,0.28700,3205,9837,0.27806,0.29594
1999,East,At least once per week,0.05907,308,3755,0.05153,0.06661
1999,East,At least once per month,0.14407,690,3755,0.13283,0.15530
1999,East,Seldom,0.36311,1750,3755,0.34773,0.37850
1999,East,Never,0.27161,1007,3755,0.25738,0.28584
2001,West,At least once per week,0.06015,1282,16353,0.05651,0.06380
2001,West,At least once per month,0.13947,2921,16353,0.13416,0.14478
2001,West,Seldom,0.31014,6402,16353,0.30305,0.31723
2001,West,Never,0.30454,5748,16353,0.29748,0.31159
2001,East,At least once per week,0.05679,391,5408,0.05062,0.06296
2001,East,At least once per month,0.15438,1027,5408,0.14475,0.16401
2001,East,Seldom,0.34072,2306,5408,0.32808,0.35335
2001,East,Never,0.30074,1684,5408,0.28852,0.31297
2003,West,At least once per week,0.03685,828,16745,0.03400,0.03970
2003,West,At least once per month,0.13376,2989,16745,0.12861,0.13892
2003,West,Seldom,0.30845,6699,16745,0.30145,0.31544
2003,West,Never,0.34091,6229,16745,0.33373,0.34809
2003,East,At least once per week,0.03659,261,5329,0.03154,0.04163
2003,East,At least once per month,0.14651,918,5329,0.13702,0.15601
2003,East,Seldom,0.33914,2299,5329,0.32643,0.35186
2003,East,Never,0.34318,1851,5329,0.33043,0.35593
2005,West,At least once per week,0.05258,1060,15578,0.04907,0.05608
2005,West,At least once per month,0.14849,2953,15578,0.14291,0.15407
2005,West,Seldom,0.34435,6718,15578,0.33689,0.35181
2005,West,Never,0.28303,4847,15578,0.27595,0.29010
2005,East,At least once per week,0.04784,290,5015,0.04194,0.05375
2005,East,At least once per month,0.14942,863,5015,0.13956,0.15929
2005,East,Seldom,0.38838,2376,5015,0.37489,0.40187
2005,East,Never,0.28286,1486,5015,0.27039,0.29532
2007,West,At least once per week,0.04840,934,15416,0.04501,0.05179
2007,West,At least once per month,0.14178,2850,15416,0.13628,0.14729
2007,West,Seldom,0.35260,6763,15416,0.34506,0.36015
2007,West,Never,0.27681,4869,15416,0.26975,0.28387
2007,East,At least once per week,0.04539,265,4985,0.03961,0.05117
2007,East,At least once per month,0.14321,809,4985,0.13348,0.15293
2007,East,Seldom,0.39587,2410,4985,0.38229,0.40944
2007,East,Never,0.28527,1501,4985,0.27273,0.29780
2008,West,At least once per week,0.02980,522,14493,0.02703,0.03257
2008,West,At least once per month,0.13300,2355,14493,0.12747,0.13853
2008,West,Seldom,0.34097,6125,14493,0.33325,0.34869
2008,West,Never,0.32453,5491,14493,0.31691,0.33215
2008,East,At least once per week,0.02592,122,4761,0.02141,0.03044
2008,East,At least once per month,0.13813,722,4761,0.12833,0.14793
2008,East,Seldom,0.36031,2140,4761,0.34667,0.37395
2008,East,Never,0.34979,1777,4761,0.33624,0.36333
2009,West,At least once per week,0.04731,779,13408,0.04371,0.05090
2009,West,At least once per month,0.15274,2458,13408,0.14665,0.15883
2009,West,Seldom,0.37491,6165,13408,0.36671,0.38310
2009,West,Never,0.25688,4006,13408,0.24949,0.26428
2009,East,At least once per week,0.04544,196,4524,0.03937,0.05151
2009,East,At least once per month,0.14150,716,4524,0.13134,0.15166
2009,East,Seldom,0.42290,2318,4524,0.40850,0.43730
2009,East,Never,0.25551,1294,4524,0.24280,0.26822
2011,West,At least once per week,0.04634,1135,21993,0.04356,0.04912
2011,West,At least once per month,0.15733,3940,21993,0.15252,0.16214
2011,West,Seldom,0.35868,10313,21993,0.35234,0.36501
2011,West,Never,0.26482,6605,21993,0.25899,0.27066
2011,East,At least once per week,0.04130,240,6288,0.03638,0.04622
2011,East,At least once per month,0.13467,922,6288,0.12623,0.14311
2011,East,Seldom,0.41156,3228,6288,0.39940,0.42373
2011,East,Never,0.27346,1898,6288,0.26244,0.28448
2013,West,At least once per week,0.02200,508,19722,0.01995,0.02404
2013,West,At least once per month,0.14308,3823,19722,0.13819,0.14796
2013,West,Seldom,0.32413,9362,19722,0.31760,0.33066
2013,West,Never,0.25495,6029,19722,0.24887,0.26103
2013,East,At least once per week,0.01555,95,5698,0.01234,0.01876
2013,East,At least once per month,0.12751,873,5698,0.11885,0.13618
2013,East,Seldom,0.37351,2697,5698,0.36094,0.38607
2013,East,Never,0.32031,2033,5698,0.30819,0.33242
2015,West,At least once per week,0.03480,856,21326,0.03234,0.03726
2015,West,At least once per month,0.16446,4126,21326,0.15948,0.16943
2015,West,Seldom,0.38501,10291,21326,0.37848,0.39155
2015,West,Never,0.25408,6053,21326,0.24824,0.25993
2015,East,At least once per week,0.02540,146,5388,0.02120,0.02961
2015,East,At least once per month,0.14386,869,5388,0.13448,0.15323
2015,East,Seldom,0.40931,2764,5388,0.39618,0.42245
2015,East,Never,0.27635,1609,5388,0.26441,0.28829
2017,West,At least once per week,0.03726,991,24303,0.03488,0.03964
2017,West,At least once per month,0.18721,5035,24303,0.18230,0.19211
2017,West,Seldom,0.37636,10638,24303,0.37027,0.38245
2017,West,Never,0.23395,7639,24303,0.22863,0.23928
2017,East,At least once per week,0.03259,208,6164,0.02815,0.03702
2017,East,At least once per month,0.16271,1080,6164,0.15349,0.17192
2017,East,Seldom,0.40338,2912,6164,0.39113,0.41563
2017,East,Never,0.24758,1964,6164,0.23680,0.25836
2018,West,At least once per week,0.00015,64,2675,-0.00031,0.00062
2018,West,At least once per month,0.00073,227,2675,-0.00029,0.00176
2018,West,Seldom,0.00123,564,2675,-0.00010,0.00256
2018,West,Never,0.00340,1820,2675,0.00119,0.00561
2018,East,At least once per month,0.00070,44,468,-0.00170,0.00311
2018,East,Seldom,0.00112,76,468,-0.00191,0.00415
2018,East,Never,0.00342,348,468,-0.00187,0.00872
2019,West,At least once per week,0.01739,472,22736,0.01569,0.01909
2019,West,At least once per month,0.17969,4670,22736,0.17470,0.18468
2019,West,Seldom,0.37333,10113,22736,0.36704,0.37962
2019,West,Never,0.26394,7481,22736,0.25821,0.26967
2019,East,At least once per week,0.01649,110,5964,0.01326,0.01972
2019,East,At least once per month,0.15078,1037,5964,0.14170,0.15986
2019,East,Seldom,0.40133,2858,5964,0.38889,0.41378
2019,East,Never,0.27656,1959,5964,0.26521,0.28792
