year,age_gr,migback,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,30-45 y.,Direct migration background,At least once per month,0.11590,83,926,0.09527,0.13652
1988,30-45 y.,Direct migration background,Seldom,0.35228,256,926,0.32149,0.38306
1988,30-45 y.,Direct migration background,Never,0.48328,552,926,0.45108,0.51549
1988,46-65 y.,No migration background,At least once per week,0.02912,63,2166,0.02204,0.03620
1988,46-65 y.,No migration background,At least once per month,0.05877,128,2166,0.04886,0.06868
1988,46-65 y.,No migration background,Seldom,0.31340,716,2166,0.29386,0.33294
1988,46-65 y.,No migration background,Never,0.58454,1259,2166,0.56378,0.60530
1988,46-65 y.,Direct migration background,At least once per month,0.06190,40,882,0.04599,0.07781
1988,46-65 y.,Direct migration background,Seldom,0.21663,160,882,0.18943,0.24384
1988,46-65 y.,Direct migration background,Never,0.68783,682,882,0.65723,0.71843
1988,66 and older,No migration background,Seldom,0.09506,93,933,0.07623,0.11389
1988,66 and older,No migration background,Never,0.86592,840,933,0.84404,0.88780
1988,66 and older,Direct migration background,Never,0.82588,52,52,0.72181,0.92996
1990,17-29 y.,No migration background,At least once per week,0.20544,631,2875,0.19067,0.22022
1990,17-29 y.,No migration background,At least once per month,0.33671,888,2875,0.31943,0.35399
1990,17-29 y.,No migration background,Seldom,0.35229,1049,2875,0.33483,0.36976
1990,17-29 y.,No migration background,Never,0.09927,307,2875,0.08834,0.11020
1990,17-29 y.,Direct migration background,At least once per week,0.15684,95,699,0.12986,0.18381
1990,17-29 y.,Direct migration background,At least once per month,0.26130,175,699,0.22871,0.29390
1990,17-29 y.,Direct migration background,Seldom,0.30385,178,699,0.26973,0.33797
1990,17-29 y.,Direct migration background,Never,0.27056,251,699,0.23761,0.30352
1990,17-29 y.,Indirect migration background,At least once per week,0.23080,60,261,0.17958,0.28201
1990,17-29 y.,Indirect migration background,At least once per month,0.39186,106,261,0.33252,0.45120
1990,17-29 y.,Indirect migration background,Seldom,0.25738,60,261,0.20424,0.31052
1990,17-29 y.,Indirect migration background,Never,0.11816,35,261,0.07893,0.15740
1990,30-45 y.,No migration background,At least once per week,0.02720,93,3399,0.02173,0.03267
1990,30-45 y.,No migration background,At least once per month,0.14296,450,3399,0.13119,0.15472
1990,30-45 y.,No migration background,Seldom,0.55358,1984,3399,0.53686,0.57029
1990,30-45 y.,No migration background,Never,0.27451,872,3399,0.25951,0.28952
1990,30-45 y.,Direct migration background,At least once per month,0.11309,74,857,0.09187,0.13431
1990,30-45 y.,Direct migration background,Seldom,0.31690,206,857,0.28574,0.34807
1990,30-45 y.,Direct migration background,Never,0.55149,577,857,0.51818,0.58481
1990,46-65 y.,No migration background,At least once per month,0.05180,180,3209,0.04413,0.05947
1990,46-65 y.,No migration background,Seldom,0.32737,1191,3209,0.31113,0.34360
1990,46-65 y.,No migration background,Never,0.61048,1838,3209,0.59361,0.62736
1990,46-65 y.,Direct migration background,At least once per month,0.04854,39,977,0.03506,0.06202
1990,46-65 y.,Direct migration background,Seldom,0.22178,167,977,0.19572,0.24785
1990,46-65 y.,Direct migration background,Never,0.71159,771,977,0.68317,0.74002
1990,66 and older,No migration background,Seldom,0.07667,113,1318,0.06230,0.09104
1990,66 and older,No migration background,Never,0.89961,1205,1318,0.88338,0.91584
1990,66 and older,Direct migration background,Never,0.84601,90,90,0.77102,0.92100
1992,17-29 y.,No migration background,At least once per week,0.24071,614,2565,0.22416,0.25726
1992,17-29 y.,No migration background,At least once per month,0.34342,835,2565,0.32504,0.36180
1992,17-29 y.,No migration background,Seldom,0.33596,903,2565,0.31768,0.35425
1992,17-29 y.,No migration background,Never,0.07647,213,2565,0.06618,0.08675
1992,17-29 y.,Direct migration background,At least once per week,0.16494,91,627,0.13587,0.19402
1992,17-29 y.,Direct migration background,At least once per month,0.21337,137,627,0.18128,0.24547
1992,17-29 y.,Direct migration background,Seldom,0.33840,199,627,0.30134,0.37547
1992,17-29 y.,Direct migration background,Never,0.28107,200,627,0.24586,0.31629
1992,17-29 y.,Indirect migration background,At least once per week,0.30766,105,367,0.26038,0.35495
1992,17-29 y.,Indirect migration background,At least once per month,0.31697,128,367,0.26930,0.36464
1992,17-29 y.,Indirect migration background,Seldom,0.24151,91,367,0.19766,0.28536
1992,17-29 y.,Indirect migration background,Never,0.12517,43,367,0.09127,0.15907
1992,30-45 y.,No migration background,At least once per week,0.04897,128,3427,0.04174,0.05619
1992,30-45 y.,No migration background,At least once per month,0.15014,434,3427,0.13818,0.16210
1992,30-45 y.,No migration background,Seldom,0.55600,1965,3427,0.53936,0.57264
1992,30-45 y.,No migration background,Never,0.23970,900,3427,0.22541,0.25400
1992,30-45 y.,Direct migration background,At least once per week,0.06733,40,783,0.04977,0.08490
1992,30-45 y.,Direct migration background,At least once per month,0.12063,73,783,0.09780,0.14346
1992,30-45 y.,Direct migration background,Seldom,0.39071,275,783,0.35651,0.42491
1992,30-45 y.,Direct migration background,Never,0.40912,395,783,0.37466,0.44358
1992,46-65 y.,No migration background,At least once per week,0.02360,67,2974,0.01814,0.02905
1992,46-65 y.,No migration background,At least once per month,0.06014,167,2974,0.05159,0.06868
1992,46-65 y.,No migration background,Seldom,0.36801,1151,2974,0.35068,0.38535
1992,46-65 y.,No migration background,Never,0.52460,1589,2974,0.50665,0.54255
1992,46-65 y.,Direct migration background,At least once per month,0.05822,43,961,0.04341,0.07303
1992,46-65 y.,Direct migration background,Seldom,0.31156,230,961,0.28226,0.34085
1992,46-65 y.,Direct migration background,Never,0.59224,688,961,0.56116,0.62333
1992,66 and older,No migration background,Seldom,0.08320,114,1245,0.06785,0.09855
1992,66 and older,No migration background,Never,0.85857,1131,1245,0.83920,0.87793
1992,66 and older,Direct migration background,Never,0.75386,105,105,0.67107,0.83665
1994,17-29 y.,No migration background,At least once per week,0.26506,599,2370,0.24728,0.28283
1994,17-29 y.,No migration background,At least once per month,0.33692,773,2370,0.31789,0.35596
1994,17-29 y.,No migration background,Seldom,0.32578,822,2370,0.30691,0.34466
1994,17-29 y.,No migration background,Never,0.06614,176,2370,0.05613,0.07615
1994,17-29 y.,Direct migration background,At least once per week,0.17263,82,518,0.14006,0.20521
1994,17-29 y.,Direct migration background,At least once per month,0.24477,108,518,0.20771,0.28183
1994,17-29 y.,Direct migration background,Seldom,0.28328,157,518,0.24444,0.32212
1994,17-29 y.,Direct migration background,Never,0.28632,171,518,0.24735,0.32529
1994,17-29 y.,Indirect migration background,At least once per week,0.34087,155,435,0.29627,0.38546
1994,17-29 y.,Indirect migration background,At least once per month,0.36409,148,435,0.31882,0.40936
1994,17-29 y.,Indirect migration background,Seldom,0.21292,98,435,0.17441,0.25144
1994,17-29 y.,Indirect migration background,Never,0.07602,34,435,0.05108,0.10095
1994,30-45 y.,No migration background,At least once per week,0.04863,136,3376,0.04137,0.05588
1994,30-45 y.,No migration background,At least once per month,0.16299,504,3376,0.15053,0.17545
1994,30-45 y.,No migration background,Seldom,0.58332,1972,3376,0.56669,0.59996
1994,30-45 y.,No migration background,Never,0.20072,764,3376,0.18720,0.21423
1994,30-45 y.,Direct migration background,At least once per week,0.04873,32,709,0.03287,0.06459
1994,30-45 y.,Direct migration background,At least once per month,0.11120,69,709,0.08804,0.13436
1994,30-45 y.,Direct migration background,Seldom,0.46863,292,709,0.43187,0.50539
1994,30-45 y.,Direct migration background,Never,0.36407,316,709,0.32863,0.39951
1994,46-65 y.,No migration background,At least once per week,0.03202,77,2885,0.02559,0.03844
1994,46-65 y.,No migration background,At least once per month,0.06911,171,2885,0.05985,0.07836
1994,46-65 y.,No migration background,Seldom,0.37780,1126,2885,0.36010,0.39549
1994,46-65 y.,No migration background,Never,0.50116,1511,2885,0.48291,0.51941
1994,46-65 y.,Direct migration background,At least once per month,0.05696,46,922,0.04199,0.07193
1994,46-65 y.,Direct migration background,Seldom,0.30653,225,922,0.27676,0.33631
1994,46-65 y.,Direct migration background,Never,0.59031,651,922,0.55855,0.62207
1994,66 and older,No migration background,Seldom,0.12348,167,1261,0.10531,0.14164
1994,66 and older,No migration background,Never,0.82596,1094,1261,0.80502,0.84689
1994,66 and older,Direct migration background,Never,0.81877,138,138,0.75427,0.88328
1995,17-29 y.,No migration background,At least once per week,0.25413,554,2302,0.23634,0.27192
1995,17-29 y.,No migration background,At least once per month,0.36219,811,2302,0.34256,0.38183
1995,17-29 y.,No migration background,Seldom,0.30440,750,2302,0.28560,0.32321
1995,17-29 y.,No migration background,Never,0.07608,187,2302,0.06524,0.08691
1995,17-29 y.,Direct migration background,At least once per week,0.15643,84,601,0.12737,0.18550
1995,17-29 y.,Direct migration background,At least once per month,0.26166,146,601,0.22649,0.29683
1995,17-29 y.,Direct migration background,Seldom,0.28605,174,601,0.24989,0.32221
1995,17-29 y.,Direct migration background,Never,0.29152,197,601,0.25516,0.32789
1995,17-29 y.,Indirect migration background,At least once per week,0.32816,154,440,0.28423,0.37208
1995,17-29 y.,Indirect migration background,At least once per month,0.35960,148,440,0.31470,0.40449
1995,17-29 y.,Indirect migration background,Seldom,0.21928,89,440,0.18057,0.25798
1995,17-29 y.,Indirect migration background,Never,0.08795,49,440,0.06146,0.11445
1995,30-45 y.,No migration background,At least once per week,0.02847,86,3459,0.02293,0.03401
1995,30-45 y.,No migration background,At least once per month,0.17215,541,3459,0.15957,0.18473
1995,30-45 y.,No migration background,Seldom,0.54323,1936,3459,0.52662,0.55983
1995,30-45 y.,No migration background,Never,0.25267,896,3459,0.23819,0.26715
1995,30-45 y.,Direct migration background,At least once per month,0.13832,97,894,0.11568,0.16097
1995,30-45 y.,Direct migration background,Seldom,0.34370,296,894,0.31255,0.37485
1995,30-45 y.,Direct migration background,Never,0.46592,501,894,0.43320,0.49864
1995,46-65 y.,No migration background,At least once per month,0.04763,123,2881,0.03985,0.05541
1995,46-65 y.,No migration background,Seldom,0.35084,1055,2881,0.33341,0.36827
1995,46-65 y.,No migration background,Never,0.58579,1703,2881,0.56780,0.60378
1995,46-65 y.,Direct migration background,Seldom,0.27210,211,1010,0.24463,0.29956
1995,46-65 y.,Direct migration background,Never,0.69290,799,1010,0.66444,0.72136
1995,66 and older,No migration background,Seldom,0.09086,124,1278,0.07510,0.10663
1995,66 and older,No migration background,Never,0.88241,1154,1278,0.86474,0.90008
1995,66 and older,Direct migration background,Never,0.86315,186,186,0.81363,0.91268
1996,17-29 y.,No migration background,At least once per week,0.28648,605,2164,0.26743,0.30554
1996,17-29 y.,No migration background,At least once per month,0.37499,796,2164,0.35458,0.39539
1996,17-29 y.,No migration background,Seldom,0.28663,654,2164,0.26757,0.30569
1996,17-29 y.,No migration background,Never,0.05019,109,2164,0.04098,0.05939
1996,17-29 y.,Direct migration background,At least once per week,0.16147,75,532,0.13017,0.19277
1996,17-29 y.,Direct migration background,At least once per month,0.27967,143,532,0.24149,0.31784
1996,17-29 y.,Direct migration background,Seldom,0.32077,185,532,0.28107,0.36047
1996,17-29 y.,Direct migration background,Never,0.23303,129,532,0.19707,0.26898
1996,17-29 y.,Indirect migration background,At least once per week,0.33179,143,457,0.28857,0.37500
1996,17-29 y.,Indirect migration background,At least once per month,0.34440,156,457,0.30079,0.38802
1996,17-29 y.,Indirect migration background,Seldom,0.25467,118,457,0.21468,0.29466
1996,17-29 y.,Indirect migration background,Never,0.05669,40,457,0.03547,0.07792
1996,30-45 y.,No migration background,At least once per week,0.06746,187,3505,0.05915,0.07576
1996,30-45 y.,No migration background,At least once per month,0.22208,731,3505,0.20832,0.23585
1996,30-45 y.,No migration background,Seldom,0.54137,1980,3505,0.52487,0.55787
1996,30-45 y.,No migration background,Never,0.16431,607,3505,0.15204,0.17658
1996,30-45 y.,Direct migration background,At least once per month,0.15303,115,821,0.12839,0.17767
1996,30-45 y.,Direct migration background,Seldom,0.44410,352,821,0.41009,0.47811
1996,30-45 y.,Direct migration background,Never,0.35056,354,821,0.31790,0.38322
1996,46-65 y.,No migration background,At least once per week,0.03020,63,2896,0.02396,0.03643
1996,46-65 y.,No migration background,At least once per month,0.09520,263,2896,0.08450,0.10589
1996,46-65 y.,No migration background,Seldom,0.45383,1383,2896,0.43570,0.47197
1996,46-65 y.,No migration background,Never,0.41331,1187,2896,0.39538,0.43125
1996,46-65 y.,Direct migration background,At least once per month,0.07616,47,957,0.05935,0.09298
1996,46-65 y.,Direct migration background,Seldom,0.33822,270,957,0.30823,0.36821
1996,46-65 y.,Direct migration background,Never,0.55586,640,957,0.52436,0.58736
1996,66 and older,No migration background,At least once per month,0.03751,52,1282,0.02710,0.04791
1996,66 and older,No migration background,Seldom,0.14847,188,1282,0.12900,0.16794
1996,66 and older,No migration background,Never,0.78217,1042,1282,0.75957,0.80478
1996,66 and older,Direct migration background,Seldom,0.17641,33,220,0.12592,0.22689
1996,66 and older,Direct migration background,Never,0.78660,187,220,0.73233,0.84086
1997,17-29 y.,No migration background,At least once per week,0.26808,533,2069,0.24899,0.28717
1997,17-29 y.,No migration background,At least once per month,0.36090,748,2069,0.34020,0.38160
1997,17-29 y.,No migration background,Seldom,0.33245,695,2069,0.31215,0.35276
1997,17-29 y.,No migration background,Never,0.03550,93,2069,0.02752,0.04348
1997,17-29 y.,Direct migration background,At least once per week,0.11211,62,471,0.08358,0.14063
1997,17-29 y.,Direct migration background,At least once per month,0.30873,125,471,0.26696,0.35050
1997,17-29 y.,Direct migration background,Seldom,0.35265,175,471,0.30945,0.39585
1997,17-29 y.,Direct migration background,Never,0.20465,109,471,0.16818,0.24112
1997,17-29 y.,Indirect migration background,At least once per week,0.28551,132,474,0.24481,0.32621
1997,17-29 y.,Indirect migration background,At least once per month,0.40854,184,474,0.36424,0.45284
1997,17-29 y.,Indirect migration background,Seldom,0.20628,119,474,0.16982,0.24275
1997,17-29 y.,Indirect migration background,Never,0.09662,39,474,0.06999,0.12324
1997,30-45 y.,No migration background,At least once per week,0.06901,201,3469,0.06057,0.07745
1997,30-45 y.,No migration background,At least once per month,0.22595,723,3469,0.21204,0.23987
1997,30-45 y.,No migration background,Seldom,0.53977,1945,3469,0.52318,0.55636
1997,30-45 y.,No migration background,Never,0.16210,600,3469,0.14983,0.17436
1997,30-45 y.,Direct migration background,At least once per month,0.13798,105,791,0.11393,0.16203
1997,30-45 y.,Direct migration background,Seldom,0.44775,337,791,0.41308,0.48243
1997,30-45 y.,Direct migration background,Never,0.38219,349,791,0.34830,0.41607
1997,46-65 y.,No migration background,At least once per week,0.02913,73,2870,0.02297,0.03528
1997,46-65 y.,No migration background,At least once per month,0.08753,232,2870,0.07719,0.09787
1997,46-65 y.,No migration background,Seldom,0.42403,1288,2870,0.40595,0.44212
1997,46-65 y.,No migration background,Never,0.44549,1277,2870,0.42730,0.46368
1997,46-65 y.,Direct migration background,At least once per month,0.05554,39,915,0.04069,0.07039
1997,46-65 y.,Direct migration background,Seldom,0.30987,226,915,0.27989,0.33985
1997,46-65 y.,Direct migration background,Never,0.60874,650,915,0.57710,0.64038
1997,66 and older,No migration background,At least once per month,0.02398,34,1287,0.01562,0.03234
1997,66 and older,No migration background,Seldom,0.14406,190,1287,0.12487,0.16325
1997,66 and older,No migration background,Never,0.77484,1063,1287,0.75201,0.79767
1997,66 and older,Direct migration background,Never,0.84796,197,197,0.79769,0.89823
1998,17-29 y.,No migration background,At least once per week,0.21937,495,2240,0.20223,0.23651
1998,17-29 y.,No migration background,At least once per month,0.42992,936,2240,0.40942,0.45043
1998,17-29 y.,No migration background,Seldom,0.29921,695,2240,0.28025,0.31818
1998,17-29 y.,No migration background,Never,0.04861,114,2240,0.03970,0.05752
1998,17-29 y.,Direct migration background,At least once per week,0.13855,59,434,0.10601,0.17109
1998,17-29 y.,Direct migration background,At least once per month,0.29967,119,434,0.25652,0.34283
1998,17-29 y.,Direct migration background,Seldom,0.30269,131,434,0.25942,0.34596
1998,17-29 y.,Direct migration background,Never,0.25762,125,434,0.21643,0.29882
1998,17-29 y.,Indirect migration background,At least once per week,0.28540,115,483,0.24508,0.32572
1998,17-29 y.,Indirect migration background,At least once per month,0.38224,179,483,0.33886,0.42563
1998,17-29 y.,Indirect migration background,Seldom,0.22062,135,483,0.18360,0.25764
1998,17-29 y.,Indirect migration background,Never,0.10557,54,483,0.07814,0.13301
1998,30-45 y.,No migration background,At least once per week,0.02633,103,3943,0.02133,0.03133
1998,30-45 y.,No migration background,At least once per month,0.21750,779,3943,0.20462,0.23038
1998,30-45 y.,No migration background,Seldom,0.56938,2265,3943,0.55392,0.58484
1998,30-45 y.,No migration background,Never,0.18326,796,3943,0.17119,0.19534
1998,30-45 y.,Direct migration background,At least once per month,0.14653,93,771,0.12156,0.17151
1998,30-45 y.,Direct migration background,Seldom,0.40679,308,771,0.37209,0.44148
1998,30-45 y.,Direct migration background,Never,0.43072,370,771,0.39574,0.46569
1998,30-45 y.,Indirect migration background,At least once per month,0.39300,32,70,0.27776,0.50825
1998,30-45 y.,Indirect migration background,Seldom,0.46387,38,70,0.34620,0.58154
1998,46-65 y.,No migration background,At least once per month,0.07922,230,3400,0.07014,0.08830
1998,46-65 y.,No migration background,Seldom,0.40769,1454,3400,0.39117,0.42421
1998,46-65 y.,No migration background,Never,0.49787,1716,3400,0.48107,0.51468
1998,46-65 y.,Direct migration background,At least once per month,0.06148,40,923,0.04597,0.07698
1998,46-65 y.,Direct migration background,Seldom,0.31521,225,923,0.28522,0.34520
1998,46-65 y.,Direct migration background,Never,0.61425,658,923,0.58283,0.64567
1998,66 and older,No migration background,Seldom,0.12088,203,1552,0.10466,0.13711
1998,66 and older,No migration background,Never,0.84229,1349,1552,0.82415,0.86043
1998,66 and older,Direct migration background,Never,0.83955,217,217,0.79061,0.88850
1999,17-29 y.,No migration background,At least once per week,0.26368,546,2118,0.24491,0.28245
1999,17-29 y.,No migration background,At least once per month,0.38242,809,2118,0.36172,0.40312
1999,17-29 y.,No migration background,Seldom,0.31119,673,2118,0.29147,0.33092
1999,17-29 y.,No migration background,Never,0.03855,90,2118,0.03035,0.04675
1999,17-29 y.,Direct migration background,At least once per week,0.13011,41,367,0.09565,0.16458
1999,17-29 y.,Direct migration background,At least once per month,0.28463,94,367,0.23840,0.33086
1999,17-29 y.,Direct migration background,Seldom,0.37923,142,367,0.32952,0.42894
1999,17-29 y.,Direct migration background,Never,0.20293,90,367,0.16173,0.24414
1999,17-29 y.,Indirect migration background,At least once per week,0.29513,141,479,0.25424,0.33602
1999,17-29 y.,Indirect migration background,At least once per month,0.43202,206,479,0.38761,0.47643
1999,17-29 y.,Indirect migration background,Seldom,0.20612,99,479,0.16985,0.24238
1999,17-29 y.,Indirect migration background,Never,0.06208,33,479,0.04045,0.08371
1999,30-45 y.,No migration background,At least once per week,0.05910,210,3857,0.05166,0.06654
1999,30-45 y.,No migration background,At least once per month,0.22643,862,3857,0.21322,0.23964
1999,30-45 y.,No migration background,Seldom,0.57505,2251,3857,0.55944,0.59065
1999,30-45 y.,No migration background,Never,0.13492,534,3857,0.12413,0.14570
1999,30-45 y.,Direct migration background,At least once per month,0.16707,102,719,0.13979,0.19436
1999,30-45 y.,Direct migration background,Seldom,0.49992,346,719,0.46335,0.53650
1999,30-45 y.,Direct migration background,Never,0.31435,271,719,0.28039,0.34831
1999,30-45 y.,Indirect migration background,Seldom,0.64525,52,52,0.51394,0.77656
1999,46-65 y.,No migration background,At least once per week,0.02939,87,3307,0.02363,0.03514
1999,46-65 y.,No migration background,At least once per month,0.10239,303,3307,0.09205,0.11272
1999,46-65 y.,No migration background,Seldom,0.47022,1641,3307,0.45321,0.48724
1999,46-65 y.,No migration background,Never,0.39295,1276,3307,0.37630,0.40960
1999,46-65 y.,Direct migration background,At least once per month,0.08060,40,823,0.06199,0.09921
1999,46-65 y.,Direct migration background,Seldom,0.33922,248,823,0.30686,0.37159
1999,46-65 y.,Direct migration background,Never,0.54694,535,823,0.51291,0.58097
1999,66 and older,No migration background,At least once per month,0.02605,43,1498,0.01798,0.03412
1999,66 and older,No migration background,Seldom,0.17944,301,1498,0.16001,0.19888
1999,66 and older,No migration background,Never,0.76338,1154,1498,0.74185,0.78491
1999,66 and older,Direct migration background,Seldom,0.18056,34,241,0.13189,0.22922
1999,66 and older,Direct migration background,Never,0.78879,207,241,0.73715,0.84043
2001,17-29 y.,No migration background,At least once per week,0.27375,842,3043,0.25790,0.28959
2001,17-29 y.,No migration background,At least once per month,0.40360,1248,3043,0.38616,0.42103
2001,17-29 y.,No migration background,Seldom,0.26800,814,3043,0.25226,0.28374
2001,17-29 y.,No migration background,Never,0.05091,139,3043,0.04310,0.05872
2001,17-29 y.,Direct migration background,At least once per week,0.18099,88,494,0.14701,0.21498
2001,17-29 y.,Direct migration background,At least once per month,0.28901,143,494,0.24899,0.32902
2001,17-29 y.,Direct migration background,Seldom,0.33511,160,494,0.29345,0.37678
2001,17-29 y.,Direct migration background,Never,0.18813,103,494,0.15363,0.22263
2001,17-29 y.,Indirect migration background,At least once per week,0.29925,158,543,0.26070,0.33780
2001,17-29 y.,Indirect migration background,At least once per month,0.31962,188,543,0.28036,0.35888
2001,17-29 y.,Indirect migration background,Seldom,0.28185,143,543,0.24398,0.31973
2001,17-29 y.,Indirect migration background,Never,0.09525,54,543,0.07054,0.11997
2001,30-45 y.,No migration background,At least once per week,0.05460,307,6095,0.04890,0.06031
2001,30-45 y.,No migration background,At least once per month,0.23686,1366,6095,0.22618,0.24753
2001,30-45 y.,No migration background,Seldom,0.55512,3473,6095,0.54265,0.56760
2001,30-45 y.,No migration background,Never,0.14817,949,6095,0.13925,0.15709
2001,30-45 y.,Direct migration background,At least once per week,0.02577,32,1032,0.01610,0.03544
2001,30-45 y.,Direct migration background,At least once per month,0.13477,140,1032,0.11393,0.15561
2001,30-45 y.,Direct migration background,Seldom,0.46720,479,1032,0.43674,0.49765
2001,30-45 y.,Direct migration background,Never,0.35947,381,1032,0.33018,0.38876
