year,age_gr,pgisced97,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,30-45 y.,Second Stage of Tertiary Education,Seldom,0.49281,185,377,0.44227,0.54334
1986,30-45 y.,Second Stage of Tertiary Education,Never,0.21871,81,377,0.17693,0.26049
1986,46-65 y.,Primary Level,Seldom,0.14545,44,306,0.10589,0.18502
1986,46-65 y.,Primary Level,Never,0.83033,262,306,0.78820,0.87245
1986,46-65 y.,Lower Secondary Level,At least once per month,0.03956,33,914,0.02691,0.05220
1986,46-65 y.,Lower Secondary Level,Seldom,0.23145,222,914,0.20410,0.25881
1986,46-65 y.,Lower Secondary Level,Never,0.69225,659,914,0.66231,0.72219
1986,46-65 y.,Upper Secondary Level,At least once per week,0.03303,48,1449,0.02383,0.04224
1986,46-65 y.,Upper Secondary Level,At least once per month,0.04824,74,1449,0.03720,0.05927
1986,46-65 y.,Upper Secondary Level,Seldom,0.31660,460,1449,0.29265,0.34056
1986,46-65 y.,Upper Secondary Level,Never,0.59012,867,1449,0.56478,0.61545
1986,46-65 y.,Post-secondary Non-tertiary Level,Never,0.70824,34,34,0.55314,0.86333
1986,46-65 y.,First Stage of Tertiary Education,Seldom,0.31809,65,167,0.24724,0.38894
1986,46-65 y.,First Stage of Tertiary Education,Never,0.54388,102,167,0.46811,0.61965
1986,46-65 y.,Second Stage of Tertiary Education,Seldom,0.37522,85,183,0.30488,0.44557
1986,46-65 y.,Second Stage of Tertiary Education,Never,0.46827,98,183,0.39578,0.54077
1986,66 and older,Lower Secondary Level,Never,0.95088,369,369,0.92880,0.97296
1986,66 and older,Upper Secondary Level,Seldom,0.09757,45,455,0.07028,0.12487
1986,66 and older,Upper Secondary Level,Never,0.86484,410,455,0.83339,0.89629
1986,66 and older,First Stage of Tertiary Education,Never,0.81867,59,59,0.71952,0.91783
1986,66 and older,Second Stage of Tertiary Education,Never,0.84869,44,44,0.74158,0.95580
1988,17-29 y.,Pre-primary Level,At least once per week,0.37046,59,152,0.29343,0.44749
1988,17-29 y.,Pre-primary Level,At least once per month,0.38662,59,152,0.30895,0.46430
1988,17-29 y.,Pre-primary Level,Seldom,0.19838,34,152,0.13478,0.26199
1988,17-29 y.,Primary Level,Never,0.31036,53,53,0.18461,0.43611
1988,17-29 y.,Lower Secondary Level,At least once per week,0.28547,246,915,0.25619,0.31475
1988,17-29 y.,Lower Secondary Level,At least once per month,0.32690,271,915,0.29649,0.35731
1988,17-29 y.,Lower Secondary Level,Seldom,0.26892,231,915,0.24018,0.29767
1988,17-29 y.,Lower Secondary Level,Never,0.11579,167,915,0.09504,0.13653
1988,17-29 y.,Upper Secondary Level,At least once per week,0.21370,265,1310,0.19150,0.23591
1988,17-29 y.,Upper Secondary Level,At least once per month,0.36123,461,1310,0.33520,0.38725
1988,17-29 y.,Upper Secondary Level,Seldom,0.32916,416,1310,0.30371,0.35462
1988,17-29 y.,Upper Secondary Level,Never,0.09553,168,1310,0.07961,0.11145
1988,17-29 y.,Post-secondary Non-tertiary Level,At least once per month,0.36087,36,68,0.24587,0.47587
1988,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.34726,32,68,0.23326,0.46126
1988,17-29 y.,Second Stage of Tertiary Education,At least once per month,0.48183,33,33,0.30870,0.65496
1988,30-45 y.,Primary Level,Seldom,0.23031,45,218,0.17429,0.28633
1988,30-45 y.,Primary Level,Never,0.65683,173,218,0.59366,0.72000
1988,30-45 y.,Lower Secondary Level,At least once per month,0.10388,45,516,0.07753,0.13023
1988,30-45 y.,Lower Secondary Level,Seldom,0.39785,187,516,0.35558,0.44013
1988,30-45 y.,Lower Secondary Level,Never,0.45963,284,516,0.41658,0.50267
1988,30-45 y.,Upper Secondary Level,At least once per week,0.04786,70,1485,0.03700,0.05872
1988,30-45 y.,Upper Secondary Level,At least once per month,0.14400,207,1485,0.12614,0.16187
1988,30-45 y.,Upper Secondary Level,Seldom,0.50589,704,1485,0.48045,0.53132
1988,30-45 y.,Upper Secondary Level,Never,0.28839,504,1485,0.26534,0.31144
1988,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.47197,38,72,0.35584,0.58809
1988,30-45 y.,Post-secondary Non-tertiary Level,Never,0.24206,34,72,0.14242,0.34169
1988,30-45 y.,First Stage of Tertiary Education,Seldom,0.58199,126,170,0.50763,0.65636
1988,30-45 y.,First Stage of Tertiary Education,Never,0.20046,44,170,0.14010,0.26082
1988,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.24422,80,314,0.19662,0.29182
1988,30-45 y.,Second Stage of Tertiary Education,Seldom,0.51780,173,314,0.46245,0.57316
1988,30-45 y.,Second Stage of Tertiary Education,Never,0.15085,61,314,0.11120,0.19050
1988,46-65 y.,Primary Level,Seldom,0.11980,37,300,0.08299,0.15661
1988,46-65 y.,Primary Level,Never,0.84267,263,300,0.80139,0.88394
1988,46-65 y.,Lower Secondary Level,At least once per month,0.04059,31,867,0.02745,0.05373
1988,46-65 y.,Lower Secondary Level,Seldom,0.22836,202,867,0.20040,0.25632
1988,46-65 y.,Lower Secondary Level,Never,0.70681,634,867,0.67649,0.73713
1988,46-65 y.,Upper Secondary Level,At least once per week,0.03394,43,1407,0.02448,0.04341
1988,46-65 y.,Upper Secondary Level,At least once per month,0.05718,81,1407,0.04505,0.06932
1988,46-65 y.,Upper Secondary Level,Seldom,0.33169,470,1407,0.30708,0.35630
1988,46-65 y.,Upper Secondary Level,Never,0.56049,813,1407,0.53454,0.58643
1988,46-65 y.,Post-secondary Non-tertiary Level,Never,0.71936,38,38,0.57458,0.86414
1988,46-65 y.,First Stage of Tertiary Education,Seldom,0.39007,73,156,0.31328,0.46686
1988,46-65 y.,First Stage of Tertiary Education,Never,0.46995,83,156,0.39138,0.54852
1988,46-65 y.,Second Stage of Tertiary Education,Seldom,0.38110,90,185,0.31093,0.45127
1988,46-65 y.,Second Stage of Tertiary Education,Never,0.44233,95,185,0.37056,0.51409
1988,66 and older,Lower Secondary Level,Never,0.92116,347,347,0.89276,0.94955
1988,66 and older,Upper Secondary Level,Seldom,0.12702,62,474,0.09701,0.15702
1988,66 and older,Upper Secondary Level,Never,0.82862,412,474,0.79466,0.86258
1988,66 and older,First Stage of Tertiary Education,Never,0.82435,57,57,0.72469,0.92402
1988,66 and older,Second Stage of Tertiary Education,Never,0.84091,46,46,0.73404,0.94778
1990,17-29 y.,Pre-primary Level,At least once per week,0.31636,60,178,0.24784,0.38487
1990,17-29 y.,Pre-primary Level,At least once per month,0.47009,80,178,0.39656,0.54362
1990,17-29 y.,Pre-primary Level,Seldom,0.15714,38,178,0.10352,0.21075
1990,17-29 y.,Primary Level,Never,0.29444,52,52,0.16935,0.41954
1990,17-29 y.,Lower Secondary Level,At least once per week,0.27590,268,973,0.24780,0.30400
1990,17-29 y.,Lower Secondary Level,At least once per month,0.32723,293,973,0.29773,0.35673
1990,17-29 y.,Lower Secondary Level,Seldom,0.26340,243,973,0.23571,0.29109
1990,17-29 y.,Lower Secondary Level,Never,0.12962,169,973,0.10850,0.15074
1990,17-29 y.,Upper Secondary Level,At least once per week,0.18362,368,1962,0.16649,0.20076
1990,17-29 y.,Upper Secondary Level,At least once per month,0.32093,589,1962,0.30026,0.34159
1990,17-29 y.,Upper Secondary Level,Seldom,0.37311,719,1962,0.35171,0.39452
1990,17-29 y.,Upper Secondary Level,Never,0.11748,286,1962,0.10323,0.13173
1990,17-29 y.,Post-secondary Non-tertiary Level,At least once per month,0.38062,56,117,0.29226,0.46898
1990,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.37705,61,117,0.28885,0.46524
1990,17-29 y.,First Stage of Tertiary Education,At least once per month,0.35361,35,87,0.25256,0.45465
1990,17-29 y.,First Stage of Tertiary Education,Seldom,0.54497,52,87,0.43972,0.65022
1990,17-29 y.,Second Stage of Tertiary Education,At least once per month,0.31768,65,192,0.25165,0.38371
1990,17-29 y.,Second Stage of Tertiary Education,Seldom,0.51610,127,192,0.44523,0.58697
1990,30-45 y.,Primary Level,Never,0.78969,166,166,0.72751,0.85187
1990,30-45 y.,Lower Secondary Level,At least once per month,0.06228,37,523,0.04155,0.08301
1990,30-45 y.,Lower Secondary Level,Seldom,0.37266,155,523,0.33118,0.41414
1990,30-45 y.,Lower Secondary Level,Never,0.54146,331,523,0.49872,0.58421
1990,30-45 y.,Upper Secondary Level,At least once per week,0.02262,49,2274,0.01651,0.02873
1990,30-45 y.,Upper Secondary Level,At least once per month,0.13023,275,2274,0.11639,0.14406
1990,30-45 y.,Upper Secondary Level,Seldom,0.54195,1227,2274,0.52146,0.56243
1990,30-45 y.,Upper Secondary Level,Never,0.30241,723,2274,0.28353,0.32129
1990,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.49757,62,99,0.39858,0.59657
1990,30-45 y.,Post-secondary Non-tertiary Level,Never,0.22718,37,99,0.14422,0.31014
1990,30-45 y.,First Stage of Tertiary Education,At least once per month,0.14406,38,288,0.10344,0.18469
1990,30-45 y.,First Stage of Tertiary Education,Seldom,0.55971,178,288,0.50227,0.61714
1990,30-45 y.,First Stage of Tertiary Education,Never,0.25878,72,288,0.20811,0.30945
1990,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.21506,147,786,0.18632,0.24380
1990,30-45 y.,Second Stage of Tertiary Education,Seldom,0.60412,530,786,0.56991,0.63833
1990,30-45 y.,Second Stage of Tertiary Education,Never,0.15173,109,786,0.12663,0.17682
1990,46-65 y.,Primary Level,Never,0.88567,269,269,0.84757,0.92377
1990,46-65 y.,Lower Secondary Level,Seldom,0.20413,182,920,0.17807,0.23019
1990,46-65 y.,Lower Secondary Level,Never,0.76394,738,920,0.73648,0.79139
1990,46-65 y.,Upper Secondary Level,At least once per month,0.05047,108,2088,0.04108,0.05987
1990,46-65 y.,Upper Secondary Level,Seldom,0.32526,736,2088,0.30516,0.34536
1990,46-65 y.,Upper Secondary Level,Never,0.61483,1244,2088,0.59395,0.63570
1990,46-65 y.,Post-secondary Non-tertiary Level,Never,0.53968,32,32,0.36422,0.71513
1990,46-65 y.,First Stage of Tertiary Education,Seldom,0.39296,117,241,0.33117,0.45475
1990,46-65 y.,First Stage of Tertiary Education,Never,0.51548,124,241,0.45225,0.57871
1990,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.09709,55,521,0.07164,0.12254
1990,46-65 y.,Second Stage of Tertiary Education,Seldom,0.47977,280,521,0.43683,0.52271
1990,46-65 y.,Second Stage of Tertiary Education,Never,0.39159,186,521,0.34964,0.43355
1990,66 and older,Lower Secondary Level,Never,0.94827,485,485,0.92854,0.96801
1990,66 and older,Upper Secondary Level,Seldom,0.09030,69,673,0.06863,0.11197
1990,66 and older,Upper Secondary Level,Never,0.87844,604,673,0.85373,0.90315
1990,66 and older,First Stage of Tertiary Education,Never,0.85946,84,84,0.78469,0.93423
1990,66 and older,Second Stage of Tertiary Education,Never,0.79578,84,84,0.70905,0.88250
1992,17-29 y.,Pre-primary Level,At least once per week,0.36516,64,175,0.29362,0.43670
1992,17-29 y.,Pre-primary Level,At least once per month,0.34264,65,175,0.27212,0.41316
1992,17-29 y.,Pre-primary Level,Seldom,0.22688,46,175,0.16465,0.28911
1992,17-29 y.,Primary Level,Seldom,0.32576,38,84,0.22494,0.42659
1992,17-29 y.,Primary Level,Never,0.30135,46,84,0.20263,0.40006
1992,17-29 y.,Lower Secondary Level,At least once per week,0.29427,256,928,0.26493,0.32360
1992,17-29 y.,Lower Secondary Level,At least once per month,0.31255,276,928,0.28271,0.34239
1992,17-29 y.,Lower Secondary Level,Seldom,0.26738,261,928,0.23888,0.29587
1992,17-29 y.,Lower Secondary Level,Never,0.12135,135,928,0.10033,0.14237
1992,17-29 y.,Upper Secondary Level,At least once per week,0.21946,367,1753,0.20008,0.23885
1992,17-29 y.,Upper Secondary Level,At least once per month,0.31179,525,1753,0.29010,0.33348
1992,17-29 y.,Upper Secondary Level,Seldom,0.37751,660,1753,0.35481,0.40021
1992,17-29 y.,Upper Secondary Level,Never,0.08702,201,1753,0.07382,0.10022
1992,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.29555,51,159,0.22440,0.36670
1992,17-29 y.,Post-secondary Non-tertiary Level,At least once per month,0.38136,56,159,0.30563,0.45710
1992,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.26258,52,159,0.19397,0.33120
1992,17-29 y.,First Stage of Tertiary Education,At least once per month,0.44146,42,82,0.33332,0.54960
1992,17-29 y.,First Stage of Tertiary Education,Seldom,0.37783,40,82,0.27224,0.48341
1992,17-29 y.,Second Stage of Tertiary Education,At least once per month,0.40125,59,129,0.31633,0.48616
1992,17-29 y.,Second Stage of Tertiary Education,Seldom,0.34660,70,129,0.26416,0.42904
1992,30-45 y.,Primary Level,Seldom,0.25866,48,180,0.19451,0.32281
1992,30-45 y.,Primary Level,Never,0.66872,132,180,0.59976,0.73767
1992,30-45 y.,Lower Secondary Level,At least once per month,0.08442,37,461,0.05901,0.10983
1992,30-45 y.,Lower Secondary Level,Seldom,0.46638,191,461,0.42079,0.51196
1992,30-45 y.,Lower Secondary Level,Never,0.39788,233,461,0.35315,0.44261
1992,30-45 y.,Upper Secondary Level,At least once per week,0.05672,97,2247,0.04716,0.06629
1992,30-45 y.,Upper Secondary Level,At least once per month,0.13153,258,2247,0.11755,0.14551
1992,30-45 y.,Upper Secondary Level,Seldom,0.54496,1220,2247,0.52436,0.56555
1992,30-45 y.,Upper Secondary Level,Never,0.25721,672,2247,0.23914,0.27529
1992,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.59703,79,79,0.48817,0.70588
1992,30-45 y.,First Stage of Tertiary Education,At least once per month,0.19033,50,302,0.14598,0.23467
1992,30-45 y.,First Stage of Tertiary Education,Seldom,0.54420,183,302,0.48793,0.60046
1992,30-45 y.,First Stage of Tertiary Education,Never,0.22363,69,302,0.17656,0.27070
1992,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.21465,135,799,0.18616,0.24314
1992,30-45 y.,Second Stage of Tertiary Education,Seldom,0.57259,515,799,0.53827,0.60692
1992,30-45 y.,Second Stage of Tertiary Education,Never,0.16790,149,799,0.14197,0.19384
1992,46-65 y.,Primary Level,Seldom,0.11147,39,269,0.07379,0.14915
1992,46-65 y.,Primary Level,Never,0.84793,230,269,0.80494,0.89092
1992,46-65 y.,Lower Secondary Level,Seldom,0.25722,203,834,0.22754,0.28690
1992,46-65 y.,Lower Secondary Level,Never,0.67536,631,834,0.64356,0.70716
1992,46-65 y.,Upper Secondary Level,At least once per week,0.02661,51,1937,0.01944,0.03378
1992,46-65 y.,Upper Secondary Level,At least once per month,0.06224,118,1937,0.05148,0.07300
1992,46-65 y.,Upper Secondary Level,Seldom,0.37450,719,1937,0.35294,0.39606
1992,46-65 y.,Upper Secondary Level,Never,0.51017,1049,1937,0.48790,0.53244
1992,46-65 y.,Post-secondary Non-tertiary Level,Never,0.53216,31,31,0.35361,0.71072
1992,46-65 y.,First Stage of Tertiary Education,Seldom,0.46080,126,230,0.39624,0.52536
1992,46-65 y.,First Stage of Tertiary Education,Never,0.41718,104,230,0.35331,0.48104
1992,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.09777,45,530,0.07246,0.12308
1992,46-65 y.,Second Stage of Tertiary Education,Seldom,0.47156,271,530,0.42902,0.51410
1992,46-65 y.,Second Stage of Tertiary Education,Never,0.39269,214,530,0.35107,0.43430
1992,66 and older,Lower Secondary Level,Never,0.91235,434,434,0.88571,0.93899
1992,66 and older,Upper Secondary Level,Seldom,0.11192,80,670,0.08803,0.13581
1992,66 and older,Upper Secondary Level,Never,0.81259,590,670,0.78302,0.84216
1992,66 and older,First Stage of Tertiary Education,Never,0.85958,79,79,0.78247,0.93668
1992,66 and older,Second Stage of Tertiary Education,Never,0.83245,87,87,0.75351,0.91138
1994,17-29 y.,Pre-primary Level,At least once per week,0.45573,103,231,0.39136,0.52009
1994,17-29 y.,Pre-primary Level,At least once per month,0.34301,82,231,0.28165,0.40436
1994,17-29 y.,Pre-primary Level,Seldom,0.17582,46,231,0.12663,0.22502
1994,17-29 y.,Primary Level,Seldom,0.28437,31,72,0.17944,0.38931
1994,17-29 y.,Primary Level,Never,0.33469,41,72,0.22493,0.44446
1994,17-29 y.,Lower Secondary Level,At least once per week,0.35095,243,765,0.31710,0.38479
1994,17-29 y.,Lower Secondary Level,At least once per month,0.27402,196,765,0.24239,0.30565
1994,17-29 y.,Lower Secondary Level,Seldom,0.26105,214,765,0.22991,0.29220
1994,17-29 y.,Lower Secondary Level,Never,0.10512,112,765,0.08337,0.12687
1994,17-29 y.,Upper Secondary Level,At least once per week,0.22744,362,1648,0.20719,0.24768
1994,17-29 y.,Upper Secondary Level,At least once per month,0.32620,528,1648,0.30356,0.34884
1994,17-29 y.,Upper Secondary Level,Seldom,0.35274,586,1648,0.32966,0.37581
1994,17-29 y.,Upper Secondary Level,Never,0.08910,172,1648,0.07534,0.10286
1994,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.25277,44,163,0.18585,0.31970
1994,17-29 y.,Post-secondary Non-tertiary Level,At least once per month,0.46170,70,163,0.38493,0.53847
1994,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.24885,49,163,0.18227,0.31543
1994,17-29 y.,First Stage of Tertiary Education,At least once per month,0.44535,41,78,0.33433,0.55636
1994,17-29 y.,First Stage of Tertiary Education,Seldom,0.34156,37,78,0.23564,0.44749
1994,17-29 y.,Second Stage of Tertiary Education,At least once per month,0.38508,55,130,0.30110,0.46905
1994,17-29 y.,Second Stage of Tertiary Education,Seldom,0.40011,75,130,0.31557,0.48466
1994,30-45 y.,Primary Level,Seldom,0.32683,49,151,0.25177,0.40190
1994,30-45 y.,Primary Level,Never,0.63508,102,151,0.55803,0.71212
1994,30-45 y.,Lower Secondary Level,At least once per month,0.13059,50,416,0.09817,0.16301
1994,30-45 y.,Lower Secondary Level,Seldom,0.43216,172,416,0.38450,0.47982
1994,30-45 y.,Lower Secondary Level,Never,0.37421,194,416,0.32765,0.42077
1994,30-45 y.,Upper Secondary Level,At least once per week,0.05838,110,2213,0.04861,0.06815
1994,30-45 y.,Upper Secondary Level,At least once per month,0.13483,280,2213,0.12060,0.14907
1994,30-45 y.,Upper Secondary Level,Seldom,0.57717,1242,2213,0.55658,0.59775
1994,30-45 y.,Upper Secondary Level,Never,0.22336,581,2213,0.20600,0.24072
1994,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.60388,90,121,0.51637,0.69139
1994,30-45 y.,Post-secondary Non-tertiary Level,Never,0.17619,31,121,0.10802,0.24435
1994,30-45 y.,First Stage of Tertiary Education,At least once per month,0.12016,45,298,0.08318,0.15714
1994,30-45 y.,First Stage of Tertiary Education,Seldom,0.71198,204,298,0.66048,0.76348
1994,30-45 y.,First Stage of Tertiary Education,Never,0.12125,49,298,0.08413,0.15838
1994,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.25375,168,788,0.22335,0.28415
1994,30-45 y.,Second Stage of Tertiary Education,Seldom,0.58450,506,788,0.55007,0.61893
1994,30-45 y.,Second Stage of Tertiary Education,Never,0.12814,114,788,0.10479,0.15149
1994,46-65 y.,Primary Level,Seldom,0.13161,36,256,0.09011,0.17310
1994,46-65 y.,Primary Level,Never,0.83355,220,256,0.78784,0.87927
1994,46-65 y.,Lower Secondary Level,Seldom,0.25222,183,755,0.22122,0.28322
1994,46-65 y.,Lower Secondary Level,Never,0.66769,572,755,0.63407,0.70131
1994,46-65 y.,Upper Secondary Level,At least once per week,0.03581,56,1914,0.02749,0.04414
1994,46-65 y.,Upper Secondary Level,At least once per month,0.07376,117,1914,0.06204,0.08547
1994,46-65 y.,Upper Secondary Level,Seldom,0.38424,733,1914,0.36245,0.40604
1994,46-65 y.,Upper Secondary Level,Never,0.48736,1008,1914,0.46496,0.50976
1994,46-65 y.,First Stage of Tertiary Education,Seldom,0.43948,112,214,0.37283,0.50614
1994,46-65 y.,First Stage of Tertiary Education,Never,0.38882,102,214,0.32335,0.45428
