year,plb0021,quintil_oecd,proportion,n,lower_confidence,upper_confidence
2017,Yes,2nd Quintile,0.23513753327417924,45410,0.23123691928267306,0.23903814726568542
2017,Yes,3rd Quintile,0.10692102928127772,45410,0.10407881499927653,0.10976324356327892
2017,Yes,4th Quintile,0.06610470275066549,45410,0.06381939026180256,0.06839001523952842
2017,Yes,5th Quintile,0.03771073646850044,45410,0.03595860920433936,0.03946286373266152
2017,No,5th Quintile,0.3669316803665274,45410,0.3624986754219927,0.3713646853110621
2017,No,4th Quintile,0.24888828998787224,45410,0.24491148020282183,0.25286509977292265
2017,No,3rd Quintile,0.17895162377038135,45410,0.1754260280088367,0.182477219531926
2017,No,2nd Quintile,0.11422539639761038,45410,0.11129974033533152,0.11715105245988924
2017,No,1st Quintile,0.09100300947760859,45410,0.08835762122614607,0.0936483977290711
2018,Yes,1st Quintile,0.5432618683001531,43121,0.538560222520749,0.5479635140795572
2018,Yes,2nd Quintile,0.20712098009188362,43121,0.2032960177049644,0.21094594247880286
2018,Yes,3rd Quintile,0.1225114854517611,43121,0.11941676957735531,0.1256062013261669
2018,Yes,4th Quintile,0.07886676875957122,43121,0.07632275234866229,0.08141078517048014
2018,Yes,5th Quintile,0.04823889739663093,43121,0.046216463565307855,0.05026133122795401
2018,No,5th Quintile,0.37630266412554236,43121,0.3717300216055523,0.38087530664553243
2018,No,4th Quintile,0.25538299339037346,43121,0.2512670051858165,0.2594989815949304
2018,No,3rd Quintile,0.16236162361623616,43121,0.1588808030571224,0.1658424441753499
2018,No,2nd Quintile,0.10522687644458863,43121,0.10233065700473237,0.10812309588444488
2018,No,1st Quintile,0.1007258424232594,43121,0.09788512411528946,0.10356656073122933
2019,Yes,1st Quintile,0.5263803680981595,42417,0.5216286487002749,0.531132087496044
2019,Yes,2nd Quintile,0.27280163599182006,42417,0.2685629033082541,0.277040368675386
2019,Yes,3rd Quintile,0.10184049079754601,42417,0.09896227684118156,0.10471870475391046
2019,Yes,4th Quintile,0.05889570552147239,42417,0.05665519602677959,0.061136215016165195
2019,Yes,5th Quintile,0.04008179959100205,42417,0.03821508975460582,0.04194850942739827
2019,No,5th Quintile,0.40952133869503177,42417,0.40484154757801494,0.4142011298120486
2019,No,4th Quintile,0.23954685000216197,42417,0.23548505911849957,0.24360864088582437
2019,No,3rd Quintile,0.15466770441475333,42417,0.15122658576534811,0.15810882306415855
2019,No,2nd Quintile,0.10200198901716609,42417,0.09912175281788853,0.10488222521644365
2019,No,1st Quintile,0.09426211787088684,42417,0.09148140620083754,0.09704282954093614
2020,Yes,1st Quintile,0.445771144278607,42741,0.44105882970153376,0.4504834588556802
2020,Yes,2nd Quintile,0.2771144278606965,42741,0.2728711831438872,0.2813576725775058
2020,Yes,3rd Quintile,0.1338308457711443,42741,0.13060299684605928,0.1370586946962293
2020,Yes,4th Quintile,0.07711442786069651,42741,0.07458527266000205,0.07964358306139098
2020,Yes,5th Quintile,0.06616915422885572,42741,0.06381250127938073,0.0685258071783307
2020,No,5th Quintile,0.4819670775084788,42741,0.477229884287796,0.48670427072916156
2020,No,4th Quintile,0.221895938456448,42741,0.2179565641364917,0.2258353127764043
2020,No,3rd Quintile,0.12147406733393995,42741,0.11837698456940621,0.12457115009847369
2020,No,2nd Quintile,0.09123997022086194,42741,0.08851004401323591,0.09396989642848798
2020,No,1st Quintile,0.08342294648027132,42741,0.08080137934131536,0.08604451361922728
2021,Yes,1st Quintile,0.3613312202852615,27598,0.3556635072451545,0.3669989333253685
2021,Yes,2nd Quintile,0.2551505546751189,27598,0.25000716091155895,0.2602939484386788
2021,Yes,3rd Quintile,0.1624405705229794,27598,0.15808873637707038,0.1667924046688884
2021,Yes,4th Quintile,0.12519809825673534,27598,0.12129354823087125,0.12910264828259943
2021,Yes,5th Quintile,0.09587955625990491,27598,0.09240584738148852,0.0993532651383213
2021,No,5th Quintile,0.5154028436018957,27598,0.5095065228292406,0.5212991643745508
2021,No,4th Quintile,0.20350936583164073,27598,0.1987592980885731,0.20825943357470836
2021,No,3rd Quintile,0.11667795080117355,27598,0.11289028896251453,0.12046561263983256
2021,No,2nd Quintile,0.08587226359738208,27598,0.08256668745806783,0.08917783973669632
2021,No,1st Quintile,0.07853757616790792,27598,0.07536366455682547,0.08171148777899037
