year,pgisced97,quintil_oecd,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Post-secondary Non-tertiary Level,2nd Quintile,No,0.90886,172,172,0.86572,0.95200
2001,Post-secondary Non-tertiary Level,3rd Quintile,No,0.95642,194,194,0.92762,0.98523
2001,Post-secondary Non-tertiary Level,4th Quintile,No,0.95935,222,222,0.93332,0.98539
2001,Post-secondary Non-tertiary Level,5th Quintile,No,0.97274,274,274,0.95343,0.99206
2001,First Stage of Tertiary Education,1st Quintile,No,0.83836,129,129,0.77459,0.90214
2001,First Stage of Tertiary Education,2nd Quintile,No,0.96794,281,281,0.94731,0.98858
2001,First Stage of Tertiary Education,3rd Quintile,No,0.96934,393,393,0.95228,0.98641
2001,First Stage of Tertiary Education,4th Quintile,No,0.96322,407,407,0.94491,0.98153
2001,First Stage of Tertiary Education,5th Quintile,No,0.97926,385,385,0.96501,0.99351
2001,Second Stage of Tertiary Education,1st Quintile,Yes,0.14546,38,238,0.10057,0.19035
2001,Second Stage of Tertiary Education,1st Quintile,No,0.85454,200,238,0.80965,0.89943
2001,Second Stage of Tertiary Education,2nd Quintile,No,0.95334,334,334,0.93069,0.97600
2001,Second Stage of Tertiary Education,3rd Quintile,No,0.94641,521,521,0.92705,0.96576
2001,Second Stage of Tertiary Education,4th Quintile,No,0.96876,824,824,0.95688,0.98065
2001,Second Stage of Tertiary Education,5th Quintile,Yes,0.01846,32,1553,0.01177,0.02516
2001,Second Stage of Tertiary Education,5th Quintile,No,0.98154,1521,1553,0.97484,0.98823
2002,No answer / don't know,1st Quintile,No,0.90487,59,59,0.82936,0.98038
2002,No answer / don't know,2nd Quintile,No,0.94894,40,40,0.87985,1.01802
2002,No answer / don't know,3rd Quintile,No,0.94120,32,32,0.85838,1.02401
2002,Pre-primary Level,1st Quintile,No,0.98999,104,104,0.97076,1.00922
2002,Pre-primary Level,2nd Quintile,No,0.98371,102,102,0.95902,1.00840
2002,Primary Level,1st Quintile,No,0.82214,109,109,0.75002,0.89426
2002,Primary Level,2nd Quintile,No,0.87700,66,66,0.79715,0.95685
2002,Primary Level,3rd Quintile,No,0.98135,42,42,0.93995,1.02276
2002,Lower Secondary Level,1st Quintile,Yes,0.13231,110,878,0.10988,0.15473
2002,Lower Secondary Level,1st Quintile,No,0.86769,768,878,0.84527,0.89012
2002,Lower Secondary Level,2nd Quintile,Yes,0.04921,43,714,0.03333,0.06509
2002,Lower Secondary Level,2nd Quintile,No,0.95079,671,714,0.93491,0.96667
2002,Lower Secondary Level,3rd Quintile,No,0.95262,480,480,0.93360,0.97165
2002,Lower Secondary Level,4th Quintile,No,0.97884,437,437,0.96533,0.99235
2002,Lower Secondary Level,5th Quintile,No,0.95199,250,250,0.92543,0.97854
2002,Upper Secondary Level,1st Quintile,Yes,0.18240,358,1763,0.16437,0.20043
2002,Upper Secondary Level,1st Quintile,No,0.81760,1405,1763,0.79957,0.83563
2002,Upper Secondary Level,2nd Quintile,Yes,0.07549,183,2256,0.06459,0.08639
2002,Upper Secondary Level,2nd Quintile,No,0.92451,2073,2256,0.91361,0.93541
2002,Upper Secondary Level,3rd Quintile,Yes,0.06093,156,2357,0.05127,0.07059
2002,Upper Secondary Level,3rd Quintile,No,0.93907,2201,2357,0.92941,0.94873
2002,Upper Secondary Level,4th Quintile,Yes,0.04197,102,2322,0.03381,0.05013
2002,Upper Secondary Level,4th Quintile,No,0.95803,2220,2322,0.94987,0.96619
2002,Upper Secondary Level,5th Quintile,Yes,0.03400,74,2242,0.02650,0.04150
2002,Upper Secondary Level,5th Quintile,No,0.96600,2168,2242,0.95850,0.97350
2002,Post-secondary Non-tertiary Level,1st Quintile,No,0.90616,151,151,0.85950,0.95283
2002,Post-secondary Non-tertiary Level,2nd Quintile,No,0.92879,153,153,0.88791,0.96968
2002,Post-secondary Non-tertiary Level,3rd Quintile,No,0.95515,148,148,0.92169,0.98861
2002,Post-secondary Non-tertiary Level,4th Quintile,No,0.95865,215,215,0.93197,0.98533
2002,Post-secondary Non-tertiary Level,5th Quintile,No,0.98470,301,301,0.97081,0.99859
2002,First Stage of Tertiary Education,1st Quintile,No,0.85939,127,127,0.79870,0.92009
2002,First Stage of Tertiary Education,2nd Quintile,No,0.96658,272,272,0.94518,0.98798
2002,First Stage of Tertiary Education,3rd Quintile,No,0.97582,323,323,0.95904,0.99260
2002,First Stage of Tertiary Education,4th Quintile,No,0.96090,397,397,0.94181,0.97999
2002,First Stage of Tertiary Education,5th Quintile,No,0.97873,426,426,0.96501,0.99245
2002,Second Stage of Tertiary Education,1st Quintile,Yes,0.21315,46,208,0.15736,0.26894
2002,Second Stage of Tertiary Education,1st Quintile,No,0.78685,162,208,0.73106,0.84264
2002,Second Stage of Tertiary Education,2nd Quintile,No,0.90643,256,256,0.87068,0.94217
2002,Second Stage of Tertiary Education,3rd Quintile,No,0.96717,460,460,0.95086,0.98347
2002,Second Stage of Tertiary Education,4th Quintile,No,0.96600,787,787,0.95333,0.97867
2002,Second Stage of Tertiary Education,5th Quintile,No,0.98309,1588,1588,0.97674,0.98943
2003,No answer / don't know,1st Quintile,No,0.81020,66,66,0.71487,0.90554
2003,No answer / don't know,2nd Quintile,No,0.94837,42,42,0.88063,1.01610
2003,No answer / don't know,3rd Quintile,No,0.92982,42,42,0.85163,1.00801
2003,No answer / don't know,4th Quintile,No,0.94856,43,43,0.88175,1.01537
2003,Pre-primary Level,1st Quintile,No,0.97449,96,96,0.94279,1.00620
2003,Pre-primary Level,2nd Quintile,No,0.99584,99,99,0.98310,1.00858
2003,Primary Level,1st Quintile,No,0.80852,104,104,0.73253,0.88451
2003,Primary Level,2nd Quintile,No,0.95947,63,63,0.91039,1.00856
2003,Primary Level,3rd Quintile,No,0.85714,33,33,0.73590,0.97839
2003,Lower Secondary Level,1st Quintile,Yes,0.16316,126,843,0.13820,0.18812
2003,Lower Secondary Level,1st Quintile,No,0.83684,717,843,0.81188,0.86180
2003,Lower Secondary Level,2nd Quintile,Yes,0.06699,45,700,0.04846,0.08553
2003,Lower Secondary Level,2nd Quintile,No,0.93301,655,700,0.91447,0.95154
2003,Lower Secondary Level,3rd Quintile,No,0.96067,466,466,0.94300,0.97833
2003,Lower Secondary Level,4th Quintile,No,0.95559,396,396,0.93528,0.97591
2003,Lower Secondary Level,5th Quintile,No,0.96139,278,278,0.93870,0.98408
2003,Upper Secondary Level,1st Quintile,Yes,0.21186,394,1750,0.19271,0.23101
2003,Upper Secondary Level,1st Quintile,No,0.78814,1356,1750,0.76899,0.80729
2003,Upper Secondary Level,2nd Quintile,Yes,0.08490,221,2261,0.07341,0.09639
2003,Upper Secondary Level,2nd Quintile,No,0.91510,2040,2261,0.90361,0.92659
2003,Upper Secondary Level,3rd Quintile,Yes,0.05531,150,2335,0.04604,0.06458
2003,Upper Secondary Level,3rd Quintile,No,0.94469,2185,2335,0.93542,0.95396
2003,Upper Secondary Level,4th Quintile,Yes,0.04145,104,2279,0.03326,0.04963
2003,Upper Secondary Level,4th Quintile,No,0.95855,2175,2279,0.95037,0.96674
2003,Upper Secondary Level,5th Quintile,Yes,0.02413,62,2478,0.01809,0.03017
2003,Upper Secondary Level,5th Quintile,No,0.97587,2416,2478,0.96983,0.98191
2003,Post-secondary Non-tertiary Level,1st Quintile,No,0.86335,128,128,0.80361,0.92309
2003,Post-secondary Non-tertiary Level,2nd Quintile,No,0.88817,131,131,0.83399,0.94235
2003,Post-secondary Non-tertiary Level,3rd Quintile,No,0.95689,193,193,0.92816,0.98562
2003,Post-secondary Non-tertiary Level,4th Quintile,No,0.96840,244,244,0.94640,0.99039
2003,Post-secondary Non-tertiary Level,5th Quintile,No,0.96952,380,380,0.95221,0.98682
2003,First Stage of Tertiary Education,1st Quintile,No,0.85809,120,120,0.79539,0.92079
2003,First Stage of Tertiary Education,2nd Quintile,No,0.95103,247,247,0.92407,0.97800
2003,First Stage of Tertiary Education,3rd Quintile,No,0.94836,327,327,0.92433,0.97238
2003,First Stage of Tertiary Education,4th Quintile,No,0.97227,423,423,0.95660,0.98793
2003,First Stage of Tertiary Education,5th Quintile,No,0.98913,497,497,0.98000,0.99825
2003,Second Stage of Tertiary Education,1st Quintile,Yes,0.19774,44,215,0.14437,0.25110
2003,Second Stage of Tertiary Education,1st Quintile,No,0.80226,171,215,0.74890,0.85563
2003,Second Stage of Tertiary Education,2nd Quintile,No,0.92913,247,247,0.89706,0.96120
2003,Second Stage of Tertiary Education,3rd Quintile,No,0.95782,482,482,0.93985,0.97578
2003,Second Stage of Tertiary Education,4th Quintile,No,0.95982,852,852,0.94663,0.97302
2003,Second Stage of Tertiary Education,5th Quintile,Yes,0.02030,49,2477,0.01474,0.02585
2003,Second Stage of Tertiary Education,5th Quintile,No,0.97970,2428,2477,0.97415,0.98526
2004,No answer / don't know,1st Quintile,No,0.85653,76,76,0.77719,0.93587
2004,No answer / don't know,2nd Quintile,No,0.94855,52,52,0.88792,1.00918
2004,No answer / don't know,3rd Quintile,No,0.93667,44,44,0.86387,1.00947
2004,No answer / don't know,4th Quintile,No,0.99234,38,38,0.96424,1.02043
2004,Pre-primary Level,1st Quintile,No,0.99752,106,106,0.98802,1.00703
2004,Pre-primary Level,2nd Quintile,No,0.99384,115,115,0.97949,1.00820
2004,Pre-primary Level,3rd Quintile,No,0.98564,120,120,0.96427,1.00702
2004,Primary Level,1st Quintile,No,0.79227,104,104,0.71392,0.87061
2004,Primary Level,2nd Quintile,No,0.83976,52,52,0.73908,0.94044
2004,Lower Secondary Level,1st Quintile,Yes,0.17973,138,781,0.15279,0.20668
2004,Lower Secondary Level,1st Quintile,No,0.82027,643,781,0.79332,0.84721
2004,Lower Secondary Level,2nd Quintile,Yes,0.05558,35,677,0.03831,0.07285
2004,Lower Secondary Level,2nd Quintile,No,0.94442,642,677,0.92715,0.96169
2004,Lower Secondary Level,3rd Quintile,No,0.95855,472,472,0.94055,0.97655
2004,Lower Secondary Level,4th Quintile,No,0.97018,356,356,0.95249,0.98788
2004,Lower Secondary Level,5th Quintile,No,0.96396,244,244,0.94053,0.98740
2004,Upper Secondary Level,1st Quintile,Yes,0.23629,397,1682,0.21598,0.25660
2004,Upper Secondary Level,1st Quintile,No,0.76371,1285,1682,0.74340,0.78402
2004,Upper Secondary Level,2nd Quintile,Yes,0.08578,223,2175,0.07401,0.09755
2004,Upper Secondary Level,2nd Quintile,No,0.91422,1952,2175,0.90245,0.92599
2004,Upper Secondary Level,3rd Quintile,Yes,0.06715,162,2278,0.05687,0.07743
2004,Upper Secondary Level,3rd Quintile,No,0.93285,2116,2278,0.92257,0.94313
2004,Upper Secondary Level,4th Quintile,Yes,0.04825,108,2297,0.03949,0.05702
2004,Upper Secondary Level,4th Quintile,No,0.95175,2189,2297,0.94298,0.96051
2004,Upper Secondary Level,5th Quintile,Yes,0.02544,60,2348,0.01907,0.03181
2004,Upper Secondary Level,5th Quintile,No,0.97456,2288,2348,0.96819,0.98093
2004,Post-secondary Non-tertiary Level,1st Quintile,No,0.86422,118,118,0.80215,0.92629
2004,Post-secondary Non-tertiary Level,2nd Quintile,No,0.91655,148,148,0.87184,0.96126
2004,Post-secondary Non-tertiary Level,3rd Quintile,No,0.95315,188,188,0.92287,0.98344
2004,Post-secondary Non-tertiary Level,4th Quintile,No,0.95819,241,241,0.93286,0.98351
2004,Post-secondary Non-tertiary Level,5th Quintile,No,0.97193,393,393,0.95558,0.98828
2004,First Stage of Tertiary Education,1st Quintile,No,0.81047,110,110,0.73689,0.88405
2004,First Stage of Tertiary Education,2nd Quintile,No,0.92400,214,214,0.88842,0.95959
2004,First Stage of Tertiary Education,3rd Quintile,No,0.96832,364,364,0.95030,0.98634
2004,First Stage of Tertiary Education,4th Quintile,No,0.99797,392,392,0.99350,1.00243
2004,First Stage of Tertiary Education,5th Quintile,No,0.98574,490,490,0.97523,0.99625
2004,Second Stage of Tertiary Education,1st Quintile,Yes,0.17606,43,204,0.12367,0.22846
2004,Second Stage of Tertiary Education,1st Quintile,No,0.82394,161,204,0.77154,0.87633
2004,Second Stage of Tertiary Education,2nd Quintile,Yes,0.09817,35,307,0.06483,0.13151
2004,Second Stage of Tertiary Education,2nd Quintile,No,0.90183,272,307,0.86849,0.93517
2004,Second Stage of Tertiary Education,3rd Quintile,No,0.92101,435,435,0.89564,0.94639
2004,Second Stage of Tertiary Education,4th Quintile,No,0.96775,827,827,0.95570,0.97979
2004,Second Stage of Tertiary Education,5th Quintile,Yes,0.02042,43,2471,0.01484,0.02600
2004,Second Stage of Tertiary Education,5th Quintile,No,0.97958,2428,2471,0.97400,0.98516
2005,No answer / don't know,1st Quintile,No,0.79606,72,72,0.70234,0.88979
2005,No answer / don't know,2nd Quintile,No,0.81567,51,51,0.70819,0.92315
2005,No answer / don't know,3rd Quintile,No,0.88557,45,45,0.79151,0.97963
2005,No answer / don't know,4th Quintile,No,0.99611,49,49,0.97849,1.01372
2005,Pre-primary Level,4th Quintile,No,0.95890,113,113,0.92213,0.99567
2005,Primary Level,1st Quintile,No,0.77459,107,107,0.69504,0.85414
2005,Primary Level,2nd Quintile,No,0.79772,42,42,0.67476,0.92068
2005,Lower Secondary Level,1st Quintile,Yes,0.19878,132,739,0.16999,0.22758
2005,Lower Secondary Level,1st Quintile,No,0.80122,607,739,0.77242,0.83001
2005,Lower Secondary Level,2nd Quintile,Yes,0.07373,41,599,0.05278,0.09467
2005,Lower Secondary Level,2nd Quintile,No,0.92627,558,599,0.90533,0.94722
2005,Lower Secondary Level,3rd Quintile,No,0.94153,408,408,0.91874,0.96433
2005,Lower Secondary Level,4th Quintile,No,0.96313,379,379,0.94413,0.98213
2005,Lower Secondary Level,5th Quintile,No,0.95399,221,221,0.92631,0.98168
2005,Upper Secondary Level,1st Quintile,Yes,0.25465,414,1597,0.23327,0.27602
2005,Upper Secondary Level,1st Quintile,No,0.74535,1183,1597,0.72398,0.76673
2005,Upper Secondary Level,2nd Quintile,Yes,0.07923,193,2087,0.06764,0.09082
2005,Upper Secondary Level,2nd Quintile,No,0.92077,1894,2087,0.90918,0.93236
2005,Upper Secondary Level,3rd Quintile,Yes,0.05762,131,2163,0.04780,0.06745
2005,Upper Secondary Level,3rd Quintile,No,0.94238,2032,2163,0.93255,0.95220
2005,Upper Secondary Level,4th Quintile,Yes,0.03959,87,2252,0.03154,0.04765
2005,Upper Secondary Level,4th Quintile,No,0.96041,2165,2252,0.95235,0.96846
2005,Upper Secondary Level,5th Quintile,Yes,0.02582,61,2146,0.01911,0.03253
2005,Upper Secondary Level,5th Quintile,No,0.97418,2085,2146,0.96747,0.98089
2005,Post-secondary Non-tertiary Level,1st Quintile,No,0.78159,112,112,0.70472,0.85845
2005,Post-secondary Non-tertiary Level,2nd Quintile,No,0.90908,155,155,0.86368,0.95449
2005,Post-secondary Non-tertiary Level,3rd Quintile,No,0.95074,199,199,0.92060,0.98088
2005,Post-secondary Non-tertiary Level,4th Quintile,No,0.98412,228,228,0.96785,1.00038
2005,Post-secondary Non-tertiary Level,5th Quintile,No,0.99381,371,371,0.98582,1.00180
2005,First Stage of Tertiary Education,1st Quintile,No,0.81910,93,93,0.74044,0.89776
2005,First Stage of Tertiary Education,2nd Quintile,No,0.93896,220,220,0.90725,0.97067
2005,First Stage of Tertiary Education,3rd Quintile,No,0.97523,293,293,0.95740,0.99305
2005,First Stage of Tertiary Education,4th Quintile,No,0.98105,419,419,0.96798,0.99412
2005,First Stage of Tertiary Education,5th Quintile,No,0.96796,466,466,0.95196,0.98397
2005,Second Stage of Tertiary Education,1st Quintile,Yes,0.24010,50,212,0.18246,0.29773
2005,Second Stage of Tertiary Education,1st Quintile,No,0.75990,162,212,0.70227,0.81754
2005,Second Stage of Tertiary Education,2nd Quintile,Yes,0.09668,32,301,0.06324,0.13012
2005,Second Stage of Tertiary Education,2nd Quintile,No,0.90332,269,301,0.86988,0.93676
2005,Second Stage of Tertiary Education,3rd Quintile,No,0.95180,457,457,0.93214,0.97146
2005,Second Stage of Tertiary Education,4th Quintile,No,0.97016,777,777,0.95819,0.98213
2005,Second Stage of Tertiary Education,5th Quintile,Yes,0.01494,42,2370,0.01005,0.01982
2005,Second Stage of Tertiary Education,5th Quintile,No,0.98506,2328,2370,0.98018,0.98995
2006,No answer / don't know,1st Quintile,No,0.86248,78,78,0.78555,0.93940
2006,No answer / don't know,2nd Quintile,No,0.82871,50,50,0.72321,0.93420
2006,No answer / don't know,3rd Quintile,No,0.84876,49,49,0.74740,0.95012
2006,No answer / don't know,4th Quintile,No,0.96537,53,53,0.91568,1.01507
2006,Pre-primary Level,1st Quintile,No,0.91048,52,52,0.83212,0.98883
2006,Pre-primary Level,3rd Quintile,No,0.98609,51,51,0.95363,1.01855
2006,Primary Level,1st Quintile,No,0.80014,91,91,0.71752,0.88276
2006,Primary Level,2nd Quintile,No,0.79830,41,41,0.67395,0.92266
2006,Lower Secondary Level,1st Quintile,Yes,0.21152,136,653,0.18017,0.24286
2006,Lower Secondary Level,1st Quintile,No,0.78848,517,653,0.75714,0.81983
2006,Lower Secondary Level,2nd Quintile,Yes,0.07069,35,555,0.04935,0.09204
2006,Lower Secondary Level,2nd Quintile,No,0.92931,520,555,0.90796,0.95065
2006,Lower Secondary Level,3rd Quintile,No,0.94158,415,415,0.91899,0.96417
2006,Lower Secondary Level,4th Quintile,No,0.94934,299,299,0.92445,0.97424
2006,Lower Secondary Level,5th Quintile,No,0.95909,187,187,0.93063,0.98756
2006,Upper Secondary Level,1st Quintile,Yes,0.27279,463,1608,0.25102,0.29457
2006,Upper Secondary Level,1st Quintile,No,0.72721,1145,1608,0.70543,0.74898
2006,Upper Secondary Level,2nd Quintile,Yes,0.07321,151,1919,0.06155,0.08486
2006,Upper Secondary Level,2nd Quintile,No,0.92679,1768,1919,0.91514,0.93845
2006,Upper Secondary Level,3rd Quintile,Yes,0.05256,102,2021,0.04282,0.06229
2006,Upper Secondary Level,3rd Quintile,No,0.94744,1919,2021,0.93771,0.95718
2006,Upper Secondary Level,4th Quintile,Yes,0.03034,80,2106,0.02301,0.03767
2006,Upper Secondary Level,4th Quintile,No,0.96966,2026,2106,0.96233,0.97699
2006,Upper Secondary Level,5th Quintile,Yes,0.02196,54,2088,0.01567,0.02825
2006,Upper Secondary Level,5th Quintile,No,0.97804,2034,2088,0.97175,0.98433
2006,Post-secondary Non-tertiary Level,1st Quintile,No,0.79858,97,97,0.71835,0.87881
2006,Post-secondary Non-tertiary Level,2nd Quintile,No,0.95557,161,161,0.92364,0.98750
2006,Post-secondary Non-tertiary Level,3rd Quintile,No,0.97104,183,183,0.94667,0.99540
2006,Post-secondary Non-tertiary Level,4th Quintile,No,0.99062,238,238,0.97835,1.00289
2006,Post-secondary Non-tertiary Level,5th Quintile,No,0.98855,330,330,0.97706,1.00005
2006,First Stage of Tertiary Education,1st Quintile,No,0.77710,85,85,0.68810,0.86610
2006,First Stage of Tertiary Education,2nd Quintile,No,0.94555,202,202,0.91418,0.97692
2006,First Stage of Tertiary Education,3rd Quintile,No,0.94786,282,282,0.92186,0.97385
2006,First Stage of Tertiary Education,4th Quintile,No,0.96142,375,375,0.94190,0.98094
2006,First Stage of Tertiary Education,5th Quintile,No,0.96385,453,453,0.94664,0.98106
2006,Second Stage of Tertiary Education,1st Quintile,Yes,0.24025,43,189,0.17918,0.30132
2006,Second Stage of Tertiary Education,1st Quintile,No,0.75975,146,189,0.69868,0.82082
2006,Second Stage of Tertiary Education,2nd Quintile,No,0.90068,267,267,0.86474,0.93663
2006,Second Stage of Tertiary Education,3rd Quintile,No,0.97311,499,499,0.95890,0.98731
2006,Second Stage of Tertiary Education,4th Quintile,No,0.96752,751,751,0.95484,0.98021
2006,Second Stage of Tertiary Education,5th Quintile,Yes,0.01079,33,2275,0.00654,0.01503
2006,Second Stage of Tertiary Education,5th Quintile,No,0.98921,2242,2275,0.98497,0.99346
2007,No answer / don't know,1st Quintile,No,0.76233,87,87,0.67237,0.85230
2007,No answer / don't know,2nd Quintile,No,0.89652,58,58,0.81744,0.97559
2007,No answer / don't know,3rd Quintile,No,0.90548,46,46,0.82000,0.99096
2007,No answer / don't know,4th Quintile,No,0.96413,56,56,0.91498,1.01328
2007,No answer / don't know,5th Quintile,No,0.97501,54,54,0.93299,1.01704
2007,Pre-primary Level,2nd Quintile,No,0.93574,50,50,0.86708,1.00440
2007,Primary Level,1st Quintile,Yes,0.29672,31,113,0.21211,0.38132
2007,Primary Level,1st Quintile,No,0.70328,82,113,0.61868,0.78789
2007,Primary Level,2nd Quintile,No,0.86345,40,40,0.75568,0.97122
2007,Lower Secondary Level,1st Quintile,Yes,0.22226,144,675,0.19087,0.25365
2007,Lower Secondary Level,1st Quintile,No,0.77774,531,675,0.74635,0.80913
2007,Lower Secondary Level,2nd Quintile,No,0.95600,537,537,0.93863,0.97336
2007,Lower Secondary Level,3rd Quintile,No,0.93933,420,420,0.91648,0.96219
2007,Lower Secondary Level,4th Quintile,No,0.96125,327,327,0.94030,0.98220
2007,Lower Secondary Level,5th Quintile,No,0.95839,178,178,0.92897,0.98781
2007,Upper Secondary Level,1st Quintile,Yes,0.24538,429,1752,0.22522,0.26553
2007,Upper Secondary Level,1st Quintile,No,0.75462,1323,1752,0.73447,0.77478
2007,Upper Secondary Level,2nd Quintile,Yes,0.07073,152,2031,0.05958,0.08188
2007,Upper Secondary Level,2nd Quintile,No,0.92927,1879,2031,0.91812,0.94042
2007,Upper Secondary Level,3rd Quintile,Yes,0.04315,96,2194,0.03464,0.05165
2007,Upper Secondary Level,3rd Quintile,No,0.95685,2098,2194,0.94835,0.96536
2007,Upper Secondary Level,4th Quintile,Yes,0.03205,73,2241,0.02476,0.03934
2007,Upper Secondary Level,4th Quintile,No,0.96795,2168,2241,0.96066,0.97524
2007,Upper Secondary Level,5th Quintile,Yes,0.01995,50,2100,0.01397,0.02594
2007,Upper Secondary Level,5th Quintile,No,0.98005,2050,2100,0.97406,0.98603
2007,Post-secondary Non-tertiary Level,1st Quintile,No,0.86567,129,129,0.80659,0.92474
2007,Post-secondary Non-tertiary Level,2nd Quintile,No,0.89607,167,167,0.84965,0.94250
2007,Post-secondary Non-tertiary Level,3rd Quintile,No,0.96941,211,211,0.94612,0.99270
2007,Post-secondary Non-tertiary Level,4th Quintile,No,0.97113,262,262,0.95082,0.99145
2007,Post-secondary Non-tertiary Level,5th Quintile,No,0.98234,339,339,0.96830,0.99638
2007,First Stage of Tertiary Education,1st Quintile,No,0.78817,100,100,0.70768,0.86866
2007,First Stage of Tertiary Education,2nd Quintile,No,0.94942,236,236,0.92141,0.97744
2007,First Stage of Tertiary Education,3rd Quintile,No,0.95549,310,310,0.93250,0.97849
2007,First Stage of Tertiary Education,4th Quintile,No,0.97758,384,384,0.96275,0.99241
2007,First Stage of Tertiary Education,5th Quintile,No,0.97395,438,438,0.95901,0.98888
2007,Second Stage of Tertiary Education,1st Quintile,Yes,0.30038,57,213,0.23867,0.36209
2007,Second Stage of Tertiary Education,1st Quintile,No,0.69962,156,213,0.63791,0.76133
2007,Second Stage of Tertiary Education,2nd Quintile,Yes,0.08388,34,332,0.05402,0.11374
2007,Second Stage of Tertiary Education,2nd Quintile,No,0.91612,298,332,0.88626,0.94598
2007,Second Stage of Tertiary Education,3rd Quintile,No,0.97352,534,534,0.95989,0.98715
2007,Second Stage of Tertiary Education,4th Quintile,No,0.97301,904,904,0.96244,0.98358
2007,Second Stage of Tertiary Education,5th Quintile,No,0.99353,2344,2344,0.99028,0.99678
2008,No answer / don't know,1st Quintile,No,0.89103,96,96,0.82837,0.95369
2008,No answer / don't know,2nd Quintile,No,0.96348,49,49,0.91042,1.01655
2008,No answer / don't know,3rd Quintile,No,0.90160,50,50,0.81820,0.98500
2008,Pre-primary Level,1st Quintile,No,0.97328,56,56,0.93067,1.01590
2008,Primary Level,1st Quintile,No,0.76568,74,74,0.66851,0.86285
2008,Lower Secondary Level,1st Quintile,Yes,0.21107,128,634,0.17928,0.24286
2008,Lower Secondary Level,1st Quintile,No,0.78893,506,634,0.75714,0.82072
2008,Lower Secondary Level,2nd Quintile,No,0.95124,505,505,0.93244,0.97004
2008,Lower Secondary Level,3rd Quintile,No,0.95736,404,404,0.93764,0.97709
2008,Lower Secondary Level,4th Quintile,No,0.98397,261,261,0.96871,0.99924
2008,Lower Secondary Level,5th Quintile,No,0.94921,150,150,0.91396,0.98447
2008,Upper Secondary Level,1st Quintile,Yes,0.22456,371,1603,0.20413,0.24500
2008,Upper Secondary Level,1st Quintile,No,0.77544,1232,1603,0.75500,0.79587
2008,Upper Secondary Level,2nd Quintile,Yes,0.06113,131,1985,0.05059,0.07167
2008,Upper Secondary Level,2nd Quintile,No,0.93887,1854,1985,0.92833,0.94941
2008,Upper Secondary Level,3rd Quintile,Yes,0.03721,86,2125,0.02916,0.04526
2008,Upper Secondary Level,3rd Quintile,No,0.96279,2039,2125,0.95474,0.97084
2008,Upper Secondary Level,4th Quintile,Yes,0.02836,62,2083,0.02123,0.03550
2008,Upper Secondary Level,4th Quintile,No,0.97164,2021,2083,0.96450,0.97877
2008,Upper Secondary Level,5th Quintile,Yes,0.01987,40,1934,0.01365,0.02609
2008,Upper Secondary Level,5th Quintile,No,0.98013,1894,1934,0.97391,0.98635
2008,Post-secondary Non-tertiary Level,1st Quintile,No,0.82370,117,117,0.75435,0.89305
2008,Post-secondary Non-tertiary Level,2nd Quintile,No,0.95318,158,158,0.92014,0.98623
2008,Post-secondary Non-tertiary Level,3rd Quintile,No,0.99940,191,191,0.99591,1.00289
2008,Post-secondary Non-tertiary Level,4th Quintile,No,0.98709,248,248,0.97302,1.00117
2008,Post-secondary Non-tertiary Level,5th Quintile,No,0.99772,332,332,0.99258,1.00286
2008,First Stage of Tertiary Education,1st Quintile,No,0.83373,99,99,0.76002,0.90745
2008,First Stage of Tertiary Education,2nd Quintile,No,0.94117,196,196,0.90815,0.97420
2008,First Stage of Tertiary Education,3rd Quintile,No,0.95205,309,309,0.92819,0.97591
2008,First Stage of Tertiary Education,4th Quintile,No,0.98382,339,339,0.97037,0.99727
2008,First Stage of Tertiary Education,5th Quintile,No,0.97190,411,411,0.95590,0.98790
2008,Second Stage of Tertiary Education,1st Quintile,Yes,0.34682,54,203,0.28118,0.41245
2008,Second Stage of Tertiary Education,1st Quintile,No,0.65318,149,203,0.58755,0.71882
2008,Second Stage of Tertiary Education,2nd Quintile,No,0.96660,326,326,0.94706,0.98613
2008,Second Stage of Tertiary Education,3rd Quintile,No,0.97736,578,578,0.96522,0.98950
2008,Second Stage of Tertiary Education,4th Quintile,No,0.98574,767,767,0.97735,0.99414
2008,Second Stage of Tertiary Education,5th Quintile,No,0.99410,2256,2256,0.99094,0.99726
2009,No answer / don't know,1st Quintile,No,0.79983,86,86,0.71476,0.88489
2009,No answer / don't know,2nd Quintile,No,0.92946,55,55,0.86116,0.99776
2009,No answer / don't know,3rd Quintile,No,0.98353,49,49,0.94752,1.01954
2009,No answer / don't know,4th Quintile,No,0.96570,57,57,0.91803,1.01337
2009,No answer / don't know,5th Quintile,No,0.98711,48,48,0.95486,1.01936
2009,Primary Level,1st Quintile,No,0.79004,72,72,0.69530,0.88477
2009,Primary Level,2nd Quintile,No,0.91938,41,41,0.83500,1.00375
2009,Lower Secondary Level,1st Quintile,Yes,0.21663,112,594,0.18347,0.24979
2009,Lower Secondary Level,1st Quintile,No,0.78337,482,594,0.75021,0.81653
2009,Lower Secondary Level,2nd Quintile,Yes,0.07246,31,460,0.04874,0.09617
2009,Lower Secondary Level,2nd Quintile,No,0.92754,429,460,0.90383,0.95126
2009,Lower Secondary Level,3rd Quintile,No,0.96961,345,345,0.95147,0.98775
2009,Lower Secondary Level,4th Quintile,No,0.98034,243,243,0.96286,0.99783
