,Unnamed: 0,year,bula_h,regtyp,plb0021,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
29,29,1986,Bremen,Urban regions,No,1.0,98,10238,0.91586,1.10831
30,30,1986,North Rhine-Westphalia,Urban regions,Yes,0.05024,160,10238,0.04527,0.05553
31,31,1986,North Rhine-Westphalia,Urban regions,No,0.94976,2579,10238,0.92958,0.97204
32,32,1986,North Rhine-Westphalia,Rural regions,No,1.0,63,10238,0.91796,1.07147
33,33,1986,Hesse,Urban regions,Yes,0.03421,38,10238,0.02447,0.04314
34,34,1986,Hesse,Urban regions,No,0.96579,853,10238,0.91205,1.01783
35,35,1986,Hesse,Rural regions,No,1.0,129,10238,0.90662,1.0979
36,36,1986,"Rhineland-Palatinate, Saarland",Urban regions,No,1.0,577,10238,0.96283,1.043
37,37,1986,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,140,10238,0.94419,1.06265
38,38,1986,Baden-Wuerttemberg,Urban regions,Yes,0.02668,58,10238,0.02115,0.03307
39,39,1986,Baden-Wuerttemberg,Urban regions,No,0.97332,1591,10238,0.94057,1.00225
40,40,1986,Baden-Wuerttemberg,Rural regions,No,1.0,288,10238,0.93416,1.08774
41,41,1986,Bavaria,Urban regions,Yes,0.02763,32,10238,0.02027,0.03403
42,42,1986,Bavaria,Urban regions,No,0.97237,868,10238,0.93616,1.00931
43,43,1986,Bavaria,Rural regions,Yes,0.05484,47,10238,0.04622,0.06432
44,44,1986,Bavaria,Rural regions,No,0.94516,785,10238,0.91425,0.97523
45,45,1986,Berlin,Urban regions,No,1.0,329,10238,0.94264,1.07154
46,46,1987,Schleswig-Holstein,Urban regions,No,1.0,131,10196,0.90791,1.07718
47,47,1987,Schleswig-Holstein,Rural regions,No,1.0,157,10196,0.92449,1.06461
48,48,1987,Hamburg,Urban regions,No,1.0,208,10196,0.9135,1.08802
49,49,1987,Lower Saxony,Urban regions,No,1.0,505,10196,0.95086,1.05277
50,50,1987,Lower Saxony,Rural regions,Yes,0.05108,35,10196,0.04323,0.06013
51,51,1987,Lower Saxony,Rural regions,No,0.94892,537,10196,0.91192,0.99209
52,52,1987,Bremen,Urban regions,No,1.0,87,10196,0.89432,1.13377
53,53,1987,North Rhine-Westphalia,Urban regions,Yes,0.04483,144,10196,0.03932,0.0511
54,54,1987,North Rhine-Westphalia,Urban regions,No,0.95517,2594,10196,0.93116,0.97629
55,55,1987,North Rhine-Westphalia,Rural regions,No,1.0,67,10196,0.9172,1.08383
56,56,1987,Hesse,Urban regions,Yes,0.03152,37,10196,0.02197,0.04197
57,57,1987,Hesse,Urban regions,No,0.96848,866,10196,0.93354,1.01695
58,58,1987,Hesse,Rural regions,No,1.0,134,10196,0.92362,1.09093
59,59,1987,"Rhineland-Palatinate, Saarland",Urban regions,No,1.0,581,10196,0.96131,1.04427
60,60,1987,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,139,10196,0.93113,1.06536
61,61,1987,Baden-Wuerttemberg,Urban regions,Yes,0.02417,57,10196,0.01765,0.03014
62,62,1987,Baden-Wuerttemberg,Urban regions,No,0.97583,1604,10196,0.94333,1.01162
63,63,1987,Baden-Wuerttemberg,Rural regions,No,1.0,273,10196,0.92255,1.07156
64,64,1987,Bavaria,Urban regions,Yes,0.02974,33,10196,0.02278,0.03603
65,65,1987,Bavaria,Urban regions,No,0.97026,857,10196,0.93061,1.00044
66,66,1987,Bavaria,Rural regions,Yes,0.04717,40,10196,0.03921,0.05606
67,67,1987,Bavaria,Rural regions,No,0.95283,773,10196,0.92473,0.98547
68,68,1987,Berlin,Urban regions,No,1.0,337,10196,0.9348,1.06437
69,69,1988,Schleswig-Holstein,Urban regions,No,1.0,132,9685,0.89598,1.09511
70,70,1988,Schleswig-Holstein,Rural regions,No,1.0,154,9685,0.91265,1.06494
71,71,1988,Hamburg,Urban regions,No,1.0,184,9685,0.92001,1.08018
72,72,1988,Lower Saxony,Urban regions,No,1.0,489,9685,0.93789,1.05099
73,73,1988,Lower Saxony,Rural regions,Yes,0.08869,48,9685,0.07412,0.10438
74,74,1988,Lower Saxony,Rural regions,No,0.91131,480,9685,0.87832,0.95238
75,75,1988,Bremen,Urban regions,No,1.0,88,9685,0.88479,1.11347
76,76,1988,North Rhine-Westphalia,Urban regions,Yes,0.04551,132,9685,0.03961,0.05111
77,77,1988,North Rhine-Westphalia,Urban regions,No,0.95449,2435,9685,0.93288,0.97728
78,78,1988,North Rhine-Westphalia,Rural regions,No,1.0,65,9685,0.91157,1.08889
79,79,1988,Hesse,Urban regions,Yes,0.02856,37,9685,0.0181,0.03737
80,80,1988,Hesse,Urban regions,No,0.97144,807,9685,0.92331,1.0214
81,81,1988,Hesse,Rural regions,No,1.0,126,9685,0.90023,1.1042
82,82,1988,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.04473,33,9685,0.03576,0.05486
83,83,1988,"Rhineland-Palatinate, Saarland",Urban regions,No,0.95527,559,9685,0.91692,0.99889
84,84,1988,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,126,9685,0.92452,1.0748
85,85,1988,Baden-Wuerttemberg,Urban regions,Yes,0.02456,50,9685,0.01688,0.03062
86,86,1988,Baden-Wuerttemberg,Urban regions,No,0.97544,1566,9685,0.93609,1.01
87,87,1988,Baden-Wuerttemberg,Rural regions,No,1.0,243,9685,0.91096,1.08305
88,88,1988,Bavaria,Urban regions,Yes,0.02356,34,9685,0.01785,0.02969
89,89,1988,Bavaria,Urban regions,No,0.97644,827,9685,0.93565,1.01459
90,90,1988,Bavaria,Rural regions,Yes,0.03655,32,9685,0.02977,0.04292
91,91,1988,Bavaria,Rural regions,No,0.96345,735,9685,0.92608,1.00033
92,92,1988,Berlin,Urban regions,No,1.0,303,9685,0.91625,1.08498
93,93,1989,Schleswig-Holstein,Urban regions,No,1.0,126,8621,0.92478,1.10569
94,94,1989,Schleswig-Holstein,Rural regions,No,1.0,141,8621,0.9283,1.07281
95,95,1989,Hamburg,Urban regions,No,1.0,172,8621,0.90446,1.08601
96,96,1989,Lower Saxony,Urban regions,No,1.0,440,8621,0.96011,1.04856
97,97,1989,Lower Saxony,Rural regions,Yes,0.0675,34,8621,0.05533,0.07889
98,98,1989,Lower Saxony,Rural regions,No,0.9325,450,8621,0.88927,0.9732
99,99,1989,Bremen,Urban regions,No,1.0,80,8621,0.91273,1.09109
100,100,1989,North Rhine-Westphalia,Urban regions,Yes,0.03986,102,8621,0.03471,0.04613
101,101,1989,North Rhine-Westphalia,Urban regions,No,0.96014,2162,8621,0.93824,0.98515
102,102,1989,North Rhine-Westphalia,Rural regions,No,1.0,64,8621,0.91393,1.09188
103,103,1989,Hesse,Urban regions,No,1.0,724,8621,0.95358,1.04521
104,104,1989,Hesse,Rural regions,No,1.0,123,8621,0.91451,1.08684
105,105,1989,"Rhineland-Palatinate, Saarland",Urban regions,No,1.0,512,8621,0.95944,1.03772
106,106,1989,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,98,8621,0.91746,1.07326
107,107,1989,Baden-Wuerttemberg,Urban regions,Yes,0.01824,36,8621,0.01397,0.0234
108,108,1989,Baden-Wuerttemberg,Urban regions,No,0.98176,1443,8621,0.94155,1.01797
109,109,1989,Baden-Wuerttemberg,Rural regions,No,1.0,217,8621,0.91135,1.08164
110,110,1989,Bavaria,Urban regions,No,1.0,748,8621,0.95752,1.04125
111,111,1989,Bavaria,Rural regions,No,1.0,668,8621,0.96268,1.03251
112,112,1989,Berlin,Urban regions,No,1.0,281,8621,0.93289,1.07698
113,113,1990,Schleswig-Holstein,Urban regions,No,1.0,125,8935,0.89431,1.09355
114,114,1990,Schleswig-Holstein,Rural regions,No,1.0,131,8935,0.92577,1.07529
115,115,1990,Hamburg,Urban regions,No,1.0,137,8935,0.90528,1.10999
116,116,1990,Lower Saxony,Urban regions,No,1.0,434,8935,0.95474,1.06076
117,117,1990,Lower Saxony,Rural regions,Yes,0.05723,31,8935,0.04383,0.07428
118,118,1990,Lower Saxony,Rural regions,No,0.94277,448,8935,0.89985,0.99009
119,119,1990,Bremen,Urban regions,No,1.0,94,8935,0.90182,1.0876
120,120,1990,North Rhine-Westphalia,Urban regions,Yes,0.03384,100,8935,0.02899,0.03956
121,121,1990,North Rhine-Westphalia,Urban regions,No,0.96616,2281,8935,0.94131,0.98736
122,122,1990,North Rhine-Westphalia,Rural regions,No,1.0,64,8935,0.88245,1.12635
123,123,1990,Hesse,Urban regions,No,1.0,796,8935,0.94827,1.04865
124,124,1990,Hesse,Rural regions,No,1.0,118,8935,0.89706,1.10597
125,125,1990,"Rhineland-Palatinate, Saarland",Urban regions,No,1.0,520,8935,0.95367,1.03844
126,126,1990,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,102,8935,0.92186,1.07582
127,127,1990,Baden-Wuerttemberg,Urban regions,Yes,0.00952,34,8935,0.00613,0.01301
128,128,1990,Baden-Wuerttemberg,Urban regions,No,0.99048,1487,8935,0.95633,1.03095
129,129,1990,Baden-Wuerttemberg,Rural regions,No,1.0,232,8935,0.90264,1.08701
130,130,1990,Bavaria,Urban regions,No,1.0,780,8935,0.95846,1.04432
131,131,1990,Bavaria,Rural regions,No,1.0,742,8935,0.96205,1.03971
132,132,1990,Berlin,Urban regions,No,1.0,279,8935,0.9257,1.07293
133,133,1991,Schleswig-Holstein,Urban regions,No,1.0,135,13085,0.89695,1.09559
134,134,1991,Schleswig-Holstein,Rural regions,No,1.0,139,13085,0.93235,1.07023
135,135,1991,Hamburg,Urban regions,No,1.0,151,13085,0.89931,1.09357
136,136,1991,Lower Saxony,Urban regions,No,1.0,445,13085,0.95102,1.05204
137,137,1991,Lower Saxony,Rural regions,No,1.0,467,13085,0.95796,1.04912
138,138,1991,Bremen,Urban regions,No,1.0,90,13085,0.89765,1.11224
139,139,1991,North Rhine-Westphalia,Urban regions,Yes,0.03095,98,13085,0.02652,0.03553
140,140,1991,North Rhine-Westphalia,Urban regions,No,0.96905,2326,13085,0.94345,0.9926
141,141,1991,North Rhine-Westphalia,Rural regions,No,1.0,61,13085,0.89424,1.10456
142,142,1991,Hesse,Urban regions,No,1.0,785,13085,0.94883,1.05055
143,143,1991,Hesse,Rural regions,No,1.0,130,13085,0.89081,1.08203
144,144,1991,"Rhineland-Palatinate, Saarland",Urban regions,No,1.0,513,13085,0.95026,1.0486
145,145,1991,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,111,13085,0.9072,1.09289
146,146,1991,Baden-Wuerttemberg,Urban regions,Yes,0.02454,50,13085,0.01644,0.03121
147,147,1991,Baden-Wuerttemberg,Urban regions,No,0.97546,1478,13085,0.93393,1.01638
148,148,1991,Baden-Wuerttemberg,Rural regions,No,1.0,230,13085,0.91792,1.10643
149,149,1991,Bavaria,Urban regions,Yes,0.03645,31,13085,0.02763,0.04625
150,150,1991,Bavaria,Urban regions,No,0.96355,774,13085,0.91738,1.00328
151,151,1991,Bavaria,Rural regions,No,1.0,752,13085,0.96282,1.03384
152,152,1991,Berlin,Urban regions,Yes,0.05235,46,13085,0.04293,0.06208
153,153,1991,Berlin,Urban regions,No,0.94765,540,13085,0.88621,1.00223
154,154,1991,Brandenburg,Urban regions,No,1.0,38,13085,0.86141,1.15401
155,155,1991,Brandenburg,Rural regions,Yes,0.10259,62,13085,0.0908,0.11716
156,156,1991,Brandenburg,Rural regions,No,0.89741,562,13085,0.86345,0.9343
157,157,1991,Mecklenburg-Western Pomerania,Urban regions,No,1.0,43,13085,0.8714,1.15485
158,158,1991,Mecklenburg-Western Pomerania,Rural regions,Yes,0.11256,49,13085,0.09793,0.13152
159,159,1991,Mecklenburg-Western Pomerania,Rural regions,No,0.88744,361,13085,0.84467,0.93695
160,160,1991,Saxony,Urban regions,Yes,0.10826,63,13085,0.09552,0.1232
161,161,1991,Saxony,Urban regions,No,0.89174,547,13085,0.85654,0.9262
162,162,1991,Saxony,Rural regions,Yes,0.07172,42,13085,0.06164,0.08414
163,163,1991,Saxony,Rural regions,No,0.92828,544,13085,0.88969,0.97468
164,164,1991,Saxony-Anhalt,Urban regions,No,1.0,160,13085,0.89014,1.0881
165,165,1991,Saxony-Anhalt,Rural regions,Yes,0.09886,67,13085,0.08583,0.11357
166,166,1991,Saxony-Anhalt,Rural regions,No,0.90114,541,13085,0.86337,0.94334
167,167,1991,Thuringa,Urban regions,No,1.0,171,13085,0.93073,1.07875
168,168,1991,Thuringa,Rural regions,Yes,0.11578,58,13085,0.10145,0.13154
169,169,1991,Thuringa,Rural regions,No,0.88422,425,13085,0.84255,0.93042
170,170,1992,Schleswig-Holstein,Urban regions,No,1.0,132,12702,0.91588,1.09279
171,171,1992,Schleswig-Holstein,Rural regions,No,1.0,125,12702,0.93564,1.07955
172,172,1992,Hamburg,Urban regions,No,1.0,145,12702,0.88608,1.10528
173,173,1992,Lower Saxony,Urban regions,No,1.0,436,12702,0.94846,1.04947
174,174,1992,Lower Saxony,Rural regions,No,1.0,465,12702,0.95234,1.05493
175,175,1992,Bremen,Urban regions,No,1.0,86,12702,0.91047,1.09291
176,176,1992,North Rhine-Westphalia,Urban regions,Yes,0.03909,103,12702,0.03346,0.04476
177,177,1992,North Rhine-Westphalia,Urban regions,No,0.96091,2301,12702,0.93793,0.98496
178,178,1992,North Rhine-Westphalia,Rural regions,No,1.0,59,12702,0.89366,1.1097
179,179,1992,Hesse,Urban regions,Yes,0.03223,32,12702,0.02403,0.04055
180,180,1992,Hesse,Urban regions,No,0.96777,764,12702,0.92573,1.01527
181,181,1992,Hesse,Rural regions,No,1.0,129,12702,0.9022,1.08788
182,182,1992,"Rhineland-Palatinate, Saarland",Urban regions,No,1.0,519,12702,0.95678,1.05605
183,183,1992,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,100,12702,0.89134,1.12904
184,184,1992,Baden-Wuerttemberg,Urban regions,Yes,0.0213,52,12702,0.01721,0.02739
185,185,1992,Baden-Wuerttemberg,Urban regions,No,0.9787,1409,12702,0.93752,1.01809
186,186,1992,Baden-Wuerttemberg,Rural regions,No,1.0,225,12702,0.91213,1.09776
187,187,1992,Bavaria,Urban regions,No,1.0,786,12702,0.95951,1.04206
188,188,1992,Bavaria,Rural regions,No,1.0,773,12702,0.94976,1.0423
189,189,1992,Berlin,Urban regions,Yes,0.09843,61,12702,0.08473,0.11207
190,190,1992,Berlin,Urban regions,No,0.90157,517,12702,0.85179,0.95553
191,191,1992,Brandenburg,Urban regions,No,1.0,60,12702,0.87211,1.10917
192,192,1992,Brandenburg,Rural regions,Yes,0.14459,82,12702,0.12974,0.16147
193,193,1992,Brandenburg,Rural regions,No,0.85541,498,12702,0.82077,0.89918
194,194,1992,Mecklenburg-Western Pomerania,Urban regions,No,1.0,40,12702,0.87883,1.14338
195,195,1992,Mecklenburg-Western Pomerania,Rural regions,Yes,0.17384,58,12702,0.15534,0.19917
196,196,1992,Mecklenburg-Western Pomerania,Rural regions,No,0.82616,294,12702,0.78152,0.86998
197,197,1992,Saxony,Urban regions,Yes,0.18232,102,12702,0.16793,0.1962
198,198,1992,Saxony,Urban regions,No,0.81768,475,12702,0.78212,0.84826
199,199,1992,Saxony,Rural regions,Yes,0.11839,68,12702,0.10561,0.13209
200,200,1992,Saxony,Rural regions,No,0.88161,470,12702,0.84265,0.92237
201,201,1992,Saxony-Anhalt,Urban regions,No,1.0,149,12702,0.88688,1.10744
202,202,1992,Saxony-Anhalt,Rural regions,Yes,0.13852,80,12702,0.12488,0.15136
203,203,1992,Saxony-Anhalt,Rural regions,No,0.86148,492,12702,0.81952,0.91116
204,204,1992,Thuringa,Urban regions,No,1.0,148,12702,0.92789,1.08867
205,205,1992,Thuringa,Rural regions,Yes,0.16486,73,12702,0.14225,0.18972
206,206,1992,Thuringa,Rural regions,No,0.83514,394,12702,0.78735,0.87773
207,207,1993,Schleswig-Holstein,Urban regions,No,1.0,138,12630,0.90012,1.08238
208,208,1993,Schleswig-Holstein,Rural regions,No,1.0,128,12630,0.92476,1.08797
209,209,1993,Hamburg,Urban regions,No,1.0,135,12630,0.90656,1.11041
210,210,1993,Lower Saxony,Urban regions,No,1.0,442,12630,0.94434,1.0549
211,211,1993,Lower Saxony,Rural regions,No,1.0,475,12630,0.94075,1.05127
212,212,1993,Bremen,Urban regions,No,1.0,84,12630,0.90554,1.11703
213,213,1993,North Rhine-Westphalia,Urban regions,Yes,0.03729,113,12630,0.03083,0.04366
214,214,1993,North Rhine-Westphalia,Urban regions,No,0.96271,2276,12630,0.93477,0.99103
215,215,1993,North Rhine-Westphalia,Rural regions,No,1.0,58,12630,0.89145,1.1048
216,216,1993,Hesse,Urban regions,No,1.0,752,12630,0.94496,1.05615
217,217,1993,Hesse,Rural regions,No,1.0,123,12630,0.89679,1.10387
218,218,1993,"Rhineland-Palatinate, Saarland",Urban regions,No,1.0,497,12630,0.94966,1.04066
219,219,1993,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,103,12630,0.88963,1.11313
220,220,1993,Baden-Wuerttemberg,Urban regions,Yes,0.02263,58,12630,0.01666,0.02973
221,221,1993,Baden-Wuerttemberg,Urban regions,No,0.97737,1463,12630,0.93778,1.0176
222,222,1993,Baden-Wuerttemberg,Rural regions,No,1.0,221,12630,0.88028,1.09644
223,223,1993,Bavaria,Urban regions,No,1.0,769,12630,0.95017,1.04333
224,224,1993,Bavaria,Rural regions,No,1.0,773,12630,0.95925,1.05263
225,225,1993,Berlin,Urban regions,Yes,0.07967,54,12630,0.06805,0.09397
226,226,1993,Berlin,Urban regions,No,0.92033,502,12630,0.87473,0.97339
227,227,1993,Brandenburg,Urban regions,No,1.0,59,12630,0.8664,1.12875
228,228,1993,Brandenburg,Rural regions,Yes,0.12823,75,12630,0.11522,0.14528
229,229,1993,Brandenburg,Rural regions,No,0.87177,487,12630,0.83687,0.91599
230,230,1993,Mecklenburg-Western Pomerania,Urban regions,No,1.0,41,12630,0.86184,1.16167
231,231,1993,Mecklenburg-Western Pomerania,Rural regions,Yes,0.17846,60,12630,0.15697,0.20207
232,232,1993,Mecklenburg-Western Pomerania,Rural regions,No,0.82154,296,12630,0.7739,0.86575
233,233,1993,Saxony,Urban regions,Yes,0.17523,95,12630,0.15979,0.19381
234,234,1993,Saxony,Urban regions,No,0.82477,476,12630,0.79084,0.85589
235,235,1993,Saxony,Rural regions,Yes,0.14823,78,12630,0.131,0.1649
236,236,1993,Saxony,Rural regions,No,0.85177,457,12630,0.81332,0.89593
237,237,1993,Saxony-Anhalt,Urban regions,No,1.0,143,12630,0.89602,1.09892
238,238,1993,Saxony-Anhalt,Rural regions,Yes,0.15968,91,12630,0.14532,0.17938
239,239,1993,Saxony-Anhalt,Rural regions,No,0.84032,472,12630,0.79774,0.88153
240,240,1993,Thuringa,Urban regions,No,1.0,159,12630,0.92924,1.08619
241,241,1993,Thuringa,Rural regions,Yes,0.16439,73,12630,0.1484,0.18465
242,242,1993,Thuringa,Rural regions,No,0.83561,404,12630,0.79309,0.89628
243,243,1994,Schleswig-Holstein,Urban regions,No,1.0,127,12570,0.91189,1.09764
244,244,1994,Schleswig-Holstein,Rural regions,No,1.0,136,12570,0.90872,1.08939
245,245,1994,Hamburg,Urban regions,No,1.0,138,12570,0.88535,1.09311
246,246,1994,Lower Saxony,Urban regions,No,1.0,443,12570,0.94405,1.05937
247,247,1994,Lower Saxony,Rural regions,No,1.0,460,12570,0.94712,1.07052
248,248,1994,Bremen,Urban regions,No,1.0,79,12570,0.89185,1.11365
249,249,1994,North Rhine-Westphalia,Urban regions,Yes,0.04771,154,12570,0.04129,0.05369
250,250,1994,North Rhine-Westphalia,Urban regions,No,0.95229,2207,12570,0.92393,0.98014
251,251,1994,North Rhine-Westphalia,Rural regions,No,1.0,60,12570,0.85215,1.12289
252,252,1994,Hesse,Urban regions,Yes,0.04539,40,12570,0.03382,0.06129
253,253,1994,Hesse,Urban regions,No,0.95461,753,12570,0.91189,1.00475
254,254,1994,Hesse,Rural regions,No,1.0,115,12570,0.87915,1.11515
255,255,1994,"Rhineland-Palatinate, Saarland",Urban regions,No,1.0,492,12570,0.94909,1.05167
256,256,1994,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,103,12570,0.88323,1.12211
257,257,1994,Baden-Wuerttemberg,Urban regions,Yes,0.0354,82,12570,0.02785,0.04232
258,258,1994,Baden-Wuerttemberg,Urban regions,No,0.9646,1421,12570,0.92701,1.00367
259,259,1994,Baden-Wuerttemberg,Rural regions,No,1.0,201,12570,0.87409,1.09676
260,260,1994,Bavaria,Urban regions,Yes,0.0527,42,12570,0.04154,0.06972
261,261,1994,Bavaria,Urban regions,No,0.9473,744,12570,0.91021,0.99357
262,262,1994,Bavaria,Rural regions,Yes,0.05951,49,12570,0.04557,0.07506
263,263,1994,Bavaria,Rural regions,No,0.94049,743,12570,0.89089,0.98582
264,264,1994,Berlin,Urban regions,Yes,0.08105,51,12570,0.06913,0.09348
265,265,1994,Berlin,Urban regions,No,0.91895,499,12570,0.87571,0.96281
266,266,1994,Brandenburg,Urban regions,No,1.0,56,12570,0.85168,1.14303
267,267,1994,Brandenburg,Rural regions,Yes,0.13475,83,12570,0.11855,0.15262
268,268,1994,Brandenburg,Rural regions,No,0.86525,460,12570,0.82444,0.90557
269,269,1994,Mecklenburg-Western Pomerania,Urban regions,No,1.0,45,12570,0.87009,1.14921
270,270,1994,Mecklenburg-Western Pomerania,Rural regions,Yes,0.17864,62,12570,0.16046,0.20233
271,271,1994,Mecklenburg-Western Pomerania,Rural regions,No,0.82136,292,12570,0.77056,0.87573
272,272,1994,Saxony,Urban regions,Yes,0.15999,92,12570,0.14544,0.17681
273,273,1994,Saxony,Urban regions,No,0.84001,487,12570,0.80769,0.87743
274,274,1994,Saxony,Rural regions,Yes,0.15749,83,12570,0.13907,0.17401
275,275,1994,Saxony,Rural regions,No,0.84251,455,12570,0.8012,0.88316
276,276,1994,Saxony-Anhalt,Urban regions,No,1.0,137,12570,0.89497,1.12244
277,277,1994,Saxony-Anhalt,Rural regions,Yes,0.18608,85,12570,0.16673,0.20848
278,278,1994,Saxony-Anhalt,Rural regions,No,0.81392,454,12570,0.77286,0.85345
279,279,1994,Thuringa,Urban regions,No,1.0,170,12570,0.91268,1.0844
280,280,1994,Thuringa,Rural regions,Yes,0.17021,78,12570,0.14864,0.19313
281,281,1994,Thuringa,Rural regions,No,0.82979,392,12570,0.78276,0.88482
282,282,1995,Schleswig-Holstein,Urban regions,No,1.0,131,12981,0.90553,1.09708
283,283,1995,Schleswig-Holstein,Rural regions,No,1.0,128,12981,0.90231,1.11521
284,284,1995,Hamburg,Urban regions,No,1.0,125,12981,0.88055,1.13843
285,285,1995,Lower Saxony,Urban regions,Yes,0.07346,41,12981,0.05807,0.08995
286,286,1995,Lower Saxony,Urban regions,No,0.92654,471,12981,0.86357,0.99196
287,287,1995,Lower Saxony,Rural regions,Yes,0.05152,32,12981,0.03938,0.06575
288,288,1995,Lower Saxony,Rural regions,No,0.94848,486,12981,0.89963,1.0086
289,289,1995,Bremen,Urban regions,No,1.0,83,12981,0.88318,1.11463
290,290,1995,North Rhine-Westphalia,Urban regions,Yes,0.05067,166,12981,0.04393,0.05839
291,291,1995,North Rhine-Westphalia,Urban regions,No,0.94933,2321,12981,0.9217,0.98179
292,292,1995,North Rhine-Westphalia,Rural regions,No,1.0,65,12981,0.87978,1.12618
293,293,1995,Hesse,Urban regions,Yes,0.04282,36,12981,0.03151,0.05498
294,294,1995,Hesse,Urban regions,No,0.95718,750,12981,0.90027,1.01503
295,295,1995,Hesse,Rural regions,No,1.0,128,12981,0.91439,1.10903
296,296,1995,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.06319,38,12981,0.05156,0.08107
297,297,1995,"Rhineland-Palatinate, Saarland",Urban regions,No,0.93681,533,12981,0.88763,0.98822
298,298,1995,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,123,12981,0.86106,1.10963
299,299,1995,Baden-Wuerttemberg,Urban regions,Yes,0.04409,94,12981,0.03548,0.05429
300,300,1995,Baden-Wuerttemberg,Urban regions,No,0.95591,1460,12981,0.92191,0.99383
301,301,1995,Baden-Wuerttemberg,Rural regions,No,1.0,208,12981,0.89704,1.09475
302,302,1995,Bavaria,Urban regions,Yes,0.05243,45,12981,0.04133,0.06647
303,303,1995,Bavaria,Urban regions,No,0.94757,782,12981,0.89801,0.9915
304,304,1995,Bavaria,Rural regions,Yes,0.05312,51,12981,0.04088,0.07037
305,305,1995,Bavaria,Rural regions,No,0.94688,796,12981,0.89818,0.99534
306,306,1995,Berlin,Urban regions,Yes,0.08369,53,12981,0.06922,0.10034
307,307,1995,Berlin,Urban regions,No,0.91631,508,12981,0.86068,0.9803
308,308,1995,Brandenburg,Rural regions,Yes,0.09546,57,12981,0.08322,0.10765
309,309,1995,Brandenburg,Rural regions,No,0.90454,508,12981,0.85747,0.94406
310,310,1995,Mecklenburg-Western Pomerania,Urban regions,No,1.0,45,12981,0.82713,1.19531
311,311,1995,Mecklenburg-Western Pomerania,Rural regions,Yes,0.13944,44,12981,0.11472,0.17272
