,Unnamed: 0,year,bula_h,regtyp,plb0021,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
625,625,2003,Hesse,Rural regions,No,1.0,258,22020,0.93142,1.08812
626,626,2003,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.05565,50,22020,0.04638,0.06587
627,627,2003,"Rhineland-Palatinate, Saarland",Urban regions,No,0.94435,981,22020,0.90274,0.98511
628,628,2003,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,307,22020,0.94074,1.07506
629,629,2003,Baden-Wuerttemberg,Urban regions,Yes,0.04325,106,22020,0.03695,0.04998
630,630,2003,Baden-Wuerttemberg,Urban regions,No,0.95675,2351,22020,0.92736,0.99093
631,631,2003,Baden-Wuerttemberg,Rural regions,No,1.0,220,22020,0.89086,1.11263
632,632,2003,Bavaria,Urban regions,Yes,0.0344,54,22020,0.02804,0.0409
633,633,2003,Bavaria,Urban regions,No,0.9656,1515,22020,0.91696,1.00275
634,634,2003,Bavaria,Rural regions,Yes,0.05012,68,22020,0.04215,0.05692
635,635,2003,Bavaria,Rural regions,No,0.94988,1489,22020,0.91213,0.98909
636,636,2003,Berlin,Urban regions,Yes,0.12263,89,22020,0.10892,0.13945
637,637,2003,Berlin,Urban regions,No,0.87737,734,22020,0.83767,0.91715
638,638,2003,Brandenburg,Urban regions,No,1.0,66,22020,0.86478,1.14442
639,639,2003,Brandenburg,Rural regions,Yes,0.11843,103,22020,0.1015,0.13461
640,640,2003,Brandenburg,Rural regions,No,0.88157,770,22020,0.84468,0.92485
641,641,2003,Mecklenburg-Western Pomerania,Urban regions,No,1.0,65,22020,0.82925,1.2237
642,642,2003,Mecklenburg-Western Pomerania,Rural regions,Yes,0.16701,72,22020,0.14611,0.19273
643,643,2003,Mecklenburg-Western Pomerania,Rural regions,No,0.83299,381,22020,0.77274,0.89107
644,644,2003,Saxony,Urban regions,Yes,0.13557,104,22020,0.12083,0.15506
645,645,2003,Saxony,Urban regions,No,0.86443,676,22020,0.82559,0.9107
646,646,2003,Saxony,Rural regions,Yes,0.1331,112,22020,0.11291,0.15136
647,647,2003,Saxony,Rural regions,No,0.8669,719,22020,0.82032,0.90923
648,648,2003,Saxony-Anhalt,Urban regions,No,1.0,154,22020,0.90821,1.08601
649,649,2003,Saxony-Anhalt,Rural regions,Yes,0.16142,112,22020,0.14112,0.18206
650,650,2003,Saxony-Anhalt,Rural regions,No,0.83858,643,22020,0.78651,0.87842
651,651,2003,Thuringa,Urban regions,Yes,0.14462,37,22020,0.11044,0.18424
652,652,2003,Thuringa,Urban regions,No,0.85538,251,22020,0.77213,0.92903
653,653,2003,Thuringa,Rural regions,Yes,0.13612,84,22020,0.11682,0.15621
654,654,2003,Thuringa,Rural regions,No,0.86388,584,22020,0.81281,0.92499
655,655,2004,Schleswig-Holstein,Urban regions,No,1.0,274,21489,0.91079,1.1055
656,656,2004,Schleswig-Holstein,Rural regions,Yes,0.13307,41,21489,0.10985,0.16246
657,657,2004,Schleswig-Holstein,Rural regions,No,0.86693,341,21489,0.80291,0.93601
658,658,2004,Hamburg,Urban regions,No,1.0,281,21489,0.88451,1.09874
659,659,2004,Lower Saxony,Urban regions,Yes,0.06365,52,21489,0.04931,0.07834
660,660,2004,Lower Saxony,Urban regions,No,0.93635,853,21489,0.88987,0.98606
661,661,2004,Lower Saxony,Rural regions,Yes,0.04425,42,21489,0.03264,0.05435
662,662,2004,Lower Saxony,Rural regions,No,0.95575,938,21489,0.90199,1.00571
663,663,2004,Bremen,Urban regions,No,1.0,154,21489,0.88312,1.11678
664,664,2004,North Rhine-Westphalia,Urban regions,Yes,0.06421,256,21489,0.05859,0.07086
665,665,2004,North Rhine-Westphalia,Urban regions,No,0.93579,4180,21489,0.91597,0.95878
666,666,2004,North Rhine-Westphalia,Rural regions,No,1.0,96,21489,0.88676,1.16832
667,667,2004,Hesse,Urban regions,Yes,0.05436,58,21489,0.04291,0.06772
668,668,2004,Hesse,Urban regions,No,0.94564,1129,21489,0.9032,0.98703
669,669,2004,Hesse,Rural regions,No,1.0,239,21489,0.90189,1.08336
670,670,2004,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.07901,55,21489,0.06446,0.09355
671,671,2004,"Rhineland-Palatinate, Saarland",Urban regions,No,0.92099,940,21489,0.8774,0.97025
672,672,2004,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,292,21489,0.91534,1.07656
673,673,2004,Baden-Wuerttemberg,Urban regions,Yes,0.04801,108,21489,0.04108,0.05523
674,674,2004,Baden-Wuerttemberg,Urban regions,No,0.95199,2266,21489,0.91172,0.9827
675,675,2004,Baden-Wuerttemberg,Rural regions,No,1.0,222,21489,0.90588,1.12612
676,676,2004,Bavaria,Urban regions,Yes,0.03798,54,21489,0.0317,0.04492
677,677,2004,Bavaria,Urban regions,No,0.96202,1455,21489,0.91965,1.00216
678,678,2004,Bavaria,Rural regions,Yes,0.06721,76,21489,0.05445,0.07824
679,679,2004,Bavaria,Rural regions,No,0.93279,1460,21489,0.88732,0.98062
680,680,2004,Berlin,Urban regions,Yes,0.13202,91,21489,0.11271,0.15104
681,681,2004,Berlin,Urban regions,No,0.86798,714,21489,0.82044,0.92754
682,682,2004,Brandenburg,Urban regions,No,1.0,71,21489,0.8699,1.14814
683,683,2004,Brandenburg,Rural regions,Yes,0.14196,106,21489,0.12766,0.1588
684,684,2004,Brandenburg,Rural regions,No,0.85804,723,21489,0.81316,0.90422
685,685,2004,Mecklenburg-Western Pomerania,Urban regions,No,1.0,71,21489,0.79762,1.17405
686,686,2004,Mecklenburg-Western Pomerania,Rural regions,Yes,0.16819,67,21489,0.14047,0.19834
687,687,2004,Mecklenburg-Western Pomerania,Rural regions,No,0.83181,368,21489,0.77505,0.89032
688,688,2004,Saxony,Urban regions,Yes,0.14243,97,21489,0.12576,0.16404
689,689,2004,Saxony,Urban regions,No,0.85757,684,21489,0.81113,0.90246
690,690,2004,Saxony,Rural regions,Yes,0.12161,89,21489,0.10228,0.14255
691,691,2004,Saxony,Rural regions,No,0.87839,701,21489,0.83787,0.92877
692,692,2004,Saxony-Anhalt,Urban regions,No,1.0,156,21489,0.90005,1.09545
693,693,2004,Saxony-Anhalt,Rural regions,Yes,0.14874,91,21489,0.12374,0.1772
694,694,2004,Saxony-Anhalt,Rural regions,No,0.85126,653,21489,0.80416,0.91174
695,695,2004,Thuringa,Urban regions,Yes,0.17644,37,21489,0.1369,0.21256
696,696,2004,Thuringa,Urban regions,No,0.82356,247,21489,0.74319,0.91656
697,697,2004,Thuringa,Rural regions,Yes,0.16306,96,21489,0.14233,0.18836
698,698,2004,Thuringa,Rural regions,No,0.83694,565,21489,0.7841,0.89594
699,699,2005,Schleswig-Holstein,Urban regions,No,1.0,258,20549,0.90299,1.09237
700,700,2005,Schleswig-Holstein,Rural regions,No,1.0,338,20549,0.91304,1.07222
701,701,2005,Hamburg,Urban regions,No,1.0,273,20549,0.91749,1.1011
702,702,2005,Lower Saxony,Urban regions,Yes,0.04744,39,20549,0.0353,0.06064
703,703,2005,Lower Saxony,Urban regions,No,0.95256,817,20549,0.89894,1.00647
704,704,2005,Lower Saxony,Rural regions,Yes,0.05385,48,20549,0.04377,0.06616
705,705,2005,Lower Saxony,Rural regions,No,0.94615,879,20549,0.89847,1.0088
706,706,2005,Bremen,Urban regions,No,1.0,136,20549,0.87053,1.11563
707,707,2005,North Rhine-Westphalia,Urban regions,Yes,0.07129,261,20549,0.06446,0.07695
708,708,2005,North Rhine-Westphalia,Urban regions,No,0.92871,3994,20549,0.90505,0.95039
709,709,2005,North Rhine-Westphalia,Rural regions,No,1.0,97,20549,0.87562,1.17477
710,710,2005,Hesse,Urban regions,Yes,0.05899,55,20549,0.04762,0.07127
711,711,2005,Hesse,Urban regions,No,0.94101,1063,20549,0.89766,0.98579
712,712,2005,Hesse,Rural regions,No,1.0,239,20549,0.90972,1.10269
713,713,2005,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.08653,56,20549,0.06962,0.10682
714,714,2005,"Rhineland-Palatinate, Saarland",Urban regions,No,0.91347,890,20549,0.86132,0.96688
715,715,2005,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,278,20549,0.92418,1.08566
716,716,2005,Baden-Wuerttemberg,Urban regions,Yes,0.05024,99,20549,0.04223,0.05827
717,717,2005,Baden-Wuerttemberg,Urban regions,No,0.94976,2209,20549,0.91624,0.98818
718,718,2005,Baden-Wuerttemberg,Rural regions,No,1.0,199,20549,0.88637,1.09117
719,719,2005,Bavaria,Urban regions,Yes,0.06271,67,20549,0.05181,0.07301
720,720,2005,Bavaria,Urban regions,No,0.93729,1377,20549,0.89728,0.9815
721,721,2005,Bavaria,Rural regions,Yes,0.05618,66,20549,0.04341,0.06915
722,722,2005,Bavaria,Rural regions,No,0.94382,1389,20549,0.90452,0.9852
723,723,2005,Berlin,Urban regions,Yes,0.13202,81,20549,0.11589,0.15222
724,724,2005,Berlin,Urban regions,No,0.86798,674,20549,0.81925,0.92378
725,725,2005,Brandenburg,Urban regions,No,1.0,74,20549,0.86878,1.1426
726,726,2005,Brandenburg,Rural regions,Yes,0.15213,109,20549,0.13122,0.17681
727,727,2005,Brandenburg,Rural regions,No,0.84787,695,20549,0.80079,0.89814
728,728,2005,Mecklenburg-Western Pomerania,Urban regions,No,1.0,65,20549,0.813,1.23896
729,729,2005,Mecklenburg-Western Pomerania,Rural regions,Yes,0.14997,64,20549,0.12814,0.17798
730,730,2005,Mecklenburg-Western Pomerania,Rural regions,No,0.85003,369,20549,0.77614,0.92051
731,731,2005,Saxony,Urban regions,Yes,0.12585,87,20549,0.10728,0.14367
732,732,2005,Saxony,Urban regions,No,0.87415,680,20549,0.82542,0.9203
733,733,2005,Saxony,Rural regions,Yes,0.13337,88,20549,0.10396,0.15964
734,734,2005,Saxony,Rural regions,No,0.86663,669,20549,0.81631,0.91439
735,735,2005,Saxony-Anhalt,Urban regions,No,1.0,158,20549,0.89209,1.12337
736,736,2005,Saxony-Anhalt,Rural regions,Yes,0.14181,86,20549,0.11779,0.17155
737,737,2005,Saxony-Anhalt,Rural regions,No,0.85819,632,20549,0.80893,0.9148
738,738,2005,Thuringa,Urban regions,Yes,0.18951,37,20549,0.14597,0.23874
739,739,2005,Thuringa,Urban regions,No,0.81049,234,20549,0.71838,0.90329
740,740,2005,Thuringa,Rural regions,Yes,0.1871,97,20549,0.15216,0.21982
741,741,2005,Thuringa,Rural regions,No,0.8129,523,20549,0.75298,0.87948
742,742,2006,Schleswig-Holstein,Urban regions,No,1.0,278,21863,0.91486,1.09873
743,743,2006,Schleswig-Holstein,Rural regions,Yes,0.08904,33,21863,0.07258,0.10405
744,744,2006,Schleswig-Holstein,Rural regions,No,0.91096,351,21863,0.84623,0.98262
745,745,2006,Hamburg,Urban regions,No,1.0,285,21863,0.91324,1.07441
746,746,2006,Lower Saxony,Urban regions,Yes,0.07317,57,21863,0.05906,0.09084
747,747,2006,Lower Saxony,Urban regions,No,0.92683,871,21863,0.87808,0.97241
748,748,2006,Lower Saxony,Rural regions,Yes,0.07151,72,21863,0.05928,0.08442
749,749,2006,Lower Saxony,Rural regions,No,0.92849,962,21863,0.88467,0.96846
750,750,2006,Bremen,Urban regions,No,1.0,137,21863,0.86251,1.14522
751,751,2006,North Rhine-Westphalia,Urban regions,Yes,0.07431,284,21863,0.06947,0.08051
752,752,2006,North Rhine-Westphalia,Urban regions,No,0.92569,4145,21863,0.90181,0.94968
753,753,2006,North Rhine-Westphalia,Rural regions,No,1.0,109,21863,0.88396,1.13853
754,754,2006,Hesse,Urban regions,Yes,0.05586,53,21863,0.04254,0.06827
755,755,2006,Hesse,Urban regions,No,0.94414,1157,21863,0.90053,0.98502
756,756,2006,Hesse,Rural regions,No,1.0,260,21863,0.91781,1.09249
757,757,2006,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.09393,72,21863,0.07886,0.11262
758,758,2006,"Rhineland-Palatinate, Saarland",Urban regions,No,0.90607,903,21863,0.86053,0.94425
759,759,2006,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,306,21863,0.91357,1.07378
760,760,2006,Baden-Wuerttemberg,Urban regions,Yes,0.05579,112,21863,0.04813,0.06448
761,761,2006,Baden-Wuerttemberg,Urban regions,No,0.94421,2373,21863,0.91733,0.97533
762,762,2006,Baden-Wuerttemberg,Rural regions,No,1.0,223,21863,0.88966,1.11572
763,763,2006,Bavaria,Urban regions,Yes,0.06503,69,21863,0.05495,0.07469
764,764,2006,Bavaria,Urban regions,No,0.93497,1426,21863,0.89214,0.97674
765,765,2006,Bavaria,Rural regions,Yes,0.0567,79,21863,0.04843,0.06733
766,766,2006,Bavaria,Rural regions,No,0.9433,1566,21863,0.91011,0.98051
767,767,2006,Berlin,Urban regions,Yes,0.13202,95,21863,0.1162,0.15056
768,768,2006,Berlin,Urban regions,No,0.86798,685,21863,0.81847,0.90284
769,769,2006,Brandenburg,Urban regions,No,1.0,71,21863,0.85063,1.14409
770,770,2006,Brandenburg,Rural regions,Yes,0.15841,115,21863,0.138,0.17977
771,771,2006,Brandenburg,Rural regions,No,0.84159,748,21863,0.79763,0.89119
772,772,2006,Mecklenburg-Western Pomerania,Urban regions,No,1.0,63,21863,0.84661,1.15599
773,773,2006,Mecklenburg-Western Pomerania,Rural regions,Yes,0.1772,79,21863,0.15195,0.20736
774,774,2006,Mecklenburg-Western Pomerania,Rural regions,No,0.8228,401,21863,0.76635,0.8867
775,775,2006,Saxony,Urban regions,Yes,0.1363,97,21863,0.11905,0.15526
776,776,2006,Saxony,Urban regions,No,0.8637,720,21863,0.81504,0.90851
777,777,2006,Saxony,Rural regions,Yes,0.11959,83,21863,0.09844,0.14367
778,778,2006,Saxony,Rural regions,No,0.88041,681,21863,0.82786,0.93321
779,779,2006,Saxony-Anhalt,Urban regions,No,1.0,146,21863,0.86432,1.14528
780,780,2006,Saxony-Anhalt,Rural regions,Yes,0.16186,114,21863,0.14125,0.1909
781,781,2006,Saxony-Anhalt,Rural regions,No,0.83814,634,21863,0.78165,0.88625
782,782,2006,Thuringa,Urban regions,Yes,0.15607,34,21863,0.11641,0.20562
783,783,2006,Thuringa,Urban regions,No,0.84393,240,21863,0.75548,0.92992
784,784,2006,Thuringa,Rural regions,Yes,0.13916,87,21863,0.11784,0.16403
785,785,2006,Thuringa,Rural regions,No,0.86084,587,21863,0.79488,0.92446
786,786,2007,Schleswig-Holstein,Urban regions,No,1.0,244,20424,0.89174,1.09699
787,787,2007,Schleswig-Holstein,Rural regions,Yes,0.0973,31,20424,0.07772,0.11837
788,788,2007,Schleswig-Holstein,Rural regions,No,0.9027,328,20424,0.82907,0.98204
789,789,2007,Hamburg,Urban regions,No,1.0,278,20424,0.92306,1.09639
790,790,2007,Lower Saxony,Urban regions,Yes,0.05887,43,20424,0.04413,0.07367
791,791,2007,Lower Saxony,Urban regions,No,0.94113,819,20424,0.89029,0.99518
792,792,2007,Lower Saxony,Rural regions,Yes,0.06577,65,20424,0.05655,0.07869
793,793,2007,Lower Saxony,Rural regions,No,0.93423,899,20424,0.8911,0.9911
794,794,2007,Bremen,Urban regions,No,1.0,140,20424,0.88141,1.13136
795,795,2007,North Rhine-Westphalia,Urban regions,Yes,0.06712,234,20424,0.06091,0.07369
796,796,2007,North Rhine-Westphalia,Urban regions,No,0.93288,3863,20424,0.90841,0.95712
797,797,2007,North Rhine-Westphalia,Rural regions,No,1.0,98,20424,0.88344,1.14553
798,798,2007,Hesse,Urban regions,Yes,0.06125,58,20424,0.04866,0.07347
799,799,2007,Hesse,Urban regions,No,0.93875,1086,20424,0.89042,0.98204
800,800,2007,Hesse,Rural regions,No,1.0,239,20424,0.91036,1.10677
801,801,2007,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.087,54,20424,0.07274,0.10499
802,802,2007,"Rhineland-Palatinate, Saarland",Urban regions,No,0.913,835,20424,0.86597,0.96431
803,803,2007,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,273,20424,0.90714,1.08661
804,804,2007,Baden-Wuerttemberg,Urban regions,Yes,0.05585,90,20424,0.04689,0.06617
805,805,2007,Baden-Wuerttemberg,Urban regions,No,0.94415,2178,20424,0.91356,0.98292
806,806,2007,Baden-Wuerttemberg,Rural regions,No,1.0,217,20424,0.88098,1.10676
807,807,2007,Bavaria,Urban regions,Yes,0.05639,50,20424,0.0478,0.06807
808,808,2007,Bavaria,Urban regions,No,0.94361,1357,20424,0.90608,0.99432
809,809,2007,Bavaria,Rural regions,Yes,0.03693,49,20424,0.0299,0.04553
810,810,2007,Bavaria,Rural regions,No,0.96307,1498,20424,0.92134,1.00381
811,811,2007,Berlin,Urban regions,Yes,0.13604,87,20424,0.11398,0.15731
812,812,2007,Berlin,Urban regions,No,0.86396,664,20424,0.81758,0.92999
813,813,2007,Brandenburg,Urban regions,No,1.0,72,20424,0.84566,1.14245
814,814,2007,Brandenburg,Rural regions,Yes,0.15078,100,20424,0.12949,0.1791
815,815,2007,Brandenburg,Rural regions,No,0.84922,686,20424,0.79879,0.90076
816,816,2007,Mecklenburg-Western Pomerania,Urban regions,No,1.0,61,20424,0.83887,1.1758
817,817,2007,Mecklenburg-Western Pomerania,Rural regions,Yes,0.15185,63,20424,0.12543,0.18298
818,818,2007,Mecklenburg-Western Pomerania,Rural regions,No,0.84815,382,20424,0.78483,0.91619
819,819,2007,Saxony,Urban regions,Yes,0.12843,85,20424,0.1022,0.15495
820,820,2007,Saxony,Urban regions,No,0.87157,675,20424,0.81711,0.92378
821,821,2007,Saxony,Rural regions,Yes,0.11677,72,20424,0.09372,0.13925
822,822,2007,Saxony,Rural regions,No,0.88323,684,20424,0.82679,0.93675
823,823,2007,Saxony-Anhalt,Urban regions,No,1.0,150,20424,0.89366,1.16235
824,824,2007,Saxony-Anhalt,Rural regions,Yes,0.12413,92,20424,0.10496,0.14408
825,825,2007,Saxony-Anhalt,Rural regions,No,0.87587,615,20424,0.81293,0.93421
826,826,2007,Thuringa,Urban regions,Yes,0.18949,36,20424,0.14619,0.23423
827,827,2007,Thuringa,Urban regions,No,0.81051,229,20424,0.71449,0.91071
828,828,2007,Thuringa,Rural regions,Yes,0.12186,73,20424,0.10026,0.1433
829,829,2007,Thuringa,Rural regions,No,0.87814,572,20424,0.82404,0.94485
830,830,2008,Schleswig-Holstein,Urban regions,No,1.0,217,19214,0.88275,1.10522
831,831,2008,Schleswig-Holstein,Rural regions,No,1.0,305,19214,0.92571,1.07617
832,832,2008,Hamburg,Urban regions,No,1.0,269,19214,0.90866,1.09767
833,833,2008,Lower Saxony,Urban regions,Yes,0.05694,32,19214,0.04315,0.07037
834,834,2008,Lower Saxony,Urban regions,No,0.94306,799,19214,0.89334,0.99252
835,835,2008,Lower Saxony,Rural regions,Yes,0.05286,54,19214,0.04002,0.06581
836,836,2008,Lower Saxony,Rural regions,No,0.94714,855,19214,0.89632,0.99849
837,837,2008,Bremen,Urban regions,No,1.0,131,19214,0.85211,1.1331
838,838,2008,North Rhine-Westphalia,Urban regions,Yes,0.05864,198,19214,0.05178,0.06637
839,839,2008,North Rhine-Westphalia,Urban regions,No,0.94136,3627,19214,0.91469,0.96911
840,840,2008,North Rhine-Westphalia,Rural regions,No,1.0,94,19214,0.85186,1.14932
841,841,2008,Hesse,Urban regions,Yes,0.04978,43,19214,0.03878,0.06289
842,842,2008,Hesse,Urban regions,No,0.95022,1048,19214,0.90366,0.99864
843,843,2008,Hesse,Rural regions,No,1.0,215,19214,0.88508,1.09829
844,844,2008,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.07048,43,19214,0.05721,0.08742
845,845,2008,"Rhineland-Palatinate, Saarland",Urban regions,No,0.92952,781,19214,0.87675,0.98123
846,846,2008,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,263,19214,0.90664,1.09891
847,847,2008,Baden-Wuerttemberg,Urban regions,Yes,0.03668,63,19214,0.02943,0.04486
848,848,2008,Baden-Wuerttemberg,Urban regions,No,0.96332,2081,19214,0.92788,1.00064
849,849,2008,Baden-Wuerttemberg,Rural regions,No,1.0,211,19214,0.88622,1.1088
850,850,2008,Bavaria,Urban regions,Yes,0.0382,35,19214,0.02973,0.04716
851,851,2008,Bavaria,Urban regions,No,0.9618,1266,19214,0.91811,1.01234
852,852,2008,Bavaria,Rural regions,Yes,0.03907,47,19214,0.03232,0.04754
853,853,2008,Bavaria,Rural regions,No,0.96093,1403,19214,0.9142,1.00447
854,854,2008,Berlin,Urban regions,Yes,0.14099,79,19214,0.11917,0.15867
855,855,2008,Berlin,Urban regions,No,0.85901,642,19214,0.80736,0.90327
856,856,2008,Brandenburg,Urban regions,No,1.0,64,19214,0.83729,1.22721
857,857,2008,Brandenburg,Rural regions,Yes,0.1599,99,19214,0.13594,0.1893
858,858,2008,Brandenburg,Rural regions,No,0.8401,656,19214,0.78509,0.90907
859,859,2008,Mecklenburg-Western Pomerania,Urban regions,No,1.0,56,19214,0.84836,1.16568
860,860,2008,Mecklenburg-Western Pomerania,Rural regions,Yes,0.1185,48,19214,0.09087,0.14324
861,861,2008,Mecklenburg-Western Pomerania,Rural regions,No,0.8815,379,19214,0.81341,0.95201
862,862,2008,Saxony,Urban regions,Yes,0.09056,58,19214,0.07451,0.11083
863,863,2008,Saxony,Urban regions,No,0.90944,669,19214,0.84929,0.96428
864,864,2008,Saxony,Rural regions,Yes,0.10674,64,19214,0.08451,0.1289
865,865,2008,Saxony,Rural regions,No,0.89326,642,19214,0.835,0.96237
866,866,2008,Saxony-Anhalt,Urban regions,No,1.0,152,19214,0.85393,1.1299
867,867,2008,Saxony-Anhalt,Rural regions,Yes,0.13412,82,19214,0.10564,0.16633
868,868,2008,Saxony-Anhalt,Rural regions,No,0.86588,569,19214,0.80609,0.92193
869,869,2008,Thuringa,Urban regions,Yes,0.17858,41,19214,0.14178,0.23424
870,870,2008,Thuringa,Urban regions,No,0.82142,220,19214,0.69876,0.97115
871,871,2008,Thuringa,Rural regions,Yes,0.10762,68,19214,0.09019,0.12603
872,872,2008,Thuringa,Rural regions,No,0.89238,546,19214,0.82535,0.96372
873,873,2009,Schleswig-Holstein,Urban regions,No,1.0,183,17922,0.85923,1.12878
874,874,2009,Schleswig-Holstein,Rural regions,No,1.0,297,17922,0.9161,1.11145
875,875,2009,Hamburg,Urban regions,No,1.0,257,17922,0.91251,1.09745
876,876,2009,Lower Saxony,Urban regions,Yes,0.05645,32,17922,0.04069,0.07148
877,877,2009,Lower Saxony,Urban regions,No,0.94355,738,17922,0.89267,1.01729
878,878,2009,Lower Saxony,Rural regions,Yes,0.04357,38,17922,0.03139,0.05507
879,879,2009,Lower Saxony,Rural regions,No,0.95643,825,17922,0.90006,1.01406
880,880,2009,Bremen,Urban regions,No,1.0,114,17922,0.85931,1.18202
881,881,2009,North Rhine-Westphalia,Urban regions,Yes,0.06551,184,17922,0.05882,0.07289
882,882,2009,North Rhine-Westphalia,Urban regions,No,0.93449,3338,17922,0.90883,0.96623
883,883,2009,North Rhine-Westphalia,Rural regions,No,1.0,96,17922,0.84149,1.14859
884,884,2009,Hesse,Urban regions,Yes,0.05238,43,17922,0.03751,0.06678
885,885,2009,Hesse,Urban regions,No,0.94762,954,17922,0.89653,1.00032
886,886,2009,Hesse,Rural regions,No,1.0,213,17922,0.88162,1.1304
887,887,2009,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.08214,42,17922,0.06334,0.10286
888,888,2009,"Rhineland-Palatinate, Saarland",Urban regions,No,0.91786,732,17922,0.85905,0.97058
889,889,2009,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,240,17922,0.89199,1.12684
890,890,2009,Baden-Wuerttemberg,Urban regions,Yes,0.03773,58,17922,0.02876,0.04647
891,891,2009,Baden-Wuerttemberg,Urban regions,No,0.96227,1859,17922,0.91899,0.99625
892,892,2009,Baden-Wuerttemberg,Rural regions,No,1.0,184,17922,0.87417,1.14656
893,893,2009,Bavaria,Urban regions,Yes,0.03974,39,17922,0.03159,0.05106
894,894,2009,Bavaria,Urban regions,No,0.96026,1187,17922,0.90723,1.01368
895,895,2009,Bavaria,Rural regions,Yes,0.04133,54,17922,0.03137,0.05078
896,896,2009,Bavaria,Rural regions,No,0.95867,1329,17922,0.90414,1.00253
897,897,2009,Berlin,Urban regions,Yes,0.10951,63,17922,0.08948,0.13419
898,898,2009,Berlin,Urban regions,No,0.89049,620,17922,0.82865,0.95993
899,899,2009,Brandenburg,Urban regions,No,1.0,61,17922,0.82628,1.1637
900,900,2009,Brandenburg,Rural regions,Yes,0.14132,83,17922,0.11746,0.16819
901,901,2009,Brandenburg,Rural regions,No,0.85868,641,17922,0.80157,0.92104
902,902,2009,Mecklenburg-Western Pomerania,Urban regions,No,1.0,53,17922,0.79273,1.22927
903,903,2009,Mecklenburg-Western Pomerania,Rural regions,Yes,0.1518,43,17922,0.11369,0.20526
904,904,2009,Mecklenburg-Western Pomerania,Rural regions,No,0.8482,369,17922,0.77849,0.93199
905,905,2009,Saxony,Urban regions,Yes,0.09768,59,17922,0.07018,0.1325
906,906,2009,Saxony,Urban regions,No,0.90232,636,17922,0.84307,0.96496
907,907,2009,Saxony,Rural regions,Yes,0.12067,64,17922,0.0931,0.15287
908,908,2009,Saxony,Rural regions,No,0.87933,610,17922,0.80478,0.95452
909,909,2009,Saxony-Anhalt,Urban regions,No,1.0,140,17922,0.84642,1.21837
910,910,2009,Saxony-Anhalt,Rural regions,Yes,0.1479,76,17922,0.11896,0.17994
911,911,2009,Saxony-Anhalt,Rural regions,No,0.8521,545,17922,0.77892,0.92084
912,912,2009,Thuringa,Urban regions,Yes,0.14691,32,17922,0.11045,0.18525
913,913,2009,Thuringa,Urban regions,No,0.85309,214,17922,0.73077,0.99144
914,914,2009,Thuringa,Rural regions,Yes,0.12462,66,17922,0.10375,0.14869
915,915,2009,Thuringa,Rural regions,No,0.87538,511,17922,0.80266,0.96197
916,916,2010,Schleswig-Holstein,Urban regions,No,1.0,246,23806,0.86974,1.15423
917,917,2010,Schleswig-Holstein,Rural regions,Yes,0.04585,52,23806,0.03179,0.06317
918,918,2010,Schleswig-Holstein,Rural regions,No,0.95415,415,23806,0.84438,1.07041
919,919,2010,Hamburg,Urban regions,No,1.0,360,23806,0.90486,1.11141
920,920,2010,Lower Saxony,Urban regions,Yes,0.07417,80,23806,0.05335,0.09766
921,921,2010,Lower Saxony,Urban regions,No,0.92583,914,23806,0.86567,0.98387
922,922,2010,Lower Saxony,Rural regions,Yes,0.0563,102,23806,0.03951,0.07254
923,923,2010,Lower Saxony,Rural regions,No,0.9437,1090,23806,0.87542,1.02842
924,924,2010,Bremen,Urban regions,No,1.0,154,23806,0.82019,1.18807
925,925,2010,North Rhine-Westphalia,Urban regions,Yes,0.0696,417,23806,0.0597,0.08031
926,926,2010,North Rhine-Westphalia,Urban regions,No,0.9304,4439,23806,0.90069,0.96281
927,927,2010,North Rhine-Westphalia,Rural regions,No,1.0,119,23806,0.79368,1.25537
928,928,2010,Hesse,Urban regions,Yes,0.06207,77,23806,0.04611,0.08214
929,929,2010,Hesse,Urban regions,No,0.93793,1262,23806,0.87997,0.99761
930,930,2010,Hesse,Rural regions,No,1.0,309,23806,0.88661,1.12529
931,931,2010,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.09087,82,23806,0.06386,0.11672
932,932,2010,"Rhineland-Palatinate, Saarland",Urban regions,No,0.90913,924,23806,0.84746,0.96487
933,933,2010,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,321,23806,0.8966,1.13248
934,934,2010,Baden-Wuerttemberg,Urban regions,Yes,0.03693,121,23806,0.02705,0.04875
935,935,2010,Baden-Wuerttemberg,Urban regions,No,0.96307,2490,23806,0.91852,1.00734
